audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	local_before_de	local_after_de	flags	hard_collision	verdict	review_reason
G642-A01-031	1	cheol	f108r	f108r.25	S	B	3	5	MEDIAL	okeey	chedy	y cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al	ycheeor aiin okeey cheol chedy opchsd opchedy alkedy allkeam ol rain al	ycheeor aiin keey cheol chedy apchsd opchedy alke y al lkeam ol rain al	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	[y:?] | [cheeor:?] | Menge III | heißer Ansatz, Bindungsstufe II | [cheol:?] | getrockneter Zustand | [opchsd:?] | [opchedy:?] | [alkedy:?] | [al:?] | [lkeam:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [rain:?] | [al:?]	[y:?] | [cheeor:?] | Menge III | heißer Ansatz, Bindungsstufe II | trockener Drogenstoff | getrockneter Zustand | [opchsd:?] | [opchedy:?] | [alkedy:?] | [al:?] | [lkeam:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [rain:?] | [al:?]	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-032	1	cheol	f108r	f108r.6	S	B	3	2	MEDIAL	ol	qo	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheol:?] | [qo:?] | [qokeey:?] | [qokeey:?] | heißer Zustand, Bindungsstufe II | [sheoky:?] | gekühlter Ansatz | [qotey:?] | [qokchey:?] | [chdar:?] | Menge III | [y:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qo:?] | [qokeey:?] | [qokeey:?] | heißer Zustand, Bindungsstufe II | [sheoky:?] | gekühlter Ansatz | [qotey:?] | [qokchey:?] | [chdar:?] | Menge III | [y:?]	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-033	1	cheol	f108v	f108v.13	S	B	3	2	MEDIAL	daiin	qokeey	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldor	daiin cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldar	daiin cheol qokee qokee qokeey raiin chckhy okeey qokeedy okedain al ar	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	Grad-/Maßwert III | [cheol:?] | [qokeey:?] | heißer Zustand, Bindungsstufe II | [qokeey:?] | Wurzel, Typ/Charge III | [chckhy:?] | heißer Ansatz, Bindungsstufe II | heißer Zustand, Bindungsstufe II | [okedain:?] | [aldor:?]	Grad-/Maßwert III | trockener Drogenstoff | [qokeey:?] | heißer Zustand, Bindungsstufe II | [qokeey:?] | Wurzel, Typ/Charge III | [chckhy:?] | heißer Ansatz, Bindungsstufe II | heißer Zustand, Bindungsstufe II | [okedain:?] | [aldor:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-034	1	cheol	f108v	f108v.26	S	B	3	3	MEDIAL	okeaiin	shedy	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls	sair okeaiin cheol shedy qokeeey doaiin ar or lkar char aiin okal ldyr ls	sair okeaiin cheol she y qokeeey dlaiin ar or lkar char aiin okal ldar ls	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	Samenfraktion II | [okeaiin:?] | [cheol:?] | [shedy:?] | [qokeeey:?] | [dlaiin:?] | [ar:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [lkar:?] | [char:?] | Menge III | Ansatz aus heißem Rohstoff, Form I | [ldyr:?] | [ls:?]	Samenfraktion II | [okeaiin:?] | trockener Drogenstoff | [shedy:?] | [qokeeey:?] | [dlaiin:?] | [ar:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [lkar:?] | [char:?] | Menge III | Ansatz aus heißem Rohstoff, Form I | [ldyr:?] | [ls:?]	ACTIVE_SCOPE_RIVAL|MOIST_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-035	1	cheol	f108v	f108v.29	S	B	3	4	MEDIAL	o	chedeey	dar chey o cheol chedeey qokeedy chea	dar chey o cheol chedeey qokeedy cheam	dar chey o cheol chedeey qokeedy cheam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[dar:?] | [chey:?] | [o:?] | [cheol:?] | [chedeey:?] | heißer Zustand, Bindungsstufe II | [chea:?]	[dar:?] | [chey:?] | [o:?] | trockener Drogenstoff | [chedeey:?] | heißer Zustand, Bindungsstufe II | [chea:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-036	1	cheol	f108v	f108v.31	S	B	3	2	MEDIAL	ol	shed	ol cheol shed qokedy qokedain checkhed qoteedy otedy qokedy okeea r l kam	ol cheol shed qokedy qokedain checkhed qoteedy otedy qokedy okeeor lkam	ol cheol shed qokedy qoke ain checkhed qoteedy otedy qoke okee r lkam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheol:?] | [shed:?] | [qokedy:?] | [qokedain:?] | [checkhed:?] | [qoteedy:?] | gekühlter Ansatz | [qokedy:?] | [okeea:?] | [r:?] | [l:?] | [kam:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [shed:?] | [qokedy:?] | [qokedain:?] | [checkhed:?] | [qoteedy:?] | gekühlter Ansatz | [qokedy:?] | [okeea:?] | [r:?] | [l:?] | [kam:?]	ACTIVE_SCOPE_RIVAL|MOIST_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-037	1	cheol	f108v	f108v.43	S	B	3	7	MEDIAL	cheolkeedy	chedytey	shodain cheal shedy rcheetey qokeey cheolkeedy cheol chedytey okeearam	shodain cheal shedy rcheetey qokeey cheolkeedy cheol chedytey okeearam	shodain cheal shedy rcheetey qokeey cheolkeedy cheol chedytey okeearam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[shodain:?] | [cheal:?] | [shedy:?] | [rcheetey:?] | [qokeey:?] | [cheolkeedy:?] | [cheol:?] | [chedytey:?] | [okeearam:?]	[shodain:?] | [cheal:?] | [shedy:?] | [rcheetey:?] | [qokeey:?] | [cheolkeedy:?] | trockener Drogenstoff | [chedytey:?] | [okeearam:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-038	1	cheol	f108v	f108v.46	S	B	3	6	MEDIAL	qokalor	keol	saiin sheeain qkain okeey qokalor cheol keol chedy qokeey qokeey ral	saiin sheeain qkain okeey qokal or cheol keol chedy qokeey qokeey ral	saiin sheeain qkain okeey qokal or cheol keol chedy qokeey qokeey ral	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	Samen/Saatgut, Typ/Charge III | [sheeain:?] | [qkain:?] | heißer Ansatz, Bindungsstufe II | [qokalor:?] | [cheol:?] | [keol:?] | getrockneter Zustand | [qokeey:?] | [qokeey:?] | Wurzelrohstoff I	Samen/Saatgut, Typ/Charge III | [sheeain:?] | [qkain:?] | heißer Ansatz, Bindungsstufe II | [qokalor:?] | trockener Drogenstoff | [keol:?] | getrockneter Zustand | [qokeey:?] | [qokeey:?] | Wurzelrohstoff I	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-039	1	cheol	f108v	f108v.49	S	B	3	6	MEDIAL	cheal	keear	saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam	saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam	saiin okain cheey lkaiin cheal cheol keear qokee y qokeey checkhe y qokal oam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	Samen/Saatgut, Typ/Charge III | heiß im Zubereitungsrahmen, Grad II | [cheey:?] | [lkaiin:?] | [cheal:?] | [cheol:?] | [keear:?] | heißer Zustand, Bindungsstufe II | [qokeey:?] | [checkhedy:?] | heiße Substanz | [oam:?]	Samen/Saatgut, Typ/Charge III | heiß im Zubereitungsrahmen, Grad II | [cheey:?] | [lkaiin:?] | [cheal:?] | trockener Drogenstoff | [keear:?] | heißer Zustand, Bindungsstufe II | [qokeey:?] | [checkhedy:?] | heiße Substanz | [oam:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-040	1	cheol	f108v	f108v.50	S	B	3	3	MEDIAL	oteey	teedar	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	[dsheey:?] | [oteey:?] | [cheol:?] | [teedar:?] | [okeedy:?] | heißer Zustand, Bindungsstufe II | [checkhy:?] | [oteey:?] | Menge III | heißer Ansatz, Bindungsstufe II | [chey:?] | [qokey:?]	[dsheey:?] | [oteey:?] | trockener Drogenstoff | [teedar:?] | [okeedy:?] | heißer Zustand, Bindungsstufe II | [checkhy:?] | [oteey:?] | Menge III | heißer Ansatz, Bindungsstufe II | [chey:?] | [qokey:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-041	1	cheol	f108v	f108v.52	S	B	3	2	MEDIAL	saiin	qokeedy	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	saiin cheol qokeedy qokeedy chedy qokeey cheal llchey daiin okeey qokeey	saiin cheol qokeedy qokee y che y qokee cheal llchey aiin okeey qokeey	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	Samen/Saatgut, Typ/Charge III | [cheol:?] | heißer Zustand, Bindungsstufe II | heißer Zustand, Bindungsstufe II | getrockneter Zustand | [qokeey:?] | [cheal:?] | [llchey:?] | Grad-/Maßwert III | heißer Ansatz, Bindungsstufe II | [qokeey:?]	Samen/Saatgut, Typ/Charge III | trockener Drogenstoff | heißer Zustand, Bindungsstufe II | heißer Zustand, Bindungsstufe II | getrockneter Zustand | [qokeey:?] | [cheal:?] | [llchey:?] | Grad-/Maßwert III | heißer Ansatz, Bindungsstufe II | [qokeey:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-042	1	cheol	f111r	f111r.18	S	B	3	10	MEDIAL	qokeedy	lokeedy	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheal lokeedy lched	aiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheal lokee y lched	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	Grad-/Maßwert III | [shecthey:?] | [oteody:?] | [qochey:?] | [qokeey:?] | [chey:?] | [teey:?] | heißer Zustand, Bindungsstufe II | heißer Zustand, Bindungsstufe II | [cheol:?] | [lokeedy:?] | [lched:?]	Grad-/Maßwert III | [shecthey:?] | [oteody:?] | [qochey:?] | [qokeey:?] | [chey:?] | [teey:?] | heißer Zustand, Bindungsstufe II | heißer Zustand, Bindungsstufe II | trockener Drogenstoff | [lokeedy:?] | [lched:?]	ALTERNATE_READER_BOUNDARY|HOT_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-043	1	cheol	f111r	f111r.20	S	B	3	6	MEDIAL	chedey	teedy	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai	qokeey qokeey loedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol lkaim	qokeey qokeey lche y checthy che ey cheol teedy keedy qokeedy okeey cho ol lkaim	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	[qokeey:?] | [qokeey:?] | getrocknetes Drogenholz | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [chedey:?] | [cheol:?] | [teedy:?] | [okeedy:?] | heißer Zustand, Bindungsstufe II | heißer Ansatz, Bindungsstufe II | [cho:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [l:?] | [kai:?]	[qokeey:?] | [qokeey:?] | getrocknetes Drogenholz | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [chedey:?] | trockener Drogenstoff | [teedy:?] | [okeedy:?] | heißer Zustand, Bindungsstufe II | heißer Ansatz, Bindungsstufe II | [cho:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [l:?] | [kai:?]	ACTIVE_SCOPE_RIVAL	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-044	1	cheol	f111v	f111v.13	S	B	3	4	MEDIAL	shckhy	kedy	sheaiin okaiin shckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	sheaiin okaiin chckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	sheaiin okaiin shckhy cheol ke y chetar okaiin shal lch al te y tar amd	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[sheaiin:?] | heiß, Grad III, im Ansatzrahmen | [shckhy:?] | [cheol:?] | [kedy:?] | [chetar:?] | heiß, Grad III, im Ansatzrahmen | [shal:?] | [lchdal:?] | [tedy:?] | [tar:?] | [amd:?]	[sheaiin:?] | heiß, Grad III, im Ansatzrahmen | [shckhy:?] | trockener Drogenstoff | [kedy:?] | [chetar:?] | heiß, Grad III, im Ansatzrahmen | [shal:?] | [lchdal:?] | [tedy:?] | [tar:?] | [amd:?]	MOIST_NEIGHBOR_DIFFERENT_SLOT|HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-045	1	cheol	f111v	f111v.2	S	B	3	2	MEDIAL	sheekeey	keedy	sheekeey cheol keedy qokair shecthy qokeol okechedy qokedy qopchedy qokedam chy	sheekeey cheol keedy qokair shecthy qokeol okechedy qokedy qopchedy qokedam chy	shee eey cheol keedy qokair shecthy qoke l oteche y qokedy qopchedy qoke am chy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[sheekeey:?] | [cheol:?] | [keedy:?] | [qokair:?] | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | [qokeol:?] | [okechedy:?] | [qokedy:?] | [qopchedy:?] | [qokedam:?] | trocken, Grundform	[sheekeey:?] | trockener Drogenstoff | [keedy:?] | [qokair:?] | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | [qokeol:?] | [okechedy:?] | [qokedy:?] | [qopchedy:?] | [qokedam:?] | trocken, Grundform	MOIST_NEIGHBOR_DIFFERENT_SLOT|HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-046	1	cheol	f111v	f111v.23	S	B	3	9	MEDIAL	qokain	daiin	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lam	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lom	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lom	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	heiß, Grad III | [sheckhy:?] | heiße Portion | [chalkain:?] | [chckhedy:?] | [lcheol:?] | heiß, Grad III, im Ansatzrahmen | heiß, Grad II | [cheol:?] | Qualitätsgrad III | Drogenholz: Maß-/Einheitsform I	heiß, Grad III | [sheckhy:?] | heiße Portion | [chalkain:?] | [chckhedy:?] | [lcheol:?] | heiß, Grad III, im Ansatzrahmen | heiß, Grad II | trockener Drogenstoff | Qualitätsgrad III | Drogenholz: Maß-/Einheitsform I	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-047	1	cheol	f111v	f111v.8	S	B	3	3	MEDIAL	otchey	kechy	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain ol lkeey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain al l keey qokain checkhy che ar am	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	feuchter Ansatz | [otchey:?] | [cheol:?] | [kechy:?] | [chcthey:?] | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [l:?] | [keey:?] | heiß, Grad II | [checkhy:?] | [chedar:?] | [am:?]	feuchter Ansatz | [otchey:?] | trockener Drogenstoff | [kechy:?] | [chcthey:?] | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [l:?] | [keey:?] | heiß, Grad II | [checkhy:?] | [chedar:?] | [am:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-048	1	cheol	f112r	f112r.20	S	B	3	4	MEDIAL	aiin	keody	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	[qoaiin:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | [cheol:?] | [keody:?] | [qol:?] | [keol:?] | [okeeey:?] | [dal:?] | Menge III | [ody:?]	[qoaiin:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III | trockener Drogenstoff | [keody:?] | [qol:?] | [keol:?] | [okeeey:?] | [dal:?] | Menge III | [ody:?]	ACTIVE_SCOPE_RIVAL|HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-049	1	cheol	f112v	f112v.21	S	B	3	3	MEDIAL	chekain	qoeedy	saiin chekain cheol qoeedy chol keedy qokaiin shedy qokeol kain	saiin chekain cheol qoeedy chol keedy qokaiin shedy qokeol kain	saiin chekain che l qoee y chol kee y qokaiin she y qokeal kain	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	Samen/Saatgut, Typ/Charge III | [chekain:?] | [cheol:?] | [qoeedy:?] | trocken; nominal trockenes Gut/Material | [keedy:?] | heiß, Grad III | [shedy:?] | [qokeol:?] | heiß, Grad II	Samen/Saatgut, Typ/Charge III | [chekain:?] | trockener Drogenstoff | [qoeedy:?] | trocken; nominal trockenes Gut/Material | [keedy:?] | heiß, Grad III | [shedy:?] | [qokeol:?] | heiß, Grad II	ALTERNATE_READER_BOUNDARY	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-050	1	cheol	f112v	f112v.22	S	B	3	3	MEDIAL	ol	chedy	soiin ol cheol chedy qokeey chetain	soiin ol cheol chedy qokeey chetain	soiin l cheol che y qokeey chetain	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	Samen/Saatgutzubereitung, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheol:?] | getrockneter Zustand | [qokeey:?] | [chetain:?]	Samen/Saatgutzubereitung, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | getrockneter Zustand | [qokeey:?] | [chetain:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-051	1	cheol	f112v	f112v.28	S	B	3	4	MEDIAL	aiin	keeeody	shey keedal aiin cheol keeeody qoiin ykeey qokeeey ykeey qoeey qokaim	shey keedal aiin cheol keeeody qoiin ykeey qokeeey ykeey qoeey qokaim	shey keedal aiin che l keeeo y qoiin ykeey qokeeey ykeey qoeey qokaim	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	feucht, attributiv gebunden | [keedal:?] | Menge III | [cheol:?] | [keeeody:?] | [qoiin:?] | [ykeey:?] | [qokeeey:?] | [ykeey:?] | [qoeey:?] | [qokaim:?]	feucht, attributiv gebunden | [keedal:?] | Menge III | trockener Drogenstoff | [keeeody:?] | [qoiin:?] | [ykeey:?] | [qokeeey:?] | [ykeey:?] | [qoeey:?] | [qokaim:?]	ALTERNATE_READER_BOUNDARY|HOT_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-052	1	cheol	f112v	f112v.40	S	B	3	2	MEDIAL	y	lchedy	y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin	y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin	y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	[y:?] | [cheol:?] | getrocknetes Drogenholz | [chckhy:?] | [cheolchal:?] | [shchy:?] | Grad-/Maßwert III | [cheolor:?] | heiß im Zubereitungsrahmen, Grad II | getrockneter Zustand | Grad-/Maßwert III	[y:?] | trockener Drogenstoff | getrocknetes Drogenholz | [chckhy:?] | [cheolchal:?] | [shchy:?] | Grad-/Maßwert III | [cheolor:?] | heiß im Zubereitungsrahmen, Grad II | getrockneter Zustand | Grad-/Maßwert III	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-053	1	cheol	f113r	f113r.19	S	B	3	5	FINAL	chckhey	<EOS>	yhal cheeo rlaiin chckhey cheol	yhal cheeo rlaiin chckhey cheol	yhal cheeo r laiin chckhey cheol	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[yhal:?] | [cheeo:?] | [rlaiin:?] | [chckhey:?] | [cheol:?]	[yhal:?] | [cheeo:?] | [rlaiin:?] | [chckhey:?] | trockener Drogenstoff	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-054	1	cheol	f113r	f113r.42	S	B	3	6	MEDIAL	otchedy	tcheor	pcheodaiin sholkeechy ar alkar otchedy cheol tcheor qokchedy pchor aral	pcheodaiin sholkeechy or alkar otchedy cheol tcheor qokchedy pchor aral	pcheodaiin sholkeechy or alkar otchedy cheol tcheor qokche y pchor aral	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[pcheodaiin:?] | [sholkeechy:?] | [ar:?] | [alkar:?] | [otchedy:?] | [cheol:?] | kalt-trockener Drogenteil | [qokchedy:?] | [pchor:?] | [aral:?]	[pcheodaiin:?] | [sholkeechy:?] | [ar:?] | [alkar:?] | [otchedy:?] | trockener Drogenstoff | kalt-trockener Drogenteil | [qokchedy:?] | [pchor:?] | [aral:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-055	1	cheol	f113v	f113v.21	S	B	3	6	MEDIAL	tarol	kaiin	polaiin otar qotain chtol tarol cheol kaiin chp kcheos okar aar lo	polaiin otar qotain chtol tarol cheol kaiin chpkcheos okar aithchr lo	polaiin otar qotain chtol tarol cheol kaiin chpkcheos okar aar lo	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[polaiin:?] | [otar:?] | kalt im qo-Rahmen, Grad II | [chtol:?] | [tarol:?] | [cheol:?] | heiß, Grad III | [chp:?] | [kcheos:?] | [okar:?] | [aar:?] | [lo:?]	[polaiin:?] | [otar:?] | kalt im qo-Rahmen, Grad II | [chtol:?] | [tarol:?] | trockener Drogenstoff | heiß, Grad III | [chp:?] | [kcheos:?] | [okar:?] | [aar:?] | [lo:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-056	1	cheol	f113v	f113v.31	S	B	3	2	MEDIAL	daiiin	teeoar	daiiin cheol teeoar shek lchedy okaiin chckhaiin otaiin otaiin araral	daiiin cheol teeoar shek lchedy okaiin chckhaiin otaiin otaiin araral	daiiin cheol teeoar shek lchedy okaiin chckhaiin otaiin otaiin ar aral	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	Grad-/Maßwert IV | [cheol:?] | [teeoar:?] | [shek:?] | getrocknetes Drogenholz | heiß, Grad III, im Ansatzrahmen | [chckhaiin:?] | kalt im Zubereitungsrahmen, Grad III | kalt im Zubereitungsrahmen, Grad III | [araral:?]	Grad-/Maßwert IV | trockener Drogenstoff | [teeoar:?] | [shek:?] | getrocknetes Drogenholz | heiß, Grad III, im Ansatzrahmen | [chckhaiin:?] | kalt im Zubereitungsrahmen, Grad III | kalt im Zubereitungsrahmen, Grad III | [araral:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-057	1	cheol	f113v	f113v.39	S	B	3	2	MEDIAL	osheol	ar	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr	osheol cheol ar aloiiin oteee otain chekey qokain chcthy qotamlr	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	[osheol:?] | [cheol:?] | [ar:?] | [aloiiin:?] | [oteeey:?] | kalt im Zubereitungsrahmen, Grad II | [chekey:?] | heiß, Grad II | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [qotam:?] | [lr:?]	[osheol:?] | trockener Drogenstoff | [ar:?] | [aloiiin:?] | [oteeey:?] | kalt im Zubereitungsrahmen, Grad II | [chekey:?] | heiß, Grad II | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [qotam:?] | [lr:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
