statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	event_count	template_id	template_name_de	template_pattern_de	canonical_slot_signature	event_role_trace	observed_primary_trace	end_style	crosses_physical_line	surface_sequence	fluent_workshop_de	event_ids
P1006-S220	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.35|f77r.36	4	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>ITEM>QUANTITY>ACTION>TARGET>STATE>CLOSE	QUANTITY+ACTION | QUANTITY+ACTION | ITEM+TARGET | ACTION+STATE+CLOSE	QUANTITY>TARGET>CLOSE	CLOSE	YES	qokaiin chedaiin chealy dshedy	An der bezeichneten Körper-/Beckenstation: den Posten nach Maß ansetzen; umsetzen nach Maß; zur Zielstelle diesen Posten; halten kurz. Dann den Teilgang schließen.	P1003-E0305|P1003-E0306|P1003-E0307|P1003-E0308
P1006-S221	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.36	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>CLOSE	ACTION+CLOSE	CLOSE	CLOSE	NO	pchedy	An der bezeichneten Körper-/Beckenstation: einsetzen umsetzen. Dann den Teilgang schließen.	P1003-E0309
P1006-S222	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.36	4	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE+QUANTITY | ITEM+ACTION | SEQUENCE+ACTION+PATH+TARGET | ACTION+STATE+CLOSE	SEQUENCE>ACTION>SEQUENCE>CLOSE	CLOSE	NO	qotain chedy dolchl qokeedy	An der bezeichneten Körper-/Beckenstation: danach eine Portion; diesen Posten umsetzen; vom bezeichneten Teil damit fortfahren entnehmen weiterleiten; länger ansetzen. Dann den Teilgang schließen.	P1003-E0310|P1003-E0311|P1003-E0312|P1003-E0313
P1006-S223	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.36|f77r.37	5	T04	ABGEMESSENER ARBEITSGANG	BESITZER → [POSTEN] → MENGE/STUFE → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>STATE>CLOSE	SEQUENCE+ACTION | SEQUENCE+ITEM | SEQUENCE+QUANTITY+ACTION+STATE | ITEM | SEQUENCE+STATE+CLOSE	SEQUENCE>ITEM>CLOSE	CLOSE	YES	qokol olchey teeolain chey qoteedy	An der bezeichneten Körper-/Beckenstation: ansetzen damit fortfahren; damit fortfahren diesen Posten; einstellen länger damit fortfahren eine Portion; diesen Posten weiterführen; danach länger halten. Dann den Teilgang schließen.	P1003-E0314|P1003-E0315|P1003-E0316|P1003-E0317|P1003-E0318
P1006-S224	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.37	4	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ITEM>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	QUANTITY+ACTION | ITEM+ACTION+TARGET+STATE | ITEM+ACTION+STATE | ACTION+PATH+CLOSE	QUANTITY>TARGET>STATE>CLOSE	CLOSE	NO	qokain cheedy cheey lchedy	An der bezeichneten Körper-/Beckenstation: eine Portion ansetzen; entnehmen länger vom bezeichneten Teil diesen Posten; halten länger diesen Posten; weiter umsetzen. Dann den Teilgang schließen.	P1003-E0319|P1003-E0320|P1003-E0321|P1003-E0322
P1006-S225	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.38	2	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ACTION>CLOSE	SEQUENCE+ACTION | ACTION+CLOSE	SEQUENCE>CLOSE	CLOSE	NO	pol shedy	An der bezeichneten Körper-/Beckenstation: einsetzen damit fortfahren; absetzen lassen. Dann den Teilgang schließen.	P1003-E0323|P1003-E0324
P1006-S226	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.38	6	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE+ITEM+ACTION+TARGET+STATE | QUANTITY+ACTION | ITEM+ACTION+STATE | SEQUENCE | QUANTITY+ACTION+PATH | ACTION+CLOSE	SEQUENCE>QUANTITY>STATE>SEQUENCE>PATH>CLOSE	CLOSE	NO	qoeedy qokaiin chcphey qol ltaiin shedy	An der bezeichneten Körper-/Beckenstation: einen neuen Gang beginnen ausführen länger vom bezeichneten Teil diesen Posten; den Posten nach Maß ansetzen; entnehmen umleiten kurz diesen Posten; mit demselben Ansatz fortfahren; weiterleiten einstellen nach Maß; absetzen lassen. Dann den Teilgang schließen.	P1003-E0325|P1003-E0326|P1003-E0327|P1003-E0328|P1003-E0329|P1003-E0330
P1006-S227	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.38|f77r.39	7	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>PATH>STATE>CLOSE	SEQUENCE | SEQUENCE+QUANTITY | ITEM+ACTION+STATE | ITEM+ACTION+PATH+STATE | ITEM+ACTION+PATH+STATE | ITEM+QUANTITY+ACTION | ACTION+STATE+CLOSE	SEQUENCE>STATE>PATH>QUANTITY>CLOSE	CLOSE	YES	qol olaiin cheey sheckhey lsheey qykaiin sheedy	An der bezeichneten Körper-/Beckenstation: mit demselben Ansatz fortfahren; damit fortfahren nach Maß; halten länger diesen Posten; halten kurz durch den Durchlass kurz diesen Posten; weiterleiten halten länger diesen Posten; diesen Posten zugeben nach Maß; halten länger. Dann den Teilgang schließen.	P1003-E0331|P1003-E0332|P1003-E0333|P1003-E0334|P1003-E0335|P1003-E0336|P1003-E0337
P1006-S228	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.39|f77r.40	4	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>QUANTITY>PATH>STATE>CLOSE	QUANTITY+PATH | QUANTITY | SEQUENCE | STATE+CLOSE	PATH>QUANTITY>SEQUENCE>CLOSE	CLOSE	YES	laiin daiiin ol eeedy	An der bezeichneten Körper-/Beckenstation: weiterleiten nach Maß; als zweiten Gang auf die Stufe; mit demselben Ansatz fortfahren; vollständig. Dann den Teilgang schließen.	P1003-E0338|P1003-E0339|P1003-E0340|P1003-E0341
P1006-S229	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.40	4	T04	ABGEMESSENER ARBEITSGANG	BESITZER → [POSTEN] → MENGE/STUFE → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>QUANTITY>ACTION>STATE>CLOSE	QUANTITY+ACTION | SEQUENCE+ACTION+STATE | SEQUENCE+QUANTITY | ACTION+CLOSE	QUANTITY>SEQUENCE>CLOSE	CLOSE	NO	okaiin sheeol qotaiin shody	An der bezeichneten Körper-/Beckenstation: den Posten nach Maß ansetzen; halten länger damit fortfahren; danach nach Maß; halten ausführen. Dann den Teilgang schließen.	P1003-E0342|P1003-E0343|P1003-E0344|P1003-E0345
P1006-S230	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.40|f77r.41	5	T04	ABGEMESSENER ARBEITSGANG	BESITZER → [POSTEN] → MENGE/STUFE → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>STATE>CLOSE	SEQUENCE+ITEM | QUANTITY | ACTION | SEQUENCE+ITEM | SEQUENCE+STATE+CLOSE	SEQUENCE>QUANTITY>ACTION>SEQUENCE>CLOSE	CLOSE	YES	qoty daiin sh qolchey qotedy	An der bezeichneten Körper-/Beckenstation: danach diesen Posten; nach dem vorgeschriebenen Maß arbeiten; halten; damit fortfahren diesen Posten; danach kurz halten. Dann den Teilgang schließen.	P1003-E0346|P1003-E0347|P1003-E0348|P1003-E0349|P1003-E0350
P1006-S231	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.41|f77r.42	7	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>SOURCE>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE+TARGET | SEQUENCE | QUANTITY | ACTION+PATH | LOCAL_SIGN | SEQUENCE+SOURCE | ACTION+STATE+CLOSE	SEQUENCE>QUANTITY>PATH>LOCAL_SIGN>SEQUENCE>CLOSE	CLOSE	YES	qotal r ain chl s arol qokeedy	An der bezeichneten Körper-/Beckenstation: danach zur Zielstelle; merken; eine Portion nehmen; entnehmen weiterleiten; auswählen; aus der Quelle damit fortfahren; länger ansetzen. Dann den Teilgang schließen.	P1003-E0351|P1003-E0352|P1003-E0353|P1003-E0354|P1003-E0355|P1003-E0356|P1003-E0357
P1006-S232	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	1	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>STATE>CLOSE	SEQUENCE+STATE+CLOSE	CLOSE	CLOSE	NO	qotedy	An der bezeichneten Körper-/Beckenstation: danach kurz halten. Dann den Teilgang schließen.	P1003-E0358
P1006-S233	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokeedy	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.	P1003-E0359
P1006-S234	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokeedy	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.	P1003-E0360
P1006-S235	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42|f77r.43	10	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>TARGET>STATE>CLOSE	ITEM+ACTION+STATE | LOCAL_SIGN | QUANTITY | TARGET | TARGET | ACTION+STATE | SEQUENCE | ITEM+ACTION+TARGET+STATE | SEQUENCE+QUANTITY | SEQUENCE+STATE+CLOSE	STATE>LOCAL_SIGN>QUANTITY>TARGET>STATE>SEQUENCE>TARGET>SEQUENCE>CLOSE	CLOSE	YES	qokeey s aiin al d chee ol cheedy qotaiin qoteedy	An der bezeichneten Körper-/Beckenstation: ansetzen länger diesen Posten; auswählen; nach dem vorgeschriebenen Maß arbeiten; an die bezeichnete Zielstelle gehen; vom bezeichneten Teil; halten länger; mit demselben Ansatz fortfahren; entnehmen länger vom bezeichneten Teil diesen Posten; danach nach Maß; danach länger halten. Dann den Teilgang schließen.	P1003-E0361|P1003-E0362|P1003-E0363|P1003-E0364|P1003-E0365|P1003-E0366|P1003-E0367|P1003-E0368|P1003-E0369|P1003-E0370
P1006-S236	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.43	1	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>STATE>CLOSE	SEQUENCE+STATE+CLOSE	CLOSE	CLOSE	NO	qotedy	An der bezeichneten Körper-/Beckenstation: danach kurz halten. Dann den Teilgang schließen.	P1003-E0371
P1006-S237	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.43|f77r.44|f77r.45|f77r.46|f77r.47|f77r.48	38	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE	SEQUENCE+QUANTITY | ITEM+ACTION+STATE | SEQUENCE+ITEM+ACTION+STATE | SEQUENCE | ITEM+ACTION+TARGET+STATE | SOURCE+ACTION+STATE | ITEM+ACTION+STATE | SEQUENCE+ITEM+PATH | ITEM | QUANTITY+ACTION | ACTION+STATE | SOURCE+ACTION+PATH+STATE | TARGET | SEQUENCE+ACTION | PATH | LOCAL_SIGN | QUANTITY | SEQUENCE | SEQUENCE+QUANTITY | ACTION+PATH+TARGET | QUANTITY | ITEM+ACTION+PATH+STATE | ACTION+TARGET | PREPARATION+PATH | LOCAL_SIGN | TARGET | SEQUENCE+ITEM+STATE | QUANTITY | ITEM+ACTION+STATE | TARGET | SEQUENCE+QUANTITY+TARGET | TARGET | ACTION+TARGET | QUANTITY+ACTION | SEQUENCE+ITEM | ACTION+TARGET | SEQUENCE+ACTION | SEQUENCE+ITEM+ACTION	SEQUENCE>STATE>SEQUENCE>TARGET>STATE>SEQUENCE>ITEM>QUANTITY>STATE>PATH>TARGET>SEQUENCE>PATH>LOCAL_SIGN>QUANTITY>SEQUENCE>TARGET>QUANTITY>PATH>TARGET>PATH>LOCAL_SIGN>TARGET>SEQUENCE>QUANTITY>STATE>TARGET>SEQUENCE>TARGET>QUANTITY>SEQUENCE>TARGET>SEQUENCE	VISIBLE_BOUNDARY	YES	raiin sheey qepchedy qol cheedy qokear cheey loly dy qokaiin ches lchear dal chr sl s ain ol raiin lod daiin chlchpsheey tal cheol dag as otey daiin ysheey dal saiisol sal dalo tain dary dalo sodar oloky	An der bezeichneten Körper-/Beckenstation: merken nach Maß; halten länger diesen Posten; einen neuen Gang beginnen kurz einsetzen umsetzen diesen Posten; mit demselben Ansatz fortfahren; entnehmen länger vom bezeichneten Teil diesen Posten; ansetzen kurz aus der Quelle; halten länger diesen Posten; weiterleiten damit fortfahren diesen Posten; diesen Posten weiterführen; den Posten nach Maß ansetzen; entnehmen kurz auswählen; weiterleiten entnehmen kurz aus der Quelle; an die bezeichnete Zielstelle gehen; entnehmen merken; auswählen weiterleiten; auswählen; eine Portion nehmen; mit demselben Ansatz fortfahren; merken nach Maß; weiterleiten ausführen vom bezeichneten Teil; nach dem vorgeschriebenen Maß arbeiten; entnehmen weiterleiten entnehmen einsetzen halten länger diesen Posten; einstellen zur Zielstelle; den Auszug weiterleiten; als zweiten Gang einmal; am bezeichneten Ort auswählen; danach kurz diesen Posten; nach dem vorgeschriebenen Maß arbeiten; diesen Posten halten länger diesen Posten; an die bezeichnete Zielstelle gehen; auswählen am bezeichneten Ort auf die Stufe auswählen damit fortfahren; auswählen zur Zielstelle; vom bezeichneten Teil zur Zielstelle ausführen; einstellen eine Portion; als zweiten Gang merken diesen Posten; vom bezeichneten Teil zur Zielstelle ausführen; auswählen ausführen als zweiten Gang merken; damit fortfahren ansetzen diesen Posten. Der lange Prosalauf endet vor dem unteren Beschriftungsfeld; der sichtbare Besitzerwechsel setzt den Text zurück.	P1003-E0372|P1003-E0373|P1003-E0374|P1003-E0375|P1003-E0376|P1003-E0377|P1003-E0378|P1003-E0379|P1003-E0380|P1003-E0381|P1003-E0382|P1003-E0383|P1003-E0384|P1003-E0385|P1003-E0386|P1003-E0387|P1003-E0388|P1003-E0389|P1003-E0390|P1003-E0391|P1003-E0392|P1003-E0393|P1003-E0394|P1003-E0395|P1003-E0396|P1003-E0397|P1003-E0398|P1003-E0399|P1003-E0400|P1003-E0401|P1003-E0402|P1003-E0403|P1003-E0404|P1003-E0405|P1003-E0406|P1003-E0407|P1003-E0408|P1003-E0409
P1006-S238	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.1	3	T02	POSTEN BEARBEITEN	BESITZER → POSTEN → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>SOURCE>ACTION>STATE>CLOSE	SOURCE+ACTION | ITEM+ACTION+STATE | ACTION+STATE+CLOSE	SOURCE>STATE>CLOSE	CLOSE	NO	par shey keedy	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben, länger halten und behandeln und den Teilgang schließen.	P912-E0858|P912-E0859|P912-E0860
P1006-S239	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.1	5	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>SEQUENCE>SOURCE>ACTION>TARGET>STATE>CLOSE	ACTION+TARGET+STATE | TARGET | SOURCE+TARGET | SEQUENCE | ACTION+CLOSE	TARGET>SEQUENCE>CLOSE	CLOSE	NO	shekal dal dar ol pchedy	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0861|P912-E0862|P912-E0863|P912-E0864|P912-E0865
P1006-S240	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.1|f81v.2	4	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>ITEM>QUANTITY>ACTION>TARGET>STATE>CLOSE	ACTION+STATE | QUANTITY | ITEM+ACTION+TARGET+STATE | ACTION+STATE+CLOSE	STATE>QUANTITY>TARGET>CLOSE	CLOSE	YES	shek dain ofalsheky qokedy	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, kurz halten und behandeln, die Station spülen und den Teilgang schließen.	P912-E0866|P912-E0867|P912-E0868|P912-E0869
P1006-S241	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.2|f81v.3	14	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>SOURCE>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	QUANTITY+ACTION | ACTION+PATH | ACTION+TARGET | SOURCE | SEQUENCE | QUANTITY+ACTION | SEQUENCE+QUANTITY+ACTION | TARGET | SEQUENCE | SEQUENCE | PATH | QUANTITY | QUANTITY | PATH+STATE+CLOSE	QUANTITY>PATH>TARGET>SOURCE>SEQUENCE>QUANTITY>SEQUENCE>TARGET>SEQUENCE>PATH>QUANTITY>CLOSE	CLOSE	YES	okaiin kair okal sar ol kain olkain al ol rol dl saiin daiin olkeedy	Nach Sollwert den Beckenlauf zur Zielstelle öffnen, eine Portion aus der Quelle zugeben, den Ansatz warm weiterführen und länger im Empfangsbecken halten; schließen.	P912-E0870|P912-E0871|P912-E0872|P912-E0873|P912-E0874|P912-E0875|P912-E0876|P912-E0877|P912-E0878|P912-E0879|P912-E0880|P912-E0881|P912-E0882|P912-E0883
P1006-S242	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.3	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	okedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	P912-E0884
P1006-S243	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.3	5	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>TARGET>STATE>CLOSE	ITEM+QUANTITY+ACTION+TARGET | ACTION+STATE | ITEM+ACTION | TARGET | SEQUENCE+CLOSE	TARGET>STATE>ACTION>TARGET>CLOSE	CLOSE	NO	dykain shek chdy dalal oldy	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E0885|P912-E0886|P912-E0887|P912-E0888|P912-E0889
P1006-S244	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.4|f81v.5	15	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>PATH>STATE>CLOSE	QUANTITY+ACTION | QUANTITY+ACTION | ITEM+ACTION+STATE | ITEM | SEQUENCE | QUANTITY+ACTION | QUANTITY | ITEM | QUANTITY | ITEM+ACTION+STATE | QUANTITY+ACTION | QUANTITY | SEQUENCE+QUANTITY | ITEM+PATH | ACTION+STATE+CLOSE	QUANTITY>STATE>ITEM>SEQUENCE>QUANTITY>ITEM>QUANTITY>STATE>QUANTITY>SEQUENCE>PATH>CLOSE	CLOSE	YES	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy okaiin daiin otain chckhy okeedy	Nach Sollwert eine Portion in das zweireihige Bad geben, länger behandeln, den nächsten Teil nach Sollwert zuführen und durch den angeschlossenen Durchlass leiten; länger einwirken lassen und schließen.	P912-E0890|P912-E0891|P912-E0892|P912-E0893|P912-E0894|P912-E0895|P912-E0896|P912-E0897|P912-E0898|P912-E0899|P912-E0900|P912-E0901|P912-E0902|P912-E0903|P912-E0904
P1006-S245	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.5|f81v.6	15	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>QUANTITY>PREPARATION>ACTION>PATH>TARGET>CLOSE	ITEM+ACTION | SOURCE+ACTION | QUANTITY | SOURCE+ACTION | QUANTITY+ACTION | QUANTITY+ACTION | SEQUENCE | ITEM+ACTION | PREPARATION+PATH | ITEM+ACTION+PATH | PATH | LOCAL_SIGN | QUANTITY | QUANTITY+ACTION | TARGET+CLOSE	ACTION>SOURCE>QUANTITY>SOURCE>QUANTITY>SEQUENCE>ACTION>PATH>LOCAL_SIGN>QUANTITY>CLOSE	CLOSE	YES	qoky kar daiin okar qokain okaiin ol chedy cheol lky l s aiin okain daldy	Den aktuellen Posten aus der Quellstation nach Sollwert ansetzen, zur nächsten Aufnahme umsetzen und den Auszug weiterleiten; eine weitere Portion zugeben und an der Zielstelle schließen.	P912-E0905|P912-E0906|P912-E0907|P912-E0908|P912-E0909|P912-E0910|P912-E0911|P912-E0912|P912-E0913|P912-E0914|P912-E0915|P912-E0916|P912-E0917|P912-E0918|P912-E0919
P1006-S246	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.7	8	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE+PREPARATION | SEQUENCE | ACTION+PATH+TARGET+STATE | QUANTITY | ACTION+TARGET+STATE | QUANTITY | ITEM+PATH | ACTION+CLOSE	SEQUENCE>TARGET>QUANTITY>TARGET>QUANTITY>PATH>CLOSE	CLOSE	NO	olor ol sheckhal daiin qokeedal daiin chckhy schedy	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	P912-E0920|P912-E0921|P912-E0922|P912-E0923|P912-E0924|P912-E0925|P912-E0926|P912-E0927
P1006-S247	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.7|f81v.8	4	T05	ANSATZ BILDEN ODER WEITERFÜHREN	BESITZER → [POSTEN/MENGE] → ANSATZ → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>PREPARATION>ACTION>CLOSE	SEQUENCE | SEQUENCE+ITEM+ACTION | PREPARATION | ACTION+CLOSE	SEQUENCE>PREPARATION>CLOSE	CLOSE	YES	qol ykol or shedy	Im gemeinsamen zweireihigen Badfeld absetzen lassen und den Teilgang schließen.	P912-E0928|P912-E0929|P912-E0930|P912-E0931
P1006-S248	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.8	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	sheedy	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln und den Teilgang schließen.	P912-E0932
P1006-S249	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.8	4	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ITEM>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	ITEM+PATH+TARGET+STATE | QUANTITY | QUANTITY+ACTION+TARGET | ACTION+STATE+CLOSE	TARGET>QUANTITY>TARGET>CLOSE	CLOSE	NO	qolkeedy daiin dkain cphedy	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, im Empfangsbecken auffangen und den Teilgang schließen.	P912-E0933|P912-E0934|P912-E0935|P912-E0936
P1006-S250	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.8	1	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>CLOSE	SEQUENCE+CLOSE	CLOSE	CLOSE	NO	oldy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	P912-E0937
