language	config	seed	unit	category	output	train_occurrences	held_occurrences
latin	B11_W0	107	Sey	L	a	236	148
latin	B11_W0	107	N	B	<EMPTY>	222	88
latin	B11_W0	107	f	N	<EMPTY>	220	104
latin	B11_W0	107	ky	L	i	204	69
latin	B11_W0	107	So	L	s	201	76
latin	B11_W0	107	qokaI	D	cc	201	74
latin	B11_W0	107	i	N	<EMPTY>	199	118
latin	B11_W0	107	op	N	<EMPTY>	198	110
latin	B11_W0	107	Sol	L	c	195	51
latin	B11_W0	107	qokaN	D	xx	190	72
latin	B11_W0	107	qokEdy	L	c	189	105
latin	B11_W0	107	qokal	L	c	187	41
latin	B11_W0	107	qokedy	L	m	185	62
latin	B11_W0	107	CE	L	n	178	98
latin	B11_W0	107	Sy	L	a	173	68
latin	B11_W0	107	eol	L	i	173	75
latin	B11_W0	107	q	B	<EMPTY>	173	71
latin	B11_W0	107	CEy	L	t	171	113
latin	B11_W0	107	Ceol	L	t	167	77
latin	B11_W0	107	daI	S	ine	165	148
latin	B11_W0	107	os	L	i	164	86
latin	B11_W0	107	qol	L	e	158	45
latin	B11_W0	107	lk	L	e	156	249
latin	B11_W0	107	qokEy	L	c	149	134
latin	B11_W0	107	okaN	D	ii	144	92
latin	B11_W0	107	okal	L	c	143	52
latin	B11_W0	107	m	B	<EMPTY>	138	80
latin	B11_W0	107	otal	L	d	130	48
latin	B11_W0	107	oky	L	o	129	44
latin	B11_W0	107	oty	L	t	127	48
latin	B11_W0	107	P	N	<EMPTY>	107	66
latin	B11_W0	107	n	B	<EMPTY>	86	37
latin	B11_W0	107	g	B	<EMPTY>	73	38
latin	B11_W0	107	F	B	<EMPTY>	35	13
latin	B11_W0	107	I	L	n	18	9
latin	B11_W0	107	x	L	v	14	11
latin	B11_W0	107	b	B	<EMPTY>	12	3
latin	B11_W0	107	j	B	<EMPTY>	7	3
latin	B11_W0	107	u	B	<EMPTY>	5	3
latin	B11_W0	107	c	L	m	4	1
latin	B11_W0	107	h	B	<EMPTY>	2	1
latin	B11_W0	107	z	D	oo	2	1
latin	B11_W0	107	v	B	<EMPTY>	1	0
middle_high_german	B0_W11	11	ol	W	ritter	1825	712
middle_high_german	B0_W11	11	y	W	geschach	1554	554
middle_high_german	B0_W11	11	C	W	gesellen	1445	711
middle_high_german	B0_W11	11	ar	W	uuaere	1423	766
middle_high_german	B0_W11	11	or	W	geuuan	1322	535
middle_high_german	B0_W11	11	s	W	geriten	1322	486
middle_high_german	B0_W11	11	aN	W	gesehen	1169	556
middle_high_german	B0_W11	11	d	W	sprach	1144	597
middle_high_german	B0_W11	11	o	W	vrouuuen	1126	609
middle_high_german	B0_W11	11	ok	S	ger	1084	625
middle_high_german	B0_W11	11	ot	S	si	1033	689
middle_high_german	B0_W11	11	k	S	uue	1025	478
middle_high_german	B0_W11	11	al	W	uuolde	915	476
middle_high_german	B0_W11	11	S	S	der	910	439
middle_high_german	B0_W11	11	t	S	ere	883	359
middle_high_german	B0_W11	11	Ce	W	geschiht	866	609
middle_high_german	B0_W11	11	qok	S	ver	862	444
middle_high_german	B0_W11	11	daN	S	er	844	387
middle_high_german	B0_W11	11	Cedy	S	des	732	448
middle_high_german	B0_W11	11	qot	S	her	727	353
middle_high_german	B0_W11	11	e	N	<EMPTY>	699	453
middle_high_german	B0_W11	11	Cy	S	gen	671	212
middle_high_german	B0_W11	11	E	N	<EMPTY>	669	497
middle_high_german	B0_W11	11	l	S	sin	666	524
middle_high_german	B0_W11	11	ody	S	ten	608	272
middle_high_german	B0_W11	11	dy	S	ich	603	204
middle_high_german	B0_W11	11	aI	S	ste	597	414
middle_high_german	B0_W11	11	p	N	<EMPTY>	572	338
middle_high_german	B0_W11	11	Se	S	ges	570	260
middle_high_german	B0_W11	11	Col	S	sch	522	188
middle_high_german	B0_W11	11	Cey	S	nen	521	264
middle_high_german	B0_W11	11	Ey	L	n	505	370
middle_high_german	B0_W11	11	ey	L	n	498	259
middle_high_german	B0_W11	11	Edy	L	n	469	312
middle_high_german	B0_W11	11	edy	L	n	446	253
middle_high_german	B0_W11	11	od	S	ide	445	222
middle_high_german	B0_W11	11	Sedy	S	diu	418	173
middle_high_german	B0_W11	11	am	S	nie	408	242
middle_high_german	B0_W11	11	olk	S	uua	402	152
middle_high_german	B0_W11	11	yk	S	gel	396	149
middle_high_german	B0_W11	11	Cor	S	die	376	100
middle_high_german	B0_W11	11	yt	S	ane	375	90
middle_high_german	B0_W11	11	r	L	e	374	250
middle_high_german	B0_W11	11	qo	S	man	371	233
middle_high_german	B0_W11	11	Co	S	min	364	121
middle_high_german	B0_W11	11	dal	S	von	362	174
middle_high_german	B0_W11	11	T	S	ge	344	121
middle_high_german	B0_W11	11	dar	S	den	341	227
middle_high_german	B0_W11	11	Cdy	S	zen	331	167
middle_high_german	B0_W11	11	a	N	<EMPTY>	278	128
middle_high_german	B0_W11	11	Ky	L	e	273	120
middle_high_german	B0_W11	11	ai	D	uu	264	143
middle_high_german	B0_W11	11	air	L	t	254	210
middle_high_german	B0_W11	11	Ty	L	e	251	74
middle_high_german	B0_W11	11	K	L	e	250	98
middle_high_german	B0_W11	11	Sey	L	t	236	148
middle_high_german	B0_W11	11	N	S	und	222	88
middle_high_german	B0_W11	11	f	N	<EMPTY>	220	104
middle_high_german	B0_W11	11	ky	L	e	204	69
middle_high_german	B0_W11	11	So	S	ist	201	76
middle_high_german	B0_W11	11	qokaI	D	pp	201	74
middle_high_german	B0_W11	11	i	N	<EMPTY>	199	118
middle_high_german	B0_W11	11	op	N	<EMPTY>	198	110
middle_high_german	B0_W11	11	Sol	S	mir	195	51
middle_high_german	B0_W11	11	qokaN	D	ff	190	72
middle_high_german	B0_W11	11	qokEdy	D	mm	189	105
middle_high_german	B0_W11	11	qokal	L	r	187	41
middle_high_german	B0_W11	11	qokedy	L	r	185	62
middle_high_german	B0_W11	11	CE	L	s	178	98
middle_high_german	B0_W11	11	Sy	L	t	173	68
middle_high_german	B0_W11	11	eol	L	n	173	75
middle_high_german	B0_W11	11	q	L	s	173	71
middle_high_german	B0_W11	11	CEy	S	get	171	113
middle_high_german	B0_W11	11	Ceol	L	z	167	77
middle_high_german	B0_W11	11	daI	L	z	165	148
middle_high_german	B0_W11	11	os	L	t	164	86
middle_high_german	B0_W11	11	qol	L	o	158	45
middle_high_german	B0_W11	11	lk	L	i	156	249
middle_high_german	B0_W11	11	qokEy	L	z	149	134
middle_high_german	B0_W11	11	okaN	L	t	144	92
middle_high_german	B0_W11	11	okal	L	r	143	52
middle_high_german	B0_W11	11	m	L	a	138	80
middle_high_german	B0_W11	11	otal	L	s	130	48
middle_high_german	B0_W11	11	oky	L	t	129	44
middle_high_german	B0_W11	11	oty	L	e	127	48
middle_high_german	B0_W11	11	P	L	i	107	66
middle_high_german	B0_W11	11	n	L	n	86	37
middle_high_german	B0_W11	11	g	L	r	73	38
middle_high_german	B0_W11	11	F	L	s	35	13
middle_high_german	B0_W11	11	I	L	z	18	9
middle_high_german	B0_W11	11	x	L	m	14	11
middle_high_german	B0_W11	11	b	L	s	12	3
middle_high_german	B0_W11	11	j	L	s	7	3
middle_high_german	B0_W11	11	u	L	c	5	3
middle_high_german	B0_W11	11	c	L	r	4	1
middle_high_german	B0_W11	11	h	L	u	2	1
middle_high_german	B0_W11	11	z	L	i	2	1
middle_high_german	B0_W11	11	v	L	l	1	0
middle_high_german	B0_W11	29	ol	W	sprach	1825	712
middle_high_german	B0_W11	29	y	W	vrouuuen	1554	554
middle_high_german	B0_W11	29	C	W	cunegin	1445	711
middle_high_german	B0_W11	29	ar	W	geschiht	1423	766
middle_high_german	B0_W11	29	or	W	uuolde	1322	535
middle_high_german	B0_W11	29	s	W	ritter	1322	486
middle_high_german	B0_W11	29	aN	S	und	1169	556
middle_high_german	B0_W11	29	d	W	schoene	1144	597
middle_high_german	B0_W11	29	o	W	geschach	1126	609
middle_high_german	B0_W11	29	ok	W	gesellen	1084	625
middle_high_german	B0_W11	29	ot	S	er	1033	689
middle_high_german	B0_W11	29	k	W	vrouuue	1025	478
middle_high_german	B0_W11	29	al	S	man	915	476
middle_high_german	B0_W11	29	S	W	ungemach	910	439
middle_high_german	B0_W11	29	t	N	<EMPTY>	883	359
middle_high_german	B0_W11	29	Ce	S	ber	866	609
middle_high_german	B0_W11	29	qok	N	<EMPTY>	862	444
middle_high_german	B0_W11	29	daN	S	han	844	387
middle_high_german	B0_W11	29	Cedy	S	ste	732	448
middle_high_german	B0_W11	29	qot	S	gel	727	353
middle_high_german	B0_W11	29	e	N	<EMPTY>	699	453
middle_high_german	B0_W11	29	Cy	S	ich	671	212
middle_high_german	B0_W11	29	E	S	uue	669	497
middle_high_german	B0_W11	29	l	S	ger	666	524
middle_high_german	B0_W11	29	ody	S	in	608	272
middle_high_german	B0_W11	29	dy	S	nen	603	204
middle_high_german	B0_W11	29	aI	S	ez	597	414
middle_high_german	B0_W11	29	p	N	<EMPTY>	572	338
middle_high_german	B0_W11	29	Se	S	uua	570	260
middle_high_german	B0_W11	29	Col	S	her	522	188
middle_high_german	B0_W11	29	Cey	S	diu	521	264
middle_high_german	B0_W11	29	Ey	S	mir	505	370
middle_high_german	B0_W11	29	ey	S	ten	498	259
middle_high_german	B0_W11	29	Edy	L	e	469	312
middle_high_german	B0_W11	29	edy	L	n	446	253
middle_high_german	B0_W11	29	od	N	<EMPTY>	445	222
middle_high_german	B0_W11	29	Sedy	S	daz	418	173
middle_high_german	B0_W11	29	am	S	nie	408	242
middle_high_german	B0_W11	29	olk	L	i	402	152
middle_high_german	B0_W11	29	yk	N	<EMPTY>	396	149
middle_high_german	B0_W11	29	Cor	S	ben	376	100
middle_high_german	B0_W11	29	yt	N	<EMPTY>	375	90
middle_high_german	B0_W11	29	r	S	ien	374	250
middle_high_german	B0_W11	29	qo	S	sin	371	233
middle_high_german	B0_W11	29	Co	S	ein	364	121
middle_high_german	B0_W11	29	dal	S	gen	362	174
middle_high_german	B0_W11	29	T	S	ges	344	121
middle_high_german	B0_W11	29	dar	S	ze	341	227
middle_high_german	B0_W11	29	Cdy	S	et	331	167
middle_high_german	B0_W11	29	a	L	e	278	128
middle_high_german	B0_W11	29	Ky	L	t	273	120
middle_high_german	B0_W11	29	ai	L	m	264	143
middle_high_german	B0_W11	29	air	S	ane	254	210
middle_high_german	B0_W11	29	Ty	L	t	251	74
middle_high_german	B0_W11	29	K	L	i	250	98
middle_high_german	B0_W11	29	Sey	L	e	236	148
middle_high_german	B0_W11	29	N	L	e	222	88
middle_high_german	B0_W11	29	f	L	t	220	104
middle_high_german	B0_W11	29	ky	L	z	204	69
middle_high_german	B0_W11	29	So	S	sol	201	76
middle_high_german	B0_W11	29	qokaI	D	pp	201	74
middle_high_german	B0_W11	29	i	S	en	199	118
middle_high_german	B0_W11	29	op	L	i	198	110
middle_high_german	B0_W11	29	Sol	S	iu	195	51
middle_high_german	B0_W11	29	qokaN	D	ff	190	72
middle_high_german	B0_W11	29	qokEdy	S	im	189	105
middle_high_german	B0_W11	29	qokal	L	a	187	41
middle_high_german	B0_W11	29	qokedy	L	z	185	62
middle_high_german	B0_W11	29	CE	L	u	178	98
middle_high_german	B0_W11	29	Sy	S	get	173	68
middle_high_german	B0_W11	29	eol	L	n	173	75
middle_high_german	B0_W11	29	q	L	s	173	71
middle_high_german	B0_W11	29	CEy	L	e	171	113
middle_high_german	B0_W11	29	Ceol	L	t	167	77
middle_high_german	B0_W11	29	daI	L	t	165	148
middle_high_german	B0_W11	29	os	L	n	164	86
middle_high_german	B0_W11	29	qol	D	uu	158	45
middle_high_german	B0_W11	29	lk	L	i	156	249
middle_high_german	B0_W11	29	qokEy	L	z	149	134
middle_high_german	B0_W11	29	okaN	L	z	144	92
middle_high_german	B0_W11	29	okal	L	r	143	52
middle_high_german	B0_W11	29	m	L	e	138	80
middle_high_german	B0_W11	29	otal	L	n	130	48
middle_high_german	B0_W11	29	oky	L	n	129	44
middle_high_german	B0_W11	29	oty	L	n	127	48
middle_high_german	B0_W11	29	P	L	i	107	66
middle_high_german	B0_W11	29	n	L	z	86	37
middle_high_german	B0_W11	29	g	L	t	73	38
middle_high_german	B0_W11	29	F	L	a	35	13
middle_high_german	B0_W11	29	I	L	c	18	9
middle_high_german	B0_W11	29	x	L	r	14	11
middle_high_german	B0_W11	29	b	L	f	12	3
middle_high_german	B0_W11	29	j	L	z	7	3
middle_high_german	B0_W11	29	u	L	r	5	3
middle_high_german	B0_W11	29	c	L	r	4	1
middle_high_german	B0_W11	29	h	L	u	2	1
middle_high_german	B0_W11	29	z	D	ll	2	1
middle_high_german	B0_W11	29	v	L	a	1	0
middle_high_german	B0_W11	47	ol	W	enmohte	1825	712
middle_high_german	B0_W11	47	y	W	begunde	1554	554
middle_high_german	B0_W11	47	C	W	vrouuuen	1445	711
middle_high_german	B0_W11	47	ar	S	der	1423	766
middle_high_german	B0_W11	47	or	W	vrouuue	1322	535
middle_high_german	B0_W11	47	s	W	geschehen	1322	486
middle_high_german	B0_W11	47	aN	S	und	1169	556
middle_high_german	B0_W11	47	d	W	sprach	1144	597
middle_high_german	B0_W11	47	o	W	geschach	1126	609
middle_high_german	B0_W11	47	ok	N	<EMPTY>	1084	625
middle_high_german	B0_W11	47	ot	N	<EMPTY>	1033	689
middle_high_german	B0_W11	47	k	W	under	1025	478
middle_high_german	B0_W11	47	al	W	schoene	915	476
middle_high_german	B0_W11	47	S	W	geschiht	910	439
middle_high_german	B0_W11	47	t	N	<EMPTY>	883	359
middle_high_german	B0_W11	47	Ce	W	gesehen	866	609
middle_high_german	B0_W11	47	qok	N	<EMPTY>	862	444
middle_high_german	B0_W11	47	daN	S	gen	844	387
middle_high_german	B0_W11	47	Cedy	S	den	732	448
middle_high_german	B0_W11	47	qot	N	<EMPTY>	727	353
middle_high_german	B0_W11	47	e	S	her	699	453
middle_high_german	B0_W11	47	Cy	S	daz	671	212
middle_high_german	B0_W11	47	E	S	ein	669	497
middle_high_german	B0_W11	47	l	S	sin	666	524
middle_high_german	B0_W11	47	ody	S	zen	608	272
middle_high_german	B0_W11	47	dy	S	uue	603	204
middle_high_german	B0_W11	47	aI	S	ste	597	414
middle_high_german	B0_W11	47	p	N	<EMPTY>	572	338
middle_high_german	B0_W11	47	Se	S	man	570	260
middle_high_german	B0_W11	47	Col	S	dar	522	188
middle_high_german	B0_W11	47	Cey	S	er	521	264
middle_high_german	B0_W11	47	Ey	S	diu	505	370
middle_high_german	B0_W11	47	ey	S	ant	498	259
middle_high_german	B0_W11	47	Edy	S	ere	469	312
middle_high_german	B0_W11	47	edy	S	ach	446	253
middle_high_german	B0_W11	47	od	S	ich	445	222
middle_high_german	B0_W11	47	Sedy	S	nen	418	173
middle_high_german	B0_W11	47	am	S	iht	408	242
middle_high_german	B0_W11	47	olk	L	i	402	152
middle_high_german	B0_W11	47	yk	N	<EMPTY>	396	149
middle_high_german	B0_W11	47	Cor	S	mit	376	100
middle_high_german	B0_W11	47	yt	S	ger	375	90
middle_high_german	B0_W11	47	r	S	si	374	250
middle_high_german	B0_W11	47	qo	L	i	371	233
middle_high_german	B0_W11	47	Co	S	uua	364	121
middle_high_german	B0_W11	47	dal	S	ers	362	174
middle_high_german	B0_W11	47	T	L	r	344	121
middle_high_german	B0_W11	47	dar	S	get	341	227
middle_high_german	B0_W11	47	Cdy	S	als	331	167
middle_high_german	B0_W11	47	a	L	i	278	128
middle_high_german	B0_W11	47	Ky	L	t	273	120
middle_high_german	B0_W11	47	ai	L	e	264	143
middle_high_german	B0_W11	47	air	S	vil	254	210
middle_high_german	B0_W11	47	Ty	L	t	251	74
middle_high_german	B0_W11	47	K	L	l	250	98
middle_high_german	B0_W11	47	Sey	S	ez	236	148
middle_high_german	B0_W11	47	N	L	z	222	88
middle_high_german	B0_W11	47	f	L	n	220	104
middle_high_german	B0_W11	47	ky	L	t	204	69
middle_high_german	B0_W11	47	So	L	e	201	76
middle_high_german	B0_W11	47	qokaI	D	mm	201	74
middle_high_german	B0_W11	47	i	L	n	199	118
middle_high_german	B0_W11	47	op	L	i	198	110
middle_high_german	B0_W11	47	Sol	S	ane	195	51
middle_high_german	B0_W11	47	qokaN	D	zz	190	72
middle_high_german	B0_W11	47	qokEdy	D	pp	189	105
middle_high_german	B0_W11	47	qokal	L	l	187	41
middle_high_german	B0_W11	47	qokedy	L	z	185	62
middle_high_german	B0_W11	47	CE	L	i	178	98
middle_high_german	B0_W11	47	Sy	S	im	173	68
middle_high_german	B0_W11	47	eol	S	von	173	75
middle_high_german	B0_W11	47	q	L	l	173	71
middle_high_german	B0_W11	47	CEy	L	e	171	113
middle_high_german	B0_W11	47	Ceol	L	e	167	77
middle_high_german	B0_W11	47	daI	L	e	165	148
middle_high_german	B0_W11	47	os	L	e	164	86
middle_high_german	B0_W11	47	qol	S	ben	158	45
middle_high_german	B0_W11	47	lk	L	i	156	249
middle_high_german	B0_W11	47	qokEy	D	ff	149	134
middle_high_german	B0_W11	47	okaN	L	t	144	92
middle_high_german	B0_W11	47	okal	L	r	143	52
middle_high_german	B0_W11	47	m	L	z	138	80
middle_high_german	B0_W11	47	otal	L	n	130	48
middle_high_german	B0_W11	47	oky	L	n	129	44
middle_high_german	B0_W11	47	oty	L	t	127	48
middle_high_german	B0_W11	47	P	L	l	107	66
middle_high_german	B0_W11	47	n	L	n	86	37
middle_high_german	B0_W11	47	g	L	n	73	38
middle_high_german	B0_W11	47	F	L	s	35	13
middle_high_german	B0_W11	47	I	L	r	18	9
middle_high_german	B0_W11	47	x	L	o	14	11
middle_high_german	B0_W11	47	b	L	s	12	3
middle_high_german	B0_W11	47	j	L	l	7	3
middle_high_german	B0_W11	47	u	L	r	5	3
middle_high_german	B0_W11	47	c	L	z	4	1
middle_high_german	B0_W11	47	h	L	t	2	1
middle_high_german	B0_W11	47	z	L	u	2	1
middle_high_german	B0_W11	47	v	L	q	1	0
middle_high_german	B0_W11	71	ol	W	sprach	1825	712
middle_high_german	B0_W11	71	y	W	vrouuuen	1554	554
middle_high_german	B0_W11	71	C	W	geschehen	1445	711
middle_high_german	B0_W11	71	ar	W	ritter	1423	766
middle_high_german	B0_W11	71	or	W	guoten	1322	535
middle_high_german	B0_W11	71	s	W	mohte	1322	486
middle_high_german	B0_W11	71	aN	S	ich	1169	556
middle_high_german	B0_W11	71	d	W	uuolde	1144	597
middle_high_german	B0_W11	71	o	W	geschach	1126	609
middle_high_german	B0_W11	71	ok	S	ges	1084	625
middle_high_german	B0_W11	71	ot	S	ers	1033	689
middle_high_german	B0_W11	71	k	W	geriten	1025	478
middle_high_german	B0_W11	71	al	W	uuider	915	476
middle_high_german	B0_W11	71	S	S	uua	910	439
middle_high_german	B0_W11	71	t	W	durch	883	359
middle_high_german	B0_W11	71	Ce	N	<EMPTY>	866	609
middle_high_german	B0_W11	71	qok	S	ber	862	444
middle_high_german	B0_W11	71	daN	S	des	844	387
middle_high_german	B0_W11	71	Cedy	S	und	732	448
middle_high_german	B0_W11	71	qot	N	<EMPTY>	727	353
middle_high_german	B0_W11	71	e	L	t	699	453
middle_high_german	B0_W11	71	Cy	S	als	671	212
middle_high_german	B0_W11	71	E	S	ch	669	497
middle_high_german	B0_W11	71	l	S	der	666	524
middle_high_german	B0_W11	71	ody	S	ein	608	272
middle_high_german	B0_W11	71	dy	S	ste	603	204
middle_high_german	B0_W11	71	aI	S	ere	597	414
middle_high_german	B0_W11	71	p	N	<EMPTY>	572	338
middle_high_german	B0_W11	71	Se	S	ger	570	260
middle_high_german	B0_W11	71	Col	S	min	522	188
middle_high_german	B0_W11	71	Cey	S	man	521	264
middle_high_german	B0_W11	71	Ey	S	ten	505	370
middle_high_german	B0_W11	71	ey	L	e	498	259
middle_high_german	B0_W11	71	Edy	S	ine	469	312
middle_high_german	B0_W11	71	edy	S	te	446	253
middle_high_german	B0_W11	71	od	S	er	445	222
middle_high_german	B0_W11	71	Sedy	S	den	418	173
middle_high_german	B0_W11	71	am	S	eit	408	242
middle_high_german	B0_W11	71	olk	L	s	402	152
middle_high_german	B0_W11	71	yk	L	s	396	149
middle_high_german	B0_W11	71	Cor	S	sin	376	100
middle_high_german	B0_W11	71	yt	N	<EMPTY>	375	90
middle_high_german	B0_W11	71	r	N	<EMPTY>	374	250
middle_high_german	B0_W11	71	qo	S	vro	371	233
middle_high_german	B0_W11	71	Co	S	uue	364	121
middle_high_german	B0_W11	71	dal	S	sch	362	174
middle_high_german	B0_W11	71	T	L	s	344	121
middle_high_german	B0_W11	71	dar	S	ent	341	227
middle_high_german	B0_W11	71	Cdy	S	ant	331	167
middle_high_german	B0_W11	71	a	L	e	278	128
middle_high_german	B0_W11	71	Ky	L	z	273	120
middle_high_german	B0_W11	71	ai	L	i	264	143
middle_high_german	B0_W11	71	air	S	von	254	210
middle_high_german	B0_W11	71	Ty	L	n	251	74
middle_high_german	B0_W11	71	K	L	i	250	98
middle_high_german	B0_W11	71	Sey	S	im	236	148
middle_high_german	B0_W11	71	N	L	n	222	88
middle_high_german	B0_W11	71	f	N	<EMPTY>	220	104
middle_high_german	B0_W11	71	ky	L	e	204	69
middle_high_german	B0_W11	71	So	L	e	201	76
middle_high_german	B0_W11	71	qokaI	D	pp	201	74
middle_high_german	B0_W11	71	i	L	r	199	118
middle_high_german	B0_W11	71	op	N	<EMPTY>	198	110
middle_high_german	B0_W11	71	Sol	S	ze	195	51
middle_high_german	B0_W11	71	qokaN	L	z	190	72
middle_high_german	B0_W11	71	qokEdy	D	ff	189	105
middle_high_german	B0_W11	71	qokal	D	zz	187	41
middle_high_german	B0_W11	71	qokedy	L	t	185	62
middle_high_german	B0_W11	71	CE	L	m	178	98
middle_high_german	B0_W11	71	Sy	S	ter	173	68
middle_high_german	B0_W11	71	eol	L	o	173	75
middle_high_german	B0_W11	71	q	D	uu	173	71
middle_high_german	B0_W11	71	CEy	L	e	171	113
middle_high_german	B0_W11	71	Ceol	S	vil	167	77
middle_high_german	B0_W11	71	daI	L	z	165	148
middle_high_german	B0_W11	71	os	L	e	164	86
middle_high_german	B0_W11	71	qol	S	mit	158	45
middle_high_german	B0_W11	71	lk	L	s	156	249
middle_high_german	B0_W11	71	qokEy	L	z	149	134
middle_high_german	B0_W11	71	okaN	L	n	144	92
middle_high_german	B0_W11	71	okal	L	r	143	52
middle_high_german	B0_W11	71	m	L	n	138	80
middle_high_german	B0_W11	71	otal	L	r	130	48
middle_high_german	B0_W11	71	oky	L	t	129	44
middle_high_german	B0_W11	71	oty	L	n	127	48
middle_high_german	B0_W11	71	P	L	s	107	66
middle_high_german	B0_W11	71	n	L	r	86	37
middle_high_german	B0_W11	71	g	L	z	73	38
middle_high_german	B0_W11	71	F	L	s	35	13
middle_high_german	B0_W11	71	I	L	t	18	9
middle_high_german	B0_W11	71	x	L	z	14	11
middle_high_german	B0_W11	71	b	L	u	12	3
middle_high_german	B0_W11	71	j	L	t	7	3
middle_high_german	B0_W11	71	u	L	a	5	3
middle_high_german	B0_W11	71	c	L	t	4	1
middle_high_german	B0_W11	71	h	L	a	2	1
middle_high_german	B0_W11	71	z	L	n	2	1
middle_high_german	B0_W11	71	v	L	r	1	0
middle_high_german	B0_W11	89	ol	W	enmohte	1825	712
middle_high_german	B0_W11	89	y	W	geschiht	1554	554
middle_high_german	B0_W11	89	C	W	geschach	1445	711
middle_high_german	B0_W11	89	ar	W	durch	1423	766
middle_high_german	B0_W11	89	or	W	uuaere	1322	535
middle_high_german	B0_W11	89	s	W	vrouuuen	1322	486
middle_high_german	B0_W11	89	aN	S	iht	1169	556
middle_high_german	B0_W11	89	d	W	ritter	1144	597
middle_high_german	B0_W11	89	o	W	geschehen	1126	609
middle_high_german	B0_W11	89	ok	W	uuaren	1084	625
middle_high_german	B0_W11	89	ot	S	ger	1033	689
middle_high_german	B0_W11	89	k	W	geuuan	1025	478
middle_high_german	B0_W11	89	al	S	ein	915	476
middle_high_german	B0_W11	89	S	S	ich	910	439
middle_high_german	B0_W11	89	t	S	sch	883	359
middle_high_german	B0_W11	89	Ce	N	<EMPTY>	866	609
middle_high_german	B0_W11	89	qok	S	ver	862	444
middle_high_german	B0_W11	89	daN	S	des	844	387
middle_high_german	B0_W11	89	Cedy	S	ere	732	448
middle_high_german	B0_W11	89	qot	S	get	727	353
middle_high_german	B0_W11	89	e	N	<EMPTY>	699	453
middle_high_german	B0_W11	89	Cy	S	uue	671	212
middle_high_german	B0_W11	89	E	N	<EMPTY>	669	497
middle_high_german	B0_W11	89	l	N	<EMPTY>	666	524
middle_high_german	B0_W11	89	ody	S	eit	608	272
middle_high_german	B0_W11	89	dy	S	en	603	204
middle_high_german	B0_W11	89	aI	S	er	597	414
middle_high_german	B0_W11	89	p	W	ungemach	572	338
middle_high_german	B0_W11	89	Se	S	der	570	260
middle_high_german	B0_W11	89	Col	S	mit	522	188
middle_high_german	B0_W11	89	Cey	S	an	521	264
middle_high_german	B0_W11	89	Ey	L	e	505	370
middle_high_german	B0_W11	89	ey	L	e	498	259
middle_high_german	B0_W11	89	Edy	L	e	469	312
middle_high_german	B0_W11	89	edy	L	e	446	253
middle_high_german	B0_W11	89	od	S	ant	445	222
middle_high_german	B0_W11	89	Sedy	S	von	418	173
middle_high_german	B0_W11	89	am	S	in	408	242
middle_high_german	B0_W11	89	olk	L	z	402	152
middle_high_german	B0_W11	89	yk	L	s	396	149
middle_high_german	B0_W11	89	Cor	S	und	376	100
middle_high_german	B0_W11	89	yt	L	s	375	90
middle_high_german	B0_W11	89	r	L	z	374	250
middle_high_german	B0_W11	89	qo	S	man	371	233
middle_high_german	B0_W11	89	Co	S	si	364	121
middle_high_german	B0_W11	89	dal	S	ers	362	174
middle_high_german	B0_W11	89	T	L	s	344	121
middle_high_german	B0_W11	89	dar	S	als	341	227
middle_high_german	B0_W11	89	Cdy	S	iu	331	167
middle_high_german	B0_W11	89	a	L	i	278	128
middle_high_german	B0_W11	89	Ky	S	zen	273	120
middle_high_german	B0_W11	89	ai	L	a	264	143
middle_high_german	B0_W11	89	air	L	e	254	210
middle_high_german	B0_W11	89	Ty	S	so	251	74
middle_high_german	B0_W11	89	K	L	z	250	98
middle_high_german	B0_W11	89	Sey	L	e	236	148
middle_high_german	B0_W11	89	N	L	n	222	88
middle_high_german	B0_W11	89	f	N	<EMPTY>	220	104
middle_high_german	B0_W11	89	ky	S	den	204	69
middle_high_german	B0_W11	89	So	S	mir	201	76
middle_high_german	B0_W11	89	qokaI	D	pp	201	74
middle_high_german	B0_W11	89	i	L	l	199	118
middle_high_german	B0_W11	89	op	N	<EMPTY>	198	110
middle_high_german	B0_W11	89	Sol	L	z	195	51
middle_high_german	B0_W11	89	qokaN	L	t	190	72
middle_high_german	B0_W11	89	qokEdy	D	ff	189	105
middle_high_german	B0_W11	89	qokal	L	m	187	41
middle_high_german	B0_W11	89	qokedy	S	est	185	62
middle_high_german	B0_W11	89	CE	N	<EMPTY>	178	98
middle_high_german	B0_W11	89	Sy	L	t	173	68
middle_high_german	B0_W11	89	eol	L	t	173	75
middle_high_german	B0_W11	89	q	L	l	173	71
middle_high_german	B0_W11	89	CEy	S	gen	171	113
middle_high_german	B0_W11	89	Ceol	S	diu	167	77
middle_high_german	B0_W11	89	daI	S	sol	165	148
middle_high_german	B0_W11	89	os	S	ist	164	86
middle_high_german	B0_W11	89	qol	L	m	158	45
middle_high_german	B0_W11	89	lk	D	uu	156	249
middle_high_german	B0_W11	89	qokEy	D	zz	149	134
middle_high_german	B0_W11	89	okaN	L	t	144	92
middle_high_german	B0_W11	89	okal	L	s	143	52
middle_high_german	B0_W11	89	m	L	n	138	80
middle_high_german	B0_W11	89	otal	L	h	130	48
middle_high_german	B0_W11	89	oky	L	t	129	44
middle_high_german	B0_W11	89	oty	L	z	127	48
