event_serial	statement_id	record_unit_id	page	assigned_renderer	workshop_hand	master_card_id	semantic_atoms	actual_visible_surface	profile_preferred_surface	surface_match	learning_mode
183	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC166	CHK+EE+Y	chkeey	chkeey	YES	COPY_SINGLETON_FROM_MASTER
184	B2-S005	B2	f82r	R-B	Q-EINTRITTSHAND	MC004	L+CLOSE	ldy	ldy	YES	MEMORIZE_RECURRENT_SECTION_CARD
185	B2-S006	B2	f82r	R-B	Q-EINTRITTSHAND	MC063	OT+EE+Y	oteey	oteey	YES	MEMORIZE_RECURRENT_SECTION_CARD
186	B2-S006	B2	f82r	R-B	Q-EINTRITTSHAND	MC040	OK+AL	qokal	qokal	YES	MEMORIZE_SHARED_17
187	B2-S006	B2	f82r	R-B	Q-EINTRITTSHAND	MC132	CKH+E+Y	sheckhy	sheckhy	YES	COPY_SINGLETON_FROM_MASTER
188	B2-S006	B2	f82r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17
189	B2-S007	B2	f82r	R-B	Q-EINTRITTSHAND	MC138	SHED+E+CLOSE	dshedy	dshedy	YES	COPY_SINGLETON_FROM_MASTER
190	B2-S008	B2	f82r	R-B	Q-EINTRITTSHAND	MC060	OT+AIIN	sotaiin	otaiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
191	B2-S008	B2	f82r	R-B	Q-EINTRITTSHAND	MC044	OK+AR	qokar	qokar	YES	COPY_SINGLETON_FROM_MASTER
192	B2-S008	B2	f82r	R-B	Q-EINTRITTSHAND	MC128	SHED+E+CLOSE	shedy	cheedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
193	B2-S009	B2	f82r	R-B	Q-EINTRITTSHAND	MC149	OL+SHED+CLOSE	solshedy	solshedy	YES	COPY_SINGLETON_FROM_MASTER
194	B2-S010	B2	f82r	R-B	Q-EINTRITTSHAND	MC002	OK+EE+Y	qokeey	qokeey	YES	MEMORIZE_RECURRENT_SECTION_CARD
195	B2-S010	B2	f82r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17
196	B2-S010	B2	f82r	R-B	Q-EINTRITTSHAND	MC065	L	ls	ls	YES	COPY_SINGLETON_FROM_MASTER
197	B2-S010	B2	f82r	R-B	Q-EINTRITTSHAND	MC119	CHEEY	cheey	cheey	YES	MEMORIZE_SHARED_17
198	B2-S011	B2	f82r	R-B	Q-EINTRITTSHAND	MC017	OK+AIN	okain	qokain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
199	B2-S011	B2	f82r	R-B	Q-EINTRITTSHAND	MC055	AR	char	char	YES	MEMORIZE_SHARED_17
200	B2-S011	B2	f82r	R-B	Q-EINTRITTSHAND	MC017	OK+AIN	okain	qokain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
201	B2-S011	B2	f82r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
202	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC008	L+Y	lchy	lchy	YES	COPY_SINGLETON_FROM_MASTER
203	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC119	CHEEY	cheey	cheey	YES	MEMORIZE_SHARED_17
204	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC073	CTH+E+Y	qcthey	qcthey	YES	MEMORIZE_RECURRENT_SECTION_CARD
205	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC002	OK+EE+Y	qokeey	qokeey	YES	MEMORIZE_RECURRENT_SECTION_CARD
206	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC066	L+CHEEY	lcheey	lcheey	YES	COPY_SINGLETON_FROM_MASTER
207	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC039	AIIN	daiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
208	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC123	Y	chey	chey	YES	MEMORIZE_SHARED_17
209	B2-S012	B2	f82r	R-B	Q-EINTRITTSHAND	MC140	OK+EEE+CLOSE	qokeeedy	qokeeedy	YES	COPY_SINGLETON_FROM_MASTER
210	B2-S013	B2	f82r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
211	B2-S014	B2	f82r	R-B	Q-EINTRITTSHAND	MC029	L+AR	lar	lar	YES	COPY_SINGLETON_FROM_MASTER
212	B2-S015	B2	f82r	R-B	Q-EINTRITTSHAND	MC141	CHEEY	tshey	tshey	YES	COPY_SINGLETON_FROM_MASTER
213	B2-S015	B2	f82r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
214	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC154	AL	cheal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
215	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC011	L+CHD+AR	lchedar	lchedar	YES	COPY_SINGLETON_FROM_MASTER
216	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC152	PARTITION	ches	ches	YES	COPY_SINGLETON_FROM_MASTER
217	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC039	AIIN	aiin	aiin	YES	MEMORIZE_SHARED_17
218	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC063	OT+EE+Y	oteey	oteey	YES	MEMORIZE_RECURRENT_SECTION_CARD
219	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17
220	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC007	OK+E+Y	okey	qokey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER
221	B2-S016	B2	f82r	R-B	Q-EINTRITTSHAND	MC070	P+CHD+CLOSE	pchedy	pchedy	YES	COPY_SINGLETON_FROM_MASTER
222	B2-S017	B2	f82r	R-B	Q-EINTRITTSHAND	MC102	SH+E+AL	rsheal	rsheal	YES	COPY_SINGLETON_FROM_MASTER
223	B2-S017	B2	f82r	R-B	Q-EINTRITTSHAND	MC079	AL+CLOSE	daldy	daldy	YES	COPY_SINGLETON_FROM_MASTER
224	B2-S018	B2	f82r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
225	B2-S019	B2	f82r	R-B	Q-EINTRITTSHAND	MC084	WASH+CLOSE	rshedy	rshedy	YES	COPY_SINGLETON_FROM_MASTER
226	B2-S020	B2	f82r	R-B	Q-EINTRITTSHAND	MC173	OT+EE+CLOSE	qoteedy	qoteedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
227	B2-S021	B2	f82r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
228	B2-S022	B2	f82r	R-B	Q-EINTRITTSHAND	MC167	L+CHD+CLOSE	lochedy	lochedy	YES	COPY_SINGLETON_FROM_MASTER
229	B3-S001	B3	f83r	R-B	Q-EINTRITTSHAND	MC045	SOLK+EE+CLOSE	olkeedy	olkeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
230	B3-S002	B3	f83r	R-B	Q-EINTRITTSHAND	MC093	OT+AL	qotal	qotal	YES	MEMORIZE_RECURRENT_SECTION_CARD
231	B3-S002	B3	f83r	R-B	Q-EINTRITTSHAND	MC110	CHK+EE+CLOSE	chkeedy	chkeedy	YES	COPY_SINGLETON_FROM_MASTER
232	B3-S003	B3	f83r	R-B	Q-EINTRITTSHAND	MC123	Y	chey	chey	YES	MEMORIZE_SHARED_17
233	B3-S003	B3	f83r	R-B	Q-EINTRITTSHAND	MC039	AIIN	daiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
234	B3-S003	B3	f83r	R-B	Q-EINTRITTSHAND	MC123	Y	chey	chey	YES	MEMORIZE_SHARED_17
235	B3-S003	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
236	B3-S004	B3	f83r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17
237	B3-S004	B3	f83r	R-B	Q-EINTRITTSHAND	MC093	OT+AL	qotal	qotal	YES	MEMORIZE_RECURRENT_SECTION_CARD
238	B3-S004	B3	f83r	R-B	Q-EINTRITTSHAND	MC055	AR	dar	char	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
239	B3-S005	B3	f83r	R-B	Q-EINTRITTSHAND	MC025	CHD+CLOSE	schedy	dchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
240	B3-S006	B3	f83r	R-B	Q-EINTRITTSHAND	MC064	CHD+Y	chedchy	chedchy	YES	COPY_SINGLETON_FROM_MASTER
241	B3-S006	B3	f83r	R-B	Q-EINTRITTSHAND	MC040	OK+AL	qokal	qokal	YES	MEMORIZE_SHARED_17
242	B3-S006	B3	f83r	R-B	Q-EINTRITTSHAND	MC028	OL+CHD+CLOSE	olchedy	qolchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
243	B3-S007	B3	f83r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17
244	B3-S007	B3	f83r	R-B	Q-EINTRITTSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
245	B3-S007	B3	f83r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
246	B3-S008	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
247	B3-S009	B3	f83r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17
248	B3-S010	B3	f83r	R-B	Q-EINTRITTSHAND	MC126	P+CHD+AL	pchedal	pchedal	YES	COPY_SINGLETON_FROM_MASTER
249	B3-S010	B3	f83r	R-B	Q-EINTRITTSHAND	MC135	OT+E+CLOSE	otedy	otedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
250	B3-S011	B3	f83r	R-B	Q-EINTRITTSHAND	MC043	CTH+CHD+Y	shecthedchy	shecthedchy	YES	COPY_SINGLETON_FROM_MASTER
251	B3-S011	B3	f83r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17
252	B3-S011	B3	f83r	R-B	Q-EINTRITTSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
253	B3-S011	B3	f83r	R-B	Q-EINTRITTSHAND	MC009	AR+Y	chary	chary	YES	COPY_SINGLETON_FROM_MASTER
254	B3-S012	B3	f83r	R-B	Q-EINTRITTSHAND	MC080	OR	sor	chor	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
255	B3-S012	B3	f83r	R-B	Q-EINTRITTSHAND	MC128	SHED+E+CLOSE	shedy	cheedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
256	B3-S013	B3	f83r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17
257	B3-S013	B3	f83r	R-B	Q-EINTRITTSHAND	MC105	AIN	chkain	chkain	YES	COPY_SINGLETON_FROM_MASTER
258	B3-S013	B3	f83r	R-B	Q-EINTRITTSHAND	MC073	CTH+E+Y	shcthey	qcthey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
259	B3-S013	B3	f83r	R-B	Q-EINTRITTSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
260	B3-S014	B3	f83r	R-B	Q-EINTRITTSHAND	MC081	OK+AIR	okair	okair	YES	COPY_SINGLETON_FROM_MASTER
261	B3-S014	B3	f83r	R-B	Q-EINTRITTSHAND	MC003	SHED+EE+CLOSE	sheedy	sheedy	YES	COPY_SINGLETON_FROM_MASTER
262	B3-S015	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
263	B3-S016	B3	f83r	R-B	Q-EINTRITTSHAND	MC030	L	lo	lo	YES	COPY_SINGLETON_FROM_MASTER
264	B3-S016	B3	f83r	R-B	Q-EINTRITTSHAND	MC005	OK+CHD+CLOSE	qokchedy	qokchedy	YES	COPY_SINGLETON_FROM_MASTER
265	B3-S017	B3	f83r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
266	B3-S018	B3	f83r	R-B	Q-EINTRITTSHAND	MC128	SHED+E+CLOSE	shedy	cheedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
267	B3-S019	B3	f83r	R-B	Q-EINTRITTSHAND	MC151	OK+SHED+CLOSE	qokshedy	qokshedy	YES	COPY_SINGLETON_FROM_MASTER
268	B3-S020	B3	f83r	R-B	Q-EINTRITTSHAND	MC154	AL	dal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
269	B3-S020	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
270	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC120	OK+AIIN	qokaiin	qokaiin	YES	MEMORIZE_SHARED_17
271	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC161	CTH+Y	shcthy	checthy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
272	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC154	AL	dal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
273	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC123	Y	sy	chey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
274	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC039	AIIN	saiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
275	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC113	SHED+AL	shedal	shedal	YES	COPY_SINGLETON_FROM_MASTER
276	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC137	CTH+E+Y	shecthy	shecthy	YES	COPY_SINGLETON_FROM_MASTER
277	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC123	Y	chey	chey	YES	MEMORIZE_SHARED_17
278	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC154	AL	tal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
279	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC161	CTH+Y	shcthy	checthy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
280	B3-S021	B3	f83r	R-B	Q-EINTRITTSHAND	MC031	AL+CHD+CLOSE	dalchdy	dalchdy	YES	COPY_SINGLETON_FROM_MASTER
281	B3-S022	B3	f83r	R-B	Q-EINTRITTSHAND	MC057	OT+CHD+CLOSE	qotchedy	qotchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
282	B3-S023	B3	f83r	R-B	Q-EINTRITTSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
283	B3-S024	B3	f83r	R-B	Q-EINTRITTSHAND	MC025	CHD+CLOSE	tchedy	dchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
284	B3-S025	B3	f83r	R-B	Q-EINTRITTSHAND	MC088	OK+CHD+CLOSE	qokchdy	qokchdy	YES	COPY_SINGLETON_FROM_MASTER
285	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC042	CHD+AR	cheedar	cheedar	YES	COPY_SINGLETON_FROM_MASTER
286	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC144	SHED+AIIN	chldaiin	chldaiin	YES	COPY_SINGLETON_FROM_MASTER
287	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
288	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC017	OK+AIN	qokain	qokain	YES	MEMORIZE_RECURRENT_SECTION_CARD
289	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC161	CTH+Y	checthy	checthy	YES	MEMORIZE_SHARED_17
290	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC146	AL+OR	chealror	chealror	YES	COPY_SINGLETON_FROM_MASTER
291	B3-S026	B3	f83r	R-B	Q-EINTRITTSHAND	MC045	SOLK+EE+CLOSE	solkeedy	olkeedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
292	B3-S027	B3	f83r	R-B	Q-EINTRITTSHAND	MC173	OT+EE+CLOSE	qoteedy	qoteedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
293	B3-S028	B3	f83r	R-B	Q-EINTRITTSHAND	MC002	OK+EE+Y	qokeey	qokeey	YES	MEMORIZE_RECURRENT_SECTION_CARD
294	B3-S028	B3	f83r	R-B	Q-EINTRITTSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
295	B3-S029	B3	f83r	R-B	Q-EINTRITTSHAND	MC153	OL	sol	qol	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
296	B3-S029	B3	f83r	R-B	Q-EINTRITTSHAND	MC094	EEE+TY	cheeety	cheeety	YES	COPY_SINGLETON_FROM_MASTER
297	B3-S029	B3	f83r	R-B	Q-EINTRITTSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
298	B3-S030	B3	f83r	R-B	Q-EINTRITTSHAND	MC026	OK+Y	qoky	qoky	YES	MEMORIZE_SHARED_17
299	B3-S030	B3	f83r	R-B	Q-EINTRITTSHAND	MC039	AIIN	saiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
300	B3-S030	B3	f83r	R-B	Q-EINTRITTSHAND	MC116	AIR	schedair	schedair	YES	COPY_SINGLETON_FROM_MASTER
301	B3-S030	B3	f83r	R-B	Q-EINTRITTSHAND	MC057	OT+CHD+CLOSE	otchedy	qotchedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
302	B3-S031	B3	f83r	R-B	Q-EINTRITTSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
303	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC145	CHD+AIN	chedain	chedain	YES	COPY_SINGLETON_FROM_MASTER
304	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
305	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC018	OT+E+AIIN	qotedaiin	qotedaiin	YES	COPY_SINGLETON_FROM_MASTER
306	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC060	OT+AIIN	otaiin	otaiin	YES	MEMORIZE_RECURRENT_SECTION_CARD
307	B3-S032	B3	f83r	R-B	Q-EINTRITTSHAND	MC135	OT+E+CLOSE	otedy	otedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
308	B3-S033	B3	f83r	R-B	Q-EINTRITTSHAND	MC004	L+CLOSE	ldy	ldy	YES	MEMORIZE_RECURRENT_SECTION_CARD
309	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC033	IIN	soiiin	oiiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER
310	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC161	CTH+Y	checthy	checthy	YES	MEMORIZE_SHARED_17
311	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC086	PARTITION+TY	chety	chety	YES	MEMORIZE_SHARED_17
312	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC060	OT+AIIN	otaiin	otaiin	YES	MEMORIZE_RECURRENT_SECTION_CARD
313	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC078	AL+Y	olsaly	olsaly	YES	COPY_SINGLETON_FROM_MASTER
314	B3-S034	B3	f83r	R-B	Q-EINTRITTSHAND	MC128	SHED+E+CLOSE	shedy	cheedy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
315	B4-S001	B4	f83r	R-C	S-FLUSSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
316	B4-S002	B4	f83r	R-C	S-FLUSSHAND	MC162	OL+Y	qolchey	qolchey	YES	COPY_SINGLETON_FROM_MASTER
317	B4-S002	B4	f83r	R-C	S-FLUSSHAND	MC002	OK+EE+Y	qokeey	okeey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
318	B4-S002	B4	f83r	R-C	S-FLUSSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
319	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
320	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC093	OT+AL	otal	otal	YES	COPY_SINGLETON_FROM_MASTER
321	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC171	OT+Y	otchey	otchey	YES	MEMORIZE_SHARED_17
322	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC002	OK+EE+Y	qokeey	okeey	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
323	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC026	OK+Y	qoky	choky	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
324	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC153	OL	tol	sol	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
325	B4-S003	B4	f83r	R-C	S-FLUSSHAND	MC128	SHED+E+CLOSE	shedy	shedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
326	B4-S004	B4	f83r	R-C	S-FLUSSHAND	MC164	OK+Y+LDDY	qokylddy	qokylddy	YES	COPY_SINGLETON_FROM_MASTER
327	B4-S005	B4	f83r	R-C	S-FLUSSHAND	MC059	DAIN	dain	dain	YES	COPY_SINGLETON_FROM_MASTER
328	B4-S005	B4	f83r	R-C	S-FLUSSHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
329	B4-S005	B4	f83r	R-C	S-FLUSSHAND	MC082	OK+EE+CLOSE	qokeedy	qokeedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
330	B4-S006	B4	f83r	R-C	S-FLUSSHAND	MC143	CKHE+CLOSE	shckhedy	shckhedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
331	B4-S007	B4	f83r	R-C	S-FLUSSHAND	MC143	CKHE+CLOSE	shckhedy	shckhedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
332	B4-S008	B4	f83r	R-C	S-FLUSSHAND	MC039	AIIN	saiin	saiin	YES	MEMORIZE_SHARED_17
333	B4-S008	B4	f83r	R-C	S-FLUSSHAND	MC032	CHK+EE+Y	cheeky	cheeky	YES	MEMORIZE_SHARED_17
334	B4-S008	B4	f83r	R-C	S-FLUSSHAND	MC095	SH+EE+Y	sheey	sheey	YES	COPY_SINGLETON_FROM_MASTER
335	B4-S008	B4	f83r	R-C	S-FLUSSHAND	MC083	OK+E+CLOSE	qokedy	qokedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
336	B4-S009	B4	f83r	R-C	S-FLUSSHAND	MC128	SHED+E+CLOSE	shedy	shedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
337	B4-S010	B4	f83r	R-C	S-FLUSSHAND	MC019	OL+CLOSE	oldy	oldy	YES	MEMORIZE_SHARED_17
338	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC039	AIIN	saiin	saiin	YES	MEMORIZE_SHARED_17
339	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC147	CHK+E+Y	cheky	cheky	YES	COPY_SINGLETON_FROM_MASTER
340	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC150	OK+EE+OL	okeeol	okeeol	YES	COPY_SINGLETON_FROM_MASTER
341	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC017	OK+AIN	okain	okain	YES	MEMORIZE_RECURRENT_SECTION_CARD
342	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC074	CHD+Y	chdy	chdy	YES	MEMORIZE_SHARED_17
343	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC153	OL	sol	sol	YES	MEMORIZE_SHARED_17
344	B4-S011	B4	f83r	R-C	S-FLUSSHAND	MC124	L+E+CLOSE	lkedy	lkedy	YES	COPY_SINGLETON_FROM_MASTER
345	B4-S012	B4	f83r	R-C	S-FLUSSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
346	B4-S013	B4	f83r	R-C	S-FLUSSHAND	MC024	OK+OL	qokol	qokol	YES	COPY_SINGLETON_FROM_MASTER
347	B4-S013	B4	f83r	R-C	S-FLUSSHAND	MC128	SHED+E+CLOSE	shedy	shedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
348	B4-S014	B4	f83r	R-C	S-FLUSSHAND	MC080	OR	or	shor	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
349	B4-S014	B4	f83r	R-C	S-FLUSSHAND	MC123	Y	chey	shy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
350	B4-S014	B4	f83r	R-C	S-FLUSSHAND	MC165	OK+CKH+E+Y	qockhey	qockhey	YES	COPY_SINGLETON_FROM_MASTER
