edition	iris_code	xiphion_code	page_pairs	acorus_triples	four_page_assignments
IT2a	p	okche	4	214	20375
IT2a	p	oke	14	763	73314
IT2a	p	okeo	5	273	26247
IT2a	p	okeod	1	55	5277
IT2a	p	ot	15	832	79120
IT2a	p	otc	9	500	47537
IT2a	p	otch	9	500	47537
IT2a	p	otcha	1	57	5413
IT2a	p	otchal	1	57	5413
IT2a	p	t	321	17301	1644513
IT2a	p	ta	12	653	62065
IT2a	p	tar	7	380	36086
IT2a	p	tara	3	163	15479
IT2a	p	tarar	1	54	5128
IT2a	p	tc	69	3723	354277
IT2a	p	tch	69	3723	354277
IT2a	p	tche	6	322	30631
IT2a	p	tched	3	162	15437
IT2a	p	tchedy	2	108	10256
IT2a	p	tchedyo	1	54	5128
IT2a	p	tcho	24	1295	123409
IT2a	p	tchod	6	320	30376
IT2a	p	tchoda	1	56	5429
IT2a	p	tchody	2	102	9498
IT2a	p	tchy	4	220	20892
IT2a	p	te	10	532	50520
IT2a	p	ted	5	266	25260
IT2a	p	to	52	2793	264210
IT2a	p	toc	1	54	5128
IT2a	p	tol	5	257	23931
IT2a	p	tor	8	434	41322
IT2a	p	torc	1	54	5128
IT2a	p	torch	1	54	5128
IT2a	p	tors	1	54	5128
IT2a	p	torsh	1	54	5128
IT2a	p	torsho	1	54	5128
IT2a	p	ts	30	1611	153251
IT2a	p	tsh	30	1611	153251
IT2a	p	tshd	1	54	5128
IT2a	p	tshe	1	53	5033
IT2a	p	tshed	1	53	5033
IT2a	p	tshedy	1	53	5033
IT2a	p	tsho	8	432	41131
IT2a	p	tshol	1	55	5277
IT2a	p	ty	11	587	55743
IT2a	p	tyd	1	53	5033
IT2a	pc	c	14	322	30652
IT2a	pc	ct	12	276	26280
IT2a	pc	cth	12	276	26280
IT2a	pc	ctho	2	47	4491
IT2a	pc	cthod	1	24	2305
IT2a	pc	cths	1	23	2186
IT2a	pc	f	18	414	39552
IT2a	pc	fa	1	23	2186
IT2a	pc	fai	1	23	2186
IT2a	pc	faii	1	23	2186
IT2a	pc	fo	2	46	4394
IT2a	pc	k	62	1454	138412
IT2a	pc	ko	10	230	22028
IT2a	pc	kor	3	66	6296
IT2a	pc	ks	5	118	11191
IT2a	pc	ksh	3	71	6700
IT2a	pc	kshe	1	24	2233
IT2a	pc	ky	5	119	11310
IT2a	pc	kyd	1	24	2281
IT2a	pc	kyda	1	24	2281
IT2a	pc	o	14	329	31486
IT2a	pc	ok	14	329	31486
IT2a	pc	okc	4	93	8863
IT2a	pc	okch	4	93	8863
IT2a	pc	okche	2	47	4491
IT2a	pc	oke	6	144	13855
IT2a	pc	okeo	2	49	4731
IT2a	pc	po	10	245	23555
IT2a	pc	py	1	23	2209
IT2a	pc	t	77	1792	170584
IT2a	pc	tc	12	270	25709
IT2a	pc	tch	12	270	25709
IT2a	pc	tche	3	66	6273
IT2a	pc	tched	2	44	4182
IT2a	pc	tchedy	2	44	4182
IT2a	pc	tchedyo	1	22	2091
IT2a	pc	tchy	2	46	4372
IT2a	pc	te	5	114	10835
IT2a	pc	ted	3	68	6463
IT2a	pc	to	18	426	40562
IT2a	pc	tor	2	49	4706
IT2a	pc	ts	8	184	17488
IT2a	pc	tsh	8	184	17488
IT2a	pc	tshe	1	22	2091
IT2a	pc	tshed	1	22	2091
IT2a	pc	tshedy	1	22	2091
IT2a	pc	tsho	3	69	6558
IT2a	pch	c	14	310	29510
IT2a	pch	ct	12	264	25138
IT2a	pch	cth	12	264	25138
IT2a	pch	ctho	2	45	4300
IT2a	pch	cthod	1	23	2209
IT2a	pch	cths	1	22	2091
IT2a	pch	f	18	399	38119
IT2a	pch	fa	1	23	2186
IT2a	pch	fai	1	23	2186
IT2a	pch	faii	1	23	2186
IT2a	pch	fo	2	44	4203
IT2a	pch	k	62	1401	133368
IT2a	pch	ko	10	222	21262
IT2a	pch	kor	3	64	6105
IT2a	pch	ks	5	113	10717
IT2a	pch	ksh	3	68	6417
IT2a	pch	kshe	1	23	2140
IT2a	pch	ky	5	114	10835
IT2a	pch	kyd	1	23	2186
IT2a	pch	kyda	1	23	2186
IT2a	pch	o	14	317	30338
IT2a	pch	ok	14	317	30338
IT2a	pch	okc	4	89	8482
IT2a	pch	okch	4	89	8482
IT2a	pch	okche	2	45	4300
IT2a	pch	oke	6	138	13278
IT2a	pch	okeo	2	47	4538
IT2a	pch	po	10	235	22594
IT2a	pch	py	1	22	2113
IT2a	pch	t	77	1726	164303
IT2a	pch	tc	12	260	24757
IT2a	pch	tch	12	260	24757
IT2a	pch	tche	3	64	6083
IT2a	pch	tched	2	43	4087
IT2a	pch	tchedy	2	43	4087
IT2a	pch	tchedyo	1	21	1996
IT2a	pch	tchy	2	45	4277
IT2a	pch	te	5	109	10360
IT2a	pch	ted	3	65	6178
IT2a	pch	to	18	411	39134
IT2a	pch	tor	2	47	4514
IT2a	pch	ts	8	176	16728
IT2a	pch	tsh	8	176	16728
IT2a	pch	tshe	1	21	1996
IT2a	pch	tshed	1	21	1996
IT2a	pch	tshedy	1	21	1996
IT2a	pch	tsho	3	66	6273
IT2a	pche	c	5	22	2090
IT2a	pche	ct	4	17	1615
IT2a	pche	cth	4	17	1615
IT2a	pche	ctho	1	4	380
IT2a	pche	f	4	18	1710
IT2a	pche	fo	1	5	475
IT2a	pche	k	14	61	5795
IT2a	pche	ks	2	10	950
IT2a	pche	ksh	1	5	475
IT2a	pche	pcho	4	16	1520
IT2a	pche	t	25	100	9500
IT2a	pche	tc	8	32	3040
IT2a	pche	tch	8	32	3040
IT2a	pche	tche	2	8	760
IT2a	pche	tched	2	8	760
IT2a	pche	tchedy	2	8	760
IT2a	pche	tchedyo	1	4	380
IT2a	pche	tchy	2	10	950
IT2a	pche	te	4	17	1615
IT2a	pche	ted	3	13	1235
IT2a	pche	ts	4	14	1330
IT2a	pche	tsh	4	14	1330
IT2a	pche	tshe	1	4	380
IT2a	pche	tshed	1	4	380
IT2a	pche	tshedy	1	4	380
IT2a	pche	tsho	1	3	285
IT2a	pched	k	1	2	190
IT2a	pched	t	3	4	380
IT2a	pched	tc	2	3	285
IT2a	pched	tch	2	3	285
IT2a	pched	tche	1	1	95
IT2a	pched	tched	1	1	95
IT2a	pched	tchedy	1	1	95
IT2a	pched	tchy	1	2	190
IT2a	pcheda	k	1	1	95
IT2a	pcheo	k	3	3	285
IT2a	pcheo	ks	1	1	95
IT2a	pcheo	ksh	1	1	95
IT2a	pcho	f	4	18	1729
IT2a	pcho	k	4	16	1528
IT2a	pcho	o	2	10	955
IT2a	pcho	ok	2	10	955
IT2a	pcho	okc	2	10	955
IT2a	pcho	okch	2	10	955
IT2a	pcho	okche	2	10	955
IT2a	pcho	pche	2	10	950
IT2a	pcho	po	5	24	2304
IT2a	pcho	py	1	5	480
IT2a	pcho	t	8	40	3820
IT2a	pcho	to	6	30	2865
IT2a	pcho	tor	2	10	960
IT2a	ps	k	6	6	567
IT2a	ps	ko	1	1	96
IT2a	ps	ks	1	1	93
IT2a	ps	ksh	1	1	93
IT2a	ps	t	9	9	852
IT2a	ps	tc	3	3	288
IT2a	ps	tch	3	3	288
IT2a	ps	tcho	1	1	96
IT2a	ps	tchod	1	1	96
IT2a	ps	to	2	2	186
IT2a	ps	tol	2	2	186
IT2a	ps	ty	2	2	190
IT2a	psh	k	6	6	567
IT2a	psh	ko	1	1	96
IT2a	psh	ks	1	1	93
IT2a	psh	ksh	1	1	93
IT2a	psh	t	9	9	852
IT2a	psh	tc	3	3	288
IT2a	psh	tch	3	3	288
IT2a	psh	tcho	1	1	96
IT2a	psh	tchod	1	1	96
IT2a	psh	to	2	2	186
IT2a	psh	tol	2	2	186
IT2a	psh	ty	2	2	190
IT2a	py	c	1	1	95
IT2a	py	ct	1	1	95
IT2a	py	cth	1	1	95
IT2a	py	ctho	1	1	95
IT2a	py	f	1	1	95
IT2a	py	fc	1	1	95
IT2a	py	fch	1	1	95
IT2a	py	fcho	1	1	95
IT2a	py	k	2	2	190
IT2a	py	ko	2	2	190
IT2a	py	kor	1	1	95
IT2a	py	o	1	1	96
IT2a	py	ok	1	1	96
IT2a	py	oke	1	1	96
IT2a	py	t	2	2	188
IT2a	py	tc	1	1	93
IT2a	py	tch	1	1	93
IT2a	py	tcho	1	1	93
IT2a	t	c	15	1452	137820
IT2a	t	ct	6	579	54804
IT2a	t	cth	6	579	54804
IT2a	t	ctho	2	190	17704
IT2a	t	f	18	1737	164372
IT2a	t	fa	2	192	18076
IT2a	t	fc	6	576	54228
IT2a	t	fch	6	576	54228
IT2a	t	k	98	9494	901944
IT2a	t	kc	10	968	91880
IT2a	t	kch	10	968	91880
IT2a	t	kche	4	390	37280
IT2a	t	ko	27	2637	252510
IT2a	t	kod	3	292	27864
IT2a	t	ks	26	2511	237834
IT2a	t	ksh	18	1733	163636
IT2a	t	kshd	1	95	8852
IT2a	t	kshdo	1	95	8852
IT2a	t	kshe	2	191	17892
IT2a	t	ky	3	292	27864
IT2a	t	kyd	1	97	9224
IT2a	t	o	15	1457	138778
IT2a	t	ok	10	973	92838
IT2a	t	okc	2	194	18448
IT2a	t	okch	2	194	18448
IT2a	t	okche	1	97	9224
IT2a	t	oke	5	489	46898
IT2a	t	okeo	1	99	9610
IT2a	t	ot	4	387	36716
IT2a	t	otc	4	387	36716
IT2a	t	otch	4	387	36716
IT2a	t	otcha	1	98	9416
IT2a	t	p	228	22100	2100540
IT2a	t	pa	4	384	36152
IT2a	t	pai	2	192	18076
IT2a	t	paii	1	97	9224
IT2a	t	paiin	1	97	9224
IT2a	t	pc	60	5829	555168
IT2a	t	pch	60	5829	555168
IT2a	t	pcha	3	291	27672
IT2a	t	pchai	1	97	9224
IT2a	t	pche	16	1556	148352
IT2a	t	pched	1	97	9224
IT2a	t	po	13	1264	120488
IT2a	t	poc	2	194	18448
IT2a	t	poch	2	194	18448
IT2a	t	poche	1	97	9224
IT2a	tc	c	6	429	41016
IT2a	tc	ct	3	216	20757
IT2a	tc	cth	3	216	20757
IT2a	tc	f	6	428	40779
IT2a	tc	fa	1	72	6848
IT2a	tc	k	38	2739	262163
IT2a	tc	kc	4	286	27344
IT2a	tc	kch	4	286	27344
IT2a	tc	kche	2	144	13838
IT2a	tc	ko	18	1301	124814
IT2a	tc	kod	3	216	20615
IT2a	tc	ks	6	435	41734
IT2a	tc	ksh	4	289	27632
IT2a	tc	ky	2	143	13672
IT2a	tc	o	6	431	41350
IT2a	tc	ok	4	288	27678
IT2a	tc	okc	1	71	6753
IT2a	tc	okch	1	71	6753
IT2a	tc	oke	2	145	14006
IT2a	tc	okeo	1	73	7087
IT2a	tc	ot	2	143	13672
IT2a	tc	otc	2	143	13672
IT2a	tc	otch	2	143	13672
IT2a	tc	otcha	1	72	6919
IT2a	tc	p	87	6269	600269
IT2a	tc	pc	19	1361	129664
IT2a	tc	pch	19	1361	129664
IT2a	tc	pche	7	506	48272
IT2a	tc	pched	1	73	6943
IT2a	tc	po	13	931	88764
IT2a	tc	poc	2	142	13506
IT2a	tc	poch	2	142	13506
IT2a	tc	poche	1	71	6753
IT2a	tc	ta	2	145	13863
IT2a	tc	tar	1	72	6848
IT2a	tc	to	6	436	41758
IT2a	tc	tol	3	216	20617
IT2a	tc	told	2	144	13838
IT2a	tc	ty	1	71	6753
IT2a	tch	c	6	429	41016
IT2a	tch	ct	3	216	20757
IT2a	tch	cth	3	216	20757
IT2a	tch	f	6	428	40779
IT2a	tch	fa	1	72	6848
IT2a	tch	k	38	2739	262163
IT2a	tch	kc	4	286	27344
IT2a	tch	kch	4	286	27344
IT2a	tch	kche	2	144	13838
IT2a	tch	ko	18	1301	124814
IT2a	tch	kod	3	216	20615
IT2a	tch	ks	6	435	41734
IT2a	tch	ksh	4	289	27632
IT2a	tch	ky	2	143	13672
IT2a	tch	o	6	431	41350
IT2a	tch	ok	4	288	27678
IT2a	tch	okc	1	71	6753
IT2a	tch	okch	1	71	6753
IT2a	tch	oke	2	145	14006
IT2a	tch	okeo	1	73	7087
IT2a	tch	ot	2	143	13672
IT2a	tch	otc	2	143	13672
IT2a	tch	otch	2	143	13672
IT2a	tch	otcha	1	72	6919
IT2a	tch	p	87	6269	600269
IT2a	tch	pc	19	1361	129664
IT2a	tch	pch	19	1361	129664
IT2a	tch	pche	7	506	48272
IT2a	tch	pched	1	73	6943
IT2a	tch	po	13	931	88764
IT2a	tch	poc	2	142	13506
IT2a	tch	poch	2	142	13506
IT2a	tch	poche	1	71	6753
IT2a	tch	ta	2	145	13863
IT2a	tch	tar	1	72	6848
IT2a	tch	to	6	436	41758
IT2a	tch	tol	3	216	20617
IT2a	tch	told	2	144	13838
IT2a	tch	ty	1	71	6753
IT2a	tcho	c	2	64	6160
IT2a	tcho	ct	2	64	6160
IT2a	tcho	cth	2	64	6160
IT2a	tcho	k	16	512	49340
IT2a	tcho	kc	2	62	5968
IT2a	tcho	kch	2	62	5968
IT2a	tcho	kche	2	62	5968
IT2a	tcho	ko	9	288	27813
IT2a	tcho	ks	4	129	12383
IT2a	tcho	ksh	3	96	9174
IT2a	tcho	o	2	64	6193
IT2a	tcho	ok	1	33	3209
IT2a	tcho	oke	1	33	3209
IT2a	tcho	okeo	1	33	3209
IT2a	tcho	ot	1	31	2984
IT2a	tcho	otc	1	31	2984
IT2a	tcho	otch	1	31	2984
IT2a	tcho	otcha	1	31	2984
IT2a	tcho	p	26	839	80878
IT2a	tcho	tchy	1	33	3176
IT2a	tcho	to	6	196	18798
IT2a	tcho	tol	3	98	9366
IT2a	tcho	told	2	65	6256
IT2a	tchy	c	2	47	4467
IT2a	tchy	f	5	121	11500
IT2a	tchy	fa	1	24	2281
IT2a	tchy	k	10	243	23145
IT2a	tchy	ko	5	122	11620
IT2a	tchy	kod	2	49	4682
IT2a	tchy	o	2	48	4562
IT2a	tchy	ok	1	24	2281
IT2a	tchy	okc	1	24	2281
IT2a	tchy	okch	1	24	2281
IT2a	tchy	ot	1	24	2281
IT2a	tchy	otc	1	24	2281
IT2a	tchy	otch	1	24	2281
IT2a	tchy	p	25	608	57810
IT2a	tchy	pc	11	269	25591
IT2a	tchy	pch	11	269	25591
IT2a	tchy	pche	3	75	7153
IT2a	tchy	pched	1	25	2376
IT2a	tchy	po	7	169	16062
IT2a	tchy	poc	2	49	4657
IT2a	tchy	poch	2	49	4657
IT2a	tchy	poche	1	25	2376
IT2a	tchy	tcho	1	24	2304
IT2a	tchy	ty	1	24	2281
IT2a	tchyd	f	1	1	95
IT2a	tchyd	k	3	3	285
IT2a	tchyd	ko	1	1	95
IT2a	tchyd	kod	1	1	95
IT2a	tchyd	p	8	8	761
IT2a	tchyd	pc	5	5	476
IT2a	tchyd	pch	5	5	476
IT2a	tchyd	pche	1	1	96
IT2a	te	f	2	43	4089
IT2a	te	k	10	213	20217
IT2a	te	kc	2	43	4089
IT2a	te	kch	2	43	4089
IT2a	te	ko	4	86	8220
IT2a	te	ks	3	63	5911
IT2a	te	ksh	3	63	5911
IT2a	te	kshe	1	21	1957
IT2a	te	o	1	21	2017
IT2a	te	ok	1	21	2017
IT2a	te	oke	1	21	2017
IT2a	te	p	24	508	48396
IT2a	te	pa	1	22	2092
IT2a	te	pai	1	22	2092
IT2a	te	paii	1	22	2092
IT2a	te	paiin	1	22	2092
IT2a	te	pc	10	212	20226
IT2a	te	pch	10	212	20226
IT2a	te	pche	6	125	11931
IT2a	te	tc	3	64	6066
IT2a	te	tch	3	64	6066
IT2a	te	to	2	42	3994
IT2a	ted	p	5	16	1520
IT2a	ted	pc	3	10	950
IT2a	ted	pch	3	10	950
IT2a	ted	pche	3	10	950
IT2a	ted	tc	2	10	940
IT2a	ted	tch	2	10	940
IT2a	to	c	2	101	9409
IT2a	to	ct	2	101	9409
IT2a	to	cth	2	101	9409
IT2a	to	ctho	1	50	4658
IT2a	to	f	6	308	28744
IT2a	to	fa	1	51	4751
IT2a	to	fc	3	155	14439
IT2a	to	fch	3	155	14439
IT2a	to	k	15	766	71510
IT2a	to	kc	1	51	4751
IT2a	to	kch	1	51	4751
IT2a	to	ks	4	203	18911
IT2a	to	ksh	3	152	14160
IT2a	to	o	2	102	9552
IT2a	to	ok	1	51	4801
IT2a	to	oke	1	51	4801
IT2a	to	ot	1	51	4751
IT2a	to	otc	1	51	4751
IT2a	to	otch	1	51	4751
IT2a	to	p	34	1723	160765
IT2a	to	pa	1	50	4658
IT2a	to	pai	1	50	4658
IT2a	to	ta	1	52	4844
IT2a	to	tar	1	52	4844
IT2a	to	tc	4	206	19292
IT2a	to	tch	4	206	19292
IT2a	to	tche	1	51	4751
IT2a	to	tched	1	51	4751
IT2a	to	tchedy	1	51	4751
IT2a	to	tcho	2	103	9697
IT2a	to	tchod	1	51	4801
IT2a	to	ts	6	305	28463
IT2a	to	tsh	6	305	28463
IT2a	to	tshd	1	52	4844
IT2a	to	tshe	1	51	4751
IT2a	to	tshed	1	51	4751
IT2a	to	tshedy	1	51	4751
IT2a	to	tsho	4	202	18868
IT2a	to	tshor	2	102	9552
IT2a	to	ty	1	50	4658
IT2a	to	tyd	1	50	4658
IT2a	tol	c	1	22	2051
IT2a	tol	ct	1	22	2051
IT2a	tol	cth	1	22	2051
IT2a	tol	ctho	1	22	2051
IT2a	tol	f	4	88	8227
IT2a	tol	fa	1	22	2051
IT2a	tol	fc	1	22	2051
IT2a	tol	fch	1	22	2051
IT2a	tol	k	13	293	27358
IT2a	tol	kc	1	23	2144
IT2a	tol	kch	1	23	2144
IT2a	tol	ks	4	89	8297
IT2a	tol	ksh	3	67	6246
IT2a	tol	o	1	23	2144
IT2a	tol	ot	1	23	2144
IT2a	tol	otc	1	23	2144
IT2a	tol	otch	1	23	2144
IT2a	tol	p	20	446	41643
IT2a	tol	tc	2	45	4239
IT2a	tol	tch	2	45	4239
IT2a	tol	tcho	2	45	4239
IT2a	tol	tchod	1	22	2072
IT2a	tol	ts	3	66	6174
IT2a	tol	tsh	3	66	6174
IT2a	tol	tsho	3	66	6174
IT2a	tol	tshor	1	22	2072
IT2a	tol	ty	1	21	1958
IT2a	tol	tyd	1	21	1958
IT2a	ts	k	6	39	3690
IT2a	ts	kc	1	6	568
IT2a	ts	kch	1	6	568
IT2a	ts	kche	1	6	568
IT2a	ts	ks	3	19	1789
IT2a	ts	ksh	3	19	1789
IT2a	ts	p	12	81	7671
IT2a	ts	pc	3	20	1894
IT2a	ts	pch	3	20	1894
IT2a	ts	ta	1	7	663
IT2a	ts	tar	1	7	663
IT2a	ts	tara	1	7	663
IT2a	ts	to	2	13	1221
IT2a	ts	tor	1	7	663
IT2a	tsh	k	5	32	3020
IT2a	tsh	kc	1	6	568
IT2a	tsh	kch	1	6	568
IT2a	tsh	kche	1	6	568
IT2a	tsh	ks	3	19	1789
IT2a	tsh	ksh	3	19	1789
IT2a	tsh	p	12	81	7671
IT2a	tsh	pc	3	20	1894
IT2a	tsh	pch	3	20	1894
IT2a	tsh	ta	1	7	663
IT2a	tsh	tar	1	7	663
IT2a	tsh	tara	1	7	663
IT2a	tsh	to	2	13	1221
IT2a	tsh	tor	1	7	663
IT2a	tshe	k	1	3	283
IT2a	tshe	ks	1	3	283
IT2a	tshe	ksh	1	3	283
IT2a	tshe	p	1	2	188
IT2a	tshe	pc	1	2	188
IT2a	tshe	pch	1	2	188
IT2a	tshe	to	1	2	186
