unified_serial	source_kind	section	unit_id	page	locus_or_field	source_id	visible_owner	visible_surface	normalized_id	primary_layer	portable_core_value_de	local_expansion_de	component_axes	layer_rule_de	r221_revision
230	PROSE_EVENT	BIOLOGICAL	B3	f83r	F072	E230	obere offene Fächer-Randstation	qotal	MC093	LOCAL_CARD_WITH_COMMON_AXIS	NONE	danach dorthin	OT+AL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
231	PROSE_EVENT	BIOLOGICAL	B3	f83r	F072	E231	obere offene Fächer-Randstation	chkeedy	MC110	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Langwärmen; Schluss	DY+EE+CHK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
232	PROSE_EVENT	BIOLOGICAL	B3	f83r	F073	E232	obere offene Fächer-Randstation	chey	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
233	PROSE_EVENT	BIOLOGICAL	B3	f83r	F073	E233	obere offene Fächer-Randstation	daiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
234	PROSE_EVENT	BIOLOGICAL	B3	f83r	F073	E234	obere offene Fächer-Randstation	chey	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
235	PROSE_EVENT	BIOLOGICAL	B3	f83r	F073	E235	obere offene Fächer-Randstation	lchedy	MC155	LOCAL_CARD_WITH_COMMON_AXIS	NONE	abführen; Schluss	CHED~CHD+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
236	PROSE_EVENT	BIOLOGICAL	B3	f83r	F074	E236	obere offene Fächer-Randstation	qokaiin	MC120	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bemessen	OK+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
237	PROSE_EVENT	BIOLOGICAL	B3	f83r	F074	E237	obere offene Fächer-Randstation	qotal	MC093	LOCAL_CARD_WITH_COMMON_AXIS	NONE	danach dorthin	OT+AL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
238	PROSE_EVENT	BIOLOGICAL	B3	f83r	F074	E238	obere offene Fächer-Randstation	dar	MC055	COMMON_PORTABLE_CARD	davon	davon	AR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
239	PROSE_EVENT	BIOLOGICAL	B3	f83r	F075	E239	mittlere runde Gefäß-Randstation	schedy	MC025	LOCAL_CARD_WITH_COMMON_AXIS	NONE	überführen; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
240	PROSE_EVENT	BIOLOGICAL	B3	f83r	F076	E240	mittlere runde Gefäß-Randstation	chedchy	MC064	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Postentransfer	Y+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
241	PROSE_EVENT	BIOLOGICAL	B3	f83r	F076	E241	mittlere runde Gefäß-Randstation	qokal	MC040	COMMON_PORTABLE_CARD	dorthin einsetzen	dorthin einsetzen	OK+AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
242	PROSE_EVENT	BIOLOGICAL	B3	f83r	F076	E242	mittlere runde Gefäß-Randstation	olchedy	MC028	LOCAL_CARD_WITH_COMMON_AXIS	NONE	weiterführen; Schluss	OL+DY+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
243	PROSE_EVENT	BIOLOGICAL	B3	f83r	F077	E243	mittlere runde Gefäß-Randstation	qokaiin	MC120	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bemessen	OK+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
244	PROSE_EVENT	BIOLOGICAL	B3	f83r	F077	E244	mittlere runde Gefäß-Randstation	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
245	PROSE_EVENT	BIOLOGICAL	B3	f83r	F077	E245	mittlere runde Gefäß-Randstation	qokeedy	MC082	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken; Schluss	OK+DY+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
246	PROSE_EVENT	BIOLOGICAL	B3	f83r	F078	E246	mittlere runde Gefäß-Randstation	lchedy	MC155	LOCAL_CARD_WITH_COMMON_AXIS	NONE	abführen; Schluss	CHED~CHD+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
247	PROSE_EVENT	BIOLOGICAL	B3	f83r	F079	E247	mittlere runde Gefäß-Randstation	qoky	MC026	COMMON_PORTABLE_CARD	einsetzen	einsetzen	OK+Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
248	PROSE_EVENT	BIOLOGICAL	B3	f83r	F080	E248	untere korbartige Gefäß-Randstation	pchedal	MC126	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zielzuführung	AL+CHED~CHD+P	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
249	PROSE_EVENT	BIOLOGICAL	B3	f83r	F080	E249	untere korbartige Gefäß-Randstation	otedy	MC135	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurzfolge; Schluss	OT+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
250	PROSE_EVENT	BIOLOGICAL	B3	f83r	F081	E250	untere korbartige Gefäß-Randstation	shecthedchy	MC043	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Vorbereitungstransfer	Y+CHED~CHD+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
251	PROSE_EVENT	BIOLOGICAL	B3	f83r	F081	E251	untere korbartige Gefäß-Randstation	qoky	MC026	COMMON_PORTABLE_CARD	einsetzen	einsetzen	OK+Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
252	PROSE_EVENT	BIOLOGICAL	B3	f83r	F081	E252	untere korbartige Gefäß-Randstation	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
253	PROSE_EVENT	BIOLOGICAL	B3	f83r	F081	E253	untere korbartige Gefäß-Randstation	chary	MC009	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Quellposten	AR+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
254	PROSE_EVENT	BIOLOGICAL	B3	f83r	F082	E254	untere korbartige Gefäß-Randstation	sor	MC080	COMMON_PORTABLE_CARD	Ansatz	Ansatz	OR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
255	PROSE_EVENT	BIOLOGICAL	B3	f83r	F082	E255	untere korbartige Gefäß-Randstation	shedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
256	PROSE_EVENT	BIOLOGICAL	B3	f83r	F083	E256	untere korbartige Gefäß-Randstation	qokaiin	MC120	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bemessen	OK+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
257	PROSE_EVENT	BIOLOGICAL	B3	f83r	F083	E257	untere korbartige Gefäß-Randstation	chkain	MC105	PROSE_COMPONENT_CARD	NONE	Portion	AIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
258	PROSE_EVENT	BIOLOGICAL	B3	f83r	F083	E258	untere korbartige Gefäß-Randstation	shcthey	MC073	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz vorbereiten	Y+E+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
259	PROSE_EVENT	BIOLOGICAL	B3	f83r	F083	E259	untere korbartige Gefäß-Randstation	qokedy	MC083	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz einwirken; Schluss	OK+DY+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
260	PROSE_EVENT	BIOLOGICAL	B3	f83r	F084	E260	untere korbartige Gefäß-Randstation	okair	MC081	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Laufeinsatz	OK+AIR	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
261	PROSE_EVENT	BIOLOGICAL	B3	f83r	F084	E261	untere korbartige Gefäß-Randstation	sheedy	MC003	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Langabsetzen; Schluss	DY+EE+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
262	PROSE_EVENT	BIOLOGICAL	B3	f83r	F085	E262	untere korbartige Gefäß-Randstation	lchedy	MC155	LOCAL_CARD_WITH_COMMON_AXIS	NONE	abführen; Schluss	CHED~CHD+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
263	PROSE_EVENT	BIOLOGICAL	B3	f83r	F086	E263	untere korbartige Gefäß-Randstation	lo	MC030	PROSE_COMPONENT_CARD	NONE	Abzug	L	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
264	PROSE_EVENT	BIOLOGICAL	B3	f83r	F087	E264	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokchedy	MC005	LOCAL_CARD_WITH_COMMON_AXIS	NONE	einführen; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
265	PROSE_EVENT	BIOLOGICAL	B3	f83r	F088	E265	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokeedy	MC082	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken; Schluss	OK+DY+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
266	PROSE_EVENT	BIOLOGICAL	B3	f83r	F089	E266	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	shedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
267	PROSE_EVENT	BIOLOGICAL	B3	f83r	F090	E267	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokshedy	MC151	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Einsatzabsetzen; Schluss	OK+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
268	PROSE_EVENT	BIOLOGICAL	B3	f83r	F091	E268	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dal	MC154	COMMON_PORTABLE_CARD	dorthin	dorthin	AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
269	PROSE_EVENT	BIOLOGICAL	B3	f83r	F091	E269	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	lchedy	MC155	LOCAL_CARD_WITH_COMMON_AXIS	NONE	abführen; Schluss	CHED~CHD+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
270	PROSE_EVENT	BIOLOGICAL	B3	f83r	F092	E270	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokaiin	MC120	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bemessen	OK+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
271	PROSE_EVENT	BIOLOGICAL	B3	f83r	F092	E271	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	shcthy	MC161	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bereit	Y+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
272	PROSE_EVENT	BIOLOGICAL	B3	f83r	F092	E272	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dal	MC154	COMMON_PORTABLE_CARD	dorthin	dorthin	AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
273	PROSE_EVENT	BIOLOGICAL	B3	f83r	F092	E273	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	sy	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
274	PROSE_EVENT	BIOLOGICAL	B3	f83r	F093	E274	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	saiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
275	PROSE_EVENT	BIOLOGICAL	B3	f83r	F093	E275	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	shedal	MC113	LOCAL_CARD_WITH_COMMON_AXIS	NONE	am Ziel absetzen	AL+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
276	PROSE_EVENT	BIOLOGICAL	B3	f83r	F093	E276	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	shecthy	MC137	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurzvorbereitung	Y+E+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
277	PROSE_EVENT	BIOLOGICAL	B3	f83r	F093	E277	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	chey	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
278	PROSE_EVENT	BIOLOGICAL	B3	f83r	F093	E278	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	tal	MC154	COMMON_PORTABLE_CARD	dorthin	dorthin	AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
279	PROSE_EVENT	BIOLOGICAL	B3	f83r	F093	E279	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	shcthy	MC161	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bereit	Y+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
280	PROSE_EVENT	BIOLOGICAL	B3	f83r	F093	E280	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	dalchdy	MC031	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zieltransfer; Schluss	AL+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
281	PROSE_EVENT	BIOLOGICAL	B3	f83r	F094	E281	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qotchedy	MC057	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgetransfer; Schluss	OT+DY+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
282	PROSE_EVENT	BIOLOGICAL	B3	f83r	F095	E282	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	lchedy	MC155	LOCAL_CARD_WITH_COMMON_AXIS	NONE	abführen; Schluss	CHED~CHD+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
283	PROSE_EVENT	BIOLOGICAL	B3	f83r	F096	E283	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	tchedy	MC025	LOCAL_CARD_WITH_COMMON_AXIS	NONE	überführen; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
284	PROSE_EVENT	BIOLOGICAL	B3	f83r	F097	E284	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokchdy	MC088	LOCAL_CARD_WITH_COMMON_AXIS	NONE	einführen; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
285	PROSE_EVENT	BIOLOGICAL	B3	f83r	F098	E285	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	cheedar	MC042	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Quelltransfer	AR+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
286	PROSE_EVENT	BIOLOGICAL	B3	f83r	F098	E286	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	chldaiin	MC144	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Sollabsetzung	AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
287	PROSE_EVENT	BIOLOGICAL	B3	f83r	F098	E287	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
288	PROSE_EVENT	BIOLOGICAL	B3	f83r	F098	E288	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	qokain	MC017	PROSE_COMPONENT_CARD	NONE	Anteil zugeben	AIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
289	PROSE_EVENT	BIOLOGICAL	B3	f83r	F098	E289	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	checthy	MC161	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bereit	Y+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
290	PROSE_EVENT	BIOLOGICAL	B3	f83r	F098	E290	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	chealror	MC146	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zielbereitung	AL+OR	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
291	PROSE_EVENT	BIOLOGICAL	B3	f83r	F099	E291	Hauptpaar am sichtbaren ungerichteten Bogen	solkeedy	MC045	PROSE_COMPONENT_CARD	NONE	lange sammeln; Schluss	EE+SOLK	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
292	PROSE_EVENT	BIOLOGICAL	B3	f83r	F100	E292	Hauptpaar am sichtbaren ungerichteten Bogen	qoteedy	MC173	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange Folgestufe; Schluss	OT+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
293	PROSE_EVENT	BIOLOGICAL	B3	f83r	F101	E293	Hauptpaar am sichtbaren ungerichteten Bogen	qokeey	MC002	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken	OK+Y+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
294	PROSE_EVENT	BIOLOGICAL	B3	f83r	F101	E294	Hauptpaar am sichtbaren ungerichteten Bogen	qokedy	MC083	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz einwirken; Schluss	OK+DY+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
295	PROSE_EVENT	BIOLOGICAL	B3	f83r	F102	E295	Hauptpaar am sichtbaren ungerichteten Bogen	sol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
296	PROSE_EVENT	BIOLOGICAL	B3	f83r	F102	E296	Hauptpaar am sichtbaren ungerichteten Bogen	cheeety	MC094	PROSE_COMPONENT_CARD	NONE	Vollteil	EEE+TY	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
297	PROSE_EVENT	BIOLOGICAL	B3	f83r	F102	E297	Hauptpaar am sichtbaren ungerichteten Bogen	qokedy	MC083	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz einwirken; Schluss	OK+DY+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
298	PROSE_EVENT	BIOLOGICAL	B3	f83r	F103	E298	Hauptpaar am sichtbaren ungerichteten Bogen	qoky	MC026	COMMON_PORTABLE_CARD	einsetzen	einsetzen	OK+Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
299	PROSE_EVENT	BIOLOGICAL	B3	f83r	F103	E299	Hauptpaar am sichtbaren ungerichteten Bogen	saiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
300	PROSE_EVENT	BIOLOGICAL	B3	f83r	F104	E300	Hauptpaar am sichtbaren ungerichteten Bogen	schedair	MC116	PROSE_COMPONENT_CARD	NONE	Weiterlauf	AIR	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
301	PROSE_EVENT	BIOLOGICAL	B3	f83r	F104	E301	Hauptpaar am sichtbaren ungerichteten Bogen	otchedy	MC057	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgetransfer; Schluss	OT+DY+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
302	PROSE_EVENT	BIOLOGICAL	B3	f83r	F105	E302	Hauptpaar am sichtbaren ungerichteten Bogen	qokeedy	MC082	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken; Schluss	OK+DY+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
303	PROSE_EVENT	BIOLOGICAL	B3	f83r	F106	E303	Hauptpaar am sichtbaren ungerichteten Bogen	chedain	MC145	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Anteilstransfer	CHED~CHD+AIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
304	PROSE_EVENT	BIOLOGICAL	B3	f83r	F106	E304	Hauptpaar am sichtbaren ungerichteten Bogen	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
305	PROSE_EVENT	BIOLOGICAL	B3	f83r	F106	E305	Hauptpaar am sichtbaren ungerichteten Bogen	qotedaiin	MC018	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurzsoll	OT+AIIN+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
306	PROSE_EVENT	BIOLOGICAL	B3	f83r	F106	E306	Hauptpaar am sichtbaren ungerichteten Bogen	otaiin	MC060	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgemaß	OT+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
307	PROSE_EVENT	BIOLOGICAL	B3	f83r	F106	E307	Hauptpaar am sichtbaren ungerichteten Bogen	otedy	MC135	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurzfolge; Schluss	OT+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
308	PROSE_EVENT	BIOLOGICAL	B3	f83r	F107	E308	Hauptpaar am sichtbaren ungerichteten Bogen	ldy	MC004	LOCAL_CARD_WITH_COMMON_AXIS	NONE	abziehen; Schluss	DY+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
309	PROSE_EVENT	BIOLOGICAL	B3	f83r	F108	E309	Hauptpaar am sichtbaren ungerichteten Bogen	soiiin	MC033	PROSE_COMPONENT_CARD	NONE	Arbeitsstufe	IIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
310	PROSE_EVENT	BIOLOGICAL	B3	f83r	F108	E310	Hauptpaar am sichtbaren ungerichteten Bogen	checthy	MC161	LOCAL_CARD_WITH_COMMON_AXIS	NONE	bereit	Y+CTH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
311	PROSE_EVENT	BIOLOGICAL	B3	f83r	F108	E311	Hauptpaar am sichtbaren ungerichteten Bogen	chety	MC086	PROSE_COMPONENT_CARD	NONE	Teil	TY	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
312	PROSE_EVENT	BIOLOGICAL	B3	f83r	F108	E312	Hauptpaar am sichtbaren ungerichteten Bogen	otaiin	MC060	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Folgemaß	OT+AIIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
313	PROSE_EVENT	BIOLOGICAL	B3	f83r	F108	E313	Hauptpaar am sichtbaren ungerichteten Bogen	olsaly	MC078	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zwischenziel	AL+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
314	PROSE_EVENT	BIOLOGICAL	B3	f83r	F108	E314	Hauptpaar am sichtbaren ungerichteten Bogen	shedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
315	PROSE_EVENT	BIOLOGICAL	B4	f83r	F109	E315	Hauptpaar am sichtbaren ungerichteten Bogen	qokeedy	MC082	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken; Schluss	OK+DY+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
316	PROSE_EVENT	BIOLOGICAL	B4	f83r	F110	E316	Hauptpaar am sichtbaren ungerichteten Bogen	qolchey	MC162	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Weiterposten	OL+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
317	PROSE_EVENT	BIOLOGICAL	B4	f83r	F110	E317	Hauptpaar am sichtbaren ungerichteten Bogen	qokeey	MC002	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken	OK+Y+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
318	PROSE_EVENT	BIOLOGICAL	B4	f83r	F110	E318	Hauptpaar am sichtbaren ungerichteten Bogen	qokedy	MC083	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz einwirken; Schluss	OK+DY+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
319	PROSE_EVENT	BIOLOGICAL	B4	f83r	F111	E319	Hauptpaar am sichtbaren ungerichteten Bogen	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
320	PROSE_EVENT	BIOLOGICAL	B4	f83r	F111	E320	Hauptpaar am sichtbaren ungerichteten Bogen	otal	MC093	LOCAL_CARD_WITH_COMMON_AXIS	NONE	danach dorthin	OT+AL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
321	PROSE_EVENT	BIOLOGICAL	B4	f83r	F112	E321	Hauptpaar am sichtbaren ungerichteten Bogen	otchey	MC171	COMMON_PORTABLE_CARD	das nächste	das nächste	OT+Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
322	PROSE_EVENT	BIOLOGICAL	B4	f83r	F112	E322	Hauptpaar am sichtbaren ungerichteten Bogen	qokeey	MC002	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken	OK+Y+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
323	PROSE_EVENT	BIOLOGICAL	B4	f83r	F112	E323	Hauptpaar am sichtbaren ungerichteten Bogen	qoky	MC026	COMMON_PORTABLE_CARD	einsetzen	einsetzen	OK+Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
324	PROSE_EVENT	BIOLOGICAL	B4	f83r	F112	E324	Hauptpaar am sichtbaren ungerichteten Bogen	tol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
