master_card_id	master_form	registered_surfaces	surface_count	current_value_de	syntactic_type	event_count	records	component_class	component_formula	component_reading_snapshot_de	teaching_symbol	reader_normalization_families	previous_current_value_de	r221_revision
MC110	chkeedy	chkeedy	1	Langwärmen; Schluss	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+DY_CLOSE	länger wärmen; Schluss	P	MASTER_ONLY	Langwärmen; Schluss	UNCHANGED
MC111	shfydaiin	shfydaiin	1	Stehzeit	LEARNED_QUANTITY_OR_STAGE	1	H3	PRODUCTIVE_COMPOSITION	SHFY_STAND+AIIN_MEASURE	Standmaß	P	MASTER_ONLY	Stehzeit	UNCHANGED
MC112	octheol	octheol	1	Fortsetzung vorbereiten	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	CTH_READY+OL_CONTINUE	bereit weiterfuehren	P	MASTER_ONLY	Fortsetzung vorbereiten	UNCHANGED
MC113	shedal	shedal	1	am Ziel absetzen	TARGET_STATE_ACTION	2	B3|B5	PRODUCTIVE_COMPOSITION	SHED_SETTLE+AL_TO	dort absetzen	P	MASTER_ONLY	am Ziel absetzen	UNCHANGED
MC114	sh	sh	1	Stängel	LEARNED_PROCESS_OR_STATE	1	H5	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	Staengel	W	MASTER_ONLY	Stängel	UNCHANGED
MC115	qoctholy	qoctholy	1	bereiter Folgeposten	LEARNED_PROCESS_OR_STATE	1	H2	PRODUCTIVE_COMPOSITION	CTH_READY+OL_CONTINUE+Y_CURRENT	bereiten Posten weiterfuehren	P	MASTER_ONLY	bereiter Folgeposten	UNCHANGED
MC116	schedair	schedair	1	Weiterlauf	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	SCHED_LEAD+AIR_WATER	Wasser weiterleiten	P	MASTER_ONLY	Weiterlauf	UNCHANGED
MC117	kchy	kchy	1	Bearbeiten	LEARNED_LOCAL_ACTION	1	H3	PRODUCTIVE_COMPOSITION	KCH_PROCESS+Y_CURRENT	diesen Posten bearbeiten	P	MASTER_ONLY	Bearbeiten	UNCHANGED
MC118	ly	ly	1	Auffanggefäß	LEARNED_TRANSFER_OR_ADDRESS	1	B1	MEMORIZED_WHOLE_CARD	MEMORIZED_VESSEL_CARD	Gefaess	W	MASTER_ONLY	Auffanggefäß	UNCHANGED
MC119	cheey	cheey|shey	2	Ergebnis	PRODUCT_OBJECT	4	B2|B4|H3	MEMORIZED_WHOLE_CARD	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	W	R10_PAIRED_ALLOGRAPH	Freigabewert	THREE_OWNER_SIMPLIFICATION
MC120	okaiin	okaiin|qokaiin	2	bemessen	QUANTITY_ACTION	9	B1|B2|B3|H4	PRODUCTIVE_COMPOSITION	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	P	R1_Q_ACTIVE	bemessen	UNCHANGED
MC121	otar	otar	1	Folgequelle	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	OT_NEXT+AR_FROM	danach von dort	P	MASTER_ONLY	Folgequelle	UNCHANGED
MC122	kchey	kchey	1	Kurzbearbeitung	LEARNED_PROCESS_OR_STATE	1	H5	PRODUCTIVE_COMPOSITION	KCH_PROCESS+E_SHORT+Y_CURRENT	diesen Posten kurz bearbeiten	P	MASTER_ONLY	Kurzbearbeitung	UNCHANGED
MC123	chey	chey|chy|dy|shy|sy|y	6	dies	ITEM_ANAPHOR	18	B1|B2|B3|B4|B6|H2|H3|H4	PRODUCTIVE_COMPOSITION	Y_CURRENT_ITEM_CARD	dieser Posten	P	R4_Y_REFERENT	dies	UNCHANGED
MC124	lkedy	lkedy	1	Kurzabzug; Schluss	LEARNED_PROCESS_OR_STATE	1	B4	MEMORIZED_WHOLE_CARD	LKEDY_REWASH_WHOLE+CLOSE	nachwaschen	W	MASTER_ONLY	Kurzabzug; Schluss	UNCHANGED
MC125	chochor	chochor	1	Zugabeansatz	LEARNED_OBJECT	1	H5	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+OR_BATCH	Zutatenansatz	P	MASTER_ONLY	Zugabeansatz	UNCHANGED
MC126	pchedal	pchedal	1	Zielzuführung	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	P_IN+CHED_TRANSFER+AL_TO	Einlass	P	MASTER_ONLY	Zielzuführung	UNCHANGED
MC127	lched	lched	1	Abführung	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER	abführen	P	MASTER_ONLY	Abführung	UNCHANGED
MC128	cheedy	cheedy|shedy|tedy	3	kurz absetzen; Schluss	TERMINAL_ACTION	12	B1|B2|B3|B4	PRODUCTIVE_COMPOSITION	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	P	R9_CHEDY_CLOSE	kurz absetzen; Schluss	UNCHANGED
MC129	cfhy	cfhy	1	auswringen	LEARNED_PROCESS_OR_PATH	1	H3	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	auswringen	W	MASTER_ONLY	auswringen	UNCHANGED
MC130	lsho	lsho	1	Waschgang	LEARNED_PROCESS_OR_PATH	1	B1	PRODUCTIVE_COMPOSITION	LSH_WASH	Waschgang	P	MASTER_ONLY	Waschgang	UNCHANGED
MC131	choy	choy	1	Zugabeposten	LEARNED_OBJECT	1	H5	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+Y_CURRENT	diese Zutat	P	MASTER_ONLY	Zugabeposten	UNCHANGED
MC132	sheckhy	sheckhy	1	Kurzpassage	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	CKH_THROUGH+E_SHORT+Y_CURRENT	kurz durchleiten	P	MASTER_ONLY	Kurzpassage	UNCHANGED
MC133	lcheckhedy	lcheckhedy	1	Trennabzug; Schluss	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+CKHE_STRAIN+TERMINAL	abseihen; Schluss	P	MASTER_ONLY	Trennabzug; Schluss	UNCHANGED
MC134	qolky	qolky	1	Weiterweg	LEARNED_ORDER_OR_LINK	1	B1	PRODUCTIVE_COMPOSITION	Q_FRAME+OL_CONTINUE+KY_PATH	weiterfuehren	P	MASTER_ONLY	Weiterweg	UNCHANGED
MC135	otedy	otedy	1	Kurzfolge; Schluss	LEARNED_PROCESS_OR_STATE	2	B3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_1+CLOSE	kurze Folge; Schluss	P	MASTER_ONLY	Kurzfolge; Schluss	UNCHANGED
MC136	kchoar	kchoar	1	bearbeiteter Quellauszug	LEARNED_OBJECT	1	H5	PRODUCTIVE_COMPOSITION	K_HULL+CHEO_EXTRACT+AR_FROM	Auszug daraus	P	MASTER_ONLY	bearbeiteter Quellauszug	UNCHANGED
MC137	shecthy	shecthy	1	Kurzvorbereitung	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	CTH_READY+E_SHORT+Y_CURRENT	kurz bereit halten	P	MASTER_ONLY	Kurzvorbereitung	UNCHANGED
MC138	dshedy	dshedy	1	Frischwasser zugeben; Schluss	LEARNED_PROCESS_OR_STATE	1	B2	MEMORIZED_WHOLE_CARD	DSHE_FRESH_WATER+DY_CLOSE	Frischwasser	W	MASTER_ONLY	Frischwasser zugeben; Schluss	UNCHANGED
MC139	dchdy	dchdy	1	Transfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	D+CHD_TRANSFER+CLOSE	umsetzen; Schluss	P	MASTER_ONLY	Transfer; Schluss	UNCHANGED
MC140	qokeeedy	qokeeedy	1	Volleinsatz; Schluss	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_3+DY_CLOSE	vollständig ansetzen; Schluss	P	MASTER_ONLY	Volleinsatz; Schluss	UNCHANGED
MC141	tshey	tshey	1	Folgeklarlauf	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	T_FRAME+SHEY_CLEAR_FLOW	Klarlauf	P	MASTER_ONLY	Folgeklarlauf	UNCHANGED
MC142	dchol	dchol|schol	2	vom vorigen	SOURCE_ANAPHOR	2	H3|H5	MEMORIZED_WHOLE_CARD	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	Voriges	W	R10_PAIRED_ALLOGRAPH	vom vorigen	UNCHANGED
MC143	shckhedy	shckhedy	1	durchlassen; Schluss	TERMINAL_ACTION	3	B1|B4	PRODUCTIVE_COMPOSITION	CKHE_STRAIN+TERMINAL	seihen; Schluss	P	MASTER_ONLY	durchlassen; Schluss	UNCHANGED
MC144	chldaiin	chldaiin	1	Sollabsetzung	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	CHLD_SETTLE+AIIN_MEASURE	Absetzmaß	P	MASTER_ONLY	Sollabsetzung	UNCHANGED
MC145	chedain	chedain	1	Anteilstransfer	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+AIN_PORTION	Portion umsetzen	P	MASTER_ONLY	Anteilstransfer	UNCHANGED
MC146	chealror	chealror	1	Zielbereitung	LEARNED_OBJECT	1	B3	PRODUCTIVE_COMPOSITION	AL_TO+R_FRAME+OR_BATCH	Ansatz von dort zur Zielstelle	P	MASTER_ONLY	Zielbereitung	UNCHANGED
MC147	cheky	cheky	1	kurz wärmen	ACTION	3	B1|B4	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_1+Y_CURRENT_ITEM	kurz wärmen	P	MASTER_ONLY	kurz wärmen	UNCHANGED
MC148	ykan	ykan	1	zweite Portion	LEARNED_QUANTITY_OR_STAGE	1	H4	PRODUCTIVE_COMPOSITION	Y_ITEM+AIN_PORTION	dieser Anteil	P	MASTER_ONLY	zweite Portion	UNCHANGED
MC149	solshedy	solshedy	1	Folgeabsetzen; Schluss	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	OL_CONTINUE+SHED_SETTLE+CLOSE	weiter absetzen; Schluss	P	MASTER_ONLY	Folgeabsetzen; Schluss	UNCHANGED
MC150	okeeol	okeeol	1	Langfortsetzung	LEARNED_PROCESS_OR_STATE	1	B4	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+OL_CONTINUE	länger fortführen	P	MASTER_ONLY	Langfortsetzung	UNCHANGED
MC151	qokshedy	qokshedy	1	Einsatzabsetzen; Schluss	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	OK_SET+SHED_SETTLE+CLOSE	absetzen; Schluss	P	MASTER_ONLY	Einsatzabsetzen; Schluss	UNCHANGED
MC152	ches	ches	1	teilen	LEARNED_LOCAL_ACTION	1	B2	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	teilen	W	MASTER_ONLY	teilen	UNCHANGED
MC153	cheol	cheol|chol|ol|qol|sol|tol	6	weiter	CONTINUATION_LINK	19	B1|B3|B4|B5|B6|H1|H2	PRODUCTIVE_COMPOSITION	OL_CONTINUE	fortsetzen	P	R1_Q_ACTIVE|R5_OL_CONTINUE	weiter	UNCHANGED
MC154	al	al|chal|cheal|dal|sal|tal	6	dorthin	TARGET_ANAPHOR	10	B1|B2|B3|B4|B5|H5	PRODUCTIVE_COMPOSITION	AL_TO	dorthin	P	R3_AL_TARGET	dorthin	UNCHANGED
MC155	lchedy	lchedy	1	abführen; Schluss	TERMINAL_ACTION	8	B2|B3|B4	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	P	MASTER_ONLY	abführen; Schluss	UNCHANGED
MC156	cphy	cphy	1	nachseihen	LEARNED_PROCESS_OR_PATH	1	H3	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	nachseihen	W	MASTER_ONLY	nachseihen	UNCHANGED
MC157	cholor	cholor|olor	2	derselbe Ansatz	CARRIED_PREPARATION	2	B1|H2	PRODUCTIVE_COMPOSITION	OL_CONTINUE+OR_BATCH	Fortsetzungsansatz	P	R10_PAIRED_ALLOGRAPH	derselbe Ansatz	UNCHANGED
MC158	cthoor	cthoor	1	Vorbereitung	LEARNED_OBJECT	1	H1	PRODUCTIVE_COMPOSITION	CTH_READY+OR_BATCH	Ansatz bereit	P	MASTER_ONLY	Vorbereitung	UNCHANGED
MC159	os	os	1	Aufnahmegefäß	LEARNED_OBJECT	1	H1	MEMORIZED_WHOLE_CARD	MEMORIZED_VESSEL_CARD	Gefaess	W	MASTER_ONLY	Aufnahmegefäß	UNCHANGED
MC160	talam	talam	1	Verwahrort	LEARNED_TRANSFER_OR_ADDRESS	1	H4	PRODUCTIVE_COMPOSITION	T_STORE_FRAME+AL_TO+AM_STORE	am Ziel verwahren	P	MASTER_ONLY	Verwahrort	UNCHANGED
MC161	checthy	checthy|cthy|shcthy	3	bereit	STATE	7	B3|H1|H2|H3	PRODUCTIVE_COMPOSITION	CTH_READY+Y_CURRENT	bereit	P	R8_CTH_STATE	bereit	UNCHANGED
MC162	qolchey	qolchey	1	Weiterposten	LEARNED_ORDER_OR_LINK	1	B4	PRODUCTIVE_COMPOSITION	OL_CONTINUE+Y_CURRENT	diesen Posten weiterfuehren	P	MASTER_ONLY	Weiterposten	UNCHANGED
MC163	qotchol	qotchol	1	Folgegang	LEARNED_ORDER_OR_LINK	1	H1	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OL_CONTINUE	danach weiterfuehren	P	MASTER_ONLY	Folgegang	UNCHANGED
MC164	qokylddy	qokylddy	1	befestigen; Schluss	LEARNED_APPLICATION_ACTION	1	B4	MEMORIZED_WHOLE_CARD	OK+Y_ITEM+LDDY_FASTEN_CLOSE	befestigen	W	MASTER_ONLY	befestigen; Schluss	UNCHANGED
MC165	qockhey	qockhey	1	Kurzdurchgang	LEARNED_PROCESS_OR_PATH	1	B4	PRODUCTIVE_COMPOSITION	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	kurzen Durchlauf ansetzen	P	MASTER_ONLY	Kurzdurchgang	UNCHANGED
MC166	chkeey	chkeey	1	Langwärmen	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+Y_CURRENT	länger wärmen	P	MASTER_ONLY	Langwärmen	UNCHANGED
MC167	lochedy	lochedy	1	Abführung; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	Rest abfuehren; Schluss	P	MASTER_ONLY	Abführung; Schluss	UNCHANGED
MC168	lcheckhy	lcheckhy	1	Abführpassage	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+CKH_THROUGH+Y_ITEM	Ausgangsdurchlass	P	MASTER_ONLY	Abführpassage	UNCHANGED
MC169	cthaiin	cthaiin	1	Sollvorbereitung	LEARNED_PROCESS_OR_STATE	1	H2	PRODUCTIVE_COMPOSITION	CTH_READY+AIIN_MEASURE	Fertigmaß	P	MASTER_ONLY	Sollvorbereitung	UNCHANGED
MC170	ykaiin	ykaiin	1	Sollportion	LEARNED_QUANTITY_OR_STAGE	1	H4	PRODUCTIVE_COMPOSITION	Y_ITEM+AIIN_MEASURE	Postenmaß	P	MASTER_ONLY	Sollportion	UNCHANGED
MC171	otchey	otchey	1	das nächste	ORDER_ANAPHOR	2	B4|H5	PRODUCTIVE_COMPOSITION	OT_FOLLOW+Y_CURRENT_ITEM	Folgeposten	P	MASTER_ONLY	das nächste	UNCHANGED
MC172	daiiin	daiiin	1	Endstufe	LEARNED_QUANTITY_OR_STAGE	1	B5	PRODUCTIVE_COMPOSITION	DA+IIN_PORT_GRADE	Öffnungsstufe	P	MASTER_ONLY	Endstufe	UNCHANGED
MC173	qoteedy	qoteedy	1	lange Folgestufe; Schluss	TERMINAL_ORDERED_STATE	2	B2|B3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_2+CLOSE	lange Folge; Schluss	P	MASTER_ONLY	lange Folgestufe; Schluss	UNCHANGED
