case_id	policy	model	edition	block	source_group_id	locus	group_index	raw	role	head_id	head_raw	participant_id	participant_raw	participant_role	status	head_cross_line	head_gap_groups	unknown_head_gap_groups	participant_gap_groups	unknown_participant_gap_groups	audit_gap_basis	intervening_bare_nominals	intervening_copulas	material_mentions_after_flow	immediate_path_id	immediate_path_reading	meaning_confirmed
NOMINAL_BACK|M|IT2a|f77r.15|G007	NOMINAL_BACK	M	IT2a	f77r:P1	IT2a|f77r.15|G007	f77r.15	7	qokeedy	FLOW	IT2a|f77r.15|G004	shedy	IT2a|f77r.15|G004	shedy	MATERIAL	COMPATIBLE	False	2	1	2	1	participant	[]	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.16|G007	NOMINAL_BACK	M	IT2a	f77r:P1	IT2a|f77r.16|G007	f77r.16	7	qokeedy	FLOW	IT2a|f77r.16|G005	shedy	IT2a|f77r.16|G005	shedy	MATERIAL	COMPATIBLE	False	1	1	1	1	participant	[]	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.17|G008	NOMINAL_BACK	M	IT2a	f77r:P1	IT2a|f77r.17|G008	f77r.17	8	qokeedy	FLOW	IT2a|f77r.16|G005	shedy	IT2a|f77r.16|G005	shedy	MATERIAL	COMPATIBLE	True	10	7	10	7	participant	[]	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.19|G001	NOMINAL_BACK	M	IT2a	f77r:P1	IT2a|f77r.19|G001	f77r.19	1	qokeedy	FLOW	IT2a|f77r.16|G005	shedy	IT2a|f77r.16|G005	shedy	MATERIAL	COMPATIBLE	True	22	18	22	18	participant	[]	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.19|G004	NOMINAL_BACK	M	IT2a	f77r:P1	IT2a|f77r.19|G004	f77r.19	4	qokeedy	FLOW	IT2a|f77r.16|G005	shedy	IT2a|f77r.16|G005	shedy	MATERIAL	COMPATIBLE	True	25	20	25	20	participant	[]	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.19|G005	NOMINAL_BACK	M	IT2a	f77r:P1	IT2a|f77r.19|G005	f77r.19	5	qokeedy	FLOW	IT2a|f77r.16|G005	shedy	IT2a|f77r.16|G005	shedy	MATERIAL	COMPATIBLE	True	26	20	26	20	participant	[]	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.20|G003	NOMINAL_BACK	M	IT2a	f77r:P1	IT2a|f77r.20|G003	f77r.20	3	qokeedy	FLOW	IT2a|f77r.16|G005	shedy	IT2a|f77r.16|G005	shedy	MATERIAL	COMPATIBLE	True	33	26	33	26	participant	[]	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.21|G003	NOMINAL_BACK	M	IT2a	f77r:P1	IT2a|f77r.21|G003	f77r.21	3	qokeedy	FLOW	IT2a|f77r.21|G002	shedy	IT2a|f77r.21|G002	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.23|G006	NOMINAL_BACK	M	IT2a	f77r:P1	IT2a|f77r.23|G006	f77r.23	6	qokeedy	FLOW	IT2a|f77r.21|G002	shedy	IT2a|f77r.21|G002	shedy	MATERIAL	COMPATIBLE	True	21	18	21	18	participant	[]	[]	[]			False
LOCAL|M|IT2a|f77r.26|G002	LOCAL	M	IT2a	f77r:P2	IT2a|f77r.26|G002	f77r.26	2	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]	IT2a|f77r.26|G003	aus dem Rohr	False
LOCAL|M|IT2a|f77r.27|G005	LOCAL	M	IT2a	f77r:P2	IT2a|f77r.27|G005	f77r.27	5	qokeedy	FLOW	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]	IT2a|f77r.27|G006	aus der Mündung	False
LOCAL|M|IT2a|f77r.29|G003	LOCAL	M	IT2a	f77r:P2	IT2a|f77r.29|G003	f77r.29	3	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|IT2a|f77r.29|G004	LOCAL	M	IT2a	f77r:P2	IT2a|f77r.29|G004	f77r.29	4	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|IT2a|f77r.36|G006	LOCAL	M	IT2a	f77r:P2	IT2a|f77r.36|G006	f77r.36	6	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|M|IT2a|f77r.26|G002	TYPED_BACK	M	IT2a	f77r:P2	IT2a|f77r.26|G002	f77r.26	2	qokeedy	FLOW	IT2a|f77r.25|G003	shedy	IT2a|f77r.25|G003	shedy	MATERIAL	COMPATIBLE	True	6	5	6	5	participant	[]	[]	[]	IT2a|f77r.26|G003	aus dem Rohr	False
TYPED_BACK|M|IT2a|f77r.27|G005	TYPED_BACK	M	IT2a	f77r:P2	IT2a|f77r.27|G005	f77r.27	5	qokeedy	FLOW	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]	IT2a|f77r.27|G006	aus der Mündung	False
TYPED_BACK|M|IT2a|f77r.29|G003	TYPED_BACK	M	IT2a	f77r:P2	IT2a|f77r.29|G003	f77r.29	3	qokeedy	FLOW	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	True	10	7	10	7	participant	[]	"[""IT2a|f77r.28|G003""]"	[]			False
TYPED_BACK|M|IT2a|f77r.29|G004	TYPED_BACK	M	IT2a	f77r:P2	IT2a|f77r.29|G004	f77r.29	4	qokeedy	FLOW	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	True	11	7	11	7	participant	[]	"[""IT2a|f77r.28|G003""]"	[]			False
TYPED_BACK|M|IT2a|f77r.36|G006	TYPED_BACK	M	IT2a	f77r:P2	IT2a|f77r.36|G006	f77r.36	6	qokeedy	FLOW	IT2a|f77r.34|G002	shedy	IT2a|f77r.34|G002	shedy	MATERIAL	COMPATIBLE	True	20	15	20	15	participant	"[""IT2a|f77r.35|G002""]"	"[""IT2a|f77r.35|G004""]"	[]			False
NOMINAL_BACK|M|IT2a|f77r.26|G002	NOMINAL_BACK	M	IT2a	f77r:P2	IT2a|f77r.26|G002	f77r.26	2	qokeedy	FLOW	IT2a|f77r.25|G003	shedy	IT2a|f77r.25|G003	shedy	MATERIAL	COMPATIBLE	True	6	5	6	5	participant	[]	[]	[]	IT2a|f77r.26|G003	aus dem Rohr	False
NOMINAL_BACK|M|IT2a|f77r.27|G005	NOMINAL_BACK	M	IT2a	f77r:P2	IT2a|f77r.27|G005	f77r.27	5	qokeedy	FLOW	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]	IT2a|f77r.27|G006	aus der Mündung	False
NOMINAL_BACK|M|IT2a|f77r.29|G003	NOMINAL_BACK	M	IT2a	f77r:P2	IT2a|f77r.29|G003	f77r.29	3	qokeedy	FLOW	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	True	10	7	10	7	participant	[]	"[""IT2a|f77r.28|G003""]"	[]			False
NOMINAL_BACK|M|IT2a|f77r.29|G004	NOMINAL_BACK	M	IT2a	f77r:P2	IT2a|f77r.29|G004	f77r.29	4	qokeedy	FLOW	IT2a|f77r.27|G004	shedy	IT2a|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	True	11	7	11	7	participant	[]	"[""IT2a|f77r.28|G003""]"	[]			False
NOMINAL_BACK|M|IT2a|f77r.36|G006	NOMINAL_BACK	M	IT2a	f77r:P2	IT2a|f77r.36|G006	f77r.36	6	qokeedy	FLOW	IT2a|f77r.35|G002	okaiin	IT2a|f77r.35|G002	okaiin	VESSEL	TYPE_CONFLICT	True	11	9	11	9	participant	[]	"[""IT2a|f77r.35|G004""]"	[]			False
LOCAL|M|IT2a|f77r.42|G001	LOCAL	M	IT2a	f77r:P3	IT2a|f77r.42|G001	f77r.42	1	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]	IT2a|f77r.42|G002	aus der Mündung	False
LOCAL|M|IT2a|f77r.42|G003	LOCAL	M	IT2a	f77r:P3	IT2a|f77r.42|G003	f77r.42	3	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|IT2a|f77r.42|G004	LOCAL	M	IT2a	f77r:P3	IT2a|f77r.42|G004	f77r.42	4	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|M|IT2a|f77r.42|G001	TYPED_BACK	M	IT2a	f77r:P3	IT2a|f77r.42|G001	f77r.42	1	qokeedy	FLOW	IT2a|f77r.38|G008	shedy	IT2a|f77r.38|G008	shedy	MATERIAL	COMPATIBLE	True	24	22	24	22	participant	"[""IT2a|f77r.40|G004""]"	[]	[]	IT2a|f77r.42|G002	aus der Mündung	False
TYPED_BACK|M|IT2a|f77r.42|G003	TYPED_BACK	M	IT2a	f77r:P3	IT2a|f77r.42|G003	f77r.42	3	qokeedy	FLOW	IT2a|f77r.38|G008	shedy	IT2a|f77r.38|G008	shedy	MATERIAL	COMPATIBLE	True	26	22	26	22	participant	"[""IT2a|f77r.40|G004""]"	[]	[]			False
TYPED_BACK|M|IT2a|f77r.42|G004	TYPED_BACK	M	IT2a	f77r:P3	IT2a|f77r.42|G004	f77r.42	4	qokeedy	FLOW	IT2a|f77r.38|G008	shedy	IT2a|f77r.38|G008	shedy	MATERIAL	COMPATIBLE	True	27	22	27	22	participant	"[""IT2a|f77r.40|G004""]"	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.42|G001	NOMINAL_BACK	M	IT2a	f77r:P3	IT2a|f77r.42|G001	f77r.42	1	qokeedy	FLOW	IT2a|f77r.40|G004	okaiin	IT2a|f77r.40|G004	okaiin	VESSEL	TYPE_CONFLICT	True	12	11	12	11	participant	[]	[]	[]	IT2a|f77r.42|G002	aus der Mündung	False
NOMINAL_BACK|M|IT2a|f77r.42|G003	NOMINAL_BACK	M	IT2a	f77r:P3	IT2a|f77r.42|G003	f77r.42	3	qokeedy	FLOW	IT2a|f77r.40|G004	okaiin	IT2a|f77r.40|G004	okaiin	VESSEL	TYPE_CONFLICT	True	14	11	14	11	participant	[]	[]	[]			False
NOMINAL_BACK|M|IT2a|f77r.42|G004	NOMINAL_BACK	M	IT2a	f77r:P3	IT2a|f77r.42|G004	f77r.42	4	qokeedy	FLOW	IT2a|f77r.40|G004	okaiin	IT2a|f77r.40|G004	okaiin	VESSEL	TYPE_CONFLICT	True	15	11	15	11	participant	[]	[]	[]			False
LOCAL|M|RF1b|f77r.11|G007	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.11|G007	f77r.11	7	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.13|G001	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.13|G001	f77r.13	1	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.14|G007	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.14|G007	f77r.14	7	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.15|G001	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.15|G001	f77r.15	1	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.15|G007	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.15|G007	f77r.15	7	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.16|G007	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.16|G007	f77r.16	7	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.19|G001	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.19|G001	f77r.19	1	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.19|G004	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.19|G004	f77r.19	4	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.19|G005	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.19|G005	f77r.19	5	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.20|G003	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.20|G003	f77r.20	3	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.21|G003	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.21|G003	f77r.21	3	qokeedy	FLOW	RF1b|f77r.21|G002	shedy	RF1b|f77r.21|G002	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]			False
LOCAL|M|RF1b|f77r.23|G006	LOCAL	M	RF1b	f77r:P1	RF1b|f77r.23|G006	f77r.23	6	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.11|G007	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.11|G007	f77r.11	7	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	False	3	3	3	3	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.13|G001	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.13|G001	f77r.13	1	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	14	13	14	13	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.14|G007	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.14|G007	f77r.14	7	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	31	27	31	27	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.15|G001	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.15|G001	f77r.15	1	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	33	28	33	28	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.15|G007	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.15|G007	f77r.15	7	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	39	32	39	32	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.16|G007	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.16|G007	f77r.16	7	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	48	39	48	39	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.19|G001	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.19|G001	f77r.19	1	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	68	55	68	55	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.19|G004	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.19|G004	f77r.19	4	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	71	57	71	57	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.19|G005	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.19|G005	f77r.19	5	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	72	57	72	57	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.20|G003	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.20|G003	f77r.20	3	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	79	63	79	63	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.21|G003	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.21|G003	f77r.21	3	qokeedy	FLOW	RF1b|f77r.21|G002	shedy	RF1b|f77r.21|G002	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.23|G006	TYPED_BACK	M	RF1b	f77r:P1	RF1b|f77r.23|G006	f77r.23	6	qokeedy	FLOW	RF1b|f77r.21|G002	shedy	RF1b|f77r.21|G002	shedy	MATERIAL	COMPATIBLE	True	21	18	21	18	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.11|G007	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.11|G007	f77r.11	7	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	False	3	3	3	3	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.13|G001	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.13|G001	f77r.13	1	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	14	13	14	13	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.14|G007	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.14|G007	f77r.14	7	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	31	27	31	27	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.15|G001	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.15|G001	f77r.15	1	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	33	28	33	28	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.15|G007	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.15|G007	f77r.15	7	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	39	32	39	32	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.16|G007	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.16|G007	f77r.16	7	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	48	39	48	39	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.19|G001	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.19|G001	f77r.19	1	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	68	55	68	55	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.19|G004	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.19|G004	f77r.19	4	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	71	57	71	57	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.19|G005	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.19|G005	f77r.19	5	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	72	57	72	57	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.20|G003	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.20|G003	f77r.20	3	qokeedy	FLOW	RF1b|f77r.11|G003	shedy	RF1b|f77r.11|G003	shedy	MATERIAL	COMPATIBLE	True	79	63	79	63	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.21|G003	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.21|G003	f77r.21	3	qokeedy	FLOW	RF1b|f77r.21|G002	shedy	RF1b|f77r.21|G002	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.23|G006	NOMINAL_BACK	M	RF1b	f77r:P1	RF1b|f77r.23|G006	f77r.23	6	qokeedy	FLOW	RF1b|f77r.21|G002	shedy	RF1b|f77r.21|G002	shedy	MATERIAL	COMPATIBLE	True	21	18	21	18	participant	[]	[]	[]			False
LOCAL|M|RF1b|f77r.27|G005	LOCAL	M	RF1b	f77r:P2	RF1b|f77r.27|G005	f77r.27	5	qokeedy	FLOW	RF1b|f77r.27|G004	shedy	RF1b|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]	RF1b|f77r.27|G006	aus der Mündung	False
LOCAL|M|RF1b|f77r.29|G003	LOCAL	M	RF1b	f77r:P2	RF1b|f77r.29|G003	f77r.29	3	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.29|G004	LOCAL	M	RF1b	f77r:P2	RF1b|f77r.29|G004	f77r.29	4	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.36|G006	LOCAL	M	RF1b	f77r:P2	RF1b|f77r.36|G006	f77r.36	6	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.27|G005	TYPED_BACK	M	RF1b	f77r:P2	RF1b|f77r.27|G005	f77r.27	5	qokeedy	FLOW	RF1b|f77r.27|G004	shedy	RF1b|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]	RF1b|f77r.27|G006	aus der Mündung	False
TYPED_BACK|M|RF1b|f77r.29|G003	TYPED_BACK	M	RF1b	f77r:P2	RF1b|f77r.29|G003	f77r.29	3	qokeedy	FLOW	RF1b|f77r.27|G004	shedy	RF1b|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	True	10	7	10	7	participant	[]	"[""RF1b|f77r.28|G003""]"	[]			False
TYPED_BACK|M|RF1b|f77r.29|G004	TYPED_BACK	M	RF1b	f77r:P2	RF1b|f77r.29|G004	f77r.29	4	qokeedy	FLOW	RF1b|f77r.27|G004	shedy	RF1b|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	True	11	7	11	7	participant	[]	"[""RF1b|f77r.28|G003""]"	[]			False
TYPED_BACK|M|RF1b|f77r.36|G006	TYPED_BACK	M	RF1b	f77r:P2	RF1b|f77r.36|G006	f77r.36	6	qokeedy	FLOW	RF1b|f77r.34|G002	shedy	RF1b|f77r.34|G002	shedy	MATERIAL	COMPATIBLE	True	19	15	19	15	participant	"[""RF1b|f77r.35|G002""]"	"[""RF1b|f77r.35|G004""]"	[]			False
NOMINAL_BACK|M|RF1b|f77r.27|G005	NOMINAL_BACK	M	RF1b	f77r:P2	RF1b|f77r.27|G005	f77r.27	5	qokeedy	FLOW	RF1b|f77r.27|G004	shedy	RF1b|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	False	0	0	0	0	participant	[]	[]	[]	RF1b|f77r.27|G006	aus der Mündung	False
NOMINAL_BACK|M|RF1b|f77r.29|G003	NOMINAL_BACK	M	RF1b	f77r:P2	RF1b|f77r.29|G003	f77r.29	3	qokeedy	FLOW	RF1b|f77r.27|G004	shedy	RF1b|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	True	10	7	10	7	participant	[]	"[""RF1b|f77r.28|G003""]"	[]			False
NOMINAL_BACK|M|RF1b|f77r.29|G004	NOMINAL_BACK	M	RF1b	f77r:P2	RF1b|f77r.29|G004	f77r.29	4	qokeedy	FLOW	RF1b|f77r.27|G004	shedy	RF1b|f77r.27|G004	shedy	MATERIAL	COMPATIBLE	True	11	7	11	7	participant	[]	"[""RF1b|f77r.28|G003""]"	[]			False
NOMINAL_BACK|M|RF1b|f77r.36|G006	NOMINAL_BACK	M	RF1b	f77r:P2	RF1b|f77r.36|G006	f77r.36	6	qokeedy	FLOW	RF1b|f77r.35|G002	okaiin	RF1b|f77r.35|G002	okaiin	VESSEL	TYPE_CONFLICT	True	11	10	11	10	participant	[]	"[""RF1b|f77r.35|G004""]"	[]			False
LOCAL|M|RF1b|f77r.42|G001	LOCAL	M	RF1b	f77r:P3	RF1b|f77r.42|G001	f77r.42	1	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.42|G003	LOCAL	M	RF1b	f77r:P3	RF1b|f77r.42|G003	f77r.42	3	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|M|RF1b|f77r.42|G004	LOCAL	M	RF1b	f77r:P3	RF1b|f77r.42|G004	f77r.42	4	qokeedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|M|RF1b|f77r.42|G001	TYPED_BACK	M	RF1b	f77r:P3	RF1b|f77r.42|G001	f77r.42	1	qokeedy	FLOW	RF1b|f77r.38|G002	shedy	RF1b|f77r.38|G002	shedy	MATERIAL	COMPATIBLE	True	33	30	33	30	participant	"[""RF1b|f77r.40|G004""]"	[]	[]			False
TYPED_BACK|M|RF1b|f77r.42|G003	TYPED_BACK	M	RF1b	f77r:P3	RF1b|f77r.42|G003	f77r.42	3	qokeedy	FLOW	RF1b|f77r.38|G002	shedy	RF1b|f77r.38|G002	shedy	MATERIAL	COMPATIBLE	True	35	31	35	31	participant	"[""RF1b|f77r.40|G004""]"	[]	[]			False
TYPED_BACK|M|RF1b|f77r.42|G004	TYPED_BACK	M	RF1b	f77r:P3	RF1b|f77r.42|G004	f77r.42	4	qokeedy	FLOW	RF1b|f77r.38|G002	shedy	RF1b|f77r.38|G002	shedy	MATERIAL	COMPATIBLE	True	36	31	36	31	participant	"[""RF1b|f77r.40|G004""]"	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.42|G001	NOMINAL_BACK	M	RF1b	f77r:P3	RF1b|f77r.42|G001	f77r.42	1	qokeedy	FLOW	RF1b|f77r.40|G004	okaiin	RF1b|f77r.40|G004	okaiin	VESSEL	TYPE_CONFLICT	True	15	14	15	14	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.42|G003	NOMINAL_BACK	M	RF1b	f77r:P3	RF1b|f77r.42|G003	f77r.42	3	qokeedy	FLOW	RF1b|f77r.40|G004	okaiin	RF1b|f77r.40|G004	okaiin	VESSEL	TYPE_CONFLICT	True	17	15	17	15	participant	[]	[]	[]			False
NOMINAL_BACK|M|RF1b|f77r.42|G004	NOMINAL_BACK	M	RF1b	f77r:P3	RF1b|f77r.42|G004	f77r.42	4	qokeedy	FLOW	RF1b|f77r.40|G004	okaiin	RF1b|f77r.40|G004	okaiin	VESSEL	TYPE_CONFLICT	True	18	15	18	15	participant	[]	[]	[]			False
LOCAL|V|ZL3b|f77r.11|G003	LOCAL	V	ZL3b	f77r:P1	ZL3b|f77r.11|G003	f77r.11	3	shedy	FLOW	ZL3b|f77r.11|G001	qoteedy	ZL3b|f77r.11|G001	qoteedy	PART	COMPATIBLE	False	1	0	1	0	participant	[]	[]	[]			False
