variant	paragraph	locus	mention	form	kind	axis	value	scope	patient	patient_form	phase	rule	debts	row_status
J	f19v|f19v.8-f19v.14	f19v.9	f19v.9:6	oky	STANDALONE	thermal	warm	PHYSICAL	f19v.9:3	chor	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	recorded
J	f19v|f19v.8-f19v.14	f19v.11	f19v.11:1	qotol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f19v.11:1	qotol	0	NOMINAL_INPUT		recorded
J	f19v|f19v.8-f19v.14	f19v.12	f19v.12:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f19v.12:5	otaiin	0	NOMINAL_INPUT		recorded
J	f19v|f19v.8-f19v.14	f19v.13	f19v.13:3	oty	STANDALONE	thermal	cold	PHYSICAL	f19v.13:7	ytaiin	0	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
J	f19v|f19v.8-f19v.14	f19v.13	f19v.13:7	ytaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f19v.13:7	ytaiin	0	NOMINAL_INPUT		recorded
M	f19v|f19v.8-f19v.14	f19v.9	f19v.9:2	oky	STANDALONE	thermal	warm	PHYSICAL	f19v.9:3	chor	0	LOCAL_RIGHT		recorded
M	f19v|f19v.8-f19v.14	f19v.9	f19v.9:5	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f19v.9:3	chor	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f19v.9:4	recorded
M	f19v|f19v.8-f19v.14	f19v.9	f19v.9:6	oky	STANDALONE	thermal	warm	PHYSICAL	f19v.9:3	chor	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	recorded
M	f19v|f19v.8-f19v.14	f19v.11	f19v.11:1	qotol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f19v.11:1	qotol	0	NOMINAL_INPUT		recorded
M	f19v|f19v.8-f19v.14	f19v.12	f19v.12:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f19v.12:5	otaiin	0	NOMINAL_INPUT		recorded
M	f19v|f19v.8-f19v.14	f19v.13	f19v.13:3	oty	STANDALONE	thermal	cold	PHYSICAL	f19v.13:7	ytaiin	0	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
M	f19v|f19v.8-f19v.14	f19v.13	f19v.13:7	ytaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f19v.13:7	ytaiin	0	NOMINAL_INPUT		recorded
B	f22v|f22v.6-f22v.16	f22v.6	f22v.6:2	shy	STANDALONE	moisture	wet	PHYSICAL	f22v.6:3	tchor	0	LOCAL_RIGHT		recorded
B	f22v|f22v.6-f22v.16	f22v.6	f22v.6:4	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f22v.6:4	otaiin	0	NOMINAL_INPUT		recorded
B	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f22v.7:3	qokchol	0	NOMINAL_INPUT		recorded
B	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.7:3	qokchol	0	NOMINAL_INPUT		recorded
B	f22v|f22v.6-f22v.16	f22v.8	f22v.8:3	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.8:3	qokol	0	NOMINAL_INPUT		recorded
B	f22v|f22v.6-f22v.16	f22v.9	f22v.9:2	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f22v.9:2	shody	0	NOMINAL_INPUT		recorded
B	f22v|f22v.6-f22v.16	f22v.9	f22v.9:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f22v.9:2	shody	1	REGISTERED_ACTION_RESULT		recorded
B	f22v|f22v.6-f22v.16	f22v.9	f22v.9:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f22v.9:4	tchol	0	NOMINAL_INPUT		recorded
B	f22v|f22v.6-f22v.16	f22v.9	f22v.9:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f22v.9:5	otaiin	0	NOMINAL_INPUT		recorded
B	f22v|f22v.6-f22v.16	f22v.11	f22v.11:2	oty	STANDALONE	thermal	cold	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
B	f22v|f22v.6-f22v.16	f22v.14	f22v.14:3	shol	STANDALONE	moisture	wet	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
J	f22v|f22v.6-f22v.16	f22v.6	f22v.6:2	shy	STANDALONE	moisture	wet	PHYSICAL	f22v.6:3	tchor	0	LOCAL_RIGHT		recorded
J	f22v|f22v.6-f22v.16	f22v.6	f22v.6:4	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f22v.6:4	otaiin	0	NOMINAL_INPUT		recorded
J	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f22v.7:3	qokchol	0	NOMINAL_INPUT		recorded
J	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.7:3	qokchol	0	NOMINAL_INPUT		recorded
J	f22v|f22v.6-f22v.16	f22v.8	f22v.8:3	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.8:3	qokol	0	NOMINAL_INPUT		recorded
J	f22v|f22v.6-f22v.16	f22v.9	f22v.9:2	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f22v.9:2	shody	0	NOMINAL_INPUT		recorded
J	f22v|f22v.6-f22v.16	f22v.9	f22v.9:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f22v.9:2	shody	1	REGISTERED_ACTION_RESULT		recorded
J	f22v|f22v.6-f22v.16	f22v.9	f22v.9:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f22v.9:4	tchol	0	NOMINAL_INPUT		recorded
J	f22v|f22v.6-f22v.16	f22v.9	f22v.9:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f22v.9:5	otaiin	0	NOMINAL_INPUT		recorded
J	f22v|f22v.6-f22v.16	f22v.11	f22v.11:2	oty	STANDALONE	thermal	cold	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
J	f22v|f22v.6-f22v.16	f22v.14	f22v.14:3	shol	STANDALONE	moisture	wet	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
M	f22v|f22v.6-f22v.16	f22v.6	f22v.6:2	shy	STANDALONE	moisture	wet	PHYSICAL	f22v.6:3	tchor	0	LOCAL_RIGHT		recorded
M	f22v|f22v.6-f22v.16	f22v.6	f22v.6:4	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f22v.6:4	otaiin	0	NOMINAL_INPUT		recorded
M	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f22v.7:3	qokchol	0	NOMINAL_INPUT		recorded
M	f22v|f22v.6-f22v.16	f22v.7	f22v.7:3	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.7:3	qokchol	0	NOMINAL_INPUT		recorded
M	f22v|f22v.6-f22v.16	f22v.8	f22v.8:3	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f22v.8:3	qokol	0	NOMINAL_INPUT		recorded
M	f22v|f22v.6-f22v.16	f22v.9	f22v.9:2	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f22v.9:2	shody	0	NOMINAL_INPUT		recorded
M	f22v|f22v.6-f22v.16	f22v.9	f22v.9:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f22v.9:2	shody	1	REGISTERED_ACTION_RESULT		recorded
M	f22v|f22v.6-f22v.16	f22v.9	f22v.9:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f22v.9:4	tchol	0	NOMINAL_INPUT		recorded
M	f22v|f22v.6-f22v.16	f22v.9	f22v.9:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f22v.9:5	otaiin	0	NOMINAL_INPUT		recorded
M	f22v|f22v.6-f22v.16	f22v.11	f22v.11:2	oty	STANDALONE	thermal	cold	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
M	f22v|f22v.6-f22v.16	f22v.14	f22v.14:3	shol	STANDALONE	moisture	wet	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
B	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f23r.5:2	qokchol	0	NOMINAL_INPUT		recorded
B	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f23r.5:2	qokchol	0	NOMINAL_INPUT		recorded
B	f23r|f23r.4-f23r.5	f23r.5	f23r.5:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f23r.5:2	qokchol	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f23r.5:3	recorded
B	f23r|f23r.4-f23r.5	f23r.5	f23r.5:6	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f23r.5:2	qokchol	2	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
J	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f23r.5:2	qokchol	0	NOMINAL_INPUT		recorded
J	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f23r.5:2	qokchol	0	NOMINAL_INPUT		recorded
J	f23r|f23r.4-f23r.5	f23r.5	f23r.5:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f23r.5:2	qokchol	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f23r.5:3	recorded
J	f23r|f23r.4-f23r.5	f23r.5	f23r.5:6	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f23r.5:2	qokchol	2	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
M	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f23r.5:2	qokchol	0	NOMINAL_INPUT		recorded
M	f23r|f23r.4-f23r.5	f23r.5	f23r.5:2	qokchol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f23r.5:2	qokchol	0	NOMINAL_INPUT		recorded
M	f23r|f23r.4-f23r.5	f23r.5	f23r.5:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f23r.5:2	qokchol	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f23r.5:3	recorded
M	f23r|f23r.4-f23r.5	f23r.5	f23r.5:6	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f23r.5:2	qokchol	2	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
B	f24r|f24r.1-f24r.20	f24r.2	f24r.2:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.2:2	char	0	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	recorded
B	f24r|f24r.1-f24r.20	f24r.6	f24r.6:3	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.6:3	otal	0	NOMINAL_INPUT		recorded
B	f24r|f24r.1-f24r.20	f24r.8	f24r.8:6	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f24r.8:6	qokeol	0	NOMINAL_INPUT		recorded
B	f24r|f24r.1-f24r.20	f24r.11	f24r.11:5	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f24r.11:5	qokain	0	NOMINAL_INPUT		recorded
B	f24r|f24r.1-f24r.20	f24r.12	f24r.12:3	tol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.12:3	tol	0	NOMINAL_INPUT		recorded
B	f24r|f24r.1-f24r.20	f24r.12	f24r.12:4	tod	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.12:4	tod	0	NOMINAL_INPUT		recorded
B	f24r|f24r.1-f24r.20	f24r.16	f24r.16:1	sham	BARE_NOMINAL	moisture	wet	CONSTITUTION	f24r.16:1	sham	0	NOMINAL_INPUT		recorded
B	f24r|f24r.1-f24r.20	f24r.17	f24r.17:3	sham	BARE_NOMINAL	moisture	wet	CONSTITUTION	f24r.17:3	sham	0	NOMINAL_INPUT		recorded
B	f24r|f24r.1-f24r.20	f24r.17	f24r.17:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.17:3	sham	0	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	recorded
B	f24r|f24r.1-f24r.20	f24r.18	f24r.18:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f24r.17:3	sham	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
B	f24r|f24r.1-f24r.20	f24r.18	f24r.18:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f24r.17:3	sham	2	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
B	f24r|f24r.1-f24r.20	f24r.19	f24r.19:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f24r.17:3	sham	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
J	f24r|f24r.1-f24r.20	f24r.2	f24r.2:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.2:2	char	0	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	recorded
J	f24r|f24r.1-f24r.20	f24r.6	f24r.6:3	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.6:3	otal	0	NOMINAL_INPUT		recorded
J	f24r|f24r.1-f24r.20	f24r.8	f24r.8:6	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f24r.8:6	qokeol	0	NOMINAL_INPUT		recorded
J	f24r|f24r.1-f24r.20	f24r.11	f24r.11:5	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f24r.11:5	qokain	0	NOMINAL_INPUT		recorded
J	f24r|f24r.1-f24r.20	f24r.12	f24r.12:3	tol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.12:3	tol	0	NOMINAL_INPUT		recorded
J	f24r|f24r.1-f24r.20	f24r.12	f24r.12:4	tod	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.12:4	tod	0	NOMINAL_INPUT		recorded
J	f24r|f24r.1-f24r.20	f24r.16	f24r.16:1	sham	BARE_NOMINAL	moisture	wet	CONSTITUTION	f24r.16:1	sham	0	NOMINAL_INPUT		recorded
J	f24r|f24r.1-f24r.20	f24r.17	f24r.17:3	sham	BARE_NOMINAL	moisture	wet	CONSTITUTION	f24r.17:3	sham	0	NOMINAL_INPUT		recorded
J	f24r|f24r.1-f24r.20	f24r.17	f24r.17:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.17:3	sham	0	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	recorded
J	f24r|f24r.1-f24r.20	f24r.18	f24r.18:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f24r.17:3	sham	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
J	f24r|f24r.1-f24r.20	f24r.18	f24r.18:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f24r.17:3	sham	2	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
J	f24r|f24r.1-f24r.20	f24r.19	f24r.19:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f24r.17:3	sham	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
M	f24r|f24r.1-f24r.20	f24r.2	f24r.2:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.2:2	char	0	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	recorded
M	f24r|f24r.1-f24r.20	f24r.6	f24r.6:3	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.6:3	otal	0	NOMINAL_INPUT		recorded
M	f24r|f24r.1-f24r.20	f24r.8	f24r.8:6	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f24r.8:6	qokeol	0	NOMINAL_INPUT		recorded
M	f24r|f24r.1-f24r.20	f24r.11	f24r.11:5	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f24r.11:5	qokain	0	NOMINAL_INPUT		recorded
M	f24r|f24r.1-f24r.20	f24r.12	f24r.12:3	tol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.12:3	tol	0	NOMINAL_INPUT		recorded
M	f24r|f24r.1-f24r.20	f24r.12	f24r.12:4	tod	BARE_NOMINAL	thermal	cold	CONSTITUTION	f24r.12:4	tod	0	NOMINAL_INPUT		recorded
M	f24r|f24r.1-f24r.20	f24r.16	f24r.16:1	sham	BARE_NOMINAL	moisture	wet	CONSTITUTION	f24r.16:1	sham	0	NOMINAL_INPUT		recorded
M	f24r|f24r.1-f24r.20	f24r.17	f24r.17:3	sham	BARE_NOMINAL	moisture	wet	CONSTITUTION	f24r.17:3	sham	0	NOMINAL_INPUT		recorded
M	f24r|f24r.1-f24r.20	f24r.17	f24r.17:5	oky	STANDALONE	thermal	warm	PHYSICAL	f24r.17:3	sham	0	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	recorded
M	f24r|f24r.1-f24r.20	f24r.18	f24r.18:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f24r.17:3	sham	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
M	f24r|f24r.1-f24r.20	f24r.18	f24r.18:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f24r.17:3	sham	2	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
M	f24r|f24r.1-f24r.20	f24r.19	f24r.19:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f24r.17:3	sham	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
B	f45v|f45v.5-f45v.11	f45v.5	f45v.5:1	qotol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.5:1	qotol	0	NOMINAL_INPUT		recorded
B	f45v|f45v.5-f45v.11	f45v.5	f45v.5:5	oty	STANDALONE	thermal	cold	PHYSICAL	f45v.5:1	qotol	0	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
B	f45v|f45v.5-f45v.11	f45v.6	f45v.6:5	tod	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.6:5	tod	0	NOMINAL_INPUT		recorded
B	f45v|f45v.5-f45v.11	f45v.7	f45v.7:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f45v.7:2	kchol	0	NOMINAL_INPUT		recorded
B	f45v|f45v.5-f45v.11	f45v.8	f45v.8:6	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.8:6	otor	0	NOMINAL_INPUT		recorded
B	f45v|f45v.5-f45v.11	f45v.9	f45v.9:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f45v.9:2	cthy	1	REGISTERED_ACTION_RESULT		recorded
B	f45v|f45v.5-f45v.11	f45v.10	f45v.10:3	oky	STANDALONE	thermal	warm	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
J	f45v|f45v.5-f45v.11	f45v.5	f45v.5:1	qotol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.5:1	qotol	0	NOMINAL_INPUT		recorded
J	f45v|f45v.5-f45v.11	f45v.5	f45v.5:5	oty	STANDALONE	thermal	cold	PHYSICAL	f45v.5:1	qotol	0	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
J	f45v|f45v.5-f45v.11	f45v.6	f45v.6:5	tod	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.6:5	tod	0	NOMINAL_INPUT		recorded
J	f45v|f45v.5-f45v.11	f45v.7	f45v.7:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f45v.7:2	kchol	0	NOMINAL_INPUT		recorded
J	f45v|f45v.5-f45v.11	f45v.8	f45v.8:6	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.8:6	otor	0	NOMINAL_INPUT		recorded
J	f45v|f45v.5-f45v.11	f45v.9	f45v.9:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f45v.9:2	cthy	1	REGISTERED_ACTION_RESULT		recorded
J	f45v|f45v.5-f45v.11	f45v.10	f45v.10:3	oky	STANDALONE	thermal	warm	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
M	f45v|f45v.5-f45v.11	f45v.5	f45v.5:1	qotol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.5:1	qotol	0	NOMINAL_INPUT		recorded
M	f45v|f45v.5-f45v.11	f45v.5	f45v.5:5	oty	STANDALONE	thermal	cold	PHYSICAL	f45v.5:1	qotol	0	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
M	f45v|f45v.5-f45v.11	f45v.6	f45v.6:5	tod	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.6:5	tod	0	NOMINAL_INPUT		recorded
M	f45v|f45v.5-f45v.11	f45v.7	f45v.7:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f45v.7:2	kchol	0	NOMINAL_INPUT		recorded
M	f45v|f45v.5-f45v.11	f45v.8	f45v.8:6	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f45v.8:6	otor	0	NOMINAL_INPUT		recorded
M	f45v|f45v.5-f45v.11	f45v.9	f45v.9:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f45v.9:2	cthy	1	REGISTERED_ACTION_RESULT		recorded
M	f45v|f45v.5-f45v.11	f45v.10	f45v.10:3	oky	STANDALONE	thermal	warm	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:6	oty	STANDALONE	thermal	cold	PHYSICAL	f86v5.18:8	ody	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:7	oty	STANDALONE	thermal	cold	PHYSICAL	f86v5.18:8	ody	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.20:5	otaiin	0	NOMINAL_INPUT		recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:6	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.20:6	ykaiin	0	NOMINAL_INPUT		recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:7	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.20:7	otal	0	NOMINAL_INPUT		recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.21	f86v5.21:6	ytaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.21:6	ytaiin	0	NOMINAL_INPUT		recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.22	f86v5.22:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.22:1	ykaiin	0	NOMINAL_INPUT		recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:1	ykaiin	0	NOMINAL_INPUT		recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:6	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f86v5.23:6	sheol	0	NOMINAL_INPUT		recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:7	qokar	0	NOMINAL_INPUT		recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:7	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.24:7	otaiin	0	NOMINAL_INPUT		recorded
B	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:9	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.24:9	otaiin	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:6	oty	STANDALONE	thermal	cold	PHYSICAL	f86v5.18:8	ody	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
