paragraph	locus	index	raw	unchanged_W04_C	status	row_status
f19v|f19v.8-f19v.14	f19v.13	2	ykchol	[ungelesen: ykchol]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.13	3	oty	kühl	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.13	4	ytor	[ungelesen: ytor]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.13	5	ytar	weiterer Teil	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.13	6	ytchor	[ungelesen: ytchor]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.13	7	ytaiin	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.14	1	otchol	[ungelesen: otchol]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.14	2	cheaiin	[ungelesen: cheaiin]	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.14	3	cthol	Krautpulver	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.6	1	fshor	[ungelesen: fshor]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.6	2	shy	feucht	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.6	3	tchor	verarbeitetes Blütenmaterial	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.6	4	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.7	1	ychor	ferner	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.7	2	chor	Blüten	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.7	3	qokchol	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.7	4	chory	frische Blüten	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	2	cthy	Kraut	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	3	qokol	erwärmter Grundansatz	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	4	daiin	Dosis Q	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	5	dam	Restmenge	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	1	okshor	[ungelesen: okshor]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.9	2	shody	benetztes Material	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	3	chol	trockne	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	4	tchol	getrockneter Anteil	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	5	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	6	daiin	Dosis Q	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	1	qokchy	mische ein	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	2	daiin	Dosis Q	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	3	s	jeweils	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	4	or	Anteil	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	5	ytal	[ungelesen: ytal]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.11	1	sokaiin	[ungelesen: sokaiin]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.11	2	oty	kühl	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.11	3	dy	fertig	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.12	1	ychky	[ungelesen: ychky]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.12	2	daiin	Dosis Q	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.12	3	cthy	Kraut	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.13	1	okchain	[ungelesen: okchain]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.13	2	chkoldy	[ungelesen: chkoldy]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.13	3	shotoly	[ungelesen: shotoly]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.14	1	qotch[y:?]	[ungelesen: qotch[y:?]]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.14	2	olshly	[ungelesen: olshly]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.14	3	shol	feucht	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.14	4	daiin	Dosis Q	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.15	1	sho	Flüssigkeit	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.15	2	cthy	Kraut	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.15	3	chocthy	[ungelesen: chocthy]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.15	4	qokchy	mische ein	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.15	5	dory	[ungelesen: dory]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.16	1	saiinchy	[ungelesen: saiinchy]	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.16	2	daldalol	[ungelesen: daldalol]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	1	qokoldy	[ungelesen: qokoldy]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	2	okaiir	[ungelesen: okaiir]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	3	ykaiil	[ungelesen: ykaiil]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	4	g	[ungelesen: g]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	5	qokeey	erhitze anhaltend	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.4	6	ofchol	[ungelesen: ofchol]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	7	dain	Dosis P	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.4	8	yfchor	[ungelesen: yfchor]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	9	olfchor	[ungelesen: olfchor]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	10	otchald	[ungelesen: otchald]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.5	1	ychor	ferner	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	2	qokchol	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	3	ytym	[ungelesen: ytym]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.5	4	chol	trockne	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	5	da[ir:in]	[ungelesen: da[ir:in]]	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.5	6	chol	trockne	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	7	ar	Teil	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	8	ol	mit	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	9	ol	mit	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	10	dol	Portion	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	11	dain	Dosis P	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	1	por	Zubereitungsmenge	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	2	or	Anteil	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	3	y	und	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	4	chor	Blüten	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	5	opchar	[ungelesen: opchar]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.1	6	she	lasse stehen	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	7	cheol	flüssige Zubereitung	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	8	daiin	Dosis Q	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	9	or	Anteil	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.2	1	qotaiin	[ungelesen: qotaiin]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.2	2	char	Blütenanteil	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.2	3	odaiin	zusätzliche Dosis Q	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.2	4	okai{ikh}al	[ungelesen: okai{ikh}al]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.2	5	oky	warm	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.3	1	ycthar	[ungelesen: ycthar]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.3	2	cthal	Kräuterstück	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.3	3	okol	Grundansatz	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.3	4	qotar	abgeteilter Anteil	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.3	5	ckhy	stampfe	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.4	1	or	Anteil	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.4	2	chckhaly	[ungelesen: chckhaly]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.4	3	cthar	kleine Kräuterportion	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.4	4	eeor	[ungelesen: eeor]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.4	5	chees	[ungelesen: chees]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.4	6	da	[ungelesen: da]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.5	1	qodar	[ungelesen: qodar]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.5	2	cho	Inneres	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.5	3	r	darauf	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.5	4	chey	prüfe	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.5	5	cthy	Kraut	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.5	6	cthe	[ungelesen: cthe]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.5	7	keom	[ungelesen: keom]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.6	1	oeeeos	[ungelesen: oeeeos]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.6	2	cthor	Krautanteil	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.6	3	otal	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.6	4	qocthol	[ungelesen: qocthol]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.6	5	qoky	erwärme mäßig	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.7	1	q@145;kar	[ungelesen: q@145;kar]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.7	2	chtar	[ungelesen: chtar]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.7	3	s	jeweils	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.7	4	cheor	Auszug	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.7	5	cthol	Krautpulver	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.7	6	qodol	[ungelesen: qodol]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.8	1	ychor	ferner	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.8	2	s	jeweils	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.8	3	om	[ungelesen: om]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.8	4	qoear	[ungelesen: qoear]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.8	5	daiin	Dosis Q	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.8	6	qokeol	erhitzte Flüssigkeit	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.9	1	odaiin	zusätzliche Dosis Q	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.9	2	ckham	[ungelesen: ckham]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.9	3	qodai{ikh}y	[ungelesen: qodai{ikh}y]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.9	4	dol	Portion	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.9	5	dal	Maß	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.10	1	q[?:e]or	[ungelesen: q[?:e]or]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.10	2	cfhar	[ungelesen: cfhar]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.10	3	chor	Blüten	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.10	4	s	jeweils	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.10	5	am	[ungelesen: am]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.10	6	chotaiin	[ungelesen: chotaiin]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.10	7	dy	fertig	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.11	1	sar	je Teil	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.11	2	cheoiees	[ungelesen: cheoiees]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.11	3	okeem	[ungelesen: okeem]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.11	4	cheor	Auszug	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.11	5	qokain	erwärmte Dosis P	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	1	qokchy	mische ein	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	3	tol	kühles Material [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	4	tod	kalter Rest [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.12	5	ckhy	stampfe	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	1	oees	gemischt	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	2	ol	mit	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	3	s	jeweils	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	4	chey	prüfe	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	5	chcth	[ungelesen: chcth]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.13	6	s	jeweils	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.13	7	ar	Teil	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.14	1	qor	[ungelesen: qor]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.14	2	cheey	zerreibe fein	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.14	3	qod	[ungelesen: qod]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.14	4	char	Blütenanteil	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.14	5	cthal	Kräuterstück	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.15	1	ockhoees	[ungelesen: ockhoees]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.15	2	oeees	[ungelesen: oeees]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.15	3	ol	mit	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.15	4	dal	Maß	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.15	5	s	jeweils	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.16	1	sham	feuchte Masse [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.16	2	okeal	[ungelesen: okeal]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.16	3	dal	Maß	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.16	4	dam	Restmenge	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.16	5	dal	Maß	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.17	1	sshey	[ungelesen: sshey]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.17	2	otam	Ansatzmasse	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.17	3	sham	feuchte Masse [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.17	4	cthoj	[ungelesen: cthoj]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.17	5	oky	warm	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	1	ycheol	danach	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	2	chol	trockne	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	3	daiin	Dosis Q	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	4	chol	trockne	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.18	5	s	jeweils	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.19	1	yol	[ungelesen: yol]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.19	2	kol	[ungelesen: kol]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.19	3	chol	trockne	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.19	4	shom	[ungelesen: shom]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.19	5	otacphy	[ungelesen: otacphy]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.20	1	sam	[ungelesen: sam]	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.20	2	chorly	[ungelesen: chorly]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	1	qotol	kalter Ansatz [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.5	2	choiin	[ungelesen: choiin]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	3	okchar	[ungelesen: okchar]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	4	dar	Teilmenge	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.5	5	oty	kühl	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.5	6	shoto	[ungelesen: shoto]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	7	dol	Portion	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.5	8	py	[ungelesen: py]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.5	9	otytam	[ungelesen: otytam]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	1	?s	[ungelesen: ?s]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	2	aiin	Maßzahl Q	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.6	3	cphor	[ungelesen: cphor]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	4	qok{cy}	[ungelesen: qok{cy}]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	5	tod	kalter Rest [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.6	6	ytchdy	[ungelesen: ytchdy]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.6	7	dy	fertig	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.6	8	dy	fertig	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.6	9	cheg	[ungelesen: cheg]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.7	1	tchtcho	[ungelesen: tchtcho]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.7	2	kchol	Trockenmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.7	3	dshy	[ungelesen: dshy]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.7	4	o	und	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.7	5	tyol	[ungelesen: tyol]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.7	6	ytchom	[ungelesen: ytchom]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.8	1	yksheor	[ungelesen: yksheor]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.8	2	odal	abgemessener Anteil	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.8	3	sho	Flüssigkeit	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.8	4	dy	fertig	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.8	5	pchom	[ungelesen: pchom]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.8	6	otor	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.8	7	oa[iir:iin]	[ungelesen: oa[iir:iin]]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.9	1	ychor	ferner	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	2	cthy	Kraut	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	3	chol	trockne	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	4	qokom	erwärme portionsweise	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	5	sy	abgesetzt	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.9	6	sa	[ungelesen: sa]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.9	7	ykchom	[ungelesen: ykchom]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.10	1	dshor	[ungelesen: dshor]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.10	2	otshy	[ungelesen: otshy]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.10	3	oky	warm	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.10	4	tsholol	[ungelesen: tsholol]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.10	5	ytchord	[ungelesen: ytchord]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.11	1	or	Anteil	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.11	2	chor	Blüten	ASSUMED	recorded
f45v|f45v.5-f45v.11	f45v.11	3	ytchy	[ungelesen: ytchy]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.11	4	doiin	[ungelesen: doiin]	UNREAD	recorded
f45v|f45v.5-f45v.11	f45v.11	5	dcholdy	[ungelesen: dcholdy]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	1	poldaiin	[ungelesen: poldaiin]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	2	shea	[ungelesen: shea]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	3	teraiin	[ungelesen: teraiin]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	4	otcho	[ungelesen: otcho]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	5	lkaiin	[ungelesen: lkaiin]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	6	os	zusammen	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	7	al	davon	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	8	ody	Endprodukt	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	9	qotar	abgeteilter Anteil	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	10	ytedy	[ungelesen: ytedy]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	11	daiin	Dosis Q	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	1	ycheeytydaiin	[ungelesen: ycheeytydaiin]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	2	ykeeo	[ungelesen: ykeeo]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	3	chey	prüfe	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	4	shckhy	[ungelesen: shckhy]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	5	shoky	[ungelesen: shoky]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	6	oty	kühl	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	7	oty	kühl	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	8	otain	[ungelesen: otain]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	9	olkchdy	[ungelesen: olkchdy]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	1	ychor	ferner	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	2	ar	Teil	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	3	aiin	Maßzahl Q	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	4	ytaly	[ungelesen: ytaly]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	5	otaiin	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	6	ykaiin	erwärmte Dosis Q	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	7	otal	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	8	ytar	weiterer Teil	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	9	aiin	Maßzahl Q	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	10	ytaiiil	[ungelesen: ytaiiil]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	1	oar	Anteil davon	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	2	ar	Teil	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	3	aiin	Maßzahl Q	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	4	okaiin	Dosis des Grundansatzes	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	5	yteey	kühle erneut	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	6	ytaiin	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	7	qokees	[ungelesen: qokees]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	8	aiin	Maßzahl Q	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	9	yteey	kühle erneut	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	10	qotey	[ungelesen: qotey]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	11	lkey	[ungelesen: lkey]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	1	ykaiin	erwärmte Dosis Q	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	2	ykeey	erwärme erneut	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	3	ykal	[ungelesen: ykal]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	4	chod	[ungelesen: chod]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	5	aiin	Maßzahl Q	ASSUMED	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	6	oeey	[ungelesen: oeey]	UNREAD	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	7	teodkaiin	[ungelesen: teodkaiin]	UNREAD	recorded
