occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G663-T0237	f111r	f111r.25	8	chedar	MEDIAL	0	0	NONE	NONE	0	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	so sheor okeedy oteeey qokeey qokeeos chedar alal oikhy oxar aiin odaiin chody	so shear okee y oteeey qokeey qokeeo s che ar alal oy oxar aiin odaiin chod	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0238	f111r	f111r.25	14	chody	EOS	0	0	NONE	NONE	0	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	so sheor okeedy oteeey qokeey qokeeos chedar alal oikhy oxar aiin odaiin chody	so shear okee y oteeey qokeey qokeeo s che ar alal oy oxar aiin odaiin chod	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0239	f111r	f111r.26	9	l	MEDIAL	0	0	RIGHT	lchedy	0	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin	soaiin shecthy oteodaiin chedy otedar air ykeey shedain lchedy qokeedy qoteedaiin	so oiin shecthy oteo aiin che y ote ar airykeey she ain l che y qokeedy qotee aiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0240	f111r	f111r.27	10	chedar	MEDIAL	0	0	NONE	NONE	0	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedyteedain olkal	dar sheod qokeey qokeody otey lkeedy chl lkeey daiin chedar chedy teedain olkal	dar sheod qokeey qokeo y otey lkee y chl lkeey daiin che ar che yteedain olkal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0241	f111r	f111r.32	3	l	MEDIAL	0	0	RIGHT	lkeey	0	dsheeoteey qokeeo l keey tear qoteey qotain cho lkeeedy lchechdy qokechy	dsheeoteey qokeeo lkeey tear qoteey qotain cholkeeedy lchechdy qokechy	dsheeoteey qokeeo l kee tear qoteey qotain cholkeee y lchech y qokechy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0242	f111r	f111r.33	12	chody	MEDIAL	0	0	NONE	NONE	0	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s oin ar olkeey lkair cheda chkal keeodal eees chody qokeedy dl	qoeeeo s ain ar olkeey lkain cheda chkal keeodal eees eeo y qokee y l	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0243	f111r	f111r.34	2	olkeeo	MEDIAL	1	1	NONE	NONE	0	teo olkeeo al lkeeey olain ar akeom qokain al qokeeod lkedlkey teedar	teo olkeeo ol lkeeey olain ar okeom qokain al qokeeod lkedlkey teed s	teo olkeeo ol lkeeey olain ar akeam qokain al qokeeod lkedlkey tee y r	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0244	f111r	f111r.34	5	olain	MEDIAL	1	1	NONE	NONE	0	teo olkeeo al lkeeey olain ar akeom qokain al qokeeod lkedlkey teedar	teo olkeeo ol lkeeey olain ar okeom qokain al qokeeod lkedlkey teed s	teo olkeeo ol lkeeey olain ar akeam qokain al qokeeod lkedlkey tee y r	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0245	f111r	f111r.34	12	teedar	EOS	0	0	NONE	NONE	0	teo olkeeo al lkeeey olain ar akeom qokain al qokeeod lkedlkey teedar	teo olkeeo ol lkeeey olain ar okeom qokain al qokeeod lkedlkey teed s	teo olkeeo ol lkeeey olain ar akeam qokain al qokeeod lkedlkey tee y r	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0246	f111r	f111r.37	3	l	MEDIAL	0	0	RIGHT	lcheeol	0	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	dain chol lcheeol keeol lkeeedy qokeey lkeedy lkedy okeal kain chckhy ltedy	dain chol l cheeolkeeol lkeee y qokeey l kee y lke y okeal kain chckhy ltedy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0247	f111r	f111r.37	8	l	MEDIAL	0	0	RIGHT	lkeedy	0	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	dain chol lcheeol keeol lkeeedy qokeey lkeedy lkedy okeal kain chckhy ltedy	dain chol l cheeolkeeol lkeee y qokeey l kee y lke y okeal kain chckhy ltedy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0248	f111r	f111r.37	10	l	MEDIAL	0	0	RIGHT	lkedy	0	dain chol l cheeol keeol lkeeedy qokeey l keedy l kedy okeal kain chckhy ltedy	dain chol lcheeol keeol lkeeedy qokeey lkeedy lkedy okeal kain chckhy ltedy	dain chol l cheeolkeeol lkeee y qokeey l kee y lke y okeal kain chckhy ltedy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0249	f111r	f111r.38	11	l	MEDIAL	1	1	NONE	NONE	0	dched daiin al okeey kechedy chcthedy chedain otedy qokeedy key l ltain	dched daiin al okeey kechedy chcthedy chedain oteedy qokeedy key l ltain	dched daiin al okeey techedy chcthedy che ain ote y qokeedykey l ltain	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0250	f111r	f111r.4	8	l	MEDIAL	0	0	RIGHT	lshedy	0	saiin oteedy qokeey daiin okedal chedy qokedy l shedy chchy okeey lor ar am	saiin oteedy qokeey daiin okedal chedy qokedy lshedy chcthhy okeey lor ar al	saiin oteedy qokeey daiin oke al che y qokedy lshedy chy okeey lor ar al	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0251	f111r	f111r.40	10	l	MEDIAL	0	0	NONE	NONE	0	saiin al keey okedain otedy qokeokedy qokeedy oteeolkeey okeeo l lainal	saiin al keey okedain otedy qokeokedy qokeedy oteeolkeey okeeo l lain al	saiin al keey otedain otedy qokeoke y qokeedy oteeolkeey okeeo llain al	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0252	f111r	f111r.42	5	lkedy	MEDIAL	0	0	NONE	NONE	0	qokeol qokal qokeeol cho lkedy l chedy chedy chedyteokain chedy l kag am	qokeol qokeel qokeeol cho lkedy lchedy chedy chedyteokain chedy lkam am	qokeo l qokal qokeeol cholkedy l che y chedy chedyte kain chedy lkam am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0253	f111r	f111r.42	6	l	MEDIAL	0	0	RIGHT	lchedy	0	qokeol qokal qokeeol cho lkedy l chedy chedy chedyteokain chedy l kag am	qokeol qokeel qokeeol cho lkedy lchedy chedy chedyteokain chedy lkam am	qokeo l qokal qokeeol cholkedy l che y chedy chedyte kain chedy lkam am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0254	f111r	f111r.42	11	l	MEDIAL	0	0	NONE	NONE	0	qokeol qokal qokeeol cho lkedy l chedy chedy chedyteokain chedy l kag am	qokeol qokeel qokeeol cho lkedy lchedy chedy chedyteokain chedy lkam am	qokeo l qokal qokeeol cholkedy l che y chedy chedyte kain chedy lkam am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0255	f111r	f111r.50	2	l	MEDIAL	0	0	RIGHT	lchedy	0	okeey l chedy cheekain qokeeokain chckhy cheal keel qokain chckhal lkal	okeey lchedy cheekain qokeeokain chckhy cheal keel qokain chckhal lkal	okeey l che y cheekain qokeeokain chckhy cheal keel qokain chckhal lkal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0256	f111r	f111r.51	8	char	MEDIAL	0	0	NONE	NONE	0	polkeeo shey cheokeain chl kar r aiin char ain al lkeedy qokal okchy	polkeeo shey cheokeain chl kar r aiin ihar ain al lkeedy qokal okchy	polkeeo shey cheokeain chl kar r aiin char iiain al lkee y qokal okchy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0257	f111r	f111r.52	10	char	MEDIAL	1	1	NONE	NONE	0	dair al qokeey qokaiin sheal qokeain shckhy sain chckhy char aiin alom	dair al qokeey qokaiin sheal qokeain shckhy sain chckhy char aiin alom	d air al qokeey qokaiin sheal qokeain shckhy sain chckhy char aiin alom	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0258	f111r	f111r.6	13	dary	EOS	1	1	NONE	NONE	0	dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary	dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary	dain she y qoky chedy qok shed olchedy qokee y tee y ch y keedy qotche y dary	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0259	f111v	f111v.10	13	ldy	EOS	1	1	NONE	NONE	0	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy	s iin she qokeo lor cheo l ol aiin shey qokain chear qoteol shcthy ldy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0260	f111v	f111v.13	9	lchdal	MEDIAL	0	0	NONE	NONE	0	sheaiin okaiin shckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	sheaiin okaiin chckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	sheaiin okaiin shckhy cheol ke y chetar okaiin shal lch al te y tar amd	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0261	f111v	f111v.14	10	lkain	MEDIAL	0	0	NONE	NONE	0	qocheol qokain chear ol oin shedy qotaiin qokeechy olkeey lkain lal gm	qocheol qokain chear ol ain shedy qotaiin qokeechy olkeey lkain lal gm	qo cheol qokain chear ol ain shedy qotaiin qokeechy olkee lkeiin lal m	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0262	f111v	f111v.15	3	l	MEDIAL	1	1	NONE	NONE	0	sar shey l otain qokaiin al kain chedy otal lchedy qokain chtal otain l s	rain sheo l otain qokaiin al kain chedy otal lchedy qokain chtal otain l ls	sar she l otain qokaiin al kain che y otal lche y qokain chtal otain l ls	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0263	f111v	f111v.15	14	l	MEDIAL	1	1	RIGHT	ls	0	sar shey l otain qokaiin al kain chedy otal lchedy qokain chtal otain l s	rain sheo l otain qokaiin al kain chedy otal lchedy qokain chtal otain l ls	sar she l otain qokaiin al kain che y otal lche y qokain chtal otain l ls	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0264	f111v	f111v.18	11	l	MEDIAL	1	1	LEFT	ol	0	tais shedy qoeedaiin okain ey kaiin shey otain alkain o l r ol dain	tair shedy qochdaiin okain sheey kaiin shey otain alkain o l r ol dain	tair shedy qoeedaiin kain sheey kaiin shey otain alkain o l r ol jain	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0265	f111v	f111v.19	7	char	MEDIAL	1	1	NONE	NONE	1	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0266	f111v	f111v.21	9	lkain	MEDIAL	1	1	NONE	NONE	1	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0267	f111v	f111v.24	5	lkain	MEDIAL	1	1	NONE	NONE	0	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham	cheodain qokar otain chedy lkain chey shckhy qokl che qokar chctham	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0268	f111v	f111v.28	4	lkain	EOS	0	0	NONE	NONE	0	qorchain okain chear lkain	qorchain okain chear lkain	qo r cheiin okain chear lkeiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0269	f111v	f111v.30	10	lkain	MEDIAL	1	1	NONE	NONE	0	shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky	shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky	shokar okeokain eekain qokain chechey qokeey qetain otain ar lkain lky	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0270	f111v	f111v.31	9	lkain	MEDIAL	1	1	NONE	NONE	1	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0271	f111v	f111v.31	11	ldy	MEDIAL	1	1	NONE	NONE	1	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0272	f111v	f111v.32	11	l	MEDIAL	0	0	RIGHT	lcheey	0	tar chey tain chkar alkar chey qol chedy okain chey l cheey charan	tar chey tain chkar alkar chey qol chedy okain chey lcheey char an	tar chey tain chkar alkar chey qol chedy okain chey lcheey charan	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0273	f111v	f111v.33	12	char	EOS	1	1	NONE	NONE	0	y sheeil oair ain okan sheain y qokan chan aman cheal char	ysheal qoair ain okan sheainy qokan chan aman cheal char	ysheal oair ain okan sheainy qokan chan aman cheal char	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0274	f111v	f111v.35	4	lkain	MEDIAL	1	1	NONE	NONE	0	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	oain okaiin chcthy lkain lchey lshekain qotal she y chkeey lkeeed lkain y	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0275	f111v	f111v.35	11	lkain	MEDIAL	1	1	NONE	NONE	0	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	oain okaiin chcthy lkain lchey lshekain qotal she y chkeey lkeeed lkain y	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0276	f111v	f111v.38	6	qotl	MEDIAL	1	1	NONE	NONE	0	ycheey o aiin checkhey otain qotl chear chedy qokeey okeedy lkeey	ycheey oaiin checkhey otain qotl chear chedy qokeey okeedy lkeey	ycheey o aiin checkhey otain qotl chear che y qokeey okeedy lkeey	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0277	f111v	f111v.40	2	lkain	MEDIAL	1	1	NONE	NONE	0	ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeedy lchsl	ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeedy lchsl	ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeed lchsl	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0278	f111v	f111v.41	2	l	MEDIAL	0	0	RIGHT	lchedy	0	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	oteey lchedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0279	f111v	f111v.42	2	l	MEDIAL	0	0	NONE	NONE	0	cheeo l keey chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	cheeo lkeeo chear qokeain okeeor cheedy okain chedy chedy teedy lcheam	cheeo lkeeo chear qokeain okeeor chee y okeiin che y che y teedy lcheam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0280	f111v	f111v.44	4	olaiin	MEDIAL	1	1	NONE	NONE	1	dain teeodain cheeal olaiin or	dain teeodain cheeal olaiin or	dain teeodain cheeal olaiin or	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0281	f111v	f111v.45	5	opchey	MEDIAL	1	1	NONE	NONE	0	pollaiin okain sheal pchedain opchey polshy okshey opchedy qopchair alky	pol laiin okain sheal pchedain opchey polshy okshey opchedy qopchais alky	pollaiin okain sheal pchedain opchey polshy o shey opchedy qopchair alky	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0282	f111v	f111v.47	5	olain	MEDIAL	1	1	NONE	NONE	0	sain cheey qokeey cheytain olain ykeeedy chekain chckhey lchar	sain cheey qokeey chey tain olain okeeedy chekain chckhey lchar	sain cheey qokeey cheytain olain keeedy chekain chckhey lchar	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0283	f111v	f111v.49	3	chkain	MEDIAL	1	1	NONE	NONE	0	soiry cheey chkain chal lor sheey qokain okain chey qokain o keey	sory cheey chkain chal lor sheey qokain okain chey qokain okeey	sairy cheey chkain chal lor sheey qokain okeiin chey qokain okeey	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0284	f111v	f111v.6	8	l	MEDIAL	0	0	RIGHT	lkaiin	0	okeeo okchor oteedy cheal qokeey lkeey chol l kaiin oteedaiin as alkeedym	okeeo okchor oteedy cheal qokeey lkeey chol lkaiin oteed aiin ar al keedy m	okeeo okchar oteedy cheal qokeey lkeey chol l kaiin oteed aiin ar alkeed m	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0285	f111v	f111v.7	5	l	MEDIAL	1	1	LEFT	fcheeol	0	qokeechey qokaiin oteaiin fcheeo l kain okeey l lcheedy otal kain chedain al	qokeechey qokaiin oteaiin fcheeol kain okeey l lcheedy otal kain chedain al	qokeechey qokaiin oteaiin fcheeolkain keey l lchee y otal kain che ain al	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0286	f111v	f111v.7	8	l	MEDIAL	0	0	NONE	NONE	0	qokeechey qokaiin oteaiin fcheeo l kain okeey l lcheedy otal kain chedain al	qokeechey qokaiin oteaiin fcheeol kain okeey l lcheedy otal kain chedain al	qokeechey qokaiin oteaiin fcheeolkain keey l lchee y otal kain che ain al	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0287	f111v	f111v.8	8	l	MEDIAL	0	0	RIGHT	lkeey	0	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain ol lkeey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain al l keey qokain checkhy che ar am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0288	f111v	f111v.8	12	chedar	MEDIAL	0	0	NONE	NONE	0	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain ol lkeey qokain checkhy chedar am	sho otchey cheol kechy chcthey okain al l keey qokain checkhy che ar am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0289	f111v	f111v.9	4	l	MEDIAL	0	0	RIGHT	lkedy	0	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	lshey shedal okear lkedy cheolkeey lkey okeey qokeey qokey qokain am	lshey she al okear l kedy cheolkeey lkey okeey qokeey qokey qokain am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0290	f112r	f112r.17	5	qor	MEDIAL	1	1	NONE	NONE	0	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am	qoeeean she olkeear cheey qor cheo ral cheey qokey teey am	qoeeear she olkeear cheey qor cheo ral cheey qokey teey am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0291	f112r	f112r.18	8	chody	MEDIAL	1	1	NONE	NONE	1	saiin al key chey dalchd aiin okal chody chedy cham	saiin al key chey dalchd aiin okal chody chedy cham	saiin al key chey dalchd aiin okal chody chedy cham	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0292	f112r	f112r.19	3	l	MEDIAL	0	0	LEFT	ol	0	polchdy o l otal y raiin sheky qeey qokey qokeey qoky am	polchdy ol otaly saiin sheky qeey qokey qokeey qoko am	polchdy ol otalysaiin sheky qeey qokey qokeey qokyam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0293	f112r	f112r.2	6	olaiin	MEDIAL	1	1	NONE	NONE	1	saiin oar qolkaiin otail ol olaiin chol otar	saiin oar qolkaiin otail ol olaiin chol otar	saiin oar qolkaiin otail ol olaiin chol otar	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0294	f112r	f112r.24	5	lkedy	MEDIAL	0	0	NONE	NONE	0	cheeteey qokeeey lkeey okeedykey lkedy qokedy otedy otedy lo	cheeteey qoteeey lkeey okeedy key lkedy qokedy otedy otedy lo	cheeteey qokeeey lkeey okeedykey lke y qokedy otedy otedy lo	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0295	f112r	f112r.24	9	lo	EOS	1	1	NONE	NONE	0	cheeteey qokeeey lkeey okeedykey lkedy qokedy otedy otedy lo	cheeteey qoteeey lkeey okeedy key lkedy qokedy otedy otedy lo	cheeteey qokeeey lkeey okeedykey lke y qokedy otedy otedy lo	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0296	f112r	f112r.3	2	chedar	MEDIAL	1	1	NONE	NONE	0	or chedar cheey oteedy oteedy otaiin oty odys	or chedar cheey oteedy oteedy otaiin oty odys	or chedar cheey oteedy otee y otaiin oty odys	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0297	f112r	f112r.32	12	ched	MEDIAL	1	1	NONE	NONE	0	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	sor ar al ar s alkeear alshedy okeechy qoiiin oteey ched al am	sor ar al ar s alkeeor alshe y okeechy qoiiin oteey ched al am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0298	f112r	f112r.34	3	l	MEDIAL	0	0	RIGHT	lshdar	0	pair ar l shdar okechedy qokar aram qotedy araiin qokchdy opary	pairar lshdar okechedy qokar aram qotedy araiin qokchdy opary	pairar lshdar okechedy qokar aram qotedy araiin qokchdy opary	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0299	f112r	f112r.35	2	olaiin	MEDIAL	1	1	NONE	NONE	0	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	sain olaiin qopch y qoky okeal chedy okeey otedy ar ar okeedy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0300	f112r	f112r.42	8	chody	MEDIAL	0	0	NONE	NONE	0	pol ar shedy qokaiin y okeedy qotal chody oteody araryteop	polar shedy qokaiin y okeedy qotal chody oteody oraryteop	p lar shedy qokaiin y okeedy qotal ch dy oteody arar yte p	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0301	f112r	f112r.7	4	l	MEDIAL	0	0	RIGHT	loeey	0	taiin olkeedy qoteo l oeey keey qokeey oteedyram	taiin olkeedy qoteo loeey keey qokeey oteedy ram	taiin olkeedy qoteo l eey keey qokeey otee yram	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0302	f112v	f112v.1	8	qor	MEDIAL	1	1	NONE	NONE	0	keeoal chool opal otalair y fcheol oteey qor eees am	keeoal chool opal otalair y fcheol oteey qor eees am	keeoal cho ol opal otalairy fcheol oteey qor eees am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0303	f112v	f112v.14	6	chedaiin	MEDIAL	0	0	NONE	NONE	0	sain air a ykeedain qokeedy chedaiin aloin	sain ain am ykeedain qokeedy chedaiin alain	sain air am ykee ain qokee y che aiin alain	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0304	f112v	f112v.18	7	qokeeody	MEDIAL	1	1	NONE	NONE	1	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0305	f112v	f112v.18	9	olaiin	MEDIAL	1	1	NONE	NONE	1	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0306	f112v	f112v.2	3	okeeshy	MEDIAL	1	1	NONE	NONE	0	oar oral okeeshy qokeey okain qokal okeol oty oraiin	oar osal okeeshy qokeey okain qokal okeol oty oraiin	oar sal okeeshy qokeey okain qokal okeol ot oraiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0307	f112v	f112v.25	6	l	MEDIAL	0	0	RIGHT	lkeeedy	0	pchdaiin shedy otaiin cheedy qokeeey l keeedy cheey lor eeedy qokeey	pchdaiin shedy otaiin cheedy qokeeey lkeeedy cheey lor eeedy qokeey	pchdaiin shedy otaiin cheedy qokeeey lkeeedy cheey lor eee y qokeey	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0308	f112v	f112v.3	8	l	MEDIAL	0	0	RIGHT	lkeeody	0	qokeeor ar sheey or ar aiiin okeey l keeody sheedy qotam	qokeeor ar sheey or ar aiiin okeey lkeeody sheedy qotam	qokee r ar shee r ar aiiin okeey lkeeody shee qotam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0309	f112v	f112v.3	9	keeody	MEDIAL	0	0	NONE	NONE	0	qokeeor ar sheey or ar aiiin okeey l keeody sheedy qotam	qokeeor ar sheey or ar aiiin okeey lkeeody sheedy qotam	qokee r ar shee r ar aiiin okeey lkeeody shee qotam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0310	f112v	f112v.32	2	shee	MEDIAL	1	1	NONE	NONE	0	tchedor shee keedy otedar checphey qopchedy qopcheey kar opcheeo r a	tchedor shee keedy otedar checphey qopchedy qopcheey kar opcheeo raify	tchedor shee keedy otedar checphey qopchedy qopcheey kar opcheeora	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0311	f112v	f112v.33	6	chedaiin	MEDIAL	1	1	NONE	NONE	0	or cheeor okeedy qokedy qokeedy chedaiin okeeedy otaiin cheekey chol	or cheeor okeedy qokedy qokeedy chedaiin okeeedy otaiin cheekey chol	or cheeor okeedy qokedy qokeedy chedaiin okeee y otaiin cheekey chol	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0312	f112v	f112v.34	2	chedaiin	MEDIAL	1	1	NONE	NONE	0	saiin chedaiin checkhy lkeedy qokeedy chkaiin checkhol chdam	saiin chedaiin checkhy lkeedy qokeedy chkaiin checkhol chdam	saiin chedaiin checkhy lkeedy qokee y chkaiin checkhol chdam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0313	f112v	f112v.36	8	lkedy	MEDIAL	1	1	NONE	NONE	0	tchede okeey lky shedaiiin chdy qokeedy cheky lkedy qotedy raram	tchede okeey lky shedaiiin chdy qokeedy cheky lkedy qotedy raram	tchede okeey lky edaiiin chdy qokeedy cheky lkedy qote y raram	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
