rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v39_translation_de	v40_translation_de	status
35	f40v	f40v.7	shody	vollständig eingeweichter Ansatz	vollständig eingeweichter Ansatz	PRODUCTIVE_COMPOUND	SH_MOIST+O_PREP+DY_FINISHED	einweichen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	shody qokol chedy s ar	[shody:?]; erhitze Folgendes: trocken in der Mitte des Grades, abgeschlossen; Samen-/Saatgutposten; Drogenfraktion I	vollständig eingeweichter Ansatz; erhitze Folgendes: bis zur mittleren Trockenstufe gebracht; Samen-/Saatgutposten; Drogenfraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
36	f42r	f42r.10	ksheo	heißer Feuchtansatz	heißer Feuchtansatz	PRODUCTIVE_COMPOUND	K_HOT+SHEO_MOIST_PREP	Feuchtansatz erwärmen	MEDIUM_EXACT_WHOLE	NONE	choty dol ksheo cthor otol cthol chol shol dain	kalter Trockenansatz; Materialmaß; [ksheo:?]; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; kaltes Zubereitungsgut; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; trocken; nominal trockenes Gut/Material; feucht; nominal feuchtes Gut/Material; Qualitätsgrad II	kalter Trockenansatz; Materialmaß; heißer Feuchtansatz; Drogenteil/-portion; Portion Blatt-/Krautdroge; kaltes Zubereitungsgut; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; Trockengut; Feuchtgut; Stufe II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
37	f46r	f46r.13	akaiin	heiße Rohstoffportion, Stufe III	heiße Rohstoffportion, Stufe III	PRODUCTIVE_COMPOUND	A_RAW+K_HOT+A+IIN_III	zu gleichen Teilen, heiß III	MEDIUM_EXACT_WHOLE	NONE	ar akaiin shol okeey chol dar ols lain y	Drogenfraktion I; [akaiin:?]; feucht; nominal feuchtes Gut/Material; heißer Ansatz am Ende des Grades; trocken; nominal trockenes Gut/Material; abgemessene Fraktion I; Drogenstoffposten; Drogenholz, Charge II.	Drogenfraktion I; heiße Rohstoffportion, Stufe III; Feuchtgut; Ansatz auf Heizendstufe; Trockengut; abgemessene Fraktion I; Drogenstoffposten; Drogenholz, Charge II.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
38	f46v	f46v.7	ched	Trockenstufe Mitte, abgeschlossen	Trockenstufe Mitte, abgeschlossen	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+D_CLOSED	verkürzter Trockenbefehl	MEDIUM_EXACT_WHOLE	NONE	dchedy cheeky dam ched lchedy chedy	abgemessene Trockendroge, fertig; trocken am Gradende, dann heiß am Gradanfang; Dosis I; [ched:?]; getrocknetes Drogenholz; trocken in der Mitte des Grades, abgeschlossen	abgemessene Trockendroge, fertig; trocken am Gradende, dann heiß am Gradanfang; Dosis I; Trockenstufe Mitte, abgeschlossen; getrocknetes Drogenholz; bis zur mittleren Trockenstufe gebracht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
39	f47r	f47r.7	schesy	getrocknete Samendroge	getrocknete Samendroge	PRODUCTIVE_COMPOUND	S_SEED+CHES_DRY_MATERIAL+Y_BASE	gelernte Arzneispecies	MEDIUM_EXACT_WHOLE	NONE	schesy kchor cthaiin chol chol chol chor ey	[schesy:?]; Drogenportion, heiß-trocken; Blatt-/Krautgut, Menge/Klasse III; trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; trocken; nominal trockenes Gut/Material; Pflanzen-/Reproduktionsteil; mische Vorstehendes.	getrocknete Samendroge; Drogenportion, heiß-trocken; Blatt-/Krautgut, Menge/Klasse III; Trockengut; Trockengut; Trockengut; Pflanzenteil; mische Vorstehendes.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
40	f47v	f47v.11	chyky	trocken-heiß, Grundstufe	trocken-heiß, Grundstufe	PRODUCTIVE_COMPOUND	CH_DRY+Y_BASE+K_HOT+Y_BASE	trocknen und erneut erhitzen	MEDIUM_EXACT_WHOLE	NONE	oteey cho chdy chy key chyky dchy daiin chy	kalter Ansatz am Ende des Grades; Trockenansatz; trocken am Anfang des Grades, abgeschlossen; trocken am Anfang des Grades; heiß in der Mitte des Grades; [chyky:?]; Dosis Trockendroge, Grundform; Grad-/Maßwert III; trocken am Anfang des Grades	Ansatz auf Kühlendstufe; Trockenansatz; angetrocknet; angetrocknet; bis zur mittleren Heizstufe; trocken-heiß, Grundstufe; Dosis Trockendroge, Grundform; drei Maße; angetrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
41	f49r	f49r.14	shoqoky	Feuchtansatz, heiß am Anfang	Feuchtansatz, heiß am Anfang	PRODUCTIVE_COMPOUND	SHO_MOIST_PREP+QOKY_HOT_START	Feuchtansatz erhitzen	MEDIUM_EXACT_WHOLE	NONE	qo shoqoky shor sheor otol daiin	nimm Folgendes: [shoqoky:?]; Blüten-/Fruchtstand; reproduktiver Teil; feuchter Drogenteil; kaltes Zubereitungsgut; Qualitätsgrad III	nimm Folgendes: Feuchtansatz, heiß am Anfang; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; feuchter Drogenteil; kaltes Zubereitungsgut; Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
42	f49v	f49v.34	shocho	angefeuchteter Trockenansatz	angefeuchteter Trockenansatz	PRODUCTIVE_COMPOUND	SHO_MOIST_PREP+CHO_DRY_PREP	trocken angesetzte Feuchtdroge	MEDIUM_EXACT_WHOLE	NONE	shocho oaiin sheo choty	[shocho:?]; Ansatzmenge III; Feuchtzubereitung; kalter Trockenansatz	angefeuchteter Trockenansatz; Ansatzmenge III; Feuchtzubereitung; kalter Trockenansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
43	f51r	f51r.15	ckhal	Arzneikompositum, Rohstoffklasse I	Arzneikompositum, Rohstoffklasse I	PRODUCTIVE_COMPOUND	CKH_COMPOSITE+AL_RAW_I	Qualitätsform statt Kompositum	MEDIUM_EXACT_WHOLE	NONE	qokol cheor ckhal s or aldy otal	erhitze Folgendes: trockener Drogenteil; [ckhal:?]; Samen-/Saatgutposten; Drogenportion; Rohstoffklasse I, abgeschlossen; Rohstoffklasse I im Ansatz, kalt am Gradanfang	erhitze Folgendes: trockener Drogenteil; Arzneikompositum, Rohstoff I; Samen-/Saatgutposten; Drogenportion; Rohstoff I, abgeschlossen; Rohstoff I, leicht gekühlt im Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
44	f52v	f52v.7	sholoiin	eingeweichte Drogenzubereitung, Form III	eingeweichte Drogenzubereitung, Form III	PRODUCTIVE_COMPOUND	SHOL_MOIST_MATERIAL+O_PREP+IIN_III	Feuchtstoff, Menge III	MEDIUM_EXACT_WHOLE	NONE	pcheol sholoiin cthor aiin	getrockneter Pulverstoff; [sholoiin:?]; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; Menge III	getrockneter Pulverstoff; eingeweichte Drogenzubereitung, Form III; Drogenteil/-portion; Portion Blatt-/Krautdroge; drei Teile	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
45	f53v	f53v.13	yckhodaiin	Eintrag: Kompositum-Ansatz, Dosis III	Eintrag: Kompositum-Ansatz, Dosis III	ENTRY_COMPOSITE	Y_ENTRY+CKH_COMPOSITE+O_PREP+DAIIN_DOSE_III	hierzu Kompositum, Dosis III	MEDIUM_EXACT_WHOLE	NONE	yckhodaiin otoldy	[yckhodaiin:?]; fertiger Kaltansatz	Eintrag: Kompositum-Ansatz, Dosis III; fertiger Kaltansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
46	f54v	f54v.6	keeody	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	PRODUCTIVE_COMPOUND	K_HOT+EE_END+O_PREP+DY_FINISHED	vollständig auskochen	MEDIUM_EXACT_WHOLE	NONE	tol cheol shocthy qodaiin keeody	kalt; nominal kaltes Gut/Material; trockener Drogenstoff; feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung; Qualitätsgrad III; [keeody:?]	kalt; nominal kaltes Gut/Material; trockener Drogenstoff; feuchte CTH-Drogenzubereitung; feuchte Blatt-/Krautzubereitung; Stufe III; vollständig ausgekochter Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
47	f55r	f55r.13	lchdal	gemessene trockene Holzdroge, Rohstoff I	gemessene trockene Holzdroge, Rohstoff I	PRODUCTIVE_COMPOUND	L_WOOD+CH_DRY+D_MEASURE+AL_RAW_I	L als Flüssigkeit	MEDIUM_EXACT_WHOLE	NONE	lchdal ockhy daiin otol otar shar ain	[lchdal:?]; Ansatz eines Arzneikompositums am Gradanfang; Grad-/Maßwert III; kaltes Zubereitungsgut; kalte Drogenfraktion I im Ansatz; angefeuchtete Drogenfraktion I; Menge-/Klassenwert II	gemessene trockene Holzdroge, Rohstoff I; Ansatz eines Arzneikompositums am Gradanfang; drei Maße; kaltes Zubereitungsgut; kalte Drogenfraktion I im Ansatz; angefeuchtete Drogenfraktion I; zwei Teile	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
48	f55v	f55v.8	talody	kalter Rohstoff I, als Ansatz fertig	kalter Rohstoff I, als Ansatz fertig	PRODUCTIVE_COMPOUND	T_COLD+AL_RAW_I+O_PREP+DY_FINISHED	kalte Rohstoffdosis	MEDIUM_EXACT_WHOLE	NONE	tar chedy qokaiin okar qol otar cho ar talody okar y	kalte Drogenfraktion I; trocken in der Mitte des Grades, abgeschlossen; heiß, Grad III; heiße Drogenfraktion I im Ansatz; gib Folgendes hinzu: kalte Drogenfraktion I im Ansatz; Trockenansatz; Drogenfraktion I; [talody:?]; heiße Drogenfraktion I im Ansatz.	kalte Drogenfraktion I; bis zur mittleren Trockenstufe gebracht; heiß, Grad III; heiße Drogenfraktion I im Ansatz; gib Folgendes hinzu: kalte Drogenfraktion I im Ansatz; Trockenansatz; Drogenfraktion I; kalter Rohstoff I, als Ansatz fertig; heiße Drogenfraktion I im Ansatz.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
49	f56r	f56r.15	tcho	Kalt-Trockenansatz	Kalt-Trockenansatz	PRODUCTIVE_COMPOUND	T_COLD+CHO_DRY_PREP	kühlen und trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	tcho tchol chol cthy	[tcho:?]; kalt-trockenes Drogenmaterial; trocken; nominal trockenes Gut/Material; CTH-Drogenmaterial	Kalt-Trockenansatz; kalt-trockenes Drogenmaterial; Trockengut; Krautdroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
50	f75r	f75r.18	char	Trockenfraktion I	Trockenfraktion I	PRODUCTIVE_COMPOUND	CH_DRY+AR_FRACTION_I	CHOR als Pflanzenteil	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sol sheedy qol shedy qol otain char sar oly	Samenmaterial/Saatgut; feucht am Ende des Grades, abgeschlossen; gib Folgendes hinzu: feucht in der Mitte des Grades, abgeschlossen; gib Folgendes hinzu: kalt im Zubereitungsrahmen, Grad II; [char:?]; Samenfraktion I; seihe Vorstehendes ab.	Samenmaterial/Saatgut; vollständig eingeweicht; gib Folgendes hinzu: bis zur mittleren Einweichstufe gebracht; gib Folgendes hinzu: kalt im Zubereitungsrahmen, Grad II; Trockenfraktion I; Samenfraktion I; seihe Vorstehendes ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
51	f75r	f75r.23	chedyqokam	eine Maßeinheit heiß getrocknete Droge	eine Maßeinheit heiß getrocknete Droge	PRODUCTIVE_COMPOUND	CHEDY_DRY_FINISHED+QO_FRAME+K_HOT+AM_UNIT_I	verlorene Grenze CHEDY|QOKAM	MEDIUM_EXACT_WHOLE	NONE	pchey kshey qokeey qokal sshey qol chedyqokam	Pulver, trocken gebunden, Form I; heiß und feucht in der Mitte des Grades; heiß am Ende des Grades; Rohstoffklasse I, heiß am Gradanfang; eingeweichte Saat, Form I; gib Folgendes hinzu: [chedyqokam:?]	Pulver, trocken gebunden, Form I; heiß und bis zur mittleren Einweichstufe; bis zur Heizendstufe; Rohstoff I, heiß am Gradanfang; eingeweichte Saat, Form I; gib Folgendes hinzu: eine Maßeinheit heiß getrocknete Droge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
52	f75r	f75r.34	oltedy	kalte Drogenbasis, Mittelstufe erreicht	kalte Drogenbasis, Mittelstufe erreicht	PRODUCTIVE_COMPOUND	OL_BASE+T_COLD+E_MIDDLE+DY_FINISHED	abgekühlter Auszug	MEDIUM_EXACT_WHOLE	NONE	s olkedy okal dar oty okar otar ol kain oltedy	Samen-/Saatgutposten: erhitzte Drogenbasis, fertig; Rohstoffklasse I im Ansatz, heiß am Gradanfang; abgemessene Fraktion I; kalter Ansatz am Anfang des Grades; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß, Grad II; [oltedy:?]	Samen-/Saatgutposten: erhitzte Drogenbasis, fertig; Rohstoff I, leicht erhitzt im Ansatz; abgemessene Fraktion I; kalter Ansatz am Anfang des Grades; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; Grundansatz; heiß, Grad II; kalte Drogenbasis, Mittelstufe erreicht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
53	f75r	f75r.35	sheety	vollständig angefeuchtet und gekühlt	vollständig angefeuchtet und gekühlt	PRODUCTIVE_COMPOUND	SH_MOIST+EE_END+T_COLD+Y_BASE	anfeuchten und kühlen	MEDIUM_EXACT_WHOLE	NONE	qokain sheety qokain dar dar shedy qokain oldy	heiß, Grad II; [sheety:?]; heiß, Grad II; abgemessene Fraktion I; abgemessene Fraktion I; feucht in der Mitte des Grades, abgeschlossen; heiß, Grad II; fertiger, abgeseihter Auszug	heiß, Grad II; vollständig angefeuchtet und gekühlt; heiß, Grad II; abgemessene Fraktion I; abgemessene Fraktion I; bis zur mittleren Einweichstufe gebracht; heiß, Grad II; fertiger, abgeseihter Auszug	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
54	f75v	f75v.12	keed	Erhitzung bis Endstufe abgeschlossen	Erhitzung bis Endstufe abgeschlossen	PRODUCTIVE_COMPOUND	K_HOT+EE_END+D_CLOSED	bis zum Ende erhitzen	MEDIUM_EXACT_WHOLE	NONE	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly	heiß in der Mitte des Grades, abgeschlossen; eingeweichte Wurzel, Form I; gib Folgendes hinzu: trocken in der Mitte des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken in der Mitte des Grades; [keed:?]; Samenmaterial/Saatgut; heiß in der Mitte des Grades; heiß in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; abgemessene Fraktion I; seihe Vorstehendes ab.	bis zur mittleren Heizstufe gebracht; eingeweichte Wurzel, Form I; gib Folgendes hinzu: bis zur mittleren Trockenstufe; Grundansatz; bis zur mittleren Trockenstufe; Erhitzung bis Endstufe abgeschlossen; Samenmaterial/Saatgut; bis zur mittleren Heizstufe; bis zur mittleren Heizstufe gebracht; Rohstoff I, heiß am Gradanfang; abgemessene Fraktion I; seihe Vorstehendes ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
55	f75v	f75v.59	olkol	heißer Drogenauszug	heißer Drogenauszug	PRODUCTIVE_COMPOUND	OL_BASE+KOL_HOT_MATERIAL	bloß heißes Drogenmaterial	MEDIUM_EXACT_WHOLE	NONE	qokeedy qokol olkol	heiß am Ende des Grades, abgeschlossen; erhitze Folgendes: [olkol:?]	bis zur Heizendstufe gebracht; erhitze Folgendes: heißer Drogenauszug	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
56	f75v	f75v.63	olyly	seihe ein zweites Mal ab	seihe ein zweites Mal ab.	LEARNED_ACTION_WHOLE	LEARNED_OLY_STRAIN+ITERATIVE_Y	abgeseihter Holzauszug	MEDIUM_EXACT_WHOLE	NONE	oteey qol chey qokey oldy olyly	kalter Ansatz am Ende des Grades; gib Folgendes hinzu: trocken in der Mitte des Grades; heiß in der Mitte des Grades; fertiger, abgeseihter Auszug; [olyly:?]	Ansatz auf Kühlendstufe; gib Folgendes hinzu: bis zur mittleren Trockenstufe; bis zur mittleren Heizstufe; fertiger, abgeseihter Auszug; seihe ein zweites Mal ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
57	f75v	f75v.64	ldy	Holzdroge, fertig aufbereitet	Holzdroge, fertig aufbereitet	PRODUCTIVE_COMPOUND	L_WOOD+DY_FINISHED	L als Gewichtseinheit	MEDIUM_EXACT_WHOLE	NONE	sshey qol dy qokar shey ldy	eingeweichte Saat, Form I; gib Folgendes hinzu: heiße Drogenfraktion I; feucht in der Mitte des Grades; [ldy:?]	eingeweichte Saat, Form I; gib Folgendes hinzu: heiße Drogenfraktion I; bis zur mittleren Einweichstufe; Holzdroge, fertig aufbereitet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
58	f75v	f75v.69	okeshey	heiß angefeuchteter Ansatz, Mittelstufe	heiß angefeuchteter Ansatz, Mittelstufe	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+E_MIDDLE+SH_MOIST+EY_MIDDLE	gleichzeitig heiß-feuchter Ansatz	MEDIUM_EXACT_WHOLE	NONE	okeshey olkedy olkedy qol chey	[okeshey:?]; erhitzte Drogenbasis, fertig; erhitzte Drogenbasis, fertig; gib Folgendes hinzu: trocken in der Mitte des Grades	heiß angefeuchteter Ansatz, Mittelstufe; erhitzte Drogenbasis, fertig; erhitzte Drogenbasis, fertig; gib Folgendes hinzu: bis zur mittleren Trockenstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
59	f76r	f76r.35	okeolor	erwärmte Drogenstoffportion	erwärmte Drogenstoffportion	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+E_MIDDLE+OL_MATERIAL+OR_PORTION	erwärmte Zutat	MEDIUM_EXACT_WHOLE	NONE	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy	Saatgut, Typ/Charge II; feucht in der Mitte des Grades, abgeschlossen; eingeweichtes Drogenholz, Form I; Rohstoffklasse I, heiß am Gradanfang; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [okeolor:?]; trockener Drogenstoff; kalte Drogenfraktion I im Ansatz; trocken in der Mitte des Grades, abgeschlossen; gib Folgendes hinzu: trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; Arzneikompositum: trocken, Gradanfang	Saatgut, Typ/Charge II; bis zur mittleren Einweichstufe gebracht; eingeweichtes Drogenholz, Form I; Rohstoff I, heiß am Gradanfang; getrocknete Krautdroge; erwärmte Drogenstoffportion; trockener Drogenstoff; kalte Drogenfraktion I im Ansatz; bis zur mittleren Trockenstufe gebracht; gib Folgendes hinzu: getrocknete Krautdroge; Arzneikompositum: trocken, Gradanfang	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
60	f76r	f76r.50	rory	Wurzelportion, Grundform	Wurzelportion, Grundform	PRODUCTIVE_COMPOUND	R_ROOT+OR_PORTION+Y_BASE	rohe Wurzel	MEDIUM_EXACT_WHOLE	NONE	pchedy sal dol shdy olkedy qokaiin otal rory	getrocknetes Pulver; Saat-Rohstoff I; Materialmaß; feucht am Anfang des Grades, abgeschlossen; erhitzte Drogenbasis, fertig; heiß, Grad III; Rohstoffklasse I im Ansatz, kalt am Gradanfang; [rory:?]	getrocknetes Pulver; Saat-Rohstoff I; Materialmaß; leicht angefeuchtet, abgeschlossen; erhitzte Drogenbasis, fertig; heiß, Grad III; Rohstoff I, leicht gekühlt im Ansatz; Wurzelportion, Grundform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
61	f76v	f76v.3	chedaiin	abgemessene Trockendroge, Dosis III	abgemessene Trockendroge, Dosis III	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+D_MEASURE+A+IIN_III	trocken, Stufe III	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dchedy qokeedy oteedy chedaiin chey qokeedy olkedy ror oteedy okal	abgemessene Trockendroge, fertig; heiß am Ende des Grades, abgeschlossen; kalter Ansatz am Ende des Grades, abgeschlossen; [chedaiin:?]; trocken in der Mitte des Grades; heiß am Ende des Grades, abgeschlossen; erhitzte Drogenbasis, fertig; Wurzelportion; kalter Ansatz am Ende des Grades, abgeschlossen; Rohstoffklasse I im Ansatz, heiß am Gradanfang	abgemessene Trockendroge, fertig; bis zur Heizendstufe gebracht; Ansatz auf Kühlendstufe abgeschlossen; abgemessene Trockendroge, Dosis III; bis zur mittleren Trockenstufe; bis zur Heizendstufe gebracht; erhitzte Drogenbasis, fertig; Wurzelportion; Ansatz auf Kühlendstufe abgeschlossen; Rohstoff I, leicht erhitzt im Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
62	f76v	f76v.40	char	Trockenfraktion I	Trockenfraktion I	PRODUCTIVE_COMPOUND	CH_DRY+AR_FRACTION_I	CHOR als Pflanzenteil	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sol shedy qoky daiin shedy chey qokaiin cheedy qo char aiin	Samenmaterial/Saatgut; feucht in der Mitte des Grades, abgeschlossen; heiß am Anfang des Grades; Grad-/Maßwert III; feucht in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades; heiß, Grad III; trocken am Ende des Grades, abgeschlossen; nimm Folgendes: [char:?]; Menge III	Samenmaterial/Saatgut; bis zur mittleren Einweichstufe gebracht; leicht erhitzt; drei Maße; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Trockenstufe; heiß, Grad III; vollständig getrocknet; nimm Folgendes: Trockenfraktion I; drei Teile	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
63	f77v	f77v.19	qoraiin	nimm eine Drogenportion, Menge III	nimm eine Drogenportion, Menge III:	LEARNED_ACTION_WHOLE	QO_TAKE+OR_PORTION+A+IIN_III	nominale Ansatzportion III	MEDIUM_EXACT_WHOLE	NONE	qoraiin shey qokaiin chal aiiin chedy qol	[qoraiin:?]; feucht in der Mitte des Grades; heiß, Grad III; Rohstoffklasse I, trocken am Gradanfang; Menge-/Klassenwert IV; trocken in der Mitte des Grades, abgeschlossen; gib Vorstehendes hinzu	nimm eine Drogenportion, drei Teile: bis zur mittleren Einweichstufe; heiß, Grad III; Rohstoff I, trocken am Gradanfang; vier Teile; bis zur mittleren Trockenstufe gebracht; gib Vorstehendes hinzu	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
64	f77v	f77v.35	dary	abgemessene Fraktion I, abgeschlossen	abgemessene Fraktion I, abgeschlossen	PRODUCTIVE_COMPOUND	D_MEASURE+AR_FRACTION_I+Y_CLOSE	Rohfraktion I	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	tchor sheey qokain qokain sheol qokeedy qokal dary	kalt-trockene Drogenportion; feucht am Ende des Grades; heiß, Grad II; heiß, Grad II; feuchtes Material; heiß am Ende des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; [dary:?]	kalt-trockene Drogenportion; vollständig eingeweicht; heiß, Grad II; heiß, Grad II; feuchtes Material; bis zur Heizendstufe gebracht; Rohstoff I, heiß am Gradanfang; abgemessene Fraktion I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
65	f78r	f78r.37	shee	vollständig anfeuchten	feuchte vollständig an	LEARNED_ACTION_WHOLE	LEARNED_SH_MOIST+EE_END	vollständig feuchter Zustand	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	osal ol s aiin shee aiin oly	Ansatz aus Saatrohstoff, Form I; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Samen-/Saatgutposten; Menge III; [shee:?]; Menge III; seihe Vorstehendes ab.	Ansatz aus Saatrohstoff, Form I; Grundansatz; Samen-/Saatgutposten; drei Teile; feuchte vollständig an; drei Teile; seihe Vorstehendes ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
66	f78v	f78v.11	ykal	Eintrag: heißer Rohstoff, Klasse I	hierzu: heißer Rohstoff, Klasse I	ENTRY_COMPOSITE	Y_ENTRY+K_HOT+AL_RAW_I	hierzu heißer Rohstoff	MEDIUM_EXACT_WHOLE	NONE	qol chedy qol okeey ykal ol chdy qokain chcthy daiin	gib Folgendes hinzu: trocken in der Mitte des Grades, abgeschlossen; gib Folgendes hinzu: heißer Ansatz am Ende des Grades; [ykal:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Anfang des Grades, abgeschlossen; heiß, Grad II; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; Menge/Portion III	gib Folgendes hinzu: bis zur mittleren Trockenstufe gebracht; gib Folgendes hinzu: Ansatz auf Heizendstufe; hierzu: heißer Rohstoff, Klasse I; Grundansatz; angetrocknet; heiß, Grad II; getrocknete Krautdroge; Menge/Portion III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
67	f78v	f78v.13	dchokol	abgemessener heißer Trockenansatz	abgemessener heißer Trockenansatz	PRODUCTIVE_COMPOUND	D_MEASURE+CH_DRY+O_PREP+KOL_HOT_MATERIAL	einen Trockenansatz erhitzen	MEDIUM_EXACT_WHOLE	NONE	dchokol chedy qokedy qokey qol chedy qokeedy lchey	[dchokol:?]; trocken in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades; gib Folgendes hinzu: trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; Drogenholz, trocken gebunden, Form I	abgemessener heißer Trockenansatz; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe gebracht; bis zur mittleren Heizstufe; gib Folgendes hinzu: bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe gebracht; Drogenholz, trocken gebunden, Form I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
68	f78v	f78v.23	okeshy	erhitzter, danach angefeuchteter Ansatz	erhitzter, danach angefeuchteter Ansatz	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+E_MIDDLE+SH_MOIST+Y_BASE	gleichzeitig heiß-feuchter Ansatz	MEDIUM_EXACT_WHOLE	NONE	qol chedy okeshy qoteedy okeedy ol shedy qokedy dy	gib Folgendes hinzu: trocken in der Mitte des Grades, abgeschlossen; [okeshy:?]; kalt am Ende des Grades, abgeschlossen; heißer Ansatz am Ende des Grades, abgeschlossen; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen.	gib Folgendes hinzu: bis zur mittleren Trockenstufe gebracht; erhitzter, danach angefeuchteter Ansatz; bis zur Kühlendstufe gebracht; Ansatz auf Heizendstufe abgeschlossen; Grundansatz; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe gebracht.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
