decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G663-D090	qoteytyqoky	ACTION	LEARNED_ACTION_WHOLE	zunächst bis Mittelstufe kühlen, dann heiß ansetzen	QOTEY_COLD_MIDDLE+TY_SEQUENCE+QOKY_HOT_START	statische Qualitätsfolge	1	1	1	1	1	QOTEYTYQOKY_COOL_THEN_HEAT	LOW_EXPLORATORY	ACCEPT_V40_REPLACEABLE
G663-D091	sholdy	MOIST_PREP	PRODUCTIVE_COMPOUND	vollständig eingeweichte Droge	SHOL_MOIST_MATERIAL+DY_FINISHED	einweichen	6	6	6	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D092	lkedy	WOOD	PRODUCTIVE_COMPOUND	erhitzte Holzdroge, Mittelstufe, fertig	L_WOOD+K_HOT+E_MIDDLE+DY_FINISHED	erwärmte Flüssigkeit	26	25	16	15	15	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D093	qotaldy	COLD	PRODUCTIVE_COMPOUND	kalter Rohstoff I, fertig aufbereitet	QO_FRAME+T_COLD+AL_RAW_I+DY_FINISHED	Rohstoff abkühlen	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V40_REPLACEABLE
G663-D094	oychey	DRY	PRODUCTIVE_COMPOUND	Ansatz aus dieser Trockenform I	O_PREP+Y_REFERENCE+CHEY_DRY_MIDDLE	gewöhnlicher Trockenansatz Form I	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V40_REPLACEABLE
G663-D095	olain	MEASURE	PRODUCTIVE_COMPOUND	Drogenstoff, Menge II	OL_BASE+A+IN_II	Drogenstoff, Qualitätsstufe II	11	11	9	10	10	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D096	opchey	POWDER	PRODUCTIVE_COMPOUND	Trockenpulver-Ansatz, Form I	O_PREP+P_POWDER+CHEY_DRY_MIDDLE	trockenes Pulver ohne Ansatz	26	26	22	25	25	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D097	odain	MEASURE	PRODUCTIVE_COMPOUND	Zubereitungsdosis II	O_PREP+D_DOSE+A+IN_II	Zubereitungsstufe II	14	14	11	11	11	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D098	ochedy	DRY	PRODUCTIVE_COMPOUND	Ansatz aus getrockneter Droge, abgeschlossen	O_PREP+CHEDY_DRY_FINISHED	CHODY mit vertauschter Hülle	8	8	8	2	2	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D099	oldal	MEASURE	PRODUCTIVE_COMPOUND	abgemessener Drogenrohstoff I	OL_BASE+D_MEASURE+AL_RAW_I	Materialzustand Rohstoff I	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V40_REPLACEABLE
G663-D100	chody	DRY	PRODUCTIVE_COMPOUND	Trockenansatz, abgeschlossen	CH_DRY+O_PREP+DY_FINISHED	bloß getrockneter Zustand	78	78	56	64	64	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D101	ckheody	COMPOSITE	PRODUCTIVE_COMPOUND	fertiger Ansatz eines Arzneikompositums	CKH_COMPOSITE+E_BOUND+O_PREP+DY_FINISHED	undurchsichtiges Ganzwort	5	5	4	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V40_REPLACEABLE
G663-D102	cthosg	RESIDUE	PRODUCTIVE_COMPOUND	Krautrückstand	CTHO_HERB_PREP+SG_RESIDUE	fertige Krautarzneispecies	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V40_REPLACEABLE
