event_id	page	record	statement_id	surface	event_role	event_reading_de	workshop_phase	phase_assignment_complete
E268	f83r	B3	B3-S020	dal	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E269	f83r	B3	B3-S020	lchedy	ACTION	hinleiten + umfüllen	ROUTE	YES
E270	f83r	B3	B3-S021	qokaiin	ACTION	bis zum Sollmaß beschicken	MEASURE_CHARGE	YES
E271	f83r	B3	B3-S021	shcthy	ARGUMENT_OR_STATE	bereit · dieser Posten	ARGUMENT_OR_STATE	YES
E272	f83r	B3	B3-S021	dal	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E273	f83r	B3	B3-S021	sy	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E274	f83r	B3	B3-S021	saiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E275	f83r	B3	B3-S021	shedal	ACTION	ablagern	SETTLE	YES
E276	f83r	B3	B3-S021	shecthy	ACTION	stehen lassen	HOLD	YES
E277	f83r	B3	B3-S021	chey	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E278	f83r	B3	B3-S021	tal	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E279	f83r	B3	B3-S021	shcthy	ARGUMENT_OR_STATE	bereit · dieser Posten	ARGUMENT_OR_STATE	YES
E280	f83r	B3	B3-S021	dalchdy	ACTION	umfüllen	ROUTE	YES
E281	f83r	B3	B3-S022	qotchedy	ACTION	in die nächste Station weitergeben	ROUTE	YES
E282	f83r	B3	B3-S023	lchedy	ACTION	abführen + überführen	ROUTE	YES
E283	f83r	B3	B3-S024	tchedy	ACTION	in die nächste Station weitergeben	ROUTE	YES
E284	f83r	B3	B3-S025	qokchdy	ACTION	einsetzen + überführen	MEASURE_CHARGE>ROUTE	YES
E285	f83r	B3	B3-S026	cheedar	ARGUMENT_OR_STATE	länger · von dort	ARGUMENT_OR_STATE	YES
E286	f83r	B3	B3-S026	chldaiin	ACTION	ableiten	ROUTE	YES
E287	f83r	B3	B3-S026	chedy	ACTION	umschöpfen	ROUTE	YES
E288	f83r	B3	B3-S026	qokain	ACTION	eine Portion einfüllen	MEASURE_CHARGE	YES
E289	f83r	B3	B3-S026	checthy	ARGUMENT_OR_STATE	bereit · dieser Posten	ARGUMENT_OR_STATE	YES
E290	f83r	B3	B3-S026	chealror	ACTION	abkühlen lassen	THERMAL	YES
E291	f83r	B3	B3-S026	solkeedy	ACTION	auffangen und stehen lassen	SETTLE>HOLD	YES
E292	f83r	B3	B3-S027	qoteedy	ARGUMENT_OR_STATE	danach · länger; Schritt schließen	ARGUMENT_OR_STATE	YES
E293	f83r	B3	B3-S028	qokeey	ACTION	wirken lassen	HOLD	YES
E294	f83r	B3	B3-S028	qokedy	ACTION	einwirken lassen	HOLD	YES
E295	f83r	B3	B3-S029	sol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E296	f83r	B3	B3-S029	cheeety	ACTION	eintragen	MEASURE_CHARGE	YES
E297	f83r	B3	B3-S029	qokedy	ACTION	einwirken lassen	HOLD	YES
E298	f83r	B3	B3-S030	qoky	ACTION	den Arbeitsstoff einsetzen	MEASURE_CHARGE	YES
E299	f83r	B3	B3-S030	saiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E300	f83r	B3	B3-S030	schedair	ACTION	durchleiten	ROUTE	YES
E301	f83r	B3	B3-S030	otchedy	ACTION	in die nächste Station weitergeben	ROUTE	YES
E302	f83r	B3	B3-S031	qokeedy	ACTION	einwirken lassen	HOLD	YES
E303	f83r	B3	B3-S032	chedain	ACTION	abmessen und umsetzen	MEASURE_CHARGE	YES
E304	f83r	B3	B3-S032	chedy	ACTION	abmessen und umsetzen	MEASURE_CHARGE	YES
E305	f83r	B3	B3-S032	qotedaiin	ARGUMENT_OR_STATE	danach · kurz · vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E306	f83r	B3	B3-S032	otaiin	ARGUMENT_OR_STATE	danach · vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E307	f83r	B3	B3-S032	otedy	ARGUMENT_OR_STATE	danach · kurz; Schritt schließen	ARGUMENT_OR_STATE	YES
E308	f83r	B3	B3-S033	ldy	ACTION	abführen	ROUTE	YES
E309	f83r	B3	B3-S034	soiiin	ARGUMENT_OR_STATE	Arbeitsgang · Sollstufe	ARGUMENT_OR_STATE	YES
E310	f83r	B3	B3-S034	checthy	ARGUMENT_OR_STATE	bereit · dieser Posten	ARGUMENT_OR_STATE	YES
E311	f83r	B3	B3-S034	chety	ACTION	eintragen	MEASURE_CHARGE	YES
E312	f83r	B3	B3-S034	otaiin	ARGUMENT_OR_STATE	danach · vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E313	f83r	B3	B3-S034	olsaly	ARGUMENT_OR_STATE	fortsetzen · bezeichnete Stelle · dieser Posten	ARGUMENT_OR_STATE	YES
E314	f83r	B3	B3-S034	shedy	ACTION	ablagern	SETTLE	YES
E315	f83r	B4	B4-S001	qokeedy	ACTION	einwirken lassen	HOLD	YES
E316	f83r	B4	B4-S002	qolchey	ARGUMENT_OR_STATE	fortsetzen · dieser Posten	ARGUMENT_OR_STATE	YES
E317	f83r	B4	B4-S002	qokeey	ACTION	wirken lassen	HOLD	YES
E318	f83r	B4	B4-S002	qokedy	ACTION	einwirken lassen	HOLD	YES
E319	f83r	B4	B4-S003	chedy	ACTION	umschöpfen	ROUTE	YES
E320	f83r	B4	B4-S003	otal	ARGUMENT_OR_STATE	danach · bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E321	f83r	B4	B4-S003	otchey	ARGUMENT_OR_STATE	danach · dieser Posten	ARGUMENT_OR_STATE	YES
E322	f83r	B4	B4-S003	qokeey	ACTION	anlegen	APPLY	YES
E323	f83r	B4	B4-S003	qoky	ACTION	den Arbeitsstoff einsetzen	MEASURE_CHARGE	YES
E324	f83r	B4	B4-S003	tol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E325	f83r	B4	B4-S003	shedy	ACTION	absetzen lassen	SETTLE	YES
E326	f83r	B4	B4-S004	qokylddy	ACTION	einsetzen + festbinden	MEASURE_CHARGE>APPLY	YES
E327	f83r	B4	B4-S005	dain	ARGUMENT_OR_STATE	Portion	ARGUMENT_OR_STATE	YES
E328	f83r	B4	B4-S005	chedy	ACTION	abmessen und umsetzen	MEASURE_CHARGE	YES
E329	f83r	B4	B4-S005	qokeedy	ACTION	einwirken lassen	HOLD	YES
E330	f83r	B4	B4-S006	shckhedy	ACTION	zurückhalten	HOLD	YES
E331	f83r	B4	B4-S007	shckhedy	ACTION	zurückhalten	HOLD	YES
E332	f83r	B4	B4-S008	saiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E333	f83r	B4	B4-S008	cheeky	ACTION	warm halten	HOLD	YES
E334	f83r	B4	B4-S008	sheey	ACTION	einwirken lassen	HOLD	YES
E335	f83r	B4	B4-S008	qokedy	ACTION	einwirken lassen	HOLD	YES
E336	f83r	B4	B4-S009	shedy	ACTION	absetzen lassen	SETTLE	YES
E337	f83r	B4	B4-S010	oldy	ARGUMENT_OR_STATE	fortsetzen; Schritt schließen	ARGUMENT_OR_STATE	YES
E338	f83r	B4	B4-S011	saiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E339	f83r	B4	B4-S011	cheky	ACTION	warm halten	HOLD	YES
E340	f83r	B4	B4-S011	okeeol	ACTION	wirken lassen	HOLD	YES
E341	f83r	B4	B4-S011	okain	ACTION	eine Portion einfüllen	MEASURE_CHARGE	YES
E342	f83r	B4	B4-S011	chdy	ACTION	umschöpfen	ROUTE	YES
E343	f83r	B4	B4-S011	sol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E344	f83r	B4	B4-S011	lkedy	ACTION	abführen + zugeben	ROUTE>MEASURE_CHARGE	YES
E345	f83r	B4	B4-S012	lchedy	ACTION	abführen + überführen	ROUTE	YES
E346	f83r	B4	B4-S013	qokol	ACTION	weiter beschicken	MEASURE_CHARGE	YES
E347	f83r	B4	B4-S013	shedy	ACTION	absetzen lassen	SETTLE	YES
E348	f83r	B4	B4-S014	or	ARGUMENT_OR_STATE	Ansatz	ARGUMENT_OR_STATE	YES
E349	f83r	B4	B4-S014	chey	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E350	f83r	B4	B4-S014	qockhey	ARGUMENT_OR_STATE	Arbeitsgang · Durchlass · kurz · dieser Posten	ARGUMENT_OR_STATE	YES
E351	f83r	B4	B4-S014	dairydy	ARGUMENT_OR_STATE	laufender Bestand · dieser Posten; Schritt schließen	ARGUMENT_OR_STATE	YES
E352	f83r	B4	B4-S015	qokain	ACTION	eine Portion einfüllen	MEASURE_CHARGE	YES
E353	f83r	B4	B4-S015	shey	ACTION	stehen lassen	HOLD	YES
E354	f83r	B4	B4-S015	kain	ACTION	dosiert zugeben	MEASURE_CHARGE	YES
E355	f83r	B4	B4-S015	chckhal	ACTION	ablaufen lassen	ROUTE	YES
E356	f83r	B4	B4-S015	solkey	ACTION	auffangen	SETTLE	YES
E357	f83r	B4	B4-S015	lchedy	ACTION	abführen + überführen	ROUTE	YES
E358	f83r	B4	B4-S016	qolkain	ACTION	dosiert zugeben	MEASURE_CHARGE	YES
E359	f83r	B4	B4-S016	dal	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E360	f83r	B4	B4-S016	skar	ACTION	zuführen	ROUTE	YES
E361	f83r	B4	B4-S016	shedy	ACTION	absetzen lassen	SETTLE	YES
E362	f83r	B5	B5-S001	otchdy	ACTION	in die nächste Station weitergeben	ROUTE	YES
E363	f83r	B5	B5-S002	qokchdy	ACTION	einsetzen + überführen	MEASURE_CHARGE>ROUTE	YES
E364	f83r	B5	B5-S003	shedal	ACTION	ablagern	SETTLE	YES
E365	f83r	B5	B5-S003	dal	ARGUMENT_OR_STATE	bezeichnete Stelle	ARGUMENT_OR_STATE	YES
E366	f83r	B5	B5-S003	cheol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E367	f83r	B5	B5-S003	lol	ACTION	hinleiten	ROUTE	YES
E368	f83r	B5	B5-S003	chdal	ACTION	umfüllen	ROUTE	YES
E369	f83r	B5	B5-S003	aiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E370	f83r	B5	B5-S003	sol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E371	f83r	B5	B5-S003	daiiin	ARGUMENT_OR_STATE	zweite · Sollstufe	ARGUMENT_OR_STATE	YES
E372	f83r	B5	B5-S003	chedy	ACTION	abmessen und umsetzen	MEASURE_CHARGE	YES
E373	f83r	B6	B6-S001	solkeey	ACTION	auffangen	SETTLE	YES
E374	f83r	B6	B6-S001	qekey	ACTION	zugeben	MEASURE_CHARGE	YES
E375	f83r	B6	B6-S001	raly	ACTION	abkühlen lassen	THERMAL	YES
E376	f83r	B6	B6-S001	ol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E377	f83r	B6	B6-S001	daiin	ARGUMENT_OR_STATE	vorgeschriebenes Maß	ARGUMENT_OR_STATE	YES
E378	f83r	B6	B6-S001	ol	ARGUMENT_OR_STATE	fortsetzen	ARGUMENT_OR_STATE	YES
E379	f83r	B6	B6-S001	dain	ARGUMENT_OR_STATE	Portion	ARGUMENT_OR_STATE	YES
E380	f83r	B6	B6-S001	chey	ARGUMENT_OR_STATE	dieser Posten	ARGUMENT_OR_STATE	YES
E381	f83r	B6	B6-S001	ldalor	ACTION	hinleiten	ROUTE	YES
