clause_id	physical_page	locus_span	visible_owner_or_namespace_de	event_count	surface_sequence	exact_event_phrase_chain_de	natural_workshop_reading_de	rewrite_mode	global_network_claim	end_reason	event_ids
P915-C061	f75r	f75r.27|f75r.28	großes Bad-/Stationsblatt mit dreieckiger Insel	4	dy rol tchedy pchedy	POSTEN verwenden → den Zustand markieren, dann den Teilgang fortsetzen → die Stufe einstellen, dann den Posten umsetzen → den Posten einsetzen, dann den Posten umsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0678|P912-E0679|P912-E0680|P912-E0681
P915-C062	f75r	f75r.28	großes Bad-/Stationsblatt mit dreieckiger Insel	7	qokeey sol oldair shecthy qol l sheedy	länger den aktuellen Posten beibehalten → FORTSETZEN verwenden → den Teilgang fortsetzen mit dem Teilposten → kurz den Posten halten, dann den Posten gebrauchsfertig machen → FORTSETZEN verwenden → LEITEN verwenden → länger den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0682|P912-E0683|P912-E0684|P912-E0685|P912-E0686|P912-E0687|P912-E0688
P915-C063	f75r	f75r.28	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0689
P915-C064	f75r	f75r.28	großes Bad-/Stationsblatt mit dreieckiger Insel	1	lolchedy	den Posten weiterleiten, dann den Teilgang fortsetzen, dann den Posten umsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0690
P915-C065	f75r	f75r.29	großes Bad-/Stationsblatt mit dreieckiger Insel	10	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy	TEILMENGE verwenden → den Posten behandeln → POSTEN verwenden → den Posten weiterleiten, dann den Stationsgang ausführen → den Posten weiterleiten → FORTSETZEN verwenden → länger den Teilgang abschließen, dann den Teilgang fortsetzen → TEILMENGE verwenden → den Teilgang fortsetzen → länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0691|P912-E0692|P912-E0693|P912-E0694|P912-E0695|P912-E0696|P912-E0697|P912-E0698|P912-E0699|P912-E0700
P915-C066	f75r	f75r.29|f75r.30	großes Bad-/Stationsblatt mit dreieckiger Insel	14	chedy qotan qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy	den Posten umsetzen → zum nächsten Teilgang gehen → AUSFÜHREN verwenden → TEILMENGE verwenden → länger den Posten behandeln → kurz den aktuellen Posten beibehalten → die bezeichnete Einstellung übernehmen mit dem Teilposten → kurz den Posten behandeln → die bezeichnete Einstellung übernehmen → TEILMENGE verwenden → den Posten umsetzen → AUSFÜHREN verwenden → den Teilgang fortsetzen → den Posten absetzen lassen, dann den Teilgang abschließen	Den Posten zur nächsten Station umsetzen, eine Portion länger behandeln, kurz an der Zielstelle ansetzen und weiterführen; danach absetzen lassen und schließen.	MANUAL_LONG_CLAUSE_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0701|P912-E0702|P912-E0703|P912-E0704|P912-E0705|P912-E0706|P912-E0707|P912-E0708|P912-E0709|P912-E0710|P912-E0711|P912-E0712|P912-E0713|P912-E0714
P915-C067	f75r	f75r.30|f75r.31	großes Bad-/Stationsblatt mit dreieckiger Insel	3	okar olom dshedy	die bezeichnete Einstellung übernehmen → den Teilgang fortsetzen im inneren Becken, dann den Stationsgang ausführen → kurz den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0715|P912-E0716|P912-E0717
P915-C068	f75r	f75r.31	großes Bad-/Stationsblatt mit dreieckiger Insel	4	qokey chckhy qokar shedy	kurz den aktuellen Posten beibehalten → den Posten durch den sichtbaren Durchlass führen → die bezeichnete Einstellung übernehmen → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt durch den angeschlossenen Durchlass geben, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0718|P912-E0719|P912-E0720|P912-E0721
P915-C069	f75r	f75r.31	großes Bad-/Stationsblatt mit dreieckiger Insel	3	chey qoked qokedy	POSTEN verwenden → kurz die bezeichnete Einstellung übernehmen mit dem Teilposten → kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0722|P912-E0723|P912-E0724
P915-C070	f75r	f75r.31	großes Bad-/Stationsblatt mit dreieckiger Insel	1	daldy	den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0725
P915-C071	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	3	polshy dal shedy	den Posten einsetzen, dann den Teilgang fortsetzen, dann den Posten halten → ZIELSTATION verwenden → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt in die Arbeitsstation geben, halten und behandeln, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0726|P912-E0727|P912-E0728
P915-C072	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokain dar chsdy	die bezeichnete Einstellung übernehmen mit dem Teilposten → die bezeichnete Einstellung übernehmen mit dem Teilposten → die bezeichnete Station auswählen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0729|P912-E0730|P912-E0731
P915-C073	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	1	shedy	den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0732
P915-C074	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qotar shedy	zum nächsten Teilgang gehen → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0733|P912-E0734
P915-C075	f75r	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ldy	den Posten weiterleiten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0735
P915-C076	f75r	f75r.33	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qokeey l shedy	länger den aktuellen Posten beibehalten → LEITEN verwenden → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0736|P912-E0737|P912-E0738
P915-C077	f75r	f75r.33	großes Bad-/Stationsblatt mit dreieckiger Insel	5	qo l chedy qokain chcthedy	AUSFÜHREN verwenden → LEITEN verwenden → den Posten umsetzen → die bezeichnete Einstellung übernehmen mit dem Teilposten → kurz den Posten gebrauchsfertig machen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0739|P912-E0740|P912-E0741|P912-E0742|P912-E0743
P915-C078	f75r	f75r.33	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ltedy	kurz den Posten weiterleiten, dann die Stufe einstellen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0744
P915-C079	f75r	f75r.33|f75r.34	großes Bad-/Stationsblatt mit dreieckiger Insel	3	darom s olkedy	den Stationsgang ausführen im inneren Becken mit dem Teilposten → AUSWÄHLEN verwenden → kurz den Posten auffangen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0745|P912-E0746|P912-E0747
P915-C080	f75r	f75r.34	großes Bad-/Stationsblatt mit dreieckiger Insel	8	okal dar oty okar otar ol kain oltedy	die bezeichnete Einstellung übernehmen → die bezeichnete Einstellung übernehmen mit dem Teilposten → zum nächsten Teilgang gehen → die bezeichnete Einstellung übernehmen → zum nächsten Teilgang gehen → FORTSETZEN verwenden → die bezeichnete Einstellung übernehmen mit dem Teilposten → kurz den Teilgang fortsetzen, dann die Stufe einstellen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0748|P912-E0749|P912-E0750|P912-E0751|P912-E0752|P912-E0753|P912-E0754|P912-E0755
P915-C081	f75r	f75r.35	großes Bad-/Stationsblatt mit dreieckiger Insel	6	qokain sheety qokain dar dar shedy	die bezeichnete Einstellung übernehmen mit dem Teilposten → länger den Posten halten, dann die Stufe einstellen → die bezeichnete Einstellung übernehmen mit dem Teilposten → die bezeichnete Einstellung übernehmen mit dem Teilposten → die bezeichnete Einstellung übernehmen mit dem Teilposten → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, länger halten und behandeln, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0756|P912-E0757|P912-E0758|P912-E0759|P912-E0760|P912-E0761
P915-C082	f75r	f75r.35	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokain oldy	die bezeichnete Einstellung übernehmen mit dem Teilposten → den Teilgang fortsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0762|P912-E0763
P915-C083	f75r	f75r.36	großes Bad-/Stationsblatt mit dreieckiger Insel	2	sol keedy	FORTSETZEN verwenden → länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0764|P912-E0765
P915-C084	f75r	f75r.36	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0766
P915-C085	f75r	f75r.36	großes Bad-/Stationsblatt mit dreieckiger Insel	4	qokey okar otar dardardy	kurz den aktuellen Posten beibehalten → die bezeichnete Einstellung übernehmen → zum nächsten Teilgang gehen → den Teilgang abschließen mit dem Teilposten	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0767|P912-E0768|P912-E0769|P912-E0770
P915-C086	f75r	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0771
P915-C087	f75r	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	3	dy sheety qokedy	POSTEN verwenden → länger den Posten halten, dann die Stufe einstellen → kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0772|P912-E0773|P912-E0774
P915-C088	f75r	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0775
P915-C089	f75r	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokechdy	kurz den Posten umsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0776
P915-C090	f75r	f75r.37|f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	2	lol qokeedy	den Posten weiterleiten, dann den Teilgang fortsetzen → länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0777|P912-E0778
P915-C091	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0779
P915-C092	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0780
P915-C093	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0781
P915-C094	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0782
P915-C095	f75r	f75r.38	großes Bad-/Stationsblatt mit dreieckiger Insel	1	ldy	den Posten weiterleiten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0783
P915-C096	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	1	yshedy	kurz den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0784
P915-C097	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0785
P915-C098	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0786
P915-C099	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	1	olkeedy	länger den Posten auffangen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0787
P915-C100	f75r	f75r.39	großes Bad-/Stationsblatt mit dreieckiger Insel	2	otey koldy	kurz zum nächsten Teilgang gehen → den Teilgang fortsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0788|P912-E0789
P915-C101	f75r	f75r.40	großes Bad-/Stationsblatt mit dreieckiger Insel	2	dar shedy	die bezeichnete Einstellung übernehmen mit dem Teilposten → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0790|P912-E0791
P915-C102	f75r	f75r.40	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qokain shedy	die bezeichnete Einstellung übernehmen mit dem Teilposten → den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0792|P912-E0793
P915-C103	f75r	f75r.40	großes Bad-/Stationsblatt mit dreieckiger Insel	2	dal keedy	ZIELSTATION verwenden → länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0794|P912-E0795
P915-C104	f75r	f75r.40	großes Bad-/Stationsblatt mit dreieckiger Insel	1	rshedy	den Zustand markieren, dann den Posten absetzen lassen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0796
P915-C105	f75r	f75r.41	großes Bad-/Stationsblatt mit dreieckiger Insel	1	sokeedy	länger die bezeichnete Station auswählen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0797
P915-C106	f75r	f75r.41	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0798
P915-C107	f75r	f75r.41	großes Bad-/Stationsblatt mit dreieckiger Insel	1	oteedy	länger zum nächsten Teilgang gehen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0799
P915-C108	f75r	f75r.41	großes Bad-/Stationsblatt mit dreieckiger Insel	3	qoky dy keedy	den aktuellen Posten beibehalten → POSTEN verwenden → länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0800|P912-E0801|P912-E0802
P915-C109	f75r	f75r.41|f75r.42	großes Bad-/Stationsblatt mit dreieckiger Insel	2	sy dshedy	POSTEN verwenden → kurz den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0803|P912-E0804
P915-C110	f75r	f75r.42	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0805
P915-C111	f75r	f75r.42	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokeedy	länger den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0806
P915-C112	f75r	f75r.42	großes Bad-/Stationsblatt mit dreieckiger Insel	2	qoteey qoteedy	länger zum nächsten Teilgang gehen → länger zum nächsten Teilgang gehen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0807|P912-E0808
P915-C113	f75r	f75r.42|f75r.43	großes Bad-/Stationsblatt mit dreieckiger Insel	2	dor yshedy	die bezeichnete Einstellung übernehmen mit dem Teilposten → kurz den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0809|P912-E0810
P915-C114	f75r	f75r.43	großes Bad-/Stationsblatt mit dreieckiger Insel	2	chekar oldy	den Posten behandeln → den Teilgang fortsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0811|P912-E0812
P915-C115	f75r	f75r.43	großes Bad-/Stationsblatt mit dreieckiger Insel	4	qokain chkar otar oldy	die bezeichnete Einstellung übernehmen mit dem Teilposten → den Posten behandeln → zum nächsten Teilgang gehen → den Teilgang fortsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt die vorgesehene Füllung einstellen, halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0813|P912-E0814|P912-E0815|P912-E0816
P915-C116	f75r	f75r.44	großes Bad-/Stationsblatt mit dreieckiger Insel	3	dchedy sain okedy	den Posten umsetzen mit dem Teilposten → die bezeichnete Station auswählen mit dem Teilposten → kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0817|P912-E0818|P912-E0819
P915-C117	f75r	f75r.44	großes Bad-/Stationsblatt mit dreieckiger Insel	1	qokedy	kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0820
P915-C118	f75r	f75r.44	großes Bad-/Stationsblatt mit dreieckiger Insel	1	otedy	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0821
P915-C119	f75r	f75r.44	großes Bad-/Stationsblatt mit dreieckiger Insel	1	okoldy	den Teilgang fortsetzen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0822
P915-C120	f75r	f75r.44|f75r.45	großes Bad-/Stationsblatt mit dreieckiger Insel	7	otar otam olaiin ch dar dy sshedy	zum nächsten Teilgang gehen → zum nächsten Teilgang gehen im inneren Becken → den Teilgang fortsetzen → AUS STATION NEHMEN verwenden → die bezeichnete Einstellung übernehmen mit dem Teilposten → POSTEN verwenden → kurz die bezeichnete Station auswählen, dann den Posten halten, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen, kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0823|P912-E0824|P912-E0825|P912-E0826|P912-E0827|P912-E0828|P912-E0829
P915-C121	f75r	f75r.45	großes Bad-/Stationsblatt mit dreieckiger Insel	3	shckhy qokey okedy	den Posten halten → kurz den aktuellen Posten beibehalten → kurz den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0830|P912-E0831|P912-E0832
P915-C122	f75r	f75r.45	großes Bad-/Stationsblatt mit dreieckiger Insel	3	sarol oty otedy	die bezeichnete Station auswählen, dann den Teilgang fortsetzen → zum nächsten Teilgang gehen → kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen	Auf dem großen Bad- und Stationsblatt den bezeichneten Stationsposten wählen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	NONE_LOCAL_STATION_ONLY	LICENSED_DY_CLOSE	P912-E0833|P912-E0834|P912-E0835
