master_card_id	master_form	registered_surfaces	surface_count	current_value_de	syntactic_type	event_count	records	component_class	component_formula	component_reading_snapshot_de	teaching_symbol	reader_normalization_families
MC127	lched	lched	1	Abführung	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER	abführen	P	MASTER_ONLY
MC128	cheedy	cheedy|shedy|tedy	3	kurz absetzen; Schluss	TERMINAL_ACTION	12	B1|B2|B3|B4	PRODUCTIVE_COMPOSITION	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	P	R9_CHEDY_CLOSE
MC129	cfhy	cfhy	1	auswringen	LEARNED_PROCESS_OR_PATH	1	H3	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	auswringen	W	MASTER_ONLY
MC130	lsho	lsho	1	Waschgang	LEARNED_PROCESS_OR_PATH	1	B1	PRODUCTIVE_COMPOSITION	LSH_WASH	Waschgang	P	MASTER_ONLY
MC131	choy	choy	1	Zugabeposten	LEARNED_OBJECT	1	H5	PRODUCTIVE_COMPOSITION	HO_INGREDIENT+Y_CURRENT	diese Zutat	P	MASTER_ONLY
MC132	sheckhy	sheckhy	1	Kurzpassage	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	CKH_THROUGH+E_SHORT+Y_CURRENT	kurz durchleiten	P	MASTER_ONLY
MC133	lcheckhedy	lcheckhedy	1	Trennabzug; Schluss	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+CKHE_STRAIN+TERMINAL	abseihen; Schluss	P	MASTER_ONLY
MC134	qolky	qolky	1	Weitergang	LEARNED_ORDER_OR_LINK	1	B1	PRODUCTIVE_COMPOSITION	Q_FRAME+OL_CONTINUE+KY_PATH	weiterfuehren	P	MASTER_ONLY
MC135	otedy	otedy	1	Kurzfolge; Schluss	LEARNED_PROCESS_OR_STATE	2	B3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_1+CLOSE	kurze Folge; Schluss	P	MASTER_ONLY
MC136	kchoar	kchoar	1	Quellauszug	LEARNED_OBJECT	1	H5	PRODUCTIVE_COMPOSITION	K_HULL+CHEO_EXTRACT+AR_FROM	Auszug daraus	P	MASTER_ONLY
MC137	shecthy	shecthy	1	Kurzvorbereitung	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	CTH_READY+E_SHORT+Y_CURRENT	kurz bereit halten	P	MASTER_ONLY
MC138	dshedy	dshedy	1	Frischwasser zugeben; Schluss	LEARNED_PROCESS_OR_STATE	1	B2	MEMORIZED_WHOLE_CARD	DSHE_FRESH_WATER+DY_CLOSE	Frischwasser	W	MASTER_ONLY
MC139	dchdy	dchdy	1	Transfer; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B1	PRODUCTIVE_COMPOSITION	D+CHD_TRANSFER+CLOSE	umsetzen; Schluss	P	MASTER_ONLY
MC140	qokeeedy	qokeeedy	1	Volleinsatz; Schluss	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_3+DY_CLOSE	vollständig ansetzen; Schluss	P	MASTER_ONLY
MC141	tshey	tshey	1	Klarlauf	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	T_FRAME+SHEY_CLEAR_FLOW	Klarlauf	P	MASTER_ONLY
MC142	dchol	dchol|schol	2	vom vorigen	SOURCE_ANAPHOR	2	H3|H5	MEMORIZED_WHOLE_CARD	DCHOL_SCHOL_PREVIOUS_ITEM_WHOLE	Voriges	W	R10_PAIRED_ALLOGRAPH
MC143	shckhedy	shckhedy	1	durchlassen; Schluss	TERMINAL_ACTION	3	B1|B4	PRODUCTIVE_COMPOSITION	CKHE_STRAIN+TERMINAL	seihen; Schluss	P	MASTER_ONLY
MC144	chldaiin	chldaiin	1	Sollabsetzung	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	CHLD_SETTLE+AIIN_MEASURE	Absetzmaß	P	MASTER_ONLY
MC145	chedain	chedain	1	Anteilstransfer	LEARNED_TRANSFER_OR_ADDRESS	1	B3	PRODUCTIVE_COMPOSITION	CHED_TRANSFER+AIN_PORTION	Portion umsetzen	P	MASTER_ONLY
MC146	chealror	chealror	1	Zielbereitung	LEARNED_OBJECT	1	B3	PRODUCTIVE_COMPOSITION	AL_TO+R_FRAME+OR_BATCH	Ansatz von dort zur Zielstelle	P	MASTER_ONLY
MC147	cheky	cheky	1	kurz wärmen	ACTION	3	B1|B4	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_1+Y_CURRENT_ITEM	kurz wärmen	P	MASTER_ONLY
MC148	ykan	ykan	1	zweite Portion	LEARNED_QUANTITY_OR_STAGE	1	H4	PRODUCTIVE_COMPOSITION	Y_ITEM+AIN_PORTION	dieser Anteil	P	MASTER_ONLY
MC149	solshedy	solshedy	1	Folgeabsetzen; Schluss	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	OL_CONTINUE+SHED_SETTLE+CLOSE	weiter absetzen; Schluss	P	MASTER_ONLY
MC150	okeeol	okeeol	1	Langfortsetzung	LEARNED_PROCESS_OR_STATE	1	B4	PRODUCTIVE_COMPOSITION	OK_SET+GRADE_2+OL_CONTINUE	länger fortführen	P	MASTER_ONLY
MC151	qokshedy	qokshedy	1	Einsatzabsetzen; Schluss	LEARNED_PROCESS_OR_STATE	1	B3	PRODUCTIVE_COMPOSITION	OK_SET+SHED_SETTLE+CLOSE	absetzen; Schluss	P	MASTER_ONLY
MC152	ches	ches	1	teilen	LEARNED_LOCAL_ACTION	1	B2	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	teilen	W	MASTER_ONLY
MC153	cheol	cheol|chol|ol|qol|sol|tol	6	weiter	CONTINUATION_LINK	19	B1|B3|B4|B5|B6|H1|H2	PRODUCTIVE_COMPOSITION	OL_CONTINUE	fortsetzen	P	R1_Q_ACTIVE|R5_OL_CONTINUE
MC154	al	al|chal|cheal|dal|sal|tal	6	dorthin	TARGET_ANAPHOR	10	B1|B2|B3|B4|B5|H5	PRODUCTIVE_COMPOSITION	AL_TO	dorthin	P	R3_AL_TARGET
MC155	lchedy	lchedy	1	abführen; Schluss	TERMINAL_ACTION	8	B2|B3|B4	PRODUCTIVE_COMPOSITION	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	P	MASTER_ONLY
MC156	cphy	cphy	1	nachseihen	LEARNED_PROCESS_OR_PATH	1	H3	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	nachseihen	W	MASTER_ONLY
MC157	cholor	cholor|olor	2	derselbe Ansatz	CARRIED_PREPARATION	2	B1|H2	PRODUCTIVE_COMPOSITION	OL_CONTINUE+OR_BATCH	Fortsetzungsansatz	P	R10_PAIRED_ALLOGRAPH
MC158	cthoor	cthoor	1	Vorbereitung	LEARNED_OBJECT	1	H1	PRODUCTIVE_COMPOSITION	CTH_READY+OR_BATCH	Ansatz bereit	P	MASTER_ONLY
MC159	os	os	1	Aufnahmegefäß	LEARNED_OBJECT	1	H1	MEMORIZED_WHOLE_CARD	MEMORIZED_VESSEL_CARD	Gefaess	W	MASTER_ONLY
MC160	talam	talam	1	Verwahrort	LEARNED_TRANSFER_OR_ADDRESS	1	H4	PRODUCTIVE_COMPOSITION	T_STORE_FRAME+AL_TO+AM_STORE	am Ziel verwahren	P	MASTER_ONLY
MC161	checthy	checthy|cthy|shcthy	3	bereit	STATE	7	B3|H1|H2|H3	PRODUCTIVE_COMPOSITION	CTH_READY+Y_CURRENT	bereit	P	R8_CTH_STATE
MC162	qolchey	qolchey	1	Weiterposten	LEARNED_ORDER_OR_LINK	1	B4	PRODUCTIVE_COMPOSITION	OL_CONTINUE+Y_CURRENT	diesen Posten weiterfuehren	P	MASTER_ONLY
MC163	qotchol	qotchol	1	Weitergang	LEARNED_ORDER_OR_LINK	1	H1	PRODUCTIVE_COMPOSITION	OT_FOLLOW+OL_CONTINUE	danach weiterfuehren	P	MASTER_ONLY
MC164	qokylddy	qokylddy	1	befestigen; Schluss	LEARNED_APPLICATION_ACTION	1	B4	MEMORIZED_WHOLE_CARD	OK+Y_ITEM+LDDY_FASTEN_CLOSE	befestigen	W	MASTER_ONLY
MC165	qockhey	qockhey	1	Kurzdurchgang	LEARNED_PROCESS_OR_PATH	1	B4	PRODUCTIVE_COMPOSITION	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	kurzen Durchlauf ansetzen	P	MASTER_ONLY
MC166	chkeey	chkeey	1	Langwärmen	LEARNED_PROCESS_OR_STATE	1	B2	PRODUCTIVE_COMPOSITION	CHK_WARM+GRADE_2+Y_CURRENT	länger wärmen	P	MASTER_ONLY
MC167	lochedy	lochedy	1	Abführung; Schluss	LEARNED_TRANSFER_OR_ADDRESS	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	Rest abfuehren; Schluss	P	MASTER_ONLY
MC168	lcheckhy	lcheckhy	1	Abführpassage	LEARNED_PROCESS_OR_PATH	1	B2	PRODUCTIVE_COMPOSITION	L_OUT+CKH_THROUGH+Y_ITEM	Ausgangsdurchlass	P	MASTER_ONLY
MC169	cthaiin	cthaiin	1	Sollvorbereitung	LEARNED_PROCESS_OR_STATE	1	H2	PRODUCTIVE_COMPOSITION	CTH_READY+AIIN_MEASURE	Fertigmaß	P	MASTER_ONLY
MC170	ykaiin	ykaiin	1	Sollportion	LEARNED_QUANTITY_OR_STAGE	1	H4	PRODUCTIVE_COMPOSITION	Y_ITEM+AIIN_MEASURE	Postenmaß	P	MASTER_ONLY
MC171	otchey	otchey	1	das nächste	ORDER_ANAPHOR	2	B4|H5	PRODUCTIVE_COMPOSITION	OT_FOLLOW+Y_CURRENT_ITEM	Folgeposten	P	MASTER_ONLY
MC172	daiiin	daiiin	1	Endstufe	LEARNED_QUANTITY_OR_STAGE	1	B5	PRODUCTIVE_COMPOSITION	DA+IIN_PORT_GRADE	Öffnungsstufe	P	MASTER_ONLY
MC173	qoteedy	qoteedy	1	lange Folgestufe; Schluss	TERMINAL_ORDERED_STATE	2	B2|B3	PRODUCTIVE_COMPOSITION	OT_FOLLOW+GRADE_2+CLOSE	lange Folge; Schluss	P	MASTER_ONLY
