source_entity_id	source_reading_id	surface	original_working_meaning_de	occurrence_count	page_count	issue_cluster	repair_queue_rank	repair_queue	exact_normalized_master_card_links	master_card_automatic_score_credit	disposition	repair_mode	resolved_debt_atom	v84_reading_id	v84_lexical_core_de	v84_context_realization_de	old_score	old_level	new_lexical_score	new_lexical_level	new_context_score	new_context_level	historical_confirmation	positive_evidence_de	counterevidence_de
AR064	da#1	da	eine Teilmenge abmessen	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	da#1	eine Teilmenge abmessen	eine Teilmenge abmessen	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar
AR065	daiidal#1	daiidal	drei abgemessene Mengen Rohdroge I	1	1	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	daiidal#1	drei abgemessene Mengen Rohdroge I	drei abgemessene Mengen Rohdroge I	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR066	daiiiry#1	daiiiry	abgemessener Drogenanteil IV, leicht getrocknet	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	daiiiry#1	abgemessener Drogenanteil IV, leicht getrocknet	abgemessener Drogenanteil IV, leicht getrocknet	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: abgemessener Anteil IV, lediglich abgeschlossen
AR067	daiin#1	daiin	Qualitätsgrad III des erhitzten Ansatzes	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	1	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	daiin#V84_CORE	Wert III	Grad III	30	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; der erhitzte Ansatz steht im Nachbarkontext.	Grad gegen Menge bleibt lokal und historisch unbestätigt.
AR068	daiin#2	daiin	Qualitätsgrad III des heißen Endzustands	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	1	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	daiin#V84_CORE	Wert III	Grad III	30	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; der Endzustand steht im Nachbarkontext.	Grad gegen Menge bleibt lokal und historisch unbestätigt.
AR069	daiin#3	daiin	Qualitätsgrad III dieses heißen Absuds	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	1	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	daiin#V84_CORE	Wert III	Grad III	30	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; heißes Produkt ist kein Bestandteil des Wortkerns.	Grad gegen Menge bleibt lokal; Absud ist zusätzlich unbelegt.
AR070	daiin#4	daiin	drei Materialmaße	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	1	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	daiin#V84_CORE	Wert III	drei	26	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert drei.	Das gezählte Objekt und die Einheit liegen außerhalb des Wortkerns.
AR071	daiin#5	daiin	drei Portionen davon	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	1	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	daiin#V84_CORE	Wert III	drei	26	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert drei.	Portion und anaphorischer Kopf liegen außerhalb des Wortkerns.
AR072	daiin#6	daiin	drei Portionen des eingeweichten Arzneikompositums	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	1	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	daiin#V84_CORE	Wert III	drei	26	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert drei.	Portion, Einweichzustand und Kompositumkopf liegen außerhalb des Wortkerns.
AR073	daiin#7	daiin	drei Portionen feuchten Arzneikompositums	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	1	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	daiin#V84_CORE	Wert III	drei	30	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert drei.	Portion, Feuchte und Kompositumkopf liegen außerhalb des Wortkerns.
AR074	dain#1	dain	Feuchtgrad II	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	0	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	dain#V84_CORE	Wert II	Grad II	30	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; Feuchte wird durch den lokalen Kopf geliefert.	Grad gegen Menge bleibt lokal und historisch unbestätigt.
AR075	dain#2	dain	zwei Portionen der Rohdroge I im kalten Anfangsansatz	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	0	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	dain#V84_CORE	Wert II	zwei	30	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert zwei.	Portion, Rohstoff, Kälte und Ansatz liegen außerhalb des Wortkerns.
AR076	dain#3	dain	zwei Portionen des erhitzten nachgetrockneten Drogenmaterials	1	1	LIVE_RIVAL	5	ABSTRACT_VALUE_AXIS	0	0	REPAIRED_IN_V84	NEIGHBOUR_OBJECT_TO_CONTEXT	OBJECT_AND_AXIS_OVERPACKING	dain#V84_CORE	Wert II	zwei	30	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	39	W1_WEAK_WORKING	H0_NONE	Geordnete DAIN/DAIIN-Wertleiter; der lokale Mengenrenderer liefert zwei.	Portion, Hitze, Trocknung und Stoffkopf liegen außerhalb des Wortkerns.
AR078	dairody#1	dairody	abgemessener Ansatzanteil II, fertiggestellt	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dairody#1	abgemessener Ansatzanteil II, fertiggestellt	abgemessener Ansatzanteil II, fertiggestellt	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Anteil II abmessen und als Ansatz fertigstellen
AR079	dal#1	dal	abgemessene Rohstoffmenge I	1	1	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	1	0	REPAIRED_IN_V84	UNSUPPORTED_QUANTITY_HEAD_REMOVAL	OVERPACKED_QUANTITY_HEAD	dal#V84_1	Rohstoff I, abgemessen	Rohstoff I, abgemessen	18	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	35	W1_WEAK_WORKING	35	W1_WEAK_WORKING	H0_NONE	DAL-Leiter verbindet AL-Rohstoff I mit der Messschale D.	Direkte freie D|AL-Grenze fehlt; Stoffidentität und Einheit bleiben offen.
AR080	dalam#1	dalam	ein Maß Rohdroge I	1	1	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dalam#1	ein Maß Rohdroge I	ein Maß Rohdroge I	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR081	dam#1	dam	Dosis I	1	1	CURRENT_DEBT_ONLY	3	MEASURE_FAMILY	4	0	REPAIRED_IN_V84	UNSUPPORTED_UNIT_NAME_REMOVAL	UNSUPPORTED_DOSE_IDENTITY	dam#V84_1	abgemessenes Maß I	abgemessenes Maß	8	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	25	W1_WEAK_WORKING	25	W1_WEAK_WORKING	H0_NONE	D plus AM verbindet Messkopf und Maßfamilie.	Keine Arzneidosis oder historische Einheit ist identifiziert.
AR083	dchal#1	dchal	eine Dosis angetrocknete Rohdroge I	1	1	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dchal#1	eine Dosis angetrocknete Rohdroge I	eine Dosis angetrocknete Rohdroge I	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR088	dol#1	dol	Materialmaß	1	1	CURRENT_DEBT_ONLY	3	MEASURE_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dol#1	Materialmaß	Materialmaß	18	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	18	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	18	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR089	dold#1	dold	Drogenstoff abmessen und abschließen	1	1	CURRENT_DEBT_ONLY	7	ACTION_WITH_OPEN_PATIENT	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dold#1	Drogenstoff abmessen und abschließen	Drogenstoff abmessen und abschließen	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR090	dolkain#1	dolkain	abgemessenes heißes Drogenmaterial, Stufe II	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dolkain#1	abgemessenes heißes Drogenmaterial, Stufe II	abgemessenes heißes Drogenmaterial, Stufe II	29	W1_WEAK_WORKING	29	W1_WEAK_WORKING	29	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: CRITICAL
AR092	dshees#1	dshees	eine Dosis vollständig eingeweichte Arzneimischung	1	1	NO_LISTED_DEBT_LOW_OR_RIVAL	6	BOUND_C1_COMPOUNDS	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dshees#1	eine Dosis vollständig eingeweichte Arzneimischung	eine Dosis vollständig eingeweichte Arzneimischung	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie
AR093	dshey#1	dshey	eine Dosis bis zur Mittelstufe angefeuchtete Droge	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dshey#1	eine Dosis bis zur Mittelstufe angefeuchtete Droge	eine Dosis bis zur Mittelstufe angefeuchtete Droge	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR095	dy#1	dy	.	1	1	LIVE_RIVAL	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dy#1	.	.	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT687: vollstaendiger Action/Result/Boundary-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Die drei freien Belege verteilen sich auf zwei Semikola und einen Punkt und tragen keine Aktionslizenz.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: gesprochener Schließbefehl; Oberflaeche besitzt 2 getrennte Kontextlesarten; Der starke DY-Formalprior betrifft ein Atom; gebundenes dy erscheint auch in Aktionen und Resultaten und beweist kein Wort 'schließen'.
AR096	dy#2	dy	;	2	2	LIVE_RIVAL	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	dy#2	;	;	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT687: vollstaendiger Action/Result/Boundary-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Die drei freien Belege verteilen sich auf zwei Semikola und einen Punkt und tragen keine Aktionslizenz.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: gesprochener Schließbefehl; Oberflaeche besitzt 2 getrennte Kontextlesarten; Der starke DY-Formalprior betrifft ein Atom; gebundenes dy erscheint auch in Aktionen und Resultaten und beweist kein Wort 'schließen'.
AR097	etyd#1	etyd	bis Mittelstufe gekühlte Zubereitung, abgeschlossen	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	etyd#1	bis Mittelstufe gekühlte Zubereitung, abgeschlossen	bis Mittelstufe gekühlte Zubereitung, abgeschlossen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Auszug|Kaltansatz
AR099	fdar#1	fdar	Blütenanteil I abmessen	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	fdar#1	Blütenanteil I abmessen	Blütenanteil I abmessen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 1 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Blütenauszug I abmessen
AR101	kal#1	kal	Rohstoffklasse I, heiß am Gradanfang	1	1	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	kal#1	Rohstoffklasse I, heiß am Gradanfang	Rohstoffklasse I, heiß am Gradanfang	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR102	karchees#1	karchees	vollständig getrocknete Kräutercharge des heißen Drogenanteils I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	karchees#1	vollständig getrocknete Kräutercharge des heißen Drogenanteils I	vollständig getrocknete Kräutercharge des heißen Drogenanteils I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: vollständig getrocknete Charge des heißen Auszugs I
AR103	kard#1	kard	erhitzter Drogenanteil I, abgezogen	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	kard#1	erhitzter Drogenanteil I, abgezogen	erhitzter Drogenanteil I, abgezogen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: abgezogener heißer Drogenauszug I
AR104	kc#1	kc	Charge unter Wärme getrockneter Droge	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	kc#1	Charge unter Wärme getrockneter Droge	Charge unter Wärme getrockneter Droge	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR106	kchey#1	kchey	heiß und trocken in der Mitte des Grades	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	kchey#1	heiß und trocken in der Mitte des Grades	heiß und trocken in der Mitte des Grades	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR107	kchod#1	kchod	heißer Auszug aus Trockengut, abgezogen und abgeschlossen	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	kchod#1	heißer Auszug aus Trockengut, abgezogen und abgeschlossen	heißer Auszug aus Trockengut, abgezogen und abgeschlossen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Absud|heiß-trockene Zubereitung
AR108	kchody#1	kchody	fertige heiß-trockene Zubereitung	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	kchody#1	fertige heiß-trockene Zubereitung	fertige heiß-trockene Zubereitung	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: heiß getrocknete Masse|Trockenextrakt
AR109	keeaiin#1	keeaiin	vollständig erhitzt, Stufe III	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	keeaiin#1	vollständig erhitzt, Stufe III	vollständig erhitzt, Stufe III	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR110	keeey#1	keeey	stark erhitzt, Endstufe III	1	1	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	keeey#1	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR111	keeod#1	keeod	vollständig erhitzter und abgezogener Auszug	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	keeod#1	vollständig erhitzter und abgezogener Auszug	vollständig erhitzter und abgezogener Auszug	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Absud
AR113	keo#1	keo	Ansatz auf mittlerer Heizstufe	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	keo#1	Ansatz auf mittlerer Heizstufe	Ansatz auf mittlerer Heizstufe	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR114	kodeey#1	kodeey	vollständig erhitzte und abgeschlossene Zubereitungsdosis	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	kodeey#1	vollständig erhitzte und abgeschlossene Zubereitungsdosis	vollständig erhitzte und abgeschlossene Zubereitungsdosis	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR; LOW/EXPLORATORY-Provenienz bleibt sichtbar
AR115	kor#1	kor	heiße Drogenportion	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	kor#1	heiße Drogenportion	heiße Drogenportion	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
