attachment_contact_id	window_id	dispatch_id	patch_id	occurrence_id	page	locus	target_ordinal	target_surface	opaque_head_id	line_position	selected_roles	side	signed_offset	distance	neighbor_ordinal	neighbor_surface	neighbor_semantic_value_de	neighbor_axis_tags	neighbor_scalar_host_types	ordered_pair_key	manuscript_order_full_frame	guarded_reader_exact_pair_occurrences	guarded_reader_exact_full_frame_occurrences	guarded_zl3b_pair_occurrences	raw_only_repeat_control	guarded_reader_exact_pair_loci	expected_host_side_from_formal_role	formal_role_direction_match	historical_order_prior	intervening_surface	intervening_practical_unit_role	intervening_unknown_v99r7	intervening_emits_own_unit	intervening_strict_initial_head	intervening_another_gdt738_target	target_practical_unit_layer	target_practical_unit_id	target_practical_unit_role	neighbor_practical_unit_layer	neighbor_practical_unit_id	neighbor_practical_unit_role	shared_bound_practical_span	attachment_decision	axis_role_retained	carrier_role_retained	renderer_role_retained	scope	literal_plaintext_claimed	component_export_credit	pair_id
G740-C0036	G739-N00469	G739-D0065	G738-P0065	G737-O0141	f107r	f107r.39	9	lkain	H4	MIDDLE	CARRIER	L	-1	1	8	cho	Trockenansatz	DRY|PREPARATION	NONE	lkain@-1@cho	cho lkain	1	1	2	1	f107r.39@9>8	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P036
G740-C0037	G739-N00477	G739-D0066	G738-P0066	G737-O0170	f107v	f107v.38	9	lkain	H4	LAST	AXIS+CARRIER	L	-1	1	8	oteey	kalter Ansatz am Ende des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	lkain@-1@oteey	oteey lkain	1	1	1	0	f107v.38@9>8	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P040
G740-C0038	G739-N00482	G739-D0067	G738-P0067	G737-O0172	f107v	f107v.41	13	lkain	H4	LAST	AXIS	L	-1	1	12	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	lkain@-1@qokeey	qokeey lkain	1	1	1	0	f107v.41@13>12	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P041
G740-C0039	G739-N00486	G739-D0068	G738-P0068	G737-O0205	f108v	f108v.37	8	lkain	H4	MIDDLE	AXIS+CARRIER	L	-2	2	6	okey	heißer Ansatz in der Mitte des Grades	HOT|VALUE|PREPARATION	QUALITY_DEGREE	lkain@-2@okey	okey shey lkain	1	1	1	0	f108v.37@8>6	L	1	LEFT_HOST_PRIMARY_MICROENTRY	shey	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P032
G740-C0040	G739-N00496	G739-D0069	G738-P0069	G737-O0250	f111v	f111v.21	9	lkain	H4	MIDDLE	AXIS+CARRIER	R	1	1	10	cheokain	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	HOT|DRY|VALUE|PREPARATION|PROCESS	QUALITY_DEGREE	lkain@+1@cheokain	lkain cheokain	1	1	1	0	f111v.21@9>10	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P043
G740-C0041	G739-N00540	G739-D0075	G738-P0075	G737-O0265	f111v	f111v.40	2	lkain	H4	MIDDLE	AXIS+CARRIER	R	2	2	4	chokain	erhitze den Trockenansatz auf Stufe II	HOT|DRY|VALUE|PREPARATION|PROCESS	QUALITY_DEGREE	lkain@+2@chokain	lkain chckhy chokain	1	1	1	0	f111v.40@2>4	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	chckhy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P045
G740-C0042	G739-N00548	G739-D0076	G738-P0076	G737-O0295	f112v	f112v.38	10	lkain	H4	MIDDLE	CARRIER	L	-1	1	9	chedar	abgemessene Trockenfraktion I, Mittelstufe	DRY|VALUE|PART	QUALITY_DEGREE|AMOUNT_DOSE	lkain@-1@chedar	chedar lkain	1	1	1	0	f112v.38@10>9	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P035
G740-C0043	G739-N00549	G739-D0076	G738-P0076	G737-O0295	f112v	f112v.38	10	lkain	H4	MIDDLE	CARRIER	R	1	1	11	cheo	trocken angesetzte Zubereitung	DRY|PREPARATION	NONE	lkain@+1@cheo	lkain cheo	1	1	1	0	f112v.38@10>11	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P042
G740-C0044	G739-N00571	G739-D0079	G738-P0079	G737-O0402	f116r	f116r.5	6	lkain	H4	MIDDLE	AXIS+CARRIER	R	2	2	8	otor	kalte Drogenportion im Ansatz	COLD|AMOUNT|MATERIAL|PREPARATION	AMOUNT_DOSE	lkain@+2@otor	lkain oteedy otor	1	0	1	0	f116r.5@6>8	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	oteedy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P046
G740-C0045	G739-N00578	G739-D0080	G738-P0080	G737-O0412	f116r	f116r.27	7	lkain	H4	MIDDLE	AXIS+CARRIER	L	-2	2	5	orain	Drogenportion II	AMOUNT|MATERIAL	AMOUNT_DOSE	lkain@-2@orain	orain chckhy lkain	1	0	1	0	f116r.27@7>5	L	1	LEFT_HOST_PRIMARY_MICROENTRY	chckhy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P033
G740-C0046	G739-N00615	G739-D0084	G738-P0084	G737-O0572	f76r	f76r.17	6	lkain	H4	MIDDLE	AXIS	L	-2	2	4	qeeey	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	VALUE|PASS	PROCESS_PASS	lkain@-2@qeeey	qeeey chol lkain	1	1	1	0	f76r.17@6>4	L	1	LEFT_HOST_PRIMARY_MICROENTRY	chol	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P034
G740-C0047	G739-N00626	G739-D0085	G738-P0085	G737-O0628	f78r	f78r.32	6	lkain	H4	MIDDLE	CARRIER	L	-1	1	5	dalky	Rohdroge I abmessen und leicht erhitzen	HOT|AMOUNT|MATERIAL|PROCESS	AMOUNT_DOSE	lkain@-1@dalky	dalky lkain	1	1	1	0	f78r.32@6>5	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P037
G740-C0048	G739-N00648	G739-D0088	G738-P0088	G737-O0010	f103r	f103r.5	6	lkar	H4	MIDDLE	CARRIER	L	-2	2	4	oteey	kalter Ansatz am Ende des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	lkar@-2@oteey	oteey qokey lkar	1	1	1	0	f103r.5@6>4	L	1	LEFT_HOST_PRIMARY_MICROENTRY	qokey	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P048
G740-C0049	G739-N00649	G739-D0088	G738-P0088	G737-O0010	f103r	f103r.5	6	lkar	H4	MIDDLE	AXIS	L	-1	1	5	qokey	heiß in der Mitte des Grades	HOT|VALUE	QUALITY_DEGREE	lkar@-1@qokey	qokey lkar	1	1	1	0	f103r.5@6>5	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P052
G740-C0050	G739-N00679	G739-D0092	G738-P0092	G737-O0070	f104v	f104v.18	4	lkar	H4	MIDDLE	AXIS	R	1	1	5	ytaiin	Eintrag: kalt, Stufe III	COLD|VALUE	QUALITY_DEGREE	lkar@+1@ytaiin	lkar ytaiin	1	1	1	0	f104v.18@4>5	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P055
G740-C0051	G739-N00683	G739-D0093	G738-P0093	G737-O0111	f106r	f106r.35	3	lkar	H4	MIDDLE	CARRIER	L	-1	1	2	choky	heiß-trockene Zubereitung, Grundform	HOT|DRY|PREPARATION	NONE	lkar@-1@choky	choky lkar	1	1	1	0	f106r.35@3>2	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P049
G740-C0052	G739-N00689	G739-D0094	G738-P0094	G737-O0135	f107r	f107r.33	10	lkar	H4	MIDDLE	CARRIER	L	-2	2	8	chky	getrocknete Droge leicht erhitzen	HOT|DRY|MATERIAL|PROCESS	NONE	lkar@-2@chky	chky lcheel lkar	1	1	1	0	f107r.33@10>8	L	1	LEFT_HOST_PRIMARY_MICROENTRY	lcheel	EMIT_CELL_ONCE	1	1	1	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P047
G740-C0053	G739-N00782	G739-D0106	G738-P0106	G737-O0366	f115r	f115r.15	11	lkar	H4	MIDDLE	AXIS+CARRIER	R	1	1	12	air	zweite Drogenfraktion	PART|MATERIAL	AMOUNT_DOSE	lkar@+1@air	lkar air	1	1	1	0	f115r.15@11>12	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P053
G740-C0054	G739-N00788	G739-D0107	G738-P0107	G737-O0398	f115v	f115v.42	9	lkar	H4	MIDDLE	AXIS	L	-1	1	8	qokchey	heiß und trocken in der Mitte des Grades	HOT|DRY|VALUE	QUALITY_DEGREE	lkar@-1@qokchey	qokchey lkar	1	1	1	0	f115v.42@9>8	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P050
G740-C0055	G739-N00823	G739-D0112	G738-P0112	G737-O0669	f80r	f80r.33	3	lkar	H4	MIDDLE	AXIS	L	-1	1	2	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	lkar@-1@qokeey	qokeey lkar	1	1	1	0	f80r.33@3>2	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P051
G740-C0056	G739-N00834	G739-D0113	G738-P0113	G737-O0764	f86v3	f86v3.20	8	lkar	H4	MIDDLE	AXIS+CARRIER	R	1	1	9	ary	Drogenfraktion I, abgeschlossen	PART|MATERIAL|CLOSE	AMOUNT_DOSE	lkar@+1@ary	lkar ary	1	1	1	0	f86v3.20@8>9	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P054
G740-C0057	G739-N00854	G739-D0116	G738-P0116	G737-O0781	f86v6	f86v6.42	7	lkar	H4	MIDDLE	CARRIER	R	2	2	9	qotol	kaltes Material	COLD|MATERIAL	NONE	lkar@+2@qotol	lkar chdy qotol	1	1	1	0	f86v6.42@7>9	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	chdy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P056
G740-C0058	G739-N00888	G739-D0122	G738-P0122	G737-O0101	f106r	f106r.13	1	pcheol	H1	FIRST	CARRIER	R	2	2	3	otey	kalter Ansatz in der Mitte des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	pcheol@+2@otey	pcheol sheokaiin otey	1	1	1	0	f106r.13@1>3	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	sheokaiin	EMIT_CELL_ONCE	1	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P061
G740-C0059	G739-N00897	G739-D0123	G738-P0123	G737-O0325	f113v	f113v.15	8	pcheol	H1	MIDDLE	AXIS+CARRIER	R	1	1	9	kcheor	eine Portion bis zur Mittelstufe heiß getrocknete Droge	HOT|DRY|AMOUNT|VALUE|MATERIAL	QUALITY_DEGREE|AMOUNT_DOSE	pcheol@+1@kcheor	pcheol kcheor	1	1	1	0	f113v.15@8>9	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P059
G740-C0060	G739-N00904	G739-D0124	G738-P0124	G737-O0334	f113v	f113v.25	5	pcheol	H1	MIDDLE	CARRIER	L	-1	1	4	otey	kalter Ansatz in der Mitte des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	pcheol@-1@otey	otey pcheol	1	1	1	0	f113v.25@5>4	R	0	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P058
G740-C0061	G739-N00915	G739-D0126	G738-P0126	G737-O0517	f52v	f52v.7	1	pcheol	H1	FIRST	CARRIER	R	2	2	3	cthor	eine Portion Pflanzendroge	AMOUNT|MATERIAL	AMOUNT_DOSE	pcheol@+2@cthor	pcheol sholoiin cthor	1	1	1	0	f52v.7@1>3	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	sholoiin	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P060
G740-C0062	G739-N00926	G739-D0128	G738-P0128	G737-O0677	f80v	f80v.6	3	pcheol	H1	MIDDLE	AXIS+CARRIER	L	-2	2	1	tcheol	kalt-trockener Drogenstoff	COLD|DRY|MATERIAL	NONE	pcheol@-2@tcheol	tcheol kedy pcheol	1	0	1	0	f80v.6@3>1	R	0	LEFT_HOST_PRIMARY_MICROENTRY	kedy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P057
G740-C0063	G739-N00944	G739-D0131	G738-P0131	G737-O0012	f103r	f103r.8	5	rain	H3	MIDDLE	AXIS+CARRIER	L	-1	1	4	okey	heißer Ansatz in der Mitte des Grades	HOT|VALUE|PREPARATION	QUALITY_DEGREE	rain@-1@okey	okey rain	1	1	1	0	f103r.8@5>4	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P068
G740-C0064	G739-N00964	G739-D0134	G738-P0134	G737-O0358	f114v	f114v.30	11	rain	H3	LAST	CARRIER	L	-2	2	9	oteeo	zweiter Kaltansatz	COLD|PREPARATION|PASS	PROCESS_PASS	rain@-2@oteeo	oteeo teey rain	1	1	1	0	f114v.30@11>9	L	1	LEFT_HOST_PRIMARY_MICROENTRY	teey	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P062
G740-C0065	G739-N00965	G739-D0134	G738-P0134	G737-O0358	f114v	f114v.30	11	rain	H3	LAST	AXIS	L	-1	1	10	teey	kalt am Ende des Grades	COLD|VALUE	QUALITY_DEGREE	rain@-1@teey	teey rain	1	1	1	0	f114v.30@11>10	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P070
G740-C0066	G739-N00971	G739-D0135	G738-P0135	G737-O0361	f115r	f115r.11	8	rain	H3	MIDDLE	CARRIER	R	1	1	9	cheo	trocken angesetzte Zubereitung	DRY|PREPARATION	NONE	rain@+1@cheo	rain cheo	1	1	1	0	f115r.11@8>9	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P072
G740-C0067	G739-N00972	G739-D0135	G738-P0135	G737-O0361	f115r	f115r.11	8	rain	H3	MIDDLE	AXIS	R	2	2	10	chkain	trocken-heiß, Stufe II	HOT|DRY|VALUE	QUALITY_DEGREE	rain@+2@chkain	rain cheo chkain	1	1	1	0	f115r.11@8>10	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	cheo	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P074
G740-C0068	G739-N00980	G739-D0136	G738-P0136	G737-O0394	f115v	f115v.35	10	rain	H3	MIDDLE	AXIS+CARRIER	R	1	1	11	checthey	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	DRY|MATERIAL|PROCESS|PASS	PROCESS_PASS	rain@+1@checthey	rain checthey	1	1	1	0	f115v.35@10>11	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P071
G740-C0069	G739-N00988	G739-D0137	G738-P0137	G737-O0405	f116r	f116r.10	7	rain	H3	MIDDLE	CARRIER	R	2	2	9	cphol	zusammengesetzter Drogenstoff	MATERIAL	NONE	rain@+2@cphol	rain sheedy cphol	1	1	1	0	f116r.10@7>9	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	sheedy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P075
G740-C0070	G739-N00997	G739-D0138	G738-P0138	G737-O0408	f116r	f116r.19	9	rain	H3	MIDDLE	AXIS+CARRIER	R	1	1	10	otey	kalter Ansatz in der Mitte des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	rain@+1@otey	rain otey	1	1	1	0	f116r.19@9>10	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P073
G740-C0071	G739-N01003	G739-D0139	G738-P0139	G737-O0419	f116r	f116r.31	4	rain	H3	MIDDLE	CARRIER	L	-1	1	3	ckhal	Arzneikompositum, Rohstoffklasse I	VALUE|MATERIAL|PREPARATION	NONE	rain@-1@ckhal	ckhal rain	1	1	1	0	f116r.31@4>3	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P066
G740-C0072	G739-N01015	G739-D0141	G738-P0141	G737-O0423	f116r	f116r.36	2	rain	H3	MIDDLE	AXIS	L	-1	1	1	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	rain@-1@qokeey	qokeey rain	1	1	1	0	f116r.36@2>1	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P069
