adjudication_id	gdt740_patch_id	gdt739_dispatch_id	patch_id	occurrence_id	page	locus	token_ordinal	surface	opaque_head_id	line_position	attachment_tier	selected_contacts	direct_contacts	radius_two_contacts	radius_two_relay_contacts	radius_two_held_contacts	strong_repeated_direct_contacts	formal_direction_supported_direct_contacts	formal_direction_reverse_direct_contacts	left_direct_contacts	right_direct_contacts	gdt739_dimension_dispatch	gdt740_dimension_dispatch	gdt739_carrier_dispatch	gdt740_carrier_dispatch	gdt739_state_mode	gdt740_state_mode	axis_attachment_outcome	carrier_attachment_outcome	gdt739_working_render_de	gdt740_working_render_de	attachment_evidence	gdt739_nonbinding_conflict_evidence	manual_override_applied	manual_override_reason	renderer_changed_from_gdt739	plaintext_or_lexeme_claim	component_export_credit
G740-A045	G740-R0092	G739-D0092	G738-P0092	G737-O0070	f104v	f104v.18	4	lkar	H4	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	0	1	QUALITY_DEGREE	QUALITY_DEGREE	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	OPEN	Kältegrad I	Kältegrad I	R1 ytaiin [AXIS→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A046	G740-R0093	G739-D0093	G738-P0093	G737-O0111	f106r	f106r.35	3	lkar	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	OPEN_SCALAR	OPEN_SCALAR	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	RETAIN_DIRECT	Skalarstufe I der Zubereitung; Dimension offen	Skalarstufe I der Zubereitung; Dimension offen	L1 choky [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A047	G740-R0094	G739-D0094	G738-P0094	G737-O0135	f107r	f107r.33	10	lkar	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	HOLD_RADIUS_TWO	Skalarstufe I des Materials; Dimension offen	Skalarstufe I; Dimension offen	L2 chky [CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A048	G740-R0106	G739-D0106	G738-P0106	G737-O0366	f115r	f115r.15	11	lkar	H4	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	0	1	AMOUNT_DOSE	AMOUNT_DOSE	MATERIAL_PART	MATERIAL_PART	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Mengen-/Portionsstufe I des Materialteils	Mengen-/Portionsstufe I des Materialteils	R1 air [AXIS+CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A049	G740-R0107	G739-D0107	G738-P0107	G737-O0398	f115v	f115v.42	9	lkar	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	OPEN	Qualitätsstufe I im heiß/trocken-Feld	Qualitätsstufe I im heiß/trocken-Feld	L1 qokchey [AXIS→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A050	G740-R0112	G739-D0112	G738-P0112	G737-O0669	f80r	f80r.33	3	lkar	H4	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	OPEN	Heißgrad I	Heißgrad I	L1 qokeey [AXIS→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A051	G740-R0113	G739-D0113	G738-P0113	G737-O0764	f86v3	f86v3.20	8	lkar	H4	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	0	1	AMOUNT_DOSE	AMOUNT_DOSE	MATERIAL_PART	MATERIAL_PART	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Mengen-/Portionsstufe I des Materialteils	Mengen-/Portionsstufe I des Materialteils	R1 ary [AXIS+CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A052	G740-R0116	G739-D0116	G738-P0116	G737-O0781	f86v6	f86v6.42	7	lkar	H4	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	HOLD_RADIUS_TWO	Skalarstufe I des Materials; Dimension offen	Skalarstufe I; Dimension offen	R2 qotol [CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A053	G740-R0117	G739-D0117	G738-P0117	G737-O0586	f76r	f76r.52	6	lsheedy	H4	MIDDLE	MODE_DOWNGRADED_OPEN	0	0	0	0	0	0	0	0	0	0	PROCESS_RESULT_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	OPEN	OPEN	PROCESS_RESULT	QUALITY_STATE	OPEN_OR_MODE_ONLY	OPEN	Resultat-/Endstufe II; Zustandsachse offen; Träger offen	Zustandsstufe II; Zustandsachse offen; Träger offen	MODE_ONLY_NO_SELECTED_HOST	NONE	1	endpoint best-fit has no attached process-result host	1	0	0
G740-A054	G740-R0118	G739-D0118	G738-P0118	G737-O0591	f76v	f76v.15	2	lsheedy	H4	MIDDLE	MODE_DOWNGRADED_OPEN	0	0	0	0	0	0	0	0	0	0	PROCESS_RESULT_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	OPEN	OPEN	PROCESS_RESULT	QUALITY_STATE	OPEN_OR_MODE_ONLY	OPEN	Resultat-/Endstufe II; Zustandsachse offen; Träger offen	Zustandsstufe II; Zustandsachse offen; Träger offen	MODE_ONLY_NO_SELECTED_HOST	NONE	1	endpoint best-fit has no attached process-result host	1	0	0
G740-A055	G740-R0120	G739-D0120	G738-P0120	G737-O0729	f83r	f83r.9	4	lsheedy	H4	MIDDLE	MODE_DOWNGRADED_OPEN	0	0	0	0	0	0	0	0	0	0	PROCESS_RESULT_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	OPEN	OPEN	PROCESS_RESULT	QUALITY_STATE	OPEN_OR_MODE_ONLY	OPEN	Resultat-/Endstufe II; Zustandsachse offen; Träger offen	Zustandsstufe II; Zustandsachse offen; Träger offen	MODE_ONLY_NO_SELECTED_HOST	NONE	1	endpoint best-fit has no attached process-result host	1	0	0
G740-A056	G740-R0122	G739-D0122	G738-P0122	G737-O0101	f106r	f106r.13	1	pcheol	H1	FIRST	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	PREPARATION	OPEN	QUALITY_STATE	QUALITY_STATE	OPEN_OR_MODE_ONLY	HOLD_RADIUS_TWO	Status-Eintrag der Zubereitung; Zustandsachse offen	Status-Eintrag; Zustandsachse offen; Träger offen	R2 otey [CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A057	G740-R0123	G739-D0123	G738-P0123	G737-O0325	f113v	f113v.15	8	pcheol	H1	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	0	1	QUALITY_STATE_DRY_LOCAL	QUALITY_STATE_DRY_LOCAL	MATERIAL	MATERIAL	QUALITY_STATE	QUALITY_STATE	RETAIN_DIRECT	RETAIN_DIRECT	Trockenstatus des Materials	Trockenstatus des Materials	R1 kcheor [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A058	G740-R0124	G739-D0124	G738-P0124	G737-O0334	f113v	f113v.25	5	pcheol	H1	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	1	0	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	PREPARATION	PREPARATION	QUALITY_STATE	QUALITY_STATE	OPEN_OR_MODE_ONLY	RETAIN_DIRECT	Statusfeld der Zubereitung; Zustandsachse offen	Statusfeld der Zubereitung; Zustandsachse offen	L1 otey [CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A059	G740-R0126	G739-D0126	G738-P0126	G737-O0517	f52v	f52v.7	1	pcheol	H1	FIRST	RELAY_R2_MANUAL	1	0	1	1	0	0	0	0	0	0	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE_AXIS_OPEN	MATERIAL	MATERIAL	QUALITY_STATE	QUALITY_STATE	OPEN_OR_MODE_ONLY	RETAIN_RELAY	Status-Eintrag des Materials; Zustandsachse offen	Status-Eintrag des Materials; Zustandsachse offen	R2 cthor [CARRIER→NEAR_ONLY_HOLD;retained=1]	NONE	1	pcheol-sholoiin-cthor continues one broad material carrier across the middle cell	0	0	0
G740-A060	G740-R0128	G739-D0128	G738-P0128	G737-O0677	f80v	f80v.6	3	pcheol	H1	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_STATE_DRY_LOCAL	QUALITY_STATE_AXIS_OPEN	MATERIAL	OPEN	QUALITY_STATE	QUALITY_STATE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Trockenstatus des Materials	Statusfeld; Zustandsachse offen; Träger offen	L2 tcheol [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A061	G740-R0131	G739-D0131	G738-P0131	G737-O0012	f103r	f103r.8	5	rain	H3	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Heißgrad II der Zubereitung; interner Rückbezug	Heißgrad II der Zubereitung; interner Rückbezug	L1 okey [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A062	G740-R0134	G739-D0134	G738-P0134	G737-O0358	f114v	f114v.30	11	rain	H3	LAST	ATTACHED_SUPPORTED	2	1	1	0	1	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	HOLD_RADIUS_TWO	Kältegrad II der Zubereitung; Abschlussbezug	Kältegrad II; Abschlussbezug	L2 oteeo [CARRIER→NEAR_ONLY_HOLD;retained=0] || L1 teey [AXIS→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	1	0	0
G740-A063	G740-R0135	G739-D0135	G738-P0135	G737-O0361	f115r	f115r.11	8	rain	H3	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	2	1	1	0	1	0	0	1	0	1	QUALITY_DEGREE	OPEN_SCALAR	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	RETAIN_DIRECT	Qualitätsstufe II im heiß/trocken-Feld der Zubereitung; interner Rückbezug	Skalarstufe II der Zubereitung; Dimension offen; interner Rückbezug	R1 cheo [CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1] || R2 chkain [AXIS→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A064	G740-R0136	G739-D0136	G738-P0136	G737-O0394	f115v	f115v.35	10	rain	H3	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	0	1	PROCESS_PASS	PROCESS_PASS	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Verarbeitungsgang II des Materials; interner Rückbezug	Verarbeitungsgang II des Materials; interner Rückbezug	R1 checthey [AXIS+CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A065	G740-R0137	G739-D0137	G738-P0137	G737-O0405	f116r	f116r.10	7	rain	H3	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	HOLD_RADIUS_TWO	Skalarstufe II des Materials; Dimension offen; interner Rückbezug	Skalarstufe II; Dimension offen; interner Rückbezug	R2 cphol [CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A066	G740-R0138	G739-D0138	G738-P0138	G737-O0408	f116r	f116r.19	9	rain	H3	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	0	1	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Kältegrad II der Zubereitung; interner Rückbezug	Kältegrad II der Zubereitung; interner Rückbezug	R1 otey [AXIS+CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A067	G740-R0139	G739-D0139	G738-P0139	G737-O0419	f116r	f116r.31	4	rain	H3	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	OPEN_SCALAR	OPEN_SCALAR	PREPARATION_MATERIAL	PREPARATION_MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	RETAIN_DIRECT	Skalarstufe II des Zubereitungsmaterials; Dimension offen; interner Rückbezug	Skalarstufe II des Zubereitungsmaterials; Dimension offen; interner Rückbezug	L1 ckhal [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A068	G740-R0141	G739-D0141	G738-P0141	G737-O0423	f116r	f116r.36	2	rain	H3	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	1	0	QUALITY_DEGREE	QUALITY_DEGREE	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	OPEN	Heißgrad II; interner Rückbezug	Heißgrad II; interner Rückbezug	L1 qokeey [AXIS→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A069	G740-R0142	G739-D0142	G738-P0142	G737-O0427	f116r	f116r.43	7	rain	H3	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	OPEN	Kältegrad II; interner Rückbezug	Skalarstufe II; Dimension offen; interner Rückbezug	L2 teey [AXIS→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A070	G740-R0143	G739-D0143	G738-P0143	G737-O0619	f77v	f77v.33	10	rain	H3	LAST	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Kältegrad II des Materials; Abschlussbezug	Skalarstufe II; Dimension offen; Abschlussbezug	L2 qotal [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A071	G740-R0144	G739-D0144	G738-P0144	G737-O0687	f81r	f81r.20	6	rain	H3	MIDDLE	ATTACHED_SUPPORTED	2	1	1	0	1	0	1	0	1	0	QUALITY_DEGREE	OPEN_SCALAR	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	RETAIN_DIRECT	Heißgrad II der Zubereitung; interner Rückbezug	Skalarstufe II der Zubereitung; Dimension offen; interner Rückbezug	L2 qokeey [AXIS→NEAR_ONLY_HOLD;retained=0] || L1 odaiin [CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	1	0	0
G740-A072	G740-R0145	G739-D0145	G738-P0145	G737-O0613	f77v	f77v.8	6	rsheedy	H3	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	PROCESS_RESULT_MOIST_LOCAL	QUALITY_STATE_AXIS_OPEN	MATERIAL	OPEN	PROCESS_RESULT	QUALITY_STATE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Feucht-/Einweich-Endstufe II des Materials; interner Rückbezug	Zustandsstufe II; Zustandsachse offen; interner Rückbezug; Träger offen	R2 sheol [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	1	endpoint best-fit is not independent of the held radius-two moist carrier	1	0	0
G740-A073	G740-R0151	G739-D0151	G738-P0151	G737-O0118	f106v	f106v.19	9	sain	H2	LAST	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	AMOUNT_DOSE	OPEN_SCALAR	MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Mengen-/Portionsstufe II des Materials	Skalarstufe II; Dimension offen	L2 olaiin [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A074	G740-R0156	G739-D0156	G738-P0156	G737-O0204	f108v	f108v.37	1	sain	H2	FIRST	ATTACHED_STRONG	1	1	0	0	0	1	1	0	0	1	OPEN_SCALAR	OPEN_SCALAR	MATERIAL_PART	MATERIAL_PART	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	RETAIN_DIRECT	Skalarstufe II des Materialteils; Dimension offen; Eintrag	Skalarstufe II des Materialteils; Dimension offen; Eintrag	R1 sheor [CARRIER→STRONG_REPEAT_EXPECTED;retained=1]	NONE	0	NONE	0	0	0
G740-A075	G740-R0158	G739-D0158	G738-P0158	G737-O0212	f10v	f10v.1	9	sain	H2	LAST	DIRECT_BOUNDARY_HOLD	2	1	1	0	1	0	0	1	1	0	AMOUNT_DOSE	OPEN_SCALAR	PREPARATION	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	DIRECT_BOUNDARY_HOLD	Mengen-/Portionsstufe II der Zubereitung	Skalarstufe II; Dimension offen	L2 cthor [AXIS→NEAR_ONLY_HOLD;retained=0] || L1 otydy [CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=0]	NONE	1	direct otydy is a closure boundary rather than a preparation carrier for sain	1	0	0
G740-A076	G740-R0159	G739-D0159	G738-P0159	G737-O0223	f111r	f111r.24	1	sain	H2	FIRST	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	0	1	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Trockenheitsgrad II der Zubereitung; Eintrag	Trockenheitsgrad II der Zubereitung; Eintrag	R1 chckhey [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A077	G740-R0161	G739-D0161	G738-P0161	G737-O0270	f111v	f111v.47	1	sain	H2	FIRST	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	OPEN	Heißgrad II; Eintrag	Skalarstufe II; Dimension offen; Eintrag	R2 qokeey [AXIS→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A078	G740-R0162	G739-D0162	G738-P0162	G737-O0274	f111v	f111v.51	1	sain	H2	FIRST	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	0	1	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Trockenheitsgrad II des Materials; Eintrag	Trockenheitsgrad II des Materials; Eintrag	R1 cheal [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A079	G740-R0163	G739-D0163	G738-P0163	G737-O0280	f112r	f112r.35	1	sain	H2	FIRST	KEEP_CARRIER_ONLY	1	1	0	0	0	0	1	0	0	1	AMOUNT_DOSE	OPEN_SCALAR	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	RETAIN_DIRECT	Mengen-/Portionsstufe II des Materials; Eintrag	Skalarstufe II des Materials; Dimension offen; Eintrag	R1 olaiin [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	1	direct material carrier survives but neighboring counted material owns its own amount value	1	0	0
G740-A080	G740-R0164	G739-D0164	G738-P0164	G737-O0281	f112r	f112r.36	1	sain	H2	FIRST	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	PREPARATION	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Trockenheitsgrad II der Zubereitung; Eintrag	Skalarstufe II; Dimension offen; Eintrag	R2 checkhy [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A081	G740-R0166	G739-D0166	G738-P0166	G737-O0284	f112v	f112v.5	1	sain	H2	FIRST	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	PREPARATION	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Heißgrad II der Zubereitung; Eintrag	Skalarstufe II; Dimension offen; Eintrag	R2 okey [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A082	G740-R0169	G739-D0169	G738-P0169	G737-O0316	f113r	f113r.49	1	sain	H2	FIRST	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	OPEN_SCALAR	OPEN_SCALAR	PREPARATION	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	HOLD_RADIUS_TWO	Skalarstufe II der Zubereitung; Dimension offen; Eintrag	Skalarstufe II; Dimension offen; Eintrag	R2 cheo [CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A083	G740-R0170	G739-D0170	G738-P0170	G737-O0353	f114r	f114r.36	8	sain	H2	MIDDLE	ATTACHED_SUPPORTED	1	1	0	0	0	0	1	0	0	1	QUALITY_DEGREE	QUALITY_DEGREE	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Qualitätsstufe II im kalt/trocken-Feld der Zubereitung	Qualitätsstufe II im kalt/trocken-Feld der Zubereitung	R1 otchedy [AXIS+CARRIER→SUPPORTED_DIRECTION_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A084	G740-R0174	G739-D0174	G738-P0174	G737-O0548	f75r	f75r.24	4	sain	H2	MIDDLE	ATTACHED_PROVISIONAL_REVERSE	1	1	0	0	0	0	0	1	1	0	AMOUNT_DOSE	AMOUNT_DOSE	MATERIAL_PART	MATERIAL_PART	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	RETAIN_DIRECT	Mengen-/Portionsstufe II des Materialteils	Mengen-/Portionsstufe II des Materialteils	L1 qolkary [AXIS+CARRIER→PROVISIONAL_REVERSE_DIRECT;retained=1]	NONE	0	NONE	0	0	0
G740-A085	G740-R0183	G739-D0183	G738-P0183	G737-O0601	f77r	f77r.14	2	sain	H2	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	OPEN	Kältegrad II	Skalarstufe II; Dimension offen	R2 qoteedy [AXIS→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A086	G740-R0184	G739-D0184	G738-P0184	G737-O0616	f77v	f77v.27	6	sain	H2	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	PART	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Trockenheitsgrad II der Teilfraktion	Skalarstufe II; Dimension offen	L2 fchedy [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A087	G740-R0185	G739-D0185	G738-P0185	G737-O0624	f78r	f78r.23	1	sain	H2	FIRST	ATTACHED_STRONG	1	1	0	0	0	1	1	0	0	1	OPEN_SCALAR	OPEN_SCALAR	MATERIAL_PART	MATERIAL_PART	NOT_APPLICABLE	NOT_APPLICABLE	OPEN_OR_MODE_ONLY	RETAIN_DIRECT	Skalarstufe II des Materialteils; Dimension offen; Eintrag	Skalarstufe II des Materialteils; Dimension offen; Eintrag	R1 sheor [CARRIER→STRONG_REPEAT_EXPECTED;retained=1]	NONE	0	NONE	0	0	0
G740-A088	G740-R0189	G739-D0189	G738-P0189	G737-O0640	f79r	f79r.6	6	sain	H2	MIDDLE	ATTACHED_STRONG	1	1	0	0	0	1	0	1	1	0	QUALITY_DEGREE	QUALITY_DEGREE	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	RETAIN_DIRECT	OPEN	Heißgrad II	Heißgrad II	L1 qokey [AXIS→STRONG_REPEAT_REVERSE;retained=1]	NONE	0	NONE	0	0	0
G740-A089	G740-R0192	G739-D0192	G738-P0192	G737-O0656	f79v	f79v.25	8	sain	H2	MIDDLE	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	MATERIAL	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	HOLD_RADIUS_TWO	Heißgrad II des Materials	Skalarstufe II; Dimension offen	L2 olkain [AXIS+CARRIER→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
G740-A090	G740-R0193	G739-D0193	G738-P0193	G737-O0686	f81r	f81r.15	1	sain	H2	FIRST	NEAR_ONLY_HOLD	1	0	1	0	1	0	0	0	0	0	QUALITY_DEGREE	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	HOLD_RADIUS_TWO	OPEN	Trockenheitsgrad II; Eintrag	Skalarstufe II; Dimension offen; Eintrag	R2 cheedy [AXIS→NEAR_ONLY_HOLD;retained=0]	NONE	0	NONE	1	0	0
