unit_id	page	owner	group_count	slot_program	german_workshop_source_skeleton	latin_like_heading_skeleton	fixed_card_expansion_de	source_language_claim	sentence_specific_slot_rule
B1-S004	f81v	dem gemeinsamen zweireihigen Becken	3	[ACTION>REFERENT=laufenden Posten umsetzen] [ORDER=fortsetzen] [ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; laufenden Posten umsetzen; fortsetzen; kurz absetzen lassen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+REFERENT {laufenden Posten umsetzen} · ORDER {fortsetzen} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: laufenden Posten umsetzen; fortsetzen; kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S005	f81v	dem gemeinsamen zweireihigen Becken	1	[ORDER>ACTION>CLOSE=weiterüberführen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; weiterüberführen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ORDER+ACTION+CLOSE {weiterüberführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: weiterüberführen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S006	f81v	dem gemeinsamen zweireihigen Becken	4	[ACTION>QUANTITY_OR_STAGE=eine Portion zugeben] [ACTION>REFERENT=durchleiten] [LEARNED_OR_LOCAL_BODY=Zusatz] [TARGET=zur Zielstelle]	BESITZER dem gemeinsamen zweireihigen Becken; eine Portion zugeben; durchleiten; Zusatz; zur Zielstelle.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+QUANTITY_OR_STAGE {eine Portion zugeben} · ACTION+REFERENT {durchleiten} · LEARNED_OR_LOCAL_BODY {Zusatz} · TARGET {zur Zielstelle}.	Stationsbesitzer: diese Station. Kartenfolge: eine Portion zugeben; durchleiten; Zusatz; zur Zielstelle. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S007	f81v	dem gemeinsamen zweireihigen Becken	1	[ACTION>CLOSE=Umsetzung ansetzen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; Umsetzung ansetzen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+CLOSE {Umsetzung ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Umsetzung ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S008	f81v	dem gemeinsamen zweireihigen Becken	5	[REFERENT=dieser Posten] [ORDER=fortsetzen] [ACTION>GRADE>REFERENT=kurz wärmen] [ORDER=fortsetzen] [ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; dieser Posten; fortsetzen; kurz wärmen; fortsetzen; kurz absetzen lassen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · REFERENT {dieser Posten} · ORDER {fortsetzen} · ACTION+GRADE+REFERENT {kurz wärmen} · ORDER {fortsetzen} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: dieser Posten; fortsetzen; kurz wärmen; fortsetzen; kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; eine abgeteilte Portion.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S009	f81v	dem gemeinsamen zweireihigen Becken	1	[ACTION>GRADE>CLOSE=kurz ansetzen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; kurz ansetzen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+GRADE+CLOSE {kurz ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: kurz ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S010	f81v	dem gemeinsamen zweireihigen Becken	1	[ACTION>GRADE>CLOSE=kurz ansetzen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; kurz ansetzen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+GRADE+CLOSE {kurz ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: kurz ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S011	f81v	dem gemeinsamen zweireihigen Becken	2	[ACTION>REFERENT=durchleiten] [ACTION>REFERENT=aktuellen Posten ansetzen]	BESITZER dem gemeinsamen zweireihigen Becken; durchleiten; aktuellen Posten ansetzen.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+REFERENT {durchleiten} · ACTION+REFERENT {aktuellen Posten ansetzen}.	Stationsbesitzer: diese Station. Kartenfolge: durchleiten; aktuellen Posten ansetzen. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S012	f81v	dem gemeinsamen zweireihigen Becken	3	[LEARNED_OR_LOCAL_BODY>ACTION=Waschgang beginnen] [ACTION>GRADE>REFERENT=kurz ansetzen] [ACTION>CLOSE=waschen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; Waschgang beginnen; kurz ansetzen; waschen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · LEARNED_OR_LOCAL_BODY+ACTION {Waschgang beginnen} · ACTION+GRADE+REFERENT {kurz ansetzen} · ACTION+CLOSE {waschen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Waschgang beginnen; kurz ansetzen; waschen; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser; das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S013	f81v	dem gemeinsamen zweireihigen Becken	1	[ACTION>CLOSE=waschen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; waschen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+CLOSE {waschen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: waschen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S014	f81v	dem gemeinsamen zweireihigen Becken	5	[ACTION>REFERENT=laufenden Posten umsetzen] [ORDER=auf dem Arbeitsweg weiterleiten] [LEARNED_OR_LOCAL_BODY>ACTION>TARGET=zur Ablaufstelle führen] [ORDER=fortsetzen] [ORDER>SOURCE_OR_PREPARATION=danach von dort]	BESITZER dem gemeinsamen zweireihigen Becken; laufenden Posten umsetzen; auf dem Arbeitsweg weiterleiten; zur Ablaufstelle führen; fortsetzen; danach von dort.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+REFERENT {laufenden Posten umsetzen} · ORDER {auf dem Arbeitsweg weiterleiten} · LEARNED_OR_LOCAL_BODY+ACTION+TARGET {zur Ablaufstelle führen} · ORDER {fortsetzen} · ORDER+SOURCE_OR_PREPARATION {danach von dort}.	Stationsbesitzer: diese Station. Kartenfolge: laufenden Posten umsetzen; auf dem Arbeitsweg weiterleiten; zur Ablaufstelle führen; fortsetzen; danach von dort. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; der lokale sichtbare Auslauf; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S015	f81v	dem gemeinsamen zweireihigen Becken	2	[QUANTITY_OR_STAGE>GRADE>REFERENT=kurzen Teil des aktuellen Postens nehmen] [ACTION>CLOSE=angesetzten Inhalt überführen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; kurzen Teil des aktuellen Postens nehmen; angesetzten Inhalt überführen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · QUANTITY_OR_STAGE+GRADE+REFERENT {kurzen Teil des aktuellen Postens nehmen} · ACTION+CLOSE {angesetzten Inhalt überführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: kurzen Teil des aktuellen Postens nehmen; angesetzten Inhalt überführen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S016	f81v	dem gemeinsamen zweireihigen Becken	4	[ACTION>TARGET=dort ansetzen] [ACTION>GRADE>REFERENT=länger ansetzen] [ORDER=fortsetzen] [ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; dort ansetzen; länger ansetzen; fortsetzen; kurz absetzen lassen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+TARGET {dort ansetzen} · ACTION+GRADE+REFERENT {länger ansetzen} · ORDER {fortsetzen} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: dort ansetzen; länger ansetzen; fortsetzen; kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S017	f81v	dem gemeinsamen zweireihigen Becken	3	[TARGET=dorthin] [ORDER>GRADE=kurz weiterleiten] [ACTION>CLOSE=weitergeführten Posten überführen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; dorthin; kurz weiterleiten; weitergeführten Posten überführen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · TARGET {dorthin} · ORDER+GRADE {kurz weiterleiten} · ACTION+CLOSE {weitergeführten Posten überführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: dorthin; kurz weiterleiten; weitergeführten Posten überführen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; die sichtbar bezeichnete Öffnung.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S018	f81v	dem gemeinsamen zweireihigen Becken	4	[LEARNED_OR_LOCAL_BODY>REFERENT=aktuellen Posten abführen] [ORDER>ACTION>GRADE=kurz weiter ruhen lassen] [QUANTITY_OR_STAGE=Sollstufe] [ACTION>GRADE>CLOSE=länger sammeln; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; aktuellen Posten abführen; kurz weiter ruhen lassen; Sollstufe; länger sammeln; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · LEARNED_OR_LOCAL_BODY+REFERENT {aktuellen Posten abführen} · ORDER+ACTION+GRADE {kurz weiter ruhen lassen} · QUANTITY_OR_STAGE {Sollstufe} · ACTION+GRADE+CLOSE {länger sammeln; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: aktuellen Posten abführen; kurz weiter ruhen lassen; Sollstufe; länger sammeln; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S019	f81v	dem gemeinsamen zweireihigen Becken	1	[ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; kurz absetzen lassen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S020	f81v	dem gemeinsamen zweireihigen Becken	2	[ACTION>GRADE>REFERENT=kurz wärmen] [ACTION>CLOSE=seihen; Schluss]	BESITZER dem gemeinsamen zweireihigen Becken; kurz wärmen; seihen; Schluss.	RES {dem gemeinsamen zweireihigen Becken} · ACTION+GRADE+REFERENT {kurz wärmen} · ACTION+CLOSE {seihen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: kurz wärmen; seihen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das für den Durchgang vorgesehene Tuch.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B1-S021	f81v	dem gemeinsamen zweireihigen Becken	1	[TARGET=dorthin]	BESITZER dem gemeinsamen zweireihigen Becken; dorthin.	RES {dem gemeinsamen zweireihigen Becken} · TARGET {dorthin}.	Stationsbesitzer: diese Station. Kartenfolge: dorthin. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S001	f82r	den oberen Paarbecken mit Zylinder	1	[ACTION>CLOSE=Posten überführen; Schluss]	BESITZER den oberen Paarbecken mit Zylinder; Posten überführen; Schluss.	RES {den oberen Paarbecken mit Zylinder} · ACTION+CLOSE {Posten überführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Posten überführen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S002	f82r	den oberen Paarbecken mit Zylinder	1	[ORDER>ACTION>CLOSE=weiterüberführen; Schluss]	BESITZER den oberen Paarbecken mit Zylinder; weiterüberführen; Schluss.	RES {den oberen Paarbecken mit Zylinder} · ORDER+ACTION+CLOSE {weiterüberführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: weiterüberführen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S003	f82r	den oberen Paarbecken mit Zylinder	3	[ACTION>QUANTITY_OR_STAGE=eine Portion zugeben] [REFERENT=dieser Posten] [ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER den oberen Paarbecken mit Zylinder; eine Portion zugeben; dieser Posten; länger ansetzen; Schluss.	RES {den oberen Paarbecken mit Zylinder} · ACTION+QUANTITY_OR_STAGE {eine Portion zugeben} · REFERENT {dieser Posten} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: eine Portion zugeben; dieser Posten; länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; der abgeteilte Teil; eine abgeteilte Portion.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S004	f82r	den oberen Paarbecken mit Zylinder	5	[ACTION>TARGET=dort ansetzen] [LEARNED_OR_LOCAL_BODY>ACTION>REFERENT=Ausgangsdurchlass] [LEARNED_OR_LOCAL_BODY>ACTION=abführen] [ACTION>GRADE>REFERENT=länger ansetzen] [LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=abseihen; Schluss]	BESITZER den oberen Paarbecken mit Zylinder; dort ansetzen; Ausgangsdurchlass; abführen; länger ansetzen; abseihen; Schluss.	RES {den oberen Paarbecken mit Zylinder} · ACTION+TARGET {dort ansetzen} · LEARNED_OR_LOCAL_BODY+ACTION+REFERENT {Ausgangsdurchlass} · LEARNED_OR_LOCAL_BODY+ACTION {abführen} · ACTION+GRADE+REFERENT {länger ansetzen} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {abseihen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: dort ansetzen; Ausgangsdurchlass; abführen; länger ansetzen; abseihen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; die sichtbar bezeichnete Öffnung.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S005	f82r	den oberen Paarbecken mit Zylinder	8	[ACTION>TARGET>REFERENT=dies dort ansetzen] [ACTION>QUANTITY_OR_STAGE=bis Sollmass sammeln] [ACTION>REFERENT=durchleiten] [ACTION>QUANTITY_OR_STAGE=auf Sollmaß einstellen] [ACTION>QUANTITY_OR_STAGE=auf Sollmaß einstellen] [ORDER>ACTION=bereitgestellten Gang fortsetzen] [ACTION>GRADE>REFERENT=diesen Posten länger warm halten] [LEARNED_OR_LOCAL_BODY>CLOSE=abziehen; Ende]	BESITZER den oberen Paarbecken mit Zylinder; dies dort ansetzen; bis Sollmass sammeln; durchleiten; auf Sollmaß einstellen; auf Sollmaß einstellen; bereitgestellten Gang fortsetzen; diesen Posten länger warm halten; abziehen; Ende.	RES {den oberen Paarbecken mit Zylinder} · ACTION+TARGET+REFERENT {dies dort ansetzen} · ACTION+QUANTITY_OR_STAGE {bis Sollmass sammeln} · ACTION+REFERENT {durchleiten} · ACTION+QUANTITY_OR_STAGE {auf Sollmaß einstellen} · ACTION+QUANTITY_OR_STAGE {auf Sollmaß einstellen} · ORDER+ACTION {bereitgestellten Gang fortsetzen} · ACTION+GRADE+REFERENT {diesen Posten länger warm halten} · LEARNED_OR_LOCAL_BODY+CLOSE {abziehen; Ende}.	Stationsbesitzer: diese Station. Kartenfolge: dies dort ansetzen; bis Sollmass sammeln; durchleiten; auf Sollmaß einstellen; auf Sollmaß einstellen; bereitgestellten Gang fortsetzen; diesen Posten länger warm halten; abziehen; Ende. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; das für den Durchgang vorgesehene Tuch.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S006	f82r	den oberen Paarbecken mit Zylinder	4	[ORDER>GRADE>REFERENT=langer Folgeposten] [ACTION>TARGET=dort ansetzen] [ACTION>GRADE>REFERENT=kurz durchleiten] [ACTION>REFERENT=aktuellen Posten ansetzen]	BESITZER den oberen Paarbecken mit Zylinder; langer Folgeposten; dort ansetzen; kurz durchleiten; aktuellen Posten ansetzen.	RES {den oberen Paarbecken mit Zylinder} · ORDER+GRADE+REFERENT {langer Folgeposten} · ACTION+TARGET {dort ansetzen} · ACTION+GRADE+REFERENT {kurz durchleiten} · ACTION+REFERENT {aktuellen Posten ansetzen}.	Stationsbesitzer: diese Station. Kartenfolge: langer Folgeposten; dort ansetzen; kurz durchleiten; aktuellen Posten ansetzen. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbar adressierte Becken; die bezeichnete örtliche Stelle; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S007	f82r	der mittleren linken Vorrichtung mit Zwischenknoten	1	[ACTION>GRADE>CLOSE=kurz absetzen; Schluss]	BESITZER der mittleren linken Vorrichtung mit Zwischenknoten; kurz absetzen; Schluss.	RES {der mittleren linken Vorrichtung mit Zwischenknoten} · ACTION+GRADE+CLOSE {kurz absetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: kurz absetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S008	f82r	der mittleren linken Vorrichtung mit Zwischenknoten	3	[ORDER>QUANTITY_OR_STAGE=Folgemaß] [ACTION>SOURCE_OR_PREPARATION=daraus ansetzen] [ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER der mittleren linken Vorrichtung mit Zwischenknoten; Folgemaß; daraus ansetzen; kurz absetzen lassen; Schluss.	RES {der mittleren linken Vorrichtung mit Zwischenknoten} · ORDER+QUANTITY_OR_STAGE {Folgemaß} · ACTION+SOURCE_OR_PREPARATION {daraus ansetzen} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Folgemaß; daraus ansetzen; kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S009	f82r	der mittleren linken Vorrichtung mit Zwischenknoten	1	[ORDER>ACTION>CLOSE=weiter absetzen; Schluss]	BESITZER der mittleren linken Vorrichtung mit Zwischenknoten; weiter absetzen; Schluss.	RES {der mittleren linken Vorrichtung mit Zwischenknoten} · ORDER+ACTION+CLOSE {weiter absetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: weiter absetzen; Schluss.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S010	f82r	der mittleren linken Vorrichtung mit Zwischenknoten	4	[ACTION>GRADE>REFERENT=länger ansetzen] [ACTION>REFERENT=aktuellen Posten ansetzen] [LEARNED_OR_LOCAL_BODY=Durchlassöffnung] [LEARNED_OR_LOCAL_BODY=klarer Auszug]	BESITZER der mittleren linken Vorrichtung mit Zwischenknoten; länger ansetzen; aktuellen Posten ansetzen; Durchlassöffnung; klarer Auszug.	RES {der mittleren linken Vorrichtung mit Zwischenknoten} · ACTION+GRADE+REFERENT {länger ansetzen} · ACTION+REFERENT {aktuellen Posten ansetzen} · LEARNED_OR_LOCAL_BODY {Durchlassöffnung} · LEARNED_OR_LOCAL_BODY {klarer Auszug}.	Stationsbesitzer: diese Station. Kartenfolge: länger ansetzen; aktuellen Posten ansetzen; Durchlassöffnung; klarer Auszug. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; die sichtbar bezeichnete Öffnung; die bezeichnete örtliche Stelle; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S011	f82r	der mittleren rechten Station	4	[ACTION>QUANTITY_OR_STAGE=eine Portion zugeben] [SOURCE_OR_PREPARATION=aus dem Ansatz] [ACTION>QUANTITY_OR_STAGE=eine Portion zugeben] [ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER der mittleren rechten Station; eine Portion zugeben; aus dem Ansatz; eine Portion zugeben; länger ansetzen; Schluss.	RES {der mittleren rechten Station} · ACTION+QUANTITY_OR_STAGE {eine Portion zugeben} · SOURCE_OR_PREPARATION {aus dem Ansatz} · ACTION+QUANTITY_OR_STAGE {eine Portion zugeben} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: eine Portion zugeben; aus dem Ansatz; eine Portion zugeben; länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: der laufende Arbeitsansatz; das sichtbare oder gelernte Arbeitsgefäß; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S012	f82r	dem unteren grünen Mehrfigurenbecken	8	[LEARNED_OR_LOCAL_BODY>REFERENT=abziehen] [LEARNED_OR_LOCAL_BODY=klarer Auszug] [ACTION>GRADE>REFERENT=kurz bereithalten] [ACTION>GRADE>REFERENT=länger ansetzen] [LEARNED_OR_LOCAL_BODY=Klarlauf abfuehren] [QUANTITY_OR_STAGE=Sollmaß] [REFERENT=dieser Posten] [ACTION>GRADE>CLOSE=vollständig ansetzen; Schluss]	BESITZER dem unteren grünen Mehrfigurenbecken; abziehen; klarer Auszug; kurz bereithalten; länger ansetzen; Klarlauf abfuehren; Sollmaß; dieser Posten; vollständig ansetzen; Schluss.	RES {dem unteren grünen Mehrfigurenbecken} · LEARNED_OR_LOCAL_BODY+REFERENT {abziehen} · LEARNED_OR_LOCAL_BODY {klarer Auszug} · ACTION+GRADE+REFERENT {kurz bereithalten} · ACTION+GRADE+REFERENT {länger ansetzen} · LEARNED_OR_LOCAL_BODY {Klarlauf abfuehren} · QUANTITY_OR_STAGE {Sollmaß} · REFERENT {dieser Posten} · ACTION+GRADE+CLOSE {vollständig ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: abziehen; klarer Auszug; kurz bereithalten; länger ansetzen; Klarlauf abfuehren; Sollmaß; dieser Posten; vollständig ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; die bezeichnete örtliche Stelle; eine abgeteilte Portion.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S013	f82r	dem unteren grünen Mehrfigurenbecken	1	[LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=abführen; Schluss]	BESITZER dem unteren grünen Mehrfigurenbecken; abführen; Schluss.	RES {dem unteren grünen Mehrfigurenbecken} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {abführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: abführen; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S014	f82r	dem unteren grünen Mehrfigurenbecken	1	[LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION=von dort abfuehren]	BESITZER dem unteren grünen Mehrfigurenbecken; von dort abfuehren.	RES {dem unteren grünen Mehrfigurenbecken} · LEARNED_OR_LOCAL_BODY+SOURCE_OR_PREPARATION {von dort abfuehren}.	Stationsbesitzer: diese Station. Kartenfolge: von dort abfuehren. Die gezeichnete Station setzt dabei voraus: der lokale sichtbare Auslauf.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S015	f82r	den Randstationen des unteren Beckens	2	[LEARNED_OR_LOCAL_BODY=Klarlauf zugeben] [ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER den Randstationen des unteren Beckens; Klarlauf zugeben; länger ansetzen; Schluss.	RES {den Randstationen des unteren Beckens} · LEARNED_OR_LOCAL_BODY {Klarlauf zugeben} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Klarlauf zugeben; länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S016	f82r	den Randstationen des unteren Beckens	8	[TARGET=dorthin] [LEARNED_OR_LOCAL_BODY>ACTION>SOURCE_OR_PREPARATION=von dort abführen] [ACTION=teilen] [QUANTITY_OR_STAGE=Sollmaß] [ORDER>GRADE>REFERENT=langer Folgeposten] [ACTION>QUANTITY_OR_STAGE=auf Sollmaß einstellen] [ACTION>GRADE>REFERENT=kurz ansetzen] [LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=einführen; Schluss]	BESITZER den Randstationen des unteren Beckens; dorthin; von dort abführen; teilen; Sollmaß; langer Folgeposten; auf Sollmaß einstellen; kurz ansetzen; einführen; Schluss.	RES {den Randstationen des unteren Beckens} · TARGET {dorthin} · LEARNED_OR_LOCAL_BODY+ACTION+SOURCE_OR_PREPARATION {von dort abführen} · ACTION {teilen} · QUANTITY_OR_STAGE {Sollmaß} · ORDER+GRADE+REFERENT {langer Folgeposten} · ACTION+QUANTITY_OR_STAGE {auf Sollmaß einstellen} · ACTION+GRADE+REFERENT {kurz ansetzen} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {einführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: dorthin; von dort abführen; teilen; Sollmaß; langer Folgeposten; auf Sollmaß einstellen; kurz ansetzen; einführen; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
