source_group_id	unit_id	page	visible_surface	atom_sequence	card_reading_de	source_slot_sequence	learned_or_local_atoms	slot_assignment_complete
E246	B3-S008	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E247	B3-S009	f83r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES
E248	B3-S010	f83r	pchedal	P+CHD+AL	Einlass	LEARNED_OR_LOCAL_BODY>ACTION>TARGET	P	YES
E249	B3-S010	f83r	otedy	OT+E+CLOSE	kurze Folge; Schluss	ORDER>GRADE>CLOSE	NONE	YES
E250	B3-S011	f83r	shecthedchy	CTH+CHD+Y	bereiten Posten umsetzen	ACTION>REFERENT	NONE	YES
E251	B3-S011	f83r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES
E252	B3-S011	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E253	B3-S011	f83r	chary	AR+Y	aus diesem Posten	SOURCE_OR_PREPARATION>REFERENT	NONE	YES
E254	B3-S012	f83r	sor	OR	Ansatz	SOURCE_OR_PREPARATION	NONE	YES
E255	B3-S012	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E256	B3-S013	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E257	B3-S013	f83r	chkain	AIN	eine Portion	QUANTITY_OR_STAGE	NONE	YES
E258	B3-S013	f83r	shcthey	CTH+E+Y	kurz bereithalten	ACTION>GRADE>REFERENT	NONE	YES
E259	B3-S013	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E260	B3-S014	f83r	okair	OK+AIR	Wasser einlassen	ACTION>SOURCE_OR_PREPARATION	NONE	YES
E261	B3-S014	f83r	sheedy	SHED+EE+CLOSE	länger absetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E262	B3-S015	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E263	B3-S016	f83r	lo	L	abfuehren	LEARNED_OR_LOCAL_BODY	L	YES
E264	B3-S016	f83r	qokchedy	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	ACTION>CLOSE	NONE	YES
E265	B3-S017	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E266	B3-S018	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E267	B3-S019	f83r	qokshedy	OK+SHED+CLOSE	Absetzgang ansetzen; Schluss	ACTION>CLOSE	NONE	YES
E268	B3-S020	f83r	dal	AL	dorthin	TARGET	NONE	YES
E269	B3-S020	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E270	B3-S021	f83r	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E271	B3-S021	f83r	shcthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES
E272	B3-S021	f83r	dal	AL	dorthin	TARGET	NONE	YES
E273	B3-S021	f83r	sy	Y	dieser Posten	REFERENT	NONE	YES
E274	B3-S021	f83r	saiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E275	B3-S021	f83r	shedal	SHED+AL	dort absetzen	ACTION>TARGET	NONE	YES
E276	B3-S021	f83r	shecthy	CTH+E+Y	kurz bereit halten	ACTION>GRADE>REFERENT	NONE	YES
E277	B3-S021	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES
E278	B3-S021	f83r	tal	AL	dorthin	TARGET	NONE	YES
E279	B3-S021	f83r	shcthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES
E280	B3-S021	f83r	dalchdy	AL+CHD+CLOSE	dorthin umsetzen; Schluss	ACTION>TARGET>CLOSE	NONE	YES
E281	B3-S022	f83r	qotchedy	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES
E282	B3-S023	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E283	B3-S024	f83r	tchedy	CHD+CLOSE	Posten überführen; Schluss	ACTION>CLOSE	NONE	YES
E284	B3-S025	f83r	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	ACTION>CLOSE	NONE	YES
E285	B3-S026	f83r	cheedar	CHD+AR	von dort umsetzen	ACTION>SOURCE_OR_PREPARATION	NONE	YES
E286	B3-S026	f83r	chldaiin	SHED+AIIN	Absetzmaß	ACTION>QUANTITY_OR_STAGE	NONE	YES
E287	B3-S026	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E288	B3-S026	f83r	qokain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES
E289	B3-S026	f83r	checthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES
E290	B3-S026	f83r	chealror	AL+OR	Ansatz von dort zur Zielstelle	SOURCE_OR_PREPARATION>TARGET	NONE	YES
E291	B3-S026	f83r	solkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E292	B3-S027	f83r	qoteedy	OT+EE+CLOSE	lange Folge; Schluss	ORDER>GRADE>CLOSE	NONE	YES
E293	B3-S028	f83r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E294	B3-S028	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E295	B3-S029	f83r	sol	OL	fortsetzen	ORDER	NONE	YES
E296	B3-S029	f83r	cheeety	EEE+TY	ganzen Teilposten	QUANTITY_OR_STAGE>GRADE	NONE	YES
E297	B3-S029	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E298	B3-S030	f83r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES
E299	B3-S030	f83r	saiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E300	B3-S030	f83r	schedair	AIR	Wasser weiterleiten	SOURCE_OR_PREPARATION	NONE	YES
E301	B3-S030	f83r	otchedy	OT+CHD+CLOSE	nächsten Posten überführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES
E302	B3-S031	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E303	B3-S032	f83r	chedain	CHD+AIN	Portion umsetzen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E304	B3-S032	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E305	B3-S032	f83r	qotedaiin	OT+E+AIIN	kurzes Folgemass	ORDER>QUANTITY_OR_STAGE>GRADE	NONE	YES
E306	B3-S032	f83r	otaiin	OT+AIIN	Folgemaß	ORDER>QUANTITY_OR_STAGE	NONE	YES
E307	B3-S032	f83r	otedy	OT+E+CLOSE	kurze Folge; Schluss	ORDER>GRADE>CLOSE	NONE	YES
E308	B3-S033	f83r	ldy	L+CLOSE	abziehen; Ende	LEARNED_OR_LOCAL_BODY>CLOSE	L	YES
E309	B3-S034	f83r	soiiin	IIN	Sollstufe	QUANTITY_OR_STAGE	NONE	YES
E310	B3-S034	f83r	checthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES
E311	B3-S034	f83r	chety	PARTITION+TY	Teil abtrennen	ACTION>QUANTITY_OR_STAGE	NONE	YES
E312	B3-S034	f83r	otaiin	OT+AIIN	Folgemaß	ORDER>QUANTITY_OR_STAGE	NONE	YES
E313	B3-S034	f83r	olsaly	AL+Y	untere Zielstelle	TARGET>REFERENT	NONE	YES
E314	B3-S034	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E315	B4-S001	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E316	B4-S002	f83r	qolchey	OL+Y	diesen Posten weiterfuehren	ORDER>REFERENT	NONE	YES
E317	B4-S002	f83r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E318	B4-S002	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E319	B4-S003	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E320	B4-S003	f83r	otal	OT+AL	danach dorthin	ORDER>TARGET	NONE	YES
E321	B4-S003	f83r	otchey	OT+Y	nächster Teilposten	ORDER>REFERENT	NONE	YES
E322	B4-S003	f83r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E323	B4-S003	f83r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES
E324	B4-S003	f83r	tol	OL	fortsetzen	ORDER	NONE	YES
E325	B4-S003	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E326	B4-S004	f83r	qokylddy	OK+Y+LDDY	aktuellen Posten befestigen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>REFERENT	LDDY	YES
E327	B4-S005	f83r	dain	DAIN	Tuch	LEARNED_OR_LOCAL_BODY	DAIN	YES
E328	B4-S005	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E329	B4-S005	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E330	B4-S006	f83r	shckhedy	CKHE+CLOSE	seihen; Schluss	ACTION>CLOSE	NONE	YES
E331	B4-S007	f83r	shckhedy	CKHE+CLOSE	seihen; Schluss	ACTION>CLOSE	NONE	YES
E332	B4-S008	f83r	saiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E333	B4-S008	f83r	cheeky	CHK+EE+Y	länger erwärmen und offen halten	ACTION>GRADE>REFERENT	NONE	YES
E334	B4-S008	f83r	sheey	SH+EE+Y	laenger ruhen	ACTION>GRADE>REFERENT	NONE	YES
E335	B4-S008	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E336	B4-S009	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E337	B4-S010	f83r	oldy	OL+CLOSE	Fortsetzung abschließen	ORDER>CLOSE	NONE	YES
E338	B4-S011	f83r	saiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E339	B4-S011	f83r	cheky	CHK+E+Y	kurz wärmen	ACTION>GRADE>REFERENT	NONE	YES
E340	B4-S011	f83r	okeeol	OK+EE+OL	länger fortführen	ORDER>ACTION>GRADE	NONE	YES
E341	B4-S011	f83r	okain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES
E342	B4-S011	f83r	chdy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E343	B4-S011	f83r	sol	OL	fortsetzen	ORDER	NONE	YES
E344	B4-S011	f83r	lkedy	L+E+CLOSE	kurz abführen; Schluss	LEARNED_OR_LOCAL_BODY>GRADE>CLOSE	L	YES
E345	B4-S012	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E346	B4-S013	f83r	qokol	OK+OL	Fortsetzung ansetzen	ORDER>ACTION	NONE	YES
E347	B4-S013	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E348	B4-S014	f83r	or	OR	Ansatz	SOURCE_OR_PREPARATION	NONE	YES
E349	B4-S014	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES
E350	B4-S014	f83r	qockhey	OK+CKH+E+Y	kurzen Durchlauf ansetzen	ACTION>GRADE>REFERENT	NONE	YES
E351	B4-S014	f83r	dairydy	AIR+Y+CLOSE	Wasserlauf schliessen; Schluss	SOURCE_OR_PREPARATION>REFERENT>CLOSE	NONE	YES
E352	B4-S015	f83r	qokain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES
E353	B4-S015	f83r	shey	CHEEY	klarer Auszug	LEARNED_OR_LOCAL_BODY	CHEEY	YES
E354	B4-S015	f83r	kain	AIN	eine Portion	QUANTITY_OR_STAGE	NONE	YES
E355	B4-S015	f83r	chckhal	CKH+AL	zur Zielstelle durchleiten	ACTION>TARGET	NONE	YES
E356	B4-S015	f83r	solkey	SOLK+E+Y	kurz sammeln	ACTION>GRADE>REFERENT	NONE	YES
E357	B4-S015	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES
E358	B4-S016	f83r	qolkain	OL+AIN	weitere Portion	ORDER>QUANTITY_OR_STAGE	NONE	YES
E359	B4-S016	f83r	dal	AL	dorthin	TARGET	NONE	YES
E360	B4-S016	f83r	skar	SK+AR	vom Ausgang ausgießen	ACTION>SOURCE_OR_PREPARATION	NONE	YES
E361	B4-S016	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES
E362	B5-S001	f83r	otchdy	OT+CHD+CLOSE	Folgegang vollziehen; Schluss	ORDER>ACTION>CLOSE	NONE	YES
E363	B5-S002	f83r	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	ACTION>CLOSE	NONE	YES
E364	B5-S003	f83r	shedal	SHED+AL	dort absetzen	ACTION>TARGET	NONE	YES
E365	B5-S003	f83r	dal	AL	dorthin	TARGET	NONE	YES
E366	B5-S003	f83r	cheol	OL	fortsetzen	ORDER	NONE	YES
E367	B5-S003	f83r	lol	L+OL	von dort weiterfuehren	LEARNED_OR_LOCAL_BODY>ORDER	L	YES
E368	B5-S003	f83r	chdal	CHD+AL	dort umsetzen	ACTION>TARGET	NONE	YES
E369	B5-S003	f83r	aiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E370	B5-S003	f83r	sol	OL	fortsetzen	ORDER	NONE	YES
E371	B5-S003	f83r	daiiin	IIN	Öffnungsstufe	QUANTITY_OR_STAGE	NONE	YES
E372	B5-S003	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES
E373	B6-S001	f83r	solkeey	SOLK+EE+Y	länger sammeln	ACTION>GRADE>REFERENT	NONE	YES
E374	B6-S001	f83r	qekey	KCH+E+Y	aktuellen Posten kurz bearbeiten	ACTION>GRADE>REFERENT	NONE	YES
E375	B6-S001	f83r	raly	AL+Y	diesen Posten dorthin	TARGET>REFERENT	NONE	YES
E376	B6-S001	f83r	ol	OL	fortsetzen	ORDER	NONE	YES
E377	B6-S001	f83r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES
E378	B6-S001	f83r	ol	OL	fortsetzen	ORDER	NONE	YES
E379	B6-S001	f83r	dain	DAIN	Tuch	LEARNED_OR_LOCAL_BODY	DAIN	YES
E380	B6-S001	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES
E381	B6-S001	f83r	ldalor	AL	Endziel	TARGET	NONE	YES
