shadow_id	target_occurrence_id	page	physical_folio	locus	ol_ordinal	right_ordinal	right_surface	right_reader_exact	parent_gdt778_fallback	parent_gdt778_contextual	raw_76_deck_member	final_44_deck_member	deck_phase	precedence_disposition	old_gdt778_branch	old_gdt778_default_de	old_gdt778_consumed_token_count	old_gdt778_consumed_token_ids	new_gdt779_branch	new_gdt779_default_de	new_gdt779_contextual	new_gdt779_consumed_token_count	new_gdt779_consumed_token_ids	semantic_state_unchanged	consumption_state_unchanged	represented_parent_state_unchanged	selected_by_gdt779	component_export_credit
G779-H077	G769-T0277	f75v	f75	f75v.47	5	6	shedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: feuchtes Ergebnis, Form I	1	f75v.47@6	INHERITED_GDT778	Zustand: feuchtes Ergebnis, Form I	1	1	f75v.47@6	1	1	1	0	0
G779-H078	G769-T0278	f75v	f75	f75v.48	7	8	cheedy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	getrocknetes Ergebnis, Endform	1	1	f75v.48@8	0	0	0	1	0
G779-H079	G769-T0280	f75v	f75	f75v.61	4	5	otchdy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H080	G769-T0282	f76r	f76	f76r.3	11	12	chedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H081	G769-T0283	f76r	f76	f76r.11	5	6	chdy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: trockenes Ergebnis, Grundform	1	f76r.11@6	INHERITED_GDT778	Zustand: trockenes Ergebnis, Grundform	1	1	f76r.11@6	1	1	1	0	0
G779-H082	G769-T0288	f76r	f76	f76r.56	2	3	shedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H083	G769-T0290	f76v	f76	f76v.20	4	5	checkhy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	trockene Mischung, Anfangsstufe	1	1	f76v.20@5	0	0	0	1	0
G779-H084	G769-T0291	f76v	f76	f76v.39	7	8	keedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz:	0	NONE	INHERITED_GDT778	Ansatz:	1	0	NONE	1	1	1	0	0
G779-H085	G769-T0294	f77r	f77	f77r.43	3	4	cheedy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	getrocknetes Ergebnis, Endform	1	1	f77r.43@4	0	0	0	1	0
G779-H086	G769-T0295	f77r	f77	f77r.45	9	10	raiin	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H087	G769-T0297	f77v	f77	f77v.9	8	9	sheedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H088	G769-T0298	f77v	f77	f77v.23	3	4	shedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H089	G769-T0301	f77v	f77	f77v.29	8	9	cheedy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	getrocknetes Ergebnis, Endform	1	1	f77v.29@9	0	0	0	1	0
G779-H090	G769-T0303	f77v	f77	f77v.41	9	10	raiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Bezugsfeld: Wert III	1	f77v.41@10	INHERITED_GDT778	Bezugsfeld: Wert III	1	1	f77v.41@10	1	1	1	0	0
G779-H091	G769-T0305	f78r	f78	f78r.12	6	7	tedy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Kalt-Mittelstufe abgeschlossen	1	1	f78r.12@7	0	0	0	1	0
G779-H092	G769-T0307	f78r	f78	f78r.28	2	3	qokeedy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	erhitzt, Endstufe	1	1	f78r.28@3	0	0	0	1	0
G779-H093	G769-T0308	f78r	f78	f78r.29	2	3	kedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H094	G769-T0311	f78r	f78	f78r.33	8	9	keedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H095	G769-T0312	f78r	f78	f78r.37	2	3	s	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Menge: drei Drachmen	2	f78r.37@3|f78r.37@4	INHERITED_GDT778	Menge: drei Drachmen	1	2	f78r.37@3|f78r.37@4	1	1	1	0	0
G779-H096	G769-T0314	f78v	f78	f78v.3	8	9	dam	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	;	0	NONE	INHERITED_GDT778	;	1	0	NONE	1	1	1	0	0
G779-H097	G769-T0316	f78v	f78	f78v.4	5	6	keedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H098	G769-T0318	f78v	f78	f78v.5	4	5	chsey	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H099	G769-T0319	f78v	f78	f78v.5	6	7	cheeky	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	getrocknet, dann leicht erhitzt	1	1	f78v.5@7	0	0	0	1	0
G779-H100	G769-T0322	f78v	f78	f78v.11	6	7	chdy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H101	G769-T0323	f78v	f78	f78v.12	2	3	qokaiin	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Wärmestufe III	1	1	f78v.12@3	0	0	0	1	0
G779-H102	G769-T0326	f78v	f78	f78v.21	5	6	qokar	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	erhitzter Anteil I	1	1	f78v.21@6	0	0	0	1	0
G779-H103	G769-T0327	f78v	f78	f78v.22	3	4	shedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H104	G769-T0328	f78v	f78	f78v.24	3	4	sheedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H105	G769-T0329	f78v	f78	f78v.25	4	5	or	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Portionsträger	1	f78v.25@5	INHERITED_GDT778	Portionsträger	1	1	f78v.25@5	1	1	1	0	0
G779-H106	G769-T0330	f78v	f78	f78v.25	8	9	sham	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Flüssigkeitsmaß	1	1	f78v.25@9	0	0	0	1	0
G779-H107	G769-T0331	f78v	f78	f78v.26	5	6	shedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H108	G769-T0334	f78v	f78	f78v.27	8	9	chedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H109	G769-T0336	f78v	f78	f78v.29	9	10	shedy	0	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_NONEXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz:	0	NONE	INHERITED_GDT778	Ansatz:	1	0	NONE	1	1	1	0	0
G779-H110	G769-T0339	f79r	f79	f79r.7	5	6	cheey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: trockene Form II	1	f79r.7@6	INHERITED_GDT778	Zustand: trockene Form II	1	1	f79r.7@6	1	1	1	0	0
G779-H111	G769-T0341	f79r	f79	f79r.15	9	10	sheol	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H112	G769-T0343	f79r	f79	f79r.18	9	10	dam	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Maß I	1	1	f79r.18@10	0	0	0	1	0
G779-H113	G769-T0347	f79r	f79	f79r.32	5	6	olaiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Materialangabe: Stoff, Wert III	1	f79r.32@6	INHERITED_GDT778	Materialangabe: Stoff, Wert III	1	1	f79r.32@6	1	1	1	0	0
G779-H114	G769-T0350	f79r	f79	f79r.36	3	4	cheey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: trockene Form II	1	f79r.36@4	INHERITED_GDT778	Zustand: trockene Form II	1	1	f79r.36@4	1	1	1	0	0
G779-H115	G769-T0355	f79r	f79	f79r.41	7	8	chedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: getrocknetes Ergebnis, Form I	1	f79r.41@8	INHERITED_GDT778	Zustand: getrocknetes Ergebnis, Form I	1	1	f79r.41@8	1	1	1	0	0
G779-H116	G769-T0360	f79v	f79	f79v.25	2	3	olshdy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	angefeuchtetes Material, abgeschlossen	1	1	f79v.25@3	0	0	0	1	0
G779-H117	G769-T0362	f79v	f79	f79v.26	7	8	otol	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	kalte Zubereitung	1	1	f79v.26@8	0	0	0	1	0
G779-H118	G769-T0363	f79v	f79	f79v.32	2	3	or	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Portionsträger	1	f79v.32@3	INHERITED_GDT778	Portionsträger	1	1	f79v.32@3	1	1	1	0	0
G779-H119	G769-T0365	f79v	f79	f79v.32	6	7	o	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H120	G769-T0366	f79v	f79	f79v.35	5	6	otol	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	kalte Zubereitung	1	1	f79v.35@6	0	0	0	1	0
G779-H121	G769-T0368	f79v	f79	f79v.36	2	3	shey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: feuchte Form I	1	f79v.36@3	INHERITED_GDT778	Zustand: feuchte Form I	1	1	f79v.36@3	1	1	1	0	0
G779-H122	G769-T0369	f79v	f79	f79v.37	2	3	shal	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Feuchtmaterial I	1	1	f79v.37@3	0	0	0	1	0
G779-H123	G769-T0370	f79v	f79	f79v.40	4	5	oiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zubereitungsform: Index III	1	f79v.40@5	INHERITED_GDT778	Zubereitungsform: Index III	1	1	f79v.40@5	1	1	1	0	0
G779-H124	G769-T0373	f80r	f80	f80r.16	4	5	chedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H125	G769-T0374	f80r	f80	f80r.23	10	11	keedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H126	G769-T0375	f80r	f80	f80r.24	5	6	dain	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Wert: Stufe II	1	f80r.24@6	INHERITED_GDT778	Wert: Stufe II	1	1	f80r.24@6	1	1	1	0	0
G779-H127	G769-T0379	f80r	f80	f80r.34	5	6	qockhey	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	mische	1	1	f80r.34@6	0	0	0	1	0
G779-H128	G769-T0382	f80r	f80	f80r.37	9	10	shey	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H129	G769-T0384	f80r	f80	f80r.41	5	6	shedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H130	G769-T0387	f80r	f80	f80r.51	2	3	s	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Unterposten: folgendes Feld	1	f80r.51@3	INHERITED_GDT778	Unterposten: folgendes Feld	1	1	f80r.51@3	1	1	1	0	0
G779-H131	G769-T0391	f80v	f80	f80v.15	11	12	dal	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H132	G769-T0392	f80v	f80	f80v.20	2	3	cheey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: trockene Form II	1	f80v.20@3	INHERITED_GDT778	Zustand: trockene Form II	1	1	f80v.20@3	1	1	1	0	0
G779-H133	G769-T0394	f80v	f80	f80v.22	3	4	chey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: trockene Form I	1	f80v.22@4	INHERITED_GDT778	Zustand: trockene Form I	1	1	f80v.22@4	1	1	1	0	0
G779-H134	G769-T0395	f80v	f80	f80v.24	7	8	chedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H135	G769-T0396	f80v	f80	f80v.28	7	8	kaiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Wärmezustand: heiß, Stufe III	1	f80v.28@8	INHERITED_GDT778	Wärmezustand: heiß, Stufe III	1	1	f80v.28@8	1	1	1	0	0
G779-H136	G769-T0398	f80v	f80	f80v.31	2	3	oiin	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H137	G769-T0400	f80v	f80	f80v.39	6	7	chckhy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	trockene Mischung, Anfangsstufe	1	1	f80v.39@7	0	0	0	1	0
G779-H138	G769-T0401	f80v	f80	f80v.40	2	3	cheeor	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Portion Trockengut	1	1	f80v.40@3	0	0	0	1	0
G779-H139	G769-T0403	f81r	f81	f81r.3	5	6	chedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: getrocknetes Ergebnis, Form I	1	f81r.3@6	INHERITED_GDT778	Zustand: getrocknetes Ergebnis, Form I	1	1	f81r.3@6	1	1	1	0	0
G779-H140	G769-T0405	f81r	f81	f81r.4	4	5	chcthy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	trockenes Pflanzenmaterial	1	1	f81r.4@5	0	0	0	1	0
G779-H141	G769-T0407	f81r	f81	f81r.5	5	6	olaiin	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H142	G769-T0408	f81r	f81	f81r.5	7	8	or	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H143	G769-T0411	f81r	f81	f81r.12	3	4	sheedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	;	0	NONE	INHERITED_GDT778	;	1	0	NONE	1	1	1	0	0
G779-H144	G769-T0412	f81r	f81	f81r.15	2	3	cheedy	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	Ansatz:	0	NONE	INHERITED_GDT778	Ansatz:	1	0	NONE	1	1	1	0	0
G779-H145	G769-T0413	f81r	f81	f81r.17	6	7	ochedar	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	abgemessener Trockenanteil I	1	1	f81r.17@7	0	0	0	1	0
G779-H146	G769-T0414	f81r	f81	f81r.18	3	4	shedy	0	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_NONEXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H147	G769-T0415	f81r	f81	f81r.22	4	5	daiin	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Wertstufe III	1	1	f81r.22@5	0	0	0	1	0
G779-H148	G769-T0423	f81v	f81	f81v.4	5	6	kaiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Wärmezustand: heiß, Stufe III	1	f81v.4@6	INHERITED_GDT778	Wärmezustand: heiß, Stufe III	1	1	f81v.4@6	1	1	1	0	0
G779-H149	G769-T0424	f81v	f81	f81v.6	3	4	chedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: getrocknetes Ergebnis, Form I	1	f81v.6@4	INHERITED_GDT778	Zustand: getrocknetes Ergebnis, Form I	1	1	f81v.6@4	1	1	1	0	0
G779-H150	G769-T0426	f81v	f81	f81v.12	2	3	chdy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: trockenes Ergebnis, Grundform	1	f81v.12@3	INHERITED_GDT778	Zustand: trockenes Ergebnis, Grundform	1	1	f81v.12@3	1	1	1	0	0
G779-H151	G769-T0429	f81v	f81	f81v.17	3	4	shedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: feuchtes Ergebnis, Form I	1	f81v.17@4	INHERITED_GDT778	Zustand: feuchtes Ergebnis, Form I	1	1	f81v.17@4	1	1	1	0	0
G779-H152	G769-T0430	f81v	f81	f81v.18	3	4	cheky	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	antrocknen, dann erwärmen	1	1	f81v.18@4	0	0	0	1	0
G779-H153	G769-T0431	f81v	f81	f81v.18	5	6	shedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: feuchtes Ergebnis, Form I	1	f81v.18@6	INHERITED_GDT778	Zustand: feuchtes Ergebnis, Form I	1	1	f81v.18@6	1	1	1	0	0
G779-H154	G769-T0432	f81v	f81	f81v.19	2	3	shedy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
