span_id	target_occurrence_id	page	physical_folio	locus	section	language	hand	register_id	ol_ordinal	right_ordinal	line_token_count	right_surface	written_span_eva	written_line_eva	right_reader_exact	old_gdt778_branch	old_gdt778_default_de	old_gdt778_contextual	v99_reading_id	v99_source_gdts	v99_card_decision	v99_evidence_class	v99_unconditional_global_export_allowed	selected_whole_default_de	new_gdt779_default_de	alternate_1_de	alternate_2_de	confidence	card_class	positive_evidence	counterevidence	scope_status	semantic_change_class	fallback_replacement	display_changed	inherited_consumed_token_ids	gdt779_consumed_token_id	same_row_inherited_consumption_takeover	new_unique_consumption	cross_row_consumption_collision	selection_rule	selection_uses_occurrence_id	selection_uses_semantics	exact_complete_whole_only	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G779-S026	G769-T0307	f78r	f78	f78r.28	B	B	2	B|B|2	2	3	9	qokeedy	ol qokeedy	orain ol qokeedy kchol tchal olkee yfchey ofchedy taly	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	qokeedy#1	GDT689	INHERITED_V97	INHERITED_V97	1	erhitzt, Endstufe	erhitzt, Endstufe	Wärmeabschluss	erhitzte Abschlussform	C0	DIRECT_INHERITED_WHOLE_CARD	GDT689 trägt am vollständigen Wort Wärme plus späte/abschließende Stufe.	Nur eine aktive Kartenstelle; Zustand gegen Vorgang und Endstufe gegen Abschluss sind offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f78r.28@3	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S027	G769-T0319	f78v	f78	f78v.5	B	B	2	B|B|2	6	7	11	cheeky	ol cheeky	qor olkeey olkain ol chsey ol cheeky dar okal dal olchedy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	cheeky#GLOBAL	GDT661:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	getrocknet, dann leicht erhitzt	getrocknet, dann leicht erhitzt	Trocken-Endstufe mit Wärmebeginn	erhitzte Trockenform	C2	DIRECT_INHERITED_WHOLE_CARD	23 exakte Ganzwortvorkommen und die starke GDT661-Ganzwortfamilie tragen Trockenende plus Wärmebeginn.	Eine echte zeitliche Folge ist gegenüber einem zusammengesetzten Zustand nicht bewiesen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f78v.5@7	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S028	G769-T0323	f78v	f78	f78v.12	B	B	2	B|B|2	2	3	8	qokaiin	ol qokaiin	sheor ol qokaiin shckhy otaly qolsheey qokal sain	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	qokaiin#1	GDT636_V13	INHERITED_V97	INHERITED_V97	1	Wärmestufe III	Wärmestufe III	erhitzte Form III	Wert-/Gradstufe III	C0	DIRECT_INHERITED_WHOLE_CARD	Sieben exakte Kartenstellen und die ältere vollständige V13-Karte tragen eine HOT/III-Arbeitshypothese.	GDT749 findet die Außenverteilung baseline-nah; HOT darf deshalb nicht global gesprochen werden und III bleibt mehrdeutig.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f78v.12@3	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S029	G769-T0326	f78v	f78	f78v.21	B	B	2	B|B|2	5	6	8	qokar	ol qokar	chedy lshedy olshedy otaiin ol qokar shedy yteedy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	qokar#1	GDT693	INHERITED_V97	INHERITED_V97	1	erhitzter Anteil I	erhitzter Anteil I	heiße Fraktion I	Wärmeauszug I	C1	RETIRED_PATIENT_SANITIZATION	Sechs exakte Kartenstellen und GDT693s vollständiges AR-Turnier tragen HOT plus PART/SHARE plus I.	Der alte konkrete Patient ist unbelegt; Anteil gegen Fraktion oder Auszug bleibt offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f78v.21@6	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S030	G769-T0330	f78v	f78	f78v.25	B	B	2	B|B|2	8	9	9	sham	ol sham	teeol olkeshey qolcheol ol or sheckhedy or ol sham	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	sham#GLOBAL	GDT662:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	Flüssigkeitsmaß	Flüssigkeitsmaß	eine Flüssigkeitsportion	Dosisfeld	C1	DIRECT_INHERITED_WHOLE_CARD	Sechs exakte Ganzwortvorkommen und GDT662s praktische Ganzwortkarte tragen LIQUID plus MEASURE.	Flüssigkeit, historische Einheit und Maß gegen Dosis sind nicht identifiziert.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f78v.25@9	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S031	G769-T0343	f79r	f79	f79r.18	B	B	2	B|B|2	9	10	10	dam	ol dam	solor olshey qokaiin chey qokain otain otain otal ol dam	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	dam#V84_1	GDT661|GDT711	INHERITED_V97	INHERITED_V97	1	Maß I	Maß I	abgemessene Portion	Dosis I	C0	DIRECT_INHERITED_WHOLE_CARD	GDT661/GDT711 verbinden die vollständige Form mit Messkopf und Maßfamilie.	Nur eine aktive Stelle; Einheit, gezählter Gegenstand und Dosisdimension sind unbekannt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f79r.18@10	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S032	G769-T0360	f79v	f79	f79v.25	B	B	2	B|B|2	2	3	9	olshdy	ol olshdy	qokeey ol olshdy qotain oteedy olkain otshey sain ol	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	olshdy#GLOBAL	GDT662:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	angefeuchtetes Material, abgeschlossen	angefeuchtetes Material, abgeschlossen	eingeweichte Zubereitung	Feuchtmaterial, Endstufe	C1	RETIRED_PATIENT_SANITIZATION	Drei exakte Ganzwortvorkommen und GDT662 tragen MOIST plus MATERIAL plus CLOSE ohne den alten Patienten.	Angefeuchtet gegen eingeweicht und Material gegen Zubereitung bleiben offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f79v.25@3	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S033	G769-T0362	f79v	f79	f79v.26	B	B	2	B|B|2	7	8	9	otol	ol otol	ykeedy okaiin dykaiin otedy dkeey tar ol otol oiiiny	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	otol#GLOBAL	GDT648:STRICT_WHOLE_COMPLETION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	kalte Zubereitung	kalte Zubereitung	abgekühltes Material	Kaltansatz	C2	DIRECT_INHERITED_WHOLE_CARD	58 exakte Ganzwortvorkommen auf 48 Seiten und GDT648s strikte Ganzwortkomplettierung tragen COLD plus PREPARATION.	Zubereitung gegen Material und Zustand gegen Abkühlungsvorgang bleiben offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f79v.26@8	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S034	G769-T0366	f79v	f79	f79v.35	B	B	2	B|B|2	5	6	11	otol	ol otol	qor cheey kain chl ol otol dain otain ol oteedy qokan	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	otol#GLOBAL	GDT648:STRICT_WHOLE_COMPLETION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	kalte Zubereitung	kalte Zubereitung	abgekühltes Material	Kaltansatz	C2	DIRECT_INHERITED_WHOLE_CARD	58 exakte Ganzwortvorkommen auf 48 Seiten und GDT648s strikte Ganzwortkomplettierung tragen COLD plus PREPARATION.	Zubereitung gegen Material und Zustand gegen Abkühlungsvorgang bleiben offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f79v.35@6	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S035	G769-T0369	f79v	f79	f79v.37	B	B	2	B|B|2	2	3	9	shal	ol shal	pol ol shal kain okeey lkeey qokal otchsdy okeshdy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	shal#1	GDT656|GDT712	INHERITED_V97	INHERITED_V97	1	Feuchtmaterial I	Feuchtmaterial I	angefeuchtete Grundform	eingeweichter Stoff, Stufe I	C0	DIRECT_INHERITED_WHOLE_CARD	GDT656/GDT712 tragen eine feuchte Startzelle mit I über elf reader-exakte Familienpositionen.	Nur eine aktive Ganzwortkarte; Materialart, eingeweicht gegen feucht und I-Dimension sind offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f79v.37@3	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S036	G769-T0379	f80r	f80	f80r.34	B	B	2	B|B|2	5	6	10	qockhey	ol qockhey	ey rcheky shepchedy qokar ol qockhey olchey qokedy koroiin y	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	qockhey#GLOBAL	GDT666:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	mische	mische	Zubereitung	bewahre auf	C0	GDT755_LATER_COMPLETE_WHOLE_REPLACEMENT	GDT755s spätere vollständige Ganzwortkarte hat 12 exakte Stellen und sieben vollständige Außenfelder; PROCESS plus PREPARATION passt historisch zu misce.	Fünf der sieben Außenfelder sind offen; die Form ist nie zeileninitial und kein Teilstring trägt den Vorgang.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f80r.34@6	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S037	G769-T0400	f80v	f80	f80v.39	B	B	2	B|B|2	6	7	10	chckhy	ol chckhy	sol aiin chey qokain ches ol chckhy qokeedy tchdy aral	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	chckhy#V84_1	GDT651|GDT711	INHERITED_V97	INHERITED_V97	1	trockene Mischung, Anfangsstufe	trockene Mischung, Anfangsstufe	trockene Zubereitung, Anfangsstufe	Trockenkompositum, Grundform	C1	DIRECT_INHERITED_WHOLE_CARD	GDT651/GDT711 trennen den exakten trockenen CKH-Ganzwortkern von der lokalen Realisierung und tragen eine Anfangszelle.	Nur eine aktive Kartenstelle; Mischung gegen Zubereitung und die genaue Stufe bleiben offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f80v.39@7	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S038	G769-T0401	f80v	f80	f80v.40	B	B	2	B|B|2	2	3	10	cheeor	ol cheeor	qokain ol cheeor olar chey tchar ol chedy qotal olchedy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	cheeor#GLOBAL	GDT668:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	Portion Trockengut	Portion Trockengut	vollständig getrocknetes Material	getrocknete Zubereitungsportion	C1	RETIRED_PATIENT_SANITIZATION	GDT668 zählt 13 exakte Ganzwortvorkommen; Trockenabschluss plus Portionsrolle bleibt nach Entfernung des alten Patienten erhalten.	Die konkrete Substanz und Portion gegen Materialträger sind offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f80v.40@3	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S039	G769-T0405	f81r	f81	f81r.4	B	B	2	B|B|2	4	5	7	chcthy	ol chcthy	dchedy qokain ol ol chcthy ykeedy al	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	chcthy#GLOBAL	V13:DRY_CTH_MATERIAL|GDT730	GDT730_PLANT_WHOLE_SINGLE_DEFAULT_DISPATCH	INHERITED_WHOLE_AMBIGUITY_DEFAULT_DISPATCH	0	trockenes Pflanzenmaterial	trockenes Pflanzenmaterial	getrocknetes Blattgut	Trockenmaterial	C1	NEW_EXACT_OL_SCOPE	Die vollständige V99R7-Karte hat 75 exakte Vorkommen auf 53 Seiten und trägt DRY plus PLANT/MATERIAL.	Bisher nur kontextlizenziert; Blatt gegen anderes Pflanzenmaterial bleibt offen und kein Teilstring wird exportiert.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f81r.4@5	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S040	G769-T0413	f81r	f81	f81r.17	B	B	2	B|B|2	6	7	7	ochedar	ol ochedar	y checthy okeedy shey qokedy ol ochedar	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	ochedar#GLOBAL	GDT660:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	abgemessener Trockenanteil I	abgemessener Trockenanteil I	trockene Zubereitung, Mittelstufe	Trockenmaß I	C0	DIRECT_INHERITED_WHOLE_CARD	GDT660 liefert eine exakte vollständige Karte mit Trocken-, Mess- und Anteil-I-Achsen.	Singleton ohne seitenübergreifenden Bedeutungsbeleg; Mittelstufe und Träger sind offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f81r.17@7	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S041	G769-T0415	f81r	f81	f81r.22	B	B	2	B|B|2	4	5	9	daiin	ol daiin	qotal chedy qol ol daiin ol chedar ol oly	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	daiin#V84_CORE	GDT686|GDT691|GDT692|GDT711	INHERITED_V97	INHERITED_V97	0	Wertstufe III	Wertstufe III	Mengenstufe III	Grad III	C2	NEW_EXACT_OL_SCOPE	Die DAIN/DAIIN-Leiter, 721 bare Vorkommen im GDT737-Audit und GDT764s begrenzte X-daiin-Felder tragen VALUE III.	Die skalare Dimension bleibt offen; die neue Lizenz gilt nur für das exakte ol-plus-Ganzwort.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f81r.22@5	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S042	G769-T0430	f81v	f81	f81v.18	B	B	2	B|B|2	3	4	10	cheky	ol cheky	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	cheky#1	GDT664	INHERITED_V97	INHERITED_V97	1	antrocknen, dann erwärmen	antrocknen, dann erwärmen	Trocken-Mittelstufe	Trocken-Endstufe mit Wärmebeginn	C0	DIRECT_INHERITED_WHOLE_CARD	Die aktive Karte ist vorgangslizenziert und GDT664 trägt Trocken- plus Wärmefolge.	Nur eine aktive Stelle; GDT749 gibt BEGIN/END einen stärkeren Rivalen als der alten Mittelstufe.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f81v.18@4	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S043	G769-T0446	f83v	f83	f83v.29	B	B	2	B|B|2	1	2	7	cheal	ol cheal	ol cheal shedy chey tal shedal dalshdy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	cheal#GLOBAL	GDT656:NEW_EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	trockenes Rohmaterial I	trockenes Rohmaterial I	Trockenklasse I	getrocknete Zubereitung I	C2	DIRECT_INHERITED_WHOLE_CARD	GDT656 zählt 26 exakte Ganzwortvorkommen und eine wiederkehrende Trocken-/Material-/I-Positionsschale.	Rohmaterial gegen Zubereitung und die genaue Stufenposition bleiben unbestätigt.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f83v.29@2	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S044	G769-T0468	f86v5	f86	f86v5.32	T	B	2	T|B|2	10	11	12	teody	ol teody	dshey ytchy dy qotal shdy or aiin chody chey ol teody aiin	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	teody#GLOBAL	GDT664:EXACT_WHOLE	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	abkühlen und abschließen	abkühlen und abschließen	kalte Abschlussform	Abkühlungsvorgang	C1	DIRECT_INHERITED_WHOLE_CARD	Sieben exakte Ganzwortvorkommen und GDT664s vollständige Karte tragen COLD plus PROCESS plus CLOSE.	Vorgang gegen Ergebnis und der betroffene Träger sind offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f86v5.32@11	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S045	G769-T0479	f86v6	f86	f86v6.34	T	B	2	T|B|2	11	12	12	kaiiin	ol kaiiin	soraiin ar shey qoteody or aiiin oeey ldaiiin or oro ol kaiiin	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	kaiiin#GLOBAL	V13:QUALITY_DEGREE_SERIES	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	0	Wärmestufe IV	Wärmestufe IV	stark erhitzt	Grad IV	C1	NEW_EXACT_OL_SCOPE	Vier exakte Ganzwortvorkommen in der V13-Qualitäts-/Gradreihe tragen HOT plus IV.	Die Karte war bisher nur kontextlizenziert; Zustand gegen Grad und der Träger bleiben offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f86v6.34@12	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S046	G769-T0481	f86v6	f86	f86v6.35	T	B	2	T|B|2	7	8	11	tey	ol tey	sar aiin otar cheody qotaiin qokaiin ol tey qokaiin okar ol	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	tey#GLOBAL	GDT647:FAMILY_MIGRATION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	Kalt-Mittelstufe	Kalt-Mittelstufe	abgekühlte Form	kalter Zwischenzustand	C2	DIRECT_INHERITED_WHOLE_CARD	Neun exakte Ganzwortvorkommen und GDT647s Qualitäts-/Subgradfamilie tragen COLD plus MIDDLE.	Mittelstufe gegen allgemeinen Zwischenzustand und Zustand gegen Vorgang sind offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f86v6.35@8	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S047	G769-T0499	f93r	f93	f93r.5	H	A	1	H|A|1	1	2	7	chody	ol chody	ol chody cfhol dol qokol otodar chodain	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	chody#1	GDT691|GDT717	INHERITED_V97	INHERITED_V97	1	trocken aufbereitetes Ergebnis	trocken aufbereitetes Ergebnis	leicht getrocknete Zubereitung	getrocknete Abschlussform	C0	DIRECT_INHERITED_WHOLE_CARD	GDT691/GDT717 sichern einen nominalen Ganzwortwert; GDT737 erhält DRY/PREPARATION/CLOSE als Kandidatenfamilie.	Nur eine aktive Karte; GDT738 bleibt unentschieden und die sichtbare Endung ist kein freier Abschlussmarker.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f93r.5@2	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S048	G769-T0503	f94v	f94	f94v.2	H	B	3	H|B|3	1	2	8	teedy	ol teedy	ol teedy oteey qekeey oteey teedal ykeedy qotarain	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	teedy#GLOBAL	GDT647:FAMILY_MIGRATION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	Kalt-Endstufe abgeschlossen	Kalt-Endstufe abgeschlossen	vollständig abgekühlt	kalte Abschlussform	C2	DIRECT_INHERITED_WHOLE_CARD	13 exakte Ganzwortvorkommen und GDT647s Qualitäts-/Subgradfamilie tragen COLD plus END plus CLOSE.	Zustand gegen Abkühlungsvorgang und Endstufe gegen Abschluss sind offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f94v.2@2	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S049	G769-T0505	f94v	f94	f94v.4	H	B	3	H|B|3	6	7	7	okchy	ol okchy	dchdy otar otchy kedy qokchdy ol okchy	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	okchy#GLOBAL	GDT647:FAMILY_MIGRATION	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	1	heiße Trockenform, Anfangsstufe	heiße Trockenform, Anfangsstufe	erhitzter Trockenansatz	heiß-trockener Zustand	C2	DIRECT_INHERITED_WHOLE_CARD	22 exakte Ganzwortvorkommen und GDT647s Qualitäts-/Stufenfamilie tragen HOT plus DRY plus BEGIN.	Wärme-Trocken-Reihenfolge und Form gegen Ansatz sind offen.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f94v.4@7	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
G779-S050	G769-T0524	f99v	f99	f99v.35	P	A	1	P|A|1	1	2	6	okeeey	ol okeeey	ol okeeey oqoeeol cheol chody okoiin	1	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	okeeey#G734	GDT637|GDT678|GDT710|GDT733|GDT734	GDT734_UNIQUE_SPLIT_PROMOTE	UNIQUE_SPLIT_ROLE_CONSTRAINED_WHOLE	1	stark erhitzt, Endstufe	stark erhitzt, Endstufe	vollständig erhitzte Zubereitung	Wärme-Endstufe	C0	COMPOSITION_DERIVED_WHOLE__NO_COMPONENT_EXPORT	20 Cache-Vorkommen und GDT734s eindeutige vollständige Kartenroute tragen starke Wärme plus späte Stufe.	Der Träger und der genaue Stufenname sind offen; kein Teilzeichen erhält Bedeutung.	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	FALLBACK_REPLACEMENT	1	1	NONE	f99v.35@2	0	1	0	GDT778_RENDERER_CONTEXTUAL_0_AND_COMPLETE_RIGHT_SURFACE_V99R7_CARD_MATCH_AND_RIGHT_READER_EXACT_1	0	0	1	0	0	0	0
