right_surface	card_class	selected_default_de	confidence	v99_reading_id	v99_old_working_meaning_de_provenance_only	v99_old_spoken_default_de_provenance_only	v99_source_gdts	v99_positive_evidence_de	v99_counterevidence_de	v99_unconditional_global_export_allowed	v99_candidate_composition	old_literal_patient_detected	patient_sanitization_applied	gdt737_family	gdt737_candidate_de	gdt737_renderer_license	gdt738_discovery_decision	gdt738_w23_decision	gdt738_body_renderer_license	gdt749_outside_role_status	gdt758_later_whole_default_de	qockhey_gdt754_source_composition_quarantined	qockhey_gdt754_current_source_prose_de_provenance_only	qockhey_gdt754_source_composition	qockhey_gdt755_complete_whole_candidate_de	qockhey_gdt755_confidence	qockhey_gdt755_exact_occurrences	qockhey_gdt755_boundary_complete_occurrences	selected_exact_fallback_occurrences	exact_complete_whole_only	old_prose_used_as_active_default	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
qoly	DIRECT_INHERITED_WHOLE_CARD	zugeben und abschließen	C1	qoly#GLOBAL	gib Vorstehendes hinzu und schließe die Zugabe ab	gib Vorstehendes hinzu und schließe die Zugabe ab	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 6 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
shal	DIRECT_INHERITED_WHOLE_CARD	Feuchtmaterial I	C0	shal#1	feuchtes Material I, Anfangsstufe	feuchtes Material I, Anfangsstufe	GDT656|GDT712	GDT712 trennt erneut Wortkern und lokale Realisierung: Elf reader-exakte GDT656-Atlaspositionen tragen die feuchte SH-Startzelle mit AL-I; die aktive Stelle besitzt dieselben Signale. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Nur eine aktive Stelle; Materialart und historischer Wert bleiben offen. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
sham	DIRECT_INHERITED_WHOLE_CARD	Flüssigkeitsmaß	C1	sham#GLOBAL	ein Maß Flüssigkeit	ein Maß Flüssigkeit	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 6 exakte ZL3b-Vorkommen auf 5 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
sheol	DIRECT_INHERITED_WHOLE_CARD	feuchtes Material	C2	sheol#GLOBAL	feuchtes Material	feuchtes Material	V13:TARGET_SURFACE_DEFAULT	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 90 exakte ZL3b-Vorkommen auf 52 Seiten und 87 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	MOIST_MATERIAL	Feuchtmaterial, Form I	0	UNDECIDABLE	UNDECIDABLE	0	NONE	eingeweicht/feucht	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
sho	DIRECT_INHERITED_WHOLE_CARD	feuchter Ansatz	C2	sho#GLOBAL	feuchter Ansatz	feuchter Ansatz	V13:TARGET_SURFACE_DEFAULT	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 106 exakte ZL3b-Vorkommen auf 65 Seiten und 103 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
tedy	DIRECT_INHERITED_WHOLE_CARD	Kalt-Mittelstufe abgeschlossen	C2	tedy#GLOBAL	kalt in der Mitte des Grades, abgeschlossen	kalt in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 31 exakte ZL3b-Vorkommen auf 26 Seiten und 30 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
teedy	DIRECT_INHERITED_WHOLE_CARD	Kalt-Endstufe abgeschlossen	C2	teedy#GLOBAL	kalt am Ende des Grades, abgeschlossen	kalt am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 13 exakte ZL3b-Vorkommen auf 11 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
teey	DIRECT_INHERITED_WHOLE_CARD	Kalt-Endstufe	C2	teey#GLOBAL	kalt am Ende des Grades	kalt am Ende des Grades	GDT647:FAMILY_MIGRATION	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 17 exakte ZL3b-Vorkommen auf 12 Seiten und 17 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
teody	DIRECT_INHERITED_WHOLE_CARD	abkühlen und abschließen	C1	teody#GLOBAL	kühle den Ansatz ab und schließe	kühle den Ansatz ab und schließe	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 6 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
tey	DIRECT_INHERITED_WHOLE_CARD	Kalt-Mittelstufe	C2	tey#GLOBAL	kalt in der Mitte des Grades	kalt in der Mitte des Grades	GDT647:FAMILY_MIGRATION	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 9 exakte ZL3b-Vorkommen auf 8 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	1	NONE	0	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	0	NONE	NONE	NONE	NONE	0	0	1	1	0	0	0	0	0
