statement_order	statement_id	record_unit_id	page	master_card_ids	visible_surface_sequence	portable_card_count	total_card_count	coverage_status	missing_card_forms	missing_teaching_tiers	current_reading_de
69	B3-S007	B3	f83r	MC120 MC074 MC082	qokaiin chedy qokeedy	2	3	PORTABLE_SKELETON_ONLY	qokeedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.
70	B3-S008	B3	f83r	MC155	lchedy	0	1	NO_PORTABLE_CARD	lchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Für die Charge des runden Randgefäßes: Führe ab und schließe.
71	B3-S009	B3	f83r	MC026	qoky	1	1	FULLY_WRITABLE_WITH_17	NONE	NONE	Für die Charge des runden Randgefäßes: Setze den Posten an.
72	B3-S010	B3	f83r	MC126 MC135	pchedal otedy	0	2	NO_PORTABLE_CARD	pchedal|otedy	SPECIALIST_TABLET_CARD|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Für die Charge des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.
73	B3-S011	B3	f83r	MC043 MC026 MC074 MC009	shecthedchy qoky chedy chary	2	4	PORTABLE_SKELETON_ONLY	shecthedchy|chary	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
74	B3-S012	B3	f83r	MC080 MC128	sor shedy	1	2	PORTABLE_SKELETON_ONLY	cheedy	SPECIALIST_TABLET_CARD	Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.
75	B3-S013	B3	f83r	MC120 MC105 MC073 MC083	qokaiin chkain shcthey qokedy	1	4	PORTABLE_SKELETON_ONLY	chkain|qcthey|qokedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.
76	B3-S014	B3	f83r	MC081 MC003	okair sheedy	0	2	NO_PORTABLE_CARD	okair|sheedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SPECIALIST_TABLET_CARD	Für die Charge des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.
77	B3-S015	B3	f83r	MC155	lchedy	0	1	NO_PORTABLE_CARD	lchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Für die Charge des unteren Korb-/Randgefäßes: Führe ab und schließe.
78	B3-S016	B3	f83r	MC030 MC005	lo qokchedy	0	2	NO_PORTABLE_CARD	lo|okchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.
79	B3-S017	B3	f83r	MC082	qokeedy	0	1	NO_PORTABLE_CARD	qokeedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Den örtlichen Übergangsansatz länger ansetzen und schließen.
80	B3-S018	B3	f83r	MC128	shedy	0	1	NO_PORTABLE_CARD	cheedy	SPECIALIST_TABLET_CARD	Den örtlichen Übergangsansatz kurz absetzen lassen und schließen.
81	B3-S019	B3	f83r	MC151	qokshedy	0	1	NO_PORTABLE_CARD	qokshedy	SPECIALIST_TABLET_CARD	Den örtlichen Übergangsansatz ansetzen, absetzen lassen und schließen.
82	B3-S020	B3	f83r	MC154 MC155	dal lchedy	1	2	PORTABLE_SKELETON_ONLY	lchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.
83	B3-S021	B3	f83r	MC120 MC161 MC154 MC123 MC039 MC113 MC137 MC123 MC154 MC161 MC031	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	8	11	PORTABLE_SKELETON_ONLY	shedal|shecthy|dalchdy	SPECIALIST_TABLET_CARD|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.
84	B3-S022	B3	f83r	MC057	qotchedy	0	1	NO_PORTABLE_CARD	otchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Danach den nächsten Übergangsansatz umsetzen und schließen.
85	B3-S023	B3	f83r	MC155	lchedy	0	1	NO_PORTABLE_CARD	lchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Den Übergangsansatz abführen und schließen.
86	B3-S024	B3	f83r	MC025	tchedy	0	1	NO_PORTABLE_CARD	dchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Den Übergangsansatz umsetzen und schließen.
87	B3-S025	B3	f83r	MC088	qokchdy	0	1	NO_PORTABLE_CARD	qokchdy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Den nächsten Übergangsansatz ansetzen, umsetzen und schließen.
88	B3-S026	B3	f83r	MC042 MC144 MC074 MC017 MC161 MC146 MC045	cheedar chldaiin chedy qokain checthy chealror solkeedy	2	7	PORTABLE_SKELETON_ONLY	cheedar|chldaiin|okain|chealror|olkeedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SPECIALIST_TABLET_CARD|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SPECIALIST_TABLET_CARD	Den vorbereiteter Badansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten behandelte Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.
89	B3-S027	B3	f83r	MC173	qoteedy	0	1	NO_PORTABLE_CARD	qoteedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Nimm die lange Folge und schließe.
90	B3-S028	B3	f83r	MC002 MC083	qokeey qokedy	0	2	NO_PORTABLE_CARD	okeey|qokedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger, dann kurz an und schließe.
91	B3-S029	B3	f83r	MC153 MC094 MC083	sol cheeety qokedy	1	3	PORTABLE_SKELETON_ONLY	cheeety|qokedy	SPECIALIST_TABLET_CARD|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
92	B3-S030	B3	f83r	MC026 MC039 MC116 MC057	qoky saiin schedair otchedy	2	4	PORTABLE_SKELETON_ONLY	schedair|otchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.
93	B3-S031	B3	f83r	MC082	qokeedy	0	1	NO_PORTABLE_CARD	qokeedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze länger an und schließe.
94	B3-S032	B3	f83r	MC145 MC074 MC018 MC060 MC135	chedain chedy qotedaiin otaiin otedy	1	5	PORTABLE_SKELETON_ONLY	chedain|qotedaiin|otaiin|otedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
95	B3-S033	B3	f83r	MC004	ldy	0	1	NO_PORTABLE_CARD	ldy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Ziehe ab und schließe.
96	B3-S034	B3	f83r	MC033 MC161 MC086 MC060 MC078 MC128	soiiin checthy chety otaiin olsaly shedy	2	6	PORTABLE_SKELETON_ONLY	oiiin|otaiin|olsaly|cheedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SPECIALIST_TABLET_CARD	Für den Ansatz des sichtbar gekoppelten behandelten behandelte Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
97	B4-S001	B4	f83r	MC082	qokeedy	0	1	NO_PORTABLE_CARD	qokeedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe
98	B4-S002	B4	f83r	MC162 MC002 MC083	qolchey qokeey qokedy	0	3	NO_PORTABLE_CARD	qolchey|okeey|qokedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
99	B4-S003	B4	f83r	MC074 MC093 MC171 MC002 MC026 MC153 MC128	chedy otal otchey qokeey qoky tol shedy	4	7	PORTABLE_SKELETON_ONLY	otal|okeey|cheedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SPECIALIST_TABLET_CARD	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
100	B4-S004	B4	f83r	MC164	qokylddy	0	1	NO_PORTABLE_CARD	qokylddy	SPECIALIST_TABLET_CARD	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe
101	B4-S005	B4	f83r	MC059 MC074 MC082	dain chedy qokeedy	1	3	PORTABLE_SKELETON_ONLY	dain|qokeedy	SPECIALIST_TABLET_CARD|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
102	B4-S006	B4	f83r	MC143	shckhedy	0	1	NO_PORTABLE_CARD	shckhedy	SPECIALIST_TABLET_CARD	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
103	B4-S007	B4	f83r	MC143	shckhedy	0	1	NO_PORTABLE_CARD	shckhedy	SPECIALIST_TABLET_CARD	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
104	B4-S008	B4	f83r	MC039 MC032 MC095 MC083	saiin cheeky sheey qokedy	2	4	PORTABLE_SKELETON_ONLY	sheey|qokedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
105	B4-S009	B4	f83r	MC128	shedy	0	1	NO_PORTABLE_CARD	cheedy	SPECIALIST_TABLET_CARD	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe
106	B4-S010	B4	f83r	MC019	oldy	1	1	FULLY_WRITABLE_WITH_17	NONE	NONE	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe
107	B4-S011	B4	f83r	MC039 MC147 MC150 MC017 MC074 MC153 MC124	saiin cheky okeeol okain chdy sol lkedy	3	7	PORTABLE_SKELETON_ONLY	cheky|okeeol|okain|lkedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
108	B4-S012	B4	f83r	MC155	lchedy	0	1	NO_PORTABLE_CARD	lchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe
109	B4-S013	B4	f83r	MC024 MC128	qokol shedy	0	2	NO_PORTABLE_CARD	qokol|cheedy	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SPECIALIST_TABLET_CARD	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe
110	B4-S014	B4	f83r	MC080 MC123 MC165 MC091	or chey qockhey dairydy	2	4	PORTABLE_SKELETON_ONLY	qockhey|dairydy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.
111	B4-S015	B4	f83r	MC017 MC119 MC105 MC022 MC050 MC155	qokain shey kain chckhal solkey lchedy	1	6	PORTABLE_SKELETON_ONLY	okain|chkain|chckhal|solkey|lchedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SPECIALIST_TABLET_CARD|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.
112	B4-S016	B4	f83r	MC097 MC154 MC089 MC128	qolkain dal skar shedy	1	4	PORTABLE_SKELETON_ONLY	olkain|skar|cheedy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SPECIALIST_TABLET_CARD|SPECIALIST_TABLET_CARD	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.
113	B5-S001	B5	f83r	MC067	otchdy	0	1	NO_PORTABLE_CARD	otchdy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe
114	B5-S002	B5	f83r	MC088	qokchdy	0	1	NO_PORTABLE_CARD	qokchdy	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	An der linken figurenlosen Dienststation: Setze um und schließe
115	B5-S003	B5	f83r	MC113 MC154 MC153 MC092 MC001 MC039 MC153 MC172 MC074	shedal dal cheol lol chdal aiin sol daiiin chedy	5	9	PORTABLE_SKELETON_ONLY	shedal|lol|chdal|daiiin	SPECIALIST_TABLET_CARD|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM|SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.
116	B6-S001	B6	f83r	MC020 MC052 MC046 MC153 MC039 MC153 MC059 MC123 MC101	solkeey qekey raly ol daiin ol dain chey ldalor	4	9	PORTABLE_SKELETON_ONLY	solkeey|qekey|raly|dain|ldalor	SPECIALIST_TABLET_CARD|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS|SPECIALIST_TABLET_CARD|SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.
