event_id	physical_page	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	edition_source
P912-E1151	f82r	f82r.6	CURRENT_BASE	sar	S+AR	AUSWÄHLEN · QUELLE	AUSWÄHLEN · QUELLSTATION	PASS1002
P912-E1152	f82r	f82r.6	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1153	f82r	f82r.6	CURRENT_BASE	qol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E1154	f82r	f82r.6	CURRENT_BASE	shedaiin	SHED+AIIN	ABSETZEN · MASS	ABSETZEN · STATIONSWERT	PASS1002
P912-E1155	f82r	f82r.6	CURRENT_BASE	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · POSTEN	Überlauf	PASS1002
P912-E1156	f82r	f82r.6	CURRENT_BASE	okal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	PASS1002
P912-E1157	f82r	f82r.6	CURRENT_BASE	sheky	SH+E+K+Y	HALTEN · KURZ · GEBEN · POSTEN	HALTEN · KURZ · IN STATION GEBEN · POSTEN	PASS1002
P912-E1158	f82r	f82r.6	CURRENT_BASE	qotaiin	OT+AIIN	DANACH · MASS	DANACH · STATIONSWERT	PASS1002
P912-E1159	f82r	f82r.6	CURRENT_BASE	chedol	CHD+OL	UMSETZEN · FORTSETZEN	UMSETZEN · FORTSETZEN	PASS1002
P912-E1160	f82r	f82r.7	CURRENT_BASE	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	Frischwasser	PASS1002
P912-E1161	f82r	f82r.7	CURRENT_BASE	sotaiin	S+OT+AIIN	AUSWÄHLEN · DANACH · MASS	AUSWÄHLEN · DANACH · STATIONSWERT	PASS1002
P912-E1162	f82r	f82r.7	CURRENT_BASE	qokar	OK+AR	SETZEN · QUELLE	AN STATION SETZEN · QUELLSTATION	PASS1002
P912-E1163	f82r	f82r.7	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1164	f82r	f82r.7	CURRENT_BASE	solshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	FORTSETZEN · HALTEN · KURZ · SCHLUSS	PASS1002
P912-E1165	f82r	f82r.7	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	PASS1002
P912-E1166	f82r	f82r.7	CURRENT_BASE	qoky	OK+Y	SETZEN · POSTEN	AN STATION SETZEN · POSTEN	PASS1002
P912-E1167	f82r	f82r.7	CURRENT_BASE	ls	OL	FORTSETZEN	Düse	PASS1002
P912-E1168	f82r	f82r.7	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	PASS1002
P912-E1169	f82r	f82r.8	CURRENT_BASE	qekeey	CARRIER_Q+E+K+EE+Y	BEGINN · KURZ · GEBEN · LÄNGER · POSTEN	BEGINNEN · KURZ · IN STATION GEBEN · LÄNGER · POSTEN	PASS1002
P912-E1170	f82r	f82r.8	CURRENT_BASE	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	HALTEN · LÄNGER · SCHLUSS	PASS1002
P912-E1171	f82r	f82r.8	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	PASS1002
P912-E1172	f82r	f82r.8	CURRENT_BASE	lcho	L+CH+O	LEITEN · NEHMEN · AUSFÜHREN	LEITEN · AUS STATION NEHMEN · AUSFÜHREN	PASS1002
P912-E1173	f82r	f82r.8	CURRENT_BASE	r	R	MERKEN	MERKEN	PASS1002
P912-E1174	f82r	f82r.8	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	PASS1002
P912-E1175	f82r	f82r.8	CURRENT_BASE	qokey	OK+E+Y	SETZEN · KURZ · POSTEN	AN STATION SETZEN · KURZ · POSTEN	PASS1002
P912-E1176	f82r	f82r.8	CURRENT_BASE	qotal	OT+AL	DANACH · ZIEL	DANACH · ZIELSTATION	PASS1002
P912-E1177	f82r	f82r.8	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1178	f82r	f82r.8	CURRENT_BASE	qoteor	OT+E+OR	DANACH · KURZ · ANSATZ	DANACH · KURZ · ANSATZ	PASS1002
P912-E1179	f82r	f82r.9	CURRENT_BASE	ssholshecthy	S+SH+O+LSH+E+CTH+Y	AUSWÄHLEN · HALTEN · AUSFÜHREN · SPÜLEN · KURZ · BEREIT · POSTEN	AUSWÄHLEN · HALTEN · AUSFÜHREN · SPÜLEN · KURZ · BEREIT · POSTEN	PASS1002
P912-E1180	f82r	f82r.9	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1181	f82r	f82r.9	CURRENT_BASE	chkedy	CHK+E+D_ADDR+Y	BEHANDELN · KURZ · TEIL · POSTEN	BEHANDELN · KURZ · TEIL · POSTEN	PASS1002
P912-E1182	f82r	f82r.9	CURRENT_BASE	rchey	R+CH+E+Y	MERKEN · NEHMEN · KURZ · POSTEN	MERKEN · AUS STATION NEHMEN · KURZ · POSTEN	PASS1002
P912-E1183	f82r	f82r.9	CURRENT_BASE	dairchey	D_ADDR+AIR+CH+E+Y	TEIL · LAUF · NEHMEN · KURZ · POSTEN	TEIL · BECKENLAUF · AUS STATION NEHMEN · KURZ · POSTEN	PASS1002
P912-E1184	f82r	f82r.9	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1185	f82r	f82r.10	CURRENT_BASE	oroldair	OR+OL+D_ADDR+AIR	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Eintragsklasse, gleiche Reihe weiter, Unterplatz, Ringlauf.	PASS1002
P912-E1186	f82r	f82r.11	CURRENT_BASE	kolchdy	K+OL+CHD+Y	GEBEN · FORTSETZEN · UMSETZEN · POSTEN	IN STATION GEBEN · FORTSETZEN · UMSETZEN · POSTEN	PASS1002
P912-E1187	f82r	f82r.11	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	PASS1002
P912-E1188	f82r	f82r.11	CURRENT_BASE	qopol	CARRIER_Q+O+P+OL	BEGINN · AUSFÜHREN · EINSETZEN · FORTSETZEN	BEGINNEN · AUSFÜHREN · EINSETZEN · FORTSETZEN	PASS1002
P912-E1189	f82r	f82r.11	CURRENT_BASE	qotedor	OT+E+D_ADDR+OR	DANACH · KURZ · TEIL · ANSATZ	DANACH · KURZ · TEIL · ANSATZ	PASS1002
P912-E1190	f82r	f82r.11	CURRENT_BASE	chopchedy	CH+O+P+CHD+Y	NEHMEN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	AUS STATION NEHMEN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	PASS1002
P912-E1191	f82r	f82r.11	CURRENT_BASE	qotal	OT+AL	DANACH · ZIEL	DANACH · ZIELSTATION	PASS1002
P912-E1192	f82r	f82r.11	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1193	f82r	f82r.11	CURRENT_BASE	kam	K+AM_ADDR	GEBEN · INNEN	IN STATION GEBEN · INNEN	PASS1002
P912-E1194	f82r	f82r.12	CURRENT_BASE	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	PASS1002
P912-E1195	f82r	f82r.12	CURRENT_BASE	qodched	CARRIER_Q+O+D_ADDR+CHD	BEGINN · AUSFÜHREN · TEIL · UMSETZEN	BEGINNEN · AUSFÜHREN · TEIL · UMSETZEN	PASS1002
P912-E1196	f82r	f82r.12	CURRENT_BASE	olqo	OL+CARRIER_Q+O	FORTSETZEN · BEGINN · AUSFÜHREN	FORTSETZEN · BEGINNEN · AUSFÜHREN	PASS1002
P912-E1197	f82r	f82r.12	CURRENT_BASE	dar	D_ADDR+AR	TEIL · QUELLE	TEIL · QUELLSTATION	PASS1002
P912-E1198	f82r	f82r.12	CURRENT_BASE	checkho	CH+E+CKH+O	NEHMEN · KURZ · DURCHLASS · AUSFÜHREN	AUS STATION NEHMEN · KURZ · DURCHLASS · AUSFÜHREN	PASS1002
P912-E1199	f82r	f82r.12	CURRENT_BASE	lolol	L+OL+OL	LEITEN · FORTSETZEN · FORTSETZEN	LEITEN · FORTSETZEN · FORTSETZEN	PASS1002
P912-E1200	f82r	f82r.12	CURRENT_BASE	okal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	PASS1002
P912-E1201	f82r	f82r.12	CURRENT_BASE	okarchedy	OK+AR+CHD+Y	SETZEN · QUELLE · UMSETZEN · POSTEN	AN STATION SETZEN · QUELLSTATION · UMSETZEN · POSTEN	PASS1002
P912-E1202	f82r	f82r.13	CURRENT_BASE	tcheol	T+CHEO+L	STELLEN · AUSZUG · LEITEN	STELLEN · AUSZUG · LEITEN	PASS1002
P912-E1203	f82r	f82r.13	CURRENT_BASE	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1204	f82r	f82r.13	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1205	f82r	f82r.13	CURRENT_BASE	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	PASS1002
P912-E1206	f82r	f82r.13	CURRENT_BASE	chedar	CHD+AR	UMSETZEN · QUELLE	UMSETZEN · QUELLSTATION	PASS1002
P912-E1207	f82r	f82r.13	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	PASS1002
P912-E1208	f82r	f82r.13	CURRENT_BASE	lchey	L+Y	LEITEN · POSTEN	LEITEN · POSTEN	PASS1002
P912-E1209	f82r	f82r.13	CURRENT_BASE	solarol	S+OL+AR+OL	AUSWÄHLEN · FORTSETZEN · QUELLE · FORTSETZEN	AUSWÄHLEN · FORTSETZEN · QUELLSTATION · FORTSETZEN	PASS1002
P912-E1210	f82r	f82r.14	CURRENT_BASE	r	R	MERKEN	MERKEN	PASS1002
P912-E1211	f82r	f82r.14	CURRENT_BASE	olchy	OL+CH+Y	FORTSETZEN · NEHMEN · POSTEN	FORTSETZEN · AUS STATION NEHMEN · POSTEN	PASS1002
P912-E1212	f82r	f82r.14	CURRENT_BASE	qokal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	PASS1002
P912-E1213	f82r	f82r.14	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E1214	f82r	f82r.14	CURRENT_BASE	qokain	OK+AIN	SETZEN · PORTION	AN STATION SETZEN · PORTION	PASS1002
P912-E1215	f82r	f82r.14	CURRENT_BASE	deeedy	D_ADDR+EEE+D_ADDR+Y	TEIL · VOLL · TEIL · POSTEN	TEIL · VOLL · TEIL · POSTEN	PASS1002
P912-E1216	f82r	f82r.14	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	PASS1002
P912-E1217	f82r	f82r.14	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1218	f82r	f82r.14	CURRENT_BASE	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1219	f82r	f82r.15	CURRENT_BASE	kedy	K+E+DY	GEBEN · KURZ · SCHLUSS	IN STATION GEBEN · KURZ · SCHLUSS	PASS1002
P912-E1220	f82r	f82r.15	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1221	f82r	f82r.15	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	PASS1002
P912-E1222	f82r	f82r.15	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1223	f82r	f82r.15	CURRENT_BASE	lkeedy	L+K+EE+D_ADDR+Y	LEITEN · GEBEN · LÄNGER · TEIL · POSTEN	LEITEN · IN STATION GEBEN · LÄNGER · TEIL · POSTEN	PASS1002
P912-E1224	f82r	f82r.15	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1225	f82r	f82r.15	CURRENT_BASE	dy	Y	POSTEN	POSTEN	PASS1002
P912-E1226	f82r	f82r.15	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	PASS1002
P912-E1227	f82r	f82r.15	CURRENT_BASE	chdy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1228	f82r	f82r.15	CURRENT_BASE	dy	Y	POSTEN	POSTEN	PASS1002
P912-E1229	f82r	f82r.16	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1230	f82r	f82r.16	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1231	f82r	f82r.16	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1232	f82r	f82r.16	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	PASS1002
P912-E1233	f82r	f82r.16	CURRENT_BASE	r	R	MERKEN	MERKEN	PASS1002
P912-E1234	f82r	f82r.16	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	PASS1002
P912-E1235	f82r	f82r.16	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E1236	f82r	f82r.16	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	PASS1002
P912-E1237	f82r	f82r.16	CURRENT_BASE	aiin	AIIN	MASS	STATIONSWERT	PASS1002
P912-E1238	f82r	f82r.16	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E1239	f82r	f82r.16	CURRENT_BASE	ra	R+A_ADDR	MERKEN · ORT	MERKEN · ORT	PASS1002
P912-E1240	f82r	f82r.16	CURRENT_BASE	dam	DA+AM_ADDR	ZWEIT · INNEN	ZWEIT · INNEN	PASS1002
P912-E1241	f82r	f82r.17	CURRENT_BASE	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	Frischwasser	PASS1002
P912-E1242	f82r	f82r.17	CURRENT_BASE	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN	PASS1002
P912-E1243	f82r	f82r.17	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1244	f82r	f82r.17	CURRENT_BASE	qokeeey	OK+EEE+Y	SETZEN · VOLL · POSTEN	AN STATION SETZEN · VOLL · POSTEN	PASS1002
P912-E1245	f82r	f82r.17	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	PASS1002
P912-E1246	f82r	f82r.17	CURRENT_BASE	lteedy	L+T+EE+D_ADDR+Y	LEITEN · STELLEN · LÄNGER · TEIL · POSTEN	LEITEN · STELLEN · LÄNGER · TEIL · POSTEN	PASS1002
P912-E1247	f82r	f82r.17	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1248	f82r	f82r.17	CURRENT_BASE	ralchey	R+AL+CH+E+Y	MERKEN · ZIEL · NEHMEN · KURZ · POSTEN	MERKEN · ZIELSTATION · AUS STATION NEHMEN · KURZ · POSTEN	PASS1002
P912-E1249	f82r	f82r.18	CURRENT_BASE	polched	P+OL+CHD	EINSETZEN · FORTSETZEN · UMSETZEN	EINSETZEN · FORTSETZEN · UMSETZEN	PASS1002
P912-E1250	f82r	f82r.18	CURRENT_BASE	otain	OT+AIN	DANACH · PORTION	DANACH · PORTION	PASS1002
P912-E1251	f82r	f82r.18	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1252	f82r	f82r.18	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1253	f82r	f82r.18	CURRENT_BASE	dal	AL	ZIEL	ZIELSTATION	PASS1002
P912-E1254	f82r	f82r.18	CURRENT_BASE	chedar	CHD+AR	UMSETZEN · QUELLE	UMSETZEN · QUELLSTATION	PASS1002
P912-E1255	f82r	f82r.18	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	PASS1002
P912-E1256	f82r	f82r.18	CURRENT_BASE	ykeey	Y+K+EE+Y	POSTEN · GEBEN · LÄNGER · POSTEN	POSTEN · IN STATION GEBEN · LÄNGER · POSTEN	PASS1002
P912-E1257	f82r	f82r.18	CURRENT_BASE	l	L	LEITEN	LEITEN	PASS1002
P912-E1258	f82r	f82r.18	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	PASS1002
P912-E1259	f82r	f82r.18	CURRENT_BASE	araiin	AR+AIIN	QUELLE · MASS	QUELLSTATION · STATIONSWERT	PASS1002
P912-E1260	f82r	f82r.18	CURRENT_BASE	ory	OR+Y	ANSATZ · POSTEN	ANSATZ · POSTEN	PASS1002
P912-E1261	f82r	f82r.19	CURRENT_BASE	okain	OK+AIN	SETZEN · PORTION	AN STATION SETZEN · PORTION	PASS1002
P912-E1262	f82r	f82r.19	CURRENT_BASE	char	AR	QUELLE	QUELLSTATION	PASS1002
P912-E1263	f82r	f82r.19	CURRENT_BASE	okain	OK+AIN	SETZEN · PORTION	AN STATION SETZEN · PORTION	PASS1002
P912-E1264	f82r	f82r.19	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1265	f82r	f82r.19	CURRENT_BASE	lchy	L+CH+Y	LEITEN · NEHMEN · POSTEN	LEITEN · AUS STATION NEHMEN · POSTEN	PASS1002
P912-E1266	f82r	f82r.20	CURRENT_BASE	posalshy	P+O+S+A_ADDR+LSH+Y	EINSETZEN · AUSFÜHREN · AUSWÄHLEN · ORT · SPÜLEN · POSTEN	EINSETZEN · AUSFÜHREN · AUSWÄHLEN · ORT · SPÜLEN · POSTEN	PASS1002
P912-E1267	f82r	f82r.20	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	PASS1002
P912-E1268	f82r	f82r.20	CURRENT_BASE	cphal	CPH+AL	UMLEITEN · ZIEL	UMLEITEN · ZIELSTATION	PASS1002
P912-E1269	f82r	f82r.20	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1270	f82r	f82r.20	CURRENT_BASE	sheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	HALTEN · KURZ · FORTSETZEN	PASS1002
P912-E1271	f82r	f82r.20	CURRENT_BASE	keeedy	K+EEE+D_ADDR+Y	GEBEN · VOLL · TEIL · POSTEN	IN STATION GEBEN · VOLL · TEIL · POSTEN	PASS1002
P912-E1272	f82r	f82r.20	CURRENT_BASE	lkaiin	L+K+AIIN	LEITEN · GEBEN · MASS	LEITEN · IN STATION GEBEN · STATIONSWERT	PASS1002
P912-E1273	f82r	f82r.20	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1274	f82r	f82r.20	CURRENT_BASE	qoly	OL+Y	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	PASS1002
P912-E1275	f82r	f82r.21	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	PASS1002
P912-E1276	f82r	f82r.21	CURRENT_BASE	cheoky	CHEO+K+Y	AUSZUG · GEBEN · POSTEN	AUSZUG · IN STATION GEBEN · POSTEN	PASS1002
P912-E1277	f82r	f82r.21	CURRENT_BASE	lkedy	L+K+E+DY	LEITEN · GEBEN · KURZ · SCHLUSS	LEITEN · IN STATION GEBEN · KURZ · SCHLUSS	PASS1002
P912-E1278	f82r	f82r.21	CURRENT_BASE	salshey	S+A_ADDR+LSH+E+Y	AUSWÄHLEN · ORT · SPÜLEN · KURZ · POSTEN	AUSWÄHLEN · ORT · SPÜLEN · KURZ · POSTEN	PASS1002
P912-E1279	f82r	f82r.21	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	PASS1002
P912-E1280	f82r	f82r.21	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E1281	f82r	f82r.21	CURRENT_BASE	qol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E1282	f82r	f82r.21	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1283	f82r	f82r.21	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	PASS1002
P912-E1284	f82r	f82r.21	CURRENT_BASE	dal	AL	ZIEL	ZIELSTATION	PASS1002
P912-E1285	f82r	f82r.22	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1286	f82r	f82r.22	CURRENT_BASE	cheor	CHEO+R	AUSZUG · MERKEN	AUSZUG · MERKEN	PASS1002
P912-E1287	f82r	f82r.22	CURRENT_BASE	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	HALTEN · LÄNGER · POSTEN	PASS1002
P912-E1288	f82r	f82r.22	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1289	f82r	f82r.22	CURRENT_BASE	shckhey	SH+CKH+E+Y	HALTEN · DURCHLASS · KURZ · POSTEN	HALTEN · DURCHLASS · KURZ · POSTEN	PASS1002
P912-E1290	f82r	f82r.22	CURRENT_BASE	qol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E1291	f82r	f82r.22	CURRENT_BASE	keeedy	K+EEE+D_ADDR+Y	GEBEN · VOLL · TEIL · POSTEN	IN STATION GEBEN · VOLL · TEIL · POSTEN	PASS1002
P912-E1292	f82r	f82r.22	CURRENT_BASE	qokeeey	OK+EEE+Y	SETZEN · VOLL · POSTEN	AN STATION SETZEN · VOLL · POSTEN	PASS1002
P912-E1293	f82r	f82r.22	CURRENT_BASE	rasy	R+A_ADDR+S+Y	MERKEN · ORT · AUSWÄHLEN · POSTEN	MERKEN · ORT · AUSWÄHLEN · POSTEN	PASS1002
P912-E1294	f82r	f82r.23	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	PASS1002
P912-E1295	f82r	f82r.23	CURRENT_BASE	qcthey	CTH+E+Y	BEREIT · KURZ · POSTEN	BEREIT · KURZ · POSTEN	PASS1002
P912-E1296	f82r	f82r.23	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	PASS1002
P912-E1297	f82r	f82r.23	CURRENT_BASE	lcheey	L+EE+Y	LEITEN · LÄNGER · POSTEN	Nassstelle	PASS1002
P912-E1298	f82r	f82r.23	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	PASS1002
P912-E1299	f82r	f82r.23	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E1300	f82r	f82r.23	CURRENT_BASE	qokeeedy	OK+EEE+DY	SETZEN · VOLL · SCHLUSS	AN STATION SETZEN · VOLL · SCHLUSS	PASS1002
P912-E1301	f82r	f82r.23	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1302	f82r	f82r.23	CURRENT_BASE	lar	L+AR	LEITEN · QUELLE	Bodenablauf	PASS1002
P912-E1303	f82r	f82r.24	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1304	f82r	f82r.24	CURRENT_BASE	lcheedy	L+CH+EE+D_ADDR+Y	LEITEN · NEHMEN · LÄNGER · TEIL · POSTEN	LEITEN · AUS STATION NEHMEN · LÄNGER · TEIL · POSTEN	PASS1002
P912-E1305	f82r	f82r.24	CURRENT_BASE	qokeoy	OK+E+O+Y	SETZEN · KURZ · AUSFÜHREN · POSTEN	AN STATION SETZEN · KURZ · AUSFÜHREN · POSTEN	PASS1002
P912-E1306	f82r	f82r.24	CURRENT_BASE	sal	S+AL	AUSWÄHLEN · ZIEL	AUSWÄHLEN · ZIELSTATION	PASS1002
P912-E1307	f82r	f82r.24	CURRENT_BASE	raiin	R+AIIN	MERKEN · MASS	MERKEN · STATIONSWERT	PASS1002
P912-E1308	f82r	f82r.24	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	PASS1002
P912-E1309	f82r	f82r.24	CURRENT_BASE	lkeey	L+K+EE+Y	LEITEN · GEBEN · LÄNGER · POSTEN	LEITEN · IN STATION GEBEN · LÄNGER · POSTEN	PASS1002
P912-E1310	f82r	f82r.24	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	PASS1002
P912-E1311	f82r	f82r.24	CURRENT_BASE	raiin	R+AIIN	MERKEN · MASS	MERKEN · STATIONSWERT	PASS1002
P912-E1312	f82r	f82r.24	CURRENT_BASE	ydy	Y+DY	POSTEN · SCHLUSS	POSTEN · SCHLUSS	PASS1002
P912-E1313	f82r	f82r.25	CURRENT_BASE	dol	D_ADDR+OL	TEIL · FORTSETZEN	TEIL · FORTSETZEN	PASS1002
P912-E1314	f82r	f82r.25	CURRENT_BASE	qoesedy	CARRIER_Q+O+E+S+E+DY	BEGINN · AUSFÜHREN · KURZ · AUSWÄHLEN · KURZ · SCHLUSS	BEGINNEN · AUSFÜHREN · KURZ · AUSWÄHLEN · KURZ · SCHLUSS	PASS1002
P912-E1315	f82r	f82r.25	CURRENT_BASE	sheeal	SH+EE+AL	HALTEN · LÄNGER · ZIEL	HALTEN · LÄNGER · ZIELSTATION	PASS1002
P912-E1316	f82r	f82r.25	CURRENT_BASE	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	HALTEN · LÄNGER · SCHLUSS	PASS1002
P912-E1317	f82r	f82r.25	CURRENT_BASE	lshed	L+SHED	LEITEN · ABSETZEN	LEITEN · ABSETZEN	PASS1002
