physical_page	locus	kind	owner_id	visible_owner_de	surface_sequence	component_sequence	portable_reading_de	local_workshop_reading_de	groups
f77r	f77r.11	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	OT+EE+DY | OK+AIIN | SHED+DY | OL | SHED+DY | SH+CTH+E+Y | OK+EE+DY | OT+EE+DY | CH+AM_ADDR	DANACH · LÄNGER · SCHLUSS ; SETZEN · MASS ; ABSETZEN · SCHLUSS ; FORTSETZEN ; ABSETZEN · SCHLUSS ; HALTEN · BEREIT · KURZ · POSTEN ; SETZEN · LÄNGER · SCHLUSS ; DANACH · LÄNGER · SCHLUSS ; NEHMEN · INNEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · anwendungsbereit · kurz halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · im inneren Becken	9
f77r	f77r.12	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solteedy qoteedy qodeedy chedaiin chedy shedaiin shealol ched	OL+T+EE+DY | OT+EE+DY | O+D_ADDR+EE+DY | CHD+AIIN | CHD+Y | SHED+AIIN | SH+E+AL+OL | CHD	FORTSETZEN · STELLEN · LÄNGER · SCHLUSS ; DANACH · LÄNGER · SCHLUSS ; AUSFÜHREN · TEIL · LÄNGER · SCHLUSS ; UMSETZEN · MASS ; UMSETZEN · POSTEN ; ABSETZEN · MASS ; HALTEN · KURZ · ZIEL · FORTSETZEN ; UMSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · Stufe oder Stellung setzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationshandlung ausführen · Teilbecken oder Arbeitsanteil · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · zur Ziel-/Aufnahmestelle · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen	8
f77r	f77r.13	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	OK+EE+DY | OL | SH+EE+DY | SH+OL | T+E+DY | CHD+Y | LSH+EE+D_ADDR+Y | OK+E+DY | OL+AL | CHD+Y	SETZEN · LÄNGER · SCHLUSS ; FORTSETZEN ; HALTEN · LÄNGER · SCHLUSS ; HALTEN · FORTSETZEN ; STELLEN · KURZ · SCHLUSS ; UMSETZEN · POSTEN ; SPÜLEN · LÄNGER · TEIL · POSTEN ; SETZEN · KURZ · SCHLUSS ; FORTSETZEN · ZIEL ; UMSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stufe oder Stellung setzen · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Becken oder Körperstelle spülen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · zur Ziel-/Aufnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten	10
f77r	f77r.14	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	S+OK+CH+EE+Y | S+AIN | SH+EE+OL | OT+EE+DY | OK+AIIN | SHED+DY | OK+EE+DY | OT+E+DY	AUSWÄHLEN · SETZEN · NEHMEN · LÄNGER · POSTEN ; AUSWÄHLEN · PORTION ; HALTEN · LÄNGER · FORTSETZEN ; DANACH · LÄNGER · SCHLUSS ; SETZEN · MASS ; ABSETZEN · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · an der Station ansetzen · aus Becken oder Vorrat entnehmen · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	8
f77r	f77r.15	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	OK+EE+DY | SHED+DY | OT+OL | SHED+DY | OK+AIIN | SH+EE+T+Y | OK+EE+D_ADDR | Y | L+CHD+DY | L+OL	SETZEN · LÄNGER · SCHLUSS ; ABSETZEN · SCHLUSS ; DANACH · FORTSETZEN ; ABSETZEN · SCHLUSS ; SETZEN · MASS ; HALTEN · LÄNGER · STELLEN · POSTEN ; SETZEN · LÄNGER · TEIL ; POSTEN ; LEITEN · UMSETZEN · SCHLUSS ; LEITEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stufe oder Stellung setzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Teilbecken oder Arbeitsanteil ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · zur nächsten Station versetzen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren	10
f77r	f77r.16	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	S+SH+E+DY | OT+AIIN | CHD+Y | OK+AIIN | SHED+DY | OL+SH+EE+DY | OK+EE+DY | L+OL	AUSWÄHLEN · HALTEN · KURZ · SCHLUSS ; DANACH · MASS ; UMSETZEN · POSTEN ; SETZEN · MASS ; ABSETZEN · SCHLUSS ; FORTSETZEN · HALTEN · LÄNGER · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; LEITEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · an der Station halten · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · an der Station halten · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren	8
f77r	f77r.17	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol	OT+EE+DY | OT+EE+DY | OK+E+DY | SH+EE+D_ADDR | CARRIER_Q+EE+Y | S+AIIN | SH+EE+T+Y | OK+EE+DY | L+OL	DANACH · LÄNGER · SCHLUSS ; DANACH · LÄNGER · SCHLUSS ; SETZEN · KURZ · SCHLUSS ; HALTEN · LÄNGER · TEIL ; BEGINN · LÄNGER · POSTEN ; AUSWÄHLEN · MASS ; HALTEN · LÄNGER · STELLEN · POSTEN ; SETZEN · LÄNGER · SCHLUSS ; LEITEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Teilbecken oder Arbeitsanteil ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine neue Stationszelle beginnen · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stufe oder Stellung setzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren	9
f77r	f77r.18	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin	AIIN | CH+EE+D_ADDR+Y | L+SH+E+Y | O | L | OR | SH+EE+S_ADDR | SH+E+CKH+E+DY | OL | CH+EE+D_ADDR+Y | OT+AIIN	MASS ; NEHMEN · LÄNGER · TEIL · POSTEN ; LEITEN · HALTEN · KURZ · POSTEN ; AUSFÜHREN ; LEITEN ; ANSATZ ; HALTEN · LÄNGER · SONDERORT ; HALTEN · KURZ · DURCHLASS · KURZ · SCHLUSS ; FORTSETZEN ; NEHMEN · LÄNGER · TEIL · POSTEN ; DANACH · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · an der Station halten · kurz halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationshandlung ausführen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: laufende Anordnung oder Stationsfassung ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · besondere Stationsstelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · durch sichtbaren Anschluss/Durchlass · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß	11
f77r	f77r.19	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	OK+EE+DY | L+Y | L+SH+EE+Y | OK+EE+DY | OK+EE+DY | OK+AR | OK+EE+Y | L+AIIN | Y	SETZEN · LÄNGER · SCHLUSS ; LEITEN · POSTEN ; LEITEN · HALTEN · LÄNGER · POSTEN ; SETZEN · LÄNGER · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; SETZEN · QUELLE ; SETZEN · LÄNGER · POSTEN ; LEITEN · MASS ; POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · an der Station halten · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · von Ausgangs-/Entnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten	9
f77r	f77r.20	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	OT+AIN | SH+E+AL | OK+EE+DY | OT+EE+Y | OK+AIN | SH+EE+Y | OT+E+DY | AL+CHD+DY	DANACH · PORTION ; HALTEN · KURZ · ZIEL ; SETZEN · LÄNGER · SCHLUSS ; DANACH · LÄNGER · POSTEN ; SETZEN · PORTION ; HALTEN · LÄNGER · POSTEN ; DANACH · KURZ · SCHLUSS ; ZIEL · UMSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · zur Ziel-/Aufnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle · zur nächsten Station versetzen · Stationszelle schließen	8
f77r	f77r.21	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	CHD+AIIN | SHED+DY | OK+EE+DY | OK+E+DY | OK+EE+Y | CHD+Y | SH+E+AR | OL+AIIN+Y	UMSETZEN · MASS ; ABSETZEN · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; SETZEN · KURZ · SCHLUSS ; SETZEN · LÄNGER · POSTEN ; UMSETZEN · POSTEN ; HALTEN · KURZ · QUELLE ; FORTSETZEN · MASS · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · von Ausgangs-/Entnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · nach vorgeschriebenem Maß · dieser Stationsposten	8
f77r	f77r.22	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	OT+EE+DY | AL | L+CHD+DY | R | O+IIN | Y | CHD+AIIN | SH+EE+Y | OK+E+DY | OK+Y	DANACH · LÄNGER · SCHLUSS ; ZIEL ; LEITEN · UMSETZEN · SCHLUSS ; MERKEN ; AUSFÜHREN · STUFE ; POSTEN ; UMSETZEN · MASS ; HALTEN · LÄNGER · POSTEN ; SETZEN · KURZ · SCHLUSS ; SETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · zur nächsten Station versetzen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationszustand merken ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationshandlung ausführen · Stationsstufe ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · dieser Stationsposten	10
f77r	f77r.23	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokal	SH+E+OK+Y | OK+AIIN | CHD+Y | L+CHD+DY | OL+SH+E+DY | OK+EE+DY | CHD+Y | OK+AL	HALTEN · KURZ · SETZEN · POSTEN ; SETZEN · MASS ; UMSETZEN · POSTEN ; LEITEN · UMSETZEN · SCHLUSS ; FORTSETZEN · HALTEN · KURZ · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; UMSETZEN · POSTEN ; SETZEN · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · an der Station ansetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · zur nächsten Station versetzen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · an der Station halten · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · zur Ziel-/Aufnahmestelle	8
f77r	f77r.24	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin dol shor cphey lfcheal shear qolchy	AIIN | D_ADDR+OL | SH+OR | CPH+E+DY | AL | SH+E+AR | OL+CH+Y	MASS ; TEIL · FORTSETZEN ; HALTEN · ANSATZ ; UMLEITEN · KURZ · SCHLUSS ; ZIEL ; HALTEN · KURZ · QUELLE ; FORTSETZEN · NEHMEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · laufende Anordnung oder Stationsfassung ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zum anderen Becken umleiten · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · von Ausgangs-/Entnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · aus Becken oder Vorrat entnehmen · dieser Stationsposten	7
f77r	f77r.25	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	otedy qokar shedy qokal shedar dal chedy daror	OT+E+DY | OK+AR | SHED+DY | OK+AL | SH+E+T+AR | AL | CHD+Y | D_ADDR+AR+O+AM_ADDR	DANACH · KURZ · SCHLUSS ; SETZEN · QUELLE ; ABSETZEN · SCHLUSS ; SETZEN · ZIEL ; HALTEN · KURZ · STELLEN · QUELLE ; ZIEL ; UMSETZEN · POSTEN ; TEIL · QUELLE · AUSFÜHREN · INNEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · von Ausgangs-/Entnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · zur Ziel-/Aufnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · Stufe oder Stellung setzen · von Ausgangs-/Entnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil · von Ausgangs-/Entnahmestelle · Stationshandlung ausführen · im inneren Becken	8
