strict_template_id	strict_semantic_frame	record_count	page_count	register_count	recurrence_class	recipe_variant_count	recipe_frames	surface_type_count	surface_recurrence_mode	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	name_slot_count	pages	registers	record_ids	surface_examples	reading_examples_de	claim_status
G480-T049	INSTRUCTION[SETZEN · HIER @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AM_ADDR @NONE]	1	SINGLETON	1	Setze den Eintrag an der bezeichneten Stelle.	YES	0	f72r	CELESTIAL	G475-R054	okam	Setze den Eintrag an der bezeichneten Stelle.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T050	COORDINATE[DANACH · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	2	2	2	CROSS_REGISTER	1	COORDINATE[OT+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	2	MULTIPLE_SURFACES	1	Adressspur: danach → Zielort → Posten. Reihenfolge konkret: OT — danach Zielort.	YES	0	f72r|f89r	CELESTIAL|PHARMA	G475-R055|G475-R133	otalshy || otalsy	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort. || Adressspur: danach → Zielgefäß → Drogenposten. Reihenfolge konkret: OT — danach Zielort.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T051	INSTRUCTION[SETZEN · ZIELORT · SCHLUSS @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AL+DY @NONE]	1	SINGLETON	1	Setze den Eintrag zum Zielort, und schließe den Schritt.	YES	0	f72r	CELESTIAL	G475-R056	okaldy	Setze den Eintrag zur Zielposition, und schließe den Schritt.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T052	CATALOGUE[{N1} · AUSGANG @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AR @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Ausgangszuordnung.	YES	1	f72r	CELESTIAL	G475-R057	chosar	Sternstelle »chos« — Ausgangszuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T053	COORDINATE[DANACH · HIER @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	COORDINATE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	YES	0	f72r	CELESTIAL	G475-R058	otam	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T054	INSTRUCTION[SETZEN · AUSGANG · {N1} · HIER @NONE] || INSTRUCTION[FORTSETZEN · {N2} · ZIELORT · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || COORDINATE[FORTSETZEN · ZIELORT · POSTEN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AR+AM_ADDR @NONE] || INSTRUCTION[OL+AL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || COORDINATE[OL+AL+Y @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	SINGLETON	1	Setze den Namenseintrag »{N1}« vom Ausgang an der bezeichneten Stelle. Im selben Arbeitsgang: Weiter beziehe den Namenseintrag »{N2}« und den Wert zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«. Dazugehörige Adressspur: weiter → Zielort → Posten. Reihenfolge konkret: OL — weiter mit Zielort.	YES	2	f72r	CELESTIAL	G475-R060	okarcham|olkalaiin|olalsy	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle. Im selben Arbeitsgang: Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«. Dazugehörige Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T055	CATALOGUE[EINHEIT · {N1} · HIER @NONE]	1	1	1	SINGLETON	1	CATALOGUE[OR+AM_ADDR @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Einheitsangabe, Hier-Vermerk.	YES	1	f72r	CELESTIAL	G475-R061	oraiinam	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T056	INSTRUCTION[{N1} · AUSGANG · HALTEN · {N2} @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[AR+SH @NONE]	1	SINGLETON	1	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« vom Ausgang.	YES	2	f72r	CELESTIAL	G475-R062	osarsheeeo	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T057	COORDINATE[DANACH · AUSFÜHRUNG @START_FRESH_SIBLING:FORWARD_OPEN / WERT @NONE]	1	1	1	SINGLETON	1	COORDINATE[OT+O @START_FRESH_SIBLING:FORWARD_OPEN / AIIN @NONE]	1	SINGLETON	1	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Wert. Reihenfolge konkret: OT — danach Ausführung.	YES	0	f72r	CELESTIAL	G475-R063	oto|aiin	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert. Reihenfolge konkret: OT — danach Ausführung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T058	INSTRUCTION[{N1} · AUSFÜHRUNG · STUFE @NONE / ZIELORT @NONE / NEHMEN · GRAD I · WÄHLEN @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[O+IIN @NONE / AL @NONE / CH+E+S @NONE]	1	SINGLETON	1	1. Beziehe den Namenseintrag »{N1}«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zum Zielort. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	YES	1	f72r	CELESTIAL	G475-R064	opoiiinoin|al|ches	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T059	CATALOGUE[{N1} · WERT @NONE / ZIELORT · ZIELORT · POSTEN @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AIIN @NONE / AL+AL+Y @NONE]	1	SINGLETON	1	1. Namenseintrag »{N1}« — Wertangabe. 2. Eintrag »{N2}« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES	1	f72r	CELESTIAL	G475-R065	ypaiin|alaly	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T060	COORDINATE[DANACH · GRAD II · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN / WERT @NONE]	1	1	1	SINGLETON	1	COORDINATE[OT+EE+Y @START_FRESH_SIBLING:FORWARD_OPEN / AIIN @NONE]	1	SINGLETON	1	1. Adressspur: danach → Grad II → Posten. 2. Adressspur: Wert. Reihenfolge konkret: OT — danach Grad II.	YES	0	f72r	CELESTIAL	G475-R066	oteey|daiin	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert. Reihenfolge konkret: OT — danach Grad II.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T061	CATALOGUE[{N1} · WERT @NONE]	2	1	1	SAME_PAGE_RECURRENT	1	CATALOGUE[AIIN @NONE]	2	MULTIPLE_SURFACES	1	Namenseintrag »{N1}« — Wertangabe.	YES	1	f72r	CELESTIAL	G475-R067|G475-R072	oeeodaiin || oeeesaiin	Sternstelle »oeeo« — Wertangabe. || Sternstelle »oeees« — Wertangabe.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T062	INSTRUCTION[AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {N1} @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	1	1	SINGLETON	1	INSTRUCTION[O+LOCAL_CHAR_F+SH+OL @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	SINGLETON	1	Weiter halte den Namenseintrag »{N1}«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Namenseintrag »{N1}« weiterführen.	YES	1	f72r	CELESTIAL	G475-R068	ofsholdy	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T063	INSTRUCTION[{N1} · GRAD II · POSTEN @NONE / SETZEN · WERT @NONE] || INSTRUCTION[{N2} · FORTSETZEN · BAHN · FORTSETZEN @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	1	1	SINGLETON	1	INSTRUCTION[EE+Y @NONE / OK+AIIN @NONE] || INSTRUCTION[OL+AIR+OL @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	SINGLETON	1	1. Beziehe den Namenseintrag »{N1}« und den Posten, auf Grad II. 2. Setze den Wert. Im selben Arbeitsgang: Weiter und weiter beziehe den Namenseintrag »{N2}« entlang der Bahn. Reihenfolge konkret: OL — Namenseintrag »{N2}« in Bahn weiterführen; OL — Bahn weiterführen.	YES	2	f72r	CELESTIAL	G475-R069	opoeey|okaiin|ykolairol	1. Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II. 2. Setze den Positionswert. Im selben Arbeitsgang: Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T064	CATALOGUE[EINHEIT · ZIELORT · {N1} · HIER @NONE]	1	1	1	SINGLETON	1	CATALOGUE[OR+AL+AM_ADDR @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	YES	1	f72r	CELESTIAL	G475-R070	oralkam	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T065	CATALOGUE[{N1} · BAHN · ZIELORT @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AIR+AL @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Bahnvermerk, Zielzuordnung.	YES	1	f72r	CELESTIAL	G475-R071	ytairal	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T066	COORDINATE[EINHEIT · POSTEN @NONE]	1	1	1	SINGLETON	1	COORDINATE[OR+Y @NONE]	1	SINGLETON	1	Adressspur: Einheit → Posten.	YES	0	f72r	CELESTIAL	G475-R073	ory	Adressspur: Positionseinheit → Positionsposten.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T067	INSTRUCTION[AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN @NONE / {N1} · POSTEN · SCHLUSS @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[O+CH+E+Y @NONE / Y+DY @NONE]	1	SINGLETON	1	1. Nimm den Posten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Namenseintrag »{N1}« und den Posten auf, und schließe den Schritt.	YES	1	f72r	CELESTIAL	G475-R074	ochey|fydy	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T068	CATALOGUE[AUSFÜHRUNG · HIER @NONE / AUSFÜHRUNG @NONE / {N1} · ZIELORT · POSTEN @NONE]	1	1	1	SINGLETON	1	CATALOGUE[O+LOCAL_CHAR_F @NONE / O @NONE / AL+Y @NONE]	1	SINGLETON	1	1. Eintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »{N2}« — Ausführungsvermerk. 3. Namenseintrag »{N3}« — Zielzuordnung, Postenangabe.	YES	1	f72r	CELESTIAL	G475-R075	of|o|eeesaly	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T069	CATALOGUE[{N1} · AUSGANG · WERT @NONE / BAHN · ZIELORT @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AR+AIIN @NONE / AIR+AL @NONE]	1	SINGLETON	1	1. Namenseintrag »{N1}« — Ausgangszuordnung, Wertangabe. 2. Eintrag »{N2}« — Bahnvermerk, Zielzuordnung.	YES	1	f72r	CELESTIAL	G475-R076	ykaraiin|airal	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T070	CATALOGUE[EINHEIT · AUSGANG · {N1} @NONE] || CATALOGUE[FORTSETZEN · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN / FORTSETZEN · {N2} @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || INSTRUCTION[FORTSETZEN · {N3} · HALTEN · {N4} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	SINGLETON	1	CATALOGUE[OR+AR @NONE] || CATALOGUE[OL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN / OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || INSTRUCTION[OL+SH+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	SINGLETON	1	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung. Fortgesetzter Katalogeintrag: 1. Eintrag »{N2}« — Fortsetzungsvermerk, Wertangabe. 2. Namenseintrag »{N3}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Wert; OL — weiter mit Namenseintrag »{N3}«. Im selben Arbeitsgang: Weiter halte den Namenseintrag »{N4}« und den Namenseintrag »{N5}« zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N4}«.	YES	4	f72r	CELESTIAL	G475-R078	orara|olaiin|olay|olfsheoral	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung. Fortgesetzter Katalogeintrag: 1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Wert; OL — weiter mit Sternstelle »ay«. Im selben Arbeitsgang: Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T071	CATALOGUE[{N1} · AUSGANG · {N2} @NONE]	2	2	2	CROSS_REGISTER	1	CATALOGUE[AR @NONE]	2	MULTIPLE_SURFACES	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung.	YES	2	f72r|f89r	CELESTIAL|PHARMA	G475-R080|G475-R134	yfary || ytarem	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung. || Droge »yt« / Droge »em« — Ausgangszuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T072	CATALOGUE[EINHEIT · {N1} · ZIELORT @NONE]	1	1	1	SINGLETON	1	CATALOGUE[OR+AL @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung.	YES	1	f72r	CELESTIAL	G475-R081	oraiiral	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T073	CATALOGUE[{N1} · AUSGANG @NONE / HALTEN · AUSGANG @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AR @NONE / SH+AR @NONE]	1	SINGLETON	1	1. Namenseintrag »{N1}« — Ausgangszuordnung. 2. Eintrag »{N2}« — Haltevermerk, Ausgangszuordnung.	YES	1	f72r	CELESTIAL	G475-R082	ytoar|shar	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T074	INSTRUCTION[{N1} · NEHMEN · EINSTELLEN · {N1} @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[CH+T @NONE]	1	SINGLETON	1	Nimm den Namenseintrag »{N1}« und den Namenseintrag »{N1}« auf und stelle den Namenseintrag »{N1}« und den Namenseintrag »{N1}« ein.	YES	1	f72r	CELESTIAL	G475-R083	octho	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T075	COORDINATE[AUSGANG · ZIELORT @NONE] || COORDINATE[FORTSETZEN · {N1} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	SINGLETON	1	COORDINATE[AR+AL @NONE] || COORDINATE[OL+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	SINGLETON	1	Adressspur: Ausgang → Zielort. Dazugehörige Adressspur: weiter → Namenseintrag »{N1}« → Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	YES	1	f72r	CELESTIAL	G475-R084	aral|oletal	Adressspur: Ausgangsposition → Zielposition. Dazugehörige Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T076	CATALOGUE[{N1} · AUSGANG · {N2} · AUSGANG @NONE] || CATALOGUE[FORTSETZEN · {N3} @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	SINGLETON	1	CATALOGUE[AR+AR @NONE] || CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	SINGLETON	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung. Fortgesetzter Katalogeintrag: Namenseintrag »{N3}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N3}«.	YES	3	f77r	BIOLOGICAL	G475-R085	darchdar|olkchs	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung. Fortgesetzter Katalogeintrag: Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T077	COORDINATE[DANACH · GRAD I · SCHLUSS @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	COORDINATE[OT+E+DY @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	YES	0	f77r	BIOLOGICAL	G475-R086	otedy	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T078	COORDINATE[DANACH · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	1	1	SINGLETON	1	COORDINATE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	SINGLETON	1	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	YES	0	f77r	BIOLOGICAL	G475-R088	otol	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T079	INSTRUCTION[BEARBEITEN · SCHLUSS @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[CHD+DY @NONE]	1	SINGLETON	1	Bearbeite den Eintrag, und schließe den Schritt.	YES	0	f77r	BIOLOGICAL	G475-R089	dchdy	Bearbeite den Eintrag, und schließe den Schritt.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T080	CATALOGUE[{N1} · ZIELORT @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AL @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Zielzuordnung.	YES	1	f77r	BIOLOGICAL	G475-R090	soral	Badstation »sor« — Zielzuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T081	CATALOGUE[{N1} · DANACH · {N2} @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	1	1	1	SINGLETON	1	CATALOGUE[OT @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	1	SINGLETON	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk. Reihenfolge konkret: OT — nach Namenseintrag »{N1}« folgt Namenseintrag »{N2}«.	YES	2	f77r	BIOLOGICAL	G475-R091	dotedy	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T082	INSTRUCTION[DANACH · BEARBEITEN · SCHLUSS @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	INSTRUCTION[OT+CHD+DY @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	YES	0	f77r	BIOLOGICAL	G475-R092	otchdy	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T083	COORDINATE[DANACH · FORTSETZEN · WERT @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / AUSFÜHRUNG @NONE]	1	1	1	SINGLETON	1	COORDINATE[OT+OL+AIIN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / O @NONE]	1	SINGLETON	1	1. Adressspur: danach → weiter → Wert. 2. Adressspur: Ausführungspunkt. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	YES	0	f77r	BIOLOGICAL	G475-R093	otolaiin|o	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T084	INSTRUCTION[SETZEN · ZIELORT · {N1} @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AL @NONE]	1	SINGLETON	1	Setze den Namenseintrag »{N1}« als Ansatz an zum Zielort.	YES	1	f88v	PHARMA	G475-R094	okalyd	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T085	INSTRUCTION[{N1} · NEHMEN · EINSTELLEN · POSTEN @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[CH+T+Y @NONE]	1	SINGLETON	1	Nimm den Namenseintrag »{N1}« und den Posten und stelle den Namenseintrag »{N1}« und den Posten ein.	YES	1	f88v	PHARMA	G475-R095	cheocthy	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T086	CATALOGUE[{N1} · EINHEIT @NONE]	1	1	1	SINGLETON	1	CATALOGUE[OR @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Einheitsangabe.	YES	1	f88v	PHARMA	G475-R096	cpheor	Droge »cphe« — Einheitsangabe.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T087	CATALOGUE[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN / AUSGANG · {N1} @NONE]	1	1	1	SINGLETON	1	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN / AR @NONE]	1	SINGLETON	1	1. Eintrag »{N1}« — Folgevermerk, Ausgangszuordnung. 2. Namenseintrag »{N2}« — Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	YES	1	f88v	PHARMA	G475-R097	otar|arody	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T088	INSTRUCTION[DANACH · SETZEN · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	1	1	SINGLETON	1	INSTRUCTION[OT+OK+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	1	SINGLETON	1	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	YES	0	f88v	PHARMA	G475-R098	otokol	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T089	CATALOGUE[DANACH · {N1} · HIER @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	CATALOGUE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	1	f88v	PHARMA	G475-R099	otoram	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T090	CATALOGUE[{F1}:NAMENSFAMILIE · {N1} @NONE]	1	1	1	SINGLETON	1	CATALOGUE[NONE @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Namensfamilie »{N2}«.	YES	1	f88v	PHARMA	G475-R101	cheosdy	Droge »cheosdy« — Drogenfamilie »cheo«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
