template_assignment_id	record_id	physical_page	register	page_record_ordinal	record_start_role	bundle_count	event_count	bundle_ids	surface_sequence	active_model_sequence	strict_template_id	strict_template_record_count	strict_recurrence_class	strict_semantic_frame	recipe_frame	role_shape_id	role_shape_record_count	role_recurrence_class	role_shape_frame	literal_name_slot_count	owner_neutral_phrase_de	definitive_record_reading_de	all_sequences_have_default
G480-A043	G475-R043	f72r	CELESTIAL	27	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B043	oteeary	CATALOGUE	G480-T039	1	SINGLETON	CATALOGUE[DANACH · {N1} · AUSGANG · {N2} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S036	1	SINGLETON	CATALOGUE[ORDER · NAME · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	2	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Sternstelle »ee«.	YES
G480-A044	G475-R044	f72r	CELESTIAL	28	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B044	otair|dy	COORDINATE	G480-T040	1	SINGLETON	COORDINATE[DANACH · BAHN @START_FRESH_SIBLING:FORWARD_OPEN / POSTEN @NONE]	COORDINATE[OT+AIR @START_FRESH_SIBLING:FORWARD_OPEN / Y @NONE]	G480-S037	1	SINGLETON	COORDINATE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN / ARG @NONE]	0	1. Adressspur: danach → Bahn. 2. Adressspur: Posten. Reihenfolge konkret: OT — danach Bahn.	1. Adressspur: danach → Ringbahn. 2. Adressspur: Positionsposten. Reihenfolge konkret: OT — danach Bahn.	YES
G480-A045	G475-R045	f72r	CELESTIAL	29	UNMARKED_NEW_LOCUS	1	1	G474-B045	okaircham	INSTRUCTION	G480-T041	1	SINGLETON	INSTRUCTION[SETZEN · BAHN · {N1} · HIER @NONE]	INSTRUCTION[OK+AIR+AM_ADDR @NONE]	G480-S038	1	SINGLETON	INSTRUCTION[ACTION · REL · NAME · MOD @NONE]	1	Setze den Namenseintrag »{N1}« entlang der Bahn an der bezeichneten Stelle.	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	YES
G480-A046	G475-R046	f72r	CELESTIAL	30	UNMARKED_NEW_LOCUS	1	1	G474-B046	okeal	INSTRUCTION	G480-T042	1	SINGLETON	INSTRUCTION[SETZEN · {N1} · ZIELORT @NONE]	INSTRUCTION[OK+AL @NONE]	G480-S039	1	SINGLETON	INSTRUCTION[ACTION · NAME · REL @NONE]	1	Setze den Namenseintrag »{N1}« zum Zielort.	Setze den Sternstelleneintrag »e« zur Zielposition.	YES
G480-A047	G475-R047	f72r	CELESTIAL	31	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B047	otar	COORDINATE	G480-T043	1	SINGLETON	COORDINATE[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S040	2	SAME_PAGE_RECURRENT	COORDINATE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → Ausgang. Reihenfolge konkret: OT — danach Ausgang.	Adressspur: danach → Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	YES
G480-A048	G475-R048	f72r	CELESTIAL	32	UNMARKED_NEW_LOCUS	1	1	G474-B048	okaly	INSTRUCTION	G480-T038	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT · POSTEN @NONE]	INSTRUCTION[OK+AL+Y @NONE]	G480-S008	3	CROSS_PAGE	INSTRUCTION[ACTION · REL · ARG @NONE]	0	Setze den Posten zum Zielort.	Setze den Positionsposten zur Zielposition.	YES
G480-A049	G475-R049	f72r	CELESTIAL	33	UNMARKED_NEW_LOCUS	1	1	G474-B049	orary	CATALOGUE	G480-T044	1	SINGLETON	CATALOGUE[EINHEIT · AUSGANG · {N1} @NONE]	CATALOGUE[OR+AR @NONE]	G480-S041	1	SINGLETON	CATALOGUE[ARG · REL · NAME @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	YES
G480-A050	G475-R050	f72r	CELESTIAL	34	UNMARKED_NEW_LOCUS	1	1	G474-B050	okyd	INSTRUCTION	G480-T045	1	SINGLETON	INSTRUCTION[SETZEN · {N1} @NONE]	INSTRUCTION[OK @NONE]	G480-S042	1	SINGLETON	INSTRUCTION[ACTION · NAME @NONE]	1	Setze den Namenseintrag »{N1}«.	Setze den Sternstelleneintrag »yd«.	YES
G480-A051	G475-R051	f72r	CELESTIAL	35	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B051	otolam	COORDINATE	G480-T046	1	SINGLETON	COORDINATE[DANACH · FORTSETZEN · HIER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	COORDINATE[OT+OL+AM_ADDR @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	G480-S043	1	SINGLETON	COORDINATE[ORDER · ORDER · MOD @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	0	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	Adressspur: danach → weiter → hier. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in bezeichnete Stelle weiterführen.	YES
G480-A052	G475-R052	f72r	CELESTIAL	36	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B052	otal	COORDINATE	G480-T047	1	SINGLETON	COORDINATE[DANACH · ZIELORT @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AL @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S040	2	SAME_PAGE_RECURRENT	COORDINATE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → Zielort. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition. Reihenfolge konkret: OT — danach Zielort.	YES
G480-A053	G475-R053	f72r	CELESTIAL	37	UNMARKED_NEW_LOCUS	1	1	G474-B053	ralal	CATALOGUE	G480-T048	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · ZIELORT · ZIELORT @NONE]	CATALOGUE[AL+AL @NONE]	G480-S044	3	SAME_PAGE_RECURRENT	CATALOGUE[NAME · REL · REL @NONE]	1	Namenseintrag »{N1}« — Zielzuordnung, Zielzuordnung.	Sternstelle »r« — Zielzuordnung, Zielzuordnung.	YES
G480-A054	G475-R054	f72r	CELESTIAL	38	UNMARKED_NEW_LOCUS	1	1	G474-B054	okam	INSTRUCTION	G480-T049	1	SINGLETON	INSTRUCTION[SETZEN · HIER @NONE]	INSTRUCTION[OK+AM_ADDR @NONE]	G480-S045	2	CROSS_REGISTER	INSTRUCTION[ACTION · MOD @NONE]	0	Setze den Eintrag an der bezeichneten Stelle.	Setze den Eintrag an der bezeichneten Stelle.	YES
G480-A055	G475-R055	f72r	CELESTIAL	39	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B055	otalshy	COORDINATE	G480-T050	2	CROSS_REGISTER	COORDINATE[DANACH · ZIELORT · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AL+Y @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S014	3	CROSS_REGISTER	COORDINATE[ORDER · REL · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → Zielort → Posten. Reihenfolge konkret: OT — danach Zielort.	Adressspur: danach → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Zielort.	YES
G480-A056	G475-R056	f72r	CELESTIAL	40	UNMARKED_NEW_LOCUS	1	1	G474-B056	okaldy	INSTRUCTION	G480-T051	1	SINGLETON	INSTRUCTION[SETZEN · ZIELORT · SCHLUSS @NONE]	INSTRUCTION[OK+AL+DY @NONE]	G480-S020	3	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · MOD @NONE]	0	Setze den Eintrag zum Zielort, und schließe den Schritt.	Setze den Eintrag zur Zielposition, und schließe den Schritt.	YES
G480-A057	G475-R057	f72r	CELESTIAL	41	UNMARKED_NEW_LOCUS	1	1	G474-B057	chosar	CATALOGUE	G480-T052	1	SINGLETON	CATALOGUE[{N1} · AUSGANG @NONE]	CATALOGUE[AR @NONE]	G480-S046	2	CROSS_REGISTER	CATALOGUE[NAME · REL @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung.	Sternstelle »chos« — Ausgangszuordnung.	YES
G480-A058	G475-R058	f72r	CELESTIAL	42	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B058	otam	COORDINATE	G480-T053	1	SINGLETON	COORDINATE[DANACH · HIER @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S047	1	SINGLETON	COORDINATE[ORDER · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	YES
G480-A059	G475-R059	f72r	CELESTIAL	43	UNMARKED_NEW_LOCUS	1	1	G474-B059	ainaly	CATALOGUE	G480-T003	2	CROSS_PAGE	CATALOGUE[{N1} · ZIELORT · POSTEN @NONE]	CATALOGUE[AL+Y @NONE]	G480-S003	2	CROSS_PAGE	CATALOGUE[NAME · REL · ARG @NONE]	1	Namenseintrag »{N1}« — Zielzuordnung, Postenangabe.	Sternstelle »ain« — Zielzuordnung, Postenangabe.	YES
G480-A060	G475-R060	f72r	CELESTIAL	44	UNMARKED_NEW_LOCUS	3	3	G474-B060|G474-B061|G474-B062	okarcham|olkalaiin|olalsy	INSTRUCTION|INSTRUCTION|COORDINATE	G480-T054	1	SINGLETON	INSTRUCTION[SETZEN · AUSGANG · {N1} · HIER @NONE] || INSTRUCTION[FORTSETZEN · {N2} · ZIELORT · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || COORDINATE[FORTSETZEN · ZIELORT · POSTEN @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	INSTRUCTION[OK+AR+AM_ADDR @NONE] || INSTRUCTION[OL+AL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || COORDINATE[OL+AL+Y @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G480-S048	1	SINGLETON	INSTRUCTION[ACTION · REL · NAME · MOD @NONE] || INSTRUCTION[ORDER · NAME · REL · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || COORDINATE[ORDER · REL · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	2	Setze den Namenseintrag »{N1}« vom Ausgang an der bezeichneten Stelle. Im selben Arbeitsgang: Weiter beziehe den Namenseintrag »{N2}« und den Wert zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«. Dazugehörige Adressspur: weiter → Zielort → Posten. Reihenfolge konkret: OL — weiter mit Zielort.	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle. Im selben Arbeitsgang: Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«. Dazugehörige Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	YES
G480-A061	G475-R061	f72r	CELESTIAL	45	UNMARKED_NEW_LOCUS	1	1	G474-B063	oraiinam	CATALOGUE	G480-T055	1	SINGLETON	CATALOGUE[EINHEIT · {N1} · HIER @NONE]	CATALOGUE[OR+AM_ADDR @NONE]	G480-S049	1	SINGLETON	CATALOGUE[ARG · NAME · MOD @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Hier-Vermerk.	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	YES
G480-A062	G475-R062	f72r	CELESTIAL	46	UNMARKED_NEW_LOCUS	1	1	G474-B064	osarsheeeo	INSTRUCTION	G480-T056	1	SINGLETON	INSTRUCTION[{N1} · AUSGANG · HALTEN · {N2} @NONE]	INSTRUCTION[AR+SH @NONE]	G480-S021	2	SAME_PAGE_RECURRENT	INSTRUCTION[NAME · REL · ACTION · NAME @NONE]	2	Halte den Namenseintrag »{N1}« und den Namenseintrag »{N2}« vom Ausgang.	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	YES
G480-A063	G475-R063	f72r	CELESTIAL	47	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B065	oto|aiin	COORDINATE	G480-T057	1	SINGLETON	COORDINATE[DANACH · AUSFÜHRUNG @START_FRESH_SIBLING:FORWARD_OPEN / WERT @NONE]	COORDINATE[OT+O @START_FRESH_SIBLING:FORWARD_OPEN / AIIN @NONE]	G480-S050	1	SINGLETON	COORDINATE[ORDER · MOD @START_FRESH_SIBLING:FORWARD_OPEN / ARG @NONE]	0	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Wert. Reihenfolge konkret: OT — danach Ausführung.	1. Adressspur: danach → Ausführungspunkt. 2. Adressspur: Positionswert. Reihenfolge konkret: OT — danach Ausführung.	YES
G480-A064	G475-R064	f72r	CELESTIAL	48	UNMARKED_NEW_LOCUS	1	3	G474-B066	opoiiinoin|al|ches	INSTRUCTION	G480-T058	1	SINGLETON	INSTRUCTION[{N1} · AUSFÜHRUNG · STUFE @NONE / ZIELORT @NONE / NEHMEN · GRAD I · WÄHLEN @NONE]	INSTRUCTION[O+IIN @NONE / AL @NONE / CH+E+S @NONE]	G480-S051	1	SINGLETON	INSTRUCTION[NAME · MOD · MOD @NONE / REL @NONE / ACTION · MOD · ACTION @NONE]	1	1. Beziehe den Namenseintrag »{N1}«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zum Zielort. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	1. Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe. 2. Beziehe den Eintrag zur Zielposition. 3. Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	YES
G480-A065	G475-R065	f72r	CELESTIAL	49	UNMARKED_NEW_LOCUS	1	2	G474-B067	ypaiin|alaly	CATALOGUE	G480-T059	1	SINGLETON	CATALOGUE[{N1} · WERT @NONE / ZIELORT · ZIELORT · POSTEN @NONE]	CATALOGUE[AIIN @NONE / AL+AL+Y @NONE]	G480-S052	1	SINGLETON	CATALOGUE[NAME · ARG @NONE / REL · REL · ARG @NONE]	1	1. Namenseintrag »{N1}« — Wertangabe. 2. Eintrag »{N2}« — Zielzuordnung, Zielzuordnung, Postenangabe.	1. Sternstelle »yp« — Wertangabe. 2. Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	YES
G480-A066	G475-R066	f72r	CELESTIAL	50	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B068	oteey|daiin	COORDINATE	G480-T060	1	SINGLETON	COORDINATE[DANACH · GRAD II · POSTEN @START_FRESH_SIBLING:FORWARD_OPEN / WERT @NONE]	COORDINATE[OT+EE+Y @START_FRESH_SIBLING:FORWARD_OPEN / AIIN @NONE]	G480-S053	1	SINGLETON	COORDINATE[ORDER · MOD · ARG @START_FRESH_SIBLING:FORWARD_OPEN / ARG @NONE]	0	1. Adressspur: danach → Grad II → Posten. 2. Adressspur: Wert. Reihenfolge konkret: OT — danach Grad II.	1. Adressspur: danach → Grad II → Positionsposten. 2. Adressspur: Positionswert. Reihenfolge konkret: OT — danach Grad II.	YES
G480-A067	G475-R067	f72r	CELESTIAL	51	UNMARKED_NEW_LOCUS	1	1	G474-B069	oeeodaiin	CATALOGUE	G480-T061	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · WERT @NONE]	CATALOGUE[AIIN @NONE]	G480-S054	5	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	1	Namenseintrag »{N1}« — Wertangabe.	Sternstelle »oeeo« — Wertangabe.	YES
G480-A068	G475-R068	f72r	CELESTIAL	52	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	1	G474-B070	ofsholdy	INSTRUCTION	G480-T062	1	SINGLETON	INSTRUCTION[AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {N1} @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	INSTRUCTION[O+LOCAL_CHAR_F+SH+OL @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	G480-S055	1	SINGLETON	INSTRUCTION[MOD · MOD · ACTION · ORDER · NAME @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	Weiter halte den Namenseintrag »{N1}«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Namenseintrag »{N1}« weiterführen.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	YES
G480-A069	G475-R069	f72r	CELESTIAL	53	UNMARKED_NEW_LOCUS	2	3	G474-B071|G474-B072	opoeey|okaiin|ykolairol	INSTRUCTION|INSTRUCTION	G480-T063	1	SINGLETON	INSTRUCTION[{N1} · GRAD II · POSTEN @NONE / SETZEN · WERT @NONE] || INSTRUCTION[{N2} · FORTSETZEN · BAHN · FORTSETZEN @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	INSTRUCTION[EE+Y @NONE / OK+AIIN @NONE] || INSTRUCTION[OL+AIR+OL @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	G480-S056	1	SINGLETON	INSTRUCTION[NAME · MOD · ARG @NONE / ACTION · ARG @NONE] || INSTRUCTION[NAME · ORDER · REL · ORDER @KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	2	1. Beziehe den Namenseintrag »{N1}« und den Posten, auf Grad II. 2. Setze den Wert. Im selben Arbeitsgang: Weiter und weiter beziehe den Namenseintrag »{N2}« entlang der Bahn. Reihenfolge konkret: OL — Namenseintrag »{N2}« in Bahn weiterführen; OL — Bahn weiterführen.	1. Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II. 2. Setze den Positionswert. Im selben Arbeitsgang: Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	YES
G480-A070	G475-R070	f72r	CELESTIAL	54	UNMARKED_NEW_LOCUS	1	1	G474-B073	oralkam	CATALOGUE	G480-T064	1	SINGLETON	CATALOGUE[EINHEIT · ZIELORT · {N1} · HIER @NONE]	CATALOGUE[OR+AL+AM_ADDR @NONE]	G480-S057	1	SINGLETON	CATALOGUE[ARG · REL · NAME · MOD @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	YES
G480-A071	G475-R071	f72r	CELESTIAL	55	UNMARKED_NEW_LOCUS	1	1	G474-B074	ytairal	CATALOGUE	G480-T065	1	SINGLETON	CATALOGUE[{N1} · BAHN · ZIELORT @NONE]	CATALOGUE[AIR+AL @NONE]	G480-S044	3	SAME_PAGE_RECURRENT	CATALOGUE[NAME · REL · REL @NONE]	1	Namenseintrag »{N1}« — Bahnvermerk, Zielzuordnung.	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	YES
G480-A072	G475-R072	f72r	CELESTIAL	56	UNMARKED_NEW_LOCUS	1	1	G474-B075	oeeesaiin	CATALOGUE	G480-T061	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · WERT @NONE]	CATALOGUE[AIIN @NONE]	G480-S054	5	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	1	Namenseintrag »{N1}« — Wertangabe.	Sternstelle »oeees« — Wertangabe.	YES
G480-A073	G475-R073	f72r	CELESTIAL	57	UNMARKED_NEW_LOCUS	1	1	G474-B076	ory	COORDINATE	G480-T066	1	SINGLETON	COORDINATE[EINHEIT · POSTEN @NONE]	COORDINATE[OR+Y @NONE]	G480-S058	1	SINGLETON	COORDINATE[ARG · ARG @NONE]	0	Adressspur: Einheit → Posten.	Adressspur: Positionseinheit → Positionsposten.	YES
G480-A074	G475-R074	f72r	CELESTIAL	58	UNMARKED_NEW_LOCUS	1	2	G474-B077	ochey|fydy	INSTRUCTION	G480-T067	1	SINGLETON	INSTRUCTION[AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN @NONE / {N1} · POSTEN · SCHLUSS @NONE]	INSTRUCTION[O+CH+E+Y @NONE / Y+DY @NONE]	G480-S059	1	SINGLETON	INSTRUCTION[MOD · ACTION · MOD · ARG @NONE / NAME · ARG · MOD @NONE]	1	1. Nimm den Posten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Namenseintrag »{N1}« und den Posten auf, und schließe den Schritt.	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	YES
G480-A075	G475-R075	f72r	CELESTIAL	59	UNMARKED_NEW_LOCUS	1	3	G474-B078	of|o|eeesaly	CATALOGUE	G480-T068	1	SINGLETON	CATALOGUE[AUSFÜHRUNG · HIER @NONE / AUSFÜHRUNG @NONE / {N1} · ZIELORT · POSTEN @NONE]	CATALOGUE[O+LOCAL_CHAR_F @NONE / O @NONE / AL+Y @NONE]	G480-S060	1	SINGLETON	CATALOGUE[MOD · MOD @NONE / MOD @NONE / NAME · REL · ARG @NONE]	1	1. Eintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »{N2}« — Ausführungsvermerk. 3. Namenseintrag »{N3}« — Zielzuordnung, Postenangabe.	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	YES
G480-A076	G475-R076	f72r	CELESTIAL	60	UNMARKED_NEW_LOCUS	1	2	G474-B079	ykaraiin|airal	CATALOGUE	G480-T069	1	SINGLETON	CATALOGUE[{N1} · AUSGANG · WERT @NONE / BAHN · ZIELORT @NONE]	CATALOGUE[AR+AIIN @NONE / AIR+AL @NONE]	G480-S061	1	SINGLETON	CATALOGUE[NAME · REL · ARG @NONE / REL · REL @NONE]	1	1. Namenseintrag »{N1}« — Ausgangszuordnung, Wertangabe. 2. Eintrag »{N2}« — Bahnvermerk, Zielzuordnung.	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	YES
G480-A077	G475-R077	f72r	CELESTIAL	61	UNMARKED_NEW_LOCUS	1	1	G474-B080	okalar	INSTRUCTION	G480-T036	2	SAME_PAGE_RECURRENT	INSTRUCTION[SETZEN · ZIELORT · AUSGANG @NONE]	INSTRUCTION[OK+AL+AR @NONE]	G480-S034	2	SAME_PAGE_RECURRENT	INSTRUCTION[ACTION · REL · REL @NONE]	0	Setze den Eintrag zum Zielort und vom Ausgang.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	YES
G480-A078	G475-R078	f72r	CELESTIAL	62	UNMARKED_NEW_LOCUS	3	4	G474-B081|G474-B082|G474-B083	orara|olaiin|olay|olfsheoral	CATALOGUE|CATALOGUE|INSTRUCTION	G480-T070	1	SINGLETON	CATALOGUE[EINHEIT · AUSGANG · {N1} @NONE] || CATALOGUE[FORTSETZEN · WERT @KEEP_ACTIVE_UNIT:FORWARD_OPEN / FORTSETZEN · {N2} @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || INSTRUCTION[FORTSETZEN · {N3} · HALTEN · {N4} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	CATALOGUE[OR+AR @NONE] || CATALOGUE[OL+AIIN @KEEP_ACTIVE_UNIT:FORWARD_OPEN / OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || INSTRUCTION[OL+SH+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G480-S062	1	SINGLETON	CATALOGUE[ARG · REL · NAME @NONE] || CATALOGUE[ORDER · ARG @KEEP_ACTIVE_UNIT:FORWARD_OPEN / ORDER · NAME @KEEP_ACTIVE_UNIT:FORWARD_OPEN] || INSTRUCTION[ORDER · NAME · ACTION · NAME · REL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	4	Namenseintrag »{N1}« — Einheitsangabe, Ausgangszuordnung. Fortgesetzter Katalogeintrag: 1. Eintrag »{N2}« — Fortsetzungsvermerk, Wertangabe. 2. Namenseintrag »{N3}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Wert; OL — weiter mit Namenseintrag »{N3}«. Im selben Arbeitsgang: Weiter halte den Namenseintrag »{N4}« und den Namenseintrag »{N5}« zum Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N4}«.	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung. Fortgesetzter Katalogeintrag: 1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Wert; OL — weiter mit Sternstelle »ay«. Im selben Arbeitsgang: Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	YES
G480-A079	G475-R079	f72r	CELESTIAL	63	UNMARKED_NEW_LOCUS	1	1	G474-B084	opalal	CATALOGUE	G480-T048	2	SAME_PAGE_RECURRENT	CATALOGUE[{N1} · ZIELORT · ZIELORT @NONE]	CATALOGUE[AL+AL @NONE]	G480-S044	3	SAME_PAGE_RECURRENT	CATALOGUE[NAME · REL · REL @NONE]	1	Namenseintrag »{N1}« — Zielzuordnung, Zielzuordnung.	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	YES
G480-A080	G475-R080	f72r	CELESTIAL	64	UNMARKED_NEW_LOCUS	1	1	G474-B085	yfary	CATALOGUE	G480-T071	2	CROSS_REGISTER	CATALOGUE[{N1} · AUSGANG · {N2} @NONE]	CATALOGUE[AR @NONE]	G480-S063	2	CROSS_REGISTER	CATALOGUE[NAME · REL · NAME @NONE]	2	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung.	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	YES
G480-A081	G475-R081	f72r	CELESTIAL	65	UNMARKED_NEW_LOCUS	1	1	G474-B086	oraiiral	CATALOGUE	G480-T072	1	SINGLETON	CATALOGUE[EINHEIT · {N1} · ZIELORT @NONE]	CATALOGUE[OR+AL @NONE]	G480-S064	1	SINGLETON	CATALOGUE[ARG · NAME · REL @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe, Zielzuordnung.	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	YES
