edition	page	physical_leaf	window_start	model	status	paragraph_ids	observed_suffixes	unknown_suffixes	pair_conflicts	R5_noninjective	independent_confirmation_leaves
ZL3b	f107r	107	f107r|f107r.1-f107r.3	R1	CONTRADICTED	f107r|f107r.1-f107r.3;f107r|f107r.4-f107r.7;f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26	raiin;otcheey;aiinal;chey;kcheedy;chodaiin;cheody	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107r	107	f107r|f107r.1-f107r.3	R5	CONTRADICTED	f107r|f107r.1-f107r.3;f107r|f107r.4-f107r.7;f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26	ycheedy qotain ykain okeey raiin;cheotchey okaiin chckhy okeedy otcheey;y chol chol loraiir aiinal;otaiinam sair chey losaiin chey;okeeey cheodaiin aldy tcheol kcheedy;okair lldy chodaiin shar chodaiin;olcheol kaiin otair okal cheody	1	[[1,2],[1,4],[1,5],[1,6],[1,7],[2,4],[2,5],[2,6],[2,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	4,6	0
ZL3b	f107r	107	f107r|f107r.4-f107r.7	R1	CONTRADICTED	f107r|f107r.4-f107r.7;f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29	otcheey;aiinal;chey;kcheedy;chodaiin;cheody;shol	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107r	107	f107r|f107r.4-f107r.7	R5	CONTRADICTED	f107r|f107r.4-f107r.7;f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29	cheotchey okaiin chckhy okeedy otcheey;y chol chol loraiir aiinal;otaiinam sair chey losaiin chey;okeeey cheodaiin aldy tcheol kcheedy;okair lldy chodaiin shar chodaiin;olcheol kaiin otair okal cheody;ykaiin ykalkal olkeeolkeeo ar shol	1	[[1,3],[1,4],[1,5],[1,6],[1,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	3,5	0
ZL3b	f107r	107	f107r|f107r.8-f107r.12	R1	CONTRADICTED	f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33	aiinal;chey;kcheedy;chodaiin;cheody;shol;okal	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107r	107	f107r|f107r.8-f107r.12	R5	CONTRADICTED	f107r|f107r.8-f107r.12;f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33	y chol chol loraiir aiinal;otaiinam sair chey losaiin chey;okeeey cheodaiin aldy tcheol kcheedy;okair lldy chodaiin shar chodaiin;olcheol kaiin otair okal cheody;ykaiin ykalkal olkeeolkeeo ar shol;kaiiin chky lcheel lkar okal	1	[[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	2,4	0
ZL3b	f107r	107	f107r|f107r.13-f107r.17	R1	CONTRADICTED	f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37	chey;kcheedy;chodaiin;cheody;shol;okal;olkain	1	[[1,2],[1,3],[1,4],[1,5],[1,6],[2,3],[2,4],[2,5],[2,6],[3,4],[3,5],[3,6],[4,5],[4,6],[5,6]]		0
ZL3b	f107r	107	f107r|f107r.13-f107r.17	R5	CONTRADICTED	f107r|f107r.13-f107r.17;f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37	otaiinam sair chey losaiin chey;okeeey cheodaiin aldy tcheol kcheedy;okair lldy chodaiin shar chodaiin;olcheol kaiin otair okal cheody;ykaiin ykalkal olkeeolkeeo ar shol;kaiiin chky lcheel lkar okal;ychklkaiin chckhy cho l olkain	1	[[1,2],[1,3],[1,4],[1,5],[1,6],[2,3],[2,4],[2,5],[2,6],[3,4],[3,5],[3,6],[4,5],[4,6],[5,6]]	1,3	0
ZL3b	f107r	107	f107r|f107r.18-f107r.20	R1	CONTRADICTED	f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41	kcheedy;chodaiin;cheody;shol;okal;olkain;otam	1	[[1,2],[1,3],[1,4],[1,5],[1,7],[2,3],[2,4],[2,5],[2,7],[3,4],[3,5],[3,7],[4,5],[4,7],[5,7]]		0
ZL3b	f107r	107	f107r|f107r.18-f107r.20	R5	CONTRADICTED	f107r|f107r.18-f107r.20;f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41	okeeey cheodaiin aldy tcheol kcheedy;okair lldy chodaiin shar chodaiin;olcheol kaiin otair okal cheody;ykaiin ykalkal olkeeolkeeo ar shol;kaiiin chky lcheel lkar okal;ychklkaiin chckhy cho l olkain;ar ockhey qokal otal otam	1	[[1,2],[1,3],[1,4],[1,5],[1,7],[2,3],[2,4],[2,5],[2,7],[3,4],[3,5],[3,7],[4,5],[4,7],[5,7]]	2	0
ZL3b	f107r	107	f107r|f107r.21-f107r.23	R1	CONTRADICTED	f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44	chodaiin;cheody;shol;okal;olkain;otam;qokaiin	1	[[1,2],[1,3],[1,4],[1,6],[1,7],[2,3],[2,4],[2,6],[2,7],[3,4],[3,6],[3,7],[4,6],[4,7],[6,7]]		0
ZL3b	f107r	107	f107r|f107r.21-f107r.23	R5	CONTRADICTED	f107r|f107r.21-f107r.23;f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44	okair lldy chodaiin shar chodaiin;olcheol kaiin otair okal cheody;ykaiin ykalkal olkeeolkeeo ar shol;kaiiin chky lcheel lkar okal;ychklkaiin chckhy cho l olkain;ar ockhey qokal otal otam;aram ycheodain okeey qokeeody qokaiin	1	[[1,2],[1,3],[1,4],[1,6],[1,7],[2,3],[2,4],[2,6],[2,7],[3,4],[3,6],[3,7],[4,6],[4,7],[6,7]]	1	0
ZL3b	f107r	107	f107r|f107r.24-f107r.26	R1	CONTRADICTED	f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44;f107r|f107r.45-f107r.47	cheody;shol;okal;olkain;otam;qokaiin;[o:a]iinal	2	[[1,2],[1,3],[1,5],[1,6],[2,3],[2,5],[2,6],[3,5],[3,6],[5,6]]		0
ZL3b	f107r	107	f107r|f107r.24-f107r.26	R5	CONTRADICTED	f107r|f107r.24-f107r.26;f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44;f107r|f107r.45-f107r.47	olcheol kaiin otair okal cheody;ykaiin ykalkal olkeeolkeeo ar shol;kaiiin chky lcheel lkar okal;ychklkaiin chckhy cho l olkain;ar ockhey qokal otal otam;aram ycheodain okeey qokeeody qokaiin;okain cheey lol loeey [o:a]iinal	2	[[1,2],[1,3],[1,5],[1,6],[2,3],[2,5],[2,6],[3,5],[3,6],[5,6]]		0
ZL3b	f107r	107	f107r|f107r.27-f107r.29	R1	CONTRADICTED	f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44;f107r|f107r.45-f107r.47;f107r|f107r.48-f107r.51	shol;okal;olkain;otam;qokaiin;[o:a]iinal;otaily	2	[[1,2],[1,4],[1,5],[1,7],[2,4],[2,5],[2,7],[4,5],[4,7],[5,7]]		0
ZL3b	f107r	107	f107r|f107r.27-f107r.29	R5	CONTRADICTED	f107r|f107r.27-f107r.29;f107r|f107r.30-f107r.33;f107r|f107r.34-f107r.37;f107r|f107r.38-f107r.41;f107r|f107r.42-f107r.44;f107r|f107r.45-f107r.47;f107r|f107r.48-f107r.51	ykaiin ykalkal olkeeolkeeo ar shol;kaiiin chky lcheel lkar okal;ychklkaiin chckhy cho l olkain;ar ockhey qokal otal otam;aram ycheodain okeey qokeeody qokaiin;okain cheey lol loeey [o:a]iinal;otal ol otchy qoky otaily	3	[[1,2],[1,4],[1,5],[2,4],[2,5],[4,5]]		0
ZL3b	f107v	107	f107v|f107v.1-f107v.4	R1	CONTRADICTED	f107v|f107v.1-f107v.4;f107v|f107v.5-f107v.7;f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24	alkaiin;qokain;shedy;tarairy;okaiin;chdar;lkaiin	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.1-f107v.4	R5	CONTRADICTED	f107v|f107v.1-f107v.4;f107v|f107v.5-f107v.7;f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24	okechy qokain shocthy otaiin alkaiin;qokaldy taiin cheockhy chain qokain;qokair qokaiin chokedy tain shedy;okain chkal otain chcthy tarairy;olaiin chor okaiin chkain okaiin;alol olaiin olkal chol chdar;dain olaiin chol olkain lkaiin	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	5	0
ZL3b	f107v	107	f107v|f107v.5-f107v.7	R1	CONTRADICTED	f107v|f107v.5-f107v.7;f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28	qokain;shedy;tarairy;okaiin;chdar;lkaiin;raraiin	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.5-f107v.7	R5	CONTRADICTED	f107v|f107v.5-f107v.7;f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28	qokaldy taiin cheockhy chain qokain;qokair qokaiin chokedy tain shedy;okain chkal otain chcthy tarairy;olaiin chor okaiin chkain okaiin;alol olaiin olkal chol chdar;dain olaiin chol olkain lkaiin;y cheor cheol lcheedy raraiin	1	[[1,2],[1,3],[1,4],[1,5],[1,6],[2,3],[2,4],[2,5],[2,6],[3,4],[3,5],[3,6],[4,5],[4,6],[5,6]]	4	0
ZL3b	f107v	107	f107v|f107v.8-f107v.10	R1	CONTRADICTED	f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31	shedy;tarairy;okaiin;chdar;lkaiin;raraiin;rary	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.8-f107v.10	R5	CONTRADICTED	f107v|f107v.8-f107v.10;f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31	qokair qokaiin chokedy tain shedy;okain chkal otain chcthy tarairy;olaiin chor okaiin chkain okaiin;alol olaiin olkal chol chdar;dain olaiin chol olkain lkaiin;y cheor cheol lcheedy raraiin;chedy qe okeody qokeedy rary	1	[[1,2],[1,3],[1,4],[1,5],[1,7],[2,3],[2,4],[2,5],[2,7],[3,4],[3,5],[3,7],[4,5],[4,7],[5,7]]	3	0
ZL3b	f107v	107	f107v|f107v.11-f107v.15	R1	CONTRADICTED	f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34	tarairy;okaiin;chdar;lkaiin;raraiin;rary;sheey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.11-f107v.15	R5	CONTRADICTED	f107v|f107v.11-f107v.15;f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34	okain chkal otain chcthy tarairy;olaiin chor okaiin chkain okaiin;alol olaiin olkal chol chdar;dain olaiin chol olkain lkaiin;y cheor cheol lcheedy raraiin;chedy qe okeody qokeedy rary;chey lkchy lchedy raiin sheey	1	[[1,2],[1,3],[1,4],[1,6],[1,7],[2,3],[2,4],[2,6],[2,7],[3,4],[3,6],[3,7],[4,6],[4,7],[6,7]]	2	0
ZL3b	f107v	107	f107v|f107v.16-f107v.19	R1	CONTRADICTED	f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36	okaiin;chdar;lkaiin;raraiin;rary;sheey;odain	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.16-f107v.19	R5	CONTRADICTED	f107v|f107v.16-f107v.19;f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36	olaiin chor okaiin chkain okaiin;alol olaiin olkal chol chdar;dain olaiin chol olkain lkaiin;y cheor cheol lcheedy raraiin;chedy qe okeody qokeedy rary;chey lkchy lchedy raiin sheey;olkeedy okar ar olkain odain	1	[[1,2],[1,3],[1,5],[1,6],[1,7],[2,3],[2,5],[2,6],[2,7],[3,5],[3,6],[3,7],[5,6],[5,7],[6,7]]	1	0
ZL3b	f107v	107	f107v|f107v.20-f107v.22	R1	CONTRADICTED	f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40	chdar;lkaiin;raraiin;rary;sheey;odain;aiily	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.20-f107v.22	R5	CONTRADICTED	f107v|f107v.20-f107v.22;f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40	alol olaiin olkal chol chdar;dain olaiin chol olkain lkaiin;y cheor cheol lcheedy raraiin;chedy qe okeody qokeedy rary;chey lkchy lchedy raiin sheey;olkeedy okar ar olkain odain;qokey qokaiii lor aiin aiily	1	[[1,2],[1,4],[1,5],[1,6],[1,7],[2,4],[2,5],[2,6],[2,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.23-f107v.24	R1	CONTRADICTED	f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42	lkaiin;raraiin;rary;sheey;odain;aiily;qokain	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.23-f107v.24	R5	CONTRADICTED	f107v|f107v.23-f107v.24;f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42	dain olaiin chol olkain lkaiin;y cheor cheol lcheedy raraiin;chedy qe okeody qokeedy rary;chey lkchy lchedy raiin sheey;olkeedy okar ar olkain odain;qokey qokaiii lor aiin aiily;lkain or ain oloeeey qokain	2	[[1,3],[1,4],[1,5],[1,6],[3,4],[3,5],[3,6],[4,5],[4,6],[5,6]]		0
ZL3b	f107v	107	f107v|f107v.25-f107v.28	R1	CONTRADICTED	f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44	raraiin;rary;sheey;odain;aiily;qokain;qokeey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.25-f107v.28	R5	CONTRADICTED	f107v|f107v.25-f107v.28;f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44	y cheor cheol lcheedy raraiin;chedy qe okeody qokeedy rary;chey lkchy lchedy raiin sheey;olkeedy okar ar olkain odain;qokey qokaiii lor aiin aiily;lkain or ain oloeeey qokain;l air arody qokeey qokeey	3	[[2,3],[2,4],[2,5],[3,4],[3,5],[4,5]]		0
ZL3b	f107v	107	f107v|f107v.29-f107v.31	R1	CONTRADICTED	f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44;f107v|f107v.45-f107v.49	rary;sheey;odain;aiily;qokain;qokeey;qoy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f107v	107	f107v|f107v.29-f107v.31	R5	CONTRADICTED	f107v|f107v.29-f107v.31;f107v|f107v.32-f107v.34;f107v|f107v.35-f107v.36;f107v|f107v.37-f107v.40;f107v|f107v.41-f107v.42;f107v|f107v.43-f107v.44;f107v|f107v.45-f107v.49	chedy qe okeody qokeedy rary;chey lkchy lchedy raiin sheey;olkeedy okar ar olkain odain;qokey qokaiii lor aiin aiily;lkain or ain oloeeey qokain;l air arody qokeey qokeey;qokeey y cheey dy qoy	3	[[1,2],[1,3],[1,4],[2,3],[2,4],[3,4]]		0
ZL3b	f108r	108	f108r|f108r.1-f108r.4	R1	CONTRADICTED	f108r|f108r.1-f108r.4;f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28	sheeky;chsy;odaiin;daiin;okedy;charain;okaiin	2	[[1,2],[1,5],[1,6],[1,7],[2,5],[2,6],[2,7],[5,6],[5,7],[6,7]]		0
ZL3b	f108r	108	f108r|f108r.1-f108r.4	R5	CONTRADICTED	f108r|f108r.1-f108r.4;f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28	shky chdy oteeody chedor sheeky;chdy okar char chkaiin chsy;ykeey raiin ar ail odaiin;olkaiin chckhy daiin dal daiin;chey qokeedy cholcheey dalkar okedy;okeeam ykeol chey okain charain;sain arolkeey qoal olkedy okaiin	2	[[1,2],[1,5],[1,6],[1,7],[2,5],[2,6],[2,7],[5,6],[5,7],[6,7]]		0
ZL3b	f108r	108	f108r|f108r.5-f108r.7	R1	CONTRADICTED	f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30	chsy;odaiin;daiin;okedy;charain;okaiin;alkan	2	[[1,4],[1,5],[1,6],[1,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f108r	108	f108r|f108r.5-f108r.7	R5	CONTRADICTED	f108r|f108r.5-f108r.7;f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30	chdy okar char chkaiin chsy;ykeey raiin ar ail odaiin;olkaiin chckhy daiin dal daiin;chey qokeedy cholcheey dalkar okedy;okeeam ykeol chey okain charain;sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan	2	[[1,4],[1,5],[1,6],[1,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f108r	108	f108r|f108r.8-f108r.13	R1	CONTRADICTED	f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34	odaiin;daiin;okedy;charain;okaiin;alkan;okain	2	[[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f108r	108	f108r|f108r.8-f108r.13	R5	CONTRADICTED	f108r|f108r.8-f108r.13;f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34	ykeey raiin ar ail odaiin;olkaiin chckhy daiin dal daiin;chey qokeedy cholcheey dalkar okedy;okeeam ykeol chey okain charain;sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan;chlar ycheol chckhy qokedy okain	2	[[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f108r	108	f108r|f108r.14-f108r.16	R1	CONTRADICTED	f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36	daiin;okedy;charain;okaiin;alkan;okain;chedy	1	[[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f108r	108	f108r|f108r.14-f108r.16	R5	CONTRADICTED	f108r|f108r.14-f108r.16;f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36	olkaiin chckhy daiin dal daiin;chey qokeedy cholcheey dalkar okedy;okeeam ykeol chey okain charain;sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan;chlar ycheol chckhy qokedy okain;okedy qotal chdy chedal chedy	1	[[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f108r	108	f108r|f108r.17-f108r.20	R1	CONTRADICTED	f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38	okedy;charain;okaiin;alkan;okain;chedy;chey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
ZL3b	f108r	108	f108r|f108r.17-f108r.20	R5	CONTRADICTED	f108r|f108r.17-f108r.20;f108r|f108r.21-f108r.23;f108r|f108r.24-f108r.28;f108r|f108r.29-f108r.30;f108r|f108r.31-f108r.34;f108r|f108r.35-f108r.36;f108r|f108r.37-f108r.38	chey qokeedy cholcheey dalkar okedy;okeeam ykeol chey okain charain;sain arolkeey qoal olkedy okaiin;o qokedy okchedy saiin alkan;chlar ycheol chckhy qokedy okain;okedy qotal chdy chedal chedy;cheedy qokeedy otedy qeeey chey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
