statement_id	record_id	page	image_owner	clause_count	group_count	clause_ids	source_clause_chain	latin_like_source_chain	surface_sequence	current_surface_sequence	german_clause_chain_de	continuous_owner_reading_de	surface_chain_matches_current
B2-S008	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	2	3	B2-S008-U01|B2-S008-U02	SET ; SETTLE	pone ad mensuram ab fonte. dimitte stare breviter et comple.	sotaiin qokar shedy	sotaiin qokar shedy	Vorgabe Folgemaß: Setze vom Ausgang aus an / Lass kurz absetzen und schließe	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Für dieselbe Dauer wie zuvor. Über der örtlich bezeichneten Stelle. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B2-S009	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	1	1	B2-S009-U01	CONTINUE	continua et comple.	solshedy	solshedy	Lass weiter absetzen und schließe	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Halte es warm und beende den Schritt.	YES
B2-S010	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	3	4	B2-S010-U01|B2-S010-U02|B2-S010-U03	SET ; SET ; LEAD_OUT	pone diutius hoc. pone hoc. educ.	qokeey qoky ls cheey	qokeey qoky ls cheey	Setze die lange Stufe / Setze den aktuellen Posten / Nutze den Auslass; dazu klarer Auszug	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Die Charge für den vorgesehenen Gebrauch temperieren. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen. Die erste Öffnung. Den örtlichen Prüfzustand der Charge feststellen.	YES
B2-S011	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	3	4	B2-S011-U01|B2-S011-U02|B2-S011-U03	SET ; SET ; SET	pone portionem ab fonte. pone portionem. pone diutius et comple.	okain char okain qokeedy	okain char okain qokeedy	Gib einen gezählten Anteil zu; dazu aus dem Ansatz / Gib einen gezählten Anteil zu / Setze länger und schließe	[[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Gib einen abgemessenen Anteil in das Gefäß. Daraus, aus demselben Ansatz. Gib einen abgemessenen Anteil in das Gefäß. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	YES
B2-S012	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	5	8	B2-S012-U01|B2-S012-U02|B2-S012-U03|B2-S012-U04|B2-S012-U05	LEAD_OUT ; READY ; SET ; LEAD_OUT ; SET	educ hoc. ad statum para breviter hoc. pone diutius hoc. educ ad mensuram. pone plene hoc et comple.	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	Ziehe den aktuellen Posten ab; dazu klarer Auszug / Halte kurz bereit / Setze die lange Stufe / Führe den freigegebenen Wert ab; dazu Sollmaß / Vorgabe dieser Posten: Setze vollständig und schließe	[[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Ziehe die klare Flüssigkeit ab. [[STATIONSWECHSEL: ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Den örtlichen Prüfzustand der Charge feststellen. Unter derselben Einstellung. Die Charge für den vorgesehenen Gebrauch temperieren. Der benetzte Körperbereich. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Benetze den bezeichneten Körperbereich vollständig und beende den Schritt.	YES
B2-S013	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	1	1	B2-S013-U01	LEAD_OUT	educ et comple.	lchedy	lchedy	Führe ab und schließe	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	YES
B2-S014	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	1	1	B2-S014-U01	LEAD_OUT	educ ab fonte.	lar	lar	Führe vom Ausgang ab	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Schließe den unteren Ablauf.	YES
B2-S015	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	2	B2-S015-U01	SET	pone diutius et comple.	tshey qokeedy	tshey qokeedy	Vorgabe Klarlauf zugeben: Setze länger und schließe	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Beginne die Spülung. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	YES
B2-S016	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	5	8	B2-S016-U01|B2-S016-U02|B2-S016-U03|B2-S016-U04|B2-S016-U05	LEAD_OUT ; DIVIDE ; SET ; SET ; LEAD_IN	educ ab fonte ad locum. divide ad mensuram. pone ad mensuram diutius hoc. pone breviter hoc. mitte in et comple.	cheal lchedar ches aiin oteey qokaiin okey pchedy	cheal lchedar ches aiin oteey qokaiin okey pchedy	Vorgabe dorthin: Führe vom Ausgang ab / Trenne; dazu Sollmaß / Vorgabe langer Folgeposten: Stelle auf den Vorgabewert ein / Setze die kurze Stufe / Führe ein und schließe	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Den aktiven Posten an der örtlich bezeichneten Station führen. Kühles Wasser. Zu gleichen Anteilen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Warmes Wasser. Ziehe es ab und beende den Schritt.	YES
B2-S017	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	2	B2-S017-U01	HOLD	tene ad locum breviter et comple.	rsheal daldy	rsheal daldy	Halte kurz am Ziel; dazu Nebenoeffnung; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Gieße das erwärmte Wasser ein. Wiederhole es an der zweiten Öffnung und beende den Schritt.	YES
B2-S018	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	1	B2-S018-U01	SET	pone diutius et comple.	qokeedy	qokeedy	Setze länger und schließe	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	YES
B2-S019	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	1	B2-S019-U01	WASH	lava et comple.	rshedy	rshedy	Wasche und schließe	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Verwende den Anteil als örtliche Waschung und beende den Schritt.	YES
B2-S020	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	1	B2-S020-U01	OWNER_ACTION	fac de imagine diutius et comple B2_LOWER_POOL_EDGE_STATIONS.	qoteedy	qoteedy	Führe die lange Folge aus und schließe	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	YES
B2-S021	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	1	B2-S021-U01	SET	pone diutius et comple.	qokeedy	qokeedy	Setze länger und schließe	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	YES
B2-S022	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	1	1	B2-S022-U01	LEAD_OUT	educ et comple.	lochedy	lochedy	Führe den Rest ab und schließe	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Mische zu gleichen Teilen und beende den Schritt.	YES
B3-S001	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	1	1	B3-S001-U01	COLLECT	collige diutius et comple.	olkeedy	olkeedy	Sammle länger und schließe	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Lasse die Flüssigkeit sich setzen und beende den Schritt.	YES
B3-S002	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	1	2	B3-S002-U01	WARM	calefac ad locum diutius et comple.	qotal chkeedy	qotal chkeedy	Vorgabe danach dorthin: Wärme länger und schließe	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Zum unteren Ablauf hin. Benetze den bezeichneten Bereich vollständig und beende den Schritt.	YES
B3-S003	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	1	4	B3-S003-U01	LEAD_OUT	educ ad mensuram hoc et comple.	chey daiin chey lchedy	chey daiin chey lchedy	Vorgabe dieser Posten; Sollmaß; dieser Posten: Führe ab und schließe	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	YES
B3-S004	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	1	3	B3-S004-U01	SET	pone ad mensuram ab fonte ad locum.	qokaiin qotal dar	qokaiin qotal dar	Stelle auf den Vorgabewert ein; dazu danach dorthin; aus dem Ansatz	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Zum unteren Ablauf hin. Daraus, aus demselben Ansatz.	YES
B3-S005	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1	1	B3-S005-U01	TRANSFER	transfer et comple.	schedy	schedy	Übertrage und schließe	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	YES
B3-S006	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	3	3	B3-S006-U01|B3-S006-U02|B3-S006-U03	TRANSFER ; SET ; CONTINUE	transfer hoc. pone ad locum. continua et comple.	chedchy qokal olchedy	chedchy qokal olchedy	Übertrage den aktuellen Posten / Setze am Ziel / Übertrage weiter und schließe	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Gieße das erwärmte Wasser ein. Den aktiven Posten an der örtlich bezeichneten Station führen. Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	YES
B3-S007	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	3	3	B3-S007-U01|B3-S007-U02|B3-S007-U03	SET ; TRANSFER ; SET	pone ad mensuram. transfer hoc. pone diutius et comple.	qokaiin chedy qokeedy	qokaiin chedy qokeedy	Stelle auf den Vorgabewert ein / Übertrage den aktuellen Posten / Setze länger und schließe	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Rühre, bis alles gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	YES
B3-S008	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1	1	B3-S008-U01	LEAD_OUT	educ et comple.	lchedy	lchedy	Führe ab und schließe	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	YES
B3-S009	B3	f83r	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	1	1	B3-S009-U01	SET	pone hoc.	qoky	qoky	Setze den aktuellen Posten	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	YES
B3-S010	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	1	2	B3-S010-U01	LEAD_IN	mitte in ad locum breviter et comple.	pchedal otedy	pchedal otedy	Führe zum Ziel ein; dazu kurze Folge; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Fülle danach das Gefäß. Lasse es bis zur Klarheit ziehen und beende den Schritt.	YES
B3-S011	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	3	4	B3-S011-U01|B3-S011-U02|B3-S011-U03	READY ; SET ; TRANSFER	ad statum para hoc. pone hoc. transfer ab fonte hoc.	shecthedchy qoky chedy chary	shecthedchy qoky chedy chary	Übertrage den bereiten Posten / Setze den aktuellen Posten / Übertrage den aktuellen Posten; dazu aus diesem Posten	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Wende es an der markierten Stelle an. Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Rühre, bis alles gleichmäßig vermischt ist. Und lasse es abkühlen.	YES
B3-S012	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	1	2	B3-S012-U01	SETTLE	dimitte stare in praeparato breviter et comple.	sor shedy	sor shedy	Vorgabe Ansatz: Lass kurz absetzen und schließe	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B3-S013	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	3	4	B3-S013-U01|B3-S013-U02|B3-S013-U03	SET ; READY ; SET	pone portionem ad mensuram. ad statum para breviter hoc. pone breviter et comple.	qokaiin chkain shcthey qokedy	qokaiin chkain shcthey qokedy	Stelle auf den Vorgabewert ein; dazu eine Portion / Halte kurz bereit / Setze kurz und schließe	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ein abgemessener Anteil. Unter derselben Einstellung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	YES
B3-S014	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	2	2	B3-S014-U01|B3-S014-U02	SET ; SETTLE	pone per cursum. dimitte stare diutius et comple.	okair sheedy	okair sheedy	Öffne den Wasserlauf / Lass länger absetzen und schließe	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Öffne danach den oberen Lauf. Wasche einmal und beende den Schritt.	YES
B3-S015	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	1	1	B3-S015-U01	LEAD_OUT	educ et comple.	lchedy	lchedy	Führe ab und schließe	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	YES
B3-S016	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	2	2	B3-S016-U01|B3-S016-U02	LEAD_OUT ; SET	educ. pone et comple.	lo qokchedy	lo qokchedy	Führe ab / Setze an, übertrage und schließe	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Schließe den unteren Ablauf. [[STATIONSWECHSEL: untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse es abkühlen und beende den Schritt.	YES
B3-S017	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	1	B3-S017-U01	SET	pone diutius et comple.	qokeedy	qokeedy	Setze länger und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	YES
B3-S018	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	1	B3-S018-U01	SETTLE	dimitte stare breviter et comple.	shedy	shedy	Lass kurz absetzen und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B3-S019	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	1	B3-S019-U01	SET	pone et comple.	qokshedy	qokshedy	Beginne den Absetzgang und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	YES
B3-S020	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	2	B3-S020-U01	LEAD_OUT	educ ad locum et comple.	dal lchedy	dal lchedy	Vorgabe dorthin: Führe ab und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	YES
B3-S021	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	6	11	B3-S021-U01|B3-S021-U02|B3-S021-U03|B3-S021-U04|B3-S021-U05|B3-S021-U06	SET ; READY ; SETTLE ; READY ; READY ; TRANSFER	pone ad mensuram. ad statum para ad locum hoc. dimitte stare ad mensuram ad locum. ad statum para breviter hoc. ad statum para ad locum hoc. transfer ad locum et comple.	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	Stelle auf den Vorgabewert ein / Halte den Posten bereit; dazu dorthin; dieser Posten / Vorgabe Sollmaß: Lass am Ziel absetzen / Halte kurz bereit; dazu dieser Posten / Vorgabe dorthin: Halte den Posten bereit / Übertrage zum Ziel und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den örtlichen Prüfzustand der Charge feststellen. Den aktiven Posten an der örtlich bezeichneten Station führen. Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Für einen Zeitabschnitt. Warmes Wasser. Diese aktive Portion. Den aktiven Posten an der örtlich bezeichneten Station führen. Den örtlichen Prüfzustand der Charge feststellen. Behalte den Rückstand und beende den Schritt.	YES
B3-S022	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	1	B3-S022-U01	TRANSFER	transfer et comple.	qotchedy	qotchedy	Übertrage den Folgeposten und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Mische zu gleichen Teilen und beende den Schritt.	YES
B3-S023	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	1	B3-S023-U01	LEAD_OUT	educ et comple.	lchedy	lchedy	Führe ab und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	YES
B3-S024	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	1	B3-S024-U01	TRANSFER	transfer et comple.	tchedy	tchedy	Übertrage und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	YES
B3-S025	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	1	1	B3-S025-U01	SET	pone et comple.	qokchdy	qokchdy	Setze an, übertrage und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme es einmal und beende den Schritt.	YES
B3-S026	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	6	7	B3-S026-U01|B3-S026-U02|B3-S026-U03|B3-S026-U04|B3-S026-U05|B3-S026-U06	TRANSFER ; SETTLE ; TRANSFER ; SET ; READY ; COLLECT	transfer ab fonte. dimitte stare ad mensuram. transfer hoc. pone portionem. ad statum para ad locum in praeparato hoc. collige diutius et comple.	cheedar chldaiin chedy qokain checthy chealror solkeedy	cheedar chldaiin chedy qokain checthy chealror solkeedy	Übertrage vom Ausgang / Stelle den Absetzwert ein / Übertrage den aktuellen Posten / Gib einen gezählten Anteil zu / Halte den Posten bereit; dazu Ansatz von dort zur Zielstelle / Sammle länger und schließe	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Richte die bezeichnete Beckenstation ein. Nach dem Absetzen. Rühre, bis alles gleichmäßig vermischt ist. Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Bis der Strom klar wird. [[STATIONSWECHSEL: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse die Flüssigkeit sich setzen und beende den Schritt.	YES
B3-S027	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	1	1	B3-S027-U01	OWNER_ACTION	fac de imagine diutius et comple B3_MAIN_ARCH_LINKED_PAIR.	qoteedy	qoteedy	Führe die lange Folge aus und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	YES
B3-S028	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	2	2	B3-S028-U01|B3-S028-U02	SET ; SET	pone diutius hoc. pone breviter et comple.	qokeey qokedy	qokeey qokedy	Setze die lange Stufe / Setze kurz und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	YES
B3-S029	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	2	3	B3-S029-U01|B3-S029-U02	CONTINUE ; SET	continua partem plene. pone breviter et comple.	sol cheeety qokedy	sol cheeety qokedy	Führe fort; dazu ganzen Teilposten / Setze kurz und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Nach der ersten Spülung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	YES
B3-S030	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	2	4	B3-S030-U01|B3-S030-U02	SET ; TRANSFER	pone ad mensuram hoc. transfer per cursum et comple.	qoky saiin schedair otchedy	qoky saiin schedair otchedy	Setze den aktuellen Posten; dazu Sollmaß / Vorgabe Wasser weiterleiten: Übertrage den Folgeposten und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ziehe die klare Flüssigkeit ab. Mische zu gleichen Teilen und beende den Schritt.	YES
B3-S031	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	1	1	B3-S031-U01	SET	pone diutius et comple.	qokeedy	qokeedy	Setze länger und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	YES
B3-S032	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	2	5	B3-S032-U01|B3-S032-U02	TRANSFER ; TRANSFER	transfer portionem. transfer ad mensuram breviter hoc et comple.	chedain chedy qotedaiin otaiin otedy	chedain chedy qotedaiin otaiin otedy	Übertrage einen Anteil / Übertrage den aktuellen Posten; dazu kurzes Folgemass; Folgemaß; kurze Folge; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Beginne die Spülung. Rühre, bis alles gleichmäßig vermischt ist. Das breite Gefäß. Für dieselbe Dauer wie zuvor. Lasse es bis zur Klarheit ziehen und beende den Schritt.	YES
B3-S033	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	1	1	B3-S033-U01	LEAD_OUT	educ et comple.	ldy	ldy	Führe ab und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Ziehe es ab und beende den Schritt.	YES
B3-S034	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	3	6	B3-S034-U01|B3-S034-U02|B3-S034-U03	READY ; DIVIDE ; SETTLE	ad statum para ad gradum hoc. divide partem. dimitte stare ad mensuram ad locum breviter hoc et comple.	soiiin checthy chety otaiin olsaly shedy	soiiin checthy chety otaiin olsaly shedy	Vorgabe Sollstufe: Halte den Posten bereit / Trenne einen Teil ab / Vorgabe Folgemaß; untere Zielstelle: Lass kurz absetzen und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Bis es klar ist. Den örtlichen Prüfzustand der Charge feststellen. Gleichmäßig bearbeiten. Für dieselbe Dauer wie zuvor. Das untere Becken. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B4-S001	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	1	B4-S001-U01	SET	pone diutius et comple.	qokeedy	qokeedy	Setze länger und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	YES
B4-S002	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	3	3	B4-S002-U01|B4-S002-U02|B4-S002-U03	CONTINUE ; SET ; SET	continua hoc. pone diutius hoc. pone breviter et comple.	qolchey qokeey qokedy	qolchey qokeey qokedy	Führe den aktuellen Posten fort / Setze die lange Stufe / Setze kurz und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Fülle danach das Gefäß. Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	YES
B4-S003	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	5	7	B4-S003-U01|B4-S003-U02|B4-S003-U03|B4-S003-U04|B4-S003-U05	TRANSFER ; SET ; SET ; CONTINUE ; SETTLE	transfer hoc. pone ad locum diutius hoc. pone hoc. continua. dimitte stare breviter et comple.	chedy otal otchey qokeey qoky tol shedy	chedy otal otchey qokeey qoky tol shedy	Übertrage den aktuellen Posten / Vorgabe danach dorthin; nächster Teilposten: Setze die lange Stufe / Setze den aktuellen Posten / Führe fort / Lass kurz absetzen und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Rühre, bis alles gleichmäßig vermischt ist. Zum unteren Ablauf hin. Einen recordlokalen Anteil auswählen. Die Charge für den vorgesehenen Gebrauch temperieren. Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B4-S004	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	1	B4-S004-U01	SET	pone hoc.	qokylddy	qokylddy	Befestige den aktuellen Posten und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt.	YES
B4-S005	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	2	3	B4-S005-U01|B4-S005-U02	TRANSFER ; SET	transfer hoc. pone diutius et comple.	dain chedy qokeedy	dain chedy qokeedy	Vorgabe Tuch: Übertrage den aktuellen Posten / Setze länger und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Durch ein Tuch. Rühre, bis alles gleichmäßig vermischt ist. Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	YES
B4-S006	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	1	B4-S006-U01	STRAIN	cola et comple.	shckhedy	shckhedy	Seihe und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	YES
B4-S007	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	1	B4-S007-U01	STRAIN	cola et comple.	shckhedy	shckhedy	Seihe und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	YES
