event_serial	statement_id	record_unit_id	page	locus	field_id	field_position	locus_position	master_card_id	card_value_de	observed_surface	observed_habit	base_schedule_rule	base_predicted_habit	applied_layers	custom_predicted_habit	predicted_canonical_surface	habit_match	exact_surface_match	apprentice_treatment	master_recovery
136	B1-S008	B1	f81v	f81v.18	F030	LAST	MIDDLE	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_FIELD_CLOSE_INSIDE_LINE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
137	B1-S009	B1	f81v	f81v.18	F031	SINGLE	MIDDLE	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
138	B1-S010	B1	f81v	f81v.18	F032	SINGLE	MIDDLE	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
139	B1-S011	B1	f81v	f81v.18	F033	FIRST	MIDDLE	MC035	durchleiten	chckhy	HARD_D_T_ENTRY	B_FIELD_OPEN	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	chckhy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
140	B1-S011	B1	f81v	f81v.18	F033	LAST	LAST	MC026	einsetzen	qoky	Q_CELL_ENTRY	B_FIELD_AND_LINE_CLOSE	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
142	B1-S012	B1	f81v	f81v.21	F034	MIDDLE	MIDDLE	MC007	kurz einwirken	qokey	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	okey	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
145	B1-S014	B1	f81v	f81v.21	F036	FIRST	MIDDLE	MC074	überführen	chedy	OPEN_CH_ENTRY	B_FIELD_OPEN	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
148	B1-S014	B1	f81v	f81v.21	F036	MIDDLE	MIDDLE	MC153	weiter	qol	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
151	B1-S015	B1	f81v	f81v.24	F037	LAST	MIDDLE	MC005	einführen; Schluss	okchedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	okchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
152	B1-S016	B1	f81v	f81v.24	F038	FIRST	MIDDLE	MC040	dorthin einsetzen	qokal	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
153	B1-S016	B1	f81v	f81v.24	F038	MIDDLE	MIDDLE	MC002	lange einwirken	okeey	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	okeey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
154	B1-S016	B1	f81v	f81v.24	F038	MIDDLE	MIDDLE	MC153	weiter	qol	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
155	B1-S016	B1	f81v	f81v.24	F038	LAST	MIDDLE	MC128	kurz absetzen; Schluss	cheedy	OPEN_CH_ENTRY	B_FIELD_CLOSE_INSIDE_LINE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
156	B1-S017	B1	f81v	f81v.24	F039	FIRST	MIDDLE	MC154	dorthin	sal	S_FLOW_ENTRY	B_FIELD_OPEN	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chal	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
161	B1-S018	B1	f81v	f81v.27	F041	MIDDLE	MIDDLE	MC033	Arbeitsstufe	oiiin	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	oiiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
162	B1-S018	B1	f81v	f81v.27	F041	LAST	MIDDLE	MC045	lange sammeln; Schluss	olkeedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olkeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
163	B1-S019	B1	f81v	f81v.27	F042	SINGLE	MIDDLE	MC128	kurz absetzen; Schluss	tedy	HARD_D_T_ENTRY	B_SINGLE_CELL	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	S_FLOW_ENTRY	shedy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
164	B1-S020	B1	f81v	f81v.27	F043	FIRST	MIDDLE	MC147	kurz wärmen	cheky	BARE_OR_INTERNAL	B_FIELD_OPEN	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	cheky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
165	B1-S020	B1	f81v	f81v.27	F043	LAST	MIDDLE	MC143	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	shckhedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
166	B1-S021	B1	f81v	f81v.27	F044	SINGLE	LAST	MC154	dorthin	chal	OPEN_CH_ENTRY	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	al	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
167	B2-S001	B2	f82r	f82r.2	F045	SINGLE	FIRST	MC025	überführen; Schluss	dchedy	HARD_D_T_ENTRY	B_SINGLE_CELL	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
168	B2-S002	B2	f82r	f82r.2	F046	SINGLE	MIDDLE	MC028	weiterführen; Schluss	qolchedy	Q_CELL_ENTRY	B_SINGLE_CELL	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qolchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
169	B2-S003	B2	f82r	f82r.2	F047	FIRST	MIDDLE	MC017	Anteil zugeben	qokain	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
170	B2-S003	B2	f82r	f82r.2	F047	MIDDLE	MIDDLE	MC123	dies	dy	HARD_D_T_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
171	B2-S003	B2	f82r	f82r.2	F047	LAST	MIDDLE	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
172	B2-S004	B2	f82r	f82r.2	F048	FIRST	MIDDLE	MC040	dorthin einsetzen	qokal	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
175	B2-S004	B2	f82r	f82r.3	F049	FIRST	FIRST	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	B_LINE_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
179	B2-S005	B2	f82r	f82r.3	F050	MIDDLE	MIDDLE	MC035	durchleiten	chckhy	HARD_D_T_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	chckhy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
180	B2-S005	B2	f82r	f82r.3	F050	LAST	LAST	MC120	bemessen	qokaiin	Q_CELL_ENTRY	B_FIELD_AND_LINE_CLOSE	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
181	B2-S005	B2	f82r	f82r.4	F051	FIRST	FIRST	MC120	bemessen	qokaiin	Q_CELL_ENTRY	B_LINE_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
184	B2-S005	B2	f82r	f82r.4	F051	LAST	MIDDLE	MC004	abziehen; Schluss	ldy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	ldy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
186	B2-S006	B2	f82r	f82r.4	F052	MIDDLE	MIDDLE	MC040	dorthin einsetzen	qokal	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
188	B2-S006	B2	f82r	f82r.4	F052	LAST	LAST	MC026	einsetzen	qoky	Q_CELL_ENTRY	B_FIELD_AND_LINE_CLOSE	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
190	B2-S008	B2	f82r	f82r.7	F054	FIRST	MIDDLE	MC060	Folgemaß	sotaiin	S_FLOW_ENTRY	B_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sotaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
192	B2-S008	B2	f82r	f82r.7	F054	LAST	MIDDLE	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_FIELD_CLOSE_INSIDE_LINE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
194	B2-S010	B2	f82r	f82r.7	F056	FIRST	MIDDLE	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
195	B2-S010	B2	f82r	f82r.7	F056	MIDDLE	MIDDLE	MC026	einsetzen	qoky	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
197	B2-S010	B2	f82r	f82r.7	F056	LAST	LAST	MC119	Klarauszug	cheey	OPEN_CH_ENTRY	B_FIELD_AND_LINE_CLOSE	S_FLOW_ENTRY	R160_POSITIONAL_RULE > RECORD_CARD_CUSTOM	OPEN_CH_ENTRY	cheey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
198	B2-S011	B2	f82r	f82r.19	F057	FIRST	FIRST	MC017	Anteil zugeben	okain	BARE_OR_INTERNAL	B_LINE_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokain	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
199	B2-S011	B2	f82r	f82r.19	F057	MIDDLE	MIDDLE	MC055	davon	char	OPEN_CH_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dar	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
200	B2-S011	B2	f82r	f82r.19	F057	MIDDLE	MIDDLE	MC017	Anteil zugeben	okain	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	okain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
201	B2-S011	B2	f82r	f82r.19	F057	LAST	MIDDLE	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
203	B2-S012	B2	f82r	f82r.23	F059	FIRST	FIRST	MC119	Klarauszug	cheey	OPEN_CH_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE > RECORD_CARD_CUSTOM	OPEN_CH_ENTRY	cheey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
204	B2-S012	B2	f82r	f82r.23	F059	MIDDLE	MIDDLE	MC073	kurz vorbereiten	qcthey	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qcthey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
205	B2-S012	B2	f82r	f82r.23	F059	MIDDLE	MIDDLE	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
207	B2-S012	B2	f82r	f82r.23	F059	MIDDLE	MIDDLE	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
208	B2-S012	B2	f82r	f82r.23	F059	MIDDLE	MIDDLE	MC123	dies	chey	OPEN_CH_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
210	B2-S013	B2	f82r	f82r.23	F060	SINGLE	MIDDLE	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
213	B2-S015	B2	f82r	f82r.26	F062	LAST	MIDDLE	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
214	B2-S016	B2	f82r	f82r.26	F063	FIRST	MIDDLE	MC154	dorthin	cheal	OPEN_CH_ENTRY	B_FIELD_OPEN	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chal	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
217	B2-S016	B2	f82r	f82r.26	F063	MIDDLE	MIDDLE	MC039	Sollmaß	aiin	BARE_OR_INTERNAL	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
219	B2-S016	B2	f82r	f82r.26	F063	MIDDLE	MIDDLE	MC120	bemessen	qokaiin	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
220	B2-S016	B2	f82r	f82r.26	F063	LAST	LAST	MC007	kurz einwirken	okey	BARE_OR_INTERNAL	B_FIELD_AND_LINE_CLOSE	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokey	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
224	B2-S018	B2	f82r	f82r.27	F066	SINGLE	MIDDLE	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
226	B2-S020	B2	f82r	f82r.27	F068	SINGLE	MIDDLE	MC173	lange Folgestufe; Schluss	qoteedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qoteedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
227	B2-S021	B2	f82r	f82r.27	F069	SINGLE	MIDDLE	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
229	B3-S001	B3	f83r	f83r.3	F071	SINGLE	FIRST	MC045	lange sammeln; Schluss	olkeedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olkeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
230	B3-S002	B3	f83r	f83r.3	F072	FIRST	MIDDLE	MC093	danach dorthin	qotal	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qotal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
232	B3-S003	B3	f83r	f83r.3	F073	FIRST	MIDDLE	MC123	dies	chey	OPEN_CH_ENTRY	B_FIELD_OPEN	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
233	B3-S003	B3	f83r	f83r.3	F073	MIDDLE	MIDDLE	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	HARD_D_T_ENTRY	daiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
234	B3-S003	B3	f83r	f83r.3	F073	MIDDLE	MIDDLE	MC123	dies	chey	OPEN_CH_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
235	B3-S003	B3	f83r	f83r.3	F073	LAST	MIDDLE	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
236	B3-S004	B3	f83r	f83r.3	F074	FIRST	MIDDLE	MC120	bemessen	qokaiin	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
237	B3-S004	B3	f83r	f83r.3	F074	MIDDLE	MIDDLE	MC093	danach dorthin	qotal	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	Q_CELL_ENTRY	qotal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
238	B3-S004	B3	f83r	f83r.3	F074	LAST	LAST	MC055	davon	dar	HARD_D_T_ENTRY	B_FIELD_AND_LINE_CLOSE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sar	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
239	B3-S005	B3	f83r	f83r.6	F075	SINGLE	FIRST	MC025	überführen; Schluss	schedy	S_FLOW_ENTRY	B_SINGLE_CELL	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dchedy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
241	B3-S006	B3	f83r	f83r.6	F076	MIDDLE	MIDDLE	MC040	dorthin einsetzen	qokal	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	Q_CELL_ENTRY	qokal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
242	B3-S006	B3	f83r	f83r.6	F076	LAST	MIDDLE	MC028	weiterführen; Schluss	olchedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
243	B3-S007	B3	f83r	f83r.6	F077	FIRST	MIDDLE	MC120	bemessen	qokaiin	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
244	B3-S007	B3	f83r	f83r.6	F077	MIDDLE	MIDDLE	MC074	überführen	chedy	OPEN_CH_ENTRY	B_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
245	B3-S007	B3	f83r	f83r.6	F077	LAST	MIDDLE	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
246	B3-S008	B3	f83r	f83r.6	F078	SINGLE	MIDDLE	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
247	B3-S009	B3	f83r	f83r.6	F079	SINGLE	LAST	MC026	einsetzen	qoky	Q_CELL_ENTRY	B_SINGLE_CELL	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
251	B3-S011	B3	f83r	f83r.8	F081	MIDDLE	MIDDLE	MC026	einsetzen	qoky	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	Q_CELL_ENTRY	qoky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
252	B3-S011	B3	f83r	f83r.8	F081	MIDDLE	MIDDLE	MC074	überführen	chedy	OPEN_CH_ENTRY	B_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
254	B3-S012	B3	f83r	f83r.11	F082	FIRST	FIRST	MC080	Ansatz	sor	S_FLOW_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shor	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
255	B3-S012	B3	f83r	f83r.11	F082	LAST	MIDDLE	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_FIELD_CLOSE_INSIDE_LINE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
256	B3-S013	B3	f83r	f83r.11	F083	FIRST	MIDDLE	MC120	bemessen	qokaiin	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
257	B3-S013	B3	f83r	f83r.11	F083	MIDDLE	MIDDLE	MC105	Anteil	chkain	OPEN_CH_ENTRY	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chkain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
258	B3-S013	B3	f83r	f83r.11	F083	MIDDLE	MIDDLE	MC073	kurz vorbereiten	shcthey	S_FLOW_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	Q_CELL_ENTRY	qcthey	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
259	B3-S013	B3	f83r	f83r.11	F083	LAST	MIDDLE	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
262	B3-S015	B3	f83r	f83r.11	F085	SINGLE	MIDDLE	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
264	B3-S016	B3	f83r	f83r.14	F087	SINGLE	FIRST	MC005	einführen; Schluss	qokchedy	Q_CELL_ENTRY	B_SINGLE_CELL	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
