locus_row	diagram_id	page	locus	local_namespace	groups	group_serials	atomic_reading_de	celestial_context_reading_de	orientation	cross_instrument_join	owner_class	owner_code	concrete_owner_de	dies_resolves_to_de	dort_quelle_resolves_to_de	stelle_resolves_to_de	owner_status	owner_expanded_reading_de	referent_rule	active_before_de	referent_resolved_locus_de	cross_locus_pronoun_carry
30	A1	f67r2	f67r2.30	A67_LEFT_CELESTIAL_WHEEL	2	74|75	Arbeitsgang + fortsetzen; fortsetzen + fortsetzen	Lesegang; weiterzaehlen. weiterzaehlen; weiterzaehlen.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_30	Feld 30 des linken Rades	Wert im linken Feld 30	Feld 30 des linken Rades	Feld 30 des linken Rades	INHERITED_VISIBLE	Bei Feld 30 des linken Rades: Lesegang; weiterzaehlen. weiterzaehlen; weiterzaehlen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 30	Bei Feld 30 des linken Rades: Lesegang; weiterzaehlen. weiterzaehlen; weiterzaehlen.	NONE
31	A1	f67r2	f67r2.31	A67_LEFT_CELESTIAL_WHEEL	1	76	Arbeitsgang + hinein + fortsetzen + Schluss	Lesegang; hinein; weiterzaehlen; Eintrag schliessen.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_31	Feld 31 des linken Rades	Wert im linken Feld 31	Feld 31 des linken Rades	Feld 31 des linken Rades	INHERITED_VISIBLE	Bei Feld 31 des linken Rades: Lesegang; hinein; weiterzaehlen; Wert im linken Feld 31 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 31	Bei Feld 31 des linken Rades: Lesegang; hinein; weiterzaehlen; Wert im linken Feld 31 schliessen.	NONE
32	A1	f67r2	f67r2.32	A67_LEFT_CELESTIAL_WHEEL	4	77|78|79|80	Teiladresse + Arbeitsgang + von dort; Arbeitsgang + Teiladresse + Nebenadresse + Sternbezug; Lauf; Stelle + Mass	Teiladresse; Lesegang; von dieser Position. Lesegang; Teiladresse; Nebenadresse; Sternbezug. Bahn. Position; Wert.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_32	Feld 32 des linken Rades	Wert im linken Feld 32	Feld 32 des linken Rades	Feld 32 des linken Rades	INHERITED_VISIBLE	Bei Feld 32 des linken Rades: Teiladresse; Lesegang; von Feld 32 des linken Rades. Lesegang; Teiladresse; Nebenadresse; Sternbezug. Bahn. Feld 32 des linken Rades; Wert.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 32	Bei Feld 32 des linken Rades: Teiladresse; Lesegang; von Feld 32 des linken Rades. Lesegang; Teiladresse; Nebenadresse; Sternbezug. Bahn. Feld 32 des linken Rades; Wert.	NONE
33	A1	f67r2	f67r2.33	A67_LEFT_CELESTIAL_WHEEL	3	81|82|83	Teiladresse + ansetzen + Abschnitt; Arbeitsgang + kurz + von dort; Arbeitsgang + Stelle	Teiladresse; markieren; Abschnitt. Lesegang; kurze Stufe; von dieser Position. Lesegang; Position.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_33	Feld 33 des linken Rades	Wert im linken Feld 33	Feld 33 des linken Rades	Feld 33 des linken Rades	INHERITED_VISIBLE	Bei Feld 33 des linken Rades: Teiladresse; markieren; Abschnitt. Lesegang; kurze Stufe; von Feld 33 des linken Rades. Lesegang; Feld 33 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 33	Bei Feld 33 des linken Rades: Teiladresse; markieren; Abschnitt. Lesegang; kurze Stufe; von Feld 33 des linken Rades. Lesegang; Feld 33 des linken Rades.	NONE
34	A1	f67r2	f67r2.34	A67_LEFT_CELESTIAL_WHEEL	2	84|85	Arbeitsgang + Aussenbezug + von dort; Arbeitsgang + kurz + fortsetzen + Teiladresse + Abschnitt	Lesegang; Aussenbezug; von dieser Position. Lesegang; kurze Stufe; weiterzaehlen; Teiladresse; Abschnitt.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_34	Feld 34 des linken Rades	Wert im linken Feld 34	Feld 34 des linken Rades	Feld 34 des linken Rades	INHERITED_VISIBLE	Bei Feld 34 des linken Rades: Lesegang; Aussenbezug; von Feld 34 des linken Rades. Lesegang; kurze Stufe; weiterzaehlen; Teiladresse; Abschnitt.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 34	Bei Feld 34 des linken Rades: Lesegang; Aussenbezug; von Feld 34 des linken Rades. Lesegang; kurze Stufe; weiterzaehlen; Teiladresse; Abschnitt.	NONE
35	A1	f67r2	f67r2.35	A67_LEFT_CELESTIAL_WHEEL	3	86|87|88	fortsetzen; Strahlmarke + Sollstufe; ansetzen + fortsetzen	weiterzaehlen. Strahlmarke; Sollstufe. markieren; weiterzaehlen.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_35	Feld 35 des linken Rades	Wert im linken Feld 35	Feld 35 des linken Rades	Feld 35 des linken Rades	INHERITED_VISIBLE	Bei Feld 35 des linken Rades: weiterzaehlen. Strahlmarke; Sollstufe. markieren; weiterzaehlen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 35	Bei Feld 35 des linken Rades: weiterzaehlen. Strahlmarke; Sollstufe. markieren; weiterzaehlen.	NONE
36	A1	f67r2	f67r2.36	A67_LEFT_CELESTIAL_WHEEL	3	89|90|91	dies + eintragen + Ansatz; Mass; Ansatz	dieser Eintrag; eintragen; Einstellung. Wert. Einstellung.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_36	Feld 36 des linken Rades	Wert im linken Feld 36	Feld 36 des linken Rades	Feld 36 des linken Rades	INHERITED_VISIBLE	Bei Feld 36 des linken Rades: Wert im linken Feld 36; eintragen; Einstellung. Wert. Einstellung.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 36	Bei Feld 36 des linken Rades: Wert im linken Feld 36; eintragen; Einstellung. Wert. Einstellung.	NONE
37	A1	f67r2	f67r2.37	A67_LEFT_CELESTIAL_WHEEL	1	92	dies + eintragen + Arbeitsgang + Mass	dieser Eintrag; eintragen; Lesegang; Wert.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_37	Feld 37 des linken Rades	Wert im linken Feld 37	Feld 37 des linken Rades	Feld 37 des linken Rades	INHERITED_VISIBLE	Bei Feld 37 des linken Rades: Wert im linken Feld 37; eintragen; Lesegang; Wert.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 37	Bei Feld 37 des linken Rades: Wert im linken Feld 37; eintragen; Lesegang; Wert.	NONE
38	A1	f67r2	f67r2.38	A67_LEFT_CELESTIAL_WHEEL	2	93|94	danach + fortsetzen + Teiladresse + Arbeitsgang + Sternbezug; Arbeitsgang + bereit + fortsetzen + kurz	naechster Eintrag; weiterzaehlen; Teiladresse; Lesegang; Sternbezug. Lesegang; gueltig; weiterzaehlen; kurze Stufe.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_38	Feld 38 des linken Rades	Wert im linken Feld 38	Feld 38 des linken Rades	Feld 38 des linken Rades	INHERITED_VISIBLE	Bei Feld 38 des linken Rades: naechster Wert im linken Feld 38; weiterzaehlen; Teiladresse; Lesegang; Sternbezug. Lesegang; gueltig; weiterzaehlen; kurze Stufe.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 38	Bei Feld 38 des linken Rades: naechster Wert im linken Feld 38; weiterzaehlen; Teiladresse; Lesegang; Sternbezug. Lesegang; gueltig; weiterzaehlen; kurze Stufe.	NONE
39	A1	f67r2	f67r2.39	A67_LEFT_CELESTIAL_WHEEL	3	95|96|97	Ansatz; umsetzen + Mass; dies	Einstellung. uebertragen; Wert. dieser Eintrag.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_39	Feld 39 des linken Rades	Wert im linken Feld 39	Feld 39 des linken Rades	Feld 39 des linken Rades	INHERITED_VISIBLE	Bei Feld 39 des linken Rades: Einstellung. uebertragen; Wert. Wert im linken Feld 39.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 39	Bei Feld 39 des linken Rades: Einstellung. uebertragen; Wert. Wert im linken Feld 39.	NONE
40	A1	f67r2	f67r2.40	A67_LEFT_CELESTIAL_WHEEL	3	98|99|100	dies + eintragen + kurz + Arbeitsgang + Sternbezug; Arbeitsgang + Sollstufe; Arbeitsgang + Strahlmarke	dieser Eintrag; eintragen; kurze Stufe; Lesegang; Sternbezug. Lesegang; Sollstufe. Lesegang; Strahlmarke.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_40	Feld 40 des linken Rades	Wert im linken Feld 40	Feld 40 des linken Rades	Feld 40 des linken Rades	INHERITED_VISIBLE	Bei Feld 40 des linken Rades: Wert im linken Feld 40; eintragen; kurze Stufe; Lesegang; Sternbezug. Lesegang; Sollstufe. Lesegang; Strahlmarke.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 40	Bei Feld 40 des linken Rades: Wert im linken Feld 40; eintragen; kurze Stufe; Lesegang; Sternbezug. Lesegang; Sollstufe. Lesegang; Strahlmarke.	NONE
41	A1	f67r2	f67r2.41	A67_LEFT_CELESTIAL_WHEEL	2	101|102	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies; entnehmen + kurz + zufuehren + Arbeitsgang + Schluss	dieser Eintrag; eintragen; Lesegang; kurze Stufe; Lesegang; hinein; dieser Eintrag. Eintrag entnehmen; kurze Stufe; zuordnen; Lesegang; Eintrag schliessen.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_41	Feld 41 des linken Rades	Wert im linken Feld 41	Feld 41 des linken Rades	Feld 41 des linken Rades	INHERITED_VISIBLE	Bei Feld 41 des linken Rades: Wert im linken Feld 41; eintragen; Lesegang; kurze Stufe; Lesegang; hinein; Wert im linken Feld 41. Wert im linken Feld 41 entnehmen; kurze Stufe; zuordnen; Lesegang; Wert im linken Feld 41 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 41	Bei Feld 41 des linken Rades: Wert im linken Feld 41; eintragen; Lesegang; kurze Stufe; Lesegang; hinein; Wert im linken Feld 41. Wert im linken Feld 41 entnehmen; kurze Stufe; zuordnen; Lesegang; Wert im linken Feld 41 schliessen.	NONE
42	A1	f67r2	f67r2.42	A67_LEFT_CELESTIAL_WHEEL	3	103|104|105	Sternbezug + Arbeitsgang + Gabe; Gabe + Sternbezug; Arbeitsgang + Durchgang + dies	Sternbezug; Lesegang; Eintrag. Eintrag; Sternbezug. Lesegang; Diagrammdurchgang; dieser Eintrag.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_42	Feld 42 des linken Rades	Wert im linken Feld 42	Feld 42 des linken Rades	Feld 42 des linken Rades	INHERITED_VISIBLE	Bei Feld 42 des linken Rades: Sternbezug; Lesegang; Wert im linken Feld 42. Wert im linken Feld 42; Sternbezug. Lesegang; Diagrammdurchgang; Wert im linken Feld 42.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 42	Bei Feld 42 des linken Rades: Sternbezug; Lesegang; Wert im linken Feld 42. Wert im linken Feld 42; Sternbezug. Lesegang; Diagrammdurchgang; Wert im linken Feld 42.	NONE
43	A1	f67r2	f67r2.43	A67_LEFT_CELESTIAL_WHEEL	4	106|107|108|109	Mass; Mass; Fach; Sternbezug + Strahlmarke	Wert. Wert. Feld. Sternbezug; Strahlmarke.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_43	Feld 43 des linken Rades	Wert im linken Feld 43	Feld 43 des linken Rades	Feld 43 des linken Rades	INHERITED_VISIBLE	Bei Feld 43 des linken Rades: Wert. Wert. Feld. Sternbezug; Strahlmarke.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 43	Bei Feld 43 des linken Rades: Wert. Wert. Feld. Sternbezug; Strahlmarke.	NONE
44	A1	f67r2	f67r2.44	A67_LEFT_CELESTIAL_WHEEL	3	110|111|112	Arbeitsgang + Aussenbezug + dies + dies; halten + kurz + Arbeitsgang + dies; Mass	Lesegang; Aussenbezug; dieser Eintrag; dieser Eintrag. beibehalten; kurze Stufe; Lesegang; dieser Eintrag. Wert.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_44	Feld 44 des linken Rades	Wert im linken Feld 44	Feld 44 des linken Rades	Feld 44 des linken Rades	INHERITED_VISIBLE	Bei Feld 44 des linken Rades: Lesegang; Aussenbezug; Wert im linken Feld 44; Wert im linken Feld 44. beibehalten; kurze Stufe; Lesegang; Wert im linken Feld 44. Wert.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 44	Bei Feld 44 des linken Rades: Lesegang; Aussenbezug; Wert im linken Feld 44; Wert im linken Feld 44. beibehalten; kurze Stufe; Lesegang; Wert im linken Feld 44. Wert.	NONE
45	A1	f67r2	f67r2.45	A67_LEFT_CELESTIAL_WHEEL	3	113|114|115	dies + Entnahme + dies; kurz + Sternbezug; Arbeitsgang + Teiladresse + Nebenadresse + Zaehlstrich + Sollstufe	dieser Eintrag; entnommener Wert; dieser Eintrag. kurze Stufe; Sternbezug. Lesegang; Teiladresse; Nebenadresse; Zaehlstrich; Sollstufe.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_45	Feld 45 des linken Rades	Wert im linken Feld 45	Feld 45 des linken Rades	Feld 45 des linken Rades	INHERITED_VISIBLE	Bei Feld 45 des linken Rades: Wert im linken Feld 45; entnommener Wert; Wert im linken Feld 45. kurze Stufe; Sternbezug. Lesegang; Teiladresse; Nebenadresse; Zaehlstrich; Sollstufe.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 45	Bei Feld 45 des linken Rades: Wert im linken Feld 45; entnommener Wert; Wert im linken Feld 45. kurze Stufe; Sternbezug. Lesegang; Teiladresse; Nebenadresse; Zaehlstrich; Sollstufe.	NONE
46	A1	f67r2	f67r2.46	A67_LEFT_CELESTIAL_WHEEL	2	116|117	dies + kurz + zufuehren + laenger + Sternbezug; Ansatz + Stelle + dies	dieser Eintrag; kurze Stufe; zuordnen; lange Stufe; Sternbezug. Einstellung; Position; dieser Eintrag.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_46	Feld 46 des linken Rades	Wert im linken Feld 46	Feld 46 des linken Rades	Feld 46 des linken Rades	INHERITED_VISIBLE	Bei Feld 46 des linken Rades: Wert im linken Feld 46; kurze Stufe; zuordnen; lange Stufe; Sternbezug. Einstellung; Feld 46 des linken Rades; Wert im linken Feld 46.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 46	Bei Feld 46 des linken Rades: Wert im linken Feld 46; kurze Stufe; zuordnen; lange Stufe; Sternbezug. Einstellung; Feld 46 des linken Rades; Wert im linken Feld 46.	NONE
47	A1	f67r2	f67r2.47	A67_LEFT_CELESTIAL_WHEEL	1	118	dies + Aussenbezug + Portion	dieser Eintrag; Aussenbezug; Teilwert.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_47	Feld 47 des linken Rades	Wert im linken Feld 47	Feld 47 des linken Rades	Feld 47 des linken Rades	INHERITED_VISIBLE	Bei Feld 47 des linken Rades: Wert im linken Feld 47; Aussenbezug; Teilwert.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 47	Bei Feld 47 des linken Rades: Wert im linken Feld 47; Aussenbezug; Teilwert.	NONE
48	A1	f67r2	f67r2.48	A67_LEFT_CELESTIAL_WHEEL	3	119|120|121	eintragen + Arbeitsgang + Mass; Portion; dies	eintragen; Lesegang; Wert. Teilwert. dieser Eintrag.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_48	Feld 48 des linken Rades	Wert im linken Feld 48	Feld 48 des linken Rades	Feld 48 des linken Rades	INHERITED_VISIBLE	Bei Feld 48 des linken Rades: eintragen; Lesegang; Wert. Teilwert. Wert im linken Feld 48.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 48	Bei Feld 48 des linken Rades: eintragen; Lesegang; Wert. Teilwert. Wert im linken Feld 48.	NONE
49	A1	f67r2	f67r2.49	A67_LEFT_CELESTIAL_WHEEL	3	122|123|124	Fach; Gabe + kurz + senken; Mass	Feld. Eintrag; kurze Stufe; senken. Wert.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_49	Feld 49 des linken Rades	Wert im linken Feld 49	Feld 49 des linken Rades	Feld 49 des linken Rades	INHERITED_VISIBLE	Bei Feld 49 des linken Rades: Feld. Wert im linken Feld 49; kurze Stufe; senken. Wert.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 49	Bei Feld 49 des linken Rades: Feld. Wert im linken Feld 49; kurze Stufe; senken. Wert.	NONE
50	A1	f67r2	f67r2.50	A67_LEFT_CELESTIAL_WHEEL	2	125|126	Gabe + laenger + Nebenadresse; Stelle	Eintrag; lange Stufe; Nebenadresse. Position.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_50	Feld 50 des linken Rades	Wert im linken Feld 50	Feld 50 des linken Rades	Feld 50 des linken Rades	INHERITED_VISIBLE	Bei Feld 50 des linken Rades: Wert im linken Feld 50; lange Stufe; Nebenadresse. Feld 50 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 50	Bei Feld 50 des linken Rades: Wert im linken Feld 50; lange Stufe; Nebenadresse. Feld 50 des linken Rades.	NONE
51	A1	f67r2	f67r2.51	A67_LEFT_CELESTIAL_WHEEL	1	127	Teiladresse + Nebenadresse + Mass	Teiladresse; Nebenadresse; Wert.	UNSPECIFIED	NONE	A1_LEFT_FIELD	A1_LEFT_LOCAL_FIELD_51	Feld 51 des linken Rades	Wert im linken Feld 51	Feld 51 des linken Rades	Feld 51 des linken Rades	INHERITED_VISIBLE	Bei Feld 51 des linken Rades: Teiladresse; Nebenadresse; Wert.	RESET_AT_EACH_VISIBLE_LOCUS	Wert im linken Feld 51	Bei Feld 51 des linken Rades: Teiladresse; Nebenadresse; Wert.	NONE
52	A1	f67r2	f67r2.52	A67_LEFT_CELESTIAL_WHEEL	1	128	danach + Arbeitsgang + kurz + von dort	naechster Eintrag; Lesegang; kurze Stufe; von dieser Position.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_01	äußere Sternstelle 1 des linken Rades	Sternwert 1 des linken Außenrings	äußere Sternstelle 1 des linken Rades	äußere Sternstelle 1 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 1 des linken Rades: naechster Sternwert 1 des linken Außenrings; Lesegang; kurze Stufe; von äußere Sternstelle 1 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 1 des linken Außenrings	Bei äußere Sternstelle 1 des linken Rades: naechster Sternwert 1 des linken Außenrings; Lesegang; kurze Stufe; von äußere Sternstelle 1 des linken Rades.	NONE
53	A1	f67r2	f67r2.53	A67_LEFT_CELESTIAL_WHEEL	1	129	Teiladresse + umsetzen + von dort	Teiladresse; uebertragen; von dieser Position.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_02	äußere Sternstelle 2 des linken Rades	Sternwert 2 des linken Außenrings	äußere Sternstelle 2 des linken Rades	äußere Sternstelle 2 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 2 des linken Rades: Teiladresse; uebertragen; von äußere Sternstelle 2 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 2 des linken Außenrings	Bei äußere Sternstelle 2 des linken Rades: Teiladresse; uebertragen; von äußere Sternstelle 2 des linken Rades.	NONE
54	A1	f67r2	f67r2.54	A67_LEFT_CELESTIAL_WHEEL	2	130|131	dies; Stelle + Stelle	dieser Eintrag. Position; Position.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_03	äußere Sternstelle 3 des linken Rades	Sternwert 3 des linken Außenrings	äußere Sternstelle 3 des linken Rades	äußere Sternstelle 3 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 3 des linken Rades: Sternwert 3 des linken Außenrings. äußere Sternstelle 3 des linken Rades; äußere Sternstelle 3 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 3 des linken Außenrings	Bei äußere Sternstelle 3 des linken Rades: Sternwert 3 des linken Außenrings. äußere Sternstelle 3 des linken Rades; äußere Sternstelle 3 des linken Rades.	NONE
55	A1	f67r2	f67r2.55	A67_LEFT_CELESTIAL_WHEEL	1	132	dies + eintragen + Arbeitsgang + Stelle	dieser Eintrag; eintragen; Lesegang; Position.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_04	äußere Sternstelle 4 des linken Rades	Sternwert 4 des linken Außenrings	äußere Sternstelle 4 des linken Rades	äußere Sternstelle 4 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 4 des linken Rades: Sternwert 4 des linken Außenrings; eintragen; Lesegang; äußere Sternstelle 4 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 4 des linken Außenrings	Bei äußere Sternstelle 4 des linken Rades: Sternwert 4 des linken Außenrings; eintragen; Lesegang; äußere Sternstelle 4 des linken Rades.	NONE
56	A1	f67r2	f67r2.56	A67_LEFT_CELESTIAL_WHEEL	2	133|134	fortsetzen; Mass	weiterzaehlen. Wert.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_05	äußere Sternstelle 5 des linken Rades	Sternwert 5 des linken Außenrings	äußere Sternstelle 5 des linken Rades	äußere Sternstelle 5 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 5 des linken Rades: weiterzaehlen. Wert.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 5 des linken Außenrings	Bei äußere Sternstelle 5 des linken Rades: weiterzaehlen. Wert.	NONE
57	A1	f67r2	f67r2.57	A67_LEFT_CELESTIAL_WHEEL	2	135|136	danach von dort; dies	naechster Eintrag; von dieser Position. dieser Eintrag.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_06	äußere Sternstelle 6 des linken Rades	Sternwert 6 des linken Außenrings	äußere Sternstelle 6 des linken Rades	äußere Sternstelle 6 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 6 des linken Rades: naechster Sternwert 6 des linken Außenrings; von äußere Sternstelle 6 des linken Rades. Sternwert 6 des linken Außenrings.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 6 des linken Außenrings	Bei äußere Sternstelle 6 des linken Rades: naechster Sternwert 6 des linken Außenrings; von äußere Sternstelle 6 des linken Rades. Sternwert 6 des linken Außenrings.	NONE
58	A1	f67r2	f67r2.58	A67_LEFT_CELESTIAL_WHEEL	3	137|138|139	Gabe; Stelle; Strahlmarke	Eintrag. Position. Strahlmarke.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_07	äußere Sternstelle 7 des linken Rades	Sternwert 7 des linken Außenrings	äußere Sternstelle 7 des linken Rades	äußere Sternstelle 7 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 7 des linken Rades: Sternwert 7 des linken Außenrings. äußere Sternstelle 7 des linken Rades. Strahlmarke.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 7 des linken Außenrings	Bei äußere Sternstelle 7 des linken Rades: Sternwert 7 des linken Außenrings. äußere Sternstelle 7 des linken Rades. Strahlmarke.	NONE
59	A1	f67r2	f67r2.59	A67_LEFT_CELESTIAL_WHEEL	1	140	dies + eintragen + Gabe + fuehren + dies	dieser Eintrag; eintragen; Eintrag; fuehren; dieser Eintrag.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_08	äußere Sternstelle 8 des linken Rades	Sternwert 8 des linken Außenrings	äußere Sternstelle 8 des linken Rades	äußere Sternstelle 8 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 8 des linken Rades: Sternwert 8 des linken Außenrings; eintragen; Sternwert 8 des linken Außenrings; fuehren; Sternwert 8 des linken Außenrings.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 8 des linken Außenrings	Bei äußere Sternstelle 8 des linken Rades: Sternwert 8 des linken Außenrings; eintragen; Sternwert 8 des linken Außenrings; fuehren; Sternwert 8 des linken Außenrings.	NONE
60	A1	f67r2	f67r2.60	A67_LEFT_CELESTIAL_WHEEL	1	141	Arbeitsgang + bereit + dies + Sternbezug	Lesegang; gueltig; dieser Eintrag; Sternbezug.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_09	äußere Sternstelle 9 des linken Rades	Sternwert 9 des linken Außenrings	äußere Sternstelle 9 des linken Rades	äußere Sternstelle 9 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 9 des linken Rades: Lesegang; gueltig; Sternwert 9 des linken Außenrings; Sternbezug.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 9 des linken Außenrings	Bei äußere Sternstelle 9 des linken Rades: Lesegang; gueltig; Sternwert 9 des linken Außenrings; Sternbezug.	NONE
61	A1	f67r2	f67r2.61	A67_LEFT_CELESTIAL_WHEEL	1	142	dies + eintragen + ansetzen + von dort	dieser Eintrag; eintragen; markieren; von dieser Position.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_10	äußere Sternstelle 10 des linken Rades	Sternwert 10 des linken Außenrings	äußere Sternstelle 10 des linken Rades	äußere Sternstelle 10 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 10 des linken Rades: Sternwert 10 des linken Außenrings; eintragen; markieren; von äußere Sternstelle 10 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 10 des linken Außenrings	Bei äußere Sternstelle 10 des linken Rades: Sternwert 10 des linken Außenrings; eintragen; markieren; von äußere Sternstelle 10 des linken Rades.	NONE
62	A1	f67r2	f67r2.62	A67_LEFT_CELESTIAL_WHEEL	1	143	danach + fortsetzen + Ansatz	naechster Eintrag; weiterzaehlen; Einstellung.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_11	äußere Sternstelle 11 des linken Rades	Sternwert 11 des linken Außenrings	äußere Sternstelle 11 des linken Rades	äußere Sternstelle 11 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 11 des linken Rades: naechster Sternwert 11 des linken Außenrings; weiterzaehlen; Einstellung.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 11 des linken Außenrings	Bei äußere Sternstelle 11 des linken Rades: naechster Sternwert 11 des linken Außenrings; weiterzaehlen; Einstellung.	NONE
