statement_id	register	record_unit_id	page	owner_code	concrete_owner_de	events	reference_tokens_resolved	owner_reset	unresolved_invisible_targets	referent_resolved_statement_de
B4-S005	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	3	1	NO	0	Portion; abgeteilte Portion von nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar umsetzen; länger ansetzen; Schluss.
B4-S006	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	1	0	NO	0	seihen; Schluss.
B4-S007	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	1	0	NO	0	seihen; Schluss.
B4-S008	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	4	2	NO	0	Mass; abgeteilte Portion von nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar länger wärmen; abgeteilte Portion von nächster Arbeitsposten bei durch einen Bogen verbundenes Hauptpaar länger halten; kurz ansetzen; Schluss.
B4-S009	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	1	0	NO	0	absetzen; Schluss.
B4-S010	BIOLOGICAL	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	durch einen Bogen verbundenes Hauptpaar	1	0	NO	0	fortsetzen; Schluss.
B4-S011	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Randstation	7	1	YES	0	Mass; kurz wärmen; länger fortsetzen; eine Portion zugeben; abgeteilte Portion von Arbeitsgut an der linken Randstation umsetzen; fortsetzen; kurz abführen; Schluss.
B4-S012	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Randstation	1	0	NO	0	hinausführen; Schluss.
B4-S013	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Randstation	2	0	NO	0	Fortsetzung einsetzen; absetzen; Schluss.
B4-S014	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke offene Randstation	4	2	NO	0	Ansatz; laufender Ansatz bei linke offene Randstation; laufender Ansatz bei linke offene Randstation kurz durchführen; Wasserlauf schliessen.
B4-S015	BIOLOGICAL	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	linke offene Randstation → rechte S-förmige Mehrarmstation	6	0	YES	0	eine Portion zugeben; Klarauszug; eine Portion; Durchlassstelle; kurz auffangen; hinausführen; Schluss.
B4-S016	BIOLOGICAL	B4	f83r	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte S-förmige Mehrarmstation	4	0	NO	0	weitere Portion; Stelle; aus dem Vorrat zufuehren; absetzen; Schluss.
B5-S001	BIOLOGICAL	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	linke offene Randstation des Nachtrags	1	0	YES	0	danach umsetzen; Schluss.
B5-S002	BIOLOGICAL	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	linke offene Randstation des Nachtrags	1	0	NO	0	Ansatz umsetzen; Schluss.
B5-S003	BIOLOGICAL	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	linke offene Randstation des Nachtrags	9	1	NO	0	an der Stelle absetzen; Stelle; fortsetzen; weiterfuehren; an der Stelle umsetzen; Mass; fortsetzen; zweite Stufe; laufender Ansatz bei linke offene Randstation des Nachtrags umsetzen.
B6-S001	BIOLOGICAL	B6	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	rechte S-förmige Mehrarmstation des Nachtrags	9	3	YES	0	laenger auffangen; aufgefangener Bestand von Arbeitsflüssigkeit in der rechten Nachtragsstation kurz zuführen; aufgefangener Bestand von Arbeitsflüssigkeit in der rechten Nachtragsstation abkuehlen; fortsetzen; Mass; fortsetzen; Portion; abgeteilte Portion von aufgefangener Bestand von Arbeitsflüssigkeit in der rechten Nachtragsstation; Ansatz zur Stelle fuehren.
