surface	occurrence_count	pages	registers	content_classes	decision_tier	semantic_status	selected_recipe_or_whole_class	short_default_de	confidence	source_event_ids
oralkam	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0409
orara	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0421
orary	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0250
ory	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OR+Y	EINHEIT · POSTEN	HIGH_WORKING	P1008-E0412
osarsheeeo	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0353
oshodady	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0127
otaiin	2	f71v|f72r	CELESTIAL	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+AIIN	DANACH · WERT	HIGH_WORKING	P1003-E0601|P1008-E0137
otain	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+AIN	DANACH · ANTEIL	HIGH_WORKING	P1008-E0138
otainy	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0176
otair	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	C_SHORT_OR_REPEATED_COMPOSITION	PROVISIONAL_ADDRESS_FORMULA	OT+AIR	DANACH · BAHN	MEDIUM_CREATIVE	P1008-E0244
otal	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+AL	DANACH · ZIELORT	HIGH_WORKING	P1008-E0279
otalaiin	1	f71v	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0643
otalef	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0139
otalody	1	f71v	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0642
otalshy	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	B_ATTESTED_RECIPE_NEW_SURFACE	PORTABLE_ADDRESS_FORMULA	OT+AL+Y	DANACH · ZIELORT · POSTEN	HIGH_WORKING	P1008-E0282
otalsy	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	B_ATTESTED_RECIPE_NEW_SURFACE	PORTABLE_ADDRESS_FORMULA	OT+AL+Y	DANACH · ZIELORT · POSTEN	HIGH_WORKING	P1008-E1411
otam	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+AM_ADDR	DANACH · HIER	HIGH_WORKING	P1008-E0285
otar	4	f71v|f72r|f88v	CELESTIAL|PHARMA	DRUG_OR_INGREDIENT_OBJECT|STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+AR	DANACH · AUSGANG	HIGH_WORKING	P1003-E0603|P1003-E0644|P1008-E0248|P1003-E0416
otaraldy	2	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	C_SHORT_OR_REPEATED_COMPOSITION	PROVISIONAL_ADDRESS_FORMULA	OT+AR+AL+Y	DANACH · AUSGANG · ZIELORT · POSTEN	MEDIUM_CREATIVE	P1008-E0136|P1008-E0236
otchdal	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0173
otchdy	1	f77r	BIOLOGICAL	BATH_OR_OUTLET_STATION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+CHD+DY	DANACH · BEARBEITEN · SCHLUSS	HIGH_WORKING	P1003-E0410
otchody	1	f71v	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0599
otchoshy	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0172
otdordy	1	f88v	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0556
otedy	1	f77r	BIOLOGICAL	BATH_OR_OUTLET_STATION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+E+DY	DANACH · GRAD I · SCHLUSS	HIGH_WORKING	P1003-E0083
oteeary	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0243
oteeeon	1	f17r	HERBAL	PICTURED_PLANT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::PICTURED_PLANT	PFLANZENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0079
oteey	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+EE+Y	DANACH · GRAD II · POSTEN	HIGH_WORKING	P1008-E0361
oto	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+O	DANACH · AUSFÜHRUNG	HIGH_WORKING	P1008-E0354
otokol	1	f88v	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0418
otol	1	f77r	BIOLOGICAL	BATH_OR_OUTLET_STATION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	OT+OL	DANACH · FORTSETZEN	HIGH_WORKING	P1003-E0085
otolaiin	1	f77r	BIOLOGICAL	BATH_OR_OUTLET_STATION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::BATH_OR_OUTLET_STATION	BADSTATIONSNAME	CONCRETE_OWNER_DEFAULT	P1003-E0411
otolam	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0252
otolarol	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1413
otold	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1228
otoldy	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1041
otora	1	f88v	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0459
otorain	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1093
otoram	1	f88v	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0458
otork	1	f77r	BIOLOGICAL	BATH_OR_OUTLET_STATION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::BATH_OR_OUTLET_STATION	BADSTATIONSNAME	CONCRETE_OWNER_DEFAULT	P1003-E0084
otydary	1	f88v	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0555
qkol	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1039
ralal	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0280
saldam	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1176
saloiinsheol	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1182
shar	2	f71v|f72r	CELESTIAL	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	SH+AR	HALTEN · AUSGANG	HIGH_WORKING	P1003-E0645|P1008-E0456
sharam	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0143
shol	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	SH+OL	HALTEN · FORTSETZEN	HIGH_WORKING	P1008-E1231
sholshdy	1	f71v	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1003-E0646
sodar	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	S+O+DA+R	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	HIGH_WORKING	P1008-E1297
soral	1	f77r	BIOLOGICAL	BATH_OR_OUTLET_STATION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::BATH_OR_OUTLET_STATION	BADSTATIONSNAME	CONCRETE_OWNER_DEFAULT	P1003-E0087
sydarary	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1177
y	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	A_EXACT_RUNNING_FORMULA	PORTABLE_ADDRESS_FORMULA	Y	POSTEN	HIGH_WORKING	P1008-E1229
yddy	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1178
yfary	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0453
ykaraiin	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0418
ykocfhy	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1175
ykolairol	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0367
ykyd	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1090
yorain	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1409
ypaiin	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0359
ys	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	C_SHORT_OR_REPEATED_COMPOSITION	PROVISIONAL_ADDRESS_FORMULA	Y+S	POSTEN · WÄHLEN	MEDIUM_CREATIVE	P1008-E0140
ytairal	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0410
ytalshdy	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0133
ytarem	1	f89r	PHARMA	DRUG_OR_INGREDIENT_OBJECT	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::DRUG_OR_INGREDIENT_OBJECT	DROGENNAME	CONCRETE_OWNER_DEFAULT	P1008-E1412
ytoar	1	f72r	CELESTIAL	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	LEARNED_NOMENCLATOR_WHOLE_LABEL	WHOLE_LABEL::STAR_BEARING_RING_POSITION	STERNSTELLENNAME	CONCRETE_OWNER_DEFAULT	P1008-E0455
