event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	visible_owner	owner_status	literal_exact_layer	source_layer	concrete_german_default	confidence	strongest_alternative	contradiction	semantic_ceiling
49	f11r	f11r.4	H3	F008	H3-S003	b2812c8283c3a62438bd	kchy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	gib ihn als Trank	LOW	LOCAL[Filtrat auf die Probengläser verteilen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
50	f11r	f11r.4	H3	F008	H3-S003	b921a237be883a820352	dy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	bei bedrücktem Gemüt und beschwerter Brust	LOW	LOCAL[Farbton und Niederschlag je Glas vermerken]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
51	f11r	f11r.4	H3	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	CARD:MASS?|FORMAL:VORGABEPARAMETER?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	MASS? VORGABEPARAMETER?; keine Wortbedeutung in kleinem örtlichem Maß	MEDIUM	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge je Probenglas buchen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
52	f11r	f11r.7	H3	F009	H3-S004	a48efd6c4491a046ba78	qotchy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	nimm die zurückbehaltenen Blüten	LOW	LOCAL[Blattfraktion H3-R03 als neue Charge eröffnen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
53	f11r	f11r.7	H3	F009	H3-S004	322281bd391aa621f568	okchol	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	erwärme sie in Olivenöl	LOW	LOCAL[Blätter warm in Wasser ausziehen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
54	f11r	f11r.7	H3	F009	H3-S004	e0b630cb1b5df5e7105b	cthy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	CARD:BEREIT?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	BEREIT? bis zum örtlichen Bereitschaftszustand	MEDIUM	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL[Arbeitsstand H3-P02 als bereit markieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
55	f11r	f11r.7	H3	F009	H3-S004	b921a237be883a820352	dy	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	streiche das Öl äußerlich um die Lider ohne das Auge zu berühren	LOW	LOCAL[Blattauszug und Referenzblüte getrennt verwahren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
56	f55v	f55v.5	H4	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	FORMAL:STANDARDSLOT_SETZEN	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	STANDARDSLOT_SETZEN; keine Wortbedeutung setze den ersten Posten an	MEDIUM	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen Standardslot für Blattposten H4-R01 setzen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
57	f55v	f55v.5	H4	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	CARD:MASS?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	MASS? ein örtlich vorgeschriebenes Maß	MEDIUM	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge frischer breiter Blätter buchen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
58	f55v	f55v.5	H4	F010	H4-S001	403c1592f918c8f23b88	ykain	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	breite Bärlauchblätter zerstoße sie	LOW	LOCAL[Blätter waschen und grob schneiden]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
59	f55v	f55v.5	H4	F010	H4-S001	d929a14ec45749b2e805	ykan	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	füge Weißwein hinzu	LOW	LOCAL[Schnittgut in Wasser mazerieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
60	f55v	f55v.5	H4	F010	H4-S001	97cc9ac109148723c472	ody	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	CLOSE; keine Wortbedeutung verschließe das Gefäß und lasse es kühl stehen	LOW	LOCAL[erste Blattflotte absetzen lassen und Feld schließen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
61	f55v	f55v.5	H4	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	CARD:MASS?|FORMAL:VORGABEPARAMETER?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	MASS? VORGABEPARAMETER?; keine Wortbedeutung miss eine Portion des Ansatzes ab	MEDIUM	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge aus H4-P01 abteilen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
62	f55v	f55v.5	H4	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	wringe sie durch Leinwand und lasse sie klar absetzen	LOW	LOCAL[weichen Blattrest aus der Flotte heben]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
63	f55v	f55v.5	H4	F011	H4-S002	e026af581c99322fbd46	talam	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	CLOSE_B3; keine Wortbedeutung verwahre den klaren Auszug	LOW	LOCAL[Rest pressen, Flüssigkeit seihen und beide Fraktionen schließen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
64	f55v	f55v.11	H4	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	wasche eine unreine äußere Wunde	LOW	LOCAL[zweite Blattfraktion H4-R02 eröffnen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
65	f55v	f55v.11	H4	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	mit dem klaren Auszug	LOW	LOCAL[zweite Fraktion mit frischem Wasser waschen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
66	f55v	f55v.11	H4	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	einmal oder nach örtlicher Vorschrift	LOW	LOCAL[Fraktion warm mazerieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
67	f55v	f55v.11	H4	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	CLOSE; keine Wortbedeutung beende diesen Gebrauch	LOW	LOCAL[zweite Blattflotte H4-P03 seihen und schließen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
68	f55v	f55v.11	H4	F013	H4-S004	2f1c5e56e8f0ff459065	aiin	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	CARD:MASS?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	MASS? nimm ein örtliches Maß der zurückbehaltenen Blätter	MEDIUM	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge der zweiten Flotte buchen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
69	f55v	f55v.11	H4	F013	H4-S004	308e8ea2d5d190c498e8	okal	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	FORMAL:LOKALEN_RELATIONSSLOT_SETZEN	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	LOKALEN_RELATIONSSLOT_SETZEN; keine Wortbedeutung lege sie an die bezeichnete äußere Stelle	MEDIUM	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[opaken Relationsslot für Fraktionspaar und Lagergefäß setzen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
70	f55v	f55v.11	H4	F013	H4-S004	204b04837409088c48f9	oltchy	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	erwärme sie gelinde	LOW	LOCAL[erste und zweite Flotte nebeneinander prüfen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
71	f55v	f55v.11	H4	F013	H4-S004	7a4bb8136330ee4e6e56	or	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	CARD:ANSATZ?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	ANSATZ? I002 als zweiten Ansatz führen	MEDIUM	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[zweite Flotte als aktiven Ansatz H4-P03 führen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
72	f55v	f55v.11	H4	F013	H4-S004	b921a237be883a820352	y	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	mische sie mit Honig	LOW	LOCAL[Presskuchen und Flotten als Paarposten etikettieren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
73	f55v	f55v.11	H4	F013	H4-S004	6afeb5c9ab9f6cbdea0d	orain	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	lege den warmen Umschlag frisch auf	LOW	LOCAL[Paarposten H4-P04 bedeckt lagern]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
74	f56r	f56r.5	H5	F014	H5-S001	b9d7b6d68209a9019e7a	chochor	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	vom rundblättrigen abgebildeten unbekannten Pflanze	LOW	LOCAL[Bildbesitzer H5 als drüsiges Feuchtland-Rohlos H5-R01 eröffnen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
75	f56r	f56r.5	H5	F014	H5-S001	2cc054357a929df85f64	cho	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	sammle das ganze oberirdische Kraut im feuchten Moor	LOW	LOCAL[kleine Gesamtpflanzenprobe sammeln]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
76	f56r	f56r.5	H5	F014	H5-S001	0ec6a45e2950e8e7061d	chodaly	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	zu Beginn der Blüte	LOW	LOCAL[feine Wurzel- und Krautfraktion trennen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
77	f56r	f56r.5	H5	F014	H5-S001	2f1c5e56e8f0ff459065	daiin	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	CARD:MASS?|FORMAL:VORGABEPARAMETER?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	MASS? VORGABEPARAMETER?; keine Wortbedeutung nur ein kleines örtliches Maß	MEDIUM	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge der Krautfraktion buchen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
78	f56r	f56r.7	H5	F015	H5-S001	2cc054357a929df85f64	sho	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	zerstoße die frischen klebrigen Blätter	LOW	LOCAL[Krautfraktion in wenig Wasser einweichen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
79	f56r	f56r.7	H5	F015	H5-S001	893c570f3fa3fce99711	kchol	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	lege sie auf	LOW	LOCAL[weiches Material quetschen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
80	f56r	f56r.7	H5	F015	H5-S001	10488b911aae52b3b334	otchor	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	eine einzelne Warze oder ein Hühnerauge	LOW	LOCAL[klebrige Flüssigkeit als Prüfcharge H5-P01 auffangen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
81	f56r	f56r.7	H5	F015	H5-S001	276a7c2d74d1143446f4	choky	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	CARD:ANWENDEN?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	ANWENDEN? nur kurz anwenden	MEDIUM	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfcharge H5-P01 auf Prüffläche H5-T01 einsetzen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
82	f56r	f56r.7	H5	F015	H5-S001	dd0ecaf5e27d81befffc	dal	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	CARD:ZIEL?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	ZIEL? an der örtlich bezeichneten Hautstelle	MEDIUM	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL[Zieladresse H5-T01 nach dem Auftrag im Register festhalten]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
83	f56r	f56r.8	H5	F016	H5-S002	d665560c8ff80799a82c	schol	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	nimm die Auflage wieder ab	LOW	LOCAL[H5-P01 als aktive Charge wieder aufnehmen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
84	f56r	f56r.8	H5	F016	H5-S002	c10aec6d4dd877ec8bd8	choy	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	wasche die Stelle mit Wasser	LOW	LOCAL[zweite Prüffläche H5-T02 bereitstellen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
85	f56r	f56r.8	H5	F016	H5-S002	276a7c2d74d1143446f4	choky	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	CARD:ANWENDEN?	KNOWN_CARD_OR_FORMAL_PLUS_CONTEXT	ANWENDEN? wiederhole den Gebrauch nur falls vertragen	MEDIUM	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Charge auf H5-T02 einsetzen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
86	f56r	f56r.8	H5	F016	H5-S002	95987d6f198d6d247511	cheeckhody	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	CLOSE; keine Wortbedeutung beende die äußere Anwendung	LOW	LOCAL[beschichtete Prüffläche lufttrocknen lassen und schließen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
87	f56r	f56r.12	H5	F017	H5-S003	ad3581d3144f69a5912d	sh	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	nimm vom übrigen Kraut die blühenden Stiele	LOW	LOCAL[Kopf- oder Knospenfraktion H5-R02 eröffnen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
88	f56r	f56r.12	H5	F017	H5-S003	2cc054357a929df85f64	cho	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	trockne sie im Schatten	LOW	LOCAL[schmale Blattfraktion H5-R03 getrennt einführen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
89	f56r	f56r.12	H5	F017	H5-S003	b74e9e65637b7c8538dd	kchey	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	zerreibe sie grob	LOW	LOCAL[beide Fraktionen mit Loszeichen versehen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
90	f56r	f56r.12	H5	F017	H5-S003	1322bc176443fc2a8a86	qokokchy	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	verwahre sie trocken	LOW	LOCAL[beide im Schatten trocknen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
91	f56r	f56r.13	H5	F018	H5-S004	9ad66e67803a12e745de	okchy	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	setze daraus einen schwachen Auszug an	LOW	LOCAL[getrocknete Blattfraktion H5-R03 wieder aufnehmen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
92	f56r	f56r.13	H5	F018	H5-S004	087a47b5423438cd6b6a	chokcheo	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	mit mildem Wein	LOW	LOCAL[Lagerfach H5-T04 zuweisen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
93	f56r	f56r.13	H5	F018	H5-S004	75a523fcf039b006f97b	kchal	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	seihe ihn durch ein Tuch	LOW	LOCAL[Fraktion trocken im Lagerfach verwahren]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
94	f56r	f56r.18	H5	F019	H5-S005	2cc054357a929df85f64	sho	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	füge Honig hinzu	LOW	LOCAL[frischen Pflanzenrest H5-R04 als neue Arbeitscharge einführen]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
95	f56r	f56r.18	H5	F019	H5-S005	9ad66e67803a12e745de	chokchy	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	erwärme gelinde	LOW	LOCAL[Rest mit wenig Wasser wieder anfeuchten]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
96	f56r	f56r.18	H5	F019	H5-S005	c71c72da4e09e0833392	kchoar	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	EXACT_CARD:EXEMPLAR_VALUE_UNKNOWN	TYPED_MASTER_EXEMPLAR_CONTENT	gib den Auszug als Brusttrank	LOW	LOCAL[Rest zu gleichmäßiger Klebmasse arbeiten]	plant species, selected part, medium, operation and use are not fixed by the image or exact card	CREATIVE_CONTEXT_DEFAULT_NOT_WORD_OR_PLAINTEXT
