event_serial	page	locus	record_unit_id	field_id	statement_id	event_ordinal_in_field	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	parse_status	selected_exact_mnemonic	strict_formal_prompt	event_template	literal_exact_card_formal_exemplar_layer	whole_plant_owner	owner_status	owner_confidence	concrete_technical_default	default_layer	register_effect_in_creative_template	technical_default_confidence	strongest_medical_rival	contradiction	semantic_ceiling
22	f10r	f10r.6	H2	F003	H2-S001	8	2f1c5e56e8f0ff459065	taiin	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	MASS?	NONE	PARAMETER_ASSIGN	E22:[TUPLE:2f1c5e56e8f0ff459065;SURFACE_DISPLAY_ONLY:taiin;FORMULA:OPAQUE_PAYLOAD;CARD:MASS?;PROMPT:NONE;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:[CARD:MASS?];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Trage für die Pressfraktion ein örtliches Maß ein.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	MEASURE:=EXEMPLAR_VALUE	0.44	MEDICAL_RIVAL: Dosis-, Dauer- oder Mengenangabe in einem Heilrezept.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
23	f10r	f10r.6	H2	F003	H2-S001	9	b921a237be883a820352	shy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E23:[TUPLE:b921a237be883a820352;SURFACE_DISPLAY_ONLY:shy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Lege den Presskuchen als getrennten Vergleichsposten zurück.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
24	f10r	f10r.8	H2	F004	H2-S002	1	10488b911aae52b3b334	qotchor	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E24:[TUPLE:10488b911aae52b3b334;SURFACE_DISPLAY_ONLY:qotchor;FORMULA:FRAME_OT(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Öffne den Presskuchen als ersten Vergleichsposten wieder.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
25	f10r	f10r.8	H2	F004	H2-S002	2	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	ANSATZ?	NONE	LINK_ACTIVE	E25:[TUPLE:7a4bb8136330ee4e6e56;SURFACE_DISPLAY_ONLY:chor;FORMULA:OPAQUE_PAYLOAD;CARD:ANSATZ?;PROMPT:NONE;TEMPLATE:LINK_ACTIVE;FROZEN_V72_SEGMENT:[CARD:ANSATZ?];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Setze daraus eine erste Waschcharge an.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	PREVIOUS:=ACTIVE;ACTIVE:=EXEMPLAR_OR_LINKED_LOCAL_BATCH	0.44	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
26	f10r	f10r.8	H2	F004	H2-S002	3	497cbd9c7401810ff56b	otol	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E26:[TUPLE:497cbd9c7401810ff56b;SURFACE_DISPLAY_ONLY:otol;FORMULA:FRAME_OT(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Gib eine abgemessene Menge Wasser zur Waschcharge.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
27	f10r	f10r.8	H2	F004	H2-S002	4	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	UNIQUE_FORMAL_ONLY	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	E27:[TUPLE:dcda95c81a5460feb191;SURFACE_DISPLAY_ONLY:chol;FORMULA:FRAME_O(LINK);CARD:UNKNOWN;PROMPT:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;TEMPLATE:LINK_ACTIVE;FROZEN_V72_SEGMENT:[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Verknüpfe die Waschcharge mit dem aktiven H2-Los.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	PREVIOUS:=ACTIVE;ACTIVE:=EXEMPLAR_OR_LINKED_LOCAL_BATCH	0.44	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
28	f10r	f10r.8	H2	F004	H2-S002	5	dec401773c1f0347793d	cholor	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	VORIGES?	NONE	SELECT_PREVIOUS	E28:[TUPLE:dec401773c1f0347793d;SURFACE_DISPLAY_ONLY:cholor;FORMULA:OPAQUE_PAYLOAD;CARD:VORIGES?;PROMPT:NONE;TEMPLATE:SELECT_PREVIOUS;FROZEN_V72_SEGMENT:[CARD:VORIGES?];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Stelle die vorherige Pressflüssigkeit daneben, ohne auf H1 zurückzugreifen.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	ACTIVE:=PREVIOUS_WITHIN_CURRENT_RECORD	0.47	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
29	f10r	f10r.8	H2	F004	H2-S002	6	dcda95c81a5460feb191	chol	FRAME_O(LINK)	NONCLOSE	UNIQUE_FORMAL_ONLY	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	E29:[TUPLE:dcda95c81a5460feb191;SURFACE_DISPLAY_ONLY:chol;FORMULA:FRAME_O(LINK);CARD:UNKNOWN;PROMPT:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;TEMPLATE:LINK_ACTIVE;FROZEN_V72_SEGMENT:[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Buche beide Fraktionen unter demselben recordlokalen Vergleich.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	PREVIOUS:=ACTIVE;ACTIVE:=EXEMPLAR_OR_LINKED_LOCAL_BATCH	0.44	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
30	f10r	f10r.8	H2	F004	H2-S002	7	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_CONVERGENT_CHANNELS	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	E30:[TUPLE:2f1c5e56e8f0ff459065;SURFACE_DISPLAY_ONLY:daiin;FORMULA:OPAQUE_PAYLOAD;CARD:MASS?;PROMPT:VORGABEPARAMETER?;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Gib beiden Fraktionen das gleiche Prüfmaß.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	MEASURE:=EXEMPLAR_VALUE	0.44	MEDICAL_RIVAL: Dosis-, Dauer- oder Mengenangabe in einem Heilrezept.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
31	f10r	f10r.8	H2	F004	H2-S002	8	4d4559019a961b834aa1	dar	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E31:[TUPLE:4d4559019a961b834aa1;SURFACE_DISPLAY_ONLY:dar;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Notiere, welche der beiden Fraktionen nach dem Stehen klarer bleibt.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
32	f10r	f10r.9	H2	F005	H2-S003	1	27d97af8c96eb056c2e6	oykchor	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E32:[TUPLE:27d97af8c96eb056c2e6;SURFACE_DISPLAY_ONLY:oykchor;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Seihe die erste Waschcharge durch ein frisches Tuch.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
33	f10r	f10r.9	H2	F005	H2-S003	2	7a4bb8136330ee4e6e56	shor	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	ANSATZ?	NONE	LINK_ACTIVE	E33:[TUPLE:7a4bb8136330ee4e6e56;SURFACE_DISPLAY_ONLY:shor;FORMULA:OPAQUE_PAYLOAD;CARD:ANSATZ?;PROMPT:NONE;TEMPLATE:LINK_ACTIVE;FROZEN_V72_SEGMENT:[CARD:ANSATZ?];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Setze die geseihte Flüssigkeit als zweite Charge des H2-Loses an.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	PREVIOUS:=ACTIVE;ACTIVE:=EXEMPLAR_OR_LINKED_LOCAL_BATCH	0.44	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
34	f10r	f10r.9	H2	F005	H2-S003	3	7a4bb8136330ee4e6e56	chor	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	ANSATZ?	NONE	LINK_ACTIVE	E34:[TUPLE:7a4bb8136330ee4e6e56;SURFACE_DISPLAY_ONLY:chor;FORMULA:OPAQUE_PAYLOAD;CARD:ANSATZ?;PROMPT:NONE;TEMPLATE:LINK_ACTIVE;FROZEN_V72_SEGMENT:[CARD:ANSATZ?];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Setze ihren Bodensatz als getrennten Arbeitsansatz an.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	PREVIOUS:=ACTIVE;ACTIVE:=EXEMPLAR_OR_LINKED_LOCAL_BATCH	0.44	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
35	f10r	f10r.9	H2	F005	H2-S003	4	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E35:[TUPLE:b921a237be883a820352;SURFACE_DISPLAY_ONLY:chy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Spüle diesen Bodensatz genau einmal nach.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
36	f10r	f10r.9	H2	F005	H2-S003	5	409de02322e7b2ca0c62	kaiiin	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E36:[TUPLE:409de02322e7b2ca0c62;SURFACE_DISPLAY_ONLY:kaiiin;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR CONDITION];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Lasse beide Flüssigkeiten stehen, bis sich Feststoff absetzt.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
37	f10r	f10r.9	H2	F005	H2-S003	6	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E37:[TUPLE:b921a237be883a820352;SURFACE_DISPLAY_ONLY:dy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Gieße die obere Flüssigkeit vorsichtig vom Satz ab.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
38	f10r	f10r.9	H2	F005	H2-S003	7	834825c61d048a6b5628	chodaiin	FRAME_O(OPAQUE_PAYLOAD + <ARG_AIIN>)	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E38:[TUPLE:834825c61d048a6b5628;SURFACE_DISPLAY_ONLY:chodaiin;FORMULA:FRAME_O(OPAQUE_PAYLOAD + <ARG_AIIN>);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	PAGE_OWNER_ONLY	0.76	Trockne und lagere den verbleibenden Pressstoff als Referenzrest.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Vorratshaltung eines heilkundlich bestimmten Pflanzenanteils.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
39	f11r	f11r.1	H3	F006	H3-S001	1	953ad19b79517fc8a211	tshol	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E39:[TUPLE:953ad19b79517fc8a211;SURFACE_DISPLAY_ONLY:tshol;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR CONDITION];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Eröffne ein frühlingszeitlich genommenes Los der ganzen f11r-Bildpflanze.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
40	f11r	f11r.1	H3	F006	H3-S001	2	428a5e3662aa57b4b256	schoal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E40:[TUPLE:428a5e3662aa57b4b256;SURFACE_DISPLAY_ONLY:schoal;FORMULA:OPAQUE_PAYLOAD + <ARG_AL>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Wähle daraus eine kleine unterirdische Probe.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
41	f11r	f11r.1	H3	F006	H3-S001	3	bdad9f9ea8b80f141496	cfhy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E41:[TUPLE:bdad9f9ea8b80f141496;SURFACE_DISPLAY_ONLY:cfhy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Zerkleinere die Probe unmittelbar nach der Entnahme.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
42	f11r	f11r.1	H3	F006	H3-S001	4	a8af08e69edab8e54f15	shfydaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E42:[TUPLE:a8af08e69edab8e54f15;SURFACE_DISPLAY_ONLY:shfydaiin;FORMULA:OPAQUE_PAYLOAD + <ARG_AIIN>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Zerdrücke sie und presse sie durch ein grobes Tuch.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
