rank_class	local_code	surface	register	old_drawer	events	loci	physical_pages	visible_owner_or_default_de	old_recipe	revised_recipe	atomic_reading_de	register_short_reading_de	mechanism	decision	same_surface_other_codes	local_contexts	apprentice_rule_de
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W008	qkoy	ZODIAC	COPIED_WORKSHOP_CARD	1	f67r2.72	f67r2	lies den im Muster bezeichneten Ringwert Z-W008	WHOLE[qkoy]	CARRIER_Q+K+O+Y	ZUORDNEN/ZUGEBEN · GANG · DIESER POSTEN	ZUORDNEN/ZUGEBEN · GANG · DIESER POSTEN	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	NONE	ydaiin > [qkoy] > ydaiin	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W009	qsg	ZODIAC	COPIED_WORKSHOP_CARD	1	f67r2.43	f67r2	lies den im Muster bezeichneten Ringwert Z-W009	WHOLE[qsg]	CARRIER_Q+S+G_LABEL	KONTEXT/PROBE · G-KENNZEICHEN	KONTEXT/PROBE · G-KENNZEICHEN	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	NONE	os > [qsg] > <END>	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W001	saiir	ZODIAC	COPIED_WORKSHOP_CARD	1	f69v.20	f69v	lies den im Muster bezeichneten Ringwert Z-W001	WHOLE[saiir]	S+AIIN+R	KONTEXT/PROBE · SOLL-MASS · MARKIERTER ZUSTAND	KONTEXT/PROBE · SOLL-MASS · MARKIERTER ZUSTAND	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	NONE	<START> > [saiir] > <END>	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W010	soraiir	ZODIAC	COPIED_WORKSHOP_CARD	1	f67r2.17	f67r2	lies den im Muster bezeichneten Ringwert Z-W010	WHOLE[soraiir]	S+OR+AIIN+R	KONTEXT/PROBE · ANSATZ/EINTRAG · SOLL-MASS · MARKIERTER ZUSTAND	KONTEXT/PROBE · ANSATZ/EINTRAG · SOLL-MASS · MARKIERTER ZUSTAND	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	NONE	otchey > [soraiir] > dy	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W018	tey	ZODIAC	COPIED_WORKSHOP_CARD	1	f69v.1	f69v	lies den im Muster bezeichneten Ringwert Z-W018	WHOLE[tey]	T+E+Y	BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN	BEARBEITEN/MARKIEREN · KURZ · DIESER POSTEN	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	NONE	o > [tey] > otokeeey	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W002	ykeydy	ZODIAC	COPIED_WORKSHOP_CARD	1	f69v.17	f69v	lies den im Muster bezeichneten Ringwert Z-W002	WHOLE[ykeydy]	Y+K+E+Y+DY	DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · DIESER POSTEN · SCHLUSS	DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · DIESER POSTEN · SCHLUSS	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	NONE	<START> > [ykeydy] > <END>	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W011	yky	ZODIAC	COPIED_WORKSHOP_CARD	1	f68r1.5	f68r1	lies den im Muster bezeichneten Ringwert Z-W011	WHOLE[yky]	Y+K+Y	DIESER POSTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	DIESER POSTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	NONE	<START> > [yky] > <END>	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W012	yteody	ZODIAC	COPIED_WORKSHOP_CARD	1	f68r1.2	f68r1	lies den im Muster bezeichneten Ringwert Z-W012	WHOLE[yteody]	Y+T+E+O+DY	DIESER POSTEN · BEARBEITEN/MARKIEREN · KURZ · GANG · SCHLUSS	DIESER POSTEN · BEARBEITEN/MARKIEREN · KURZ · GANG · SCHLUSS	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	NONE	cheeteey > [yteody] > chpor	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W013	yto	ZODIAC	COPIED_WORKSHOP_CARD	1	f67r2.26	f67r2	lies den im Muster bezeichneten Ringwert Z-W013	WHOLE[yto]	Y+T+O	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	Z-W019	yteoor > [yto] > ykor	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W019	yto	ZODIAC	COPIED_WORKSHOP_CARD	1	f69v.1	f69v	lies den im Muster bezeichneten Ringwert Z-W019	WHOLE[yto]	Y+T+O	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	Z-W013	chees > [yto] > odair	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W003	ytody	ZODIAC	COPIED_WORKSHOP_CARD	1	f69v.10	f69v	lies den im Muster bezeichneten Ringwert Z-W003	WHOLE[ytody]	Y+T+O+DY	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG · SCHLUSS	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG · SCHLUSS	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	Z-W014	<START> > [ytody] > <END>	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
3_REPAIRED_COMPOSED_WORKSHOP_CARD	Z-W014	ytody	ZODIAC	COPIED_WORKSHOP_CARD	1	f67r2.29	f67r2	lies den im Muster bezeichneten Ringwert Z-W014	WHOLE[ytody]	Y+T+O+DY	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG · SCHLUSS	DIESER POSTEN · BEARBEITEN/MARKIEREN · GANG · SCHLUSS	EXISTING_COMPONENT_RECIPE	REMOVE_FROM_WHOLE_CARD_DRAWER	Z-W003	<START> > [ytody] > saiin	Baue die Karte aus dem kurzen Werkstattrezept; kopiere sie nicht mehr als Ganzwort.
