event_id	page	record	statement_id	locus	owner_de	owner_renderer_tray	semantic_family	component_recipe	semantic_reading_de	exact_subfamilies	exact_card_selection_layer	default_exact_card	observed_exact_card	card_default_correct	surface_selection_layer	default_surface	observed_surface	surface_default_correct	exception_kind	final_copy_instruction_de
E070	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM048	OL+T+Y	FORTSETZEN · EINTRAGEN · DIES	1	UNIQUE_EXACT_CARD	PROC049	PROC049	YES	GLOBAL_CARD_FORM	oltchy	oltchy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E071	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM015	OR	ANSATZ	1	UNIQUE_EXACT_CARD	PROC016	PROC016	YES	CONTEXT_WRAPPER_RULE	or	or	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E072	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	OWNER_CARD_DEFAULT	y	y	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E073	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	OT03	SEM049	OR+AIN	ANSATZ · PORTION	1	UNIQUE_EXACT_CARD	PROC050	PROC050	YES	GLOBAL_CARD_FORM	orain	orain	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E074	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM050	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	1	UNIQUE_EXACT_CARD	PROC051	PROC051	YES	GLOBAL_CARD_FORM	chochor	chochor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E075	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM051	HO	ZUTAT	1	UNIQUE_EXACT_CARD	PROC052	PROC052	YES	GLOBAL_CARD_FORM	cho	cho	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E076	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM052	HO+AL+Y	ZUTAT · ZIEL · DIES	1	UNIQUE_EXACT_CARD	PROC053	PROC053	YES	GLOBAL_CARD_FORM	chodaly	chodaly	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E077	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	GLOBAL_CARD_FORM	daiin	daiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E078	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM051	HO	ZUTAT	1	UNIQUE_EXACT_CARD	PROC052	PROC052	YES	GLOBAL_CARD_FORM	sho	sho	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E079	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM053	K+OL	ZUDOSIEREN · FORTSETZEN	1	UNIQUE_EXACT_CARD	PROC054	PROC054	YES	GLOBAL_CARD_FORM	kchol	kchol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E080	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM019	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	1	UNIQUE_EXACT_CARD	PROC020	PROC020	YES	GLOBAL_CARD_FORM	otchor	otchor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E081	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM008	OK+Y	ANSETZEN · DIES	2	LOCUS_BOUNDARY_PRIOR	PROC008	PROC008	YES	GLOBAL_CARD_FORM	choky	choky	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E082	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM054	AL	ZIEL	1	UNIQUE_EXACT_CARD	PROC055	PROC055	YES	GLOBAL_CARD_FORM	dal	dal	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E083	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM033	RESUME_CARD	WIEDERAUFNEHMEN	1	UNIQUE_EXACT_CARD	PROC034	PROC034	YES	OWNER_CARD_DEFAULT	schol	schol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E084	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM055	HO+Y	ZUTAT · DIES	1	UNIQUE_EXACT_CARD	PROC056	PROC056	YES	GLOBAL_CARD_FORM	choy	choy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E085	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM008	OK+Y	ANSETZEN · DIES	2	LOCUS_BOUNDARY_PRIOR	PROC008	PROC008	YES	GLOBAL_CARD_FORM	choky	choky	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E086	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM056	CH+EE+CKH+O+DY	ABNEHMEN · LANG · DURCHLASS · GANG · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC057	PROC057	YES	GLOBAL_CARD_FORM	cheeckhody	cheeckhody	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E087	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM057	SH	HALTEN	1	UNIQUE_EXACT_CARD	PROC058	PROC058	YES	GLOBAL_CARD_FORM	sh	sh	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E088	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM051	HO	ZUTAT	1	UNIQUE_EXACT_CARD	PROC052	PROC052	YES	GLOBAL_CARD_FORM	cho	cho	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E089	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM058	K+E+Y	ZUDOSIEREN · KURZ · DIES	1	UNIQUE_EXACT_CARD	PROC059	PROC059	YES	GLOBAL_CARD_FORM	kchey	kchey	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E090	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM059	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	1	UNIQUE_EXACT_CARD	PROC060	PROC060	YES	GLOBAL_CARD_FORM	qokokchy	qokokchy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E091	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM008	OK+Y	ANSETZEN · DIES	2	LOCUS_BOUNDARY_PRIOR	PROC011	PROC011	YES	GLOBAL_CARD_FORM	okchy	okchy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E092	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM060	OK+CH+E+O	ANSETZEN · ABNEHMEN · KURZ · GANG	1	UNIQUE_EXACT_CARD	PROC061	PROC061	YES	GLOBAL_CARD_FORM	chokcheo	chokcheo	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E093	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM061	K+AL	ZUDOSIEREN · ZIEL	1	UNIQUE_EXACT_CARD	PROC062	PROC062	YES	GLOBAL_CARD_FORM	kchal	kchal	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E094	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM051	HO	ZUTAT	1	UNIQUE_EXACT_CARD	PROC052	PROC052	YES	GLOBAL_CARD_FORM	sho	sho	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E095	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM008	OK+Y	ANSETZEN · DIES	2	BOUNDARY_CARD_OVERRIDE	PROC008	PROC011	NO	OWNER_CARD_DEFAULT	chokchy	chokchy	YES	CARD_SUBFAMILY_OVERRIDE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E096	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM062	K+HO+AR	ZUDOSIEREN · ZUTAT · QUELLE	1	UNIQUE_EXACT_CARD	PROC063	PROC063	YES	GLOBAL_CARD_FORM	kchoar	kchoar	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E097	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM063	OT+O+AIN	DANACH · GANG · PORTION	1	UNIQUE_EXACT_CARD	PROC064	PROC064	YES	GLOBAL_CARD_FORM	sotodan	sotodan	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E098	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM035	OT+Y	DANACH · DIES	2	OWNER_RECORD_SUBFAMILY	PROC065	PROC065	YES	GLOBAL_CARD_FORM	otchey	otchey	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E099	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM064	K+E+OL	ZUDOSIEREN · KURZ · FORTSETZEN	1	UNIQUE_EXACT_CARD	PROC066	PROC066	YES	GLOBAL_CARD_FORM	keol	keol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E100	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	OT04	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	GLOBAL_CARD_FORM	daiin	daiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E101	f81v	B1	B1-S001	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM065	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC067	PROC067	YES	GLOBAL_CARD_FORM	qokedy	qokedy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E102	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM037	OK+AIIN	ANSETZEN · MASS	1	UNIQUE_EXACT_CARD	PROC038	PROC038	YES	OWNER_CARD_DEFAULT	okaiin	okaiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E103	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM066	K+AIR	ZUDOSIEREN · LAUF	1	UNIQUE_EXACT_CARD	PROC068	PROC068	YES	GLOBAL_CARD_FORM	kair	kair	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E104	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM047	OK+AL	ANSETZEN · ZIEL	1	UNIQUE_EXACT_CARD	PROC048	PROC048	YES	OWNER_CARD_DEFAULT	okal	okal	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E105	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM003	AR	QUELLE	1	UNIQUE_EXACT_CARD	PROC003	PROC003	YES	OWNER_CARD_DEFAULT	sar	sar	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E106	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	GLOBAL_CARD_FORM	ol	ol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E107	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM067	K+AIN	ZUDOSIEREN · PORTION	1	UNIQUE_EXACT_CARD	PROC069	PROC069	YES	GLOBAL_CARD_FORM	kain	kain	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E108	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM068	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	1	UNIQUE_EXACT_CARD	PROC070	PROC070	YES	GLOBAL_CARD_FORM	olkain	olkain	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E109	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM054	AL	ZIEL	1	UNIQUE_EXACT_CARD	PROC055	PROC055	YES	OWNER_CARD_DEFAULT	al	al	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E110	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	GLOBAL_CARD_FORM	ol	ol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E111	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM069	R+OL	KUEHLEN · FORTSETZEN	1	UNIQUE_EXACT_CARD	PROC071	PROC071	YES	GLOBAL_CARD_FORM	rol	rol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E112	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM070	L	WEITERLEITEN	1	UNIQUE_EXACT_CARD	PROC072	PROC072	YES	GLOBAL_CARD_FORM	dl	dl	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E113	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM021	OL+OR	FORTSETZEN · ANSATZ	1	UNIQUE_EXACT_CARD	PROC022	PROC022	YES	GLOBAL_CARD_FORM	olor	olor	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E114	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	GLOBAL_CARD_FORM	ol	ol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E115	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM071	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	1	UNIQUE_EXACT_CARD	PROC073	PROC073	YES	GLOBAL_CARD_FORM	sheckhal	sheckhal	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E116	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	GLOBAL_CARD_FORM	daiin	daiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E117	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM072	OK+EE+AL	ANSETZEN · LANG · ZIEL	1	UNIQUE_EXACT_CARD	PROC074	PROC074	YES	GLOBAL_CARD_FORM	qokeedal	qokeedal	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E118	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM009	AIIN	MASS	1	UNIQUE_EXACT_CARD	PROC009	PROC009	YES	GLOBAL_CARD_FORM	daiin	daiin	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E119	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM073	CKH+Y	DURCHLASS · DIES	1	UNIQUE_EXACT_CARD	PROC075	PROC075	YES	GLOBAL_CARD_FORM	chckhy	chckhy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E120	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM074	CHD+DY	UMSETZEN · SCHLUSS	2	BOUNDARY_CARD_OVERRIDE	PROC094	PROC076	NO	GLOBAL_CARD_FORM	schedy	schedy	YES	CARD_SUBFAMILY_OVERRIDE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E121	f81v	B1	B1-S003	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	OWNER_CARD_DEFAULT	qol	qol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E122	f81v	B1	B1-S003	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM075	SH+K+CHD+DY	HALTEN · ZUDOSIEREN · UMSETZEN · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC077	PROC077	YES	GLOBAL_CARD_FORM	sshkchdy	sshkchdy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E123	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM041	CHD+Y	UMSETZEN · DIES	2	LOCUS_BOUNDARY_PRIOR	PROC042	PROC042	YES	GLOBAL_CARD_FORM	chedy	chedy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E124	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	GLOBAL_CARD_FORM	ol	ol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E125	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM076	SHED+DY	ABSETZEN · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC078	PROC078	YES	GLOBAL_CARD_FORM	shedy	shedy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E126	f81v	B1	B1-S005	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM077	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC079	PROC079	YES	GLOBAL_CARD_FORM	qolchedy	qolchedy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E127	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM078	OK+AIN	ANSETZEN · PORTION	1	UNIQUE_EXACT_CARD	PROC080	PROC080	YES	GLOBAL_CARD_FORM	qokain	qokain	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E128	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM073	CKH+Y	DURCHLASS · DIES	1	UNIQUE_EXACT_CARD	PROC075	PROC075	YES	OWNER_CARD_DEFAULT	shckhy	shckhy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E129	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM070	L	WEITERLEITEN	1	UNIQUE_EXACT_CARD	PROC072	PROC072	YES	GLOBAL_CARD_FORM	dl	dl	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E130	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM079	R+AL	KUEHLEN · ZIEL	1	UNIQUE_EXACT_CARD	PROC081	PROC081	YES	GLOBAL_CARD_FORM	ral	ral	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E131	f81v	B1	B1-S007	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	BOUNDARY_CARD_OVERRIDE	PROC091	PROC082	NO	GLOBAL_CARD_FORM	qokchdy	qokchdy	YES	CARD_SUBFAMILY_OVERRIDE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E132	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM018	Y	DIES	1	UNIQUE_EXACT_CARD	PROC019	PROC019	YES	GLOBAL_CARD_FORM	chey	chey	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E133	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	GLOBAL_CARD_FORM	ol	ol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E134	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM081	CHK+E+Y	WAERMEN · KURZ · DIES	1	UNIQUE_EXACT_CARD	PROC083	PROC083	YES	GLOBAL_CARD_FORM	cheky	cheky	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E135	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM012	OL	FORTSETZEN	2	OWNER_RECORD_SUBFAMILY	PROC013	PROC013	YES	GLOBAL_CARD_FORM	ol	ol	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E136	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM076	SHED+DY	ABSETZEN · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC078	PROC078	YES	GLOBAL_CARD_FORM	shedy	shedy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E137	f81v	B1	B1-S009	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM065	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC067	PROC067	YES	GLOBAL_CARD_FORM	qokedy	qokedy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
E138	f81v	B1	B1-S010	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OT05	SEM065	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	1	UNIQUE_EXACT_CARD	PROC067	PROC067	YES	GLOBAL_CARD_FORM	qokedy	qokedy	YES	NONE	Bedeutungsfamilie lesen; Unterkarte waehlen; Renderer anwenden; gegebenenfalls lokalen Ausnahmezettel vorziehen.
