identity	house_surface	component_recipe	short_value_de	marks	orders	order_count	sections	apprentice_action
PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · EIN KURZER ARBEITSGANG · BEREITEN · UMSETZEN · POSTEN	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC137	chary	AR+Y	QUELLE · POSTEN	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC138	okair	OK+AIR	ANSETZEN · WASSER	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC139	sheedy	SH+EE+DY	HALTEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC140	lo	L+O	LEITEN · ARBEITSGANG	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC142	shedal	SHED+AL	STEHENLASSEN · ZIELSTELLE	2	WH03,WH05	2	HOW	READ_SHARED_CORE
PROC143	shecthy	SH+E+CTH+Y	HALTEN · EIN KURZER ARBEITSGANG · BEREITEN · POSTEN	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC144	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC145	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	2	WH03	1	HOW	COPY_LOCAL_MODEL
PROC146	cheedar	EE+AR	DREI KURZE ARBEITSGAENGE · QUELLE	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC147	chldaiin	L+AIIN	LEITEN · EIN KLEINER SCHOEPFBECHER	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC148	chealror	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC149	cheeety	EEE+T+Y	BIS DER GANZE POSTEN ERFASST IST · BEARBEITEN · POSTEN	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC150	schedair	CHD+AIR	DAS WASSER UMSETZEN	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC151	chedain	CHD+AIN	UMSETZEN · EIN ABGEGRENZTER TEIL	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC152	qotedaiin	OT+E+AIIN	DANACH · EIN KURZER ARBEITSGANG · EIN KLEINER SCHOEPFBECHER	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC153	olsaly	OL+AL+Y	WEITER · ZIELSTELLE · POSTEN	1	WH03	1	HOW	COPY_LOCAL_MODEL
PROC154	qolchey	OL+Y	WEITER · POSTEN	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · POSTEN · BEFESTIGEN · SCHLUSS	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC156	dain	AIN	EIN ABGEGRENZTER TEIL	2	WH04,WH06	2	HOW	READ_SHARED_CORE
PROC157	sheey	SH+EE+Y	HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC158	okeeol	OK+EE+OL	ANSETZEN · DREI KURZE ARBEITSGAENGE · WEITER	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC159	lkedy	L+K+E+DY	KURZ WEITERLEITEN UND SCHLIESSEN	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC160	qokol	OK+OL	ANSETZEN · WEITER	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC161	qockhey	O+CKH+E+Y	DEN POSTEN KURZ DURCH DEN DURCHLASS FUEHREN	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC162	dairydy	AIR+Y+DY	WASSER · POSTEN · SCHLUSS	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC163	chckhal	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC164	solkey	SOLK+E+Y	SAMMELN · EIN KURZER ARBEITSGANG · POSTEN	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC165	skar	K+AR	AUS DER QUELLE ZUGEBEN	1	WH04	1	HOW	COPY_LOCAL_MODEL
PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	WH05	1	HOW	COPY_LOCAL_MODEL
PROC167	lol	L+OL	VON DORT WEITERLEITEN	1	WH05	1	HOW	COPY_LOCAL_MODEL
PROC168	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	1	WH05	1	HOW	COPY_LOCAL_MODEL
PROC169	daiiin	DA+IIN	ZWEI · EINE EINGESTELLTE ARBEITSSTUFE	1	WH05	1	HOW	COPY_LOCAL_MODEL
PROC170	solkeey	SOLK+EE+Y	SAMMELN · DREI KURZE ARBEITSGAENGE · POSTEN	1	WH06	1	HOW	COPY_LOCAL_MODEL
PROC171	qekey	E+K+E+Y	EIN KURZER ARBEITSGANG · ZUGEBEN · EIN KURZER ARBEITSGANG · POSTEN	1	WH06	1	HOW	COPY_LOCAL_MODEL
PROC172	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · POSTEN	1	WH06	1	HOW	COPY_LOCAL_MODEL
PROC173	ldalor	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	1	WH06	1	HOW	COPY_LOCAL_MODEL
