target_recipe	target_is_exact_catalog_key	target_identity_route	observed_context_robustness	sampled_context_count	green_context_count	amber_context_count	stop_context_count	stop_factor_rules	deck_instruction	gdt450_false_safe_regression_target	advisory_can_override_live_execution
CARRIER_Q+O+CH+CHD+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	2	0	0	2	PAIR:CH>CHD	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CH+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	7	0	0	7	PAIR:CH>CHD	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CH+E+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+EE	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+EE+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+EE+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+EE+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+EE+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+EEE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	4	4	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+K+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+K+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+K+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+K+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+K+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+K+OT	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+OK+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	1	0	1	0	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	NO	NO
CARRIER_Q+O+CH+OK+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	3	0	3	0	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	NO	NO
CARRIER_Q+O+CH+OK+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	2	0	2	0	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	NO	NO
CARRIER_Q+O+CH+OK+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_READABLE_WITH_AMBER	1	0	1	0	NONE	REISSUE_CONTEXT_CERTIFICATE__AMBER_POSSIBLE	NO	NO
CARRIER_Q+O+CH+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	5	5	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+OL+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+OL+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+P+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+P+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	4	4	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+P+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+R+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+R+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+R+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+R+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+S+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+S+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+S+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+S+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+SH+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	2	0	0	2	PAIR:CH>SH	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CH+SH+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	1	0	0	1	PAIR:CH>SH	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CH+SH+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	3	0	0	3	PAIR:CH>SH	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CH+SH+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	2	0	0	2	PAIR:CH>SH	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CH+SH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	1	0	0	1	PAIR:CH>SH	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CH+T+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+E+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+E+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+E+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+EEE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	5	5	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+OL+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+OL+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+OL+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+OT+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	4	4	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+Y+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+T+Y+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	4	4	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+Y+EE	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CH+Y+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CHD	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CHD+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CHD+CH+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	1	0	0	1	PAIR:CHD>CH	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CHD+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	6	0	0	6	PAIR:CHD>CHD	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CHD+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CHD+EE+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CHD+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CHD+K+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	3	0	0	3	PAIR:CHD>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CHD+K+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	1	0	0	1	PAIR:CHD>K	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CHD+LOCAL_CHAR_F+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CHD+LOCAL_CHAR_F+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CHD+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+CHD+P+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	6	0	0	6	PAIR:CHD>P	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CHD+SH+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	2	0	0	2	PAIR:CHD>SH	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CHD+T+E+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	1	0	0	1	PAIR:CHD>T	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CHD+T+OL+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_STOP	2	0	0	2	PAIR:CHD>T	STOP_UNDER_ALL_SAMPLED_CONTEXTS	NO	NO
CARRIER_Q+O+CHD+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	8	8	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+AIIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+AIN	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+AM_ADDR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+AM_ADDR+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+CH	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+EE+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+O	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+OK	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+P	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+R	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+S	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+SH	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+T	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	3	3	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+AL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+AR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+CH+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+CH+E+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+CH+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+CHD+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+CHD+E+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+CHD+OL	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+D_ADDR+Y	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+E+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+E+K+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+E+OR	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+E+S+DY	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+K	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	2	2	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
CARRIER_Q+O+E+K+E	NO	IDENTITY_NEW_VISIBLE_RECIPE	OBSERVED_CONTEXT_ALL_GREEN	1	1	0	0	NONE	REISSUE_CONTEXT_CERTIFICATE__HISTORICALLY_ALL_GREEN	NO	NO
