event_serial	record_unit_id	page	statement_id	visible_surface	spoken_value_de	drawer	record_phase
302	B3	f83r	B3-S031	qokeedy	länger einwirken; schließen	ACTIVE_CORE	P34
303	B3	f83r	B3-S032	chedain	übertragen · Anteil	D4_TRANSFER_SOURCE_TARGET	P35
304	B3	f83r	B3-S032	chedy	diesen Posten übertragen	ACTIVE_CORE	P36
305	B3	f83r	B3-S032	qotedaiin	danach · kurz · Sollmaß	D3_HEAT_SETTLE_STATE	P37
306	B3	f83r	B3-S032	otaiin	nächstes Sollmaß	ACTIVE_CORE	P38
307	B3	f83r	B3-S032	otedy	danach · kurz; schließen	D3_HEAT_SETTLE_STATE	P39
308	B3	f83r	B3-S033	ldy	abziehen; schließen	ACTIVE_CORE	P40
309	B3	f83r	B3-S034	soiiin	Arbeitsstufe	D5_QUANTITY_PART_STAGE	P41
310	B3	f83r	B3-S034	checthy	diesen Posten bereitstellen	ACTIVE_CORE	P42
311	B3	f83r	B3-S034	chety	einen Teil abtrennen	ACTIVE_CORE	P42
312	B3	f83r	B3-S034	otaiin	nächstes Sollmaß	ACTIVE_CORE	P42
313	B3	f83r	B3-S034	olsaly	Zielstelle · Posten	D4_TRANSFER_SOURCE_TARGET	P43
314	B3	f83r	B3-S034	shedy	kurz absetzen; schließen	ACTIVE_CORE	P44
315	B4	f83r	B4-S001	qokeedy	länger einwirken; schließen	ACTIVE_CORE	P01
316	B4	f83r	B4-S002	qolchey	weiter · Posten	D6_ORDER_CONTINUATION	P02
317	B4	f83r	B4-S002	qokeey	länger einwirken	ACTIVE_CORE	P03
318	B4	f83r	B4-S002	qokedy	kurz einwirken; schließen	ACTIVE_CORE	P03
319	B4	f83r	B4-S003	chedy	diesen Posten übertragen	ACTIVE_CORE	P03
320	B4	f83r	B4-S003	otal	danach dorthin	ACTIVE_CORE	P03
321	B4	f83r	B4-S003	otchey	der nächste Posten	ACTIVE_CORE	P03
322	B4	f83r	B4-S003	qokeey	länger einwirken	ACTIVE_CORE	P03
323	B4	f83r	B4-S003	qoky	diesen Posten einsetzen	ACTIVE_CORE	P03
324	B4	f83r	B4-S003	tol	weiter	ACTIVE_CORE	P03
325	B4	f83r	B4-S003	shedy	kurz absetzen; schließen	ACTIVE_CORE	P03
326	B4	f83r	B4-S004	qokylddy	einsetzen · Posten · festbinden	D7_APPLICATION_FASTEN_STORE	P04
327	B4	f83r	B4-S005	dain	Tuch	D1_MATERIAL_PRODUCT_VESSEL	P05
328	B4	f83r	B4-S005	chedy	diesen Posten übertragen	ACTIVE_CORE	P06
329	B4	f83r	B4-S005	qokeedy	länger einwirken; schließen	ACTIVE_CORE	P06
330	B4	f83r	B4-S006	shckhedy	seihen; schließen	ACTIVE_CORE	P06
331	B4	f83r	B4-S007	shckhedy	seihen; schließen	ACTIVE_CORE	P06
332	B4	f83r	B4-S008	saiin	Sollmaß	ACTIVE_CORE	P06
333	B4	f83r	B4-S008	cheeky	länger bearbeiten	ACTIVE_CORE	P06
334	B4	f83r	B4-S008	sheey	halten · länger · Posten	D3_HEAT_SETTLE_STATE	P07
335	B4	f83r	B4-S008	qokedy	kurz einwirken; schließen	ACTIVE_CORE	P08
336	B4	f83r	B4-S009	shedy	kurz absetzen; schließen	ACTIVE_CORE	P08
337	B4	f83r	B4-S010	oldy	fortsetzen; abschließen	ACTIVE_CORE	P08
338	B4	f83r	B4-S011	saiin	Sollmaß	ACTIVE_CORE	P08
339	B4	f83r	B4-S011	cheky	kurz wärmen	ACTIVE_CORE	P08
340	B4	f83r	B4-S011	okeeol	einsetzen · länger · weiter	D3_HEAT_SETTLE_STATE	P09
341	B4	f83r	B4-S011	okain	einen Anteil zugeben	ACTIVE_CORE	P10
342	B4	f83r	B4-S011	chdy	diesen Posten übertragen	ACTIVE_CORE	P10
343	B4	f83r	B4-S011	sol	weiter	ACTIVE_CORE	P10
344	B4	f83r	B4-S011	lkedy	abführen · kurz; schließen	D3_HEAT_SETTLE_STATE	P11
345	B4	f83r	B4-S012	lchedy	abführen; schließen	ACTIVE_CORE	P12
346	B4	f83r	B4-S013	qokol	einsetzen · weiter	D6_ORDER_CONTINUATION	P13
347	B4	f83r	B4-S013	shedy	kurz absetzen; schließen	ACTIVE_CORE	P14
348	B4	f83r	B4-S014	or	Arbeitsansatz	ACTIVE_CORE	P14
349	B4	f83r	B4-S014	chey	dieser Posten	ACTIVE_CORE	P14
350	B4	f83r	B4-S014	qockhey	einsetzen · Durchgang · kurz · Posten	D2_FILTER_WASH_FLOW	P15
351	B4	f83r	B4-S014	dairydy	Flüssigkeitslauf · Posten; schließen	D4_TRANSFER_SOURCE_TARGET	P16
352	B4	f83r	B4-S015	qokain	einen Anteil zugeben	ACTIVE_CORE	P17
353	B4	f83r	B4-S015	shey	Klarlauf	ACTIVE_CORE	P17
354	B4	f83r	B4-S015	kain	einen Anteil	ACTIVE_CORE	P17
355	B4	f83r	B4-S015	chckhal	Durchgang · Zielstelle	D2_FILTER_WASH_FLOW	P18
356	B4	f83r	B4-S015	solkey	auffangen · kurz · Posten	D3_HEAT_SETTLE_STATE	P19
357	B4	f83r	B4-S015	lchedy	abführen; schließen	ACTIVE_CORE	P20
358	B4	f83r	B4-S016	qolkain	weiter · Anteil	D5_QUANTITY_PART_STAGE	P21
359	B4	f83r	B4-S016	dal	dorthin	ACTIVE_CORE	P22
360	B4	f83r	B4-S016	skar	ausgießen · Ausgang	D4_TRANSFER_SOURCE_TARGET	P23
361	B4	f83r	B4-S016	shedy	kurz absetzen; schließen	ACTIVE_CORE	P24
362	B5	f83r	B5-S001	otchdy	danach · übertragen; schließen	D4_TRANSFER_SOURCE_TARGET	P01
363	B5	f83r	B5-S002	qokchdy	einsetzen, übertragen; schließen	ACTIVE_CORE	P02
364	B5	f83r	B5-S003	shedal	absetzen · Zielstelle	D3_HEAT_SETTLE_STATE	P03
365	B5	f83r	B5-S003	dal	dorthin	ACTIVE_CORE	P04
366	B5	f83r	B5-S003	cheol	weiter	ACTIVE_CORE	P04
367	B5	f83r	B5-S003	lol	abführen · weiter	D4_TRANSFER_SOURCE_TARGET	P05
368	B5	f83r	B5-S003	chdal	übertragen · Zielstelle	D4_TRANSFER_SOURCE_TARGET	P05
369	B5	f83r	B5-S003	aiin	Sollmaß	ACTIVE_CORE	P06
370	B5	f83r	B5-S003	sol	weiter	ACTIVE_CORE	P06
371	B5	f83r	B5-S003	daiiin	Arbeitsstufe	D5_QUANTITY_PART_STAGE	P07
372	B5	f83r	B5-S003	chedy	diesen Posten übertragen	ACTIVE_CORE	P08
373	B6	f83r	B6-S001	solkeey	auffangen · länger · Posten	D3_HEAT_SETTLE_STATE	P01
374	B6	f83r	B6-S001	qekey	bearbeiten · kurz · Posten	D3_HEAT_SETTLE_STATE	P01
375	B6	f83r	B6-S001	raly	Zielstelle · Posten	D4_TRANSFER_SOURCE_TARGET	P02
376	B6	f83r	B6-S001	ol	weiter	ACTIVE_CORE	P03
377	B6	f83r	B6-S001	daiin	Sollmaß	ACTIVE_CORE	P03
378	B6	f83r	B6-S001	ol	weiter	ACTIVE_CORE	P03
379	B6	f83r	B6-S001	dain	Tuch	D1_MATERIAL_PRODUCT_VESSEL	P04
380	B6	f83r	B6-S001	chey	dieser Posten	ACTIVE_CORE	P05
381	B6	f83r	B6-S001	ldalor	Zielstelle	D4_TRANSFER_SOURCE_TARGET	P06
