page	locus	section	language	hand	y_occurrences	y_ordinals	context_classes	zl3b_line	v35_token_glosses_de	v36_token_glosses_de	v36_working_translation_de	base_unknown_tokens	v36_unknown_tokens
f114r	f114r.15	S	B	3	2	6|11	Y_MEDIAL_RIGHT_REFERENCE_MATERIA|Y_MEDIAL_UNRESOLVED_HINGE	qoedy otair otar okod chodar y dal oeedy qokolkchdy dalol y qokaiin ched al	[qoedy:?] | [otair:?] | kalte Drogenfraktion I im Ansatz | [okod:?] | [chodar:?] | [y:?] | abgemessene Rohstoffmenge I | [oeedy:?] | [qokolkchdy:?] | [dalol:?] | [y:?] | heiß, Grad III | [ched:?] | Rohstoffklasse I	[qoedy:?] | [otair:?] | kalte Drogenfraktion I im Ansatz | [okod:?] | [chodar:?] | hierzu: | abgemessene Rohstoffmenge I | [oeedy:?] | [qokolkchdy:?] | [dalol:?] | hierzu: | heiß, Grad III | [ched:?] | Rohstoffklasse I	[qoedy:?]; [otair:?]; kalte Drogenfraktion I im Ansatz; [okod:?]; [chodar:?]; hierzu: abgemessene Rohstoffmenge I; [oeedy:?]; [qokolkchdy:?]; [dalol:?]; hierzu: heiß, Grad III; [ched:?]; Rohstoffklasse I	10	8
f114r	f114r.18	S	B	3	1	3	Y_MEDIAL_LEFT_CLOSE	lcheos okar y cheodeeey qoeeody qodaiin daildain	[lcheos:?] | heiße Drogenfraktion I im Ansatz | [y:?] | [cheodeeey:?] | [qoeeody:?] | [qodaiin:?] | [daildain:?]	[lcheos:?] | heiße Drogenfraktion I im Ansatz | Eintragsteil abgeschlossen | [cheodeeey:?] | [qoeeody:?] | [qodaiin:?] | [daildain:?]	[lcheos:?]; heiße Drogenfraktion I im Ansatz; [cheodeeey:?]; [qoeeody:?]; [qodaiin:?]; [daildain:?]	6	5
f114r	f114r.30	S	B	3	1	1	Y_BOS_ENTRY	y chedar okeedy lkeedy aiin oeedaiin qoaiin ykedy okair olkeedy qoain ain okeey ram	[y:?] | [chedar:?] | heißer Ansatz am Ende des Grades, abgeschlossen | [lkeedy:?] | Menge III | [oeedaiin:?] | [qoaiin:?] | [ykedy:?] | [okair:?] | [olkeedy:?] | [qoain:?] | Menge-/Klassenwert II | heißer Ansatz am Ende des Grades | Wurzel/Wurzeldroge: Maß-/Einheitsform I	Eintrag: | [chedar:?] | heißer Ansatz am Ende des Grades, abgeschlossen | [lkeedy:?] | Menge III | [oeedaiin:?] | [qoaiin:?] | [ykedy:?] | [okair:?] | [olkeedy:?] | [qoain:?] | Menge-/Klassenwert II | heißer Ansatz am Ende des Grades | Wurzel/Wurzeldroge: Maß-/Einheitsform I	Eintrag: [chedar:?]; heißer Ansatz am Ende des Grades, abgeschlossen; [lkeedy:?]; Menge III; [oeedaiin:?]; [qoaiin:?]; [ykedy:?]; [okair:?]; [olkeedy:?]; [qoain:?]; Menge-/Klassenwert II; heißer Ansatz am Ende des Grades; Wurzel/Wurzeldroge: Maß-/Einheitsform I	9	8
f114r	f114r.34	S	B	3	1	5	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	ytain o l kaiin y kar chdar alkam	[ytain:?] | [o:?] | [l:?] | heiß, Grad III | [y:?] | heiße Drogenfraktion I | [chdar:?] | [alkam:?]	[ytain:?] | [o:?] | [l:?] | heiß, Grad III | hierzu: | heiße Drogenfraktion I | [chdar:?] | [alkam:?]	[ytain:?]; [o:?]; [l:?]; heiß, Grad III; hierzu: heiße Drogenfraktion I; [chdar:?]; [alkam:?]	6	5
f114v	f114v.30	S	B	3	1	1	Y_BOS_ENTRY	y cheey qooeey qolcheey qoteey qotaiin otal otaiin oteeo teey rain	[y:?] | trocken am Ende des Grades | [qooeey:?] | [qolcheey:?] | kalt am Ende des Grades | kalt, Grad III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalt im Zubereitungsrahmen, Grad III | [oteeo:?] | kalt am Ende des Grades | [rain:?]	Eintrag: | trocken am Ende des Grades | [qooeey:?] | [qolcheey:?] | kalt am Ende des Grades | kalt, Grad III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalt im Zubereitungsrahmen, Grad III | [oteeo:?] | kalt am Ende des Grades | [rain:?]	Eintrag: trocken am Ende des Grades; [qooeey:?]; [qolcheey:?]; kalt am Ende des Grades; kalt, Grad III; Rohstoffklasse I im Ansatz, kalt am Gradanfang; kalt im Zubereitungsrahmen, Grad III; [oteeo:?]; kalt am Ende des Grades; [rain:?]	5	4
f114v	f114v.32	S	B	3	1	1	Y_BOS_ENTRY	y cheol oleey cheoaiin chetaiin sheeodain	[y:?] | trockener Drogenstoff | [oleey:?] | [cheoaiin:?] | [chetaiin:?] | [sheeodain:?]	Eintrag: | trockener Drogenstoff | [oleey:?] | [cheoaiin:?] | [chetaiin:?] | [sheeodain:?]	Eintrag: trockener Drogenstoff; [oleey:?]; [cheoaiin:?]; [chetaiin:?]; [sheeodain:?]	5	4
f114v	f114v.40	S	B	3	1	3	Y_MEDIAL_LEFT_CLOSE	eeo cheo y oteey qotaiin cheo l oteeey daiin oteey teeedy dm	[eeo:?] | trocken angesetzte Zubereitung | [y:?] | kalter Ansatz am Ende des Grades | kalt, Grad III | trocken angesetzte Zubereitung | [l:?] | [oteeey:?] | Grad-/Maßwert III | kalter Ansatz am Ende des Grades | [teeedy:?] | [dm:?]	[eeo:?] | trocken angesetzte Zubereitung | Eintragsteil abgeschlossen | kalter Ansatz am Ende des Grades | kalt, Grad III | trocken angesetzte Zubereitung | [l:?] | [oteeey:?] | Grad-/Maßwert III | kalter Ansatz am Ende des Grades | [teeedy:?] | [dm:?]	[eeo:?]; trocken angesetzte Zubereitung; kalter Ansatz am Ende des Grades; kalt, Grad III; trocken angesetzte Zubereitung; [l:?]; [oteeey:?]; Grad-/Maßwert III; kalter Ansatz am Ende des Grades; [teeedy:?]; [dm:?]	6	5
f115r	f115r.15	S	B	@	1	1	Y_BOS_ENTRY	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om	[y:?] | trocken angesetzte Zubereitung | [lkeodain:?] | [chcthed:?] | heiße Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | [chody:?] | kalt im qo-Rahmen, Grad II | trockener Drogenstoff | heiße Holzfraktion I | [air:?] | [om:?]	Eintrag: | trocken angesetzte Zubereitung | [lkeodain:?] | [chcthed:?] | heiße Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | [chody:?] | kalt im qo-Rahmen, Grad II | trockener Drogenstoff | heiße Holzfraktion I | [air:?] | [om:?]	Eintrag: trocken angesetzte Zubereitung; [lkeodain:?]; [chcthed:?]; heiße Drogenfraktion I; trocken in der Mitte des Grades, abgeschlossen; kalt im qo-Rahmen, Grad II; [chody:?]; kalt im qo-Rahmen, Grad II; trockener Drogenstoff; heiße Holzfraktion I; [air:?]; [om:?]	6	5
f115r	f115r.22	S	B	@	1	9	Y_MEDIAL_RIGHT_REFERENCE	psheody chsho tchdy dar chedy okchdar chdor cheedy y cheedy qepchey lkam	[psheody:?] | [chsho:?] | kalt und trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | trocken in der Mitte des Grades, abgeschlossen | [okchdar:?] | [chdor:?] | trocken am Ende des Grades, abgeschlossen | [y:?] | trocken am Ende des Grades, abgeschlossen | [qepchey:?] | [lkam:?]	[psheody:?] | [chsho:?] | kalt und trocken am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | trocken in der Mitte des Grades, abgeschlossen | [okchdar:?] | [chdor:?] | trocken am Ende des Grades, abgeschlossen | hierzu: | trocken am Ende des Grades, abgeschlossen | [qepchey:?] | [lkam:?]	[psheody:?]; [chsho:?]; kalt und trocken am Anfang des Grades, abgeschlossen; abgemessene Fraktion I; trocken in der Mitte des Grades, abgeschlossen; [okchdar:?]; [chdor:?]; trocken am Ende des Grades, abgeschlossen; hierzu: trocken am Ende des Grades, abgeschlossen; [qepchey:?]; [lkam:?]	7	6
f115r	f115r.25	S	B	@	1	1	Y_BOS_ENTRY	y cheodain cheey qotchedy qokeeody choar cheey	[y:?] | Trockenansatz, Dosis II | trocken am Ende des Grades | kalt und trocken in der Mitte des Grades, abgeschlossen | [qokeeody:?] | [choar:?] | trocken am Ende des Grades	Eintrag: | Trockenansatz, Dosis II | trocken am Ende des Grades | kalt und trocken in der Mitte des Grades, abgeschlossen | [qokeeody:?] | [choar:?] | trocken am Ende des Grades	Eintrag: Trockenansatz, Dosis II; trocken am Ende des Grades; kalt und trocken in der Mitte des Grades, abgeschlossen; [qokeeody:?]; [choar:?]; trocken am Ende des Grades	3	2
f115r	f115r.33	S	B	@	1	1	Y_BOS_ENTRY	y cheey qotaiin chokeeey chckhey qoky aiin cheey lkeedy oky chokchaiin	[y:?] | trocken am Ende des Grades | kalt, Grad III | [chokeeey:?] | Arzneikompositum: trocken, Gradmitte | heiß am Anfang des Grades | Menge III | trocken am Ende des Grades | [lkeedy:?] | heißer Ansatz am Anfang des Grades | [chokchaiin:?]	Eintrag: | trocken am Ende des Grades | kalt, Grad III | [chokeeey:?] | Arzneikompositum: trocken, Gradmitte | heiß am Anfang des Grades | Menge III | trocken am Ende des Grades | [lkeedy:?] | heißer Ansatz am Anfang des Grades | [chokchaiin:?]	Eintrag: trocken am Ende des Grades; kalt, Grad III; [chokeeey:?]; Arzneikompositum: trocken, Gradmitte; heiß am Anfang des Grades; Menge III; trocken am Ende des Grades; [lkeedy:?]; heißer Ansatz am Anfang des Grades; [chokchaiin:?]	4	3
f115r	f115r.39	S	B	@	1	1	Y_BOS_ENTRY	y chey keey qodain cheody qokor	[y:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | [qodain:?] | getrockneter Ansatz | heiße Drogenportion	Eintrag: | trocken in der Mitte des Grades | heiß am Ende des Grades | [qodain:?] | getrockneter Ansatz | heiße Drogenportion	Eintrag: trocken in der Mitte des Grades; heiß am Ende des Grades; [qodain:?]; getrockneter Ansatz; heiße Drogenportion	2	1
f115r	f115r.45	S	B	@	1	1	Y_BOS_ENTRY	y dchedy kody qokeedy chols	[y:?] | [dchedy:?] | [kody:?] | heiß am Ende des Grades, abgeschlossen | [chols:?]	Eintrag: | [dchedy:?] | [kody:?] | heiß am Ende des Grades, abgeschlossen | [chols:?]	Eintrag: [dchedy:?]; [kody:?]; heiß am Ende des Grades, abgeschlossen; [chols:?]	4	3
f115v	f115v.16	S	B	3	1	6	Y_MEDIAL_LEFT_CLOSE	dain ar oteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld	Grad-/Maßwert II | Drogenfraktion I | kalter Ansatz am Ende des Grades | [qoteol:?] | heiße Drogenfraktion I | [y:?] | Feuchtzubereitung | [lkechdy:?] | heiße Drogenfraktion I | heiß in der Mitte des Grades | [lko:?] | [rokeedy:?] | [ld:?]	Grad-/Maßwert II | Drogenfraktion I | kalter Ansatz am Ende des Grades | [qoteol:?] | heiße Drogenfraktion I | Eintragsteil abgeschlossen | Feuchtzubereitung | [lkechdy:?] | heiße Drogenfraktion I | heiß in der Mitte des Grades | [lko:?] | [rokeedy:?] | [ld:?]	Grad-/Maßwert II; Drogenfraktion I; kalter Ansatz am Ende des Grades; [qoteol:?]; heiße Drogenfraktion I; Feuchtzubereitung; [lkechdy:?]; heiße Drogenfraktion I; heiß in der Mitte des Grades; [lko:?]; [rokeedy:?]; [ld:?]	6	5
f115v	f115v.28	S	B	3	1	1	Y_BOS_ENTRY	y chey lcho lor chedy chol chedy chdy	[y:?] | trocken in der Mitte des Grades | [lcho:?] | Holzportion | trocken in der Mitte des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen	Eintrag: | trocken in der Mitte des Grades | [lcho:?] | Holzportion | trocken in der Mitte des Grades, abgeschlossen | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen	Eintrag: trocken in der Mitte des Grades; [lcho:?]; Holzportion; trocken in der Mitte des Grades, abgeschlossen; trocken; nominal trockenes Gut/Material; trocken in der Mitte des Grades, abgeschlossen; trocken am Anfang des Grades, abgeschlossen	2	1
f116r	f116r.18	S	B	3	1	14	Y_EOS_CLOSE	pcharalor qokey r ain otedy opain lor oiin otain otar oteeedy ches ar y	[pcharalor:?] | heiß in der Mitte des Grades | [r:?] | Menge-/Klassenwert II | kalter Ansatz in der Mitte des Grades, abgeschlossen | [opain:?] | Holzportion | Zubereitungsform III | kalt im Zubereitungsrahmen, Grad II | kalte Drogenfraktion I im Ansatz | [oteeedy:?] | [ches:?] | Drogenfraktion I | [y:?]	[pcharalor:?] | heiß in der Mitte des Grades | [r:?] | Menge-/Klassenwert II | kalter Ansatz in der Mitte des Grades, abgeschlossen | [opain:?] | Holzportion | Zubereitungsform III | kalt im Zubereitungsrahmen, Grad II | kalte Drogenfraktion I im Ansatz | [oteeedy:?] | [ches:?] | Drogenfraktion I | Eintrag abgeschlossen	[pcharalor:?]; heiß in der Mitte des Grades; [r:?]; Menge-/Klassenwert II; kalter Ansatz in der Mitte des Grades, abgeschlossen; [opain:?]; Holzportion; Zubereitungsform III; kalt im Zubereitungsrahmen, Grad II; kalte Drogenfraktion I im Ansatz; [oteeedy:?]; [ches:?]; Drogenfraktion I.	6	5
f116r	f116r.19	S	B	3	1	12	Y_MEDIAL_BIDIRECTIONAL_HINGE	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain	[porchey:?] | feucht am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | [chetar:?] | kalte Drogenfraktion I | Drogenfraktion I | [arody:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [rain:?] | kalter Ansatz in der Mitte des Grades | [ot:?] | [y:?] | Grad-/Maßwert II	[porchey:?] | feucht am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | [chetar:?] | kalte Drogenfraktion I | Drogenfraktion I | [arody:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [rain:?] | kalter Ansatz in der Mitte des Grades | [ot:?] | ; hierzu: | Grad-/Maßwert II	[porchey:?]; feucht am Ende des Grades, abgeschlossen; kalt im qo-Rahmen, Grad II; [chetar:?]; kalte Drogenfraktion I; Drogenfraktion I; [arody:?]; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [rain:?]; kalter Ansatz in der Mitte des Grades; [ot:?]; hierzu: Grad-/Maßwert II	6	5
f116r	f116r.20	S	B	3	1	6	Y_MEDIAL_RIGHT_REFERENCE	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm	trocken; nominal trockenes Gut/Material | heiß am Ende des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Wurzel, Typ/Charge III | [y:?] | trocken in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | [o:?] | Rohstoffklasse I, heiß am Gradanfang | heiß im Zubereitungsrahmen, Grad II | [olar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt am Anfang des Grades | [sfm:?]	trocken; nominal trockenes Gut/Material | heiß am Ende des Grades, abgeschlossen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Wurzel, Typ/Charge III | hierzu: | trocken in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | [o:?] | Rohstoffklasse I, heiß am Gradanfang | heiß im Zubereitungsrahmen, Grad II | [olar:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt am Anfang des Grades | [sfm:?]	trocken; nominal trockenes Gut/Material; heiß am Ende des Grades, abgeschlossen; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Ende des Grades; Wurzel, Typ/Charge III; hierzu: trocken in der Mitte des Grades, abgeschlossen; kalte Drogenfraktion I im Ansatz; [o:?]; Rohstoffklasse I, heiß am Gradanfang; heiß im Zubereitungsrahmen, Grad II; [olar:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; kalt am Anfang des Grades; [sfm:?]	4	3
f116r	f116r.34	S	B	3	1	6	Y_MEDIAL_LEFT_CLOSE	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam	heiß, Grad II | Drogenfraktion I | Wurzel, Typ/Charge III | [shek:?] | heiß im Zubereitungsrahmen, Grad II | [y:?] | [r:?] | feucht in der Mitte des Grades | [qolchey:?] | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | [qokam:?]	heiß, Grad II | Drogenfraktion I | Wurzel, Typ/Charge III | [shek:?] | heiß im Zubereitungsrahmen, Grad II | Eintragsteil abgeschlossen | [r:?] | feucht in der Mitte des Grades | [qolchey:?] | heiß, Grad III, im Ansatzrahmen | Arzneikompositum: feucht, Gradanfang | [qokam:?]	heiß, Grad II; Drogenfraktion I; Wurzel, Typ/Charge III; [shek:?]; heiß im Zubereitungsrahmen, Grad II; [r:?]; feucht in der Mitte des Grades; [qolchey:?]; heiß, Grad III, im Ansatzrahmen; Arzneikompositum: feucht, Gradanfang; [qokam:?]	5	4
f116r	f116r.37	S	B	3	1	4	Y_MEDIAL_BIDIRECTIONAL_HINGE	pairain sheek l y oiin cheey lkeey olkeey lchey qoky lshedy cheam sham	[pairain:?] | [sheek:?] | [l:?] | [y:?] | Zubereitungsform III | trocken am Ende des Grades | [lkeey:?] | [olkeey:?] | Drogenholz, trocken gebunden, Form I | heiß am Anfang des Grades | eingeweichtes Drogenholz | [cheam:?] | [sham:?]	[pairain:?] | [sheek:?] | [l:?] | ; hierzu: | Zubereitungsform III | trocken am Ende des Grades | [lkeey:?] | [olkeey:?] | Drogenholz, trocken gebunden, Form I | heiß am Anfang des Grades | eingeweichtes Drogenholz | [cheam:?] | [sham:?]	[pairain:?]; [sheek:?]; [l:?]; hierzu: Zubereitungsform III; trocken am Ende des Grades; [lkeey:?]; [olkeey:?]; Drogenholz, trocken gebunden, Form I; heiß am Anfang des Grades; eingeweichtes Drogenholz; [cheam:?]; [sham:?]	8	7
f116r	f116r.4	S	B	3	1	12	Y_EOS_CLOSE	padar shey osheeky qol laiin chckhy okam chedy oteedy qotar aralar y	[padar:?] | feucht in der Mitte des Grades | [osheeky:?] | [qol:?] | Drogenholz, Typ/Charge III | Arzneikompositum: trocken, Gradanfang | [okam:?] | trocken in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | kalte Drogenfraktion I | [aralar:?] | [y:?]	[padar:?] | feucht in der Mitte des Grades | [osheeky:?] | [qol:?] | Drogenholz, Typ/Charge III | Arzneikompositum: trocken, Gradanfang | [okam:?] | trocken in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | kalte Drogenfraktion I | [aralar:?] | Eintrag abgeschlossen	[padar:?]; feucht in der Mitte des Grades; [osheeky:?]; [qol:?]; Drogenholz, Typ/Charge III; Arzneikompositum: trocken, Gradanfang; [okam:?]; trocken in der Mitte des Grades, abgeschlossen; kalter Ansatz am Ende des Grades, abgeschlossen; kalte Drogenfraktion I; [aralar:?].	6	5
f116r	f116r.48	S	B	3	1	8	Y_MEDIAL_LEFT_CLOSE	sykar ain olkeey dainchey qokar chey dain y otan otain oly	[sykar:?] | Menge-/Klassenwert II | [olkeey:?] | [dainchey:?] | heiße Drogenfraktion I | trocken in der Mitte des Grades | Grad-/Maßwert II | [y:?] | kalt im Zubereitungsrahmen, Grad I | kalt im Zubereitungsrahmen, Grad II | [oly:?]	[sykar:?] | Menge-/Klassenwert II | [olkeey:?] | [dainchey:?] | heiße Drogenfraktion I | trocken in der Mitte des Grades | Grad-/Maßwert II | Eintragsteil abgeschlossen | kalt im Zubereitungsrahmen, Grad I | kalt im Zubereitungsrahmen, Grad II | [oly:?]	[sykar:?]; Menge-/Klassenwert II; [olkeey:?]; [dainchey:?]; heiße Drogenfraktion I; trocken in der Mitte des Grades; Grad-/Maßwert II; kalt im Zubereitungsrahmen, Grad I; kalt im Zubereitungsrahmen, Grad II; [oly:?]	5	4
f11r	f11r.2	H	A	1	1	3	Y_MEDIAL_RIGHT_REFERENCE	socthody qodor y kshy daiin ytchy ytchoky kchol daiin	[socthody:?] | [qodor:?] | [y:?] | heiß und feucht am Anfang des Grades | Grad-/Maßwert III | [ytchy:?] | [ytchoky:?] | [kchol:?] | Qualitätsgrad III	[socthody:?] | [qodor:?] | hierzu: | heiß und feucht am Anfang des Grades | Grad-/Maßwert III | [ytchy:?] | [ytchoky:?] | [kchol:?] | Qualitätsgrad III	[socthody:?]; [qodor:?]; hierzu: heiß und feucht am Anfang des Grades; Grad-/Maßwert III; [ytchy:?]; [ytchoky:?]; [kchol:?]; Qualitätsgrad III	6	5
f11r	f11r.5	H	A	1	2	5|9	Y_MEDIAL_RIGHT_REFERENCE|Y_MEDIAL_LEFT_CLOSE	tchol shor shor dky y daiin cthy d y chodl daiin	[tchol:?] | Blüten-/Fruchtstand; reproduktiver Teil | Blüten-/Fruchtstand; reproduktiver Teil | [dky:?] | [y:?] | Grad-/Maßwert III | CTH-Drogenmaterial | [d:?] | [y:?] | [chodl:?] | Grad-/Maßwert III	[tchol:?] | Blüten-/Fruchtstand; reproduktiver Teil | Blüten-/Fruchtstand; reproduktiver Teil | [dky:?] | hierzu: | Grad-/Maßwert III | CTH-Drogenmaterial | [d:?] | Eintragsteil abgeschlossen | [chodl:?] | Grad-/Maßwert III	[tchol:?]; Blüten-/Fruchtstand; reproduktiver Teil; Blüten-/Fruchtstand; reproduktiver Teil; [dky:?]; hierzu: Grad-/Maßwert III; CTH-Drogenmaterial; [d:?]; [chodl:?]; Grad-/Maßwert III	6	4
f11r	f11r.6	H	A	1	1	4	Y_MEDIAL_LEFT_CLOSE	odl d s y otol chaiin ykchor dair chody cthy s daiin	[odl:?] | [d:?] | [s:?] | [y:?] | kaltes Zubereitungsgut | trocken, Grad III | [ykchor:?] | abgemessene Fraktion II | [chody:?] | CTH-Drogenmaterial | [s:?] | Grad-/Maßwert III	[odl:?] | [d:?] | [s:?] | Eintragsteil abgeschlossen | kaltes Zubereitungsgut | trocken, Grad III | [ykchor:?] | abgemessene Fraktion II | [chody:?] | CTH-Drogenmaterial | [s:?] | Grad-/Maßwert III	[odl:?]; [d:?]; [s:?]; kaltes Zubereitungsgut; trocken, Grad III; [ykchor:?]; abgemessene Fraktion II; [chody:?]; CTH-Drogenmaterial; [s:?]; Grad-/Maßwert III	7	6
f11v	f11v.1	H	A	1	1	8	Y_EOS_CLOSE	poldchody shcphy shordy qoty shol cphar dan y	[poldchody:?] | [shcphy:?] | [shordy:?] | kalt am Anfang des Grades | feucht; nominal feuchtes Gut/Material | [cphar:?] | Grad-/Maßwert I | [y:?]	[poldchody:?] | [shcphy:?] | [shordy:?] | kalt am Anfang des Grades | feucht; nominal feuchtes Gut/Material | [cphar:?] | Grad-/Maßwert I | Eintrag abgeschlossen	[poldchody:?]; [shcphy:?]; [shordy:?]; kalt am Anfang des Grades; feucht; nominal feuchtes Gut/Material; [cphar:?]; Grad-/Maßwert I.	5	4
f13r	f13r.2	H	A	1	1	11	Y_EOS_CLOSE	dchol chol dol shkchy ydal shy ykchy qoty daiin s y	Maß trockenen Materials | trocken; nominal trockenes Gut/Material | Materialmaß | [shkchy:?] | [ydal:?] | feucht am Anfang des Grades | [ykchy:?] | kalt am Anfang des Grades | Grad-/Maßwert III | [s:?] | [y:?]	Maß trockenen Materials | trocken; nominal trockenes Gut/Material | Materialmaß | [shkchy:?] | [ydal:?] | feucht am Anfang des Grades | [ykchy:?] | kalt am Anfang des Grades | Grad-/Maßwert III | [s:?] | Eintrag abgeschlossen	Maß trockenen Materials; trocken; nominal trockenes Gut/Material; Materialmaß; [shkchy:?]; [ydal:?]; feucht am Anfang des Grades; [ykchy:?]; kalt am Anfang des Grades; Grad-/Maßwert III; [s:?].	5	4
f13r	f13r.3	H	A	1	1	2	Y_MEDIAL_LEFT_CLOSE	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	[s:?] | [y:?] | [dchor:?] | feucht, Grad III | [oeees:?] | [ykor:?] | Pflanzen-/Reproduktionsteil | [ytshy:?] | [ykchy:?] | heiß und trocken am Anfang des Grades | abgemessene Fraktion I	[s:?] | Eintragsteil abgeschlossen | [dchor:?] | feucht, Grad III | [oeees:?] | [ykor:?] | Pflanzen-/Reproduktionsteil | [ytshy:?] | [ykchy:?] | heiß und trocken am Anfang des Grades | abgemessene Fraktion I	[s:?]; [dchor:?]; feucht, Grad III; [oeees:?]; [ykor:?]; Pflanzen-/Reproduktionsteil; [ytshy:?]; [ykchy:?]; heiß und trocken am Anfang des Grades; abgemessene Fraktion I	7	6
f13v	f13v.10	H	A	1	1	1	Y_BOS_ENTRY	y ol chy kchey kchor dal	[y:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Anfang des Grades | heiß und trocken in der Mitte des Grades | [kchor:?] | abgemessene Rohstoffmenge I	Eintrag: | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Anfang des Grades | heiß und trocken in der Mitte des Grades | [kchor:?] | abgemessene Rohstoffmenge I	Eintrag: Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Anfang des Grades; heiß und trocken in der Mitte des Grades; [kchor:?]; abgemessene Rohstoffmenge I	2	1
f13v	f13v.8	H	A	1	2	3|10	Y_MEDIAL_BIDIRECTIONAL_HINGE|Y_MEDIAL_BIDIRECTIONAL_HINGE	otchy daiin y dain ykol okchy o kald d y taiin	kalt-trockener Ansatz am Anfang des Grades | Grad-/Maßwert III | [y:?] | Grad-/Maßwert II | [ykol:?] | heiß-trockener Ansatz am Anfang des Grades | [o:?] | [kald:?] | [d:?] | [y:?] | kalt, Grad III	kalt-trockener Ansatz am Anfang des Grades | Grad-/Maßwert III | ; hierzu: | Grad-/Maßwert II | [ykol:?] | heiß-trockener Ansatz am Anfang des Grades | [o:?] | [kald:?] | [d:?] | ; hierzu: | kalt, Grad III	kalt-trockener Ansatz am Anfang des Grades; Grad-/Maßwert III; hierzu: Grad-/Maßwert II; [ykol:?]; heiß-trockener Ansatz am Anfang des Grades; [o:?]; [kald:?]; [d:?]; hierzu: kalt, Grad III	6	4
f13v	f13v.9	H	A	1	1	5	Y_MEDIAL_BIDIRECTIONAL_HINGE	tchtod otal cthor ytal y cho tal sho qocthy	[tchtod:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [ytal:?] | [y:?] | [cho:?] | Rohstoffklasse I, kalt am Gradanfang | feuchter Ansatz | [qocthy:?]	[tchtod:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [ytal:?] | ; hierzu: | [cho:?] | Rohstoffklasse I, kalt am Gradanfang | feuchter Ansatz | [qocthy:?]	[tchtod:?]; Rohstoffklasse I im Ansatz, kalt am Gradanfang; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; [ytal:?]; hierzu: [cho:?]; Rohstoffklasse I, kalt am Gradanfang; feuchter Ansatz; [qocthy:?]	5	4
