occurrence_id	page	locus	ordinal	position	token_kind	left_surface	target_surface	right_surface	all_reader_separate_y	it2a_boundary_class	it2a_matched_surface	rf1b_boundary_class	rf1b_matched_surface	zl3b_line	it2a_line	rf1b_line
G659-Y086	f11r	f11r.5	9	MEDIAL	P	d	y	chodl	0	MERGE_LEFT	dy	MERGE_LEFT	dy	tchol shor shor dky y daiin cthy d y chodl daiin	tchol shor shor dky shcphy daiin cthy dy chodl daiin	tchol shor shor dky y daiin cthy dy chodldaiin
G659-Y087	f11r	f11r.6	4	MEDIAL	P	s	y	otol	0	SEPARATE	y	VARIANT_OTHER	NONE	odl d s y otol chaiin ykchor dair chody cthy s daiin	odl ds y otol chaiin ykchor dair chody cthy s daiin	odl dsy otol chaiin ykchor dair chody cthy s daiin
G659-Y088	f11v	f11v.1	8	EOS	P	dan	y	<EOS>	1	SEPARATE	y	SEPARATE	y	poldchody shcphy shordy qoty shol cphar dan y	poldchody shcphy shordy qoty shol cphar dan y	poldchody shcphy shordy qoty shol cphar dan y
G659-Y089	f13r	f13r.2	11	EOS	P	s	y	<EOS>	1	SEPARATE	y	SEPARATE	y	dchol chol dol shkchy ydal shy ykchy qoty daiin s y	dchol chol dol shkchy ydal shy ykchy qotey daiin s y	dchol chol dol shkchy ydal shy ykchy qothy aiin s y
G659-Y090	f13r	f13r.3	2	MEDIAL	P	s	y	dchor	0	SEPARATE	y	VARIANT_OTHER	NONE	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	s dchor shaiin oeees ykor chor ytshy ykchy kchy dar
G659-Y091	f13v	f13v.10	1	BOS	P	<BOS>	y	ol	0	SEPARATE	y	MERGE_RIGHT	yol	y ol chy kchey kchor dal	y ol chy kchey kchor dal	yol chy kchey kchor dal
G659-Y092	f13v	f13v.8	3	MEDIAL	P	daiin	y	dain	0	SEPARATE	y	MERGE_RIGHT	ydain	otchy daiin y dain ykol okchy o kald d y taiin	otchy daiin y dain ykol okchy okald d ytaiin	otchy daiin ydain ykol okchy okald dytaiin
G659-Y093	f13v	f13v.8	10	MEDIAL	P	d	y	taiin	0	MERGE_RIGHT	ytaiin	MERGE_BOTH	dytaiin	otchy daiin y dain ykol okchy o kald d y taiin	otchy daiin y dain ykol okchy okald d ytaiin	otchy daiin ydain ykol okchy okald dytaiin
G659-Y094	f13v	f13v.9	5	MEDIAL	P	ytal	y	cho	1	SEPARATE	y	SEPARATE	y	tchtod otal cthor ytal y cho tal sho qocthy	tchtod otal cthor ytal y cho tal sho qocthy	tchtod otal cthor ytal y chot l sho qocthy
G659-Y095	f14v	f14v.3	8	MEDIAL	P	dytchy	y	ky	0	VARIANT_OTHER	NONE	SEPARATE	y	ychy dy daiin chcthy yk ykaiin dytchy y ky dy	ychy dy daiin chcthy ykykaiin dytchy ykchy ky dy	ychydy daiin chcthy ytykaiin dytchy y kydy
G659-Y096	f15r	f15r.9	7	EOS	P	s	y	<EOS>	1	SEPARATE	y	SEPARATE	y	octhain qokaiin chos odaiin cthl s y	octhain qokaiin chos odaiin cthl s y	octhain qokaiin chos odaiin cthls y
G659-Y097	f15v	f15v.7	1	BOS	P	<BOS>	y	choiin	0	VARIANT_OTHER	NONE	SEPARATE	y	y choiin sho chy s chy tor ols	coy choiin sho s chy s chy tor ols	y choiir sho n chy s chy tor ols
G659-Y098	f16r	f16r.5	4	MEDIAL	P	chs	y	kch	0	MERGE_RIGHT	ykch	MERGE_RIGHT	ykch	tchor chor chs y kch shocthy opchy ty ky	tchor chor chs ykch shocthy opchy ty ky	tchor chor chs ykch shocthy opchy tyky
G659-Y099	f16v	f16v.2	2	MEDIAL	P	ytchor	y	ky	1	SEPARATE	y	SEPARATE	y	ytchor y ky chokchy qokchocthor shory	ytchor y ky chokchy qokchocthor shory	ytchor y ky chokchy qokchocthor shory
G659-Y100	f16v	f16v.8	3	MEDIAL	P	chol	y	daiin	1	SEPARATE	y	SEPARATE	y	daiin chol y daiin chcthy qot char chor sholo	daiin chol y daiin chcthy qotchar chor sholo	daiin chol y daiin chcthy qotchar chor sholo
G659-Y101	f17r	f17r.10	5	MEDIAL	P	sain	y	mol	0	SEPARATE	y	VARIANT_OTHER	NONE	dar chear dcheor sain y mol	dar chear dsheor ain y mol	dar chear dcheor sain mol
G659-Y102	f17r	f17r.12	2	MEDIAL	P	ychod	y	chotom	0	MERGE_LEFT	ychody	MERGE_LEFT	ychody	ychod y chotom	ychody chotom	ychody chotom
G659-Y103	f18r	f18r.14	2	MEDIAL	P	ychekch	y	kchaiin	0	MERGE_LEFT	ychekchy	MERGE_LEFT	ychekchy	ychekch y kchaiin	ychekchy kchaiin	ychekchy kchaiin
G659-Y104	f19r	f19r.2	3	MEDIAL	P	chor	y	tchy	1	SEPARATE	y	SEPARATE	y	dshy chor y tchy chol dytchy chordy daiin dyty cho	dshy chor y tchy chol dytchy chordy daiin dyty s choy	dshy chor y tchy chol dytchy chordy aiin dyty s cho
G659-Y105	f19r	f19r.9	4	MEDIAL	P	dor	y	tchy	1	SEPARATE	y	SEPARATE	y	qotchor dy dor y tchy kchy shdaiin	qotchor dy dor y tchykchy shdaiin	qotchor dy dor y tchykchy shdaiin
G659-Y106	f19v	f19v.10	5	MEDIAL	P	qokor	y	okchan	0	SEPARATE	y	VARIANT_OTHER	NONE	daiin chor daiin qokor y okchan	daiin chor daiin qokor y okchan	daiin chor daiin qokor okchan
G659-Y107	f20r	f20r.5	3	MEDIAL	P	chokoaiin	y	cheeeb	0	VARIANT_OTHER	NONE	SEPARATE	y	pchocthy chokoaiin y cheeeb opchey shosaiin	pchocthy chokoaiin cpy cheeen opchey shosaiin r	pchocthy chokoaiin y cheeeb opchey shosaiin
G659-Y108	f21r	f21r.6	2	MEDIAL	P	dchor	y	kol	1	SEPARATE	y	SEPARATE	y	dchor y kol y ky chol kol qokeol chol ol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol d dy
G659-Y109	f21r	f21r.6	4	MEDIAL	P	kol	y	ky	0	MERGE_BOTH	kolyky	MERGE_BOTH	kolyky	dchor y kol y ky chol kol qokeol chol ol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol d dy
G659-Y110	f22r	f22r.5	9	MEDIAL	P	oky	y	choldchy	0	SEPARATE	y	MERGE_RIGHT	ycholdchy	ol daiin qokchy dar daiin chor oldor oky y choldchy	ol daiin qokchy dar daiin chor oldor oky y choldchy	ol daiin qokchy dar daiin chor oldor oky ycholdchy
G659-Y111	f22r	f22r.6	1	BOS	P	<BOS>	y	chokshchy	1	SEPARATE	y	SEPARATE	y	y chokshchy ctheeb	y chokshchy ctheen	y chokshchy ctheeb
G659-Y112	f22v	f22v.2	2	MEDIAL	P	daiin	y	kaiin	0	MERGE_RIGHT	ykaiin	MERGE_RIGHT	ykaiin	daiin y kaiin qotchy kchy otchyd dshor ychy	daiin ykaiin qotchy kchy ytchyd dshor ychy	daiin ykaiin qotchy kchy otchyd dshor ychy
G659-Y113	f22v	f22v.5	2	MEDIAL	P	dor	y	kcheor	0	MERGE_RIGHT	ykcheor	SEPARATE	y	dor y kcheor daiin	dor ykcheor daiin	dor y kcheor daiin
G659-Y114	f23r	f23r.1	8	MEDIAL	P	opyaiin	y	yfchy	0	SEPARATE	y	MERGE_RIGHT	yyfchy	pydchdom chy fcholdy oty otchol shy opyaiin y yfchy daiin ololdy dal	pydchdom chy fcholdy oty otchol shy opyaiin y yfchy daiin ololdy dal	pydchdom chy fcholdy oty otcholshy opy iin yyfchy daiin ololdy dal
G659-Y115	f23r	f23r.3	3	MEDIAL	P	ykor	y	kaiin	0	MERGE_RIGHT	ykaiin	MERGE_RIGHT	ykaiin	dchar ykor y kaiin daiin cth g	dchar ykor ykaiin daiin ctho g	dchor ykor ykaiin daiin ctho g
G659-Y116	f23r	f23r.6	2	MEDIAL	P	tshol	y	kor	0	MERGE_RIGHT	ykor	MERGE_RIGHT	ykor	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	tshol ykor qokaiin yky dar okol dchey daiidal dam ytcho ldals	tshol ykor qokaiin yky dar okol dchey daiidal am ytcho ldals
G659-Y117	f23r	f23r.9	9	MEDIAL	P	qokeees	y	oly	1	SEPARATE	y	SEPARATE	y	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	okol okshy qokoldy d l she qokeees y oly daiin dal
G659-Y118	f23v	f23v.11	1	BOS	P	<BOS>	y	okaiin	0	SEPARATE	y	MERGE_RIGHT	yokaiin	y okaiin doroiin olols oiin ol cheeb ols	y okaiin doroiin olols oiin ol cheen ols	yokaiin doroiin olols oiin ol cheeb ols
G659-Y119	f24r	f24r.1	3	MEDIAL	P	or	y	chor	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE	por or y chor opchar she cheol daiin or	porory chor opchar she cheol daiin or	porory chor opchar she cheol daiin or
G659-Y120	f25r	f25r.1	4	MEDIAL	P	daiin	y	shody	0	VARIANT_OTHER	NONE	SEPARATE	y	fcholdy soshy daiin y shody daiin ocholdy cpholdy sy	fcholdy soshy daiin cky shody daiin ocholdy cpholdy sy	fcholdy soshy daiin y shody daiin ocholdy cpholdy sy
G659-Y121	f26r	f26r.3	8	MEDIAL	P	dal	y	sheey	1	SEPARATE	y	SEPARATE	y	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	oaiin shcthy eteeda oloy ykeedy olchedy gal y sheey saiin s	oaiin shcthy cthedy oloy ykee y olchedy al y sheey saiin s
G659-Y122	f26v	f26v.2	6	MEDIAL	P	sar	y	etedy	1	SEPARATE	y	SEPARATE	y	saraiir chekedy qokedy otedy sar y etedy qokedy or ae alys chedy	saraiir chekedy qokedy otedy sar y etedy qokedy or aree alys chedy	saraiir chekedy qokedy otedy sar y etedy qokedy or ae alys chedy
G659-Y123	f27r	f27r.10	4	MEDIAL	P	s	y	chy	1	SEPARATE	y	SEPARATE	y	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy	qotchey shes s y chy tchey dy
G659-Y124	f27r	f27r.5	6	MEDIAL	P	ar	y	daiin	0	VARIANT_OTHER	NONE	SEPARATE	y	dor chees ctho shy ar y daiin dair	dor chees ctho shy cphary daiin dair	dor chees ctho shy cphar y daiin dair
G659-Y125	f28r	f28r.2	4	MEDIAL	P	cthol	y	ctheol	0	VARIANT_OTHER	NONE	SEPARATE	y	otchor otchor cthol y ctheol dy dchar chakod dly	otchor otchor cthol cty ctheol dy dchar chakod dly	otchor otchor cthol y ctheol dy dchar chakod dly
G659-Y126	f29v	f29v.12	4	EOS	P	s	y	<EOS>	0	SEPARATE	y	MERGE_LEFT	sy	qekeochor otchey s y	qekeochor otchey s y	qekeochor otchey sy
G659-Y127	f2r	f2r.3	3	MEDIAL	P	cthey	y	chor	1	SEPARATE	y	SEPARATE	y	qotaiin cthey y chor chy ydy chaiin	qotaiin cthey y chor chy ydy chaiin	qotaiin cthey y chor chy ydy chaiin
G659-Y128	f30v	f30v.6	5	EOS	P	dair	y	<EOS>	0	MERGE_LEFT	dairy	MERGE_LEFT	dairy	qokeeor chokol chokeody dair y	qokeeor chokol chokeody dairy	qokeeor chokol chokeody dairy
G659-Y129	f33r	f33r.3	2	MEDIAL	P	laiin	y	cheky	1	SEPARATE	y	SEPARATE	y	laiin y cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy ykam	loiin y cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy ykam	loiin y cheky qokedy shedy chdal chech aiin qokchy ody chekeedy ykag
G659-Y130	f34r	f34r.14	3	MEDIAL	P	ar	y	kar	1	SEPARATE	y	SEPARATE	y	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	or ar y kar ol al oky cho y qokal chedy chcthedy chety daram
G659-Y131	f35r	f35r.1	4	MEDIAL	P	choly	y	choty	0	VARIANT_OTHER	NONE	MERGE_LEFT	cholyy	oo r choly y choty char dy	cthoo r choly cthy choty char dy	oo r cholyy choty char dy
G659-Y132	f35v	f35v.19	2	MEDIAL	P	schokey	y	keol	0	MERGE_RIGHT	ykeol	MERGE_RIGHT	ykeol	schokey y keol chol daiin	schokey ykeol chol daiin	schokey ykeol chol daiin
G659-Y133	f36r	f36r.6	3	MEDIAL	P	cthor	y	kaiiin	0	MERGE_RIGHT	ykaiiin	MERGE_RIGHT	ykaiiin	okaiin cthor y kaiiin s dain an dan	okaiin cthor ykaiiin s dain an dan	okaiin cthor ykaiiin s dain an dan
G659-Y134	f36v	f36v.4	2	MEDIAL	P	qotchor	y	ky	0	MERGE_RIGHT	yky	VARIANT_OTHER	NONE	qotchor y ky ty dy daiin cthor	qotchor yky ty dy daiin cthor	qotchor ykytydy daiin cthor
G659-Y135	f36v	f36v.8	4	MEDIAL	P	dol	y	tydy	0	MERGE_RIGHT	ytydy	VARIANT_OTHER	NONE	ykshy ytchy dol y tydy yky	ykshy ytchy dol ytydy yky	ykshy ytchy dol yt dy yky
G659-Y136	f36v	f36v.9	2	MEDIAL	P	okaiin	y	kcholqod	0	MERGE_RIGHT	ykcholqod	VARIANT_OTHER	NONE	okaiin y kcholqod chory	okaiin ykcholqod chory	okaiin ykcholq d chory
G659-Y137	f37v	f37v.20	1	BOS	P	<BOS>	y	choy	0	VARIANT_OTHER	NONE	MERGE_RIGHT	ychoy	y choy ykol daiin s	ychockaey ykol daiin s	ychoy ykol daiin s
G659-Y138	f39r	f39r.11	4	MEDIAL	P	aiin	y	yken	1	SEPARATE	y	SEPARATE	y	dshdy ar aiin y yken chdy ykal olkaiin qokaldar cheol dar aiin	dshdy ar aiin y ykar chdy ykal olkaiin qokaldar cheol dar aiin	dshdy ar aiin y yken ch y ykal olkaiin qokal ar cheol dar aiin
G659-Y139	f39v	f39v.13	8	EOS	P	daiiin	y	<EOS>	0	MERGE_LEFT	daiiiny	SEPARATE	y	dain ockhedy otedy okedy lchdy okaiin daiiin y	dain ockhedy otedy okedy lchdy okaiin daiiiny	dain oe y ote y oke y lchdy okaiin daiiin y
G659-Y140	f39v	f39v.4	1	BOS	P	<BOS>	y	okeey	1	SEPARATE	y	SEPARATE	y	y okeey chody cheor aiin okody chodal ykedy qokedy dal o d aiin shky	y okeey chody cheor aiin okody chodal ykedy qokedy dal or aiin shky	yokeey chody cheor aiin okody cho al yke y qoke y dalodaiin shky
G659-Y141	f39v	f39v.9	11	MEDIAL	P	shd	y	kshy	0	MERGE_LEFT	shdy	SEPARATE	y	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	tar aiin dal ar ain cheor ydam shody okal shdy kshy or	tar aiin al ar ain cheor dam shody okal sh y kshy or
G659-Y142	f3v	f3v.14	3	MEDIAL	P	sheam	y	keam	0	VARIANT_OTHER	NONE	SEPARATE	y	dain sheam y keam	dain sheam yteam	dain she m y keam
G659-Y143	f41r	f41r.4	6	MEDIAL	P	ytedy	y	chees	0	VARIANT_OTHER	NONE	SEPARATE	y	chdchy ytcheeky ypchedy schdy ytedy y chees oteey otal dam	chdchy ytcheeky ypchedy schdy ytedy cthey chees oteey otal dam	chdchy tcheeky ypchedy schdy ytedy y chees oteey otal dag
G659-Y144	f42r	f42r.19	5	MEDIAL	P	sho	y	s	0	VARIANT_OTHER	NONE	SEPARATE	y	otchoty daiin chot sho y s os	otchoty daiin chot sho ckhhy cty s os	otchoty daiin chot sho y s os
G659-Y145	f42r	f42r.8	8	EOS	P	char	y	<EOS>	0	MERGE_LEFT	chary	MERGE_LEFT	chary	yshol chees cthol shor shol ety char y	yshol chees cthol shor shol ety chary	yshol chees cthol shor shol ety chary
G659-Y146	f42v	f42v.12	8	EOS	P	taiin	y	<EOS>	1	SEPARATE	y	SEPARATE	y	chotcheey chol ol chaiin oteeaiin chkchy taiin y	chotcheey chol ol chaiin oteeaiin chkchy taiin y	chotcheey chol ol chaiin oteeaiin chkchy taiin y
G659-Y147	f42v	f42v.2	3	MEDIAL	P	tchey	y	kchey	1	SEPARATE	y	SEPARATE	y	dshey tchey y kchey chtchy y dan dain otol daiin	dshey tchey y kchey chtchy cphy dan dain otol daiin	dshey tchey y kchey chtchy y dan dain otol daiin
G659-Y148	f42v	f42v.2	6	MEDIAL	P	chtchy	y	dan	0	VARIANT_OTHER	NONE	SEPARATE	y	dshey tchey y kchey chtchy y dan dain otol daiin	dshey tchey y kchey chtchy cphy dan dain otol daiin	dshey tchey y kchey chtchy y dan dain otol daiin
G659-Y149	f43r	f43r.13	10	MEDIAL	P	chckhy	y	kedydy	0	VARIANT_OTHER	NONE	SEPARATE	y	tshed qosheckhey odeeedy qeokeey qotedy daiin shodody shochol chckhy y kedydy	tshed qosheckhhy odeedy qeokehy qotedy daiin shodody shochol chckhy ykedy dy	tshed qoeckhey odeeedy qeokchy qote y daiin sho y shochol chckhy yke y y
G659-Y150	f43r	f43r.5	11	MEDIAL	P	otain	y	tam	0	MERGE_RIGHT	ytam	SEPARATE	y	ykar chedy shekody qotody qotar okedy dar choetchy dam otain y tam	ykor chdy shekody qotody qotar okedy dar choetchy dam otain ytam	ykar chedy sheko y qoto y qotar oke y ar choetchy am otain ytam
G659-Y151	f44r	f44r.2	3	MEDIAL	P	dyeees	y	ty	0	MERGE_RIGHT	yty	MERGE_RIGHT	yty	ydsh dyeees y ty oky okchey qykchey dchy dy	ydsh dyeees yty oky okchey qykchey dchy dy	ydsh dyeees yty oky okchey qykchey dchydy
G659-Y152	f44r	f44r.6	2	MEDIAL	P	dshor	y	tchol	0	MERGE_RIGHT	ytchol	MERGE_RIGHT	ytchol	dshor y tchol shy o cheekchy qotchy otchy dar	dshor ytchol shy o ocheeky qotchy otchy dar	dshor ytchol shy o cheekchy qotchy otchy dar
G659-Y153	f44v	f44v.4	7	MEDIAL	P	sho	y	tchy	0	MERGE_RIGHT	ytchy	SEPARATE	y	yokalod shaiin shor shorody shky sho y tchy opchod opy	yokalod shaiin shor shorody shky sho ytchy opchod opy	yokalod shaiin shor shorody shky sho y tchy opchod opy
G659-Y154	f44v	f44v.6	5	MEDIAL	P	dol	y	kchain	0	SEPARATE	y	MERGE_LEFT	doly	tol dair ytaiin dol y kchain oty keey otchol ytaiin dy	tol dair ytaiin dol y kchain otykeey otchol ytaiin dy	tol dair ytaiin doly kchain otykeey otchol ytaiin dy
G659-Y155	f45r	f45r.4	2	MEDIAL	P	lor	y	kaiin	0	MERGE_LEFT	lory	SEPARATE	y	lor y kaiin ykeol ykeol cham	lory kaiin ykeol ykeol cham	lar y kaiin ykeol ykeol cham
G659-Y156	f45r	f45r.7	3	MEDIAL	P	qor	y	kar	1	SEPARATE	y	SEPARATE	y	lchar qor y kar dar	lchar qor y kar dar	lchar qor y kar dar
G659-Y157	f46r	f46r.13	9	EOS	P	lain	y	<EOS>	1	SEPARATE	y	SEPARATE	y	ar akaiin shol okeey chol dar ols lain y	arakaiin shol okeey chol dar ols lain y	arakaiin shol okeey chol dar ols lain y
G659-Y158	f46v	f46v.4	11	MEDIAL	P	daiin	y	kaiir	0	MERGE_RIGHT	ykaiir	SEPARATE	y	ydaiin chckhy chdal olar chckhdy chdody tar cham kedy daiin y kaiir shckhefy	ydaiin chckhy chdal olar chckhdy chdody tar cham kedy daiin ykaiir shckhefy	ydaiin chckhy ch al olar chckh y ch ody tar cham ke y aiin y kaiir shckhefy
G659-Y159	f48r	f48r.1	4	MEDIAL	P	opchey	y	dal	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE	pshdaiin ypchdy opchey y dal sheodaiin sheokeol ykeeody olaiin opaldy	pshdaiin ypchdy opchey ckhy dal sheodaiin sheokeol ykeeody olaiin opaldy	pshdaiin ypchdy opchey ckhy dal sheodaiin sheokeol ykeeody olaiin opaldy
G659-Y160	f48v	f48v.1	12	MEDIAL	P	ypair	y	chedyty	1	SEPARATE	y	SEPARATE	y	pcheodchy dshedy fchedy los aiin ykeeedy shey ypchedy teedy chdy ypair y chedyty	pcheodchy dshedy fchedy los aiin ykeeedy shey ypchedy tchdy chdy ypair y chedyty	pcheodchy dshedy fchedy los aiin ykeeedy ey ypchedy teedy ch y ypairy che yty
G659-Y161	f48v	f48v.11	4	MEDIAL	P	ykal	y	tam	0	SEPARATE	y	MERGE_RIGHT	ytam	ykeedal chckhy ykal y tam or cheedls sary	y keedal chckhy ykal ytam or cheedls dary	ykeedal chckhy ykal ytam or cheedls sary
G659-Y162	f48v	f48v.3	3	MEDIAL	P	kor	y	keody	1	SEPARATE	y	SEPARATE	y	alchey kor y keody olkeeey chody chedy daly okeeor aiin otar air am	alchey kor y keody olkchey chody chedy daly okeeor aiin otar air am	alchey kor y keo y olkeeey chody chedy daly okeeor aiin otar air am
G659-Y163	f48v	f48v.4	10	MEDIAL	P	oteed	y	kedy	1	SEPARATE	y	SEPARATE	y	dchedy tchddy otsh okeey ty otar alchdy yteedy oteed y kedy m	dchedy tchddy otsh okeey ty otar alchdy yteedy oteed y tedy m	dchedy teeddy otsh okeey ty otar alch y ytee y otee yke y m
G659-Y164	f48v	f48v.6	12	MEDIAL	P	ok	y	tar	0	MERGE_RIGHT	ytar	SEPARATE	y	shdy qokain okar otar or otees ol or ain otal ok y tar chedy am	shdy qokain okar otar or otees ol or ain otal ok ytar chedy am	shdy qokain okar otar or otees ol or ain otal ok ytar che y am
G659-Y165	f49r	f49r.13	3	MEDIAL	P	chol	y	tcheol	0	SEPARATE	y	MERGE_LEFT	choly	d chol y tcheol daiin cthodd	sod chol y tcheol daiin cthodd	d choly tcheol daiin cthodd
G659-Y166	f49v	f49v.23	1	ONLY	L	<BOS>	y	<EOS>	1	SEPARATE	y	SEPARATE	y	y	y	y
G659-Y167	f49v	f49v.37	1	ONLY	L	<BOS>	y	<EOS>	1	SEPARATE	y	SEPARATE	y	y	y	y
G659-Y168	f49v	f49v.45	1	ONLY	L	<BOS>	y	<EOS>	1	SEPARATE	y	SEPARATE	y	y	y	y
G659-Y169	f49v	f49v.51	1	ONLY	L	<BOS>	y	<EOS>	1	SEPARATE	y	SEPARATE	y	y	y	y
G659-Y170	f49v	f49v.7	1	ONLY	L	<BOS>	y	<EOS>	1	SEPARATE	y	SEPARATE	y	y	y	y
G659-Y171	f50r	f50r.5	7	MEDIAL	P	ar	y	qokchdy	1	SEPARATE	y	SEPARATE	y	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	solkchy chckhy qokch y qo ch y okar ar y qokchdy kar ar okain
G659-Y172	f50v	f50v.5	1	BOS	P	<BOS>	y	chy	1	SEPARATE	y	SEPARATE	y	y chy tair chckhy qekaiin qodaiin olcheky chedy chkedy okedyd	y chy tair chckhy qekaiin qodaiin olcheky chedy chkedy okedyd	ychy tair chckhy qekaiin qodaiin olcheky che y chke y oke yd
G659-Y173	f51v	f51v.5	9	EOS	P	dar	y	<EOS>	1	SEPARATE	y	SEPARATE	y	todaiin ytady qokol shodol qockhy ykol otaiin dar y	todaiin ytody qokol shodol qockhy ykol otaiin dar y	todaiin yto y qokol shodol qockhy ykol otaiin dar y
G659-Y174	f53r	f53r.8	8	MEDIAL	P	o	y	toyd	0	MERGE_BOTH	oytoyd	MERGE_RIGHT	ytoyd	qotchol dar qoty chtor oltsho ykeeod o y toyd	qotchol dar qoty chtor oltsho cto ykeeod oytoyd	qotchol dar qoty chtor oltsho ykeeog o ytoyd
G659-Y175	f54v	f54v.13	1	BOS	P	<BOS>	y	chol	0	MERGE_RIGHT	ychol	MERGE_RIGHT	ychol	y chol okal yckhey	ychol okal yckhey	ychol okal yckhey
G659-Y176	f55r	f55r.2	6	MEDIAL	P	ykair	y	qokar	1	SEPARATE	y	SEPARATE	y	okair or aiin chody ykair y qokar okar ol ykar ar al	okair or aiin chody ykair y qokar okar ol ykar or al	okair r aiin chody ykair y qokar okar l ykar or al
G659-Y177	f55r	f55r.5	1	BOS	P	<BOS>	y	or	1	SEPARATE	y	SEPARATE	y	y or aiin okal chol kchoy pchtchdy oaiin okasor olkam	y or aiin okal chol kchoy pchtchdy oekaiin okasor olkam	y or aiin okal chol kchoy pchtch y oaiin okaror olkam
G659-Y178	f55r	f55r.6	5	MEDIAL	P	ke	y	kedy	0	VARIANT_OTHER	NONE	SEPARATE	y	tcho daiin sho ke y kedy okol chdy	tcho daiin sho kedy kedy okol chdy	tcho daiin sho ke y kedy okol ch y
G659-Y179	f55v	f55v.10	9	MEDIAL	P	otar	y	kal	0	MERGE_RIGHT	ykal	VARIANT_OTHER	NONE	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol	oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol
G659-Y180	f55v	f55v.11	9	MEDIAL	P	or	y	orain	1	SEPARATE	y	SEPARATE	y	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	ykaiin cheoar cheeky ol y aiin okal oltchy or y orain
G659-Y181	f55v	f55v.8	11	EOS	P	okar	y	<EOS>	0	MERGE_LEFT	okary	SEPARATE	y	tar chedy qokaiin okar qol otar cho ar talody okar y	tor chdy qokaiin okar qol otarcho cthar talody okary	t r che y qokaiin okar qol otarcho ar talody okary
G659-Y182	f56r	f56r.1	4	MEDIAL	P	chchs	y	oty	0	VARIANT_OTHER	NONE	SEPARATE	y	o chal chchs y oty esedy chy ychocphy chorchy chy	otchal chchsty oty esedy chy ycho cphy chor chy chy	o chal chchs y oty esedy chy ychocphy chorchy chy
G659-Y183	f56r	f56r.10	5	MEDIAL	P	chok	y	t	0	MERGE_BOTH	chokyt	MERGE_RIGHT	yt	yt chor otchy chok y t chey r okaiin	ytchor otchy chokyt chey r okaiin	ytchor otchy chok yt chey r ok aiin
G659-Y184	f56r	f56r.6	6	EOS	P	daiin	y	<EOS>	1	SEPARATE	y	SEPARATE	y	ykcho dy dchey keey daiin y	ykcho dy dchey keey daiin y	ykcho dy dchey keey daiin y
G659-Y185	f56v	f56v.10	7	MEDIAL	P	chotor	y	dy	0	MERGE_RIGHT	ydy	MERGE_RIGHT	ydy	ol kchy ksho shy ytol chotor y dy	ol kchy ksho shy ytol chotor ydy	olkchy ksho shy ytol chotor ydy
G659-Y186	f58r	f58r.6	5	MEDIAL	P	oteor	y	otal	0	MERGE_LEFT	oteory	MERGE_LEFT	oteory	torchey otaiin chary oteor y otal dalchor ykeey choltam	torchey otaiin chary oteory otal dalchor ykeey choltam	torchey otaiin chary oteory otal alchor ykeey choltam
G659-Y187	f58v	f58v.11	6	MEDIAL	P	or	y	ykaiin	0	SEPARATE	y	VARIANT_OTHER	NONE	tchol shol tor qokair or y ykaiin dory okaiir chodaiin otals	tcholshol tor qokairor y ykaiin dory okaiir chodaiin otals	tchol shol tor qokair or ykaiin dory okaiir chodaiin otals
G659-Y188	f58v	f58v.13	9	MEDIAL	P	tal	y	kar	0	VARIANT_OTHER	NONE	SEPARATE	y	qoeear alkeain ytal chos alor okal chcthy tal y kar	qoeear alkeain ytal chor alor okal chcthy tal ckshy kar	qoeear alkeain ytal chos alor okal chcthy tal y kar
G659-Y189	f58v	f58v.2	5	MEDIAL	P	tair	y	qotalody	1	SEPARATE	y	SEPARATE	y	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky	dair or sheaiin tair y qotalody saiin okeody qotair ar alor orky	dair ar aiin tair y qotalojy saiin okeody qotair ar alor orky
