side	neighbor_surface	occurrences	lines	pages	v35_known	v35_meaning_de	v35_source	materia_preparation_head	fused_sister_surface	fused_sister_occurrences	fused_sister_pages	example_loci
RIGHT	lshedy	1	1	1	1	eingeweichtes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM	1	ylshedy	0	0	f104r.42
RIGHT	mol	1	1	1	0	OPEN	OPEN	0	ymol	0	0	f17r.10
RIGHT	ochedy	1	1	1	0	OPEN	OPEN	0	yochedy	0	0	f86v3.25
RIGHT	oiin	1	1	1	1	Zubereitungsform III	GDT643:ROUND_02	1	yoiin	2	2	f116r.37
RIGHT	okaiin	1	1	1	1	heiß, Grad III, im Ansatzrahmen	V13:TARGET_SURFACE_DEFAULT	1	yokaiin	0	0	f23v.11
RIGHT	okain	1	1	1	1	heiß im Zubereitungsrahmen, Grad II	V13:QUALITY_DEGREE_SERIES	1	yokain	0	0	f95v2.6
RIGHT	okchan	1	1	1	0	OPEN	OPEN	0	yokchan	0	0	f19v.10
RIGHT	okeedy	1	1	1	1	heißer Ansatz am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	1	yokeedy	0	0	f112r.42
RIGHT	okeey	2	2	2	1	heißer Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	1	yokeey	1	1	f107v.47|f39v.4
RIGHT	ol	1	1	1	1	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER	1	yol	1	1	f13v.10
RIGHT	olkor	1	1	1	0	OPEN	OPEN	0	yolkor	0	0	f95r2.6
RIGHT	olsheey	1	1	1	0	OPEN	OPEN	0	yolsheey	0	0	f78r.33
RIGHT	oly	1	1	1	0	OPEN	OPEN	0	yoly	0	0	f23r.9
RIGHT	or	1	1	1	1	Drogenportion	GDT654:REVISE_AMBIGUOUS_TO_EXACT	1	yor	2	2	f55r.5
RIGHT	orain	1	1	1	0	OPEN	OPEN	0	yorain	0	0	f55v.11
RIGHT	otal	1	1	1	1	Rohstoffklasse I im Ansatz, kalt am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	1	yotal	0	0	f58r.6
RIGHT	otan	1	1	1	1	kalt im Zubereitungsrahmen, Grad I	V13:QUALITY_DEGREE_SERIES	1	yotan	0	0	f116r.48
RIGHT	oteey	1	1	1	1	kalter Ansatz am Ende des Grades	GDT647:FAMILY_MIGRATION	1	yoteey	0	0	f114v.40
RIGHT	otol	1	1	1	1	kaltes Zubereitungsgut	GDT648:STRICT_WHOLE_COMPLETION	1	yotol	0	0	f11r.6
RIGHT	oty	1	1	1	1	kalter Ansatz am Anfang des Grades	GDT647:FAMILY_MIGRATION	1	yoty	0	0	f56r.1
RIGHT	pchofar	1	1	1	0	OPEN	OPEN	0	ypchofar	0	0	f108r.5
RIGHT	qokaiin	1	1	1	1	heiß, Grad III	V13:TARGET_SURFACE_DEFAULT	0	yqokaiin	0	0	f114r.15
RIGHT	qokal	1	1	1	1	Rohstoffklasse I, heiß am Gradanfang	GDT656:REVISE_AL_QUALITY_MODEL	1	yqokal	0	0	f108r.24
RIGHT	qokan	1	1	1	1	heiß im qo-Rahmen, Grad I	V13:QUALITY_DEGREE_SERIES	0	yqokan	0	0	f111v.33
RIGHT	qokar	1	1	1	1	heiße Drogenfraktion I	GDT654:REVISE_CONFLICTING_EXACT	1	yqokar	0	0	f55r.2
RIGHT	qokchdy	1	1	1	1	heiß und trocken am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	yqokchdy	0	0	f50r.5
RIGHT	qokchedy	1	1	1	1	heiß und trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	yqokchedy	0	0	f58v.27
RIGHT	qokey	1	1	1	1	heiß in der Mitte des Grades	GDT647:FAMILY_MIGRATION	0	yqokey	0	0	f108r.46
RIGHT	qol	1	1	1	0	OPEN	OPEN	0	yqol	0	0	f80v.35
RIGHT	qotal	1	1	1	1	Rohstoffklasse I, kalt am Gradanfang	GDT656:NEW_EXACT_WHOLE	1	yqotal	0	0	f77v.33
RIGHT	qotalody	1	1	1	0	OPEN	OPEN	0	yqotalody	0	0	f58v.2
RIGHT	r	1	1	1	0	OPEN	OPEN	0	yr	0	0	f116r.34
RIGHT	raiin	2	2	2	1	Wurzel, Typ/Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	1	yraiin	0	0	f112r.19|f113r.27
RIGHT	rchey	1	1	1	1	Wurzel/Wurzeldroge, trocken gebunden, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	1	yrchey	0	0	f80v.21
RIGHT	s	2	2	2	0	OPEN	OPEN	0	ys	1	1	f42r.19|f88v.9
RIGHT	sain	1	1	1	0	OPEN	OPEN	0	ysain	0	0	f78r.35
RIGHT	sh	1	1	1	0	OPEN	OPEN	0	ysh	0	0	f113r.35
RIGHT	shal	1	1	1	1	Rohstoffklasse I, feucht am Gradanfang	GDT656:NEW_EXACT_WHOLE	1	yshal	0	0	f79r.20
RIGHT	shchey	1	1	1	0	OPEN	OPEN	0	yshchey	0	0	f81v.25
RIGHT	shckhy	1	1	1	1	Arzneikompositum: feucht, Gradanfang	GDT651:STRONG_LEARNED_CKH_FAMILY	1	yshckhy	0	0	f6v.4
RIGHT	shedy	5	5	4	1	feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	yshedy	7	6	f103r.33|f76r.45|f78v.7|f79r.30|f79r.40
RIGHT	sheedal	1	1	1	0	OPEN	OPEN	0	ysheedal	0	0	f106r.45
RIGHT	sheedy	1	1	1	1	feucht am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	ysheedy	5	5	f81r.29
RIGHT	sheeil	1	1	1	0	OPEN	OPEN	0	ysheeil	0	0	f111v.33
RIGHT	sheeoaiin	1	1	1	0	OPEN	OPEN	0	ysheeoaiin	0	0	f113r.29
RIGHT	sheey	1	1	1	1	feucht am Ende des Grades	GDT647:FAMILY_MIGRATION	0	ysheey	8	8	f26r.3
RIGHT	sheo	1	1	1	1	Feuchtzubereitung	GDT650:STRONG_COMPOSITIONAL_SHELL	1	ysheo	0	0	f115v.16
RIGHT	sheol	1	1	1	1	feuchtes Material	V13:TARGET_SURFACE_DEFAULT	1	ysheol	1	1	f113r.47
RIGHT	shey	3	3	3	1	feucht in der Mitte des Grades	GDT647:FAMILY_MIGRATION	0	yshey	11	10	f108v.44|f79r.43|f83v.25
RIGHT	shkeey	1	1	1	0	OPEN	OPEN	0	yshkeey	0	0	f102v2.17
RIGHT	shoain	1	1	1	0	OPEN	OPEN	0	yshoain	0	0	f113r.12
RIGHT	shody	1	1	1	0	OPEN	OPEN	0	yshody	0	0	f25r.1
RIGHT	shol	1	1	1	1	feucht; nominal feuchtes Gut/Material	V13:MOIST_OL_FORM	1	yshol	2	2	f6r.1
RIGHT	t	1	1	1	0	OPEN	OPEN	0	yt	2	2	f56r.10
RIGHT	taiin	4	4	4	1	kalt, Grad III	V13:QUALITY_DEGREE_SERIES	0	ytaiin	39	24	f107r.50|f13v.8|f5v.4|f86v5.17
RIGHT	tal	1	1	1	1	Rohstoffklasse I, kalt am Gradanfang	GDT656:NEW_EXACT_WHOLE	1	ytal	12	10	f86v5.9
RIGHT	tam	2	2	2	0	OPEN	OPEN	0	ytam	12	10	f43r.5|f48v.11
RIGHT	tar	1	1	1	1	kalte Drogenfraktion I	GDT654:NEW_EXACT_WHOLE	1	ytar	21	15	f48v.6
RIGHT	tcheol	1	1	1	1	kalt-trockener Drogenstoff	GDT642:ROUND_03	1	ytcheol	0	0	f49r.13
RIGHT	tchody	1	1	1	0	OPEN	OPEN	0	ytchody	3	3	f8r.11
RIGHT	tchol	1	1	1	0	OPEN	OPEN	0	ytchol	5	5	f44r.6
RIGHT	tchy	3	3	2	1	kalt und trocken am Anfang des Grades	GDT647:FAMILY_MIGRATION	0	ytchy	14	12	f19r.2|f19r.9|f44v.4
RIGHT	tedar	1	1	1	0	OPEN	OPEN	0	ytedar	2	2	f75v.57
RIGHT	teeodal	1	1	1	0	OPEN	OPEN	0	yteeodal	0	0	f87r.7
RIGHT	tees	1	1	1	0	OPEN	OPEN	0	ytees	0	0	f78r.35
RIGHT	teey	1	1	1	1	kalt am Ende des Grades	GDT647:FAMILY_MIGRATION	0	yteey	23	16	f105r.30
RIGHT	toyd	1	1	1	0	OPEN	OPEN	0	ytoyd	0	0	f53r.8
RIGHT	tshedy	1	1	1	1	kalt und feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	0	ytshedy	2	2	f86v6.28
RIGHT	ty	1	1	1	1	kalt am Anfang des Grades	GDT647:FAMILY_MIGRATION	0	yty	18	15	f44r.2
RIGHT	tydy	1	1	1	0	OPEN	OPEN	0	ytydy	0	0	f36v.8
RIGHT	yfchy	1	1	1	0	OPEN	OPEN	0	yyfchy	0	0	f23r.1
RIGHT	ykaiin	1	1	1	0	OPEN	OPEN	0	yykaiin	0	0	f58v.11
RIGHT	ykeeam	1	1	1	0	OPEN	OPEN	0	yykeeam	0	0	f100r.23
RIGHT	yken	1	1	1	0	OPEN	OPEN	0	yyken	0	0	f39r.11
RIGHT	ypchdair	1	1	1	0	OPEN	OPEN	0	yypchdair	0	0	f94v.9
