occurrence_id	page	locus	token_index	ordinal	line_length	position	token_kind	section	language	hand	left_surface	right_surface	left_fused_surface	left_fused_occurrences	right_fused_surface	right_fused_occurrences	left_v35_known	left_v35_meaning_de	right_v35_known	right_v35_meaning_de	right_materia_preparation_head	base_context_class	context_class	materia_subtype	direction_override	label_subrole	structural_tag	token_gloss_de	working_render_de	live_rival_de	all_three_present	line_all_present_exact	all_reader_separate_y	it2a_boundary_class	it2a_matched_surface	rf1b_boundary_class	rf1b_matched_surface
G659-Y055	f113r	f113r.29	1	1	10	BOS	P	S	B	3	<BOS>	sheeoaiin	NONE	0	ysheeoaiin	0	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ysheeoaiin	MERGE_RIGHT	ysheeoaiin
G659-Y056	f113r	f113r.35	1	1	14	BOS	P	S	B	3	<BOS>	sh	NONE	0	ysh	0	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE
G659-Y057	f113r	f113r.47	1	1	12	BOS	P	S	B	3	<BOS>	sheol	NONE	0	ysheol	1	0	OPEN	1	feuchtes Material	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y058	f113v	f113v.27	1	1	5	BOS	P	S	B	3	<BOS>	cheeo	NONE	0	ycheeo	6	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE
G659-Y059	f113v	f113v.37	7	7	8	MEDIAL	P	S	B	3	qokair	daiin	qokairy	0	ydaiin	14	0	OPEN	1	Grad-/Maßwert III	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	MERGE_RIGHT	ydaiin	MERGE_RIGHT	ydaiin
G659-Y060	f113v	f113v.48	1	1	12	BOS	P	S	B	3	<BOS>	cheol	NONE	0	ycheol	11	0	OPEN	1	trockener Drogenstoff	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheol	SEPARATE	y
G659-Y061	f114r	f114r.15	6	6	14	MEDIAL	P	S	B	3	chodar	dal	chodary	0	ydal	2	0	OPEN	1	abgemessene Rohstoffmenge I	1	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	1	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ROLE=RIGHT_REFERENCE|RIGHT_CLASS=MATERIA_PREPARATION	hierzu:	hierzu: abgemessene Rohstoffmenge I	plain mechanical right reference; f80v.21 retains its recorded LEFT-close rival	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y062	f114r	f114r.15	11	11	14	MEDIAL	P	S	B	3	dalol	qokaiin	daloly	0	yqokaiin	0	0	OPEN	1	heiß, Grad III	0	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y063	f114r	f114r.18	3	3	7	MEDIAL	P	S	B	3	okar	cheodeeey	okary	8	ycheodeeey	0	1	heiße Drogenfraktion I im Ansatz	0	OPEN	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	1	1	SEPARATE	y	SEPARATE	y
G659-Y064	f114r	f114r.30	1	1	14	BOS	P	S	B	3	<BOS>	chedar	NONE	0	ychedar	2	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ychedar	MERGE_RIGHT	ychedar
G659-Y065	f114r	f114r.34	5	5	8	MEDIAL	P	S	B	3	kaiin	kar	kaiiny	0	ykar	31	1	heiß, Grad III	1	heiße Drogenfraktion I	1	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	1	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ROLE=RIGHT_REFERENCE|RIGHT_CLASS=MATERIA_PREPARATION	hierzu:	hierzu: heiße Drogenfraktion I	plain mechanical right reference; f80v.21 retains its recorded LEFT-close rival	1	0	0	MERGE_RIGHT	ykar	MERGE_RIGHT	ykar
G659-Y066	f114v	f114v.30	1	1	11	BOS	P	S	B	3	<BOS>	cheey	NONE	0	ycheey	18	0	OPEN	1	trocken am Ende des Grades	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheey	MERGE_RIGHT	ycheey
G659-Y067	f114v	f114v.32	1	1	6	BOS	P	S	B	3	<BOS>	cheol	NONE	0	ycheol	11	0	OPEN	1	trockener Drogenstoff	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheol	MERGE_RIGHT	ycheol
G659-Y068	f114v	f114v.40	3	3	12	MEDIAL	P	S	B	3	cheo	oteey	cheoy	4	yoteey	0	1	trocken angesetzte Zubereitung	1	kalter Ansatz am Ende des Grades	1	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	MERGE_LEFT	cheoy	SEPARATE	y
G659-Y069	f115r	f115r.15	1	1	13	BOS	P	S	B	@	<BOS>	cheo	NONE	0	ycheo	9	0	OPEN	1	trocken angesetzte Zubereitung	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheo	SEPARATE	y
G659-Y070	f115r	f115r.22	9	9	12	MEDIAL	P	S	B	@	cheedy	cheedy	cheedyy	0	ycheedy	7	1	trocken am Ende des Grades, abgeschlossen	1	trocken am Ende des Grades, abgeschlossen	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	VARIANT_OTHER	NONE	SEPARATE	y
G659-Y071	f115r	f115r.25	1	1	7	BOS	P	S	B	@	<BOS>	cheodain	NONE	0	ycheodain	1	0	OPEN	1	Trockenansatz, Dosis II	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	1	1	SEPARATE	y	SEPARATE	y
G659-Y072	f115r	f115r.33	1	1	11	BOS	P	S	B	@	<BOS>	cheey	NONE	0	ycheey	18	0	OPEN	1	trocken am Ende des Grades	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ycheey	SEPARATE	y
G659-Y073	f115r	f115r.39	1	1	6	BOS	P	S	B	@	<BOS>	chey	NONE	0	ychey	13	0	OPEN	1	trocken in der Mitte des Grades	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ychey	MERGE_RIGHT	ychey
G659-Y074	f115r	f115r.45	1	1	5	BOS	P	S	B	@	<BOS>	dchedy	NONE	0	ydchedy	0	0	OPEN	0	OPEN	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y075	f115v	f115v.16	6	6	13	MEDIAL	P	S	B	3	kar	sheo	kary	4	ysheo	0	1	heiße Drogenfraktion I	1	Feuchtzubereitung	1	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y076	f115v	f115v.28	1	1	8	BOS	P	S	B	3	<BOS>	chey	NONE	0	ychey	13	0	OPEN	1	trocken in der Mitte des Grades	0	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	MERGE_RIGHT	ychey	MERGE_RIGHT	ychey
G659-Y077	f116r	f116r.18	14	14	14	EOS	P	S	B	3	ar	<EOS>	ary	15	NONE	0	1	Drogenfraktion I	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	0	0	MERGE_LEFT	ary	MERGE_LEFT	ary
G659-Y078	f116r	f116r.19	12	12	13	MEDIAL	P	S	B	3	ot	dain	oty	101	ydain	4	0	OPEN	1	Grad-/Maßwert II	0	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	0	MERGE_LEFT	oty	VARIANT_OTHER	NONE
G659-Y079	f116r	f116r.20	6	6	15	MEDIAL	P	S	B	3	raiin	chedy	raiiny	0	ychedy	11	1	Wurzel, Typ/Charge III	1	trocken in der Mitte des Grades, abgeschlossen	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y080	f116r	f116r.34	6	6	12	MEDIAL	P	S	B	3	okain	r	okainy	1	yr	0	1	heiß im Zubereitungsrahmen, Grad II	0	OPEN	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE
G659-Y081	f116r	f116r.37	4	4	13	MEDIAL	P	S	B	3	l	oiin	ly	12	yoiin	2	0	OPEN	1	Zubereitungsform III	1	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE
G659-Y082	f116r	f116r.4	12	12	12	EOS	P	S	B	3	aralar	<EOS>	aralary	0	NONE	0	0	OPEN	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	0	0	MERGE_LEFT	aralary	SEPARATE	y
G659-Y083	f116r	f116r.48	8	8	11	MEDIAL	P	S	B	3	dain	otan	dainy	1	yotan	0	1	Grad-/Maßwert II	1	kalt im Zubereitungsrahmen, Grad I	1	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y084	f11r	f11r.2	3	3	9	MEDIAL	P	H	A	1	qodor	kshy	qodory	0	ykshy	2	0	OPEN	1	heiß und feucht am Anfang des Grades	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	SEPARATE	y	MERGE_LEFT	qodory
G659-Y085	f11r	f11r.5	5	5	11	MEDIAL	P	H	A	1	dky	daiin	dkyy	0	ydaiin	14	0	OPEN	1	Grad-/Maßwert III	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	VARIANT_OTHER	NONE	SEPARATE	y
G659-Y086	f11r	f11r.5	9	9	11	MEDIAL	P	H	A	1	d	chodl	dy	229	ychodl	0	0	OPEN	0	OPEN	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	MERGE_LEFT	dy	MERGE_LEFT	dy
G659-Y087	f11r	f11r.6	4	4	12	MEDIAL	P	H	A	1	s	otol	sy	28	yotol	0	0	OPEN	1	kaltes Zubereitungsgut	1	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	SEPARATE	y	VARIANT_OTHER	NONE
G659-Y088	f11v	f11v.1	8	8	8	EOS	P	H	A	1	dan	<EOS>	dany	0	NONE	0	1	Grad-/Maßwert I	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	1	1	SEPARATE	y	SEPARATE	y
G659-Y089	f13r	f13r.2	11	11	11	EOS	P	H	A	1	s	<EOS>	sy	28	NONE	0	0	OPEN	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y090	f13r	f13r.3	2	2	11	MEDIAL	P	H	A	1	s	dchor	sy	28	ydchor	0	0	OPEN	0	OPEN	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	SEPARATE	y	VARIANT_OTHER	NONE
G659-Y091	f13v	f13v.10	1	1	6	BOS	P	H	A	1	<BOS>	ol	NONE	0	yol	1	0	OPEN	1	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	SEPARATE	y	MERGE_RIGHT	yol
G659-Y092	f13v	f13v.8	3	3	11	MEDIAL	P	H	A	1	daiin	dain	daiiny	3	ydain	4	1	Grad-/Maßwert III	1	Grad-/Maßwert II	0	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	0	SEPARATE	y	MERGE_RIGHT	ydain
G659-Y093	f13v	f13v.8	10	10	11	MEDIAL	P	H	A	1	d	taiin	dy	229	ytaiin	39	0	OPEN	1	kalt, Grad III	0	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	0	MERGE_RIGHT	ytaiin	MERGE_BOTH	dytaiin
G659-Y094	f13v	f13v.9	5	5	9	MEDIAL	P	H	A	1	ytal	cho	ytaly	3	ycho	3	0	OPEN	0	OPEN	0	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y095	f14v	f14v.3	8	8	10	MEDIAL	P	H	A	1	dytchy	ky	dytchyy	0	yky	12	0	OPEN	1	heiß am Anfang des Grades	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	0	0	VARIANT_OTHER	NONE	SEPARATE	y
G659-Y096	f15r	f15r.9	7	7	7	EOS	P	H	A	1	s	<EOS>	sy	28	NONE	0	0	OPEN	0	OPEN	0	Y_EOS_CLOSE	Y_EOS_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=EOS|ROLE=ENTRY_CLOSE	Eintrag abgeschlossen	.	postponierter Bezug auf den linken Stoff	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y097	f15v	f15v.7	1	1	8	BOS	P	H	A	1	<BOS>	choiin	NONE	0	ychoiin	0	0	OPEN	1	trockene Zubereitungsform III	1	Y_BOS_ENTRY	Y_BOS_ENTRY	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=BOS|ROLE=ENTRY_HEAD	Eintrag:	Eintrag:	hierzu / zu derselben Droge, falls ein lokaler Antezedent sichtbar wird	1	0	0	VARIANT_OTHER	NONE	SEPARATE	y
G659-Y098	f16r	f16r.5	4	4	9	MEDIAL	P	H	A	1	chs	kch	chsy	1	ykch	0	0	OPEN	0	OPEN	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	MERGE_RIGHT	ykch	MERGE_RIGHT	ykch
G659-Y099	f16v	f16v.2	2	2	6	MEDIAL	P	H	A	1	ytchor	ky	ytchory	0	yky	12	1	kalt-trockene Portion dieser Droge	1	heiß am Anfang des Grades	0	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=RIGHT	hierzu:	hierzu:	neuer Unterposten statt deiktischer Bezug	1	1	1	SEPARATE	y	SEPARATE	y
G659-Y100	f16v	f16v.8	3	3	9	MEDIAL	P	H	A	1	chol	daiin	choly	12	ydaiin	14	1	trocken; nominal trockenes Gut/Material	1	Grad-/Maßwert III	0	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y101	f17r	f17r.10	5	5	6	MEDIAL	P	H	A	1	sain	mol	sainy	0	ymol	0	0	OPEN	0	OPEN	0	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	0	SEPARATE	y	VARIANT_OTHER	NONE
G659-Y102	f17r	f17r.12	2	2	3	MEDIAL	P	H	A	1	ychod	chotom	ychody	1	ychotom	0	0	OPEN	0	OPEN	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	MERGE_LEFT	ychody	MERGE_LEFT	ychody
G659-Y103	f18r	f18r.14	2	2	3	MEDIAL	P	H	A	1	ychekch	kchaiin	ychekchy	1	ykchaiin	0	0	OPEN	0	OPEN	0	Y_MEDIAL_LEFT_CLOSE	Y_MEDIAL_LEFT_CLOSE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=LEFT	Eintragsteil abgeschlossen	;	rechte Eintragsreferenz bei einem konkreten Folgekörper	1	0	0	MERGE_LEFT	ychekchy	MERGE_LEFT	ychekchy
G659-Y104	f19r	f19r.2	3	3	10	MEDIAL	P	H	A	1	chor	tchy	chory	11	ytchy	14	1	Pflanzen-/Reproduktionsteil	1	kalt und trocken am Anfang des Grades	0	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y105	f19r	f19r.9	4	4	7	MEDIAL	P	H	A	1	dor	tchy	dory	4	ytchy	14	0	OPEN	1	kalt und trocken am Anfang des Grades	0	Y_MEDIAL_BIDIRECTIONAL_HINGE	Y_MEDIAL_BIDIRECTIONAL_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=BOTH	; hierzu:	hierzu:	nur linkes Formende oder nur rechter Eintragskopf	1	0	1	SEPARATE	y	SEPARATE	y
G659-Y106	f19v	f19v.10	5	5	6	MEDIAL	P	H	A	1	qokor	okchan	qokory	0	yokchan	0	1	heiße Drogenportion	0	OPEN	0	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	0	SEPARATE	y	VARIANT_OTHER	NONE
G659-Y107	f20r	f20r.5	3	3	6	MEDIAL	P	H	A	1	chokoaiin	cheeeb	chokoaiiny	0	ycheeeb	0	0	OPEN	0	OPEN	0	Y_MEDIAL_UNRESOLVED_HINGE	Y_MEDIAL_UNRESOLVED_HINGE	0	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ATTACHMENT=UNRESOLVED	hierzu:	hierzu:	gelernter lokaler Trenner ohne deiktische Funktion	1	0	0	VARIANT_OTHER	NONE	SEPARATE	y
G659-Y108	f21r	f21r.6	2	2	12	MEDIAL	P	H	A	1	dchor	kol	dchory	0	ykol	12	0	OPEN	1	heiß; nominal heißes Gut/Material	1	Y_MEDIAL_RIGHT_REFERENCE	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	1	0	NONE	NAKED_Y|TOKEN_KIND=P|POSITION=MEDIAL|ROLE=RIGHT_REFERENCE|RIGHT_CLASS=MATERIA_PREPARATION	hierzu:	hierzu: heiß; nominal heißes Gut/Material	plain mechanical right reference; f80v.21 retains its recorded LEFT-close rival	1	0	1	SEPARATE	y	SEPARATE	y
