surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt519_rank	gdt519_top1	gdt520_rank	gdt520_top1	gdt520_top5	truth_gdt519_score	truth_segment_count	truth_boundary_nll	truth_gdt520_score	truth_alignment_trace	top1_gdt519_score	top1_segment_count	top1_boundary_nll	top1_gdt520_score	top1_alignment_trace	decision_change_class	working_policy
da	1	f31r	DA	4	1	DA	1	DA	DA | D_ADDR | D_ADDR+A_ADDR | CHD+A_ADDR	1.012355067	1	0.825068528	1.194861920	da=>da~DA@edit0+alias0.000	1.012355067	1	0.825068528	1.194861920	da=>da~DA@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dairal	1	f66r	D_ADDR+AIR+AL	100	1	D_ADDR+AIR+AL	1	D_ADDR+AIR+AL	D_ADDR+AIR+AL | AIR+AL | D_ADDR+AIR+A_ADDR+L | D_ADDR+AIR+A_ADDR+AL | D_ADDR+AIR+L	1.802259163	3	0.986407566	2.200899919	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	1.802259163	3	0.986407566	2.200899919	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dairody	1	f66r	D_ADDR+AIR+O+DY	100	1	D_ADDR+AIR+O+DY	1	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY | D_ADDR+AIR+O+D_ADDR+Y | AIR+O+DY | D_ADDR+AIR+O+Y | AIR+O+D_ADDR+Y	2.747551804	4	1.517969350	3.299348739	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	2.747551804	4	1.517969350	3.299348739	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	100	2	D_ADDR+AIR+Y+K+O+DA+S	3	D_ADDR+AIR+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+DA+S | AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S | D_ADDR+AIR+Y+K+O+D_ADDR+S | AIR+Y+K+O+D_ADDR+A_ADDR+S	6.860690711	8	2.441161427	7.904806853	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | s=>s~S@edit0+alias0.000	4.408768813	7	2.238211806	5.332589994	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dalalshedy	1	f66r	AL+AL+SH+E+DY	100	1	AL+AL+SH+E+DY	1	AL+AL+SH+E+DY	AL+AL+SH+E+DY | D_ADDR+AL+AL+SH+E+DY | AL+A_ADDR+L+SH+E+DY | D_ADDR+AL+L+SH+E+DY | AL+AL+SH+E+Y	3.492714729	5	1.605515977	4.153266326	dal=>dal~AL@edit0+alias0.273 | al=>al~AL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	3.492714729	5	1.605515977	4.153266326	dal=>dal~AL@edit0+alias0.273 | al=>al~AL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dalcheeeky	1	f66r	AL+CH+EEE+K+Y	100	3	AL+EEE+K+Y	2	AL+EEE+K+Y	AL+EEE+K+Y | AL+CH+EEE+K+Y | AL+CH+E+EE+K+Y | AL+LOCAL_C+EEE+K+Y | AL+CH+EE+E+K+Y	7.017473657	5	1.403941525	7.657867810	dal=>dal~AL@edit0+alias0.273 | ch=>ch~CH@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	4.742049556	4	2.505500298	5.392599586	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dalky	1	f66r	AL+K+Y	10	1	AL+K+Y	1	AL+K+Y	AL+K+Y | D_ADDR+AL+K+Y | DA+L+K+Y | DA+AL+K+Y | D_ADDR+L+K+Y	1.726501609	3	0.735431388	2.100044748	dal=>dal~AL@edit0+alias0.273 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.726501609	3	0.735431388	2.100044748	dal=>dal~AL@edit0+alias0.273 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dalol	1	f66r	AL+OL	44	1	AL+OL	1	AL+OL	AL+OL | D_ADDR+AL+OL | DA+L+OL | D_ADDR+OL | DA+AL+OL	1.413866655	2	0.484284596	1.662295115	dal=>dal~AL@edit0+alias0.273 | ol=>ol~OL@edit0+alias0.000	1.413866655	2	0.484284596	1.662295115	dal=>dal~AL@edit0+alias0.273 | ol=>ol~OL@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dard	1	f66r	D_ADDR+AR+D_ADDR	18	1	D_ADDR+AR+D_ADDR	1	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR | DA+R+D_ADDR | DA+AR+D_ADDR | D_ADDR+R+D_ADDR | D_ADDR+A_ADDR+R+D_ADDR	1.774190114	3	0.880986526	2.162288766	d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	1.774190114	3	0.880986526	2.162288766	d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dcheey	1	f31r	D_ADDR+CH+EE+Y	36	1	D_ADDR+CH+EE+Y	1	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y | D_ADDR+SH+EE+Y | CH+EE+Y | D_ADDR+LOCAL_C+EE+Y | D_ADDR+EE+Y	2.062322758	4	0.533040382	2.515626796	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.062322758	4	0.533040382	2.515626796	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dcheol	1	f66r	D_ADDR+CH+E+O+L	45	2	D_ADDR+CH+E+OL	2	D_ADDR+CH+E+OL	D_ADDR+CH+E+OL | D_ADDR+CH+E+O+L | CH+E+OL | D_ADDR+LOCAL_C+E+OL | D_ADDR+E+OL	3.420331655	5	2.064525277	4.126784183	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000	2.692504248	4	0.585412669	3.151045515	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dkar	1	f66r	D_ADDR+K+AR	19	1	D_ADDR+K+AR	1	D_ADDR+K+AR	D_ADDR+K+AR | K+AR | D_ADDR+K+R | D_ADDR+K+A_ADDR+R | D_ADDR+K+A_ADDR+AR	1.202960740	3	0.459871913	1.548947932	d=>d~D_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	1.202960740	3	0.459871913	1.548947932	d=>d~D_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
doiiin	1	f20v	D_ADDR+O+IIN	100	1	D_ADDR+O+IIN	1	D_ADDR+O+IIN	D_ADDR+O+IIN | D_ADDR+O+LOCAL_CHAR_I+IIN | D_ADDR+O+IIN+IIN | D_ADDR+O+AIIN | O+D_ADDR+IIN	0.989597307	3	2.302166397	1.519813946	d=>d~D_ADDR@edit0+alias0.000 | oi=>oi~O@edit0+alias0.256 | iin=>iin~IIN@edit0+alias0.000	0.989597307	3	2.302166397	1.519813946	d=>d~D_ADDR@edit0+alias0.000 | oi=>oi~O@edit0+alias0.256 | iin=>iin~IIN@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	100	1	D_ADDR+OL+AR+SH+Y	1	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y | D_ADDR+OL+AR+Y | OL+AR+SH+Y | D_ADDR+OL+AR+S+Y | D_ADDR+OL+R+SH+Y	2.469628566	5	1.059443804	3.075572947	d=>d~D_ADDR@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.469628566	5	1.059443804	3.075572947	d=>d~D_ADDR@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	100	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	D_ADDR+SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+IIN+R	6.088650108	6	1.868329017	6.875483010	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	6.041969112	5	2.342957530	6.776264865	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dyky	1	f66r	D_ADDR+Y+K+Y	8	2	DY+K+Y	2	DY+K+Y	DY+K+Y | D_ADDR+Y+K+Y | Y+K+Y | D_ADDR+Y+K+Y+CH | CHD+Y+K+Y	2.572449924	4	1.106281145	3.083078038	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.044238128	3	1.094432825	2.453681411	dy=>dy~DY@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	100	1	D_ADDR+Y+T+CH+EE+Y	1	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y | D_ADDR+Y+T+SH+EE+Y | DY+T+CH+EE+Y | Y+T+CH+EE+Y | D_ADDR+Y+T+EE+Y	3.866849503	6	1.897706787	4.656620181	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.866849503	6	1.897706787	4.656620181	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
f	4	f66r	LOCAL_CHAR_F	1	1	LOCAL_CHAR_F	1	LOCAL_CHAR_F	LOCAL_CHAR_F	0.375741873	1	0.000000000	0.475741873	f=>f~LOCAL_CHAR_F@edit0+alias0.000	0.375741873	1	0.000000000	0.475741873	f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	26	1	LOCAL_CHAR_F+IIN+S	1	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S | LOCAL_CHAR_F+A_ADDR+IIN+S | LOCAL_CHAR_F+AIIN+S | LOCAL_CHAR_F+A_ADDR+LOCAL_CHAR_I+S | LOCAL_CHAR_F+AIN+LOCAL_CHAR_I+S	4.587871493	3	0.791189215	4.966990415	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000	4.587871493	3	0.791189215	4.966990415	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
fary	1	f66r	LOCAL_CHAR_F+AR+Y	4	1	LOCAL_CHAR_F+AR+Y	1	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y | LOCAL_CHAR_F+A_ADDR+R+Y | LOCAL_CHAR_F+D_ADDR+AR+Y | LOCAL_CHAR_F+A_ADDR+AR+Y	0.952618828	3	0.481050275	1.300723855	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	0.952618828	3	0.481050275	1.300723855	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	43	1	LOCAL_CHAR_F+CHD+AR	1	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR | LOCAL_CHAR_F+CH+D_ADDR+AR | LOCAL_CHAR_F+CHD+D_ADDR+AR | LOCAL_CHAR_F+LOCAL_C+D_ADDR+AR | LOCAL_CHAR_F+CHD+R	2.947610228	3	0.989759994	3.346586227	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	2.947610228	3	0.989759994	3.346586227	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	72	1	LOCAL_CHAR_F+CHD+Y+R	1	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R | LOCAL_CHAR_F+CH+E+DY+R | LOCAL_CHAR_F+CHD+DY+R | LOCAL_CHAR_F+CH+DY+R | LOCAL_CHAR_F+CHD+Y+AR	3.763647015	4	2.776218221	4.441268837	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | r=>r~R@edit0+alias0.000	3.763647015	4	2.776218221	4.441268837	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | r=>r~R@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
folchol	1	f20v	LOCAL_CHAR_F+OL+OL	53	1	LOCAL_CHAR_F+OL+OL	1	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL | LOCAL_CHAR_F+OL+CH+OL | LOCAL_CHAR_F+OL+LOCAL_C+OL | LOCAL_CHAR_F+OL+LOCAL_C+SH+OL | LOCAL_CHAR_F+OL+CH+O+L	3.448720502	3	1.216397980	3.870360300	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | chol=>chol~OL@edit0+alias0.521	3.448720502	3	1.216397980	3.870360300	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | chol=>chol~OL@edit0+alias0.521	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	100	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y | LOCAL_CHAR_F+SH+O+D_ADDR+Y | LOCAL_CHAR_F+SH+O+D_ADDR+LOCAL_C+Y | LOCAL_CHAR_F+O+D_ADDR+CH+Y | LOCAL_CHAR_F+O+D_ADDR+Y	2.949575851	6	1.059123864	3.655488237	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.949575851	6	1.059123864	3.655488237	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kardy	1	f66r	K+AR+DY	32	1	K+AR+DY	1	K+AR+DY	K+AR+DY | K+AR+D_ADDR+Y | K+AR+Y | K+R+DY | K+A_ADDR+AR+DY	1.388582881	3	0.508115067	1.739394388	k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	1.388582881	3	0.508115067	1.739394388	k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kcheeky	1	f66r	K+CH+EE+K+Y	68	1	K+CH+EE+K+Y	1	K+CH+EE+K+Y	K+CH+EE+K+Y | K+CH+K+EE+Y | K+EE+K+Y | K+K+EE+Y | K+CH+SH+EE+K+Y	3.113315557	5	1.120802431	3.725395800	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.113315557	5	1.120802431	3.725395800	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kcheody	1	f66r	K+CH+E+O+Y	52	1	K+CH+E+O+Y	1	K+CH+E+O+Y	K+CH+E+O+Y | K+CH+E+O+DY | K+CH+E+O+D_ADDR+Y | K+LOCAL_C+E+O+DY | K+CH+E+O+R	3.016046907	3	7.164894851	4.032536392	k=>k~K@edit0+alias0.000 | cheod=>cheod~CH+E+O@edit0+alias0.264 | y=>y~Y@edit0+alias0.000	3.016046907	3	7.164894851	4.032536392	k=>k~K@edit0+alias0.000 | cheod=>cheod~CH+E+O@edit0+alias0.264 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kchody	1	f66r	K+CH+O+D_ADDR+Y	44	2	K+CH+O+DY	2	K+CH+O+DY	K+CH+O+DY | K+CH+O+D_ADDR+Y | K+LOCAL_C+O+DY | K+O+DY | K+CH+O+Y	3.453837643	5	1.333232259	4.087160868	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.506842909	4	0.682599045	2.975102813	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kechody	1	f66r	K+E+CH+O+D_ADDR+Y	46	3	K+E+CH+O+DY	2	K+E+CH+O+DY	K+E+CH+O+DY | K+E+CH+O+D_ADDR+Y | K+E+LOCAL_C+O+DY | K+E+CH+O+Y | K+E+CH+SH+O+DY	4.705333226	6	1.588334566	5.464166683	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	3.182627990	5	0.937701352	3.776398125	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
keedey	1	f31r	K+EE+D_ADDR+E+Y	14	1	K+EE+D_ADDR+E+Y	1	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y | K+EE+E+D_ADDR+Y | K+CH+EE+D_ADDR+E+Y | K+EE+CHD+E+Y | K+E+E+D_ADDR+E+Y	2.262700923	5	0.822282226	2.844929146	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.262700923	5	0.822282226	2.844929146	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT519_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
keeol	1	f31r	K+EE+O+L	14	2	K+EE+OL	2	K+EE+OL	K+EE+OL | K+EE+O+L | K+E+E+OL | OL+K+EE | OK+EE+L	5.981818523	4	1.875546467	6.569373170	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000	1.497583684	3	0.396433859	1.837227070	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT519_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__BOUNDARY_LATTICE_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
