event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength
84	E084	H5	f56r	f56r.8	F016	H5-S002	c10aec6d4dd877ec8bd8	choy	choy=mit Wasser waschen	mit Wasser waschen	mit Wasser waschen	Wasche die Stelle mit Wasser	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
85	E085	H5	f56r	f56r.8	F016	H5-S002	276a7c2d74d1143446f4	choky	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	LOCAL_SEQUENCE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Wiederhole den Gebrauch nur, wenn er vertragen wird	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE
86	E086	H5	f56r	f56r.8	F016	H5-S002	95987d6f198d6d247511	cheeckhody	cheeckho=äußerlich anwenden + dy=Ende	äußerlich anwenden + Ende	äußerlich anwenden; Ende	Beende die äußere Anwendung	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
87	E087	H5	f56r	f56r.12	F017	H5-S003	ad3581d3144f69a5912d	sh	sh=Pflanzenteil	Pflanzenteil	Pflanzenteil	Nimm vom übrigen Kraut die blühenden Stiele	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
88	E088	H5	f56r	f56r.12	F017	H5-S003	2cc054357a929df85f64	cho	ho=Pflanze	Pflanze	Pflanze	Trockne sie im Schatten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
89	E089	H5	f56r	f56r.12	F017	H5-S003	b74e9e65637b7c8538dd	kchey	kchey=grob zerreiben	grob zerreiben	grob zerreiben	Zerreibe sie grob	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
90	E090	H5	f56r	f56r.12	F017	H5-S003	1322bc176443fc2a8a86	qokokchy	OK+OK+CHY[wrapped Y_REFERENT]	OK+OK=erneuter Arbeitsaufruf; CHY=laufender Posten	den laufenden Posten erneut in Arbeit nehmen	Den laufenden Posten erneut in Arbeit nehmen	LOCAL_SEQUENCE	qokokchy=trocken verwahren	trocken verwahren	trocken verwahren	Verwahre sie trocken	OK_PARADIGM	PARTIAL_COMPOSITION	OK+OK+CHY[Y]?	OK=in den laufenden Arbeitsgang setzen; zweiter Aktivierungsaufruf plus aktueller Ansatz	Ansatz erneut oder kräftig in Arbeit nehmen	Ansatz erneut oder kräftig in Arbeit nehmen	Y_CHY	SELECTED_PARTIAL_COMPOSITION
91	E091	H5	f56r	f56r.13	F018	H5-S004	9ad66e67803a12e745de	okchy	OK+CHY[wrapped Y_REFERENT]	OK=in Arbeit setzen; CHY=umhüllter Verweis auf den laufenden Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	LOCAL_SEQUENCE	okchy=frischer Auszug	frischer Auszug	frischer Auszug	Setze daraus einen schwachen Auszug an	OK_PARADIGM	CLOSED_RENDERER_PAIR	OK+CHY[Y]	OK=in den laufenden Arbeitsgang setzen; aktueller Ansatz	aktuellen Ansatz in Arbeit nehmen oder anwenden	Aktuellen Ansatz in Arbeit nehmen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE
92	E092	H5	f56r	f56r.13	F018	H5-S004	087a47b5423438cd6b6a	chokcheo	OPAQUE_WHOLE_CARD	OK=in den laufenden Arbeitsgang setzen; CHEO_UNATTESTED	Hilfsmedium	Hilfsmedium	LOCAL_SEQUENCE	chokcheo=milder Wein	milder Wein	milder Wein	Nimm milden Wein als Medium	OK_PARADIGM	OPAQUE_NOMENCLATOR					UNCHANGED	UNCHANGED
93	E093	H5	f56r	f56r.13	F018	H5-S004	75a523fcf039b006f97b	kchal	kchal=durch Tuch	durch Tuch	durch Tuch	Seihe ihn durch ein Tuch	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
94	E094	H5	f56r	f56r.18	F019	H5-S005	2cc054357a929df85f64	sho	ho=Pflanze	Pflanze	Pflanze	Gib Honig hinzu	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
95	E095	H5	f56r	f56r.18	F019	H5-S005	9ad66e67803a12e745de	chokchy	OK+CHY[wrapped Y_REFERENT]	OK=in Arbeit setzen; CHY=umhüllter Verweis auf den laufenden Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	LOCAL_SEQUENCE	okchy=frischer Auszug	frischer Auszug	frischer Auszug	Erwärme gelinde	OK_PARADIGM	CLOSED_RENDERER_PAIR	OK+CHY[Y]	OK=in den laufenden Arbeitsgang setzen; aktueller Ansatz	aktuellen Ansatz in Arbeit nehmen oder anwenden	Aktuellen Ansatz in Arbeit nehmen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE
96	E096	H5	f56r	f56r.18	F019	H5-S005	c71c72da4e09e0833392	kchoar	kchoar=Brusttrank	Brusttrank	Brusttrank	Gib den Auszug als Brusttrank	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
97	E097	H5	f56r	f56r.18	F019	H5-S005	61a075bc54793c1c781f	sotodan	sotodan=gebrauchen	gebrauchen	gebrauchen	Gebrauche ihn bei trockenem Husten	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
98	E098	H5	f56r	f56r.19	F020	H5-S006	faf321940aed922846a9	otchey	otchey=Teil auswählen	Teil auswählen	Teil auswählen	Führe den ausgewählten Trankanteil als Gabe	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
99	E099	H5	f56r	f56r.19	F020	H5-S006	9bb7122b386ebbc6138f	keol	keol=je Gabe	je Gabe	je Gabe	Je Gabe	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
100	E100	H5	f56r	f56r.19	F020	H5-S006	2f1c5e56e8f0ff459065	daiin	aiin=Maß	Maß	Maß	Nimm ein kleines örtliches Maß	LOCAL_SEQUENCE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
101	E101	B1	f81v	f81v.2	F021	B1-S001	7db18b2f0fb7ed0fcfd3	qokedy	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
102	E102	B1	f81v	f81v.2	F022	B1-S002	b5fcea1eaed06b2f2291	okaiin	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
103	E103	B1	f81v	f81v.2	F022	B1-S002	22fb87a5a83e5c3fb510	kair	air=fließende Flüssigkeit	fließende Flüssigkeit	Rückstrom	den zurücklaufenden Strom	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
104	E104	B1	f81v	f81v.2	F022	B1-S002	308e8ea2d5d190c498e8	okal	OK+AL	OK=in den laufenden Arbeitsgang setzen; Zielstelle	an der Zielstelle anwenden; dorthin führen	An der Zielstelle anwenden; dorthin führen	CONTINUES_ACROSS_LINE	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
105	E105	B1	f81v	f81v.2	F022	B1-S002	4d4559019a961b834aa1	sar	ar=aus	aus	aus demselben Ansatz	Daraus, aus demselben Ansatz	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
106	E106	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
107	E107	B1	f81v	f81v.2	F022	B1-S002	9da1b6ac2c929daea697	kain	ain=Portion	Portion	abgemessener Teil	Ein abgemessener Anteil	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
108	E108	B1	f81v	f81v.2	F022	B1-S002	94df4847b7b16c98394a	olkain	olkain=unteres Becken	unteres Becken	unteres Becken	Das untere Becken	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
109	E109	B1	f81v	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	al	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
110	E110	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
111	E111	B1	f81v	f81v.2	F022	B1-S002	1496a731803a9f48d2e1	rol	rol=vor dem Abkühlen	vor dem Abkühlen	vor dem Abkühlen	Bevor es abkühlt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
112	E112	B1	f81v	f81v.2	F022	B1-S002	0f18de177ed7c878bf95	dl	dl=Badezusatz	Badezusatz	Badezusatz	Der vorbereitete Bade- oder Waschzusatz	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
113	E113	B1	f81v	f81v.7	F023	B1-S002	dec401773c1f0347793d	olor	ol=weiter + or=Zubereitung	weiter + Zubereitung	vorige Zubereitung	Den vorigen recordlokalen Posten wieder aufnehmen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
114	E114	B1	f81v	f81v.7	F023	B1-S002	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
115	E115	B1	f81v	f81v.7	F023	B1-S002	4eab1841ed655c20a348	sheckhal	sheckhal=mäßige Menge	mäßige Menge	mäßige Menge	Eine mäßige Menge	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
116	E116	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
117	E117	B1	f81v	f81v.7	F023	B1-S002	93f69c38fdedee1598e9	qokeedal	OK+EE+AL	E-Grad=SUSTAINED_CONTACT; Zustand=TARGET_AL	bezeichneten Teil oder Stelle in anhaltenden Kontakt bringen	Bezeichneten Teil oder Stelle in anhaltenden Kontakt bringen	CONTINUES_ACROSS_LINE	qokeedal=eingetauchter Teil	eingetauchter Teil	eingetauchter Teil	Der eingetauchte Teil	E_GRADE_PARADIGM	SELECTED_DERIVED_PREDICTION					UNCHANGED	UNCHANGED
118	E118	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
119	E119	B1	f81v	f81v.7	F023	B1-S002	2cc8bb3c2af19607888f	chckhy	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	Durch die verbundenen Läufe	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
120	E120	B1	f81v	f81v.7	F023	B1-S002	259b2b3b0bf859882e2c	schedy	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CHED_PARADIGM	HIGH_STRUCTURE__LOW_MEANING					UNCHANGED	UNCHANGED
121	E121	B1	f81v	f81v.7	F024	B1-S003	dcda95c81a5460feb191	qol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
122	E122	B1	f81v	f81v.17	F025	B1-S003	54e32e9c1414b20640e9	sshkchdy	SSHK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; SSHK unbestimmt; umhüllte DY-Abschlusskonstruktion	unter besonderer Bedingung umsetzen; Schluss	Unter besonderer Bedingung umsetzen; Schluss	CONTINUES_ACROSS_LINE	sshkch=warm halten + dy=Ende	warm halten + Ende	warm halten; Ende	Halte es warm und beende den Schritt	CHED_PARADIGM	LOW					UNCHANGED	UNCHANGED
123	E123	B1	f81v	f81v.17	F026	B1-S004	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE
124	E124	B1	f81v	f81v.17	F026	B1-S004	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
125	E125	B1	f81v	f81v.17	F026	B1-S004	bc4f1f5c006c74a4d26d	shedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
126	E126	B1	f81v	f81v.17	F027	B1-S005	28ffbc88b97772a75f1e	qolchedy	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	CONTINUES_ACROSS_LINE	ol=weiter + dy=Ende	weiter + Ende	beiseitestellen; Ende	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED
127	E127	B1	f81v	f81v.17	F028	B1-S006	1645e612504fcef59ced	qokain	OK+AIN	OK=in den laufenden Arbeitsgang setzen; abgegrenzte Portion	eine Portion einsetzen oder zugeben	Eine Portion einsetzen oder zugeben	CONTINUES_ACROSS_LINE	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
128	E128	B1	f81v	f81v.17	F028	B1-S006	2cc8bb3c2af19607888f	shckhy	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	Durch die verbundenen Läufe	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
129	E129	B1	f81v	f81v.17	F028	B1-S006	0f18de177ed7c878bf95	dl	dl=Badezusatz	Badezusatz	Badezusatz	Der vorbereitete Bade- oder Waschzusatz	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
130	E130	B1	f81v	f81v.17	F028	B1-S006	4da0f0f7b5fc7ac20067	ral	ral=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
131	E131	B1	f81v	f81v.18	F029	B1-S007	87411f84689b4f93a303	qokchdy	RENDERER_Q+OK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	qokch=einmal erhitzen + dy=Ende	einmal erhitzen + Ende	einmal erhitzen; Ende	Erwärme es einmal und beende den Schritt	CHED_PARADIGM	MEDIUM					UNCHANGED	UNCHANGED
132	E132	B1	f81v	f81v.18	F030	B1-S008	b921a237be883a820352	chey	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE
133	E133	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
134	E134	B1	f81v	f81v.18	F030	B1-S008	d904bf7b044dd3922781	cheky	CHK_WARMTH_PAIR+E_GRADE_1	gelernte Wärmefamilie; kurzer oder milder Grad	kurz oder mild erwärmen	Kurz oder mild erwärmen	CONTINUES_ACROSS_LINE	cheky=sanfte Wärme	sanfte Wärme	sanfte Wärme	Bei sanfter Wärme	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	CH+E+KY	E-Grad=BRIEF_MILD_HOLD; Zustand=OPEN_STATE	kurze oder milde Zustands- beziehungsweise Haltestufe	Kurze oder milde Zustands- beziehungsweise Haltestufe	HOLD_CORES	SELECTED_PRODUCTIVE_PAIR
135	E135	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
136	E136	B1	f81v	f81v.18	F030	B1-S008	bc4f1f5c006c74a4d26d	shedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
137	E137	B1	f81v	f81v.18	F031	B1-S009	7db18b2f0fb7ed0fcfd3	qokedy	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
138	E138	B1	f81v	f81v.18	F032	B1-S010	7db18b2f0fb7ed0fcfd3	qokedy	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
139	E139	B1	f81v	f81v.18	F033	B1-S011	2cc8bb3c2af19607888f	chckhy	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	Durch die verbundenen Läufe	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
140	E140	B1	f81v	f81v.18	F033	B1-S011	276a7c2d74d1143446f4	qoky	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	CONTINUES_ACROSS_LINE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Badecharge am vorgesehenen Waschplatz gebrauchen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE
141	E141	B1	f81v	f81v.21	F034	B1-S012	be0974b366c981dc1eef	lsho	lsh=waschen	waschen	Spülung beginnen	Beginne die Spülung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
142	E142	B1	f81v	f81v.21	F034	B1-S012	08bd5ca0c2ad137a056d	qokey	OK+E_GRADE_1+Y_REFERENT	OK=in Arbeit setzen; E=kurzer Kontakt; Y=laufender Posten	den laufenden Posten kurz anlegen oder benetzen	Den laufenden Posten kurz anlegen oder benetzen	CONTINUES_ACROSS_LINE	ok=geben + ey=Wasser	geben + Wasser	Wasser zugeben	Warmes Wasser	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+E+Y	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz kurz anlegen oder benetzen	Aktiven Ansatz kurz anlegen oder benetzen	Y_CHY	SELECTED_PRODUCTIVE
143	E143	B1	f81v	f81v.21	F034	B1-S012	2e7e89e0bd12b999c280	lshedy	lsh=waschen + dy=Ende	waschen + Ende	waschen; Ende	Wasche einmal und beende diesen Durchgang	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
144	E144	B1	f81v	f81v.21	F035	B1-S013	2e7e89e0bd12b999c280	lshedy	lsh=waschen + dy=Ende	waschen + Ende	waschen; Ende	Wasche einmal und beende diesen Durchgang	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
145	E145	B1	f81v	f81v.21	F036	B1-S014	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE
146	E146	B1	f81v	f81v.21	F036	B1-S014	c205570c49d4d93c23d3	qolky	qolky=betroffene Stelle	betroffene Stelle	betroffene Stelle	Die betroffene Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
147	E147	B1	f81v	f81v.21	F036	B1-S014	433713294b25b0a12f66	lchedal	L+CHED+AL	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; AL=Stelle	Ablass- oder Transferstelle	Ablass- oder Transferstelle	CONTINUES_ACROSS_LINE	lch=ablassen + al=Stelle	ablassen + Stelle	Ablassstelle	Das untere Becken	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED
148	E148	B1	f81v	f81v.21	F036	B1-S014	dcda95c81a5460feb191	qol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
149	E149	B1	f81v	f81v.21	F036	B1-S014	b6b654722e55729cc947	otar	ot=danach + ar=aus	danach + aus	danach auslassen	Benutze danach den unteren Ablauf	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
150	E150	B1	f81v	f81v.24	F037	B1-S015	a7af89ab31ce5e247395	ytey	ytey=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
151	E151	B1	f81v	f81v.24	F037	B1-S015	07913ef9b1fb773cd325	okchedy	OK+CHED+TERMINAL_Y / RENDERER_Q+OK+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OK=in Gang setzen oder anwenden; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	okche=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	Lasse es abkühlen und beende den Schritt	CHED_PARADIGM	MEDIUM					UNCHANGED	UNCHANGED
