held_page	global_running_event_id	source_event_id	surface	component_recipe	atom_count	other_surface_pages	other_recipe_pages	unsupported_atoms	unsupported_portable_atoms	unsupported_local_atoms	adjacent_pair_count	supported_adjacent_pair_count	unsupported_adjacent_pairs	longest_other_page_span_max4	leave_one_page_replay_class
f67r2	G407-E0902	P912-E1777	opodchol	O+P+O+D_ADDR+OL	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0903	P912-E1778	s	S	1	f11r|f13r|f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f11r|f13r|f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0904	P912-E1779	ain	AIN	1	f1r|f55v|f75r|f76r|f77r|f81r|f88v|f89r	f10r|f11r|f18r|f1r|f55v|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0905	P912-E1780	aldy	AL+D_ADDR+Y	3	f55v	f55v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0906	P912-E1781	soeey	S+O+EE+Y	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0907	P912-E1782	doiin	D_ADDR+O+IIN	3	f13r	f13r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0908	P912-E1783	oldy	OL+DY	2	f13r|f55v|f75r|f76r|f81v|f83r|f88r|f89r	f13r|f18r|f55v|f75r|f76r|f81v|f83r|f88r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0909	P912-E1785	odaeiin	O+DA+E+IIN	4	NONE	NONE	NONE	NONE	NONE	3	1	DA+E|E+IIN	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0910	P912-E1786	okoes	OK+O+E+S	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0911	P912-E1787	oekain	O+E+K+AIN	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0912	P912-E1788	y	Y	1	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f72r|f76r|f77r|f81r|f81v|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0913	P912-E1789	otchey	OT+Y	2	f56r|f72r|f83r	f10r|f11r|f13r|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0914	P912-E1790	soraiir	S+OR+AIIN+R	4	NONE	NONE	NONE	NONE	NONE	3	2	AIIN+R	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0915	P912-E1791	dy	Y	1	f10r|f11r|f13r|f18r|f24v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0916	P912-E1792	qopchy	O+P+Y	3	f13r	f13r|f76r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0917	P912-E1793	daiin	AIIN	1	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0918	P912-E1794	dal	AL	1	f18r|f1r|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f18r|f1r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0919	P912-E1795	ydchos	Y+D_ADDR+CH+O+S	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0920	P912-E1796	ain	AIN	1	f1r|f55v|f75r|f76r|f77r|f81r|f88v|f89r	f10r|f11r|f18r|f1r|f55v|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0921	P912-E1797	ar	AR	1	f1r|f55v|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f89r|f95v	f10r|f1r|f55v|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0922	P912-E1798	amy	AM_ADDR+Y	2	NONE	NONE	NONE	NONE	NONE	1	0	AM_ADDR+Y	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0923	P912-E1799	chocfhy	CH+O+CH+LOCAL_CHAR_F+Y	5	NONE	f76r	NONE	NONE	NONE	4	4	NONE	4	EXACT_RECIPE_FROM_OTHER_PAGE
f67r2	G407-E0924	P912-E1800	saral	S+AR+AL	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0925	P912-E1801	sain	S+AIN	2	f17r|f24v|f75r|f76r|f77r|f81r|f82r|f83r|f89r|f95v	f17r|f24v|f75r|f76r|f77r|f81r|f82r|f83r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0926	P912-E1802	am	AM_ADDR	1	f10r|f24v|f55v|f72r|f75r|f95v	f10r|f24v|f55v|f72r|f75r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0927	P912-E1803	ar	AR	1	f1r|f55v|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f89r|f95v	f10r|f1r|f55v|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0928	P912-E1805	oparchy	O+P+AR+CH+Y	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0929	P912-E1806	salsain	S+AL+S+AIN	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0930	P912-E1807	sodar	S+O+DA+R	4	f77r	f77r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0931	P912-E1808	ofar	O+LOCAL_CHAR_F+AR	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0932	P912-E1809	ar	AR	1	f1r|f55v|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f89r|f95v	f10r|f1r|f55v|f71v|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0933	P912-E1810	ydam	Y+DA+AM_ADDR	3	f89r	f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0934	P912-E1811	yteoor	Y+T+E+O+OR	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0935	P912-E1812	yto	Y+T+O	3	f1r	f1r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0936	P912-E1813	ykor	Y+K+OR	3	f13r|f68r1	f13r|f68r1	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0937	P912-E1814	okeo	OK+E+O	3	f71v|f72r|f89r	f71v|f72r|f88v|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0938	P912-E1815	r	R	1	f1r|f24v|f56r|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	f1r|f24v|f56r|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0939	P912-E1816	aiin	AIIN	1	f10r|f55v|f56r|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0940	P912-E1817	am	AM_ADDR	1	f10r|f24v|f55v|f72r|f75r|f95v	f10r|f24v|f55v|f72r|f75r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0941	P912-E1820	ytody	Y+T+O+DY	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0942	P912-E1821	saiin	S+AIIN	2	f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v|f89r	f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0943	P912-E1822	ochol	O+OL	2	f1r	f1r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0944	P912-E1823	olol	OL+OL	2	f72r	f72r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0945	P912-E1825	dosar	D_ADDR+O+S+AR	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0946	P912-E1826	odas	O+DA+S	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0947	P912-E1827	air	AIR	1	f72r|f89r	f72r|f89r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0948	P912-E1828	alaiin	AL+AIIN	2	f72r	f72r|f76r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0949	P912-E1829	dokan	D_ADDR+OK+AN	3	NONE	NONE	NONE	NONE	NONE	2	1	D_ADDR+OK	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0950	P912-E1830	oear	O+E+AR	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0951	P912-E1831	odal	O+DA+L	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0952	P912-E1834	chol	OL	1	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f72r|f76r|f77r|f81r|f88r|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0953	P912-E1835	giin	LOCAL_CHAR_G+IIN	2	NONE	NONE	NONE	NONE	NONE	1	0	LOCAL_CHAR_G+IIN	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0954	P912-E1836	okol	OK+OL	2	f1r|f24v|f71v|f88r|f88v	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f71v|f77r|f81r|f83r|f88r|f88v|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0955	P912-E1837	ytor	Y+T+OR	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0956	P912-E1838	daiin	AIIN	1	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0957	P912-E1839	or	OR	1	f10r|f17r|f18r|f1r|f24v|f55v|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f17r|f18r|f1r|f24v|f55v|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0958	P912-E1841	otoldos	OT+OL+D_ADDR+O+S	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0959	P912-E1842	octhole	O+CH+T+OL+E	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0960	P912-E1843	sor	S+OR	2	f10r|f75r|f76r|f81r|f83r	f10r|f72r|f75r|f76r|f81r|f83r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0961	P912-E1844	chedaiin	CHD+AIIN	2	f72r|f77r|f83r|f95v	f72r|f77r|f83r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0962	P912-E1845	dy	Y	1	f10r|f11r|f13r|f18r|f24v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0963	P912-E1846	yteos	Y+T+E+O+S_ADDR	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0964	P912-E1847	oiin	O+IIN	2	f13r|f1r|f72r|f81v	f13r|f1r|f72r|f76r|f77r|f81v|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0965	P912-E1848	og	O+G_LABEL	2	NONE	NONE	NONE	NONE	NONE	1	0	O+G_LABEL	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0966	P912-E1849	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	9	NONE	NONE	NONE	NONE	NONE	8	8	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0967	P912-E1850	chekody	CH+K+O+D_ADDR+Y	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0968	P912-E1851	sosho	S+O+SH+O	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0969	P912-E1852	chos	CH+O+S	3	f56r|f89r	f56r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0970	P912-E1853	ockhy	O+CH+K+Y	4	f89r	f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0971	P912-E1854	daiin	AIIN	1	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0972	P912-E1855	aiin	AIIN	1	f10r|f55v|f56r|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0973	P912-E1856	os	OS	1	f10r|f1r|f55v|f72r	f10r|f1r|f55v|f72r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0974	P912-E1857	qsg	CARRIER_Q+S+G_LABEL	3	NONE	NONE	NONE	NONE	NONE	2	0	CARRIER_Q+S|S+G_LABEL	1	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0975	P912-E1858	ofydy	O+LOCAL_CHAR_F+Y+DY	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0976	P912-E1859	sheody	SH+E+O+D_ADDR+Y	5	f88v|f89r|f95v	f72r|f88v|f89r|f95v	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0977	P912-E1860	aiin	AIIN	1	f10r|f55v|f56r|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0978	P912-E1861	ycheody	Y+CH+E+O+D_ADDR+Y	6	NONE	NONE	NONE	NONE	NONE	5	5	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0979	P912-E1862	es	E+S	2	f1r	f1r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0980	P912-E1863	odaiiin	O+DA+LOCAL_CHAR_I+IIN	4	NONE	NONE	NONE	NONE	NONE	3	2	DA+LOCAL_CHAR_I	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0981	P912-E1864	yekees	Y+E+K+EE+S	5	NONE	NONE	NONE	NONE	NONE	4	3	Y+E	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0982	P912-E1865	oraly	OR+AL+Y	3	NONE	f76r	NONE	NONE	NONE	2	2	NONE	3	EXACT_RECIPE_FROM_OTHER_PAGE
f67r2	G407-E0983	P912-E1867	todaiin	T+O+AIIN	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0984	P912-E1868	dain	AIN	1	f10r|f11r|f18r|f1r|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	f10r|f11r|f18r|f1r|f55v|f75r|f76r|f77r|f81r|f81v|f83r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0985	P912-E1869	dy	Y	1	f10r|f11r|f13r|f18r|f24v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0986	P912-E1870	os	OS	1	f10r|f1r|f55v|f72r	f10r|f1r|f55v|f72r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0987	P912-E1871	choer	CH+O+E+R	4	NONE	NONE	NONE	NONE	NONE	3	2	E+R	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0988	P912-E1872	aiin	AIIN	1	f10r|f55v|f56r|f71v|f72r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0989	P912-E1873	choeea	CH+O+EE+A_ADDR	4	NONE	NONE	NONE	NONE	NONE	3	2	EE+A_ADDR	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0990	P912-E1874	sal	S+AL	2	f72r|f75r|f76r|f77r|f81v|f82r	f72r|f75r|f76r|f77r|f81v|f82r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0991	P912-E1875	dadaiin	DA+D_ADDR+AIIN	3	NONE	NONE	NONE	NONE	NONE	2	1	DA+D_ADDR	2	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0992	P912-E1903	dar	D_ADDR+AR	2	f10r|f13r|f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f13r|f17r|f18r|f1r|f24v|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0993	P912-E1904	aldaiin	AL+D_ADDR+AIIN	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E0994	P912-E1905	ydaiin	Y+D_ADDR+AIIN	3	f18r|f24v|f89r	f18r|f24v|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0995	P912-E1906	qkoy	CARRIER_Q+K+O+Y	4	NONE	NONE	NONE	NONE	NONE	3	2	CARRIER_Q+K	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0996	P912-E1907	ydaiin	Y+D_ADDR+AIIN	3	f18r|f24v|f89r	f18r|f24v|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E0997	P912-E1908	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	4	NONE	NONE	NONE	NONE	NONE	3	2	LOCAL_CHAR_F+AIR	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f67r2	G407-E0998	P912-E1909	ypair	Y+P+AIR	3	NONE	f17r	NONE	NONE	NONE	2	2	NONE	3	EXACT_RECIPE_FROM_OTHER_PAGE
f67r2	G407-E0999	P912-E1910	ykoaiin	Y+K+O+AIIN	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E1000	P912-E1911	ydoly	Y+D_ADDR+OL+Y	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E1001	P912-E1912	ytalchos	Y+T+AL+CH+O+S	6	NONE	NONE	NONE	NONE	NONE	5	5	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E1002	P912-E1913	oly	OL+Y	2	f72r|f75r|f76r|f81r|f82r	f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E1003	P912-E1914	okey	OK+E+Y	3	f75r|f76r|f82r|f89r	f75r|f76r|f81r|f81v|f82r|f83r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E1004	P912-E1915	sshey	S+SH+E+Y	4	f75r	f75r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E1005	P912-E1916	sy	Y	1	f1r|f75r|f83r|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E1006	P912-E1917	shees	SH+EE+S	3	f72r	f72r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E1007	P912-E1918	qeykeey	CARRIER_Q+E+Y+K+EE+Y	6	NONE	NONE	NONE	NONE	NONE	5	5	NONE	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f67r2	G407-E1008	P912-E1919	ykchey	Y+K+CH+E+Y	5	f88v	f88v	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E1009	P912-E1920	ykchey	Y+K+CH+E+Y	5	f88v	f88v	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f67r2	G407-E1010	P912-E1921	qokeochy	OK+E+O+CH+Y	5	NONE	NONE	NONE	NONE	NONE	4	4	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
