held_page	source_event_id	locus	surface	component_recipe	source_local_role	other_surface_pages	other_recipe_pages	leave_one_page_replay_class
f69v	P912-E2055	f69v.2	ockhy	O+CKH+Y	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2056	f69v.2	sheey	SH+EE+Y	LOCAL_ADDRESS_OR_LABEL	NONE	f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2057	f69v.2	aiin	AIIN	LOCAL_ADDRESS_OR_LABEL	f70v|f72r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2058	f69v.2	y	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2059	f69v.2	daiial	DA+IIN+AL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2060	f69v.2	cheody	CHEO+Y	LOCAL_ADDRESS_OR_LABEL	f70v|f89r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2061	f69v.2	cheal	AL	LOCAL_ADDRESS_OR_LABEL	NONE	f67r2|f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2062	f69v.2	yetey	Y+E+T+E+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2063	f69v.2	chear	CH+E+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2064	f69v.2	y	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2065	f69v.2	dy	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v|f72r|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2066	f69v.2	ykey	Y+K+E+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2067	f69v.2	ch	CH	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2068	f69v.2	y	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2069	f69v.2	dy	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v|f72r|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2070	f69v.2	chol	OL	LOCAL_ADDRESS_OR_LABEL	f70v|f89r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2071	f69v.2	ykar	Y+K+AR	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2072	f69v.2	ol	OL	LOCAL_ADDRESS_OR_LABEL	NONE	f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2073	f69v.2	y	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2074	f69v.2	ykeeody	Y+K+EE+O+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2075	f69v.2	chey	Y	LOCAL_ADDRESS_OR_LABEL	NONE	f67r2|f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2076	f69v.2	dal	AL	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2077	f69v.2	ody	O+DY	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2078	f69v.2	airchy	AIR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2079	f69v.2	choky	OK+Y	LOCAL_ADDRESS_OR_LABEL	NONE	f67r2|f68r1|f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2080	f69v.2	ychey	Y+Y	LOCAL_ADDRESS_OR_LABEL	f75r	f75r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2081	f69v.2	chey	Y	LOCAL_ADDRESS_OR_LABEL	NONE	f67r2|f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2082	f69v.3	doair	D_ADDR+O+AIR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2083	f69v.3	otaldal	OT+AL+AL	LOCAL_ADDRESS_OR_LABEL	NONE	f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2084	f69v.3	dair	D_ADDR+AIR	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2085	f69v.3	chdy	CHD+Y	LOCAL_ADDRESS_OR_LABEL	NONE	f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2086	f69v.3	otoar	OT+O+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2087	f69v.3	ar	AR	LOCAL_ADDRESS_OR_LABEL	f70v|f71v|f72r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2088	f69v.3	chy	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2089	f69v.3	qoteor	OT+E+OR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2090	f69v.3	cho	HO	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2091	f69v.3	qotair	OT+AIR	LOCAL_ADDRESS_OR_LABEL	NONE	f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2092	f69v.3	chda	CHD+A_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2093	f69v.3	oteeal	OT+EE+AL	LOCAL_ADDRESS_OR_LABEL	NONE	f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2094	f69v.3	cheor	CHEO+R	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2095	f69v.3	ar	AR	LOCAL_ADDRESS_OR_LABEL	f70v|f71v|f72r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2096	f69v.3	air	AIR	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2097	f69v.3	oteody	OT+E+O+Y	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2098	f69v.3	ytyd	Y+T+Y+D_LABEL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2099	f69v.3	a	A_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2100	f69v.3	dchy	D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2101	f69v.3	otoly	OT+OL+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2102	f69v.3	okeodal	OK+E+O+AL	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2103	f69v.3	oteoarar	OT+E+O+AR+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2104	f69v.3	cheteeser	CH+E+T+EE+S_ADDR+E+R	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2105	f69v.3	dair	D_ADDR+AIR	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2106	f69v.3	chey	Y	LOCAL_ADDRESS_OR_LABEL	NONE	f67r2|f70v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f69v	P912-E2107	f69v.3	okody	OK+O+Y	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2108	f69v.3	dal	AL	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2109	f69v.3	oteey	OT+EE+Y	LOCAL_ADDRESS_OR_LABEL	f70v|f72r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2110	f69v.3	oteey	OT+EE+Y	LOCAL_ADDRESS_OR_LABEL	f70v|f72r	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2111	f69v.4	okeey	OK+EE+Y	LOCAL_ADDRESS_OR_LABEL	f72r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2112	f69v.4	sar	S+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2113	f69v.5	okeo	OK+E+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2114	f69v.5	dy	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v|f72r|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2115	f69v.6	ochoyk	O+CH+O+Y+K	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2116	f69v.7	ykeey	Y+K+EE+Y	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2117	f69v.8	ytory	Y+T+OR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2118	f69v.9	oeesy	O+EE+S+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2119	f69v.10	ytody	Y+T+O+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2120	f69v.11	okody	OK+O+Y	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2121	f69v.12	otody	OT+O+DY	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2122	f69v.13	okeal	OK+E+AL	LOCAL_ADDRESS_OR_LABEL	f72r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2123	f69v.14	okeod	OK+E+O+D_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2124	f69v.15	oteeys	OT+EE+Y+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2125	f69v.16	oteol	OT+E+OL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2126	f69v.17	ykeydy	Y+K+E+Y+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2127	f69v.18	okeod	OK+E+O+D_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2128	f69v.19	saral	S+AR+AL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2129	f69v.20	saiir	S+AIIN+R	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2130	f69v.21	okolar	OK+OL+AR	LOCAL_ADDRESS_OR_LABEL	f71v	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2131	f69v.22	ykeody	Y+K+E+O+DY	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2132	f69v.23	sarydy	S+AR+Y+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2133	f69v.24	otchy	OT+CH+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2134	f69v.25	okeey	OK+EE+Y	LOCAL_ADDRESS_OR_LABEL	f72r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2135	f69v.25	dy	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f70v|f72r|f89r	f67r2|f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2136	f69v.26	okey	OK+E+Y	LOCAL_ADDRESS_OR_LABEL	f70v	f70v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2137	f69v.26	d	D_ADDR	LOCAL_ADDRESS_OR_LABEL	f76r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f69v	P912-E2138	f69v.27	okeod	OK+E+O+D_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2139	f69v.28	okodchy	OK+O+D_ADDR+CH+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2140	f69v.29	okeody	OK+E+O+D_ADDR+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2141	f69v.30	okcheys	OK+CH+E+Y+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2142	f69v.31	oar	O+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f69v	P912-E2143	f69v.31	alys	AL+Y+S	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2144	f70v1.1	dalalody	AL+AL+O+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2145	f70v1.1	oteoshey	OT+E+O+SH+E+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2146	f70v1.1	okoksheo	OK+OK+SH+E+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2147	f70v1.1	shokey	SH+OK+E+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2148	f70v1.1	raiin	R+AIIN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2149	f70v1.1	otor	OT+OR	LOCAL_ADDRESS_OR_LABEL	f68r1|f88r	f68r1|f88r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2150	f70v1.1	ochy	O+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2151	f70v1.1	s	S	LOCAL_ADDRESS_OR_LABEL	f67r2|f76r	f67r2	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2152	f70v1.1	air	AIR	LOCAL_ADDRESS_OR_LABEL	f67r2|f69v	f67r2|f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2153	f70v1.1	cheody	CHEO+Y	LOCAL_ADDRESS_OR_LABEL	f69v|f89r	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2154	f70v1.1	cheey	SH+EE+Y	LOCAL_ADDRESS_OR_LABEL	f69v	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2155	f70v1.1	oteo	OT+E+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2156	f70v1.1	chy	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f69v	f67r2|f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2157	f70v1.1	daiir	DA+IIN+R	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2158	f70v1.1	chcthy	CH+CTH+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2159	f70v1.1	dlal	D_ADDR+L+AL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2160	f70v1.1	oteodaiin	OT+E+O+AIIN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2161	f70v1.1	ykeody	Y+K+E+O+DY	LOCAL_ADDRESS_OR_LABEL	f67r2|f69v	f67r2|f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2162	f70v1.1	oteody	OT+E+O+Y	LOCAL_ADDRESS_OR_LABEL	f69v	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2163	f70v1.1	sheo	SH+E+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2164	f70v1.1	daiin	AIIN	LOCAL_ADDRESS_OR_LABEL	f67r2|f72r	f67r2|f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2165	f70v1.1	oteedy	OT+EE+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2166	f70v1.1	chetalchs	CH+E+T+AL+CH+S_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2167	f70v1.1	zar	Z_ADDR+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2168	f70v1.1	shoteeody	SH+O+T+EE+O+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2169	f70v1.1	okeeo	OK+EE+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2170	f70v1.1	dal	AL	LOCAL_ADDRESS_OR_LABEL	f67r2|f69v	f67r2|f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2171	f70v1.1	cheody	CHEO+Y	LOCAL_ADDRESS_OR_LABEL	f69v|f89r	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2172	f70v1.1	okchoteees	OK+CH+OT+EEE+S_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2173	f70v1.1	oteeody	OT+EE+O+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2174	f70v1.1	cheokeo	CH+E+OK+E+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2175	f70v1.1	otaiin	OT+AIIN	LOCAL_ADDRESS_OR_LABEL	f71v|f72r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2176	f70v1.1	shes	SH+E+S_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2177	f70v1.1	to	T+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2178	f70v1.1	ar	AR	LOCAL_ADDRESS_OR_LABEL	f69v|f71v|f72r	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2179	f70v1.1	oly	OL+Y	LOCAL_ADDRESS_OR_LABEL	NONE	f69v	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f70v	P912-E2180	f70v1.1	daly	AL+Y	LOCAL_ADDRESS_OR_LABEL	f75r	f75r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2181	f70v1.1	sheal	SH+E+AL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2182	f70v1.2	otalchy	OT+AL+Y	LOCAL_ADDRESS_OR_LABEL	NONE	f88r	LOCAL_RECIPE_SHAPE_OTHER_PAGE
f70v	P912-E2183	f70v1.2	tar	T+AR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2184	f70v1.2	am	AM_ADDR	LOCAL_ADDRESS_OR_LABEL	f67r2|f71v|f88r	f67r2|f88r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2185	f70v1.2	dy	Y	LOCAL_ADDRESS_OR_LABEL	f67r2|f69v|f72r|f89r	f67r2|f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2186	f70v1.3	opchey	O+P+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2187	f70v1.3	sal	S+AL	LOCAL_ADDRESS_OR_LABEL	f75r	f75r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2188	f70v1.4	otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2189	f70v1.5	okalal	OK+AL+AL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2190	f70v1.6	otaly	OT+AL+Y	LOCAL_ADDRESS_OR_LABEL	f88r	f88r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2191	f70v1.7	oalcheg	O+AL+CH+E+G_LABEL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2192	f70v1.8	otchodals	OT+CH+O+AL+S_ADDR	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2193	f70v1.9	okolshy	OK+OL+SH+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2194	f70v1.10	otshshdy	OT+SH+SH+DY	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2195	f70v1.11	otal	OT+AL	LOCAL_ADDRESS_OR_LABEL	f72r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2196	f70v1.11	ypsharal	Y+P+SH+AR+AL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2197	f70v1.12	daiin	AIIN	LOCAL_ADDRESS_OR_LABEL	f67r2|f72r	f67r2|f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2198	f70v1.12	okey	OK+E+Y	LOCAL_ADDRESS_OR_LABEL	f69v	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2199	f70v1.12	otodal	OT+O+AL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2200	f70v1.12	cheokeeo	CH+E+OK+EE+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2201	f70v1.12	okeodal	OK+E+O+AL	LOCAL_ADDRESS_OR_LABEL	f69v	f69v	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2202	f70v1.12	shol	SH+OL	LOCAL_ADDRESS_OR_LABEL	f89r	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2203	f70v1.12	olaiin	OL+AIIN	LOCAL_ADDRESS_OR_LABEL	f72r|f82r	f82r	EXACT_LOCAL_SURFACE_OTHER_PAGE
f70v	P912-E2204	f70v1.12	saiin	S+AIIN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2205	f70v1.12	sheo	SH+E+O	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2206	f70v1.12	qokeeol	OK+EE+OL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2207	f70v1.12	otchykey	OT+Y+K+E+Y	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2208	f70v1.12	chekeal	CHK+E+AL	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
f70v	P912-E2209	f70v1.12	oteosaiin	OT+E+O+S_ADDR+AIIN	LOCAL_ADDRESS_OR_LABEL	NONE	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED
