action_ordinal	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	action_slot_id	anchor_event_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	typing_card_id	reference_scope_card_id	selection_route	source_pointer	source_distance_hosts	skipped_incompatible_source_count	selection_blocker	source_layer	reference_mode	object_class	object_lemma_de	grammatical_gender	determiner_de	rendered_object_np_de	participant_count	participant_lemma_sequence_de	upstream_clause_de	gdt597_completed_clause_de	default_is_replaceable	guard
91	G407-S354	5	f77r	ACTION:G407-E2522@1:CHD	RUNNING:G407-E2522@1	G407-E2522	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2522@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
92	G407-S354	6	f77r	ACTION:G407-E2523@2:CHD	RUNNING:G407-E2523@2	G407-E2523	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2522@1:CHD	1	0	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
93	G407-S357	1	f77r	ACTION:G407-E2526@1:CHD	RUNNING:G407-E2526@1	G407-E2526	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2526@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
94	G407-S359	3	f77r	ACTION:G407-E2541@1:CHD	RUNNING:G407-E2541@1	G407-E2541	CHD	CHD_BIO_TREAT	2	Y+OR	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2541@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationseinheit	Behandle den Stationsansatz und die Stationseinheit an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle den Stationsansatz und die Stationseinheit an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
95	G407-S361	4	f77r	ACTION:G407-E2546@3:T	RUNNING:G407-E2546@3	G407-E2546	T	T_BIO_STATION_REGULATE	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2546@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Reguliere den Stationsansatz	Reguliere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
96	G407-S361	5	f77r	ACTION:G407-E2547@2:CHD	RUNNING:G407-E2547@2	G407-E2547	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2546@3:T	1	0	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
97	G407-S362	2	f77r	ACTION:G407-E2549@1:S	RUNNING:G407-E2549@1	G407-E2549	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2548@1:OK	1	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
98	G407-S362	4	f77r	ACTION:G407-E2549@3:CHD	RUNNING:G407-E2549@3	G407-E2549	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2549@3:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
99	G407-S366	1	f77r	ACTION:G407-E2559@1:S	RUNNING:G407-E2559@1	G407-E2559	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom in Anwendungsform, an der Mittelstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung um	Leite den Strom in Anwendungsform, an der Mittelstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
100	G407-S366	2	f77r	ACTION:G407-E2561@1:S	RUNNING:G407-E2561@1	G407-E2561	S	S_REST_SELECT	1	AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2561@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	MEASURE	Stationsmaß	NEUTER	das	das Stationsmaß	1	Stationsmaß	Wähle das Stationsmaß aus	Wähle das Stationsmaß aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
101	G407-S368	6	f77r	ACTION:G407-E2568@1:S	RUNNING:G407-E2568@1	G407-E2568	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2567@3:K	1	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit an der Stations-Hauptstelle aus	Wähle denselben Stationsansatz an der Stations-Hauptstelle aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
102	G407-S370	6	f77r	ACTION:G407-E2585@3:T	RUNNING:G407-E2585@3	G407-E2585	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	1	NEW_BATCH_MARKER_BLOCKS_BODY_REFERENCE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere auf der Anwendungsstufe, auf Grad I und als neuer Bad- oder Stationsansatz	Temperiere den Stationsansatz auf der Anwendungsstufe, auf Grad I und als neuer Bad- oder Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
103	G407-S370	8	f77r	ACTION:G407-E2588@1:CHD	RUNNING:G407-E2588@1	G407-E2588	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2588@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
104	G407-S372	1	f77r	ACTION:G407-E2592@1:S	RUNNING:G407-E2592@1	G407-E2592	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
105	G407-S372	4	f77r	ACTION:G407-E2594@3:T	RUNNING:G407-E2594@3	G407-E2594	T	T_BIO_STATION_REGULATE	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2594@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsansatz	Reguliere den Stationsansatz	Reguliere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
106	G407-S373	1	f77r	ACTION:G407-E2598@1:CHD	RUNNING:G407-E2598@1	G407-E2598	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2598@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
107	G407-S373	3	f77r	ACTION:G407-E2599@2:CHD	RUNNING:G407-E2599@2	G407-E2599	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2598@1:CHD	2	0	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
108	G407-S374	11	f77r	ACTION:G407-E2606@1:CHD	RUNNING:G407-E2606@1	G407-E2606	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2606@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
109	G407-S375	2	f77r	ACTION:G407-E2610@1:CHD	RUNNING:G407-E2610@1	G407-E2610	CHD	CHD_BIO_TREAT	2	AIIN+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2610@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsmaß|Stationsansatz	Behandle das Stationsmaß und den Stationsansatz zur Zielstation oder ins Zielbecken	Behandle das Stationsmaß und den Stationsansatz zur Zielstation oder ins Zielbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
110	G407-S376	2	f77r	ACTION:G407-E2613@2:CHD	RUNNING:G407-E2613@2	G407-E2613	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
111	G407-S377	2	f77r	ACTION:G407-E2615@1:CHD	RUNNING:G407-E2615@1	G407-E2615	CHD	CHD_BIO_TREAT	2	AIN+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2615@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	BODY_PART	Körperteil	NEUTER	das	das Körperteil	2	Teil|Körper	Behandle den Körperteil	Behandle den Körperteil	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
112	G407-S378	4	f77r	ACTION:G407-E2620@1:T	RUNNING:G407-E2620@1	G407-E2620	T	T_PHYSICAL_GRADE_TEMPER	2	AIN+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2620@1:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Anwendungsportion|Stationsansatz	Temperiere die Anwendungsportion und den Stationsansatz	Temperiere die Anwendungsportion und den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
113	G407-S379	4	f77r	ACTION:G407-E2626@2:CHD	RUNNING:G407-E2626@2	G407-E2626	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2625@1:SH	1	0	NONE	GDT596_COMPLETED_SH	ANAPHORIC	BODY	Körper	MASCULINE	denselben	denselben Körper	1	Körper	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Körper über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
114	G407-S381	6	f77r	ACTION:G407-E2633@2:T	RUNNING:G407-E2633@2	G407-E2633	T	T_BIO_STATION_REGULATE	1	AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2633@2:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	MEASURE	Stationsmaß	NEUTER	das	das Stationsmaß	1	Stationsmaß	Reguliere das Stationsmaß über den Stationskontakt oder die Leitung	Reguliere das Stationsmaß über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
115	G407-S386	4	f77r	ACTION:G407-E2659@1:S	RUNNING:G407-E2659@1	G407-E2659	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
116	G407-S390	2	f77r	ACTION:G407-E2666@1:S	RUNNING:G407-E2666@1	G407-E2666	S	S_BIO_DIVERT	1	AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2666@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	FLOW	Mengenangabe	FEMININE	die	die Mengenangabe	1	Mengenangabe	Leite die angegebene Menge zur Zielstation oder ins Zielbecken um	Leite die angegebene Menge zur Zielstation oder ins Zielbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
117	G407-S392	4	f77r	ACTION:G407-E2678@4:CHD	RUNNING:G407-E2678@4	G407-E2678	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2678@4:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
118	G407-S392	12	f77r	ACTION:G407-E2686@3:S	RUNNING:G407-E2686@3	G407-E2686	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2685@1:OK	2	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	MEASURE	Stations- oder Badmaß	NEUTER	dasselbe	dasselbe Stations- oder Badmaß	1	Stations- oder Badmaß	Wähle die Einheit aus	Wähle dasselbe Stations- oder Badmaß aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
119	G407-S392	16	f77r	ACTION:G407-E2690@1:S	RUNNING:G407-E2690@1	G407-E2690	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom über den Stationskontakt oder die Leitung um	Leite den Strom über den Stationskontakt oder die Leitung um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
120	G407-S392	17	f77r	ACTION:G407-E2691@1:S	RUNNING:G407-E2691@1	G407-E2691	S	S_REST_SELECT	1	AIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2691@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	Anwendungsportion	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
121	G407-S392	24	f77r	ACTION:G407-E2698@1:T	RUNNING:G407-E2698@1	G407-E2698	T	T_BIO_STATION_REGULATE	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_CONDITION_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	CONDITION	Stationsbedingung	FEMININE	die	die Stationsbedingung	1	Stationsbedingung	Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken	Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
122	G407-S392	27	f77r	ACTION:G407-E2701@2:S	RUNNING:G407-E2701@2	G407-E2701	S	S_REST_SELECT	2	Y+AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2701@2:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsmaß	Wähle den Stationsansatz und das Stationsmaß an der Stations-Hauptstelle aus	Wähle den Stationsansatz und das Stationsmaß an der Stations-Hauptstelle aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
123	G407-S392	31	f77r	ACTION:G407-E2706@1:S	RUNNING:G407-E2706@1	G407-E2706	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2704@2:SH	1	0	NONE	GDT596_COMPLETED_SH	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit an der Stations-Hauptstelle aus	Wähle denselben Stationsansatz an der Stations-Hauptstelle aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
124	G407-S392	32	f77r	ACTION:G407-E2706@4:S	RUNNING:G407-E2706@4	G407-E2706	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2706@1:S	1	0	NONE	GDT596_COMPLETED_SH	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit auf der Anwendungsstufe aus	Wähle denselben Stationsansatz auf der Anwendungsstufe aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
125	G407-S392	34	f77r	ACTION:G407-E2707@1:S	RUNNING:G407-E2707@1	G407-E2707	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom in Anwendungsform, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken um	Leite den Strom in Anwendungsform, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
126	G407-S392	35	f77r	ACTION:G407-E2709@1:T	RUNNING:G407-E2709@1	G407-E2709	T	T_BIO_STATION_REGULATE	1	AIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2709@1:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	Anwendungsportion	Reguliere die Anwendungsportion	Reguliere die Anwendungsportion	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
127	G407-S392	37	f77r	ACTION:G407-E2712@1:S	RUNNING:G407-E2712@1	G407-E2712	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2710@2:R	1	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit in Anwendungsform aus	Wähle denselben Stationsansatz in Anwendungsform aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
