page	target_locus	kind	source_loci	reader	model	source_lines_json	literal_hypotheses_json	confidence
f55v	f55v.10	P	f55v.10	it2a_clean	N	"[""oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""Pulver?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[ykal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	it2a_clean	G	"[""oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""ist?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[ykal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	it2a_clean	Q	"[""oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""warm?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[ykal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	it2a_clean	R	"[""oaiin ol s aiin okaiin oky ytaiin otar ykal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""dessen?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[ykal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	rf1b_clean	N	"[""oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""Pulver?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	rf1b_clean	G	"[""oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""ist?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	rf1b_clean	Q	"[""oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""warm?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f55v	f55v.10	P	f55v.10	rf1b_clean	R	"[""oaiin ol s aiin okaiin oky ytaiin otar kal ykar ol""]"	"[""[oaiin]"", ""[ol]"", ""[s]"", ""[aiin]"", ""dessen?"", ""[oky]"", ""[ytaiin]"", ""[otar]"", ""[kal]"", ""[ykar]"", ""[ol]""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	zl3b_clean	N	"[""yt chor otchy chok y t chey r okaiin""]"	"[""[yt]"", ""[chor]"", ""[otchy]"", ""[chok]"", ""[y]"", ""[t]"", ""[chey]"", ""[r]"", ""Pulver?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	zl3b_clean	G	"[""yt chor otchy chok y t chey r okaiin""]"	"[""[yt]"", ""[chor]"", ""[otchy]"", ""[chok]"", ""[y]"", ""[t]"", ""[chey]"", ""[r]"", ""ist?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	zl3b_clean	Q	"[""yt chor otchy chok y t chey r okaiin""]"	"[""[yt]"", ""[chor]"", ""[otchy]"", ""[chok]"", ""[y]"", ""[t]"", ""[chey]"", ""[r]"", ""warm?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	zl3b_clean	R	"[""yt chor otchy chok y t chey r okaiin""]"	"[""[yt]"", ""[chor]"", ""[otchy]"", ""[chok]"", ""[y]"", ""[t]"", ""[chey]"", ""[r]"", ""dessen?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	it2a_clean	N	"[""ytchor otchy chokyt chey r okaiin""]"	"[""[ytchor]"", ""[otchy]"", ""[chokyt]"", ""[chey]"", ""[r]"", ""Pulver?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	it2a_clean	G	"[""ytchor otchy chokyt chey r okaiin""]"	"[""[ytchor]"", ""[otchy]"", ""[chokyt]"", ""[chey]"", ""[r]"", ""ist?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	it2a_clean	Q	"[""ytchor otchy chokyt chey r okaiin""]"	"[""[ytchor]"", ""[otchy]"", ""[chokyt]"", ""[chey]"", ""[r]"", ""warm?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	it2a_clean	R	"[""ytchor otchy chokyt chey r okaiin""]"	"[""[ytchor]"", ""[otchy]"", ""[chokyt]"", ""[chey]"", ""[r]"", ""dessen?""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	rf1b_clean	N	"[""ytchor otchy chok yt chey r ok aiin""]"	"[""[ytchor]"", ""[otchy]"", ""[chok]"", ""[yt]"", ""[chey]"", ""[r]"", ""[ok]"", ""[aiin]""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	rf1b_clean	G	"[""ytchor otchy chok yt chey r ok aiin""]"	"[""[ytchor]"", ""[otchy]"", ""[chok]"", ""[yt]"", ""[chey]"", ""[r]"", ""[ok]"", ""[aiin]""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	rf1b_clean	Q	"[""ytchor otchy chok yt chey r ok aiin""]"	"[""[ytchor]"", ""[otchy]"", ""[chok]"", ""[yt]"", ""[chey]"", ""[r]"", ""[ok]"", ""[aiin]""]"	C0_UNCONFIRMED
f56r	f56r.10	P	f56r.10	rf1b_clean	R	"[""ytchor otchy chok yt chey r ok aiin""]"	"[""[ytchor]"", ""[otchy]"", ""[chok]"", ""[yt]"", ""[chey]"", ""[r]"", ""[ok]"", ""[aiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	zl3b_clean	N	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""Pulver?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	zl3b_clean	G	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""ist?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	zl3b_clean	Q	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""warm?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	zl3b_clean	R	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""dessen?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	it2a_clean	N	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""Pulver?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	it2a_clean	G	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""ist?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	it2a_clean	Q	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""warm?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	it2a_clean	R	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""dessen?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	rf1b_clean	N	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""Pulver?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	rf1b_clean	G	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""ist?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	rf1b_clean	Q	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""warm?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f66r	f66r.56	P	f66r.56	rf1b_clean	R	"[""dsheol okaiin sheodaiin""]"	"[""[dsheol]"", ""dessen?"", ""[sheodaiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	zl3b_clean	N	"[""dchor okaiiin""]"	"[""[dchor]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	zl3b_clean	G	"[""dchor okaiiin""]"	"[""[dchor]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	zl3b_clean	Q	"[""dchor okaiiin""]"	"[""[dchor]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	zl3b_clean	R	"[""dchor okaiiin""]"	"[""[dchor]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	it2a_clean	N	"[""dchor okaiin""]"	"[""[dchor]"", ""Pulver?""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	it2a_clean	G	"[""dchor okaiin""]"	"[""[dchor]"", ""ist?""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	it2a_clean	Q	"[""dchor okaiin""]"	"[""[dchor]"", ""warm?""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	it2a_clean	R	"[""dchor okaiin""]"	"[""[dchor]"", ""dessen?""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	rf1b_clean	N	"[""dchos okaiiin""]"	"[""[dchos]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	rf1b_clean	G	"[""dchos okaiiin""]"	"[""[dchos]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	rf1b_clean	Q	"[""dchos okaiiin""]"	"[""[dchos]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f68r1	f68r1.4	P	f68r1.4	rf1b_clean	R	"[""dchos okaiiin""]"	"[""[dchos]"", ""[okaiiin]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	zl3b_clean	N	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""Pulver?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	zl3b_clean	G	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""ist?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	zl3b_clean	Q	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""warm?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	zl3b_clean	R	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""dessen?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	it2a_clean	N	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""Pulver?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	it2a_clean	G	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""ist?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	it2a_clean	Q	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""warm?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	it2a_clean	R	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""dessen?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	rf1b_clean	N	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""Pulver?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	rf1b_clean	G	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""ist?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	rf1b_clean	Q	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""warm?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f71v	f71v.18	C	f71v.18	rf1b_clean	R	"[""okeey okeosar otaiin chkeeal okal cheekaiin okaiin okchor dar oteey kal""]"	"[""[okeey]"", ""[okeosar]"", ""[otaiin]"", ""[chkeeal]"", ""[okal]"", ""[cheekaiin]"", ""dessen?"", ""[okchor]"", ""[dar]"", ""[oteey]"", ""[kal]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	zl3b_clean	N	"[""oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin""]"	"[""[oteeo]"", ""[cthey]"", ""[chlol]"", ""[cheol]"", ""[olcheor]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""trocken?"", ""[chokeol]"", ""[cheoky]"", ""[okaiir]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""Pulver?""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	zl3b_clean	G	"[""oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin""]"	"[""[oteeo]"", ""[cthey]"", ""[chlol]"", ""[cheol]"", ""[olcheor]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""trocken?"", ""[chokeol]"", ""[cheoky]"", ""[okaiir]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""ist?""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	zl3b_clean	Q	"[""oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin""]"	"[""[oteeo]"", ""[cthey]"", ""[chlol]"", ""[cheol]"", ""[olcheor]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""trocken?"", ""[chokeol]"", ""[cheoky]"", ""[okaiir]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""warm?""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	zl3b_clean	R	"[""oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin""]"	"[""[oteeo]"", ""[cthey]"", ""[chlol]"", ""[cheol]"", ""[olcheor]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""trocken?"", ""[chokeol]"", ""[cheoky]"", ""[okaiir]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""dessen?""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	it2a_clean	N	"[""oteeo ckhey cholo cheol olchear al oteey chedal oteedy okeodaly cheol chokeol cheolky okaiis okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otar otam chotam sal okeo dar ar adal dar okeeas aiin oteey okoiin""]"	"[""[oteeo]"", ""[ckhey]"", ""[cholo]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""[cheol]"", ""[chokeol]"", ""[cheolky]"", ""[okaiis]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otar]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""[okoiin]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	it2a_clean	G	"[""oteeo ckhey cholo cheol olchear al oteey chedal oteedy okeodaly cheol chokeol cheolky okaiis okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otar otam chotam sal okeo dar ar adal dar okeeas aiin oteey okoiin""]"	"[""[oteeo]"", ""[ckhey]"", ""[cholo]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""[cheol]"", ""[chokeol]"", ""[cheolky]"", ""[okaiis]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otar]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""[okoiin]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	it2a_clean	Q	"[""oteeo ckhey cholo cheol olchear al oteey chedal oteedy okeodaly cheol chokeol cheolky okaiis okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otar otam chotam sal okeo dar ar adal dar okeeas aiin oteey okoiin""]"	"[""[oteeo]"", ""[ckhey]"", ""[cholo]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""[cheol]"", ""[chokeol]"", ""[cheolky]"", ""[okaiis]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otar]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""[okoiin]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	it2a_clean	R	"[""oteeo ckhey cholo cheol olchear al oteey chedal oteedy okeodaly cheol chokeol cheolky okaiis okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otar otam chotam sal okeo dar ar adal dar okeeas aiin oteey okoiin""]"	"[""[oteeo]"", ""[ckhey]"", ""[cholo]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[oteedy]"", ""[okeodaly]"", ""[cheol]"", ""[chokeol]"", ""[cheolky]"", ""[okaiis]"", ""[okeedy]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[ydal]"", ""[okochey]"", ""[sho]"", ""[okalshey]"", ""[shol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otar]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[dar]"", ""[okeeas]"", ""[aiin]"", ""[oteey]"", ""[okoiin]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	rf1b_clean	N	"[""oteeo cthe chlol cheol olchear al oteey chedal otee y okeo aly chol chokeol cheolky okaiir okee y sheoltey cheor aiin dal okochey sho okaley ol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal ar okeeos aiin oteey o kaiin""]"	"[""[oteeo]"", ""[cthe]"", ""[chlol]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[otee]"", ""[y]"", ""[okeo]"", ""[aly]"", ""trocken?"", ""[chokeol]"", ""[cheolky]"", ""[okaiir]"", ""[okee]"", ""[y]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[dal]"", ""[okochey]"", ""[sho]"", ""[okaley]"", ""[ol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[ar]"", ""[okeeos]"", ""[aiin]"", ""[oteey]"", ""[o]"", ""[kaiin]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	rf1b_clean	G	"[""oteeo cthe chlol cheol olchear al oteey chedal otee y okeo aly chol chokeol cheolky okaiir okee y sheoltey cheor aiin dal okochey sho okaley ol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal ar okeeos aiin oteey o kaiin""]"	"[""[oteeo]"", ""[cthe]"", ""[chlol]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[otee]"", ""[y]"", ""[okeo]"", ""[aly]"", ""trocken?"", ""[chokeol]"", ""[cheolky]"", ""[okaiir]"", ""[okee]"", ""[y]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[dal]"", ""[okochey]"", ""[sho]"", ""[okaley]"", ""[ol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[ar]"", ""[okeeos]"", ""[aiin]"", ""[oteey]"", ""[o]"", ""[kaiin]""]"	C0_UNCONFIRMED
f72r1	f72r1.1	C	f72r1.1	rf1b_clean	Q	"[""oteeo cthe chlol cheol olchear al oteey chedal otee y okeo aly chol chokeol cheolky okaiir okee y sheoltey cheor aiin dal okochey sho okaley ol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal ar okeeos aiin oteey o kaiin""]"	"[""[oteeo]"", ""[cthe]"", ""[chlol]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[otee]"", ""[y]"", ""[okeo]"", ""[aly]"", ""trocken?"", ""[chokeol]"", ""[cheolky]"", ""[okaiir]"", ""[okee]"", ""[y]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[dal]"", ""[okochey]"", ""[sho]"", ""[okaley]"", ""[ol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[ar]"", ""[okeeos]"", ""[aiin]"", ""[oteey]"", ""[o]"", ""[kaiin]""]"	C0_UNCONFIRMED
