rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v44_translation_de	v45_translation_de	status
32	f2r	f2r.10	eaiin	drei Teile auf Mittelstufe	drei Teile auf Mittelstufe	LEARNED_WHOLE	LEARNED_EAIIN_WHOLE	Stufe III der mittleren Behandlung	LOW_EXPLORATORY	NONE	qoky cholaiin shol sheky daiin cthey keol saiin eaiin	leicht erhitzt; trocken, Grad III; Feuchtgut; bis zur Mittelstufe einweichen, erhitzen und abschließen; drei Maße; Krautdroge, Form I; Blatt-/Krautdroge, Form I; heißer Drogenstoff; Samen/Saatgut, Typ/Charge III; [eaiin:?]	leicht erhitzt; trocken, Grad III; Feuchtgut; bis zur Mittelstufe einweichen, erhitzen und abschließen; drei Maße; Krautdroge, Form I; Blatt-/Krautdroge, Form I; heißer Drogenstoff; Samen/Saatgut, Typ/Charge III; drei Teile auf Mittelstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
33	f2r	f2r.2	dorchory	eine Portion Pflanzenteil abmessen und abschließen	eine Portion Pflanzenteil abmessen und abschließen	PRODUCTIVE_COMPOUND	D_MEASURE+OR_PORTION+CHOR_PLANT_PART+Y_START_OR_CLOSE	abgemessener Pflanzenteil in Grundform	LOW_EXPLORATORY	NONE	dorchory chkar s shor cthy	[dorchory:?]; erste heiß getrocknete Fraktion; Samen-/Saatgutposten; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Krautdroge	eine Portion Pflanzenteil abmessen und abschließen; erste heiß getrocknete Fraktion; Samen-/Saatgutposten; Blüten-/Fruchtstand; Blüten- oder Fruchtdroge; Krautdroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
34	f30v	f30v.10	otcheor	eine Portion Ansatz abkühlen und bis zur Mittelstufe trocknen	eine Portion Ansatz abkühlen und bis zur Mittelstufe trocknen	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+CH_DRY+E_MIDDLE+OR_PORTION	kalt getrocknete Ansatzportion	MEDIUM_EXACT_WHOLE	NONE	sho sheoldy otcheor daiin	feuchter Ansatz; Drogenstoff bis zur Mittelstufe einweichen und fertigstellen; [otcheor:?]; Menge/Portion III	feuchter Ansatz; Drogenstoff bis zur Mittelstufe einweichen und fertigstellen; eine Portion Ansatz abkühlen und bis zur Mittelstufe trocknen; Menge/Portion III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
35	f32r	f32r.14	cths	eine Charge Krautdroge	eine Charge Krautdroge	PRODUCTIVE_COMPOUND	CTH_HERB+S_TERM_SPECIES	Krautdrogen-Species	LOW_EXPLORATORY	NONE	schey qot shey daiin cths	Samen/Saatgut, trocken gebunden, Form I; kalt und bis zur mittleren Einweichstufe; drei Maße; [cths:?]	Samen/Saatgut, trocken gebunden, Form I; kalt und bis zur mittleren Einweichstufe; drei Maße; eine Charge Krautdroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
36	f33v	f33v.1	dols	eine Charge Drogenstoff abmessen	eine Charge Drogenstoff abmessen	PRODUCTIVE_COMPOUND	D_MEASURE+OL_MATERIAL+S_TERM_SPECIES	abgemessene Drogenstoffspecies	LOW_EXPLORATORY	NONE	tar ar daiin ydain cthey dols sheky ar aiin	kalte Drogenfraktion I; Drogenfraktion I; drei Maße; davon zwei Maße; Krautdroge, Form I; Blatt-/Krautdroge, Form I; [dols:?]; bis zur Mittelstufe einweichen, erhitzen und abschließen; Drogenfraktion I; drei Teile	kalte Drogenfraktion I; Drogenfraktion I; drei Maße; davon zwei Maße; Krautdroge, Form I; Blatt-/Krautdroge, Form I; eine Charge Drogenstoff abmessen; bis zur Mittelstufe einweichen, erhitzen und abschließen; Drogenfraktion I; drei Teile	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
37	f35v	f35v.9	qokchaiin	erhitze drei Teile getrocknete Droge	erhitze drei Teile getrocknete Droge	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+CH_DRY+AIIN_III	drei Teile heiß getrocknete Droge	MEDIUM_EXACT_WHOLE	NONE	qokchaiin cho ksho l choiin	[qokchaiin:?]; Trockenansatz; erhitze, weiche ein und setze an; ein Pfund; trockene Zubereitungsform III	erhitze drei Teile getrocknete Droge; Trockenansatz; erhitze, weiche ein und setze an; ein Pfund; trockene Zubereitungsform III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
38	f37v	f37v.22	ytoiin	kühle hiervon einen Ansatz in Zubereitungsform III	kühle hiervon einen Ansatz in Zubereitungsform III	PRODUCTIVE_COMPOUND	Y_REFERENCE+T_COLD+O_PREP+IIN_FORM_III	kalte Ansatzform III dieser Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qotol ytoiin choy	kaltes Material; [ytoiin:?]; Trockenansatz leicht abschließen	kaltes Material; kühle hiervon einen Ansatz in Zubereitungsform III; Trockenansatz leicht abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
39	f43v	f43v.3	tody	kalten Ansatz fertigstellen	kalten Ansatz fertigstellen	PRODUCTIVE_COMPOUND	T_COLD+O_PREP+DY_FINISHED	fertig gekühlter Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	tody teedy qot chocthy chky oky chdy okedy ykaiin chey ody dary	[tody:?]; bis zur Kühlendstufe gebracht; kühle Folgendes ab; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; getrocknete Droge leicht erhitzen; leicht erhitzter Ansatz; angetrocknet; Ansatz bis zur mittleren Heizstufe, abgeschlossen; erhitze hiervon auf Stufe III; bis zur mittleren Trockenstufe; fertiggestellter Ansatz; abgemessene Fraktion I, abgeschlossen	kalten Ansatz fertigstellen; bis zur Kühlendstufe gebracht; kühle Folgendes ab; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; getrocknete Droge leicht erhitzen; leicht erhitzter Ansatz; angetrocknet; Ansatz bis zur mittleren Heizstufe, abgeschlossen; erhitze hiervon auf Stufe III; bis zur mittleren Trockenstufe; fertiggestellter Ansatz; abgemessene Fraktion I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
40	f45v	f45v.9	ykchom	erhitze und trockne hiervon eine Handvoll Ansatz	erhitze und trockne hiervon eine Handvoll Ansatz	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+CH_DRY+OM_HANDFUL_PREP	eine Handvoll heißen Trockenstoffs dieser Zubereitung	LOW_EXPLORATORY	NONE	ychor cthy chol qokom sy sa ykchom	nimm hiervon den Pflanzenteil; Krautdroge; Trockengut; erhitze eine Handvoll Ansatz; Saatgut in Grundform; gib einen Teil Saatgut hinzu; [ykchom:?]	nimm hiervon den Pflanzenteil; Krautdroge; Trockengut; erhitze eine Handvoll Ansatz; Saatgut in Grundform; gib einen Teil Saatgut hinzu; erhitze und trockne hiervon eine Handvoll Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
41	f47v	f47v.3	chkchy	trocknen, erhitzen, erneut trocknen und abschließen	trocknen, erhitzen, erneut trocknen und abschließen	PRODUCTIVE_COMPOUND	CH_DRY+K_HOT+CH_DRY+Y_START_OR_CLOSE	heiß nachgetrocknete Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	shol char oteol dor otchol chkchy daiin	Feuchtgut; Trockenfraktion I; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; miss eine Portion Droge ab; kalt-trockener Zubereitungsstoff; [chkchy:?]; drei Maße	Feuchtgut; Trockenfraktion I; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; miss eine Portion Droge ab; kalt-trockener Zubereitungsstoff; trocknen, erhitzen, erneut trocknen und abschließen; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
42	f49r	f49r.18	dcheeey	eine Dosis bis zur letzten Stufe trocknen und abschließen	eine Dosis bis zur letzten Stufe trocknen und abschließen	PRODUCTIVE_COMPOUND	D_MEASURE+CH_DRY+EEE_LONG_OR_FINAL+Y_START_OR_CLOSE	lang getrocknete abgeschlossene Dosis	LOW_EXPLORATORY	NONE	sheor cheol od cho dcheeey qot chotchy	feuchter Drogenteil; trockener Drogenstoff; miss vom Ansatz ab; Trockenansatz; [dcheeey:?]; kühle Folgendes ab	feuchter Drogenteil; trockener Drogenstoff; miss vom Ansatz ab; Trockenansatz; eine Dosis bis zur letzten Stufe trocknen und abschließen; kühle Folgendes ab	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
43	f50v	f50v.8	qod	die Zubereitung abschließen	die Zubereitung abschließen	CONTEXT_SCOPED_SHORT_FORM	QO_COMMAND+D_TERM_CLOSE	die Zubereitung abziehen	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	ykar okair otor qokedy ykchol kar chckhy olkaiin okain qod	nimm hiervon die erste erhitzte Drogenfraktion; heiße Drogenfraktion II im Ansatz; kalte Drogenportion im Ansatz; bis zur mittleren Heizstufe gebracht; erhitze und trockne hiervon den Drogenstoff; heiße Drogenfraktion I; Arzneikompositum: trocken, Gradanfang; Holzdrogenansatz auf Heizstufe III; heiß im Zubereitungsrahmen, Grad II; [qod:?]	nimm hiervon die erste erhitzte Drogenfraktion; heiße Drogenfraktion II im Ansatz; kalte Drogenportion im Ansatz; bis zur mittleren Heizstufe gebracht; erhitze und trockne hiervon den Drogenstoff; heiße Drogenfraktion I; Arzneikompositum: trocken, Gradanfang; Holzdrogenansatz auf Heizstufe III; heiß im Zubereitungsrahmen, Grad II; die Zubereitung abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
44	f52v	f52v.4	cheeor	eine Portion vollständig getrocknete Droge	eine Portion vollständig getrocknete Droge	PRODUCTIVE_COMPOUND	CH_DRY+EE_END+OR_PORTION	die Trockenportion vollständig bereiten	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	tchor ctheor ctheol cheeor cheol chckheey sody	kalt-trockene Drogenportion; eine Portion Krautdroge; Krautdrogenstoff der Mittelstufe; [cheeor:?]; trockener Drogenstoff; Arzneikompositum: trocken, Gradende; Samen/Saatgut, fertig aufbereitet	kalt-trockene Drogenportion; eine Portion Krautdroge; Krautdrogenstoff der Mittelstufe; eine Portion vollständig getrocknete Droge; trockener Drogenstoff; Arzneikompositum: trocken, Gradende; Samen/Saatgut, fertig aufbereitet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
45	f55r	f55r.12	chelal	Holzdroge mit Rohdroge I bis zur Mittelstufe trocknen	Holzdroge mit Rohdroge I bis zur Mittelstufe trocknen	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+L_WOOD+AL_RAW_I	mitteltrockene Holz-Rohstoff-I-Mischung	LOW_EXPLORATORY	NONE	oain ckhy dl oiiin daiin okaiin chelal qokaiin okain r	zwei Teile Ansatz; Arzneikompositum am Gradanfang; Rohstoffmaß; Zubereitung in Form IV; drei Maße; Ansatz auf Heizstufe III; [chelal:?]; heiß, Grad III; heiß im Zubereitungsrahmen, Grad II; Wurzel	zwei Teile Ansatz; Arzneikompositum am Gradanfang; Rohstoffmaß; Zubereitung in Form IV; drei Maße; Ansatz auf Heizstufe III; Holzdroge mit Rohdroge I bis zur Mittelstufe trocknen; heiß, Grad III; heiß im Zubereitungsrahmen, Grad II; Wurzel	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
46	f56r	f56r.4	chkor	eine Portion heiß getrocknete Droge	eine Portion heiß getrocknete Droge	PRODUCTIVE_COMPOUND	CH_DRY+K_HOT+OR_PORTION	die Trockenportion erhitzen	MEDIUM_EXACT_WHOLE	NONE	qot chor chor chokor chkor chy okar chdy	kalt-trockene Drogenportion; Pflanzenteil; eine Portion erhitzten Trockenansatzes; [chkor:?]; angetrocknet; heiße Drogenfraktion I im Ansatz; angetrocknet	kalt-trockene Drogenportion; Pflanzenteil; eine Portion erhitzten Trockenansatzes; eine Portion heiß getrocknete Droge; angetrocknet; heiße Drogenfraktion I im Ansatz; angetrocknet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
47	f56r	f56r.8	cheeckhody	Arzneikompositum vollständig trocknen, ansetzen und fertigstellen	Arzneikompositum vollständig trocknen, ansetzen und fertigstellen	PRODUCTIVE_COMPOUND	CH_DRY+EE_END+CKH_COMPOSITE+O_PREP+DY_FINISHED	fertiger Trockenansatz aus Arzneikompositum	LOW_EXPLORATORY	NONE	schol choy choky cheeckhody	trockener Samen/Saatgutstoff/Trockengut; Trockenansatz leicht abschließen; heiß-trockene Zubereitung, Grundform; [cheeckhody:?]	trockener Samen/Saatgutstoff/Trockengut; Trockenansatz leicht abschließen; heiß-trockene Zubereitung, Grundform; Arzneikompositum vollständig trocknen, ansetzen und fertigstellen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
48	f56v	f56v.8	ykchor	erhitze hiervon den Pflanzenteil	erhitze hiervon den Pflanzenteil	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+CHOR_PLANT_PART	heißer Pflanzenteil dieser Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ykchor chokchy qokcho tcheey kol	[ykchor:?]; Trockenansatz: heiß-trockene Grundform; erhitze, trockne und setze an; kalt und vollständig getrocknet; heiß; nominal heißes Gut/Material	erhitze hiervon den Pflanzenteil; Trockenansatz: heiß-trockene Grundform; erhitze, trockne und setze an; kalt und vollständig getrocknet; heiß; nominal heißes Gut/Material	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
49	f58v	f58v.15	talchos	Charge kalt getrockneten Rohdrogenansatzes I	Charge kalt getrockneten Rohdrogenansatzes I	PRODUCTIVE_COMPOUND	T_COLD+AL_RAW_I+CH_DRY+O_PREP+S_TERM_SPECIES	kalt getrocknete Rohstoff-I-Species	LOW_EXPLORATORY	NONE	qot oiin okal aral s air qoal talchos okal cho ytam dam	kalte Zubereitung, Form III; Rohstoff I, leicht erhitzt im Ansatz; Rohdrogenfraktion I; Samen-/Saatgutposten; zweite Drogenfraktion; Rohstoff I; [talchos:?]; Rohstoff I, leicht erhitzt im Ansatz; Trockenansatz; nimm hiervon ein Maß und kühle es; Dosis I	kalte Zubereitung, Form III; Rohstoff I, leicht erhitzt im Ansatz; Rohdrogenfraktion I; Samen-/Saatgutposten; zweite Drogenfraktion; Rohstoff I; Charge kalt getrockneten Rohdrogenansatzes I; Rohstoff I, leicht erhitzt im Ansatz; Trockenansatz; nimm hiervon ein Maß und kühle es; Dosis I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
50	f58v	f58v.30	ykey	erhitze hiervon bis zur Mittelstufe und schließe ab	erhitze hiervon bis zur Mittelstufe und schließe ab	PRODUCTIVE_COMPOUND	Y_REFERENCE+K_HOT+E_MIDDLE+Y_START_OR_CLOSE	diese Droge mäßig erhitzen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	daiin sheoy ykey sheky qokal qokeey okain okar ol dam	drei Maße; feucht angesetzte Zubereitung am Gradanfang; [ykey:?]; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoff I, heiß am Gradanfang; bis zur Heizendstufe; heiß im Zubereitungsrahmen, Grad II; heiße Drogenfraktion I im Ansatz; Grundansatz; Dosis I	drei Maße; feucht angesetzte Zubereitung am Gradanfang; erhitze hiervon bis zur Mittelstufe und schließe ab; bis zur Mittelstufe einweichen, erhitzen und abschließen; Rohstoff I, heiß am Gradanfang; bis zur Heizendstufe; heiß im Zubereitungsrahmen, Grad II; heiße Drogenfraktion I im Ansatz; Grundansatz; Dosis I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
51	f58v	f58v.4	olkaly	Drogenstoff mit Rohdroge I leicht erhitzen	Drogenstoff mit Rohdroge I leicht erhitzen	PRODUCTIVE_COMPOUND	OL_MATERIAL+K_HOT+AL_RAW_I+Y_START_OR_CLOSE	leicht erhitzter Rohstoff-I-Drogenstoff	LOW_EXPLORATORY	NONE	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	Drogenportion; drei Teile; heiße Drogenfraktion II im Ansatz; hierzu: abgemessene Fraktion II; Rohstoff I; Rohstoff I, heiß am Gradanfang; heiß, Grad III; erhitze Rohdroge I leicht und schließe ab; heiße Drogenfraktion I im Ansatz; [olkaly:?]; Rohstoff I, leicht erhitzt im Ansatz	Drogenportion; drei Teile; heiße Drogenfraktion II im Ansatz; hierzu: abgemessene Fraktion II; Rohstoff I; Rohstoff I, heiß am Gradanfang; heiß, Grad III; erhitze Rohdroge I leicht und schließe ab; heiße Drogenfraktion I im Ansatz; Drogenstoff mit Rohdroge I leicht erhitzen; Rohstoff I, leicht erhitzt im Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
52	f6v	f6v.7	ychos	trockne hiervon eine Ansatzcharge	trockne hiervon eine Ansatzcharge	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+O_PREP+S_TERM_SPECIES	getrocknete Ansatzspecies dieser Droge	MEDIUM_EXACT_WHOLE	NONE	ychos ychol daiin cthol dol	[ychos:?]; trockne hiervon den Drogenstoff; Stufe III; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; Materialmaß	trockne hiervon eine Ansatzcharge; trockne hiervon den Drogenstoff; Stufe III; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; Materialmaß	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
53	f75r	f75r.11	chekam	ein Maß Droge bis zur Mittelstufe trocknen und erhitzen	ein Maß Droge bis zur Mittelstufe trocknen und erhitzen	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+K_HOT+AM_UNIT_I	ein Maß mäßig heiß getrocknete Droge	LOW_EXPLORATORY	NONE	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	bis zur Heizendstufe gebracht; erhitze die zweite Fraktion; seihe Vorstehendes ab; bis zur Heizendstufe gebracht; Rohstoff I, heiß am Gradanfang; heiße Drogenfraktion I im Ansatz; bis zur mittleren Einweichstufe gebracht; miss eine Portion Droge ab; [chekam:?]	bis zur Heizendstufe gebracht; erhitze die zweite Fraktion; seihe Vorstehendes ab; bis zur Heizendstufe gebracht; Rohstoff I, heiß am Gradanfang; heiße Drogenfraktion I im Ansatz; bis zur mittleren Einweichstufe gebracht; miss eine Portion Droge ab; ein Maß Droge bis zur Mittelstufe trocknen und erhitzen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
54	f75v	f75v.13	ocheain	zwei Teile Ansatz bis zur Mittelstufe trocknen	zwei Teile Ansatz bis zur Mittelstufe trocknen	PRODUCTIVE_COMPOUND	O_PREP+CH_DRY+E_MIDDLE+AIN_II	Ansatz auf Trockenstufe II	LOW_EXPLORATORY	NONE	ocheain cheedy qokal dain sheeky qoky sshedy tedy otedy tedy taral	[ocheain:?]; vollständig getrocknet; Rohstoff I, heiß am Gradanfang; zwei Maße; vollständig einweichen, erhitzen und abschließen; leicht erhitzt; eingeweichte Samen/Saat; bis zur mittleren Kühlstufe gebracht; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur mittleren Kühlstufe gebracht; kalte Rohdrogenfraktion I	zwei Teile Ansatz bis zur Mittelstufe trocknen; vollständig getrocknet; Rohstoff I, heiß am Gradanfang; zwei Maße; vollständig einweichen, erhitzen und abschließen; leicht erhitzt; eingeweichte Samen/Saat; bis zur mittleren Kühlstufe gebracht; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur mittleren Kühlstufe gebracht; kalte Rohdrogenfraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
55	f75v	f75v.3	rom	eine Handvoll Wurzelzubereitung	eine Handvoll Wurzelzubereitung	CONTEXT_SCOPED_SHORT_FORM	R_ROOT+OM_HANDFUL_PREP	eine Handvoll Wurzeldroge	LOW_EXPLORATORY	NONE	sor sheky qokain okal dal olchedy daiin chckhy lkar chckhy rom	Samenportion; bis zur Mittelstufe einweichen, erhitzen und abschließen; heiß, Grad II; Rohstoff I, leicht erhitzt im Ansatz; abgemessene Rohstoffmenge I; Holzdroge im Ansatz fertig getrocknet; drei Maße; Arzneikompositum: trocken, Gradanfang; heiße Holzfraktion I; Arzneikompositum: trocken, Gradanfang; [rom:?]	Samenportion; bis zur Mittelstufe einweichen, erhitzen und abschließen; heiß, Grad II; Rohstoff I, leicht erhitzt im Ansatz; abgemessene Rohstoffmenge I; Holzdroge im Ansatz fertig getrocknet; drei Maße; Arzneikompositum: trocken, Gradanfang; heiße Holzfraktion I; Arzneikompositum: trocken, Gradanfang; eine Handvoll Wurzelzubereitung	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
56	f75v	f75v.58	solkedy	Saatgutansatz bis zur Mittelstufe erhitzen und fertigstellen	Saatgutansatz bis zur Mittelstufe erhitzen und fertigstellen	PRODUCTIVE_COMPOUND	SOL_SEED_PREP+K_HOT+E_MIDDLE+DY_FINISHED	fertiger erhitzter Saatgutansatz	MEDIUM_EXACT_WHOLE	NONE	s alchedy solkedy	Samen-/Saatgutposten: Rohdroge I bis zur Mittelstufe trocknen und fertigstellen; [solkedy:?]	Samen-/Saatgutposten: Rohdroge I bis zur Mittelstufe trocknen und fertigstellen; Saatgutansatz bis zur Mittelstufe erhitzen und fertigstellen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
57	f76r	f76r.40	qolchey	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	PRODUCTIVE_COMPOUND	QOL_ADD+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	mäßig getrocknete Zugabe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qolchey shckhy qokey lchy opchey dain shdy qokedar olchdy sor oty dy lchedy	[qolchey:?]; Arzneikompositum: feucht, Gradanfang; bis zur mittleren Heizstufe; Drogenholz, trockene Grundform; Trockenpulver-Ansatz, Form I; zwei Maße; leicht angefeuchtet, abgeschlossen; erhitze bis zur Mittelstufe und miss die erste Fraktion ab; Drogenstoff trocknen und fertigstellen; Samenportion; kalter Ansatz am Anfang des Grades; getrocknetes Drogenholz	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab; Arzneikompositum: feucht, Gradanfang; bis zur mittleren Heizstufe; Drogenholz, trockene Grundform; Trockenpulver-Ansatz, Form I; zwei Maße; leicht angefeuchtet, abgeschlossen; erhitze bis zur Mittelstufe und miss die erste Fraktion ab; Drogenstoff trocknen und fertigstellen; Samenportion; kalter Ansatz am Anfang des Grades; getrocknetes Drogenholz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
58	f76r	f76r.6	okees	Charge vollständig erhitzten Ansatzes	Charge vollständig erhitzten Ansatzes	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+EE_END+S_TERM_SPECIES	vollständig erhitzte Ansatzspecies	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar	getrockneter Samen/Saatgutstoff/-ansatz; bis zur Heizendstufe gebracht; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; heißer Ansatz, Bindungsstufe II; Wurzelstoff; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe gebracht; vollständig eingeweicht; [okees:?]; Rohstoff I; Rohstoff I; zwei Dosen bis zur Mittelstufe getrockneter Droge; abgemessene Fraktion I	getrockneter Samen/Saatgutstoff/-ansatz; bis zur Heizendstufe gebracht; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; heißer Ansatz, Bindungsstufe II; Wurzelstoff; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe gebracht; vollständig eingeweicht; Charge vollständig erhitzten Ansatzes; Rohstoff I; Rohstoff I; zwei Dosen bis zur Mittelstufe getrockneter Droge; abgemessene Fraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
59	f76v	f76v.39	san	ein Teil Saatgut	ein Teil Saatgut	CONTEXT_SCOPED_SHORT_FORM	S_SEED+AN_I	Saatgut der Stufe I	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	sshey lshedy qokaiin shedy okedy san ol keedy sor qoky dedy	eingeweichte Saat, Form I; eingeweichtes Drogenholz; heiß, Grad III; bis zur mittleren Einweichstufe gebracht; Ansatz bis zur mittleren Heizstufe, abgeschlossen; [san:?]; Grundansatz; bis zur Heizendstufe gebracht; Samenportion; leicht erhitzt; miss eine Dosis auf Mittelstufe ab und stelle sie fertig	eingeweichte Saat, Form I; eingeweichtes Drogenholz; heiß, Grad III; bis zur mittleren Einweichstufe gebracht; Ansatz bis zur mittleren Heizstufe, abgeschlossen; ein Teil Saatgut; Grundansatz; bis zur Heizendstufe gebracht; Samenportion; leicht erhitzt; miss eine Dosis auf Mittelstufe ab und stelle sie fertig	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
60	f78r	f78r.34	keeal	Rohdroge I vollständig erhitzen	Rohdroge I vollständig erhitzen	PRODUCTIVE_COMPOUND	K_HOT+EE_END+AL_RAW_I	vollständig erhitzter Rohstoff I	LOW_EXPLORATORY	NONE	dshedy qokeedy qopchedy qokaly dar okaiin o keeal am	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur Heizendstufe gebracht; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; erhitze Rohdroge I leicht und schließe ab; abgemessene Fraktion I; Ansatz auf Heizstufe III; Ansatz mit keeal; Maßeinheit I	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; bis zur Heizendstufe gebracht; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; erhitze Rohdroge I leicht und schließe ab; abgemessene Fraktion I; Ansatz auf Heizstufe III; Ansatz mit keeal; Maßeinheit I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
61	f79v	f79v.30	skain	Saatgut auf Heizstufe II	Saatgut auf Heizstufe II	PRODUCTIVE_COMPOUND	S_SEED+K_HOT+AIN_II	zwei Teile erhitztes Saatgut	LOW_EXPLORATORY	NONE	qokain sheeky okar okey qokey tedy skain oteedy qoky	heiß, Grad II; vollständig einweichen, erhitzen und abschließen; heiße Drogenfraktion I im Ansatz; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Heizstufe; bis zur mittleren Kühlstufe gebracht; [skain:?]; Ansatz auf Kühlendstufe abgeschlossen; leicht erhitzt	heiß, Grad II; vollständig einweichen, erhitzen und abschließen; heiße Drogenfraktion I im Ansatz; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Heizstufe; bis zur mittleren Kühlstufe gebracht; Saatgut auf Heizstufe II; Ansatz auf Kühlendstufe abgeschlossen; leicht erhitzt	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
