master_card_id	master_form	registered_surfaces	value_de	drawer	learning_mode	visible_components	formal_recipe	example_event	example_statement	event_count
MC157	cholor	cholor|olor	derselbe Ansatz	REIHENFOLGE	KOMPONENTEN_LESEN	OL+OR	OL_CONTINUE+OR_BATCH	E028	H2-S002	2
MC158	cthoor	cthoor	Vorbereitung	ZUSTAND_DAUER	KOMPONENTEN_LESEN	OR+CTH	CTH_READY+OR_BATCH	E002	H1-S001	1
MC159	os	os	Aufnahmegefäß	GANZKARTE	GANZKARTE_LERNEN	LOKALER_KARTENKERN	MEMORIZED_VESSEL_CARD	E005	H1-S001	1
MC160	talam	talam	Verwahrort	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	AL	T_STORE_FRAME+AL_TO+AM_STORE	E063	H4-S002	1
MC161	checthy	checthy|cthy|shcthy	bereit	ZUSTAND_DAUER	KOMPONENTEN_LESEN	Y+CTH	CTH_READY+Y_CURRENT	E014	H1-S002	7
MC162	qolchey	qolchey	Weiterposten	REIHENFOLGE	KOMPONENTEN_LESEN	OL+Y	OL_CONTINUE+Y_CURRENT	E316	B4-S002	1
MC163	qotchol	qotchol	Folgegang	REIHENFOLGE	KOMPONENTEN_LESEN	OL+OT	OT_FOLLOW+OL_CONTINUE	E012	H1-S002	1
MC164	qokylddy	qokylddy	befestigen; Schluss	GANZKARTE	GANZKARTE_LERNEN	Y	OK+Y_ITEM+LDDY_FASTEN_CLOSE	E326	B4-S004	1
MC165	qockhey	qockhey	Kurzdurchgang	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	OK+E+Y+CKH	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	E350	B4-S014	1
MC166	chkeey	chkeey	Langwärmen	ZUSTAND_DAUER	KOMPONENTEN_LESEN	EE+Y+CHK	CHK_WARM+GRADE_2+Y_CURRENT	E183	B2-S005	1
MC167	lochedy	lochedy	Abführung; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	L+DY+CHED	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	E228	B2-S022	1
MC168	lcheckhy	lcheckhy	Abführpassage	WEG_QUELLE_ZIEL	KOMPONENTEN_LESEN	L+Y+CKH	L_OUT+CKH_THROUGH+Y_ITEM	E173	B2-S004	1
MC169	cthaiin	cthaiin	Sollvorbereitung	MENGE_STUFE	KOMPONENTEN_LESEN	AIIN+CTH	CTH_READY+AIIN_MEASURE	E018	H2-S001	1
MC170	ykaiin	ykaiin	Sollportion	MENGE_STUFE	KOMPONENTEN_LESEN	AIIN+Y	Y_ITEM+AIIN_MEASURE	E064	H4-S003	1
MC171	otchey	otchey	das nächste	REIHENFOLGE	KOMPONENTEN_LESEN	OT+Y	OT_FOLLOW+Y_CURRENT_ITEM	E098	H5-S006	2
MC172	daiiin	daiiin	Endstufe	MENGE_STUFE	KOMPONENTEN_LESEN	IIN	DA+IIN_PORT_GRADE	E371	B5-S003	1
MC173	qoteedy	qoteedy	lange Folgestufe; Schluss	ABSCHLUSS	KOMPONENTEN_LESEN	OT+EE	OT_FOLLOW+GRADE_2+CLOSE	E226	B2-S020	2
