gdt752_contact_id	comparison_group	pair_id	prefix_character	prefix_surface	base_surface	page	physical_folio	locus	prefix_ordinal	base_ordinal	written_order	written_line_eva	prefix_outer_side	prefix_outer_extent	prefix_outer_boundary_reason	prefix_outer_boundary_complete	prefix_outer_anchor_count	prefix_outer_anchor_surfaces	prefix_outer_anchor_tags	prefix_outer_anchor_evidence	prefix_outer_field_channel	prefix_outer_slot_class	prefix_outer_slot_label_de	prefix_outer_quality_stage_support	prefix_outer_preparation_support	prefix_outer_carrier_support	prefix_outer_unknown_count	base_outer_side	base_outer_extent	base_outer_boundary_reason	base_outer_boundary_complete	base_outer_anchor_count	base_outer_anchor_surfaces	base_outer_anchor_tags	base_outer_anchor_evidence	base_outer_field_channel	base_outer_slot_class	base_outer_slot_label_de	base_outer_quality_stage_support	base_outer_preparation_support	base_outer_carrier_support	base_outer_unknown_count	both_outer_boundaries_complete	raw_exact_role_split_support	raw_exact_role_split_reverse	raw_broad_role_split_support	raw_broad_role_split_reverse	exact_role_split_support	exact_role_split_reverse	broad_role_split_support	broad_role_split_reverse	independent_side_evidence_status	complete_field_decision	working_pair_render_de	literal_identity	confirmed_lexeme	component_export_credit
G752-C031	NONQ_PREFIX_CONTROL	G751-C110	t	tchor	chor	f16r	f16	f16r.5	1	2	PREFIX_THEN_BASE	tchor chor chs y kch shocthy opchy ty ky	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	5	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	0	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	CENSORED__NO_INDEPENDENT_SIDE_SIGNAL	tchor: äußeres Feld OPEN; chor: äußeres Feld OPEN	OPEN	0	0
G752-C032	NONQ_PREFIX_CONTROL	G751-C116	t	tor	or	f40r	f40	f40r.6	1	2	PREFIX_THEN_BASE	tor or ar shok or am o lshedy qokam chdy kar oraiin	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	2	PAIR_SURFACE_BEFORE_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	tor: äußeres Feld OPEN; or: äußeres Feld OPEN	OPEN	0	0
G752-C033	NONQ_PREFIX_CONTROL	G751-C116	t	tor	or	f95r2	f95	f95r2.4	3	4	PREFIX_THEN_BASE	daiin shody tor or okain chckhey	L	2	LINE_EDGE_AFTER_R2	1	1	shody	PREPARATION|END_STAGE	L1 shody=vollständig eingeweichter Ansatz [PREPARATION|END_STAGE;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	Lemma-/Zutatinhalt offen	1	1	1	0	R	2	LINE_EDGE_AFTER_R2	1	1	chckhey	DRY|PREPARATION|MIDDLE_STAGE	R2 chckhey=Arzneikompositum: trocken, Gradmitte [DRY|PREPARATION|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	1	1	0	1	0	0	1	1	0	0	1	1	AMBIGUOUS_BOTH_EXACT_SPLITS	AMBIGUOUS_BOTH_EXACT_SPLITS	tor: äußeres Feld MATERIA_OR_INGREDIENT; or: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-C034	NONQ_PREFIX_CONTROL	G751-C117	t	tshdy	shdy	f46r	f46	f46r.9	1	2	PREFIX_THEN_BASE	tshdy shdy fchedy dyfchdy shol kees ytaly fchdy dy karal shky yty dardam	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	5	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	3	0	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	CENSORED__NO_INDEPENDENT_SIDE_SIGNAL	tshdy: äußeres Feld OPEN; shdy: äußeres Feld OPEN	OPEN	0	0
G752-C035	NONQ_PREFIX_CONTROL	G751-C127	y	ychey	chey	f108r	f108	f108r.44	1	2	PREFIX_THEN_BASE	ychey chey okar charam otam cheody	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	4	LINE_EDGE_AFTER_R4	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	1	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	ychey: äußeres Feld OPEN; chey: äußeres Feld OPEN	OPEN	0	0
G752-C036	NONQ_PREFIX_CONTROL	G751-C129	y	ychol	chol	f17v	f17	f17v.5	1	2	PREFIX_THEN_BASE	ychol chol dolcheey tchol dar ckhy	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	4	LINE_EDGE_AFTER_R4	1	1	tchol	COLD|DRY|MATERIAL	R2 tchol=kalt-trockenes Drogenmaterial [COLD|DRY|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	1	0	1	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	PARTIAL_REVERSE_SIDE	ychol: äußeres Feld OPEN; chol: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-C037	NONQ_PREFIX_CONTROL	G751-C129	y	ychol	chol	f24v	f24	f24v.9	1	2	PREFIX_THEN_BASE	ychol chol or chor om	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	3	LINE_EDGE_AFTER_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	1	0	0	0	0	0	0	0	0	NO_INDEPENDENT_SIDE_SIGNAL	NO_INDEPENDENT_SIDE_SIGNAL	ychol: äußeres Feld OPEN; chol: äußeres Feld OPEN	OPEN	0	0
G752-C038	NONQ_PREFIX_CONTROL	G751-C130	y	ychor	chor	f6v	f6	f6v.8	1	2	PREFIX_THEN_BASE	ychor chor okchey qokom	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	2	LINE_EDGE_AFTER_R2	1	2	okchey|qokom	HOT|DRY|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	R1 okchey=heiß-trockener Ansatz in der Mitte des Grades [HOT|DRY|PREPARATION|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || R2 qokom=erhitze eine Handvoll Ansatz [HOT|AMOUNT|PREPARATION|PROCESS;W2_PROVISIONAL_WORKING]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	1	1	1	0	1	0	0	0	0	0	0	0	0	MIXED_PARTIAL	MIXED_PARTIAL	ychor: äußeres Feld OPEN; chor: äußeres Feld PRESCRIPTIVE_RECIPE	OPEN	0	0
G752-C039	NONQ_PREFIX_CONTROL	G751-C130	y	ychor	chor	f22v	f22	f22v.7	1	2	PREFIX_THEN_BASE	ychor chor qokchol chory	L	0	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	2	LINE_EDGE_AFTER_R2	1	2	qokchol|chory	HOT|DRY|PART|MATERIAL|BEGIN_STAGE	R1 qokchol=heiß-trockenes Drogenmaterial [HOT|DRY|MATERIAL;W3_SOLID_WORKING_THEORY] || R2 chory=Pflanzenteil in Grundform [PART|BEGIN_STAGE;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	0	1	0	1	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	PARTIAL_REVERSE_SIDE	ychor: äußeres Feld OPEN; chor: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-C040	NONQ_PREFIX_CONTROL	G751-C141	y	ykchy	kchy	f13r	f13	f13r.3	9	10	PREFIX_THEN_BASE	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	L	5	RADIUS5_CENSORED	0	1	oeees	PREPARATION	L4 oeees=Ansatzcharge der letzten Stufe [PREPARATION;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	Lemma-/Zutatinhalt offen	0	1	1	2	R	1	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	0	0	0	0	0	0	0	0	0	PARTIAL_REVERSE_SIDE	CENSORED__PARTIAL_REVERSE_SIDE	ykchy: äußeres Feld MATERIA_OR_INGREDIENT; kchy: äußeres Feld OPEN	OPEN	0	0
G752-C041	NONQ_PREFIX_CONTROL	G751-C142	y	ykedy	kedy	f112r	f112	f112r.25	5	6	PREFIX_THEN_BASE	tedain shedy ochor okchd ykedy kedy chor aiin cheety chcthy okey	L	4	LINE_EDGE_AFTER_R4	1	1	ochor	PART|PREPARATION	L2 ochor=Pflanzenteil im Ansatz [PART|PREPARATION;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	Mengenbezug-/Teilname offen	0	1	1	2	R	5	RADIUS5_CENSORED	0	1	okey	HOT|PREPARATION|MIDDLE_STAGE	R5 okey=heißer Ansatz in der Mitte des Grades [HOT|PREPARATION|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	1	1	1	0	0	1	0	1	0	0	0	0	REVERSE_PREFIX_PREPARATION_BASE_QUALITY	CENSORED__REVERSE_PREFIX_PREPARATION_BASE_QUALITY	ykedy: äußeres Feld QUANTITY_OR_PART; kedy: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
G752-C042	NONQ_PREFIX_CONTROL	G751-C156	y	yteey	teey	f79v	f79	f79v.33	4	5	PREFIX_THEN_BASE	por ar or yteey teey okar oshey qoky chey okeey ldy oral	L	2	STRICT_INITIAL_BEFORE_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	R	5	RADIUS5_CENSORED	0	2	oshey|qoky	HOT|PREPARATION|BEGIN_STAGE|MIDDLE_STAGE	R2 oshey=Ansatz bis zur mittleren Stufe eingeweicht [PREPARATION|MIDDLE_STAGE;W2_PROVISIONAL_WORKING] || R3 qoky=heiß am Anfang des Grades [HOT|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	1	1	1	0	0	0	0	0	0	0	0	0	0	MIXED_PARTIAL	CENSORED__MIXED_PARTIAL	yteey: äußeres Feld OPEN; teey: äußeres Feld DESCRIPTIVE_MATERIA	OPEN	0	0
