cell_id	page	locus	token_ordinal	surface	inherited_v48_gloss_de	current_semantic_value_de	v99r6_spoken_cell_de	integration_class	authority_id	authority_reading_id	authority_score_0_100_not_probability	authority_confidence_level	authority_semantic_scope	authority_global_export_scope	grade_policy_id	formal_stage	workflow_closure	modality_class	practical_unit_layer	practical_unit_id	practical_unit_role	practical_render_once_de	practical_source_positions	practical_source_surfaces	semantic_changed_from_v48	spoken_changed_from_semantic	final_changed_from_v48	component_relation_credit
G733-C00821	f103r	f103r.25	11	oteey	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	GDT732_GLOBAL_SPOKEN_OVERLAY	oteey#GLOBAL	oteey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	OPEN	KALT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig abgekühlter Ansatz	f103r.25:11	oteey	0	1	1	0
G733-C00822	f103r	f103r.25	12	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	f103r.25:12	ol	0	0	0	0
G733-C00823	f103r	f103r.26	1	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	kalter Ansatz am Ende des Grades, abgeschlossen	vollständig abgekühlter Ansatz; abgeschlossen	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0084	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T020	END	CLOSED	KALT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig abgekühlter Ansatz; abgeschlossen	f103r.26:1	oteedy	0	1	1	0
G733-C00824	f103r	f103r.26	2	okeey	heißer Ansatz am Ende des Grades	heißer Ansatz am Ende des Grades	vollständig erhitzter Ansatz	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0085	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T010	END	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzter Ansatz	f103r.26:2	okeey	0	1	1	0
G733-C00825	f103r	f103r.26	3	qotchy	kalt und trocken am Anfang des Grades	kalt und trocken am Anfang des Grades	kalt und trocken, Anfangsstufe	GDT732_GLOBAL_SPOKEN_OVERLAY	qotchy#GLOBAL	qotchy#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:MIXED_NEUTRAL_STAGE	BEGIN	OPEN	KALT>TROCKEN	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	kalt und trocken, Anfangsstufe	f103r.26:3	qotchy	0	1	1	0
G733-C00826	f103r	f103r.26	4	shey	feucht in der Mitte des Grades	feucht in der Mitte des Grades	bis zur Mittelstufe angefeuchtet	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0086	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T006	MIDDLE	OPEN	FEUCHT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	bis zur Mittelstufe angefeuchtet	f103r.26:4	shey	0	1	1	0
G733-C00827	f103r	f103r.26	5	olcheedar	[olcheedar:?]	[olcheedar:?]	[olcheedar:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[olcheedar:?]	f103r.26:5	olcheedar	0	0	0	0
G733-C00828	f103r	f103r.26	6	shey	feucht in der Mitte des Grades	feucht in der Mitte des Grades	bis zur Mittelstufe angefeuchtet	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0087	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T006	MIDDLE	OPEN	FEUCHT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	bis zur Mittelstufe angefeuchtet	f103r.26:6	shey	0	1	1	0
G733-C00829	f103r	f103r.26	7	lotor	[lotor:?]	[lotor:?]	[lotor:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[lotor:?]	f103r.26:7	lotor	0	0	0	0
G733-C00830	f103r	f103r.27	1	qokechy	[qokechy:?]	[qokechy:?]	[qokechy:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qokechy:?]	f103r.27:1	qokechy	0	0	0	0
G733-C00831	f103r	f103r.27	2	okeey	heißer Ansatz am Ende des Grades	heißer Ansatz am Ende des Grades	vollständig erhitzter Ansatz	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0088	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T010	END	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzter Ansatz	f103r.27:2	okeey	0	1	1	0
G733-C00832	f103r	f103r.27	3	qokeey	heiß am Ende des Grades	heiß am Ende des Grades	vollständig erhitzt	GDT732_GLOBAL_SPOKEN_OVERLAY	qokeey#GLOBAL	qokeey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzt	f103r.27:3	qokeey	0	1	1	0
G733-C00833	f103r	f103r.27	4	lkeeody	[lkeeody:?]	[lkeeody:?]	[lkeeody:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[lkeeody:?]	f103r.27:4	lkeeody	0	0	0	0
G733-C00834	f103r	f103r.27	5	sheey	feucht am Ende des Grades	feucht am Ende des Grades	vollständig angefeuchtet	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0089	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T013	END	OPEN	FEUCHT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig angefeuchtet	f103r.27:5	sheey	0	1	1	0
G733-C00835	f103r	f103r.27	6	qokeey	heiß am Ende des Grades	heiß am Ende des Grades	vollständig erhitzt	GDT732_GLOBAL_SPOKEN_OVERLAY	qokeey#GLOBAL	qokeey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzt	f103r.27:6	qokeey	0	1	1	0
G733-C00836	f103r	f103r.27	7	lkeol	Holzdrogenstoff bis zur Mittelstufe erhitzen	Holzdrogenstoff bis zur Mittelstufe erhitzen	Holzdrogenstoff bis zur Mittelstufe erhitzen	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	lkeol#GLOBAL	lkeol#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Holzdrogenstoff bis zur Mittelstufe erhitzen	f103r.27:7	lkeol	0	0	0	0
G733-C00837	f103r	f103r.27	8	tchey	kalt und trocken in der Mitte des Grades	kalt und trocken in der Mitte des Grades	kalt und trocken, Mittelstufe	GDT732_GLOBAL_SPOKEN_OVERLAY	tchey#GLOBAL	tchey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:MIXED_NEUTRAL_STAGE	MIDDLE	OPEN	KALT>TROCKEN	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	kalt und trocken, Mittelstufe	f103r.27:8	tchey	0	1	1	0
G733-C00838	f103r	f103r.27	9	qokeey	heiß am Ende des Grades	heiß am Ende des Grades	vollständig erhitzt	GDT732_GLOBAL_SPOKEN_OVERLAY	qokeey#GLOBAL	qokeey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzt	f103r.27:9	qokeey	0	1	1	0
G733-C00839	f103r	f103r.27	10	okeey	heißer Ansatz am Ende des Grades	heißer Ansatz am Ende des Grades	vollständig erhitzter Ansatz	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0090	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T010	END	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzter Ansatz	f103r.27:10	okeey	0	1	1	0
G733-C00840	f103r	f103r.27	11	qokaly	erhitze Rohdroge I leicht und schließe ab	erhitze Rohdroge I leicht und schließe ab	erhitze Rohdroge I leicht und schließe ab	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	qokaly#GLOBAL	qokaly#GLOBAL	76	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	erhitze Rohdroge I leicht und schließe ab	f103r.27:11	qokaly	0	0	0	0
G733-C00841	f103r	f103r.28	1	deshedy	[deshedy:?]	[deshedy:?]	[deshedy:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[deshedy:?]	f103r.28:1	deshedy	0	0	0	0
G733-C00842	f103r	f103r.28	2	qokeeey	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	stark erhitzt, Endstufe III	f103r.28:2	qokeeey	0	0	0	0
G733-C00843	f103r	f103r.28	3	dalkain	[dalkain:?]	[dalkain:?]	[dalkain:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[dalkain:?]	f103r.28:3	dalkain	0	0	0	0
G733-C00844	f103r	f103r.28	4	okaiin	heiß, Grad III, im Ansatzrahmen	heiß, Grad III, im Ansatzrahmen	heiß, Grad III, im Ansatzrahmen	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	heiß, Grad III, im Ansatzrahmen	f103r.28:4	okaiin	0	0	0	0
G733-C00845	f103r	f103r.28	5	chedy	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	bis zur Mittelstufe getrocknet; abgeschlossen	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0091	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T001	MIDDLE	CLOSED	TROCKEN	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	bis zur Mittelstufe getrocknet; abgeschlossen	f103r.28:5	chedy	0	1	1	0
G733-C00846	f103r	f103r.28	6	qokeey	heiß am Ende des Grades	heiß am Ende des Grades	vollständig erhitzt	GDT732_GLOBAL_SPOKEN_OVERLAY	qokeey#GLOBAL	qokeey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzt	f103r.28:6	qokeey	0	1	1	0
G733-C00847	f103r	f103r.28	7	otain	kalt im Zubereitungsrahmen, Grad II	kalt im Zubereitungsrahmen, Grad II	kalt im Zubereitungsrahmen, Grad II	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	kalt im Zubereitungsrahmen, Grad II	f103r.28:7	otain	0	0	0	0
G733-C00848	f103r	f103r.28	8	ain	Menge-/Klassenwert II	Menge-/Klassenwert II	Menge-/Klassenwert II	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Menge-/Klassenwert II	f103r.28:8	ain	0	0	0	0
G733-C00849	f103r	f103r.28	9	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	f103r.28:9	ol	0	0	0	0
G733-C00850	f103r	f103r.28	10	cheey	trocken am Ende des Grades	trocken am Ende des Grades	vollständig getrocknet	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0092	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T009	END	OPEN	TROCKEN	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig getrocknet	f103r.28:10	cheey	0	1	1	0
G733-C00851	f103r	f103r.28	11	lkeedy	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, heiß am Gradende, abgeschlossen	Drogenholz, vollständig erhitzt, abgeschlossen	GDT732_GLOBAL_SPOKEN_OVERLAY	lkeedy#GLOBAL	lkeedy#GLOBAL	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	CLOSED	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Drogenholz, vollständig erhitzt, abgeschlossen	f103r.28:11	lkeedy	0	1	1	0
G733-C00852	f103r	f103r.29	1	qokeeechy	[qokeeechy:?]	[qokeeechy:?]	[qokeeechy:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qokeeechy:?]	f103r.29:1	qokeeechy	0	0	0	0
G733-C00853	f103r	f103r.29	2	shokeey	heiß-feuchter Ansatz am Gradende	heiß-feuchter Ansatz am Gradende	heiß-feuchter Ansatz, Endstufe	GDT732_GLOBAL_SPOKEN_OVERLAY	shokeey#GLOBAL	shokeey#GLOBAL	53	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:MIXED_NEUTRAL_STAGE	END	OPEN	HEISS>FEUCHT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	heiß-feuchter Ansatz, Endstufe	f103r.29:2	shokeey	0	1	1	0
G733-C00854	f103r	f103r.29	3	qochey	[qochey:?]	[qochey:?]	[qochey:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[qochey:?]	f103r.29:3	qochey	0	0	0	0
G733-C00855	f103r	f103r.29	4	qokeey	heiß am Ende des Grades	heiß am Ende des Grades	vollständig erhitzt	GDT732_GLOBAL_SPOKEN_OVERLAY	qokeey#GLOBAL	qokeey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	END	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	vollständig erhitzt	f103r.29:4	qokeey	0	1	1	0
G733-C00856	f103r	f103r.29	5	chal	Rohstoffklasse I, trocken am Gradanfang	Rohstoffklasse I, trocken am Gradanfang	Rohstoffklasse I; leicht getrocknet	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0093	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T030	BEGIN	OPEN	TROCKEN	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Rohstoffklasse I; leicht getrocknet	f103r.29:5	chal	0	1	1	0
G733-C00857	f103r	f103r.29	6	chedy	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	bis zur Mittelstufe getrocknet; abgeschlossen	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0094	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T001	MIDDLE	CLOSED	TROCKEN	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	bis zur Mittelstufe getrocknet; abgeschlossen	f103r.29:6	chedy	0	1	1	0
G733-C00858	f103r	f103r.3	1	yshdain	[yshdain:?]	[yshdain:?]	[yshdain:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[yshdain:?]	f103r.3:1	yshdain	0	0	0	0
G733-C00859	f103r	f103r.3	2	sheek	[sheek:?]	[sheek:?]	[sheek:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[sheek:?]	f103r.3:2	sheek	0	0	0	0
G733-C00860	f103r	f103r.3	3	cheoty	trocken angesetzte kalte Zubereitung am Gradanfang	trocken angesetzte kalte Zubereitung am Gradanfang	trocken angesetzte kalte Zubereitung, Anfangsstufe	GDT732_GLOBAL_SPOKEN_OVERLAY	cheoty#GLOBAL	cheoty#GLOBAL	56	W2_PROVISIONAL_WORKING	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:MIXED_NEUTRAL_STAGE	BEGIN	OPEN	TROCKEN>KALT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	trocken angesetzte kalte Zubereitung, Anfangsstufe	f103r.3:3	cheoty	0	1	1	0
G733-C00861	f103r	f103r.3	4	eeokal	[eeokal:?]	[eeokal:?]	[eeokal:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[eeokal:?]	f103r.3:4	eeokal	0	0	0	0
G733-C00862	f103r	f103r.3	5	chedy	trocken in der Mitte des Grades, abgeschlossen	trocken in der Mitte des Grades, abgeschlossen	bis zur Mittelstufe getrocknet; abgeschlossen	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0095	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T001	MIDDLE	CLOSED	TROCKEN	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	bis zur Mittelstufe getrocknet; abgeschlossen	f103r.3:5	chedy	0	1	1	0
G733-C00863	f103r	f103r.3	6	chckhy	Arzneikompositum: trocken, Gradanfang	Arzneikompositum: trocken, Gradanfang	leicht getrocknetes Arzneikompositum	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0096	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T014	BEGIN	OPEN	TROCKEN	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	leicht getrocknetes Arzneikompositum	f103r.3:6	chckhy	0	1	1	0
G733-C00864	f103r	f103r.3	7	or	Drogenportion	Drogenportion	Drogenportion	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Drogenportion	f103r.3:7	or	0	0	0	0
G733-C00865	f103r	f103r.3	8	orol	Drogenstoffportion	Drogenstoffportion	Drogenstoffportion	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	orol#GLOBAL	orol#GLOBAL	68	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Drogenstoffportion	f103r.3:8	orol	0	0	0	0
G733-C00866	f103r	f103r.3	9	okaiin	heiß, Grad III, im Ansatzrahmen	heiß, Grad III, im Ansatzrahmen	heiß, Grad III, im Ansatzrahmen	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	heiß, Grad III, im Ansatzrahmen	f103r.3:9	okaiin	0	0	0	0
G733-C00867	f103r	f103r.3	10	eeal	[eeal:?]	[eeal:?]	[eeal:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[eeal:?]	f103r.3:10	eeal	0	0	0	0
G733-C00868	f103r	f103r.3	11	ot	[ot:?]	[ot:?]	[ot:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[ot:?]	f103r.3:11	ot	0	0	0	0
G733-C00869	f103r	f103r.3	12	kar	heiße Drogenfraktion I	heiße Drogenfraktion I	heiße Drogenfraktion I	ADDITIONAL_UNCONDITIONAL_V99R4_GLOBAL	kar#GLOBAL	kar#GLOBAL	66	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	heiße Drogenfraktion I	f103r.3:12	kar	0	0	0	0
G733-C00870	f103r	f103r.3	13	otar	kalte Drogenfraktion I im Ansatz	kalte Drogenfraktion I im Ansatz	kalte Drogenfraktion I im Ansatz	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	kalte Drogenfraktion I im Ansatz	f103r.3:13	otar	0	0	0	0
G733-C00871	f103r	f103r.3	14	chal	Rohstoffklasse I, trocken am Gradanfang	Rohstoffklasse I, trocken am Gradanfang	Rohstoffklasse I; leicht getrocknet	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0097	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T030	BEGIN	OPEN	TROCKEN	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	Rohstoffklasse I; leicht getrocknet	f103r.3:14	chal	0	1	1	0
G733-C00872	f103r	f103r.30	1	pcholkchdy	[pcholkchdy:?]	[pcholkchdy:?]	[pcholkchdy:?]	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	[pcholkchdy:?]	f103r.30:1	pcholkchdy	0	0	0	0
G733-C00873	f103r	f103r.30	2	sheckhy	feuchtes Arzneikompositum am Gradanfang	feuchtes Arzneikompositum am Gradanfang	leicht angefeuchtetes Arzneikompositum	ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE_LEGACY	G732-X0098	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	G733-T035	BEGIN	OPEN	FEUCHT	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	leicht angefeuchtetes Arzneikompositum	f103r.30:2	sheckhy	0	1	1	0
G733-C00874	f103r	f103r.30	3	qokey	heiß in der Mitte des Grades	heiß in der Mitte des Grades	bis zur Mittelstufe erhitzt	GDT732_GLOBAL_SPOKEN_OVERLAY	qokey#GLOBAL	qokey#GLOBAL	71	W3_SOLID_WORKING_THEORY	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	GDT732:SINGLE_DIRECT	MIDDLE	OPEN	HEISS	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	bis zur Mittelstufe erhitzt	f103r.30:3	qokey	0	1	1	0
G733-C00875	f103r	f103r.30	4	okaiin	heiß, Grad III, im Ansatzrahmen	heiß, Grad III, im Ansatzrahmen	heiß, Grad III, im Ansatzrahmen	INHERITED_OTHER	GDT671_V48_CACHE_CELL	NONE	NA	NA	OCCURRENCE_LOCAL_OR_INHERITED	NONE	NONE	NONE	NONE	NONE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	heiß, Grad III, im Ansatzrahmen	f103r.30:4	okaiin	0	0	0	0
