unified_index	kind	page	local_unit	visible_id	source_position_id	surface_or_opaque_id	dictionary_or_namespace_id	literal_value_de	practical_expansion_de	provenance	blank
U139	PROSE_CARD	f81v	B1-S011	E139	SRC_E139	chckhy	PROC075	Durchlass · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: Durchlass dies	COMPOSITIONAL	NO
U140	PROSE_CARD	f81v	B1-S011	E140	SRC_E140	qoky	PROC008	ansetzen · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen dies	COMPOSITIONAL	NO
U141	PROSE_CARD	f81v	B1-S012	E141	SRC_E141	lsho	PROC084	Waschgang · Arbeitsgang	Bei gemeinsame zweireihige Figuren-/Beckenstation: Waschgang Arbeitsgang	COMPOSITIONAL	NO
U142	PROSE_CARD	f81v	B1-S012	E142	SRC_E142	qokey	PROC085	ansetzen · kurz · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen kurz dies	COMPOSITIONAL	NO
U143	PROSE_CARD	f81v	B1-S012	E143	SRC_E143	lshedy	PROC086	Waschgang · kurz · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: Waschgang kurz; schließen	COMPOSITIONAL	NO
U144	PROSE_CARD	f81v	B1-S013	E144	SRC_E144	lshedy	PROC086	Waschgang · kurz · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: Waschgang kurz; schließen	COMPOSITIONAL	NO
U145	PROSE_CARD	f81v	B1-S014	E145	SRC_E145	chedy	PROC042	umsetzen · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: umsetzen dies	COMPOSITIONAL	NO
U146	PROSE_CARD	f81v	B1-S014	E146	SRC_E146	qolky	PROC087	auffangen · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: auffangen dies	COMPOSITIONAL	NO
U147	PROSE_CARD	f81v	B1-S014	E147	SRC_E147	lchedal	PROC088	führen · umsetzen · Zielstelle	Bei gemeinsame zweireihige Figuren-/Beckenstation: führen umsetzen Zielstelle	COMPOSITIONAL	NO
U148	PROSE_CARD	f81v	B1-S014	E148	SRC_E148	qol	PROC013	fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen	COMPOSITIONAL	NO
U149	PROSE_CARD	f81v	B1-S014	E149	SRC_E149	otar	PROC089	danach · von dort	Bei gemeinsame zweireihige Figuren-/Beckenstation: danach von dort	COMPOSITIONAL	NO
U150	PROSE_CARD	f81v	B1-S015	E150	SRC_E150	ytey	PROC090	eintragen · kurz · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: eintragen kurz dies	COMPOSITIONAL	NO
U151	PROSE_CARD	f81v	B1-S015	E151	SRC_E151	okchedy	PROC091	ansetzen · umsetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen umsetzen; schließen	COMPOSITIONAL	NO
U152	PROSE_CARD	f81v	B1-S016	E152	SRC_E152	qokal	PROC048	ansetzen · Zielstelle	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen Zielstelle	COMPOSITIONAL	NO
U153	PROSE_CARD	f81v	B1-S016	E153	SRC_E153	okeey	PROC092	ansetzen · länger · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: ansetzen länger dies	COMPOSITIONAL	NO
U154	PROSE_CARD	f81v	B1-S016	E154	SRC_E154	qol	PROC013	fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: fortsetzen	COMPOSITIONAL	NO
U155	PROSE_CARD	f81v	B1-S016	E155	SRC_E155	cheedy	PROC078	absetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: absetzen; schließen	COMPOSITIONAL	NO
U156	PROSE_CARD	f81v	B1-S017	E156	SRC_E156	sal	PROC055	Zielstelle	Bei gemeinsame zweireihige Figuren-/Beckenstation: Zielstelle	COMPOSITIONAL	NO
U157	PROSE_CARD	f81v	B1-S017	E157	SRC_E157	teol	PROC093	kurz · fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: kurz fortsetzen	COMPOSITIONAL	NO
U158	PROSE_CARD	f81v	B1-S017	E158	SRC_E158	dchdy	PROC094	umsetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: umsetzen; schließen	COMPOSITIONAL	NO
U159	PROSE_CARD	f81v	B1-S018	E159	SRC_E159	ly	PROC095	führen · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: führen dies	COMPOSITIONAL	NO
U160	PROSE_CARD	f81v	B1-S018	E160	SRC_E160	dsheol	PROC096	halten · kurz · fortsetzen	Bei gemeinsame zweireihige Figuren-/Beckenstation: halten kurz fortsetzen	COMPOSITIONAL	NO
U161	PROSE_CARD	f81v	B1-S018	E161	SRC_E161	oiiin	PROC097	Arbeitsgang · Sollstufe	Bei gemeinsame zweireihige Figuren-/Beckenstation: Arbeitsgang Sollstufe	COMPOSITIONAL	NO
U162	PROSE_CARD	f81v	B1-S018	E162	SRC_E162	olkeedy	PROC098	auffangen · länger · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: auffangen länger; schließen	COMPOSITIONAL	NO
U163	PROSE_CARD	f81v	B1-S019	E163	SRC_E163	tedy	PROC078	absetzen · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: absetzen; schließen	COMPOSITIONAL	NO
U164	PROSE_CARD	f81v	B1-S020	E164	SRC_E164	cheky	PROC083	wärmen · kurz · dies	Bei gemeinsame zweireihige Figuren-/Beckenstation: wärmen kurz dies	COMPOSITIONAL	NO
U165	PROSE_CARD	f81v	B1-S020	E165	SRC_E165	shckhedy	PROC099	halten · Durchlass · kurz · Schluss	Bei gemeinsame zweireihige Figuren-/Beckenstation: halten Durchlass kurz; schließen	COMPOSITIONAL	NO
U166	PROSE_CARD	f81v	B1-S021	E166	SRC_E166	chal	PROC055	Zielstelle	Bei gemeinsame zweireihige Figuren-/Beckenstation: Zielstelle	COMPOSITIONAL	NO
U167	PROSE_CARD	f82r	B2-S001	E167	SRC_E167	dchedy	PROC076	umsetzen · Schluss	Bei oberes Beckenpaar mit Zylinder: umsetzen; schließen	COMPOSITIONAL	NO
U168	PROSE_CARD	f82r	B2-S002	E168	SRC_E168	qolchedy	PROC079	fortsetzen · umsetzen · Schluss	Bei oberes Beckenpaar mit Zylinder: fortsetzen umsetzen; schließen	COMPOSITIONAL	NO
U169	PROSE_CARD	f82r	B2-S003	E169	SRC_E169	qokain	PROC080	ansetzen · Portion	Bei oberes Beckenpaar mit Zylinder: ansetzen Portion	COMPOSITIONAL	NO
U170	PROSE_CARD	f82r	B2-S003	E170	SRC_E170	dy	PROC019	dies	Bei oberes Beckenpaar mit Zylinder: dies	COMPOSITIONAL	NO
U171	PROSE_CARD	f82r	B2-S003	E171	SRC_E171	qokeedy	PROC100	ansetzen · länger · Schluss	Bei oberes Beckenpaar mit Zylinder: ansetzen länger; schließen	COMPOSITIONAL	NO
U172	PROSE_CARD	f82r	B2-S004	E172	SRC_E172	qokal	PROC048	ansetzen · Zielstelle	Bei oberes Beckenpaar mit Zylinder: ansetzen Zielstelle	COMPOSITIONAL	NO
U173	PROSE_CARD	f82r	B2-S004	E173	SRC_E173	lcheckhy	PROC101	führen · Durchlass · dies	Bei oberes Beckenpaar mit Zylinder: führen Durchlass dies	COMPOSITIONAL	NO
U174	PROSE_CARD	f82r	B2-S004	E174	SRC_E174	lched	PROC102	führen · umsetzen	Bei oberes Beckenpaar mit Zylinder: führen umsetzen	COMPOSITIONAL	NO
U175	PROSE_CARD	f82r	B2-S004	E175	SRC_E175	qokeey	PROC092	ansetzen · länger · dies	Bei oberes Beckenpaar mit Zylinder: ansetzen länger dies	COMPOSITIONAL	NO
U176	PROSE_CARD	f82r	B2-S004	E176	SRC_E176	lcheckhedy	PROC103	führen · Durchlass · kurz · Schluss	Bei oberes Beckenpaar mit Zylinder: führen Durchlass kurz; schließen	COMPOSITIONAL	NO
U177	PROSE_CARD	f82r	B2-S005	E177	SRC_E177	qokaly	PROC104	ansetzen · Zielstelle · dies	Bei oberes Beckenpaar mit Zylinder: ansetzen Zielstelle dies	COMPOSITIONAL	NO
U178	PROSE_CARD	f82r	B2-S005	E178	SRC_E178	solkaiin	PROC105	auffangen · Maß	Bei oberes Beckenpaar mit Zylinder: auffangen Maß	COMPOSITIONAL	NO
U179	PROSE_CARD	f82r	B2-S005	E179	SRC_E179	chckhy	PROC075	Durchlass · dies	Bei oberes Beckenpaar mit Zylinder: Durchlass dies	COMPOSITIONAL	NO
U180	PROSE_CARD	f82r	B2-S005	E180	SRC_E180_E181	qokaiin	PROC038	ansetzen · Maß	Bei oberes Beckenpaar mit Zylinder: ansetzen Maß	COMPOSITIONAL	NO
U181	PROSE_CARD	f82r	B2-S005	E181	SRC_E180_E181	qokaiin	PROC038	ansetzen · Maß	Bei oberes Beckenpaar mit Zylinder: ansetzen Maß	COMPOSITIONAL	NO
U182	PROSE_CARD	f82r	B2-S005	E182	SRC_E182	octheol	PROC106	Arbeitsgang · bereit · kurz · fortsetzen	Bei oberes Beckenpaar mit Zylinder: Arbeitsgang bereit kurz fortsetzen	COMPOSITIONAL	NO
U183	PROSE_CARD	f82r	B2-S005	E183	SRC_E183	chkeey	PROC107	wärmen · länger · dies	Bei oberes Beckenpaar mit Zylinder: wärmen länger dies	COMPOSITIONAL	NO
U184	PROSE_CARD	f82r	B2-S005	E184	SRC_E184	ldy	PROC108	führen · Schluss	Bei oberes Beckenpaar mit Zylinder: führen; schließen	COMPOSITIONAL	NO
U185	PROSE_CARD	f82r	B2-S006	E185	SRC_E185	oteey	PROC109	danach · länger · dies	Bei oberes Beckenpaar mit Zylinder: danach länger dies	COMPOSITIONAL	NO
U186	PROSE_CARD	f82r	B2-S006	E186	SRC_E186	qokal	PROC048	ansetzen · Zielstelle	Bei oberes Beckenpaar mit Zylinder: ansetzen Zielstelle	COMPOSITIONAL	NO
U187	PROSE_CARD	f82r	B2-S006	E187	SRC_E187	sheckhy	PROC110	halten · kurz · Durchlass · dies	Bei oberes Beckenpaar mit Zylinder: halten kurz Durchlass dies	COMPOSITIONAL	NO
U188	PROSE_CARD	f82r	B2-S006	E188	SRC_E188	qoky	PROC008	ansetzen · dies	Bei oberes Beckenpaar mit Zylinder: ansetzen dies	COMPOSITIONAL	NO
U189	PROSE_CARD	f82r	B2-S007	E189	SRC_E189	dshedy	PROC111	halten · kurz · Schluss	Bei mittleres linkes Handgerät mit Inline-Knoten: halten kurz; schließen	COMPOSITIONAL	NO
U190	PROSE_CARD	f82r	B2-S008	E190	SRC_E190	sotaiin	PROC112	danach · Maß	Bei mittleres linkes Handgerät mit Inline-Knoten: danach Maß	COMPOSITIONAL	NO
U191	PROSE_CARD	f82r	B2-S008	E191	SRC_E191	qokar	PROC113	ansetzen · von dort	Bei mittleres linkes Handgerät mit Inline-Knoten: ansetzen von dort	COMPOSITIONAL	NO
U192	PROSE_CARD	f82r	B2-S008	E192	SRC_E192	shedy	PROC078	absetzen · Schluss	Bei mittleres linkes Handgerät mit Inline-Knoten: absetzen; schließen	COMPOSITIONAL	NO
U193	PROSE_CARD	f82r	B2-S009	E193	SRC_E193	solshedy	PROC114	fortsetzen · halten · kurz · Schluss	Bei mittleres linkes Handgerät mit Inline-Knoten: fortsetzen halten kurz; schließen	COMPOSITIONAL	NO
U194	PROSE_CARD	f82r	B2-S010	E194	SRC_E194	qokeey	PROC092	ansetzen · länger · dies	Bei mittleres linkes Handgerät mit Inline-Knoten: ansetzen länger dies	COMPOSITIONAL	NO
U195	PROSE_CARD	f82r	B2-S010	E195	SRC_E195	qoky	PROC008	ansetzen · dies	Bei mittleres linkes Handgerät mit Inline-Knoten: ansetzen dies	COMPOSITIONAL	NO
U196	PROSE_CARD	f82r	B2-S010	E196	SRC_E196	ls	PROC115	fortsetzen	Bei mittleres linkes Handgerät mit Inline-Knoten: fortsetzen	LEARNED_WHOLE_CARD	NO
U197	PROSE_CARD	f82r	B2-S010	E197	SRC_E197	cheey	PROC031	halten · länger · dies	Bei mittleres linkes Handgerät mit Inline-Knoten: halten länger dies	COMPOSITIONAL	NO
U198	PROSE_CARD	f82r	B2-S011	E198	SRC_E198	okain	PROC080	ansetzen · Portion	Bei mittlere rechte unklare Station: ansetzen Portion	COMPOSITIONAL	NO
U199	PROSE_CARD	f82r	B2-S011	E199	SRC_E199	char	PROC003	von dort	Bei mittlere rechte unklare Station: von dort	COMPOSITIONAL	NO
U200	PROSE_CARD	f82r	B2-S011	E200	SRC_E200	okain	PROC080	ansetzen · Portion	Bei mittlere rechte unklare Station: ansetzen Portion	COMPOSITIONAL	NO
U201	PROSE_CARD	f82r	B2-S011	E201	SRC_E201	qokeedy	PROC100	ansetzen · länger · Schluss	Bei mittlere rechte unklare Station: ansetzen länger; schließen	COMPOSITIONAL	NO
U202	PROSE_CARD	f82r	B2-S012	E202	SRC_E202	lchy	PROC116	führen · abziehen · dies	Bei mittlere rechte unklare Station: führen abziehen dies	COMPOSITIONAL	NO
U203	PROSE_CARD	f82r	B2-S012	E203	SRC_E203	cheey	PROC031	halten · länger · dies	Bei unteres grünes Mehrfigurenbecken: halten länger dies	COMPOSITIONAL	NO
U204	PROSE_CARD	f82r	B2-S012	E204	SRC_E204	qcthey	PROC117	bereit · kurz · dies	Bei unteres grünes Mehrfigurenbecken: bereit kurz dies	COMPOSITIONAL	NO
U205	PROSE_CARD	f82r	B2-S012	E205	SRC_E205	qokeey	PROC092	ansetzen · länger · dies	Bei unteres grünes Mehrfigurenbecken: ansetzen länger dies	COMPOSITIONAL	NO
U206	PROSE_CARD	f82r	B2-S012	E206	SRC_E206	lcheey	PROC118	führen · länger · dies	Bei unteres grünes Mehrfigurenbecken: führen länger dies	COMPOSITIONAL	NO
U207	PROSE_CARD	f82r	B2-S012	E207	SRC_E207	daiin	PROC009	Maß	Bei unteres grünes Mehrfigurenbecken: Maß	COMPOSITIONAL	NO
U208	PROSE_CARD	f82r	B2-S012	E208	SRC_E208	chey	PROC019	dies	Bei unteres grünes Mehrfigurenbecken: dies	COMPOSITIONAL	NO
U209	PROSE_CARD	f82r	B2-S012	E209	SRC_E209	qokeeedy	PROC119	ansetzen · vollständig · Schluss	Bei unteres grünes Mehrfigurenbecken: ansetzen vollständig; schließen	COMPOSITIONAL	NO
U210	PROSE_CARD	f82r	B2-S013	E210	SRC_E210	lchedy	PROC120	führen · umsetzen · Schluss	Bei unteres grünes Mehrfigurenbecken: führen umsetzen; schließen	COMPOSITIONAL	NO
U211	PROSE_CARD	f82r	B2-S014	E211	SRC_E211	lar	PROC121	führen · von dort	Bei unteres grünes Mehrfigurenbecken: führen von dort	COMPOSITIONAL	NO
U212	PROSE_CARD	f82r	B2-S015	E212	SRC_E212	tshey	PROC122	halten · kurz · dies	Bei kleine Randstationen des unteren Beckens: halten kurz dies	COMPOSITIONAL	NO
U213	PROSE_CARD	f82r	B2-S015	E213	SRC_E213	qokeedy	PROC100	ansetzen · länger · Schluss	Bei kleine Randstationen des unteren Beckens: ansetzen länger; schließen	COMPOSITIONAL	NO
U214	PROSE_CARD	f82r	B2-S016	E214	SRC_E214	cheal	PROC055	Zielstelle	Bei kleine Randstationen des unteren Beckens: Zielstelle	COMPOSITIONAL	NO
U215	PROSE_CARD	f82r	B2-S016	E215	SRC_E215	lchedar	PROC123	führen · umsetzen · von dort	Bei kleine Randstationen des unteren Beckens: führen umsetzen von dort	COMPOSITIONAL	NO
U216	PROSE_CARD	f82r	B2-S016	E216	SRC_E216	ches	PROC124	abziehen · kurz · teilen	Bei kleine Randstationen des unteren Beckens: abziehen kurz teilen	PARTIAL_WITH_LEARNED_ATOM	NO
U217	PROSE_CARD	f82r	B2-S016	E217	SRC_E217	aiin	PROC009	Maß	Bei kleine Randstationen des unteren Beckens: Maß	COMPOSITIONAL	NO
U218	PROSE_CARD	f82r	B2-S016	E218	SRC_E218	oteey	PROC109	danach · länger · dies	Bei kleine Randstationen des unteren Beckens: danach länger dies	COMPOSITIONAL	NO
U219	PROSE_CARD	f82r	B2-S016	E219	SRC_E219	qokaiin	PROC038	ansetzen · Maß	Bei kleine Randstationen des unteren Beckens: ansetzen Maß	COMPOSITIONAL	NO
U220	PROSE_CARD	f82r	B2-S016	E220	SRC_E220	okey	PROC085	ansetzen · kurz · dies	Bei kleine Randstationen des unteren Beckens: ansetzen kurz dies	COMPOSITIONAL	NO
U221	PROSE_CARD	f82r	B2-S016	E221	SRC_E221	pchedy	PROC125	hinein · umsetzen · Schluss	Bei kleine Randstationen des unteren Beckens: hinein umsetzen; schließen	COMPOSITIONAL	NO
U222	PROSE_CARD	f82r	B2-S017	E222	SRC_E222	rsheal	PROC126	abkühlen · halten · kurz · Zielstelle	Bei kleine Randstationen des unteren Beckens: abkühlen halten kurz Zielstelle	COMPOSITIONAL	NO
U223	PROSE_CARD	f82r	B2-S017	E223	SRC_E223	daldy	PROC127	Zielstelle · Schluss	Bei kleine Randstationen des unteren Beckens: Zielstelle; schließen	COMPOSITIONAL	NO
U224	PROSE_CARD	f82r	B2-S018	E224	SRC_E224	qokeedy	PROC100	ansetzen · länger · Schluss	Bei kleine Randstationen des unteren Beckens: ansetzen länger; schließen	COMPOSITIONAL	NO
U225	PROSE_CARD	f82r	B2-S019	E225	SRC_E225	rshedy	PROC128	abkühlen · absetzen · Schluss	Bei kleine Randstationen des unteren Beckens: abkühlen absetzen; schließen	COMPOSITIONAL	NO
U226	PROSE_CARD	f82r	B2-S020	E226	SRC_E226	qoteedy	PROC129	danach · länger · Schluss	Bei kleine Randstationen des unteren Beckens: danach länger; schließen	COMPOSITIONAL	NO
U227	PROSE_CARD	f82r	B2-S021	E227	SRC_E227	qokeedy	PROC100	ansetzen · länger · Schluss	Bei kleine Randstationen des unteren Beckens: ansetzen länger; schließen	COMPOSITIONAL	NO
U228	PROSE_CARD	f82r	B2-S022	E228	SRC_E228	lochedy	PROC130	führen · Arbeitsgang · umsetzen · Schluss	Bei kleine Randstationen des unteren Beckens: führen Arbeitsgang umsetzen; schließen	COMPOSITIONAL	NO
U229	PROSE_CARD	f83r	B3-S001	E229	SRC_E229	olkeedy	PROC098	auffangen · länger · Schluss	Bei obere offene Fächerstation am Rand: auffangen länger; schließen	COMPOSITIONAL	NO
U230	PROSE_CARD	f83r	B3-S002	E230	SRC_E230	qotal	PROC131	danach · Zielstelle	Bei obere offene Fächerstation am Rand: danach Zielstelle	COMPOSITIONAL	NO
U231	PROSE_CARD	f83r	B3-S002	E231	SRC_E231	chkeedy	PROC132	wärmen · länger · Schluss	Bei obere offene Fächerstation am Rand: wärmen länger; schließen	COMPOSITIONAL	NO
U232	PROSE_CARD	f83r	B3-S003	E232	SRC_E232	chey	PROC019	dies	Bei obere offene Fächerstation am Rand: dies	COMPOSITIONAL	NO
U233	PROSE_CARD	f83r	B3-S003	E233	SRC_E233	daiin	PROC009	Maß	Bei obere offene Fächerstation am Rand: Maß	COMPOSITIONAL	NO
U234	PROSE_CARD	f83r	B3-S003	E234	SRC_E234	chey	PROC019	dies	Bei obere offene Fächerstation am Rand: dies	COMPOSITIONAL	NO
U235	PROSE_CARD	f83r	B3-S003	E235	SRC_E235	lchedy	PROC120	führen · umsetzen · Schluss	Bei obere offene Fächerstation am Rand: führen umsetzen; schließen	COMPOSITIONAL	NO
U236	PROSE_CARD	f83r	B3-S004	E236	SRC_E236	qokaiin	PROC038	ansetzen · Maß	Bei obere offene Fächerstation am Rand: ansetzen Maß	COMPOSITIONAL	NO
U237	PROSE_CARD	f83r	B3-S004	E237	SRC_E237	qotal	PROC131	danach · Zielstelle	Bei obere offene Fächerstation am Rand: danach Zielstelle	COMPOSITIONAL	NO
U238	PROSE_CARD	f83r	B3-S004	E238	SRC_E238	dar	PROC003	von dort	Bei obere offene Fächerstation am Rand: von dort	COMPOSITIONAL	NO
U239	PROSE_CARD	f83r	B3-S005	E239	SRC_E239	schedy	PROC076	umsetzen · Schluss	Bei mittlere Randfigur im runden Gefäß: umsetzen; schließen	COMPOSITIONAL	NO
U240	PROSE_CARD	f83r	B3-S006	E240	SRC_E240	chedchy	PROC133	umsetzen · dies	Bei mittlere Randfigur im runden Gefäß: umsetzen dies	COMPOSITIONAL	NO
U241	PROSE_CARD	f83r	B3-S006	E241	SRC_E241	qokal	PROC048	ansetzen · Zielstelle	Bei mittlere Randfigur im runden Gefäß: ansetzen Zielstelle	COMPOSITIONAL	NO
U242	PROSE_CARD	f83r	B3-S006	E242	SRC_E242	olchedy	PROC079	fortsetzen · umsetzen · Schluss	Bei mittlere Randfigur im runden Gefäß: fortsetzen umsetzen; schließen	COMPOSITIONAL	NO
U243	PROSE_CARD	f83r	B3-S007	E243	SRC_E243	qokaiin	PROC038	ansetzen · Maß	Bei mittlere Randfigur im runden Gefäß: ansetzen Maß	COMPOSITIONAL	NO
U244	PROSE_CARD	f83r	B3-S007	E244	SRC_E244	chedy	PROC042	umsetzen · dies	Bei mittlere Randfigur im runden Gefäß: umsetzen dies	COMPOSITIONAL	NO
U245	PROSE_CARD	f83r	B3-S007	E245	SRC_E245	qokeedy	PROC100	ansetzen · länger · Schluss	Bei mittlere Randfigur im runden Gefäß: ansetzen länger; schließen	COMPOSITIONAL	NO
U246	PROSE_CARD	f83r	B3-S008	E246	SRC_E246	lchedy	PROC120	führen · umsetzen · Schluss	Bei mittlere Randfigur im runden Gefäß: führen umsetzen; schließen	COMPOSITIONAL	NO
U247	PROSE_CARD	f83r	B3-S009	E247	SRC_E247	qoky	PROC008	ansetzen · dies	Bei mittlere Randfigur im runden Gefäß: ansetzen dies	COMPOSITIONAL	NO
U248	PROSE_CARD	f83r	B3-S010	E248	SRC_E248	pchedal	PROC134	hinein · umsetzen · Zielstelle	Bei untere Randfigur im korbartigen Gefäß: hinein umsetzen Zielstelle	COMPOSITIONAL	NO
U249	PROSE_CARD	f83r	B3-S010	E249	SRC_E249	otedy	PROC135	danach · kurz · Schluss	Bei untere Randfigur im korbartigen Gefäß: danach kurz; schließen	COMPOSITIONAL	NO
U250	PROSE_CARD	f83r	B3-S011	E250	SRC_E250	shecthedchy	PROC136	halten · kurz · bereit · umsetzen · dies	Bei untere Randfigur im korbartigen Gefäß: halten kurz bereit umsetzen dies	COMPOSITIONAL	NO
U251	PROSE_CARD	f83r	B3-S011	E251	SRC_E251	qoky	PROC008	ansetzen · dies	Bei untere Randfigur im korbartigen Gefäß: ansetzen dies	COMPOSITIONAL	NO
U252	PROSE_CARD	f83r	B3-S011	E252	SRC_E252	chedy	PROC042	umsetzen · dies	Bei untere Randfigur im korbartigen Gefäß: umsetzen dies	COMPOSITIONAL	NO
U253	PROSE_CARD	f83r	B3-S011	E253	SRC_E253	chary	PROC137	von dort · dies	Bei untere Randfigur im korbartigen Gefäß: von dort dies	COMPOSITIONAL	NO
U254	PROSE_CARD	f83r	B3-S012	E254	SRC_E254	sor	PROC016	Ansatz	Bei untere Randfigur im korbartigen Gefäß: Ansatz	COMPOSITIONAL	NO
U255	PROSE_CARD	f83r	B3-S012	E255	SRC_E255	shedy	PROC078	absetzen · Schluss	Bei untere Randfigur im korbartigen Gefäß: absetzen; schließen	COMPOSITIONAL	NO
U256	PROSE_CARD	f83r	B3-S013	E256	SRC_E256	qokaiin	PROC038	ansetzen · Maß	Bei untere Randfigur im korbartigen Gefäß: ansetzen Maß	COMPOSITIONAL	NO
U257	PROSE_CARD	f83r	B3-S013	E257	SRC_E257	chkain	PROC069	zuführen · Portion	Bei untere Randfigur im korbartigen Gefäß: zuführen Portion	COMPOSITIONAL	NO
U258	PROSE_CARD	f83r	B3-S013	E258	SRC_E258	shcthey	PROC117	bereit · kurz · dies	Bei untere Randfigur im korbartigen Gefäß: bereit kurz dies	COMPOSITIONAL	NO
U259	PROSE_CARD	f83r	B3-S013	E259	SRC_E259	qokedy	PROC067	ansetzen · kurz · Schluss	Bei untere Randfigur im korbartigen Gefäß: ansetzen kurz; schließen	COMPOSITIONAL	NO
U260	PROSE_CARD	f83r	B3-S014	E260	SRC_E260	okair	PROC138	ansetzen · Lauf	Bei untere Randfigur im korbartigen Gefäß: ansetzen Lauf	COMPOSITIONAL	NO
U261	PROSE_CARD	f83r	B3-S014	E261	SRC_E261	sheedy	PROC139	halten · länger · Schluss	Bei untere Randfigur im korbartigen Gefäß: halten länger; schließen	COMPOSITIONAL	NO
U262	PROSE_CARD	f83r	B3-S015	E262	SRC_E262	lchedy	PROC120	führen · umsetzen · Schluss	Bei untere Randfigur im korbartigen Gefäß: führen umsetzen; schließen	COMPOSITIONAL	NO
U263	PROSE_CARD	f83r	B3-S016	E263	SRC_E263	lo	PROC140	führen · Arbeitsgang	Bei untere Randfigur im korbartigen Gefäß: führen Arbeitsgang	COMPOSITIONAL	NO
U264	PROSE_CARD	f83r	B3-S016	E264	SRC_E264	qokchedy	PROC091	ansetzen · umsetzen · Schluss	Bei unverbundener Zwischenbereich: ansetzen umsetzen; schließen	COMPOSITIONAL	NO
U265	PROSE_CARD	f83r	B3-S017	E265	SRC_E265	qokeedy	PROC100	ansetzen · länger · Schluss	Bei unverbundener Zwischenbereich: ansetzen länger; schließen	COMPOSITIONAL	NO
U266	PROSE_CARD	f83r	B3-S018	E266	SRC_E266	shedy	PROC078	absetzen · Schluss	Bei unverbundener Zwischenbereich: absetzen; schließen	COMPOSITIONAL	NO
U267	PROSE_CARD	f83r	B3-S019	E267	SRC_E267	qokshedy	PROC141	ansetzen · halten · kurz · Schluss	Bei unverbundener Zwischenbereich: ansetzen halten kurz; schließen	COMPOSITIONAL	NO
U268	PROSE_CARD	f83r	B3-S020	E268	SRC_E268	dal	PROC055	Zielstelle	Bei unverbundener Zwischenbereich: Zielstelle	COMPOSITIONAL	NO
U269	PROSE_CARD	f83r	B3-S020	E269	SRC_E269	lchedy	PROC120	führen · umsetzen · Schluss	Bei unverbundener Zwischenbereich: führen umsetzen; schließen	COMPOSITIONAL	NO
U270	PROSE_CARD	f83r	B3-S021	E270	SRC_E270	qokaiin	PROC038	ansetzen · Maß	Bei unverbundener Zwischenbereich: ansetzen Maß	COMPOSITIONAL	NO
U271	PROSE_CARD	f83r	B3-S021	E271	SRC_E271	shcthy	PROC014	bereit · dies	Bei unverbundener Zwischenbereich: bereit dies	COMPOSITIONAL	NO
U272	PROSE_CARD	f83r	B3-S021	E272	SRC_E272	dal	PROC055	Zielstelle	Bei unverbundener Zwischenbereich: Zielstelle	COMPOSITIONAL	NO
U273	PROSE_CARD	f83r	B3-S021	E273	SRC_E273	sy	PROC019	dies	Bei unverbundener Zwischenbereich: dies	COMPOSITIONAL	NO
U274	PROSE_CARD	f83r	B3-S021	E274	SRC_E274	saiin	PROC009	Maß	Bei unverbundener Zwischenbereich: Maß	COMPOSITIONAL	NO
U275	PROSE_CARD	f83r	B3-S021	E275	SRC_E275	shedal	PROC142	absetzen · Zielstelle	Bei unverbundener Zwischenbereich: absetzen Zielstelle	COMPOSITIONAL	NO
U276	PROSE_CARD	f83r	B3-S021	E276	SRC_E276	shecthy	PROC143	halten · kurz · bereit · dies	Bei unverbundener Zwischenbereich: halten kurz bereit dies	COMPOSITIONAL	NO
U277	PROSE_CARD	f83r	B3-S021	E277	SRC_E277	chey	PROC019	dies	Bei unverbundener Zwischenbereich: dies	COMPOSITIONAL	NO
U278	PROSE_CARD	f83r	B3-S021	E278	SRC_E278	tal	PROC055	Zielstelle	Bei unverbundener Zwischenbereich: Zielstelle	COMPOSITIONAL	NO
U279	PROSE_CARD	f83r	B3-S021	E279	SRC_E279	shcthy	PROC014	bereit · dies	Bei unverbundener Zwischenbereich: bereit dies	COMPOSITIONAL	NO
