statement_id	page	record	silent_owners_de	event_ids	surface_sequence	component_sequence	complete_practical_reading_de	terminal	crosses_owner_boundary	purpose
B3-S023	f83r	B3	unverbundener Zwischenbereich	E282	lchedy	L+CHD+DY	Bei unverbundener Zwischenbereich; dann führen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S024	f83r	B3	unverbundener Zwischenbereich	E283	tchedy	CHD+DY	Bei unverbundener Zwischenbereich; dann umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S025	f83r	B3	unverbundener Zwischenbereich	E284	qokchdy	OK+CHD+DY	Bei unverbundener Zwischenbereich; dann ansetzen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S026	f83r	B3	unverbundener Zwischenbereich|sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E285|E286|E287|E288|E289|E290|E291	cheedar chldaiin chedy qokain checthy chealror solkeedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	Bei unverbundener Zwischenbereich; dann länger von dort; dann führen Maß; dann umsetzen dies; dann ansetzen Portion; dann bereit dies; dann Zielstelle abkühlen Ansatz; dann [ohne Bildkante zu sichtbares Figurenpaar mit gemeinsamem Bogen in B3]; dann auffangen länger; schließen.	YES	YES	WET_WORKSHOP_OPERATION
B3-S027	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E292	qoteedy	OT+EE+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3; dann danach länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S028	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E293|E294	qokeey qokedy	OK+EE+Y | OK+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3; dann ansetzen länger dies; dann ansetzen kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S029	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E295|E296|E297	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3; dann fortsetzen; dann vollständig eintragen dies; dann ansetzen kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S030	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E298|E299|E300|E301	qoky saiin schedair otchedy	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3; dann ansetzen dies; dann Maß; dann umsetzen Lauf; dann danach umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S031	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E302	qokeedy	OK+EE+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S032	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E303|E304|E305|E306|E307	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3; dann umsetzen Portion; dann umsetzen dies; dann danach kurz Maß; dann danach Maß; dann danach kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S033	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E308	ldy	L+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3; dann führen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B3-S034	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	E309|E310|E311|E312|E313|E314	soiiin checthy chety otaiin olsaly shedy	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3; dann Arbeitsgang Sollstufe; dann bereit dies; dann eintragen dies; dann danach Maß; dann fortsetzen Zielstelle dies; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S001	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E315	qokeedy	OK+EE+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S002	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E316|E317|E318	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann fortsetzen dies; dann ansetzen länger dies; dann ansetzen kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S003	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E319|E320|E321|E322|E323|E324|E325	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann umsetzen dies; dann danach Zielstelle; dann danach dies; dann ansetzen länger dies; dann ansetzen dies; dann fortsetzen; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S004	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E326	qokylddy	OK+Y+LD+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann ansetzen dies befestigen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S005	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E327|E328|E329	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann Portion; dann umsetzen dies; dann ansetzen länger; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S006	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E330	shckhedy	SH+CKH+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann halten Durchlass kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S007	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E331	shckhedy	SH+CKH+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann halten Durchlass kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S008	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E332|E333|E334|E335	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann Maß; dann wärmen länger dies; dann halten länger dies; dann ansetzen kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S009	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E336	shedy	SHED+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S010	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E337	oldy	OL+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4; dann fortsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S011	f83r	B4	linke Hauptstation mit offenem Fransenlauf	E338|E339|E340|E341|E342|E343|E344	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	Bei linke Hauptstation mit offenem Fransenlauf; dann Maß; dann wärmen kurz dies; dann ansetzen länger fortsetzen; dann ansetzen Portion; dann umsetzen dies; dann fortsetzen; dann führen zuführen kurz; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S012	f83r	B4	linke Hauptstation mit offenem Fransenlauf	E345	lchedy	L+CHD+DY	Bei linke Hauptstation mit offenem Fransenlauf; dann führen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S013	f83r	B4	linke Hauptstation mit offenem Fransenlauf	E346|E347	qokol shedy	OK+OL | SHED+DY	Bei linke Hauptstation mit offenem Fransenlauf; dann ansetzen fortsetzen; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S014	f83r	B4	linke Hauptstation mit offenem Fransenlauf	E348|E349|E350|E351	or chey qockhey dairydy	OR | Y | O+CKH+E+Y | AIR+Y+DY	Bei linke Hauptstation mit offenem Fransenlauf; dann Ansatz; dann dies; dann Arbeitsgang Durchlass kurz dies; dann Lauf dies; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B4-S015	f83r	B4	linke Hauptstation mit offenem Fransenlauf|rechte Hauptstation mit S-Lauf und Mehrarmknoten	E352|E353|E354|E355|E356|E357	qokain shey kain chckhal solkey lchedy	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	Bei linke Hauptstation mit offenem Fransenlauf; dann ansetzen Portion; dann halten länger dies; dann zuführen Portion; dann abziehen Durchlass Zielstelle; dann [ohne Bildkante zu rechte Hauptstation mit S-Lauf und Mehrarmknoten]; dann auffangen kurz dies; dann führen umsetzen; schließen.	YES	YES	WET_WORKSHOP_OPERATION
B4-S016	f83r	B4	rechte Hauptstation mit S-Lauf und Mehrarmknoten	E358|E359|E360|E361	qolkain dal skar shedy	OL+K+AIN | AL | K+AR | SHED+DY	Bei rechte Hauptstation mit S-Lauf und Mehrarmknoten; dann fortsetzen zuführen Portion; dann Zielstelle; dann zuführen von dort; dann absetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B5-S001	f83r	B5	linke Fransenstation im B5-Nachtrag	E362	otchdy	OT+CHD+DY	Bei linke Fransenstation im B5-Nachtrag; dann danach umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B5-S002	f83r	B5	linke Fransenstation im B5-Nachtrag	E363	qokchdy	OK+CHD+DY	Bei linke Fransenstation im B5-Nachtrag; dann ansetzen umsetzen; schließen.	YES	NO	WET_WORKSHOP_OPERATION
B5-S003	f83r	B5	linke Fransenstation im B5-Nachtrag	E364|E365|E366|E367|E368|E369|E370|E371|E372	shedal dal cheol lol chdal aiin sol daiiin chedy	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	Bei linke Fransenstation im B5-Nachtrag; dann absetzen Zielstelle; dann Zielstelle; dann fortsetzen; dann führen fortsetzen; dann umsetzen Zielstelle; dann Maß; dann fortsetzen; dann zweite Sollstufe; dann umsetzen dies.	NO	NO	WET_WORKSHOP_OPERATION
B6-S001	f83r	B6	rechter S-Lauf im B6-Nachtrag	E373|E374|E375|E376|E377|E378|E379|E380|E381	solkeey qekey raly ol daiin ol dain chey ldalor	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL | AIIN | OL | AIN | Y | L+AL+OR	Bei rechter S-Lauf im B6-Nachtrag; dann auffangen länger dies; dann kurz zuführen kurz dies; dann abkühlen Zielstelle dies; dann fortsetzen; dann Maß; dann fortsetzen; dann Portion; dann dies; dann führen Zielstelle Ansatz.	NO	NO	WET_WORKSHOP_OPERATION
