event_id	source_position_id	page	record	statement_id	locus	silent_owner_de	surface	card_no	component_parse	literal_card_reading_de	practical_clause_de	composition_status	purpose_section	copy_status
E102	SRC_E102	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	okaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E103	SRC_E103	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	kair	PROC068	K+AIR	zuführen · Lauf	zuführen Lauf	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E104	SRC_E104	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	okal	PROC048	OK+AL	ansetzen · Zielstelle	ansetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E105	SRC_E105	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	sar	PROC003	AR	von dort	von dort	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E106	SRC_E106	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E107	SRC_E107	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	kain	PROC069	K+AIN	zuführen · Portion	zuführen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E108	SRC_E108	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	olkain	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	fortsetzen zuführen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E109	SRC_E109	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	al	PROC055	AL	Zielstelle	Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E110	SRC_E110	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E111	SRC_E111	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	rol	PROC071	R+OL	abkühlen · fortsetzen	abkühlen fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E112	SRC_E112	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	dl	PROC072	L	führen	führen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E113	SRC_E113	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	olor	PROC022	OL+OR	fortsetzen · Ansatz	fortsetzen Ansatz	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E114	SRC_E114	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E115	SRC_E115	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	sheckhal	PROC073	SH+E+CKH+AL	halten · kurz · Durchlass · Zielstelle	halten kurz Durchlass Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E116	SRC_E116	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	daiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E117	SRC_E117	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	qokeedal	PROC074	OK+EE+AL	ansetzen · länger · Zielstelle	ansetzen länger Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E118	SRC_E118	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	daiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E119	SRC_E119	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	chckhy	PROC075	CKH+Y	Durchlass · dies	Durchlass dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E120	SRC_E120	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	schedy	PROC076	CHD+DY	umsetzen · Schluss	umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E121	SRC_E121	f81v	B1	B1-S003	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	qol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E122	SRC_E122	f81v	B1	B1-S003	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	sshkchdy	PROC077	SH+K+CHD+DY	halten · zuführen · umsetzen · Schluss	halten zuführen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E123	SRC_E123	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E124	SRC_E124	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E125	SRC_E125	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E126	SRC_E126	f81v	B1	B1-S005	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	qolchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	fortsetzen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E127	SRC_E127	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	qokain	PROC080	OK+AIN	ansetzen · Portion	ansetzen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E128	SRC_E128	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	shckhy	PROC075	CKH+Y	Durchlass · dies	Durchlass dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E129	SRC_E129	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	dl	PROC072	L	führen	führen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E130	SRC_E130	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	ral	PROC081	R+AL	abkühlen · Zielstelle	abkühlen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E131	SRC_E131	f81v	B1	B1-S007	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E132	SRC_E132	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	chey	PROC019	Y	dies	dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E133	SRC_E133	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E134	SRC_E134	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	cheky	PROC083	CHK+E+Y	wärmen · kurz · dies	wärmen kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E135	SRC_E135	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E136	SRC_E136	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E137	SRC_E137	f81v	B1	B1-S009	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E138	SRC_E138	f81v	B1	B1-S010	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E139	SRC_E139	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	chckhy	PROC075	CKH+Y	Durchlass · dies	Durchlass dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E140	SRC_E140	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E141	SRC_E141	f81v	B1	B1-S012	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	lsho	PROC084	LSH+O	Waschgang · Arbeitsgang	Waschgang Arbeitsgang	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E142	SRC_E142	f81v	B1	B1-S012	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	qokey	PROC085	OK+E+Y	ansetzen · kurz · dies	ansetzen kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E143	SRC_E143	f81v	B1	B1-S012	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	lshedy	PROC086	LSH+E+DY	Waschgang · kurz · Schluss	Waschgang kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E144	SRC_E144	f81v	B1	B1-S013	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	lshedy	PROC086	LSH+E+DY	Waschgang · kurz · Schluss	Waschgang kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E145	SRC_E145	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E146	SRC_E146	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	qolky	PROC087	SOLK+Y	auffangen · dies	auffangen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E147	SRC_E147	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	lchedal	PROC088	L+CHD+AL	führen · umsetzen · Zielstelle	führen umsetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E148	SRC_E148	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	qol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E149	SRC_E149	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	otar	PROC089	OT+AR	danach · von dort	danach von dort	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E150	SRC_E150	f81v	B1	B1-S015	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	ytey	PROC090	T+E+Y	eintragen · kurz · dies	eintragen kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E151	SRC_E151	f81v	B1	B1-S015	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	okchedy	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E152	SRC_E152	f81v	B1	B1-S016	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	qokal	PROC048	OK+AL	ansetzen · Zielstelle	ansetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E153	SRC_E153	f81v	B1	B1-S016	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	okeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E154	SRC_E154	f81v	B1	B1-S016	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	qol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E155	SRC_E155	f81v	B1	B1-S016	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	cheedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E156	SRC_E156	f81v	B1	B1-S017	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	sal	PROC055	AL	Zielstelle	Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E157	SRC_E157	f81v	B1	B1-S017	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	teol	PROC093	E+OL	kurz · fortsetzen	kurz fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E158	SRC_E158	f81v	B1	B1-S017	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	dchdy	PROC094	CHD+DY	umsetzen · Schluss	umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E159	SRC_E159	f81v	B1	B1-S018	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	ly	PROC095	L+Y	führen · dies	führen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E160	SRC_E160	f81v	B1	B1-S018	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	dsheol	PROC096	SH+E+OL	halten · kurz · fortsetzen	halten kurz fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E161	SRC_E161	f81v	B1	B1-S018	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	oiiin	PROC097	O+IIN	Arbeitsgang · Sollstufe	Arbeitsgang Sollstufe	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E162	SRC_E162	f81v	B1	B1-S018	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	olkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	auffangen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E163	SRC_E163	f81v	B1	B1-S019	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	tedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E164	SRC_E164	f81v	B1	B1-S020	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	cheky	PROC083	CHK+E+Y	wärmen · kurz · dies	wärmen kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E165	SRC_E165	f81v	B1	B1-S020	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	halten Durchlass kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E166	SRC_E166	f81v	B1	B1-S021	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	chal	PROC055	AL	Zielstelle	Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E167	SRC_E167	f82r	B2	B2-S001	f82r.2	oberes Beckenpaar mit Zylinder	dchedy	PROC076	CHD+DY	umsetzen · Schluss	umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E168	SRC_E168	f82r	B2	B2-S002	f82r.2	oberes Beckenpaar mit Zylinder	qolchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	fortsetzen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E169	SRC_E169	f82r	B2	B2-S003	f82r.2	oberes Beckenpaar mit Zylinder	qokain	PROC080	OK+AIN	ansetzen · Portion	ansetzen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E170	SRC_E170	f82r	B2	B2-S003	f82r.2	oberes Beckenpaar mit Zylinder	dy	PROC019	Y	dies	dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E171	SRC_E171	f82r	B2	B2-S003	f82r.2	oberes Beckenpaar mit Zylinder	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E172	SRC_E172	f82r	B2	B2-S004	f82r.2	oberes Beckenpaar mit Zylinder	qokal	PROC048	OK+AL	ansetzen · Zielstelle	ansetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E173	SRC_E173	f82r	B2	B2-S004	f82r.2	oberes Beckenpaar mit Zylinder	lcheckhy	PROC101	L+CKH+Y	führen · Durchlass · dies	führen Durchlass dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E174	SRC_E174	f82r	B2	B2-S004	f82r.2	oberes Beckenpaar mit Zylinder	lched	PROC102	L+CHD	führen · umsetzen	führen umsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E175	SRC_E175	f82r	B2	B2-S004	f82r.3	oberes Beckenpaar mit Zylinder	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E176	SRC_E176	f82r	B2	B2-S004	f82r.3	oberes Beckenpaar mit Zylinder	lcheckhedy	PROC103	L+CKH+E+DY	führen · Durchlass · kurz · Schluss	führen Durchlass kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E177	SRC_E177	f82r	B2	B2-S005	f82r.3	oberes Beckenpaar mit Zylinder	qokaly	PROC104	OK+AL+Y	ansetzen · Zielstelle · dies	ansetzen Zielstelle dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E178	SRC_E178	f82r	B2	B2-S005	f82r.3	oberes Beckenpaar mit Zylinder	solkaiin	PROC105	SOLK+AIIN	auffangen · Maß	auffangen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E179	SRC_E179	f82r	B2	B2-S005	f82r.3	oberes Beckenpaar mit Zylinder	chckhy	PROC075	CKH+Y	Durchlass · dies	Durchlass dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E180	SRC_E180_E181	f82r	B2	B2-S005	f82r.3	oberes Beckenpaar mit Zylinder	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ANTICIPATORY_EDGE_COPY_FIRST
E181	SRC_E180_E181	f82r	B2	B2-S005	f82r.4	oberes Beckenpaar mit Zylinder	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	EXECUTABLE_REPEAT_SECOND
E182	SRC_E182	f82r	B2	B2-S005	f82r.4	oberes Beckenpaar mit Zylinder	octheol	PROC106	O+CTH+E+OL	Arbeitsgang · bereit · kurz · fortsetzen	Arbeitsgang bereit kurz fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E183	SRC_E183	f82r	B2	B2-S005	f82r.4	oberes Beckenpaar mit Zylinder	chkeey	PROC107	CHK+EE+Y	wärmen · länger · dies	wärmen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E184	SRC_E184	f82r	B2	B2-S005	f82r.4	oberes Beckenpaar mit Zylinder	ldy	PROC108	L+DY	führen · Schluss	führen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E185	SRC_E185	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	oteey	PROC109	OT+EE+Y	danach · länger · dies	danach länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E186	SRC_E186	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	qokal	PROC048	OK+AL	ansetzen · Zielstelle	ansetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E187	SRC_E187	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	sheckhy	PROC110	SH+E+CKH+Y	halten · kurz · Durchlass · dies	halten kurz Durchlass dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E188	SRC_E188	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E189	SRC_E189	f82r	B2	B2-S007	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	dshedy	PROC111	SH+E+DY	halten · kurz · Schluss	halten kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E190	SRC_E190	f82r	B2	B2-S008	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	sotaiin	PROC112	OT+AIIN	danach · Maß	danach Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E191	SRC_E191	f82r	B2	B2-S008	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	qokar	PROC113	OK+AR	ansetzen · von dort	ansetzen von dort	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E192	SRC_E192	f82r	B2	B2-S008	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E193	SRC_E193	f82r	B2	B2-S009	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	solshedy	PROC114	OL+SH+E+DY	fortsetzen · halten · kurz · Schluss	fortsetzen halten kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E194	SRC_E194	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E195	SRC_E195	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E196	SRC_E196	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	ls	PROC115	LS	fortsetzen	fortsetzen	LEARNED_WHOLE_CARD	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E197	SRC_E197	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	cheey	PROC031	SH+EE+Y	halten · länger · dies	halten länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E198	SRC_E198	f82r	B2	B2-S011	f82r.19	mittlere rechte unklare Station	okain	PROC080	OK+AIN	ansetzen · Portion	ansetzen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E199	SRC_E199	f82r	B2	B2-S011	f82r.19	mittlere rechte unklare Station	char	PROC003	AR	von dort	von dort	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E200	SRC_E200	f82r	B2	B2-S011	f82r.19	mittlere rechte unklare Station	okain	PROC080	OK+AIN	ansetzen · Portion	ansetzen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E201	SRC_E201	f82r	B2	B2-S011	f82r.19	mittlere rechte unklare Station	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E202	SRC_E202	f82r	B2	B2-S012	f82r.19	mittlere rechte unklare Station	lchy	PROC116	L+CH+Y	führen · abziehen · dies	führen abziehen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E203	SRC_E203	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	cheey	PROC031	SH+EE+Y	halten · länger · dies	halten länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E204	SRC_E204	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	qcthey	PROC117	CTH+E+Y	bereit · kurz · dies	bereit kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
