group_serial	source_position_id	page	diagram_id	locus	event_index_within_locus	opaque_local_id	local_namespace	local_image_owner	literal_group_reading_de	practical_almanac_expansion_de	purpose_section	orientation	crosspage_join	prose_card_import
73	ASTRO_A1:G073	f67r2	A1	f67r2.29	2	A1:G073	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_29	Etikettsegment 2 am lokalen Bildplatz	f67r2.29: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
74	ASTRO_A1:G074	f67r2	A1	f67r2.30	1	A1:G074	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_30	Etikettsegment 1 am lokalen Bildplatz	f67r2.30: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
75	ASTRO_A1:G075	f67r2	A1	f67r2.30	2	A1:G075	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_30	Etikettsegment 2 am lokalen Bildplatz	f67r2.30: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
76	ASTRO_A1:G076	f67r2	A1	f67r2.31	1	A1:G076	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_31	Etikettsegment 1 am lokalen Bildplatz	f67r2.31: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
77	ASTRO_A1:G077	f67r2	A1	f67r2.32	1	A1:G077	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	Etikettsegment 1 am lokalen Bildplatz	f67r2.32: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
78	ASTRO_A1:G078	f67r2	A1	f67r2.32	2	A1:G078	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	Etikettsegment 2 am lokalen Bildplatz	f67r2.32: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
79	ASTRO_A1:G079	f67r2	A1	f67r2.32	3	A1:G079	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	Etikettsegment 3 am lokalen Bildplatz	f67r2.32: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
80	ASTRO_A1:G080	f67r2	A1	f67r2.32	4	A1:G080	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	Etikettsegment 4 am lokalen Bildplatz	f67r2.32: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
81	ASTRO_A1:G081	f67r2	A1	f67r2.33	1	A1:G081	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	Etikettsegment 1 am lokalen Bildplatz	f67r2.33: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
82	ASTRO_A1:G082	f67r2	A1	f67r2.33	2	A1:G082	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	Etikettsegment 2 am lokalen Bildplatz	f67r2.33: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
83	ASTRO_A1:G083	f67r2	A1	f67r2.33	3	A1:G083	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	Etikettsegment 3 am lokalen Bildplatz	f67r2.33: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
84	ASTRO_A1:G084	f67r2	A1	f67r2.34	1	A1:G084	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_34	Etikettsegment 1 am lokalen Bildplatz	f67r2.34: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
85	ASTRO_A1:G085	f67r2	A1	f67r2.34	2	A1:G085	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_34	Etikettsegment 2 am lokalen Bildplatz	f67r2.34: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
86	ASTRO_A1:G086	f67r2	A1	f67r2.35	1	A1:G086	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	Etikettsegment 1 am lokalen Bildplatz	f67r2.35: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
87	ASTRO_A1:G087	f67r2	A1	f67r2.35	2	A1:G087	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	Etikettsegment 2 am lokalen Bildplatz	f67r2.35: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
88	ASTRO_A1:G088	f67r2	A1	f67r2.35	3	A1:G088	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	Etikettsegment 3 am lokalen Bildplatz	f67r2.35: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
89	ASTRO_A1:G089	f67r2	A1	f67r2.36	1	A1:G089	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	Etikettsegment 1 am lokalen Bildplatz	f67r2.36: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
90	ASTRO_A1:G090	f67r2	A1	f67r2.36	2	A1:G090	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	Etikettsegment 2 am lokalen Bildplatz	f67r2.36: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
91	ASTRO_A1:G091	f67r2	A1	f67r2.36	3	A1:G091	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	Etikettsegment 3 am lokalen Bildplatz	f67r2.36: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
92	ASTRO_A1:G092	f67r2	A1	f67r2.37	1	A1:G092	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_37	Etikettsegment 1 am lokalen Bildplatz	f67r2.37: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
93	ASTRO_A1:G093	f67r2	A1	f67r2.38	1	A1:G093	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_38	Etikettsegment 1 am lokalen Bildplatz	f67r2.38: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
94	ASTRO_A1:G094	f67r2	A1	f67r2.38	2	A1:G094	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_38	Etikettsegment 2 am lokalen Bildplatz	f67r2.38: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
95	ASTRO_A1:G095	f67r2	A1	f67r2.39	1	A1:G095	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	Etikettsegment 1 am lokalen Bildplatz	f67r2.39: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
96	ASTRO_A1:G096	f67r2	A1	f67r2.39	2	A1:G096	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	Etikettsegment 2 am lokalen Bildplatz	f67r2.39: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
97	ASTRO_A1:G097	f67r2	A1	f67r2.39	3	A1:G097	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	Etikettsegment 3 am lokalen Bildplatz	f67r2.39: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
98	ASTRO_A1:G098	f67r2	A1	f67r2.40	1	A1:G098	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	Etikettsegment 1 am lokalen Bildplatz	f67r2.40: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
99	ASTRO_A1:G099	f67r2	A1	f67r2.40	2	A1:G099	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	Etikettsegment 2 am lokalen Bildplatz	f67r2.40: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
100	ASTRO_A1:G100	f67r2	A1	f67r2.40	3	A1:G100	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	Etikettsegment 3 am lokalen Bildplatz	f67r2.40: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
101	ASTRO_A1:G101	f67r2	A1	f67r2.41	1	A1:G101	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_41	Etikettsegment 1 am lokalen Bildplatz	f67r2.41: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
102	ASTRO_A1:G102	f67r2	A1	f67r2.41	2	A1:G102	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_41	Etikettsegment 2 am lokalen Bildplatz	f67r2.41: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
103	ASTRO_A1:G103	f67r2	A1	f67r2.42	1	A1:G103	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	Etikettsegment 1 am lokalen Bildplatz	f67r2.42: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
104	ASTRO_A1:G104	f67r2	A1	f67r2.42	2	A1:G104	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	Etikettsegment 2 am lokalen Bildplatz	f67r2.42: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
105	ASTRO_A1:G105	f67r2	A1	f67r2.42	3	A1:G105	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	Etikettsegment 3 am lokalen Bildplatz	f67r2.42: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
106	ASTRO_A1:G106	f67r2	A1	f67r2.43	1	A1:G106	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	Etikettsegment 1 am lokalen Bildplatz	f67r2.43: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
107	ASTRO_A1:G107	f67r2	A1	f67r2.43	2	A1:G107	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	Etikettsegment 2 am lokalen Bildplatz	f67r2.43: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
108	ASTRO_A1:G108	f67r2	A1	f67r2.43	3	A1:G108	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	Etikettsegment 3 am lokalen Bildplatz	f67r2.43: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
109	ASTRO_A1:G109	f67r2	A1	f67r2.43	4	A1:G109	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	Etikettsegment 4 am lokalen Bildplatz	f67r2.43: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
110	ASTRO_A1:G110	f67r2	A1	f67r2.44	1	A1:G110	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	Etikettsegment 1 am lokalen Bildplatz	f67r2.44: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
111	ASTRO_A1:G111	f67r2	A1	f67r2.44	2	A1:G111	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	Etikettsegment 2 am lokalen Bildplatz	f67r2.44: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
112	ASTRO_A1:G112	f67r2	A1	f67r2.44	3	A1:G112	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	Etikettsegment 3 am lokalen Bildplatz	f67r2.44: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
113	ASTRO_A1:G113	f67r2	A1	f67r2.45	1	A1:G113	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	Etikettsegment 1 am lokalen Bildplatz	f67r2.45: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
114	ASTRO_A1:G114	f67r2	A1	f67r2.45	2	A1:G114	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	Etikettsegment 2 am lokalen Bildplatz	f67r2.45: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
115	ASTRO_A1:G115	f67r2	A1	f67r2.45	3	A1:G115	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	Etikettsegment 3 am lokalen Bildplatz	f67r2.45: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
116	ASTRO_A1:G116	f67r2	A1	f67r2.46	1	A1:G116	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_46	Etikettsegment 1 am lokalen Bildplatz	f67r2.46: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
117	ASTRO_A1:G117	f67r2	A1	f67r2.46	2	A1:G117	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_46	Etikettsegment 2 am lokalen Bildplatz	f67r2.46: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
118	ASTRO_A1:G118	f67r2	A1	f67r2.47	1	A1:G118	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_47	Etikettsegment 1 am lokalen Bildplatz	f67r2.47: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
119	ASTRO_A1:G119	f67r2	A1	f67r2.48	1	A1:G119	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	Etikettsegment 1 am lokalen Bildplatz	f67r2.48: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
120	ASTRO_A1:G120	f67r2	A1	f67r2.48	2	A1:G120	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	Etikettsegment 2 am lokalen Bildplatz	f67r2.48: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
121	ASTRO_A1:G121	f67r2	A1	f67r2.48	3	A1:G121	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_48	Etikettsegment 3 am lokalen Bildplatz	f67r2.48: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
122	ASTRO_A1:G122	f67r2	A1	f67r2.49	1	A1:G122	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	Etikettsegment 1 am lokalen Bildplatz	f67r2.49: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
123	ASTRO_A1:G123	f67r2	A1	f67r2.49	2	A1:G123	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	Etikettsegment 2 am lokalen Bildplatz	f67r2.49: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
124	ASTRO_A1:G124	f67r2	A1	f67r2.49	3	A1:G124	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_49	Etikettsegment 3 am lokalen Bildplatz	f67r2.49: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
125	ASTRO_A1:G125	f67r2	A1	f67r2.50	1	A1:G125	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_50	Etikettsegment 1 am lokalen Bildplatz	f67r2.50: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
126	ASTRO_A1:G126	f67r2	A1	f67r2.50	2	A1:G126	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_50	Etikettsegment 2 am lokalen Bildplatz	f67r2.50: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
127	ASTRO_A1:G127	f67r2	A1	f67r2.51	1	A1:G127	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_51	Etikettsegment 1 am lokalen Bildplatz	f67r2.51: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
128	ASTRO_A1:G128	f67r2	A1	f67r2.52	1	A1:G128	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_01	Etikettsegment 1 am lokalen Bildplatz	f67r2.52: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
129	ASTRO_A1:G129	f67r2	A1	f67r2.53	1	A1:G129	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_02	Etikettsegment 1 am lokalen Bildplatz	f67r2.53: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
130	ASTRO_A1:G130	f67r2	A1	f67r2.54	1	A1:G130	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_03	Etikettsegment 1 am lokalen Bildplatz	f67r2.54: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
131	ASTRO_A1:G131	f67r2	A1	f67r2.54	2	A1:G131	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_03	Etikettsegment 2 am lokalen Bildplatz	f67r2.54: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
132	ASTRO_A1:G132	f67r2	A1	f67r2.55	1	A1:G132	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_04	Etikettsegment 1 am lokalen Bildplatz	f67r2.55: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
133	ASTRO_A1:G133	f67r2	A1	f67r2.56	1	A1:G133	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_05	Etikettsegment 1 am lokalen Bildplatz	f67r2.56: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
134	ASTRO_A1:G134	f67r2	A1	f67r2.56	2	A1:G134	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_05	Etikettsegment 2 am lokalen Bildplatz	f67r2.56: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
135	ASTRO_A1:G135	f67r2	A1	f67r2.57	1	A1:G135	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_06	Etikettsegment 1 am lokalen Bildplatz	f67r2.57: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
136	ASTRO_A1:G136	f67r2	A1	f67r2.57	2	A1:G136	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_06	Etikettsegment 2 am lokalen Bildplatz	f67r2.57: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
137	ASTRO_A1:G137	f67r2	A1	f67r2.58	1	A1:G137	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	Etikettsegment 1 am lokalen Bildplatz	f67r2.58: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
138	ASTRO_A1:G138	f67r2	A1	f67r2.58	2	A1:G138	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	Etikettsegment 2 am lokalen Bildplatz	f67r2.58: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
139	ASTRO_A1:G139	f67r2	A1	f67r2.58	3	A1:G139	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_07	Etikettsegment 3 am lokalen Bildplatz	f67r2.58: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
140	ASTRO_A1:G140	f67r2	A1	f67r2.59	1	A1:G140	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_08	Etikettsegment 1 am lokalen Bildplatz	f67r2.59: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
141	ASTRO_A1:G141	f67r2	A1	f67r2.60	1	A1:G141	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_09	Etikettsegment 1 am lokalen Bildplatz	f67r2.60: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
142	ASTRO_A1:G142	f67r2	A1	f67r2.61	1	A1:G142	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_10	Etikettsegment 1 am lokalen Bildplatz	f67r2.61: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
143	ASTRO_A1:G143	f67r2	A1	f67r2.62	1	A1:G143	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_11	Etikettsegment 1 am lokalen Bildplatz	f67r2.62: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
144	ASTRO_A1:G144	f67r2	A1	f67r2.63	1	A1:G144	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_STAR_STATION_12	Etikettsegment 1 am lokalen Bildplatz	f67r2.63: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
145	ASTRO_A1:G145	f67r2	A1	f67r2.64	1	A1:G145	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	Etikettsegment 1 am lokalen Bildplatz	f67r2.64: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
