instruction_id	page	record	source_statement_ids	visible_event_ids	executed_source_position_ids	loci	silent_owners_de	surface_sequence	literal_component_sequence	fluent_instruction_de	end_type	crosses_physical_locus	crosses_owner_boundary	line_end_is_sentence_end	component_values_unchanged
I050	f83r	B3	B3-S004|B3-S005	E236|E237|E238|E239	SRC_E236|SRC_E237|SRC_E238|SRC_E239	f83r.3|f83r.6	obere offene Fächerstation am Rand|mittlere Randfigur im runden Gefäß	qokaiin qotal dar schedy	OK+AIIN | OT+AL | AR | CHD+DY	Bei obere offene Fächerstation am Rand, dann den Posten nach Maß ansetzen, dann danach die Zielstelle setzen, dann von dort nehmen, dann ohne sichtbare Bildkante zu mittlere Randfigur im runden Gefäß wechseln, dann den Posten umsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	YES	NO	YES
I051	f83r	B3	B3-S006	E240|E241|E242	SRC_E240|SRC_E241|SRC_E242	f83r.6	mittlere Randfigur im runden Gefäß	chedchy qokal olchedy	CHD+Y | OK+AL | OL+CHD+DY	Bei mittlere Randfigur im runden Gefäß, dann diesen Posten umsetzen, dann den Posten an der Zielstelle ansetzen, dann den Posten fortsetzen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I052	f83r	B3	B3-S007	E243|E244|E245	SRC_E243|SRC_E244|SRC_E245	f83r.6	mittlere Randfigur im runden Gefäß	qokaiin chedy qokeedy	OK+AIIN | CHD+Y | OK+EE+DY	Bei mittlere Randfigur im runden Gefäß, dann den Posten nach Maß ansetzen, dann diesen Posten umsetzen, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I053	f83r	B3	B3-S008	E246	SRC_E246	f83r.6	mittlere Randfigur im runden Gefäß	lchedy	L+CHD+DY	Bei mittlere Randfigur im runden Gefäß, dann den Posten führen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I054	f83r	B3	B3-S009|B3-S010	E247|E248|E249	SRC_E247|SRC_E248|SRC_E249	f83r.6|f83r.8	mittlere Randfigur im runden Gefäß|untere Randfigur im korbartigen Gefäß	qoky pchedal otedy	OK+Y | P+CHD+AL | OT+E+DY	Bei mittlere Randfigur im runden Gefäß, dann diesen Posten ansetzen, dann ohne sichtbare Bildkante zu untere Randfigur im korbartigen Gefäß wechseln, dann den Posten an der Zielstelle hineingeben und umsetzen, dann danach den Posten bearbeiten und den Schritt schließen.	COMMITTED_CLOSE	YES	YES	NO	YES
I055	f83r	B3	B3-S011|B3-S012	E250|E251|E252|E253|E254|E255	SRC_E250|SRC_E251|SRC_E252|SRC_E253|SRC_E254|SRC_E255	f83r.8|f83r.11	untere Randfigur im korbartigen Gefäß	shecthedchy qoky chedy chary sor shedy	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y | OR | SHED+DY	Bei untere Randfigur im korbartigen Gefäß, dann diesen Posten bis bereit kurz halten und umsetzen, dann diesen Posten ansetzen, dann diesen Posten umsetzen, dann von dort nehmen, dann den Ansatz verwenden, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I056	f83r	B3	B3-S013	E256|E257|E258|E259	SRC_E256|SRC_E257|SRC_E258|SRC_E259	f83r.11	untere Randfigur im korbartigen Gefäß	qokaiin chkain shcthey qokedy	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	Bei untere Randfigur im korbartigen Gefäß, dann den Posten nach Maß ansetzen, dann eine Portion zuführen, dann diesen Posten bis bereit halten, dann den Posten kurz ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I057	f83r	B3	B3-S014	E260|E261	SRC_E260|SRC_E261	f83r.11	untere Randfigur im korbartigen Gefäß	okair sheedy	OK+AIR | SH+EE+DY	Bei untere Randfigur im korbartigen Gefäß, dann den Posten im Lauf ansetzen, dann den Posten länger halten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I058	f83r	B3	B3-S015	E262	SRC_E262	f83r.11	untere Randfigur im korbartigen Gefäß	lchedy	L+CHD+DY	Bei untere Randfigur im korbartigen Gefäß, dann den Posten führen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I059	f83r	B3	B3-S016	E263|E264	SRC_E263|SRC_E264	f83r.11|f83r.14	untere Randfigur im korbartigen Gefäß|unverbundener Zwischenbereich	lo qokchedy	L+O | OK+CHD+DY	Bei untere Randfigur im korbartigen Gefäß, dann den Arbeitsgang führen, dann ohne sichtbare Bildkante zu unverbundener Zwischenbereich wechseln, dann den Posten ansetzen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	YES	NO	YES
I060	f83r	B3	B3-S017	E265	SRC_E265	f83r.14	unverbundener Zwischenbereich	qokeedy	OK+EE+DY	Bei unverbundener Zwischenbereich, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I061	f83r	B3	B3-S018	E266	SRC_E266	f83r.14	unverbundener Zwischenbereich	shedy	SHED+DY	Bei unverbundener Zwischenbereich, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I062	f83r	B3	B3-S019	E267	SRC_E267	f83r.14	unverbundener Zwischenbereich	qokshedy	OK+SH+E+DY	Bei unverbundener Zwischenbereich, dann den Posten kurz ansetzen und halten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I063	f83r	B3	B3-S020	E268|E269	SRC_E268|SRC_E269	f83r.14	unverbundener Zwischenbereich	dal lchedy	AL | L+CHD+DY	Bei unverbundener Zwischenbereich, dann die Zielstelle setzen, dann den Posten führen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I064	f83r	B3	B3-S021	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	SRC_E270|SRC_E271|SRC_E272|SRC_E273|SRC_E274|SRC_E275|SRC_E276|SRC_E277|SRC_E278|SRC_E279|SRC_E280	f83r.14|f83r.15	unverbundener Zwischenbereich	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | SH+E+CTH+Y | Y | AL | CTH+Y | AL+CHD+DY	Bei unverbundener Zwischenbereich, dann den Posten nach Maß ansetzen, dann diesen Posten bis bereit halten, dann die Zielstelle setzen, dann diesen Posten übernehmen, dann das Maß setzen, dann den Posten an der Zielstelle absetzen, dann diesen Posten bis bereit kurz halten, dann diesen Posten übernehmen, dann die Zielstelle setzen, dann diesen Posten bis bereit halten, dann den Posten an der Zielstelle umsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I065	f83r	B3	B3-S022	E281	SRC_E281	f83r.15	unverbundener Zwischenbereich	qotchedy	OT+CHD+DY	Bei unverbundener Zwischenbereich, dann danach den Posten umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I066	f83r	B3	B3-S023	E282	SRC_E282	f83r.15	unverbundener Zwischenbereich	lchedy	L+CHD+DY	Bei unverbundener Zwischenbereich, dann den Posten führen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I067	f83r	B3	B3-S024	E283	SRC_E283	f83r.16	unverbundener Zwischenbereich	tchedy	CHD+DY	Bei unverbundener Zwischenbereich, dann den Posten umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I068	f83r	B3	B3-S025	E284	SRC_E284	f83r.16	unverbundener Zwischenbereich	qokchdy	OK+CHD+DY	Bei unverbundener Zwischenbereich, dann den Posten ansetzen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I069	f83r	B3	B3-S026	E285|E286|E287|E288|E289|E290|E291	SRC_E285|SRC_E286|SRC_E287|SRC_E288|SRC_E289|SRC_E290|SRC_E291	f83r.16|f83r.20	unverbundener Zwischenbereich|sichtbares Figurenpaar mit gemeinsamem Bogen in B3	cheedar chldaiin chedy qokain checthy chealror solkeedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | SOLK+EE+DY	Bei unverbundener Zwischenbereich, dann von dort nehmen, dann den Posten nach Maß führen, dann diesen Posten umsetzen, dann eine Portion ansetzen, dann diesen Posten bis bereit halten, dann den Ansatz an der Zielstelle abkühlen, dann ohne sichtbare Bildkante zu sichtbares Figurenpaar mit gemeinsamem Bogen in B3 wechseln, dann den Posten länger auffangen und den Schritt schließen.	COMMITTED_CLOSE	YES	YES	NO	YES
I070	f83r	B3	B3-S027	E292	SRC_E292	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoteedy	OT+EE+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann danach den Posten bearbeiten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I071	f83r	B3	B3-S028	E293|E294	SRC_E293|SRC_E294	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeey qokedy	OK+EE+Y | OK+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann diesen Posten länger ansetzen, dann den Posten kurz ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I072	f83r	B3	B3-S029	E295|E296|E297	SRC_E295|SRC_E296|SRC_E297	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann den Posten fortsetzen, dann diesen Posten vollständig eintragen, dann den Posten kurz ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I073	f83r	B3	B3-S030	E298|E299|E300|E301	SRC_E298|SRC_E299|SRC_E300|SRC_E301	f83r.20|f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoky saiin schedair otchedy	OK+Y | AIIN | CHD+AIR | OT+CHD+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann diesen Posten ansetzen, dann das Maß setzen, dann den Posten im Lauf umsetzen, dann danach den Posten umsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I074	f83r	B3	B3-S031	E302	SRC_E302	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeedy	OK+EE+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I075	f83r	B3	B3-S032	E303|E304|E305|E306|E307	SRC_E303|SRC_E304|SRC_E305|SRC_E306|SRC_E307	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann eine Portion umsetzen, dann diesen Posten umsetzen, dann danach das Maß setzen, dann danach das Maß setzen, dann danach den Posten bearbeiten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I076	f83r	B3	B3-S033	E308	SRC_E308	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	ldy	L+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann den Posten führen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I077	f83r	B3	B3-S034	E309|E310|E311|E312|E313|E314	SRC_E309|SRC_E310|SRC_E311|SRC_E312|SRC_E313|SRC_E314	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	soiiin checthy chety otaiin olsaly shedy	O+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B3, dann die Sollstufe einstellen, dann diesen Posten bis bereit halten, dann diesen Posten eintragen, dann danach das Maß setzen, dann diesen Posten an der Zielstelle fortsetzen, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I078	f83r	B4	B4-S001	E315	SRC_E315	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeedy	OK+EE+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I079	f83r	B4	B4-S002	E316|E317|E318	SRC_E316|SRC_E317|SRC_E318	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann diesen Posten fortsetzen, dann diesen Posten länger ansetzen, dann den Posten kurz ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I080	f83r	B4	B4-S003	E319|E320|E321|E322|E323|E324|E325	SRC_E319|SRC_E320|SRC_E321|SRC_E322|SRC_E323|SRC_E324|SRC_E325	f83r.25|f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann diesen Posten umsetzen, dann danach die Zielstelle setzen, dann danach diesen Posten übernehmen, dann diesen Posten länger ansetzen, dann diesen Posten ansetzen, dann den Posten fortsetzen, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I081	f83r	B4	B4-S004	E326	SRC_E326	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokylddy	OK+Y+LD+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann diesen Posten ansetzen und befestigen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I082	f83r	B4	B4-S005	E327|E328|E329	SRC_E327|SRC_E328|SRC_E329	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann eine Portion nehmen, dann diesen Posten umsetzen, dann den Posten länger ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I083	f83r	B4	B4-S006	E330	SRC_E330	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	SH+CKH+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten am Durchlass kurz halten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I084	f83r	B4	B4-S007	E331	SRC_E331	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	SH+CKH+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten am Durchlass kurz halten und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I085	f83r	B4	B4-S008	E332|E333|E334|E335	SRC_E332|SRC_E333|SRC_E334|SRC_E335	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann das Maß setzen, dann diesen Posten länger wärmen, dann diesen Posten länger halten, dann den Posten kurz ansetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I086	f83r	B4	B4-S009	E336	SRC_E336	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shedy	SHED+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I087	f83r	B4	B4-S010	E337	SRC_E337	f83r.28	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	oldy	OL+DY	Bei sichtbares Figurenpaar mit gemeinsamem Bogen in B4, dann den Posten fortsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I088	f83r	B4	B4-S011	E338|E339|E340|E341|E342|E343|E344	SRC_E338|SRC_E339|SRC_E340|SRC_E341|SRC_E342|SRC_E343|SRC_E344	f83r.35|f83r.37	linke Hauptstation mit offenem Fransenlauf	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	Bei linke Hauptstation mit offenem Fransenlauf, dann das Maß setzen, dann diesen Posten kurz wärmen, dann den Posten länger ansetzen und fortsetzen, dann eine Portion ansetzen, dann diesen Posten umsetzen, dann den Posten fortsetzen, dann den Posten kurz führen und zuführen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I089	f83r	B4	B4-S012	E345	SRC_E345	f83r.37	linke Hauptstation mit offenem Fransenlauf	lchedy	L+CHD+DY	Bei linke Hauptstation mit offenem Fransenlauf, dann den Posten führen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I090	f83r	B4	B4-S013	E346|E347	SRC_E346|SRC_E347	f83r.37	linke Hauptstation mit offenem Fransenlauf	qokol shedy	OK+OL | SHED+DY	Bei linke Hauptstation mit offenem Fransenlauf, dann den Posten ansetzen und fortsetzen, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I091	f83r	B4	B4-S014	E348|E349|E350|E351	SRC_E348|SRC_E349|SRC_E350|SRC_E351	f83r.38	linke Hauptstation mit offenem Fransenlauf	or chey qockhey dairydy	OR | Y | O+CKH+E+Y | AIR+Y+DY	Bei linke Hauptstation mit offenem Fransenlauf, dann den Ansatz verwenden, dann diesen Posten übernehmen, dann diesen Posten übernehmen, dann den Lauf wählen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I092	f83r	B4	B4-S015	E352|E353|E354|E355|E356|E357	SRC_E352|SRC_E353|SRC_E354|SRC_E355|SRC_E356|SRC_E357	f83r.39|f83r.41	linke Hauptstation mit offenem Fransenlauf|rechte Hauptstation mit S-Lauf und Mehrarmknoten	qokain shey kain chckhal solkey lchedy	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	Bei linke Hauptstation mit offenem Fransenlauf, dann eine Portion ansetzen, dann diesen Posten länger halten, dann eine Portion zuführen, dann den Posten an der Zielstelle am Durchlass abziehen, dann ohne sichtbare Bildkante zu rechte Hauptstation mit S-Lauf und Mehrarmknoten wechseln, dann diesen Posten kurz auffangen, dann den Posten führen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	YES	NO	YES
I093	f83r	B4	B4-S016	E358|E359|E360|E361	SRC_E358|SRC_E359|SRC_E360|SRC_E361	f83r.41|f83r.44	rechte Hauptstation mit S-Lauf und Mehrarmknoten	qolkain dal skar shedy	OL+K+AIN | AL | K+AR | SHED+DY	Bei rechte Hauptstation mit S-Lauf und Mehrarmknoten, dann eine Portion fortsetzen und zuführen, dann die Zielstelle setzen, dann den Posten von dort zuführen, dann den Posten absetzen und den Schritt schließen.	COMMITTED_CLOSE	YES	NO	NO	YES
I094	f83r	B5	B5-S001	E362	SRC_E362	f83r.47	linke Fransenstation im B5-Nachtrag	otchdy	OT+CHD+DY	Bei linke Fransenstation im B5-Nachtrag, dann danach den Posten umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I095	f83r	B5	B5-S002	E363	SRC_E363	f83r.47	linke Fransenstation im B5-Nachtrag	qokchdy	OK+CHD+DY	Bei linke Fransenstation im B5-Nachtrag, dann den Posten ansetzen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO	NO	NO	YES
I096	f83r	B5	B5-S003	E364|E365|E366|E367|E368|E369|E370|E371|E372	SRC_E364|SRC_E365|SRC_E366|SRC_E367|SRC_E368|SRC_E369|SRC_E370|SRC_E371|SRC_E372	f83r.47|f83r.48|f83r.49	linke Fransenstation im B5-Nachtrag	shedal dal cheol lol chdal aiin sol daiiin chedy	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	Bei linke Fransenstation im B5-Nachtrag, dann den Posten an der Zielstelle absetzen, dann die Zielstelle setzen, dann den Posten fortsetzen, dann den Posten führen und fortsetzen, dann den Posten an der Zielstelle umsetzen, dann das Maß setzen, dann den Posten fortsetzen, dann die zweite Sollstufe einstellen, dann diesen Posten umsetzen.	RECORD_FINAL_OPEN	YES	NO	NO	YES
I097	f83r	B6	B6-S001	E373|E374|E375|E376|E377|E378|E379|E380|E381	SRC_E373|SRC_E374|SRC_E375|SRC_E376|SRC_E377|SRC_E378|SRC_E379|SRC_E380|SRC_E381	f83r.52|f83r.54	rechter S-Lauf im B6-Nachtrag	solkeey qekey raly ol daiin ol dain chey ldalor	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL | AIIN | OL | AIN | Y | L+AL+OR	Bei rechter S-Lauf im B6-Nachtrag, dann diesen Posten länger auffangen, dann diesen Posten kurz zuführen, dann diesen Posten an der Zielstelle abkühlen, dann den Posten fortsetzen, dann das Maß setzen, dann den Posten fortsetzen, dann eine Portion nehmen, dann diesen Posten übernehmen, dann den Ansatz an der Zielstelle führen.	RECORD_FINAL_OPEN	YES	NO	NO	YES
