statement_episode_ordinal	statement_id	physical_page	paragraph_keys	bath_host_count	body_host_count	station_host_count	role_sequence	event_sequence	surface_sequence	blocker_sequence	transition_count	role_switch_count	control_marked_switch_count	reader_boundary_switch_count	episode_class	gdt590_primary_reader_de	guard
34	G407-S455	f81v	f81v:P2	2	1	1	BODY→STATION	G407-E3012|G407-E3013	polshy|ashyteed	NONE → A_ADDR	1	1	0	0	MIXED_BODY_STATION	Wende an. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad. Halte den Stationsansatz im Bad an der Stations-Hauptstelle. Lass anschließend auf Grad II und an der Stations-Arbeitsstelle abkühlen. Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
35	G407-S458	f81v	f81v:P2	2	0	2	STATION→STATION	G407-E3020|G407-E3030	yshey|dsholyd	AIR|A_ADDR|D_ADDR → D_ADDR	1	0	0	0	STATION_ONLY	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Halte den Stationsansatz im Bad auf Grad I, an der Stations-Hauptstelle, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz auf Grad II zu. Beschicke oder bereite den Stationsansatz vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Halte im Bad auf Grad I. Schließe den Arbeitsgang.

Geschriebene Trägerspur (×N zählt Schriftträger, nicht Realobjekte): ACTION:G407-E3020@2:SH: Y+Y → Stationsansatz|Stationsansatz (Multiset: Stationsansatz ×2)."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
36	G407-S462	f81v	f81v:P2	1	1	0	BODY	G407-E3040	ykeshey	NONE	0	0	0	0	BODY_ONLY	Führe den Stationsansatz auf Grad I zu. Halte den Körper im Bad auf Grad I. Entnimm oder lass an der Stations-Arbeitsstelle ab. Wähle die Einheit auf Grad I und an der Stations-Arbeitsstelle aus. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
37	G407-S468	f81v	f81v:P2	1	1	0	BODY	G407-E3060	sheey	NONE	0	0	0	0	BODY_ONLY	Entnimm oder lass über den Stationskontakt oder die Leitung ab. Wende an. Behandle den Stationsansatz. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Wähle die Einheit an der Stations-Hauptstelle aus. Halte den Zustand über den Stationskontakt oder die Leitung. Entnimm oder lass ab. Reguliere den Stationsansatz an der Stations-Arbeitsstelle. Behandle den Stationsansatz in Anwendungsform, in Feinform und als neuer Bad- oder Stationsansatz. Kennzeichne oder prüfe. Behandle den Stationsansatz. Reguliere den Stationsansatz und die Stationseinheit von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
38	G407-S469	f81v	f81v:P2	1	0	1	STATION	G407-E3071	rshdy	D_ADDR	0	0	0	0	STATION_ONLY	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz, in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe den Stationsansatz. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
39	G407-S484	f81v	f81v:P2	1	0	1	STATION	G407-E3125	cheey	AL	0	0	0	0	STATION_ONLY	"Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Behandle den Ansatz zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
40	G407-S488	f81v	f81v:P2	1	0	1	STATION	G407-E3149	oshedy	L|O	0	0	0	0	STATION_ONLY	"Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang.

Geschriebene Trägerspur (×N zählt Schriftträger, nicht Realobjekte): ACTION:G407-E3149@2:SH: Y+Y → Stationsansatz|Stationsansatz (Multiset: Stationsansatz ×2)."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
41	G407-S489	f81v	f81v:P2	1	1	0	BODY	G407-E3154	shchey	NONE	0	0	0	0	BODY_ONLY	"Halte den Zustand. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Halte den Körper im Bad. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Reguliere die Stationsbedingung. Behandle den Ansatz. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Reguliere die Stationsbedingung von der Ausgangsstation oder aus dem Ausgangsbecken. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.

Geschriebene Trägerspur (×N zählt Schriftträger, nicht Realobjekte): ACTION:G407-E3152@1:CHD: Y+Y → Stationsansatz|Stationsansatz (Multiset: Stationsansatz ×2) | ACTION:G407-E3154@1:SH: Y+Y → Körper|Körper (Multiset: Körper ×2)."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
42	G407-S490	f81v	f81v:P2	1	1	0	BODY	G407-E3166	shey	NONE	0	0	0	0	BODY_ONLY	Verwende für den vorangehenden Arbeitsschritt zur Zielstation oder ins Zielbecken. Halte den Körper im Bad auf Grad I. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Führe zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
43	G407-S495	f82r	f82r:P1	3	2	1	STATION→BODY→BODY	G407-E3177|G407-E3182|G407-E3184	qosheedy|cheey|shey	CARRIER_Q|D_ADDR|O → NONE → NONE	2	1	1	0	MIXED_BODY_STATION	Halte den Stationsansatz im Bad in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Beschicke oder bereite das Stations- oder Badmaß vor. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite die Becken- oder Körpereinheit auf Grad II vor. Halte den Körper im Bad bei der angegebenen Füllung auf Grad II. Halte den Körper im Bad auf Grad I. Behandle den Stationsansatz an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
44	G407-S505	f82r	f82r:P1	1	1	0	BODY	G407-E3232	cheey	NONE	0	0	0	0	BODY_ONLY	Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Führe den Stationsansatz auf Grad I, auf Grad II und als neuer Bad- oder Stationsansatz zu. Halte im Bad auf Grad II. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
45	G407-S507	f82r	f82r:P1	1	1	0	BODY	G407-E3238	cheey	NONE	0	0	0	0	BODY_ONLY	"Entnimm oder lass in Anwendungsform und über den Stationskontakt oder die Leitung ab. Kennzeichne oder prüfe. Halte den Körper im Bad auf Grad II. Beschicke oder bereite den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken vor. Beginne danach den nächsten Arbeitsgang.

Behandle den Stationsansatz und die Stationseinheit. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Wähle die Einheit aus. Halte im Bad in Anwendungsform. Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Entnimm oder lass ab. Reguliere den Stationsansatz. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu. Kennzeichne oder prüfe. Entnimm oder lass den Stationsansatz auf Grad I ab. Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals ab. Beschicke oder bereite das Stations- oder Badmaß vor."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
46	G407-S513	f82r	f82r:P2	1	0	1	STATION	G407-E3270	cheey	L	0	0	0	0	STATION_ONLY	"Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite die Anwendungsportion und den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite das Stations- oder Badmaß vor. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.

Geschriebene Trägerspur (×N zählt Schriftträger, nicht Realobjekte): ACTION:G407-E3270@1:SH: Y+Y → Stationsansatz|Stationsansatz (Multiset: Stationsansatz ×2)."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
47	G407-S521	f82r	f82r:P2	1	1	0	BODY	G407-E3295	cheey	NONE	0	0	0	0	BODY_ONLY	Halte den Körper im Bad auf Grad II. Kennzeichne oder prüfe die Becken- oder Körpereinheit. Fahre im selben Arbeitsgang fort. Wähle das Stationsmaß und den Stationsansatz aus. Kennzeichne oder prüfe an der Stations-Hauptstelle. Verwende für den vorangehenden Arbeitsschritt im zweiten Durchgang und an der Stations-Nebenstelle. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
48	G407-S527	f82r	f82r:P3	1	0	1	STATION	G407-E3329	posalshy	L	0	0	0	0	STATION_ONLY	Entnimm oder lass den Stationsansatz über den Stationskontakt oder die Leitung ab. Wende in Anwendungsform an. Wähle die Einheit an der Stations-Hauptstelle aus. Halte den Stationsansatz im Bad über den Stationskontakt oder die Leitung. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
49	G407-S531	f82r	f82r:P3	3	2	1	STATION→BODY→BODY	G407-E3341|G407-E3350|G407-E3357	salshey|sheey|cheey	L → NONE → NONE	2	1	1	0	MIXED_BODY_STATION	"Wähle die Einheit an der Stations-Hauptstelle aus. Halte den Stationsansatz im Bad bei der angegebenen Füllung auf Grad I und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite den Stationsansatz auf Grad II und zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass auf Grad I ab. Kennzeichne oder prüfe in Anwendungsform. Halte den Körper im Bad auf Grad II. Beschicke oder bereite das Stations- oder Badmaß vor. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz auf Grad III und an der Stations-Arbeitsstelle zu. Beschicke oder bereite den Stationsansatz auf Grad III vor. Kennzeichne oder prüfe an der Stations-Hauptstelle. Wähle den Stationsansatz aus. Halte den Körper im Bad auf Grad II. Entnimm oder lass ab. Temperiere den Stationsansatz auf Grad I. Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß auf Grad II und über den Stationskontakt oder die Leitung vor. Beschicke oder bereite auf Grad III vor. Schließe den Arbeitsgang.

Geschriebene Trägerspur (×N zählt Schriftträger, nicht Realobjekte): ACTION:G407-E3341@4:SH: Y+AIIN+Y → Stationsansatz|Badfüllung|Stationsansatz (Multiset: Stationsansatz ×2; Badfüllung ×1)."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
50	G407-S538	f82r	f82r:P3	2	1	1	STATION→BODY	G407-E3384|G407-E3386	sheey|tshey	AR|L → NONE	1	1	0	0	MIXED_BODY_STATION	Halte den Stationsansatz im Bad auf Grad II, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Kennzeichne oder prüfe den Stationsansatz. Halte den Körper im Bad auf Grad I. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
51	G407-S548	f82r	f82r:P3	1	1	0	BODY	G407-E3413	cheey	NONE	0	0	0	0	BODY_ONLY	"Beginne danach den nächsten Arbeitsgang.

Entnimm oder lass das Stations- oder Badmaß ab. Entnimm oder lass ab. Temperiere den Stationsansatz auf Grad I. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beschicke oder bereite das Stations- oder Badmaß und den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Halte den Körper im Bad auf Grad II. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.

Geschriebene Trägerspur (×N zählt Schriftträger, nicht Realobjekte): ACTION:G407-E3407@3:T: Y+Y → Stationsansatz|Stationsansatz (Multiset: Stationsansatz ×2)."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
52	G407-S555	f82r	f82r:P3	1	0	1	STATION	G407-E3433	rsheedy	D_ADDR	0	0	0	0	STATION_ONLY	Kennzeichne oder prüfe in der g-Variante und an der Stations-Hauptstelle. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe. Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
53	G407-S556	f82r	f82r:P3	1	1	0	BODY	G407-E3445	sheey	NONE	0	0	0	0	BODY_ONLY	"Beginne danach den nächsten Arbeitsgang.

Entnimm oder lass den Stationsansatz und die Becken- oder Körpereinheit auf Grad II und über den Stationskontakt oder die Leitung ab. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Behandle den Ansatz über den Stationskontakt oder die Leitung. Reguliere das Stationsmaß. Halte die Badfüllung auf Grad I. Entnimm oder lass ab. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I und über den Stationskontakt oder die Leitung zu. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Führe den Stationsansatz zu. Halte den Körper im Bad auf Grad II. Kennzeichne oder prüfe den Stationsansatz über den Stationskontakt oder die Leitung. Kennzeichne oder prüfe die Anwendungsportion. Wähle die Anwendungsportion aus. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Entnimm oder lass den Stationsansatz auf Grad I ab. Kennzeichne oder prüfe in Anwendungsform."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
54	G407-S559	f83r	f83r:P1	2	2	0	BODY→BODY	G407-E3463|G407-E3467	cheey|shey	NONE → NONE	1	0	0	0	BODY_ONLY	"Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Beschicke oder bereite das Stations- oder Badmaß vor. Halte den Zustand. Fahre im selben Arbeitsgang fort. Entnimm oder lass über den Stationskontakt oder die Leitung ab. Wähle die Einheit aus. Halte den Körper im Bad auf Grad I. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad II. Schließe den Arbeitsgang."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
55	G407-S572	f83r	f83r:P1	2	0	2	STATION→STATION	G407-E3512|G407-E3517	lsheedy|rsheedy	CARRIER_Q|D_ADDR|L → D_ADDR	1	0	0	0	STATION_ONLY	"Beschicke oder bereite den Stationsansatz vor. Wähle die Einheit aus. Fahre im selben Arbeitsgang fort. Halte den Zustand. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Halte den Stationsansatz im Bad auf Grad II, auf Grad III, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Beschicke oder bereite den Stationsansatz vor. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe. Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.

Geschriebene Trägerspur (×N zählt Schriftträger, nicht Realobjekte): ACTION:G407-E3512@2:SH: Y+Y → Stationsansatz|Stationsansatz (Multiset: Stationsansatz ×2)."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
56	G407-S578	f83r	f83r:P2	1	0	1	STATION	G407-E3530	lsheedy	D_ADDR|L	0	0	0	0	STATION_ONLY	Halte den Stationsansatz im Bad auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
57	G407-S579	f83r	f83r:P2	1	0	1	STATION	G407-E3534	qopshdy	D_ADDR	0	0	0	0	STATION_ONLY	Kennzeichne oder prüfe. Halte im Bad auf Grad I. Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu. Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Wende den Stationsansatz in Anwendungsform und als neuer Bad- oder Stationsansatz an. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Kennzeichne oder prüfe. Entnimm oder lass ab. Wähle die Einheit aus. Entnimm oder lass auf Grad II und in der b-Variante ab. Fahre im selben Arbeitsgang fort. Wähle das Stationsmaß aus. Wähle die Einheit aus. Führe die Anwendungsportion zur Zielstation oder ins Zielbecken zu. Entnimm oder lass ab. Reguliere die Stationsbedingung zur Zielstation oder ins Zielbecken. Wähle das Stationsmaß aus. Entnimm oder lass ab. Führe den Stationsansatz zur Zielstation oder ins Zielbecken und über den Stationskontakt oder die Leitung zu. Wähle die Einheit an der Stations-Nebenstelle aus. Wähle die Stationseinheit aus. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
58	G407-S597	f83r	f83r:P3	1	0	1	STATION	G407-E3611	pdalshdy	D_ADDR|L	0	0	0	0	STATION_ONLY	Verwende für den vorangehenden Arbeitsschritt auf Grad II und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle das Stationsmaß und den Stationsansatz über den Stationskontakt oder die Leitung. Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Reguliere den Stationsansatz zur Zielstation oder ins Zielbecken. Kennzeichne oder prüfe die Becken- oder Körpereinheit. Entnimm oder lass auf Grad I und an der Stations-Arbeitsstelle ab. Führe den Stationsansatz in Anwendungsform, auf Grad I und an der Stations-Arbeitsstelle zu. Führe auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Reguliere den Stationsansatz und das Stationsmaß. Halte im Bad auf Grad I. Entnimm oder lass den Stationsansatz ab. Wähle die Einheit aus. Entnimm oder lass auf Grad I ab. Reguliere den Stationsansatz. Wende im zweiten Durchgang an. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung. Halte im Bad in Anwendungsform. Entnimm oder lass ab. Wende auf Grad I an. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
59	G407-S599	f83r	f83r:P3	3	1	2	BODY→STATION→STATION	G407-E3615|G407-E3616|G407-E3618	opshedy|otshdy|shdy	NONE → D_ADDR → D_ADDR	2	1	1	1	MIXED_BODY_STATION	"Wende in Anwendungsform an. Halte den Körper im Bad auf Grad I. Beginne danach den nächsten Arbeitsgang.

Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Beschicke oder bereite an der Stations-Arbeitsstelle vor. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Wähle den Stationsansatz an der Stations-Arbeitsstelle aus. Fahre im selben Arbeitsgang fort. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Halte die Badfüllung auf Grad I. Entnimm oder lass in Anwendungsform ab. Führe den Stationsansatz auf Grad I zu. Wähle die Anwendungsportion aus. Behandle den Ansatz. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
60	G407-S601	f83r	f83r:P3	1	1	0	BODY	G407-E3629	shey	NONE	0	0	0	0	BODY_ONLY	Halte den Körper im Bad auf Grad I. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
61	G407-S624	f83r	f83r:P4	1	1	0	BODY	G407-E3693	sheey	NONE	0	0	0	0	BODY_ONLY	Wähle das Stationsmaß aus. Entnimm oder lass ab. Führe den Stationsansatz auf Grad II zu. Halte den Körper im Bad auf Grad II. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
62	G407-S627	f83r	f83r:P4	1	1	0	BODY	G407-E3698	cheey	NONE	0	0	0	0	BODY_ONLY	Leite den Strom zur Zielstation oder ins Zielbecken um. Behandle den Stationsansatz. Halte den Körper im Bad auf Grad II. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und als neuer Bad- oder Stationsansatz. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
63	G407-S636	f83r	f83r:P5	1	1	0	BODY	G407-E3733	shey	NONE	0	0	0	0	BODY_ONLY	Halte den Zustand an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Beschicke oder bereite den Stationsansatz vor. Wähle das Stationsmaß aus. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Beschicke oder bereite vor. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Beschicke oder bereite die Anwendungsportion vor. Behandle den Stationsansatz. Wähle die Stationseinheit, das Stationsmaß und den Stationsansatz aus. Halte den Körper im Bad auf Grad I. Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
64	G407-S641	f83r	f83r:P5	1	1	0	BODY	G407-E3746	shey	NONE	0	0	0	0	BODY_ONLY	Beschicke oder bereite die Anwendungsportion vor. Halte den Körper im Bad auf Grad I. Führe die Anwendungsportion zu. Entnimm oder lass ab. Entnimm oder lass ab. Führe zur Zielstation oder ins Zielbecken zu. Wähle die Einheit aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	COMPLETE_STATEMENT_BATH_SEQUENCE__NO_ROLE_COLLAPSE
