scope	record	at	word	G	M	R	row_status
RECORD	f45v|f45v.5-f45v.11	f45v.11:5	dcholdy	⟦dcholdy⟧	⟦dcholdy⟧	⟦dcholdy⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:1	poldaiin	⟦poldaiin⟧	⟦poldaiin⟧	⟦poldaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:2	shea	⟦shea⟧	⟦shea⟧	⟦shea⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:3	teraiin	⟦teraiin⟧	⟦teraiin⟧	⟦teraiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:4	otcho	⟦otcho⟧	⟦otcho⟧	⟦otcho⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:5	lkaiin	⟦lkaiin⟧	⟦lkaiin⟧	⟦lkaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:6	os	⟦os⟧	⟦os⟧	⟦os⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:7	al	⟦al⟧	⟦al⟧	⟦al⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:8	ody	⟦ody⟧	⟦ody⟧	⟦ody⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:9	qotar	⟦qotar⟧	⟦qotar⟧	⟦qotar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:10	ytedy	⟦ytedy⟧	⟦ytedy⟧	⟦ytedy⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.18:11	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.19:1	ycheeytydaiin	⟦ycheeytydaiin⟧	⟦ycheeytydaiin⟧	⟦ycheeytydaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.19:2	ykeeo	⟦ykeeo⟧	⟦ykeeo⟧	⟦ykeeo⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.19:3	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.19:4	shckhy	⟦shckhy⟧	⟦shckhy⟧	⟦shckhy⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.19:5	shoky	⟦shoky⟧	⟦shoky⟧	⟦shoky⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	⟦oty⟧	⟦oty⟧	⟦oty⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	⟦oty⟧	⟦oty⟧	⟦oty⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.19:8	otain	⟦otain⟧	⟦otain⟧	⟦otain⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.19:9	olkchdy	⟦olkchdy⟧	⟦olkchdy⟧	⟦olkchdy⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:2	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:3	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:4	ytaly	⟦ytaly⟧	⟦ytaly⟧	⟦ytaly⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:5	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:6	ykaiin	⟦ykaiin⟧	⟦ykaiin⟧	⟦ykaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:7	otal	⟦otal⟧	⟦otal⟧	⟦otal⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:8	ytar	⟦ytar⟧	⟦ytar⟧	⟦ytar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:9	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.20:10	ytaiiil	⟦ytaiiil⟧	⟦ytaiiil⟧	⟦ytaiiil⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:1	oar	⟦oar⟧	⟦oar⟧	⟦oar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:2	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:3	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:4	okaiin	Ansatz	Ansatz	Ansatz	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	⟦yteey⟧	⟦yteey⟧	⟦yteey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:6	ytaiin	⟦ytaiin⟧	⟦ytaiin⟧	⟦ytaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:7	qokees	⟦qokees⟧	⟦qokees⟧	⟦qokees⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:8	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	⟦yteey⟧	⟦yteey⟧	⟦yteey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:10	qotey	⟦qotey⟧	⟦qotey⟧	⟦qotey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.21:11	lkey	⟦lkey⟧	⟦lkey⟧	⟦lkey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.22:1	ykaiin	⟦ykaiin⟧	⟦ykaiin⟧	⟦ykaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	⟦ykeey⟧	⟦ykeey⟧	⟦ykeey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.22:3	ykal	⟦ykal⟧	⟦ykal⟧	⟦ykal⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.22:4	chod	⟦chod⟧	⟦chod⟧	⟦chod⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.22:5	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.22:6	oeey	⟦oeey⟧	⟦oeey⟧	⟦oeey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.22:7	teodkaiin	⟦teodkaiin⟧	⟦teodkaiin⟧	⟦teodkaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.22:8	otodaiin	⟦otodaiin⟧	⟦otodaiin⟧	⟦otodaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.22:9	okain	⟦okain⟧	⟦okain⟧	⟦okain⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:1	ykaiin	⟦ykaiin⟧	⟦ykaiin⟧	⟦ykaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:2	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:3	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:4	okol	⟦okol⟧	⟦okol⟧	⟦okol⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:5	chokar	⟦chokar⟧	⟦chokar⟧	⟦chokar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:6	sheol	⟦sheol⟧	⟦sheol⟧	⟦sheol⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:7	qokar	⟦qokar⟧	⟦qokar⟧	⟦qokar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:8	cheey	⟦cheey⟧	⟦cheey⟧	⟦cheey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:9	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:10	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.23:11	ody	⟦ody⟧	⟦ody⟧	⟦ody⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.24:1	oar	⟦oar⟧	⟦oar⟧	⟦oar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.24:2	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.24:3	ykain	⟦ykain⟧	⟦ykain⟧	⟦ykain⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.24:4	okal	⟦okal⟧	⟦okal⟧	⟦okal⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.24:5	kchody	⟦kchody⟧	⟦kchody⟧	⟦kchody⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.24:6	chckhy	⟦chckhy⟧	⟦chckhy⟧	⟦chckhy⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.24:7	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.24:8	olkar	⟦olkar⟧	⟦olkar⟧	⟦olkar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.24:9	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.25:1	sair	⟦sair⟧	⟦sair⟧	⟦sair⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.25:2	kain	⟦kain⟧	⟦kain⟧	⟦kain⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.25:3	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.25:4	alosheey	⟦alosheey⟧	⟦alosheey⟧	⟦alosheey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.25:5	qoeey	⟦qoeey⟧	⟦qoeey⟧	⟦qoeey⟧	recorded
RECORD	f86v5|f86v5.18-f86v5.25	f86v5.25:6	lkesy	⟦lkesy⟧	⟦lkesy⟧	⟦lkesy⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.1:1	kodshol	⟦kodshol⟧	⟦kodshol⟧	⟦kodshol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.1:2	otolsheeos	⟦otolsheeos⟧	⟦otolsheeos⟧	⟦otolsheeos⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.1:3	octhodaly	⟦octhodaly⟧	⟦octhodaly⟧	⟦octhodaly⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.1:4	opalepam	⟦opalepam⟧	⟦opalepam⟧	⟦opalepam⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.1:5	oepchksheey	⟦oepchksheey⟧	⟦oepchksheey⟧	⟦oepchksheey⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.1:6	qotodain	⟦qotodain⟧	⟦qotodain⟧	⟦qotodain⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.1:7	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.1:8	oar	⟦oar⟧	⟦oar⟧	⟦oar⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:1	ycham	⟦ycham⟧	⟦ycham⟧	⟦ycham⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:2	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:3	chol	trocken	trocken	trocken	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:4	chotom	⟦chotom⟧	⟦chotom⟧	⟦chotom⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:5	cthodar	⟦cthodar⟧	⟦cthodar⟧	⟦cthodar⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:6	sheo	⟦sheo⟧	⟦sheo⟧	⟦sheo⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:7	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:8	oteodal	⟦oteodal⟧	⟦oteodal⟧	⟦oteodal⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:9	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:10	ofchoshy	⟦ofchoshy⟧	⟦ofchoshy⟧	⟦ofchoshy⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.2:11	cthoshol	⟦cthoshol⟧	⟦cthoshol⟧	⟦cthoshol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:1	dsho	⟦dsho⟧	⟦dsho⟧	⟦dsho⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:2	dal	⟦dal⟧	⟦dal⟧	⟦dal⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:3	dalody	⟦dalody⟧	⟦dalody⟧	⟦dalody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:4	ytchchy	⟦ytchchy⟧	⟦ytchchy⟧	⟦ytchchy⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:5	dam	⟦dam⟧	⟦dam⟧	⟦dam⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:6	chody	⟦chody⟧	⟦chody⟧	⟦chody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:7	dal	⟦dal⟧	⟦dal⟧	⟦dal⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:8	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:9	schodchy	⟦schodchy⟧	⟦schodchy⟧	⟦schodchy⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.3:10	qotchd	⟦qotchd⟧	⟦qotchd⟧	⟦qotchd⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.4:1	sol	⟦sol⟧	⟦sol⟧	⟦sol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.4:2	shotol	⟦shotol⟧	⟦shotol⟧	⟦shotol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.4:3	qokchodal	⟦qokchodal⟧	⟦qokchodal⟧	⟦qokchodal⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.4:4	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.4:5	chotol	⟦chotol⟧	⟦chotol⟧	⟦chotol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.4:6	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.4:7	otol	⟦otol⟧	⟦otol⟧	⟦otol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.4:8	ytchdg	⟦ytchdg⟧	⟦ytchdg⟧	⟦ytchdg⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.5:1	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.5:2	chody	⟦chody⟧	⟦chody⟧	⟦chody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.5:3	cfhol	⟦cfhol⟧	⟦cfhol⟧	⟦cfhol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.5:4	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.5:5	qokol	⟦qokol⟧	⟦qokol⟧	⟦qokol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.5:6	otodar	⟦otodar⟧	⟦otodar⟧	⟦otodar⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.5:7	chodain	⟦chodain⟧	⟦chodain⟧	⟦chodain⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.6:1	tar	⟦tar⟧	⟦tar⟧	⟦tar⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.6:2	otor	⟦otor⟧	⟦otor⟧	⟦otor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.6:3	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.6:4	cho	⟦cho⟧	⟦cho⟧	⟦cho⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.6:5	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.6:6	chol	trocken	trocken	trocken	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.6:7	sheoees	⟦sheoees⟧	⟦sheoees⟧	⟦sheoees⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.7:1	shor	Früchte	Früchte	Früchte	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.7:2	shol	feucht	feucht	feucht	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.7:3	ody	⟦ody⟧	⟦ody⟧	⟦ody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.7:4	cheodaiin	⟦cheodaiin⟧	⟦cheodaiin⟧	⟦cheodaiin⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.7:5	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.8:1	lor	⟦lor⟧	⟦lor⟧	⟦lor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.8:2	sheeody	⟦sheeody⟧	⟦sheeody⟧	⟦sheeody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.8:3	chodaiin	⟦chodaiin⟧	⟦chodaiin⟧	⟦chodaiin⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.8:4	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.8:5	odar	⟦odar⟧	⟦odar⟧	⟦odar⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.9:1	shodam	⟦shodam⟧	⟦shodam⟧	⟦shodam⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.9:2	okcheody	⟦okcheody⟧	⟦okcheody⟧	⟦okcheody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.9:3	cthoctho'l	⟦cthoctho'l⟧	⟦cthoctho'l⟧	⟦cthoctho'l⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.10:1	ychos	⟦ychos⟧	⟦ychos⟧	⟦ychos⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.10:2	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.10:3	keol	Öl	Öl	Öl	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.10:4	cheol	⟦cheol⟧	⟦cheol⟧	⟦cheol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.10:5	ckhody	⟦ckhody⟧	⟦ckhody⟧	⟦ckhody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.11:1	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.11:2	oteol	⟦oteol⟧	⟦oteol⟧	⟦oteol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.11:3	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.11:4	odam	⟦odam⟧	⟦odam⟧	⟦odam⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.11:5	sheo	⟦sheo⟧	⟦sheo⟧	⟦sheo⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.11:6	al	⟦al⟧	⟦al⟧	⟦al⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.11:7	sal	⟦sal⟧	⟦sal⟧	⟦sal⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.12:1	qokor	⟦qokor⟧	⟦qokor⟧	⟦qokor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.12:2	shey	⟦shey⟧	⟦shey⟧	⟦shey⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.12:3	okcheor	⟦okcheor⟧	⟦okcheor⟧	⟦okcheor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.12:4	sheodom	⟦sheodom⟧	⟦sheodom⟧	⟦sheodom⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.13:1	shodaiin	⟦shodaiin⟧	⟦shodaiin⟧	⟦shodaiin⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.13:2	qotchy	zerkleinere Trockenmaterial [Bezug=f93r.20:2]	zerkleinere Trockenmaterial [Bezug=f93r.20:2]	zerkleinere Trockenmaterial [Bezug=f93r.20:2]	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.13:3	kchol	⟦kchol⟧	⟦kchol⟧	⟦kchol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.13:4	r	⟦r⟧	⟦r⟧	⟦r⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.14:1	ychey	⟦ychey⟧	⟦ychey⟧	⟦ychey⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.14:2	ckhos	⟦ckhos⟧	⟦ckhos⟧	⟦ckhos⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.14:3	okcheod	⟦okcheod⟧	⟦okcheod⟧	⟦okcheod⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.14:4	chr	⟦chr⟧	⟦chr⟧	⟦chr⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.15:1	ochol	⟦ochol⟧	⟦ochol⟧	⟦ochol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.15:2	shodal	⟦shodal⟧	⟦shodal⟧	⟦shodal⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.15:3	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.15:4	cheodam	⟦cheodam⟧	⟦cheodam⟧	⟦cheodam⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.16:1	choshy	⟦choshy⟧	⟦choshy⟧	⟦choshy⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.16:2	qokor	⟦qokor⟧	⟦qokor⟧	⟦qokor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.16:3	chckhs	⟦chckhs⟧	⟦chckhs⟧	⟦chckhs⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.17:1	tcheo	⟦tcheo⟧	⟦tcheo⟧	⟦tcheo⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.17:2	l	⟦l⟧	⟦l⟧	⟦l⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.17:3	cholchecthody	⟦cholchecthody⟧	⟦cholchecthody⟧	⟦cholchecthody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.18:1	olkees	⟦olkees⟧	⟦olkees⟧	⟦olkees⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.18:2	shodaiin	⟦shodaiin⟧	⟦shodaiin⟧	⟦shodaiin⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.18:3	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.19:1	tchor	⟦tchor⟧	⟦tchor⟧	⟦tchor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.19:2	shol	feucht	feucht	feucht	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.19:3	r	⟦r⟧	⟦r⟧	⟦r⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.19:4	sheoky	⟦sheoky⟧	⟦sheoky⟧	⟦sheoky⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.20:1	ychockhy	⟦ychockhy⟧	⟦ychockhy⟧	⟦ychockhy⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.20:2	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.20:3	osos	⟦osos⟧	⟦osos⟧	⟦osos⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.21:1	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.21:2	shol	feucht	feucht	feucht	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.21:3	daiin	Trockenmaterial: feucht im Grad C [Skala offen] [fehlend=]	Trockenmaterial: Menge C·U [fehlend=]	Masse(Trockenmaterial) / Masse(Öl) = C [fehlend=]	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.21:4	shcthy	⟦shcthy⟧	⟦shcthy⟧	⟦shcthy⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.22:1	kchor	⟦kchor⟧	⟦kchor⟧	⟦kchor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.22:2	cthy	Kraut	Kraut	Kraut	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.22:3	chakal	⟦chakal⟧	⟦chakal⟧	⟦chakal⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.22:4	daiin	Kraut: ? im Grad C [Skala offen] [fehlend=quality]	Kraut: Menge C·U [fehlend=]	Masse(Kraut) / Masse(Trockenmaterial) = C [fehlend=]	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.23:1	oain	⟦oain⟧	⟦oain⟧	⟦oain⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.23:2	okor	⟦okor⟧	⟦okor⟧	⟦okor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.23:3	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.23:4	teols	⟦teols⟧	⟦teols⟧	⟦teols⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.24:1	ychocthy	⟦ychocthy⟧	⟦ychocthy⟧	⟦ychocthy⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.24:2	chotey	⟦chotey⟧	⟦chotey⟧	⟦chotey⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.24:3	teey	⟦teey⟧	⟦teey⟧	⟦teey⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.24:4	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.25:1	ysaiin	⟦ysaiin⟧	⟦ysaiin⟧	⟦ysaiin⟧	recorded
