event_id	page	record	statement_id	surface	card_no	component_recipe	compact_atomic_reading_de	historical_layers
E191	f82r	B2	B2-S008	qokar	PROC113	OK+AR	ANSETZEN · QUELLE	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E192	f82r	B2	B2-S008	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E193	f82r	B2	B2-S009	solshedy	PROC114	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	RELATION_ADDRESS_SIGN+OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E194	f82r	B2	B2-S010	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E195	f82r	B2	B2-S010	qoky	PROC008	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E196	f82r	B2	B2-S010	ls	PROC115	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E197	f82r	B2	B2-S010	cheey	PROC031	SH+EE+Y	HALTEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E198	f82r	B2	B2-S011	okain	PROC080	OK+AIN	ANSETZEN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E199	f82r	B2	B2-S011	char	PROC003	AR	QUELLE	RELATION_ADDRESS_SIGN
E200	f82r	B2	B2-S011	okain	PROC080	OK+AIN	ANSETZEN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E201	f82r	B2	B2-S011	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E202	f82r	B2	B2-S012	lchy	PROC116	L+CH+Y	WEITERLEITEN · ABNEHMEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E203	f82r	B2	B2-S012	cheey	PROC031	SH+EE+Y	HALTEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E204	f82r	B2	B2-S012	qcthey	PROC117	CTH+E+Y	BEREIT · KURZ · DIES	STATE_OBJECT_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E205	f82r	B2	B2-S012	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E206	f82r	B2	B2-S012	lcheey	PROC118	L+EE+Y	WEITERLEITEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E207	f82r	B2	B2-S012	daiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E208	f82r	B2	B2-S012	chey	PROC019	Y	DIES	DEICTIC_REFERENCE
E209	f82r	B2	B2-S012	qokeeedy	PROC119	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E210	f82r	B2	B2-S013	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E211	f82r	B2	B2-S014	lar	PROC121	L+AR	WEITERLEITEN · QUELLE	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E212	f82r	B2	B2-S015	tshey	PROC122	SH+E+Y	HALTEN · KURZ · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E213	f82r	B2	B2-S015	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E214	f82r	B2	B2-S016	cheal	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E215	f82r	B2	B2-S016	lchedar	PROC123	L+CHD+AR	WEITERLEITEN · UMSETZEN · QUELLE	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E216	f82r	B2	B2-S016	ches	PROC124	CH+E+S	ABNEHMEN · KURZ · TEILEN	OPERATION_SIGN+BOUND_GRADE
E217	f82r	B2	B2-S016	aiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E218	f82r	B2	B2-S016	oteey	PROC109	OT+EE+Y	DANACH · LANG · DIES	RELATION_ADDRESS_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E219	f82r	B2	B2-S016	qokaiin	PROC038	OK+AIIN	ANSETZEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E220	f82r	B2	B2-S016	okey	PROC085	OK+E+Y	ANSETZEN · KURZ · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E221	f82r	B2	B2-S016	pchedy	PROC125	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E222	f82r	B2	B2-S017	rsheal	PROC126	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIEL	OPERATION_SIGN+BOUND_GRADE+RELATION_ADDRESS_SIGN
E223	f82r	B2	B2-S017	daldy	PROC127	AL+DY	ZIEL · SCHLUSS	RELATION_ADDRESS_SIGN+BOUND_ENDPOINT
E224	f82r	B2	B2-S018	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E225	f82r	B2	B2-S019	rshedy	PROC128	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E226	f82r	B2	B2-S020	qoteedy	PROC129	OT+EE+DY	DANACH · LANG · SCHLUSS	RELATION_ADDRESS_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E227	f82r	B2	B2-S021	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E228	f82r	B2	B2-S022	lochedy	PROC130	L+O+CHD+DY	WEITERLEITEN · GANG · UMSETZEN · SCHLUSS	OPERATION_SIGN+STATE_OBJECT_SIGN+BOUND_ENDPOINT
E229	f83r	B3	B3-S001	olkeedy	PROC098	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E230	f83r	B3	B3-S002	qotal	PROC131	OT+AL	DANACH · ZIEL	RELATION_ADDRESS_SIGN
E231	f83r	B3	B3-S002	chkeedy	PROC132	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E232	f83r	B3	B3-S003	chey	PROC019	Y	DIES	DEICTIC_REFERENCE
E233	f83r	B3	B3-S003	daiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E234	f83r	B3	B3-S003	chey	PROC019	Y	DIES	DEICTIC_REFERENCE
E235	f83r	B3	B3-S003	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E236	f83r	B3	B3-S004	qokaiin	PROC038	OK+AIIN	ANSETZEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E237	f83r	B3	B3-S004	qotal	PROC131	OT+AL	DANACH · ZIEL	RELATION_ADDRESS_SIGN
E238	f83r	B3	B3-S004	dar	PROC003	AR	QUELLE	RELATION_ADDRESS_SIGN
E239	f83r	B3	B3-S005	schedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E240	f83r	B3	B3-S006	chedchy	PROC133	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E241	f83r	B3	B3-S006	qokal	PROC048	OK+AL	ANSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E242	f83r	B3	B3-S006	olchedy	PROC079	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	RELATION_ADDRESS_SIGN+OPERATION_SIGN+BOUND_ENDPOINT
E243	f83r	B3	B3-S007	qokaiin	PROC038	OK+AIIN	ANSETZEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E244	f83r	B3	B3-S007	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E245	f83r	B3	B3-S007	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E246	f83r	B3	B3-S008	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E247	f83r	B3	B3-S009	qoky	PROC008	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E248	f83r	B3	B3-S010	pchedal	PROC134	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E249	f83r	B3	B3-S010	otedy	PROC135	OT+E+DY	DANACH · KURZ · SCHLUSS	RELATION_ADDRESS_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E250	f83r	B3	B3-S011	shecthedchy	PROC136	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREIT · UMSETZEN · DIES	OPERATION_SIGN+BOUND_GRADE+STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E251	f83r	B3	B3-S011	qoky	PROC008	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E252	f83r	B3	B3-S011	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E253	f83r	B3	B3-S011	chary	PROC137	AR+Y	QUELLE · DIES	RELATION_ADDRESS_SIGN+DEICTIC_REFERENCE
E254	f83r	B3	B3-S012	sor	PROC016	OR	ANSATZ	STATE_OBJECT_SIGN
E255	f83r	B3	B3-S012	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E256	f83r	B3	B3-S013	qokaiin	PROC038	OK+AIIN	ANSETZEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E257	f83r	B3	B3-S013	chkain	PROC069	K+AIN	ZUDOSIEREN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E258	f83r	B3	B3-S013	shcthey	PROC117	CTH+E+Y	BEREIT · KURZ · DIES	STATE_OBJECT_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E259	f83r	B3	B3-S013	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E260	f83r	B3	B3-S014	okair	PROC138	OK+AIR	ANSETZEN · LAUF	OPERATION_SIGN+STATE_OBJECT_SIGN
E261	f83r	B3	B3-S014	sheedy	PROC139	SH+EE+DY	HALTEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E262	f83r	B3	B3-S015	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E263	f83r	B3	B3-S016	lo	PROC140	L+O	WEITERLEITEN · GANG	OPERATION_SIGN+STATE_OBJECT_SIGN
E264	f83r	B3	B3-S016	qokchedy	PROC091	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E265	f83r	B3	B3-S017	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E266	f83r	B3	B3-S018	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E267	f83r	B3	B3-S019	qokshedy	PROC141	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E268	f83r	B3	B3-S020	dal	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E269	f83r	B3	B3-S020	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E270	f83r	B3	B3-S021	qokaiin	PROC038	OK+AIIN	ANSETZEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E271	f83r	B3	B3-S021	shcthy	PROC014	CTH+Y	BEREIT · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E272	f83r	B3	B3-S021	dal	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E273	f83r	B3	B3-S021	sy	PROC019	Y	DIES	DEICTIC_REFERENCE
E274	f83r	B3	B3-S021	saiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E275	f83r	B3	B3-S021	shedal	PROC142	SHED+AL	ABSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E276	f83r	B3	B3-S021	shecthy	PROC143	SH+E+CTH+Y	HALTEN · KURZ · BEREIT · DIES	OPERATION_SIGN+BOUND_GRADE+STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E277	f83r	B3	B3-S021	chey	PROC019	Y	DIES	DEICTIC_REFERENCE
E278	f83r	B3	B3-S021	tal	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E279	f83r	B3	B3-S021	shcthy	PROC014	CTH+Y	BEREIT · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E280	f83r	B3	B3-S021	dalchdy	PROC144	AL+CHD+DY	ZIEL · UMSETZEN · SCHLUSS	RELATION_ADDRESS_SIGN+OPERATION_SIGN+BOUND_ENDPOINT
E281	f83r	B3	B3-S022	qotchedy	PROC145	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	RELATION_ADDRESS_SIGN+OPERATION_SIGN+BOUND_ENDPOINT
E282	f83r	B3	B3-S023	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E283	f83r	B3	B3-S024	tchedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E284	f83r	B3	B3-S025	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E285	f83r	B3	B3-S026	cheedar	PROC146	EE+AR	LANG · QUELLE	BOUND_GRADE+RELATION_ADDRESS_SIGN
E286	f83r	B3	B3-S026	chldaiin	PROC147	L+AIIN	WEITERLEITEN · MASS	OPERATION_SIGN+MEASURE_STAGE_SIGN
E287	f83r	B3	B3-S026	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E288	f83r	B3	B3-S026	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E289	f83r	B3	B3-S026	checthy	PROC014	CTH+Y	BEREIT · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E290	f83r	B3	B3-S026	chealror	PROC148	AL+R+OR	ZIEL · KUEHLEN · ANSATZ	RELATION_ADDRESS_SIGN+OPERATION_SIGN+STATE_OBJECT_SIGN
E291	f83r	B3	B3-S026	solkeedy	PROC098	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E292	f83r	B3	B3-S027	qoteedy	PROC129	OT+EE+DY	DANACH · LANG · SCHLUSS	RELATION_ADDRESS_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E293	f83r	B3	B3-S028	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E294	f83r	B3	B3-S028	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E295	f83r	B3	B3-S029	sol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E296	f83r	B3	B3-S029	cheeety	PROC149	EEE+T+Y	VOLL · EINTRAGEN · DIES	BOUND_GRADE+OPERATION_SIGN+DEICTIC_REFERENCE
E297	f83r	B3	B3-S029	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E298	f83r	B3	B3-S030	qoky	PROC008	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E299	f83r	B3	B3-S030	saiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E300	f83r	B3	B3-S030	schedair	PROC150	CHD+AIR	UMSETZEN · LAUF	OPERATION_SIGN+STATE_OBJECT_SIGN
E301	f83r	B3	B3-S030	otchedy	PROC145	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	RELATION_ADDRESS_SIGN+OPERATION_SIGN+BOUND_ENDPOINT
E302	f83r	B3	B3-S031	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E303	f83r	B3	B3-S032	chedain	PROC151	CHD+AIN	UMSETZEN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E304	f83r	B3	B3-S032	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E305	f83r	B3	B3-S032	qotedaiin	PROC152	OT+E+AIIN	DANACH · KURZ · MASS	RELATION_ADDRESS_SIGN+BOUND_GRADE+MEASURE_STAGE_SIGN
E306	f83r	B3	B3-S032	otaiin	PROC112	OT+AIIN	DANACH · MASS	RELATION_ADDRESS_SIGN+MEASURE_STAGE_SIGN
E307	f83r	B3	B3-S032	otedy	PROC135	OT+E+DY	DANACH · KURZ · SCHLUSS	RELATION_ADDRESS_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E308	f83r	B3	B3-S033	ldy	PROC108	L+DY	WEITERLEITEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E309	f83r	B3	B3-S034	soiiin	PROC097	O+IIN	GANG · STUFE	STATE_OBJECT_SIGN+MEASURE_STAGE_SIGN
E310	f83r	B3	B3-S034	checthy	PROC014	CTH+Y	BEREIT · DIES	STATE_OBJECT_SIGN+DEICTIC_REFERENCE
E311	f83r	B3	B3-S034	chety	PROC004	T+Y	EINTRAGEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E312	f83r	B3	B3-S034	otaiin	PROC112	OT+AIIN	DANACH · MASS	RELATION_ADDRESS_SIGN+MEASURE_STAGE_SIGN
E313	f83r	B3	B3-S034	olsaly	PROC153	OL+AL+Y	FORTSETZEN · ZIEL · DIES	RELATION_ADDRESS_SIGN+DEICTIC_REFERENCE
E314	f83r	B3	B3-S034	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E315	f83r	B4	B4-S001	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E316	f83r	B4	B4-S002	qolchey	PROC154	OL+Y	FORTSETZEN · DIES	RELATION_ADDRESS_SIGN+DEICTIC_REFERENCE
E317	f83r	B4	B4-S002	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E318	f83r	B4	B4-S002	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E319	f83r	B4	B4-S003	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E320	f83r	B4	B4-S003	otal	PROC131	OT+AL	DANACH · ZIEL	RELATION_ADDRESS_SIGN
E321	f83r	B4	B4-S003	otchey	PROC065	OT+Y	DANACH · DIES	RELATION_ADDRESS_SIGN+DEICTIC_REFERENCE
E322	f83r	B4	B4-S003	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E323	f83r	B4	B4-S003	qoky	PROC008	OK+Y	ANSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E324	f83r	B4	B4-S003	tol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E325	f83r	B4	B4-S003	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E326	f83r	B4	B4-S004	qokylddy	PROC155	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	OPERATION_SIGN+DEICTIC_REFERENCE+BOUND_ENDPOINT
E327	f83r	B4	B4-S005	dain	PROC156	AIN	PORTION	MEASURE_STAGE_SIGN
E328	f83r	B4	B4-S005	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E329	f83r	B4	B4-S005	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E330	f83r	B4	B4-S006	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	OPERATION_SIGN+STATE_OBJECT_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E331	f83r	B4	B4-S007	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	OPERATION_SIGN+STATE_OBJECT_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E332	f83r	B4	B4-S008	saiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E333	f83r	B4	B4-S008	cheeky	PROC046	CHK+EE+Y	WAERMEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E334	f83r	B4	B4-S008	sheey	PROC157	SH+EE+Y	HALTEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E335	f83r	B4	B4-S008	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E336	f83r	B4	B4-S009	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E337	f83r	B4	B4-S010	oldy	PROC047	OL+DY	FORTSETZEN · SCHLUSS	RELATION_ADDRESS_SIGN+BOUND_ENDPOINT
E338	f83r	B4	B4-S011	saiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E339	f83r	B4	B4-S011	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E340	f83r	B4	B4-S011	okeeol	PROC158	OK+EE+OL	ANSETZEN · LANG · FORTSETZEN	OPERATION_SIGN+BOUND_GRADE+RELATION_ADDRESS_SIGN
E341	f83r	B4	B4-S011	okain	PROC080	OK+AIN	ANSETZEN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E342	f83r	B4	B4-S011	chdy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
E343	f83r	B4	B4-S011	sol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E344	f83r	B4	B4-S011	lkedy	PROC159	L+K+E+DY	WEITERLEITEN · ZUDOSIEREN · KURZ · SCHLUSS	OPERATION_SIGN+BOUND_GRADE+BOUND_ENDPOINT
E345	f83r	B4	B4-S012	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E346	f83r	B4	B4-S013	qokol	PROC160	OK+OL	ANSETZEN · FORTSETZEN	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E347	f83r	B4	B4-S013	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E348	f83r	B4	B4-S014	or	PROC016	OR	ANSATZ	STATE_OBJECT_SIGN
E349	f83r	B4	B4-S014	chey	PROC019	Y	DIES	DEICTIC_REFERENCE
E350	f83r	B4	B4-S014	qockhey	PROC161	O+CKH+E+Y	GANG · DURCHLASS · KURZ · DIES	STATE_OBJECT_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E351	f83r	B4	B4-S014	dairydy	PROC162	AIR+Y+DY	LAUF · DIES · SCHLUSS	STATE_OBJECT_SIGN+DEICTIC_REFERENCE+BOUND_ENDPOINT
E352	f83r	B4	B4-S015	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E353	f83r	B4	B4-S015	shey	PROC031	SH+EE+Y	HALTEN · LANG · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E354	f83r	B4	B4-S015	kain	PROC069	K+AIN	ZUDOSIEREN · PORTION	OPERATION_SIGN+MEASURE_STAGE_SIGN
E355	f83r	B4	B4-S015	chckhal	PROC163	CH+CKH+AL	ABNEHMEN · DURCHLASS · ZIEL	OPERATION_SIGN+STATE_OBJECT_SIGN+RELATION_ADDRESS_SIGN
E356	f83r	B4	B4-S015	solkey	PROC164	SOLK+E+Y	AUFFANGEN · KURZ · DIES	OPERATION_SIGN+BOUND_GRADE+DEICTIC_REFERENCE
E357	f83r	B4	B4-S015	lchedy	PROC120	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E358	f83r	B4	B4-S016	qolkain	PROC070	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	RELATION_ADDRESS_SIGN+OPERATION_SIGN+MEASURE_STAGE_SIGN
E359	f83r	B4	B4-S016	dal	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E360	f83r	B4	B4-S016	skar	PROC165	K+AR	ZUDOSIEREN · QUELLE	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E361	f83r	B4	B4-S016	shedy	PROC078	SHED+DY	ABSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E362	f83r	B5	B5-S001	otchdy	PROC166	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	RELATION_ADDRESS_SIGN+OPERATION_SIGN+BOUND_ENDPOINT
E363	f83r	B5	B5-S002	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	OPERATION_SIGN+BOUND_ENDPOINT
E364	f83r	B5	B5-S003	shedal	PROC142	SHED+AL	ABSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E365	f83r	B5	B5-S003	dal	PROC055	AL	ZIEL	RELATION_ADDRESS_SIGN
E366	f83r	B5	B5-S003	cheol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E367	f83r	B5	B5-S003	lol	PROC167	L+OL	WEITERLEITEN · FORTSETZEN	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E368	f83r	B5	B5-S003	chdal	PROC168	CHD+AL	UMSETZEN · ZIEL	OPERATION_SIGN+RELATION_ADDRESS_SIGN
E369	f83r	B5	B5-S003	aiin	PROC009	AIIN	MASS	MEASURE_STAGE_SIGN
E370	f83r	B5	B5-S003	sol	PROC013	OL	FORTSETZEN	RELATION_ADDRESS_SIGN
E371	f83r	B5	B5-S003	daiiin	PROC169	DA+IIN	ZWEIT · STUFE	MEASURE_STAGE_SIGN
E372	f83r	B5	B5-S003	chedy	PROC042	CHD+Y	UMSETZEN · DIES	OPERATION_SIGN+DEICTIC_REFERENCE
